policy,seed,crossed_health_limit,time_to_health_limit_h,final_elapsed_h,final_max_damage_pct,final_damage_range_pct,start_count,assignment_change_count,stack_0_final_damage_pct,stack_1_final_damage_pct,stack_2_final_damage_pct
fixed_pair,2026,True,1594.0,1594.0,11.225704430613165,2.9630985322359873,2,0,8.262605898377178,11.225704430613165,8.978907389333333
health_greedy,2026,True,2063.0,2063.0,11.226725171119885,0.862551887387367,43,41,10.364173283732518,11.137065002318696,11.226725171119885
fixed_pair,2027,True,1591.0,1591.0,11.22511470717295,2.951452119611792,2,0,8.273662587561157,11.22511470717295,8.978907389333333
health_greedy,2027,True,2063.0,2063.0,11.225294416397643,0.8578390687761868,43,41,10.367455347621457,11.13781331690201,11.225294416397643
fixed_pair,2028,True,1598.0,1598.0,11.228149872422259,2.9556464846236192,2,0,8.27250338779864,11.228149872422259,8.978907389333333
health_greedy,2028,True,2084.0,2084.0,11.226592627555556,0.7932270181105849,43,41,10.433365609444971,11.196483910673571,11.226592627555556
fixed_pair,2029,True,1589.0,1589.0,11.225325959601667,2.954465445917906,2,0,8.270860513683761,11.225325959601667,8.978907389333333
health_greedy,2029,True,2061.0,2061.0,11.228109689316673,0.8242852044615248,42,40,10.403824484855148,11.228109689316673,11.16565778851555
fixed_pair,2030,True,1610.0,1610.0,11.226689105349752,2.941359710398004,2,0,8.285329394951749,11.226689105349752,8.978907389333333
health_greedy,2030,True,2083.0,2083.0,11.22787189608967,0.8341996902500544,43,41,10.393672205839616,11.1443293694236,11.22787189608967
fixed_pair,2031,True,1597.0,1597.0,11.227385217803338,2.959453605832312,2,0,8.267931611971026,11.227385217803338,8.978907389333333
health_greedy,2031,True,2081.0,2081.0,11.228298688157883,0.7826664089734248,43,41,10.445632279184458,11.210536364006964,11.228298688157883
fixed_pair,2032,True,1605.0,1605.0,11.22517749767166,2.946803567968926,2,0,8.278373929702735,11.22517749767166,8.978907389333333
health_greedy,2032,True,2085.0,2085.0,11.22823442429922,0.7982044806933413,43,41,10.430029943605879,11.190318987340293,11.22823442429922
fixed_pair,2033,True,1612.0,1612.0,11.22914811958767,2.954306992425227,2,0,8.274841127162443,11.22914811958767,8.978907389333333
health_greedy,2033,True,2099.0,2099.0,11.226089078565398,0.7816431705957054,44,42,10.444445907969692,11.226089078565398,11.21256106480802
fixed_pair,2034,True,1594.0,1594.0,11.226997225613161,2.957190035569269,2,0,8.269807190043892,11.226997225613161,8.978907389333333
health_greedy,2034,True,2082.0,2082.0,11.226918711568201,0.7801674204450464,43,41,10.446751291123155,11.209262979423624,11.226918711568201
fixed_pair,2035,True,1594.0,1594.0,11.225938105196482,2.9658795679303918,2,0,8.26005853726609,11.225938105196482,8.978907389333333
health_greedy,2035,True,2078.0,2078.0,11.224166883760233,0.7955908570585084,43,41,10.428576026701725,11.208198571090266,11.224166883760233
