policy,n_runs,health_limit_crossing_share,time_to_limit_mean_h,time_to_limit_std_h,time_to_limit_q10_h,time_to_limit_median_h,time_to_limit_q90_h,start_count_mean,assignment_change_mean
fixed_pair,10,1.0,1598.4,7.933053216343209,1590.8,1595.5,1610.2,2.0,0.0
health_greedy,10,1.0,2077.9,12.087183294713455,2062.8,2081.5,2086.4,43.0,41.0
