policy,seed,first_boundary_crossed,second_boundary_crossed,time_to_first_boundary_h,time_to_second_boundary_h,post_first_n_plus_one_reserve_h,first_boundary_total_damage_pct,first_boundary_damage_range_pct,final_elapsed_h,final_total_damage_pct,final_damage_range_pct,start_count,assignment_change_count,crossing_order,stack_0_crossing_h,stack_1_crossing_h,stack_2_crossing_h,stack_0_final_damage_pct,stack_1_final_damage_pct,stack_2_final_damage_pct
periodic_rotation,17,True,True,533.0,1202.0,669.0,18.518706554001536,6.314934199615008,1202.0,25.276229727510565,2.806290061708723,25,23,"(np.int64(2), np.int64(1), np.int64(0))",,1202.0,533.0,6.558353634124923,9.353232397551997,9.364643695833646
health_greedy,17,True,True,1438.0,1439.0,1.0,28.050364001837394,0.011470826830134229,1439.0,28.061099762366684,0.009496792176706847,29,27,"(np.int64(0), np.int64(2), np.int64(1))",1438.0,,1439.0,9.355366893204112,9.348118038492933,9.35761483066964
expected_max,17,True,True,1438.0,1439.0,1.0,28.048099030131965,0.013266041923316152,1439.0,28.058736790661257,0.010274718074882117,28,26,"(np.int64(0), np.int64(1), np.int64(2))",1438.0,1439.0,,9.355426193204112,9.356792657766013,9.34651793969113
expected_total,17,True,True,1097.0,1429.0,332.0,24.03486180016653,2.1549550901549397,1429.0,27.946456266803345,0.11782332829218589,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1097.0,1429.0,9.237467952786323,9.353697032938513,9.35529128107851
expected_n_plus_one,17,True,True,294.0,1441.0,1147.0,15.97693124198246,6.694405419601972,1441.0,28.29101299147976,0.2745458340865312,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1441.0,294.0,9.275702266356062,9.550248100442593,9.465062624681105
fixed_pair,18,True,True,1079.0,1430.0,351.0,23.287942390774386,3.102423596853651,1430.0,27.157642458280893,1.160006032613584,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1079.0,1430.0,8.293965548978212,9.453971581591796,9.409705327710885
periodic_rotation,18,True,True,616.0,1198.0,582.0,18.53926411639533,6.2360417848812055,1198.0,24.535305544068944,3.5320964745299896,28,26,"(np.int64(2), np.int64(1), np.int64(0))",,1198.0,616.0,5.823779528700772,9.355876003230762,9.35565001213741
health_greedy,18,True,True,1385.0,1398.0,13.0,26.795892001163892,1.2263781709062709,1398.0,26.8954584346653,1.1808777128968693,22,20,"(np.int64(2), np.int64(1), np.int64(0))",,1398.0,1385.0,8.180266326195454,9.354048069377525,9.361144039092324
expected_max,18,True,True,1385.0,1397.0,12.0,26.793037934496034,1.2211711622123325,1397.0,26.88815558636762,1.1792765300305081,21,19,"(np.int64(1), np.int64(2), np.int64(0))",,1385.0,1397.0,8.176660500367877,9.355937030398385,9.355558055601358
expected_total,18,True,True,1079.0,1430.0,351.0,23.287942390774386,3.102423596853651,1430.0,27.157642458280893,1.160006032613584,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1079.0,1430.0,8.293965548978212,9.453971581591796,9.409705327710885
expected_n_plus_one,18,True,True,388.0,1405.0,1017.0,15.795859219094929,6.656915076348556,1405.0,26.915861659286733,1.1510452346221278,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1405.0,388.0,8.204736206988503,9.355344010687599,9.355781441610631
fixed_pair,19,True,True,1059.0,1394.0,335.0,23.92142127327308,2.2704696623158265,1394.0,27.713131443197852,0.3745610508869479,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1059.0,1394.0,8.991918168369338,9.35473405557223,9.366479219256286
periodic_rotation,19,True,True,486.0,1245.0,759.0,17.423047680211294,6.604172042012719,1245.0,26.582346046920446,1.6479037780951957,23,21,"(np.int64(2), np.int64(1), np.int64(0))",,1245.0,486.0,7.790029890830902,9.437933668926098,9.354382487163445
health_greedy,19,True,True,1362.0,1388.0,26.0,27.49667888513455,0.4804798978768119,1388.0,27.682940302383173,0.3920224198333422,23,21,"(np.int64(1), np.int64(2), np.int64(0))",,1362.0,1388.0,8.967067184771508,9.35908960460485,9.356783513006812
expected_max,19,True,True,1362.0,1390.0,28.0,27.504105184939128,0.4985602341951427,1390.0,27.706918445712176,0.40115757944791497,23,21,"(np.int64(1), np.int64(2), np.int64(0))",,1362.0,1390.0,8.976012361475266,9.377169940923181,9.353736143313728
expected_total,19,True,True,1059.0,1394.0,335.0,23.92142127327308,2.2704696623158265,1394.0,27.713131443197852,0.3745610508869479,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1059.0,1394.0,8.991918168369338,9.35473405557223,9.366479219256286
expected_n_plus_one,19,True,True,346.0,1411.0,1065.0,16.028759672126352,6.561093670867576,1411.0,27.83038707735021,0.3731170481677655,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1411.0,346.0,9.051203917218087,9.35486219474627,9.424320965385853
