policy,n_runs,health_limit_crossing_share,time_to_limit_mean_h,time_to_limit_std_h,time_to_limit_q10_h,time_to_limit_median_h,time_to_limit_q90_h,start_count_mean,assignment_change_mean
fixed_pair,10,1.0,905.9,4.0124805295477755,901.8,905.5,910.2,2.0,0.0
health_greedy,10,1.0,1172.5,2.173067468400883,1169.9,1173.0,1175.0,25.0,23.0
