policy,seed,crossed_health_limit,time_to_health_limit_h,final_elapsed_h,final_max_damage_pct,final_damage_range_pct,start_count,assignment_change_count,stack_0_final_damage_pct,stack_1_final_damage_pct,stack_2_final_damage_pct
fixed_pair,2026,True,902.0,902.0,9.353544825379386,2.6614014506665704,2,0,6.692143374712815,9.353544825379386,7.482422824444445
health_greedy,2026,True,1169.0,1169.0,9.354461179467775,0.9710617987938299,25,23,8.383399380673945,9.260314272866433,9.354461179467775
fixed_pair,2027,True,902.0,902.0,9.359483666212723,2.661534741499917,2,0,6.697948924712806,9.359483666212723,7.482422824444445
health_greedy,2027,True,1170.0,1170.0,9.354807388505023,0.9536810501204585,25,23,8.401126338384564,9.278852956199756,9.354807388505023
fixed_pair,2028,True,905.0,905.0,9.3572588455012,2.663182464323154,2,0,6.6940763811780455,9.3572588455012,7.482422824444445
health_greedy,2028,True,1171.0,1171.0,9.356839943375608,0.9676092278359345,25,23,8.389230715539673,9.264154796616412,9.356839943375608
fixed_pair,2029,True,904.0,904.0,9.354437213238358,2.657212556437613,2,0,6.697224656800745,9.354437213238358,7.482422824444445
health_greedy,2029,True,1174.0,1174.0,9.354037721876272,0.9470229582047267,25,23,8.407014763671546,9.285762772866393,9.354037721876272
fixed_pair,2030,True,912.0,912.0,9.35870098384104,2.649510459799674,2,0,6.709190524041365,9.35870098384104,7.482422824444445
health_greedy,2030,True,1175.0,1175.0,9.356860235635727,0.976452039253541,25,23,8.380408196382186,9.243311643283082,9.356860235635727
fixed_pair,2031,True,906.0,906.0,9.356690374847394,2.65391725262539,2,0,6.702773122222005,9.356690374847394,7.482422824444445
health_greedy,2031,True,1171.0,1171.0,9.355504136986744,0.9720552631137807,25,23,8.383448873872963,9.259975105366406,9.355504136986744
fixed_pair,2032,True,910.0,910.0,9.356095179732034,2.6582622877786077,2,0,6.697832891953426,9.356095179732034,7.482422824444445
health_greedy,2032,True,1175.0,1175.0,9.358370981746845,0.9767232214757993,25,23,8.381647760271045,9.254855174116416,9.358370981746845
fixed_pair,2033,True,910.0,910.0,9.357297925565367,2.655775450278602,2,0,6.701522475286765,9.357297925565367,7.482422824444445
health_greedy,2033,True,1174.0,1174.0,9.358213364654068,0.9824586065380654,25,23,8.375754758116003,9.252360283699756,9.358213364654068
fixed_pair,2034,True,900.0,900.0,9.353380807937056,2.6681093097566126,2,0,6.685271498180443,9.353380807937056,7.482422824444445
health_greedy,2034,True,1174.0,1174.0,9.353934138542938,0.9288159332047119,25,23,8.425118205338226,9.306394491199754,9.353934138542938
fixed_pair,2035,True,908.0,908.0,9.358024488956378,2.662769551313093,2,0,6.695254937643285,9.358024488956378,7.482422824444445
health_greedy,2035,True,1172.0,1172.0,9.358328316023965,0.9760866455514421,25,23,8.382241670472522,9.260090547033075,9.358328316023965
