policy,effective_policy,seed,first_boundary_crossed,second_boundary_crossed,time_to_first_boundary_h,time_to_second_boundary_h,post_first_n_plus_one_reserve_h,first_boundary_total_damage_pct,first_boundary_damage_range_pct,final_elapsed_h,final_total_damage_pct,final_damage_range_pct,start_count,assignment_change_count,crossing_order,stack_0_crossing_h,stack_1_crossing_h,stack_2_crossing_h,stack_0_final_damage_pct,stack_1_final_damage_pct,stack_2_final_damage_pct,scenario_id,category,boundary_scale,gamma_terminal_cv,risk_horizon_h,reschedule_h,evidence,local_seed,initial_damage_fraction,heterogeneity_factors
guarded_blend,order_blend_50,17,True,True,1138.0,1493.0,355.0,22.995571904713646,3.2031443896324747,1493.0,27.112198957368697,0.9619388827397035,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1138.0,1493.0,8.396207852211134,9.358146734950838,9.357844370206726,heterogeneity_gp_re_base_perm_0,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",17,"(0.1, 0.4, 0.8)","(0.8113149050312337, 0.9916818150634422, 1.1970032799053236)"
guarded_blend,order_blend_50,18,True,True,1126.0,1441.0,315.0,22.34001184968138,3.849023024703177,1441.0,25.794143707506773,2.267882802914964,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1126.0,1441.0,7.086477439810877,9.353306024970056,9.354360242725841,heterogeneity_gp_re_base_perm_0,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",18,"(0.1, 0.4, 0.8)","(0.8113149050312337, 0.9916818150634422, 1.1970032799053236)"
guarded_blend,order_blend_50,19,True,True,1104.0,1438.0,334.0,23.1210323255814,3.069726037526319,1438.0,26.565050058322207,1.496379756248941,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1104.0,1438.0,7.857788013082696,9.354167769331637,9.353094275907873,heterogeneity_gp_re_base_perm_0,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",19,"(0.1, 0.4, 0.8)","(0.8113149050312337, 0.9916818150634422, 1.1970032799053236)"
guarded_blend,fixed_pair,0,True,True,1122.0,1295.0,173.0,25.211654216745476,1.8716199795358506,1295.0,26.836406846450522,1.2309292943178942,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1295.0,1122.0,,9.35664666839406,9.354042803980295,8.125717374076165,heterogeneity_gp_re_base_perm_1,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",0,"(0.1, 0.4, 0.8)","(1.1970032799053236, 0.9916818150634422, 0.8113149050312337)"
guarded_blend,fixed_pair,1,True,True,1353.0,1368.0,15.0,26.129302343164394,1.8710713425143197,1368.0,26.2520040246849,1.8080737190631773,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1368.0,1353.0,,9.35308940983055,9.353494166958765,7.545420447895587,heterogeneity_gp_re_base_perm_1,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",1,"(0.1, 0.4, 0.8)","(1.1970032799053236, 0.9916818150634422, 0.8113149050312337)"
guarded_blend,fixed_pair,2,True,True,1230.0,1249.0,19.0,25.9106449686798,1.8714057984213568,1249.0,26.34376620636733,1.9095808484531132,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1249.0,1230.0,,9.449759215977322,9.353828622865802,7.5401783675242084,heterogeneity_gp_re_base_perm_1,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",2,"(0.1, 0.4, 0.8)","(1.1970032799053236, 0.9916818150634422, 0.8113149050312337)"
guarded_blend,fixed_pair,3,True,True,986.0,1463.0,477.0,23.557947087532103,2.637774673609476,1463.0,27.88322656369497,0.1850162968989686,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1463.0,986.0,,9.354943923896803,9.356649468348566,9.171633171449598,heterogeneity_gp_re_base_perm_1,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",3,"(0.1, 0.4, 0.8)","(1.1970032799053236, 0.9916818150634422, 0.8113149050312337)"
guarded_blend,fixed_pair,4,True,True,1099.0,1213.0,114.0,25.627927556084384,1.9420641352159222,1213.0,27.214978141691798,1.1038997122604428,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1213.0,1099.0,,9.447195447145937,9.424486959660367,8.343295734885494,heterogeneity_gp_re_base_perm_1,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",4,"(0.1, 0.4, 0.8)","(1.1970032799053236, 0.9916818150634422, 0.8113149050312337)"
guarded_blend,fixed_pair,5,True,True,1182.0,1428.0,246.0,24.895725897861244,1.8716990840281262,1428.0,27.457551121480805,0.6086526934836591,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1428.0,1182.0,,9.356040953245946,9.354121908472571,8.747388259762287,heterogeneity_gp_re_base_perm_1,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",5,"(0.1, 0.4, 0.8)","(1.1970032799053236, 0.9916818150634422, 0.8113149050312337)"
guarded_blend,fixed_pair,6,True,True,1118.0,1316.0,198.0,25.168894901902473,1.9405273550657238,1316.0,27.23625566115461,0.9636136271165192,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1316.0,1118.0,,9.353968929250788,9.422950179510169,8.45933655239365,heterogeneity_gp_re_base_perm_1,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",6,"(0.1, 0.4, 0.8)","(1.1970032799053236, 0.9916818150634422, 0.8113149050312337)"
guarded_blend,fixed_pair,7,True,True,1201.0,1377.0,176.0,25.19014209380817,1.8707986139604635,1377.0,26.978352922595857,1.1782037172005886,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1377.0,1201.0,,9.401667600695768,9.353221438404908,8.22346388349518,heterogeneity_gp_re_base_perm_1,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",7,"(0.1, 0.4, 0.8)","(1.1970032799053236, 0.9916818150634422, 0.8113149050312337)"
guarded_blend,fixed_pair,8,True,True,1206.0,1450.0,244.0,24.340806062391945,1.8711091242441427,1450.0,27.02469357400887,1.0375774406727878,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1450.0,1206.0,,9.354369532996536,9.353531948688588,8.316792092323748,heterogeneity_gp_re_base_perm_1,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",8,"(0.1, 0.4, 0.8)","(1.1970032799053236, 0.9916818150634422, 0.8113149050312337)"
guarded_blend,fixed_pair,9,True,True,1045.0,1303.0,258.0,24.467661437944127,1.8709103297766152,1303.0,26.95144472711138,1.1140251510777475,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1303.0,1045.0,,9.356068361984033,9.35333315422106,8.242043210906285,heterogeneity_gp_re_base_perm_1,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",9,"(0.1, 0.4, 0.8)","(1.1970032799053236, 0.9916818150634422, 0.8113149050312337)"
guarded_blend,fixed_pair,10,True,True,1003.0,1148.0,145.0,25.0222864319845,1.8711702594690216,1148.0,26.61856395705435,1.462100414111168,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1148.0,1003.0,,9.363535643626026,9.353593083913466,7.901435229514858,heterogeneity_gp_re_base_perm_1,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",10,"(0.1, 0.4, 0.8)","(1.1970032799053236, 0.9916818150634422, 0.8113149050312337)"
guarded_blend,fixed_pair,11,True,True,1088.0,1385.0,297.0,24.31582893511835,1.8810001800882565,1385.0,27.188134770029286,0.9285680448943321,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1385.0,1088.0,,9.379749834771268,9.357203145381082,8.451181789876935,heterogeneity_gp_re_base_perm_1,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",11,"(0.1, 0.4, 0.8)","(1.1970032799053236, 0.9916818150634422, 0.8113149050312337)"
guarded_blend,fixed_pair,12,True,True,1041.0,1297.0,256.0,24.551246321028092,1.8716447292190068,1297.0,27.281655703943912,0.9767974724276698,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1297.0,1041.0,,9.452192811354065,9.354067553663452,8.475395338926395,heterogeneity_gp_re_base_perm_1,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",12,"(0.1, 0.4, 0.8)","(1.1970032799053236, 0.9916818150634422, 0.8113149050312337)"
guarded_blend,fixed_pair,13,True,True,1164.0,1229.0,65.0,25.654489965385114,1.874886957373704,1229.0,26.504720002973215,1.5659347982317104,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1229.0,1164.0,,9.356035237568628,9.357309781818149,7.791374983586438,heterogeneity_gp_re_base_perm_1,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",13,"(0.1, 0.4, 0.8)","(1.1970032799053236, 0.9916818150634422, 0.8113149050312337)"
guarded_blend,fixed_pair,14,True,True,1292.0,1297.0,5.0,26.31466458307762,2.0319989052794583,1297.0,26.454999983920818,2.0163106475838513,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1297.0,1292.0,,9.442467172056862,9.514421729723903,7.498111082140052,heterogeneity_gp_re_base_perm_1,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",14,"(0.1, 0.4, 0.8)","(1.1970032799053236, 0.9916818150634422, 0.8113149050312337)"
guarded_blend,fixed_pair,15,True,True,1249.0,1319.0,70.0,25.824614444098486,1.8753645998262662,1319.0,26.907808533840306,1.160840113796855,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1319.0,1249.0,,9.353073799095739,9.357787424270711,8.196947310473856,heterogeneity_gp_re_base_perm_1,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",15,"(0.1, 0.4, 0.8)","(1.1970032799053236, 0.9916818150634422, 0.8113149050312337)"
guarded_blend,fixed_pair,16,True,True,917.0,1230.0,313.0,23.75402079902197,2.4345800484370272,1230.0,27.508697374358597,1.0364923500420424,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1230.0,917.0,,9.596050356446682,9.353089011507276,8.55955800640464,heterogeneity_gp_re_base_perm_1,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",16,"(0.1, 0.4, 0.8)","(1.1970032799053236, 0.9916818150634422, 0.8113149050312337)"
guarded_blend,fixed_pair,17,True,True,1138.0,1279.0,141.0,25.52845493402199,1.8757239105063928,1279.0,26.95479775962724,1.1151313276788368,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1279.0,1138.0,,9.353635617404404,9.358146734950838,8.243015407272,heterogeneity_gp_re_base_perm_1,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",17,"(0.1, 0.4, 0.8)","(1.1970032799053236, 0.9916818150634422, 0.8113149050312337)"
guarded_blend,fixed_pair,18,True,True,1126.0,1389.0,263.0,24.611357777988072,1.8708832005256113,1389.0,27.48060217268128,0.5826695406967968,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1389.0,1126.0,,9.35498284420401,9.353306024970056,8.772313303507213,heterogeneity_gp_re_base_perm_1,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",18,"(0.1, 0.4, 0.8)","(1.1970032799053236, 0.9916818150634422, 0.8113149050312337)"
guarded_blend,fixed_pair,19,True,True,1104.0,1189.0,85.0,25.598357976740342,1.8717449448871921,1189.0,26.770664704735502,1.296484226987424,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1189.0,1104.0,,9.356490581195645,9.354167769331637,8.060006354208221,heterogeneity_gp_re_base_perm_1,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",19,"(0.1, 0.4, 0.8)","(1.1970032799053236, 0.9916818150634422, 0.8113149050312337)"
guarded_blend,order_blend_50,0,True,True,1169.0,1449.0,280.0,21.62894113369316,4.560106524199227,1449.0,24.282715780250186,3.7936897505255445,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1169.0,1449.0,5.567856806500336,9.353312416723972,9.36154655702588,heterogeneity_gp_re_high_perm_0,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",0,"(0.1, 0.4, 0.8)","(0.5965525916564761, 0.9587083612791494, 1.4447390470643742)"
guarded_blend,order_blend_50,1,True,True,1413.0,1649.0,236.0,22.052511315288776,4.137764836409476,1649.0,24.74823895543547,3.3176766120521037,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1413.0,1649.0,6.038317839878232,9.353926663626902,9.355994451930336,heterogeneity_gp_re_high_perm_0,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",1,"(0.1, 0.4, 0.8)","(0.5965525916564761, 0.9587083612791494, 1.4447390470643742)"
guarded_blend,order_blend_50,2,True,True,1249.0,1551.0,302.0,22.04271786774389,4.417604233426339,1551.0,25.00049930422985,3.332901202051519,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1249.0,1551.0,6.156048436311372,9.488949638362891,9.355501229555589,heterogeneity_gp_re_high_perm_0,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",2,"(0.1, 0.4, 0.8)","(0.5965525916564761, 0.9587083612791494, 1.4447390470643742)"
guarded_blend,order_blend_50,3,True,True,1023.0,1346.0,323.0,20.635131639519187,5.556355906166248,1346.0,23.425089544908822,4.642574751093072,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1023.0,1346.0,4.713991216597627,9.354532360620496,9.356565967690699,heterogeneity_gp_re_high_perm_0,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",3,"(0.1, 0.4, 0.8)","(0.5965525916564761, 0.9587083612791494, 1.4447390470643742)"
guarded_blend,order_blend_50,4,True,True,1128.0,1362.0,234.0,22.09325658352413,4.163741711819604,1362.0,24.68507281266566,3.4467770592313087,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1128.0,1362.0,5.940510676218336,9.387287735449645,9.35727440099768,heterogeneity_gp_re_high_perm_0,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",4,"(0.1, 0.4, 0.8)","(0.5965525916564761, 0.9587083612791494, 1.4447390470643742)"
guarded_blend,order_blend_50,5,True,True,1221.0,1514.0,293.0,21.23867305671588,4.952002188336288,1514.0,24.217157739578155,3.85201900785039,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1221.0,1514.0,5.505506260711953,9.35412621030386,9.357525268562343,heterogeneity_gp_re_high_perm_0,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",5,"(0.1, 0.4, 0.8)","(0.5965525916564761, 0.9587083612791494, 1.4447390470643742)"
guarded_blend,order_blend_50,6,True,True,1156.0,1408.0,252.0,21.543668212965347,4.649729302903105,1408.0,24.124942111596248,3.9392724458355444,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1156.0,1408.0,5.416214899876459,9.355487345712003,9.353239866007785,heterogeneity_gp_re_high_perm_0,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",6,"(0.1, 0.4, 0.8)","(0.5965525916564761, 0.9587083612791494, 1.4447390470643742)"
guarded_blend,order_blend_50,7,True,True,1247.0,1447.0,200.0,21.68480684607977,4.505229976070258,1447.0,24.02202477973071,4.040400143769103,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1247.0,1447.0,5.313908818554408,9.353806998852791,9.354308962323511,heterogeneity_gp_re_high_perm_0,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",7,"(0.1, 0.4, 0.8)","(0.5965525916564761, 0.9587083612791494, 1.4447390470643742)"
guarded_blend,order_blend_50,8,True,True,1218.0,1447.0,229.0,20.87859680731841,5.379950751436024,1447.0,23.299341450209766,4.830373737720622,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1218.0,1447.0,4.557688629434372,9.388062367154994,9.353590453620402,heterogeneity_gp_re_high_perm_0,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",8,"(0.1, 0.4, 0.8)","(0.5965525916564761, 0.9587083612791494, 1.4447390470643742)"
guarded_blend,order_blend_50,9,True,True,1086.0,1324.0,238.0,21.25131327614074,5.034074180995346,1324.0,23.633996012870703,4.5273126271761495,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1086.0,1324.0,4.874169689169671,9.40148231634582,9.358344007355214,heterogeneity_gp_re_high_perm_0,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",9,"(0.1, 0.4, 0.8)","(0.5965525916564761, 0.9587083612791494, 1.4447390470643742)"
guarded_blend,order_blend_50,10,True,True,1047.0,1341.0,294.0,22.043153717625753,4.833776113472194,1341.0,24.79131698781927,3.9791795132674004,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1047.0,1341.0,5.7180739900593505,9.69725350332675,9.375989494433167,heterogeneity_gp_re_high_perm_0,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",10,"(0.1, 0.4, 0.8)","(0.5965525916564761, 0.9587083612791494, 1.4447390470643742)"
guarded_blend,order_blend_50,11,True,True,1137.0,1385.0,248.0,21.12563229880789,5.065635429136883,1385.0,23.72758384655578,4.580065664130433,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1137.0,1385.0,4.896547865337593,9.354422451750164,9.476613529468025,heterogeneity_gp_re_high_perm_0,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",11,"(0.1, 0.4, 0.8)","(0.5965525916564761, 0.9587083612791494, 1.4447390470643742)"
guarded_blend,order_blend_50,12,True,True,1080.0,1316.0,236.0,21.07830936869219,5.111821299383355,1316.0,23.617303838538724,4.452049127224485,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1080.0,1316.0,4.905700394749345,9.35385392181555,9.35774952197383,heterogeneity_gp_re_high_perm_0,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",12,"(0.1, 0.4, 0.8)","(0.5965525916564761, 0.9587083612791494, 1.4447390470643742)"
guarded_blend,order_blend_50,13,True,True,1185.0,1466.0,281.0,22.170143796905435,4.191965503050121,1466.0,24.795005189462774,3.438245327183023,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1185.0,1466.0,6.001597910572532,9.439843237755555,9.353564041134687,heterogeneity_gp_re_high_perm_0,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",13,"(0.1, 0.4, 0.8)","(0.5965525916564761, 0.9587083612791494, 1.4447390470643742)"
guarded_blend,order_blend_50,14,True,True,1297.0,1570.0,273.0,21.959784792188827,4.3434914390369,1570.0,24.780188078034456,3.3959647976645906,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1297.0,1570.0,6.01446190572605,9.410426703390641,9.355299468917766,heterogeneity_gp_re_high_perm_0,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",14,"(0.1, 0.4, 0.8)","(0.5965525916564761, 0.9587083612791494, 1.4447390470643742)"
guarded_blend,order_blend_50,15,True,True,1289.0,1525.0,236.0,22.302437308784697,3.8900153031707863,1525.0,25.26738319463202,2.7963869723016757,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1289.0,1525.0,6.5586279214538425,9.355014893755518,9.35374037942266,heterogeneity_gp_re_high_perm_0,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",15,"(0.1, 0.4, 0.8)","(0.5965525916564761, 0.9587083612791494, 1.4447390470643742)"
guarded_blend,order_blend_50,16,True,True,963.0,1178.0,215.0,20.82944712017518,5.36536930533261,1178.0,23.418276175535986,4.647181857478721,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,963.0,1178.0,4.709014943052951,9.356196800531672,9.353064431951363,heterogeneity_gp_re_high_perm_0,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",16,"(0.1, 0.4, 0.8)","(0.5965525916564761, 0.9587083612791494, 1.4447390470643742)"
guarded_blend,order_blend_50,17,True,True,1191.0,1470.0,279.0,21.68957648049323,4.5041374490280255,1470.0,24.908527536242175,3.158480604385076,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1191.0,1470.0,6.197200689659347,9.355645552538405,9.355681294044423,heterogeneity_gp_re_high_perm_0,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",17,"(0.1, 0.4, 0.8)","(0.5965525916564761, 0.9587083612791494, 1.4447390470643742)"
guarded_blend,order_blend_50,18,True,True,1172.0,1430.0,258.0,21.16890502293509,5.020668539084294,1430.0,24.089347936284263,4.064308690127203,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1172.0,1430.0,5.335731938684796,9.35357536878747,9.400040628811999,heterogeneity_gp_re_high_perm_0,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",18,"(0.1, 0.4, 0.8)","(0.5965525916564761, 0.9587083612791494, 1.4447390470643742)"
guarded_blend,order_blend_50,19,True,True,1121.0,1421.0,300.0,21.793895922980184,4.460413729653697,1421.0,24.568003907674417,3.5590779057033464,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1121.0,1421.0,5.826865508391372,9.385943414094719,9.355194985188326,heterogeneity_gp_re_high_perm_0,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",19,"(0.1, 0.4, 0.8)","(0.5965525916564761, 0.9587083612791494, 1.4447390470643742)"
guarded_blend,fixed_pair,0,True,True,811.0,1149.0,338.0,20.536307983139707,5.658336048654972,1149.0,23.463044838630218,4.605136867492979,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,811.0,1149.0,4.750973736182139,9.356110603675118,9.355960498772962,heterogeneity_gp_re_high_perm_1,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",0,"(0.1, 0.4, 0.8)","(0.5965525916564761, 1.4447390470643742, 0.9587083612791494)"
guarded_blend,fixed_pair,1,True,True,915.0,1394.0,479.0,20.568747212668754,5.630270444754933,1394.0,23.80970053691508,4.260925189684038,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,915.0,1394.0,5.097372226805582,9.35829741648962,9.35403089361988,heterogeneity_gp_re_high_perm_1,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",1,"(0.1, 0.4, 0.8)","(0.5965525916564761, 1.4447390470643742, 0.9587083612791494)"
guarded_blend,fixed_pair,2,True,True,828.0,1249.0,421.0,20.77187607595974,5.417137170679107,1249.0,24.022229769288344,4.526243748318038,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,828.0,1249.0,5.071345404936553,9.353295211097201,9.59758915325459,heterogeneity_gp_re_high_perm_1,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",2,"(0.1, 0.4, 0.8)","(0.5965525916564761, 1.4447390470643742, 0.9587083612791494)"
guarded_blend,fixed_pair,3,True,True,681.0,1045.0,364.0,19.85148633853747,6.346847675240449,1045.0,22.574491397580623,5.4968521212024966,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,681.0,1045.0,3.8611034734642393,9.357955594666736,9.355432329449648,heterogeneity_gp_re_high_perm_1,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",3,"(0.1, 0.4, 0.8)","(0.5965525916564761, 1.4447390470643742, 0.9587083612791494)"
guarded_blend,fixed_pair,4,True,True,708.0,1128.0,420.0,19.943144607700695,6.251906257757649,1128.0,23.939855291906355,4.136449224139325,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,708.0,1128.0,5.223546023630041,9.35631402050695,9.359995247769366,heterogeneity_gp_re_high_perm_1,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",4,"(0.1, 0.4, 0.8)","(0.5965525916564761, 1.4447390470643742, 0.9587083612791494)"
guarded_blend,fixed_pair,5,True,True,785.0,1211.0,426.0,20.197571925132696,5.995413581443523,1211.0,23.090532710150573,4.974278835449885,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,785.0,1211.0,4.381002505616001,9.355281341065886,9.354248863468685,heterogeneity_gp_re_high_perm_1,heterogeneity,1.0,0.1,100.0,24.0,"Zuo 2025 GP-RE delta/phi sensitivity; normalized 10/50/90 percentiles, not fitted vehicle factors",5,"(0.1, 0.4, 0.8)","(0.5965525916564761, 1.4447390470643742, 0.9587083612791494)"
