policy,effective_policy,seed,first_boundary_crossed,second_boundary_crossed,time_to_first_boundary_h,time_to_second_boundary_h,post_first_n_plus_one_reserve_h,first_boundary_total_damage_pct,first_boundary_damage_range_pct,final_elapsed_h,final_total_damage_pct,final_damage_range_pct,start_count,assignment_change_count,crossing_order,stack_0_crossing_h,stack_1_crossing_h,stack_2_crossing_h,stack_0_final_damage_pct,stack_1_final_damage_pct,stack_2_final_damage_pct,scenario_id,category,boundary_scale,gamma_terminal_cv,risk_horizon_h,reschedule_h,evidence,local_seed,initial_damage_fraction,heterogeneity_factors
fixed_pair,fixed_pair,5,True,True,1870.0,1873.0,3.0,19.656802908632194,8.397512980054518,1873.0,19.68597907022006,8.384478114865601,3,1,"(np.int64(0), np.int64(1), np.int64(2))",1870.0,1873.0,,9.354834221667165,9.357811481709248,0.9733333668436467,initial_zuo_one_aged_stack_2,initial_health,1.0,0.1,100.0,24.0,"Zuo 2024 Eq. 21 and Table 1, normalized to fresh-to-FT margin",5,"(0.0, 0.0, 0.10235414534288635)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,5,True,True,2562.0,2571.0,9.0,27.999498093227935,0.12204569487472838,2571.0,28.270407173345703,0.20264114307660996,86,84,"(np.int64(1), np.int64(2), np.int64(0))",,2562.0,2571.0,9.330942745606578,9.405880539055937,9.533583888683188,initial_zuo_one_aged_stack_2,initial_health,1.0,0.1,100.0,24.0,"Zuo 2024 Eq. 21 and Table 1, normalized to fresh-to-FT margin",5,"(0.0, 0.0, 0.10235414534288635)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,5,True,True,2562.0,2571.0,9.0,27.98642820306889,0.11648453998650865,2571.0,28.247083291305877,0.19367760690371938,87,85,"(np.int64(2), np.int64(0), np.int64(1))",2571.0,,2562.0,9.522647801198191,9.328970194294472,9.395465295813214,initial_zuo_one_aged_stack_2,initial_health,1.0,0.1,100.0,24.0,"Zuo 2024 Eq. 21 and Table 1, normalized to fresh-to-FT margin",5,"(0.0, 0.0, 0.10235414534288635)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,6,True,True,1690.0,1785.0,95.0,19.381200690085745,8.478777231848701,1785.0,20.37647077742587,7.848926240588807,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1785.0,1690.0,,9.35320007109198,9.436098473461348,1.5871722328725406,initial_zuo_one_aged_stack_2,initial_health,1.0,0.1,100.0,24.0,"Zuo 2024 Eq. 21 and Table 1, normalized to fresh-to-FT margin",6,"(0.0, 0.0, 0.10235414534288635)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,6,True,True,2454.0,2456.0,2.0,28.211447358827677,0.2902137633232975,2456.0,28.228374315669697,0.28317993330194113,75,73,"(np.int64(1), np.int64(2), np.int64(0))",,2454.0,2456.0,9.294724542688835,9.577904475990776,9.355745296990087,initial_zuo_one_aged_stack_2,initial_health,1.0,0.1,100.0,24.0,"Zuo 2024 Eq. 21 and Table 1, normalized to fresh-to-FT margin",6,"(0.0, 0.0, 0.10235414534288635)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,6,True,True,2442.0,2454.0,12.0,27.882919713554152,0.11723228930391194,2454.0,28.209393602194154,0.3018730020148279,80,78,"(np.int64(0), np.int64(1), np.int64(2))",2442.0,2454.0,,9.35462031206195,9.578323146073515,9.276450144058687,initial_zuo_one_aged_stack_2,initial_health,1.0,0.1,100.0,24.0,"Zuo 2024 Eq. 21 and Table 1, normalized to fresh-to-FT margin",6,"(0.0, 0.0, 0.10235414534288635)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,7,True,True,1620.0,1819.0,199.0,18.711108158798666,8.398497014443652,1819.0,20.779165540580145,7.2869976095686795,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1819.0,1620.0,,9.354526638036225,9.355818256056299,2.0688206464876195,initial_zuo_one_aged_stack_2,initial_health,1.0,0.1,100.0,24.0,"Zuo 2024 Eq. 21 and Table 1, normalized to fresh-to-FT margin",7,"(0.0, 0.0, 0.10235414534288635)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,7,True,True,2419.0,2422.0,3.0,28.023453390436323,0.02871505055396817,2422.0,28.049577413284318,0.013349205188701418,80,78,"(np.int64(2), np.int64(0), np.int64(1))",2422.0,,2419.0,9.354003537493874,9.341112335300872,9.354461540489574,initial_zuo_one_aged_stack_2,initial_health,1.0,0.1,100.0,24.0,"Zuo 2024 Eq. 21 and Table 1, normalized to fresh-to-FT margin",7,"(0.0, 0.0, 0.10235414534288635)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,7,True,True,2407.0,2422.0,15.0,27.920757047477167,0.09363436534228775,2422.0,28.06562608363786,0.007360207943163388,82,80,"(np.int64(0), np.int64(2), np.int64(1))",2407.0,,2422.0,9.359356134139203,9.35199592619604,9.354274023302619,initial_zuo_one_aged_stack_2,initial_health,1.0,0.1,100.0,24.0,"Zuo 2024 Eq. 21 and Table 1, normalized to fresh-to-FT margin",7,"(0.0, 0.0, 0.10235414534288635)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,8,True,True,1828.0,1997.0,169.0,18.943650411507004,8.397861196661541,1997.0,20.80334894175717,7.2608249068137845,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1997.0,1828.0,,9.35380897202258,9.355182438274188,2.094357531460403,initial_zuo_one_aged_stack_2,initial_health,1.0,0.1,100.0,24.0,"Zuo 2024 Eq. 21 and Table 1, normalized to fresh-to-FT margin",8,"(0.0, 0.0, 0.10235414534288635)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,8,True,True,2542.0,2549.0,7.0,28.01598722567893,0.026152369177490087,2549.0,28.186161212030623,0.0720726247208141,77,75,"(np.int64(0), np.int64(1), np.int64(2))",2542.0,2549.0,2549.0,9.354936168496305,9.42700879321712,9.404216250317198,initial_zuo_one_aged_stack_2,initial_health,1.0,0.1,100.0,24.0,"Zuo 2024 Eq. 21 and Table 1, normalized to fresh-to-FT margin",8,"(0.0, 0.0, 0.10235414534288635)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,8,True,True,2519.0,2540.0,21.0,27.86145668112654,0.11168309268953003,2540.0,28.025566099894405,0.034690149658315406,70,68,"(np.int64(0), np.int64(1), np.int64(2))",2519.0,2540.0,,9.353035430525278,9.353610409513722,9.318920259855407,initial_zuo_one_aged_stack_2,initial_health,1.0,0.1,100.0,24.0,"Zuo 2024 Eq. 21 and Table 1, normalized to fresh-to-FT margin",8,"(0.0, 0.0, 0.10235414534288635)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,9,True,True,1488.0,1750.0,262.0,17.882135401881705,8.470279154273355,1750.0,21.71674574073831,6.493653289596216,3,1,"(np.int64(0), np.int64(1), np.int64(2))",1488.0,1750.0,,9.427600395886001,9.355198238562522,2.9339471062897857,initial_zuo_one_aged_stack_2,initial_health,1.0,0.1,100.0,24.0,"Zuo 2024 Eq. 21 and Table 1, normalized to fresh-to-FT margin",9,"(0.0, 0.0, 0.10235414534288635)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,9,True,True,2253.0,2254.0,1.0,28.023683133278638,0.11573529084301626,2254.0,28.03340189880793,0.10967811243268244,69,67,"(np.int64(0), np.int64(1), np.int64(2))",2253.0,2254.0,,9.394223218166939,9.354633574906735,9.284545105734257,initial_zuo_one_aged_stack_2,initial_health,1.0,0.1,100.0,24.0,"Zuo 2024 Eq. 21 and Table 1, normalized to fresh-to-FT margin",9,"(0.0, 0.0, 0.10235414534288635)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,9,True,True,2252.0,2253.0,1.0,27.94681833745622,0.12796655123351108,2253.0,28.05795062044711,0.15996487217642574,67,65,"(np.int64(0), np.int64(1), np.int64(2))",2252.0,2253.0,,9.370037384074013,9.423939054274761,9.263974182098336,initial_zuo_one_aged_stack_2,initial_health,1.0,0.1,100.0,24.0,"Zuo 2024 Eq. 21 and Table 1, normalized to fresh-to-FT margin",9,"(0.0, 0.0, 0.10235414534288635)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,10,True,True,1532.0,1753.0,221.0,18.694653204828533,8.41465608472634,1753.0,20.812689248961465,7.284541165118,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1753.0,1532.0,,9.353275761401491,9.371977326338987,2.087436161220987,initial_zuo_one_aged_stack_2,initial_health,1.0,0.1,100.0,24.0,"Zuo 2024 Eq. 21 and Table 1, normalized to fresh-to-FT margin",10,"(0.0, 0.0, 0.10235414534288635)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,10,True,True,2461.0,2469.0,8.0,27.979503375990152,0.08960907400881446,2469.0,28.047976524700207,0.05570551019216552,80,78,"(np.int64(2), np.int64(0), np.int64(1))",2469.0,,2461.0,9.35495367412301,9.318658670192516,9.374364180384681,initial_zuo_one_aged_stack_2,initial_health,1.0,0.1,100.0,24.0,"Zuo 2024 Eq. 21 and Table 1, normalized to fresh-to-FT margin",10,"(0.0, 0.0, 0.10235414534288635)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,10,True,True,2458.0,2461.0,3.0,27.963754912544882,0.052705677601794676,2461.0,28.03649191786507,0.05046138331468342,84,82,"(np.int64(0), np.int64(1), np.int64(2))",2458.0,2461.0,,9.355983145462925,9.365485077858414,9.315023694543731,initial_zuo_one_aged_stack_2,initial_health,1.0,0.1,100.0,24.0,"Zuo 2024 Eq. 21 and Table 1, normalized to fresh-to-FT margin",10,"(0.0, 0.0, 0.10235414534288635)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,11,True,True,1658.0,1910.0,252.0,18.422391558254795,8.399292515584749,1910.0,21.391884281954503,6.674807957501111,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1910.0,1658.0,,9.353464725060823,9.356613757197396,2.6818057996962854,initial_zuo_one_aged_stack_2,initial_health,1.0,0.1,100.0,24.0,"Zuo 2024 Eq. 21 and Table 1, normalized to fresh-to-FT margin",11,"(0.0, 0.0, 0.10235414534288635)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,11,True,True,2528.0,2546.0,18.0,27.867904198390264,0.10322671759979052,2546.0,28.07293269687689,0.053683693342794214,80,78,"(np.int64(2), np.int64(0), np.int64(1))",2546.0,,2528.0,9.386206517169628,9.332522823826833,9.354203355880431,initial_zuo_one_aged_stack_2,initial_health,1.0,0.1,100.0,24.0,"Zuo 2024 Eq. 21 and Table 1, normalized to fresh-to-FT margin",11,"(0.0, 0.0, 0.10235414534288635)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,11,True,True,2521.0,2546.0,25.0,27.832999408283037,0.11965240027365454,2546.0,28.091208392591714,0.05101107123388715,81,79,"(np.int64(1), np.int64(0), np.int64(2))",2546.0,2521.0,,9.393831974488629,9.354555514848343,9.342820903254742,initial_zuo_one_aged_stack_2,initial_health,1.0,0.1,100.0,24.0,"Zuo 2024 Eq. 21 and Table 1, normalized to fresh-to-FT margin",11,"(0.0, 0.0, 0.10235414534288635)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,12,True,True,1611.0,1811.0,200.0,18.76479086225925,8.398254191716472,1811.0,20.89401883624134,7.171608919521388,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1811.0,1611.0,,9.354476889104491,9.355575433329118,2.18396651380773,initial_zuo_one_aged_stack_2,initial_health,1.0,0.1,100.0,24.0,"Zuo 2024 Eq. 21 and Table 1, normalized to fresh-to-FT margin",12,"(0.0, 0.0, 0.10235414534288635)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,12,True,True,2420.0,2434.0,14.0,27.67825947164239,0.38923467949275725,2434.0,28.08551341318526,0.3150681864268563,83,81,"(np.int64(2), np.int64(1), np.int64(0))",,2434.0,2420.0,9.163642174858293,9.44316087704182,9.478710361285149,initial_zuo_one_aged_stack_2,initial_health,1.0,0.1,100.0,24.0,"Zuo 2024 Eq. 21 and Table 1, normalized to fresh-to-FT margin",12,"(0.0, 0.0, 0.10235414534288635)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,12,True,True,2420.0,2434.0,14.0,27.656375524615466,0.35977272188080356,2434.0,28.061386314189118,0.25028842448453226,79,77,"(np.int64(1), np.int64(0), np.int64(2))",2434.0,2420.0,,9.428099272868108,9.441787732902771,9.191499308418239,initial_zuo_one_aged_stack_2,initial_health,1.0,0.1,100.0,24.0,"Zuo 2024 Eq. 21 and Table 1, normalized to fresh-to-FT margin",12,"(0.0, 0.0, 0.10235414534288635)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,13,True,True,1725.0,1844.0,119.0,19.13024471077035,8.400118213791393,1844.0,20.334065721127608,7.817479780170656,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1844.0,1725.0,,9.397053022947112,9.35743945540404,1.5795732427764562,initial_zuo_one_aged_stack_2,initial_health,1.0,0.1,100.0,24.0,"Zuo 2024 Eq. 21 and Table 1, normalized to fresh-to-FT margin",13,"(0.0, 0.0, 0.10235414534288635)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,13,True,True,2472.0,2501.0,29.0,27.83758254774198,0.38025731461262957,2501.0,28.109352550372755,0.2722551395712678,81,79,"(np.int64(1), np.int64(0), np.int64(2))",2501.0,2472.0,,9.35417428907885,9.513716700432585,9.241461560861318,initial_zuo_one_aged_stack_2,initial_health,1.0,0.1,100.0,24.0,"Zuo 2024 Eq. 21 and Table 1, normalized to fresh-to-FT margin",13,"(0.0, 0.0, 0.10235414534288635)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,13,True,True,2472.0,2487.0,15.0,27.851406301467158,0.37180004839025216,2487.0,28.036975607957046,0.31364201951054405,78,76,"(np.int64(0), np.int64(1), np.int64(2))",2472.0,2487.0,,9.497202047012484,9.356213533442622,9.18356002750194,initial_zuo_one_aged_stack_2,initial_health,1.0,0.1,100.0,24.0,"Zuo 2024 Eq. 21 and Table 1, normalized to fresh-to-FT margin",13,"(0.0, 0.0, 0.10235414534288635)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,14,True,True,1754.0,1792.0,38.0,19.558294258682686,8.42852899598682,1792.0,19.946480087692873,8.182106832996666,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1792.0,1754.0,,9.356886445490604,9.385850237599467,1.2037434046028006,initial_zuo_one_aged_stack_2,initial_health,1.0,0.1,100.0,24.0,"Zuo 2024 Eq. 21 and Table 1, normalized to fresh-to-FT margin",14,"(0.0, 0.0, 0.10235414534288635)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,14,True,True,2520.0,2535.0,15.0,27.87608621567971,0.1309396133520231,2535.0,28.04865031441625,0.048329251785370175,92,90,"(np.int64(1), np.int64(2), np.int64(0))",,2520.0,2535.0,9.322433704291589,9.370762956076959,9.3554536540477,initial_zuo_one_aged_stack_2,initial_health,1.0,0.1,100.0,24.0,"Zuo 2024 Eq. 21 and Table 1, normalized to fresh-to-FT margin",14,"(0.0, 0.0, 0.10235414534288635)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,14,True,True,2520.0,2532.0,12.0,27.88226658697565,0.14018287551885145,2532.0,28.033852939133176,0.03658279378880458,91,89,"(np.int64(0), np.int64(1), np.int64(2))",2520.0,2532.0,,9.358069976603021,9.354295779715939,9.321487182814217,initial_zuo_one_aged_stack_2,initial_health,1.0,0.1,100.0,24.0,"Zuo 2024 Eq. 21 and Table 1, normalized to fresh-to-FT margin",14,"(0.0, 0.0, 0.10235414534288635)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,15,True,True,1738.0,1738.0,0.0,19.672206072984153,8.400341023129062,1738.0,19.672206072984153,8.400341023129062,2,0,"(np.int64(0), np.int64(1), np.int64(2))",1738.0,1738.0,,9.3572225666298,9.357662264741709,0.9573212416126461,initial_zuo_one_aged_stack_2,initial_health,1.0,0.1,100.0,24.0,"Zuo 2024 Eq. 21 and Table 1, normalized to fresh-to-FT margin",15,"(0.0, 0.0, 0.10235414534288635)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,15,True,True,2462.0,2466.0,4.0,27.973362857243554,0.05150709751709215,2466.0,28.075709191362705,0.04647246278006101,83,81,"(np.int64(0), np.int64(2), np.int64(1))",2462.0,,2466.0,9.353665597697102,9.33778556544277,9.384258028222831,initial_zuo_one_aged_stack_2,initial_health,1.0,0.1,100.0,24.0,"Zuo 2024 Eq. 21 and Table 1, normalized to fresh-to-FT margin",15,"(0.0, 0.0, 0.10235414534288635)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,15,True,True,2463.0,2466.0,3.0,27.964587260314296,0.05091127742609203,2466.0,28.05028509192754,0.047117345461684224,80,78,"(np.int64(2), np.int64(0), np.int64(1))",2466.0,,2463.0,9.371514004206334,9.32439665874465,9.354374428976556,initial_zuo_one_aged_stack_2,initial_health,1.0,0.1,100.0,24.0,"Zuo 2024 Eq. 21 and Table 1, normalized to fresh-to-FT margin",15,"(0.0, 0.0, 0.10235414534288635)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,16,True,True,1501.0,1788.0,287.0,18.129976080742544,8.395965662449125,1788.0,21.09767986114629,6.963718179755194,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1788.0,1501.0,,9.354055568419856,9.353286904061772,2.3903373886646624,initial_zuo_one_aged_stack_2,initial_health,1.0,0.1,100.0,24.0,"Zuo 2024 Eq. 21 and Table 1, normalized to fresh-to-FT margin",16,"(0.0, 0.0, 0.10235414534288635)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,16,True,True,2251.0,2335.0,84.0,27.331609400449587,0.4779201821195045,2335.0,28.090744666013208,0.12205655517379732,66,64,"(np.int64(2), np.int64(0), np.int64(1))",2335.0,,2251.0,9.354755003599518,9.306966553619947,9.429023108793745,initial_zuo_one_aged_stack_2,initial_health,1.0,0.1,100.0,24.0,"Zuo 2024 Eq. 21 and Table 1, normalized to fresh-to-FT margin",16,"(0.0, 0.0, 0.10235414534288635)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,16,True,True,2251.0,2328.0,77.0,27.320610204563266,0.49254570071111736,2328.0,28.049602103169,0.1192927596941793,64,62,"(np.int64(1), np.int64(0), np.int64(2))",2328.0,2251.0,,9.353129399860732,9.407882731501225,9.288589971807045,initial_zuo_one_aged_stack_2,initial_health,1.0,0.1,100.0,24.0,"Zuo 2024 Eq. 21 and Table 1, normalized to fresh-to-FT margin",16,"(0.0, 0.0, 0.10235414534288635)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,17,True,True,1678.0,1700.0,22.0,19.583110986653733,8.39593886479843,1700.0,19.752804948471248,8.313027213231026,3,1,"(np.int64(0), np.int64(1), np.int64(2))",1678.0,1700.0,,9.353260106411076,9.356286027645599,1.0432588144145725,initial_zuo_one_aged_stack_2,initial_health,1.0,0.1,100.0,24.0,"Zuo 2024 Eq. 21 and Table 1, normalized to fresh-to-FT margin",17,"(0.0, 0.0, 0.10235414534288635)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,17,True,True,2455.0,2459.0,4.0,28.024519643812603,0.020896634714114626,2459.0,28.056943716948673,0.004276123749303196,87,85,"(np.int64(1), np.int64(2), np.int64(0))",,2455.0,2459.0,9.349532609727618,9.35380873347692,9.353602373744135,initial_zuo_one_aged_stack_2,initial_health,1.0,0.1,100.0,24.0,"Zuo 2024 Eq. 21 and Table 1, normalized to fresh-to-FT margin",17,"(0.0, 0.0, 0.10235414534288635)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,17,True,True,2457.0,2471.0,14.0,27.963070371811533,0.05397067689419366,2471.0,28.05942795053746,0.003273401991979341,80,78,"(np.int64(0), np.int64(1), np.int64(2))",2457.0,2471.0,,9.35472795649717,9.353245439535103,9.35145455450519,initial_zuo_one_aged_stack_2,initial_health,1.0,0.1,100.0,24.0,"Zuo 2024 Eq. 21 and Table 1, normalized to fresh-to-FT margin",17,"(0.0, 0.0, 0.10235414534288635)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,18,True,True,1743.0,1751.0,8.0,19.744151003119693,8.501667208404697,1751.0,19.895769508751467,8.377784775344756,3,1,"(np.int64(0), np.int64(1), np.int64(2))",1743.0,1751.0,,9.458988450017344,9.355577384061535,1.0812036746725882,initial_zuo_one_aged_stack_2,initial_health,1.0,0.1,100.0,24.0,"Zuo 2024 Eq. 21 and Table 1, normalized to fresh-to-FT margin",18,"(0.0, 0.0, 0.10235414534288635)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,18,True,True,2530.0,2543.0,13.0,28.22702208777564,0.3730206841914647,2543.0,28.349271334167764,0.31495639881810433,80,78,"(np.int64(1), np.int64(0), np.int64(2))",2543.0,2530.0,,9.35544711489819,9.654390309043839,9.339433910225734,initial_zuo_one_aged_stack_2,initial_health,1.0,0.1,100.0,24.0,"Zuo 2024 Eq. 21 and Table 1, normalized to fresh-to-FT margin",18,"(0.0, 0.0, 0.10235414534288635)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,18,True,True,2530.0,2540.0,10.0,28.224308587967958,0.37669662266018733,2540.0,28.329833917646226,0.3067621085201875,79,77,"(np.int64(1), np.int64(0), np.int64(2))",2540.0,2530.0,,9.35619767391277,9.64019917612682,9.333437067606633,initial_zuo_one_aged_stack_2,initial_health,1.0,0.1,100.0,24.0,"Zuo 2024 Eq. 21 and Table 1, normalized to fresh-to-FT margin",18,"(0.0, 0.0, 0.10235414534288635)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,19,True,True,1666.0,1768.0,102.0,19.26675376191721,8.399102563843016,1768.0,20.364422323490338,7.702192440867888,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1768.0,1666.0,,9.353767153446903,9.356423805455663,1.654231364587774,initial_zuo_one_aged_stack_2,initial_health,1.0,0.1,100.0,24.0,"Zuo 2024 Eq. 21 and Table 1, normalized to fresh-to-FT margin",19,"(0.0, 0.0, 0.10235414534288635)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,19,True,True,2376.0,2376.0,0.0,28.049978175788823,0.013622917255974087,2376.0,28.049978175788823,0.013622917255974087,72,70,"(np.int64(0), np.int64(2), np.int64(1))",2376.0,,2376.0,9.35470147520444,9.341078557948466,9.354198142635916,initial_zuo_one_aged_stack_2,initial_health,1.0,0.1,100.0,24.0,"Zuo 2024 Eq. 21 and Table 1, normalized to fresh-to-FT margin",19,"(0.0, 0.0, 0.10235414534288635)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,19,True,True,2375.0,2376.0,1.0,28.034683516033198,0.02458899071764975,2376.0,28.045448858375536,0.019782395904655914,76,74,"(np.int64(0), np.int64(2), np.int64(1))",2375.0,,2376.0,9.35405326534739,9.335806598561746,9.355588994466402,initial_zuo_one_aged_stack_2,initial_health,1.0,0.1,100.0,24.0,"Zuo 2024 Eq. 21 and Table 1, normalized to fresh-to-FT margin",19,"(0.0, 0.0, 0.10235414534288635)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,0,True,True,1738.0,1909.0,171.0,17.975704648307293,9.353902994940588,1909.0,19.74733116073028,8.31633392728809,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1909.0,1738.0,,9.35488104653889,9.353902994940588,1.038547119250801,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,0,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,0,True,True,2696.0,2700.0,4.0,28.02251957872722,0.026897695512957398,2700.0,28.05449930012049,0.012706157881169133,100,98,"(np.int64(1), np.int64(2), np.int64(0))",,2696.0,2700.0,9.343129006627223,9.355835164508392,9.355535128984876,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,0,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,0,True,True,2692.0,2696.0,4.0,28.02432289593174,0.025386781842442474,2696.0,28.05028702054713,0.011018020702874054,105,103,"(np.int64(0), np.int64(1), np.int64(2))",2692.0,2696.0,,9.353857047159156,9.353590946931693,9.342839026456282,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,0,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,1,True,True,1845.0,1845.0,0.0,18.719481088802393,9.364442594251148,1845.0,18.719481088802393,9.364442594251148,2,0,"(np.int64(0), np.int64(1), np.int64(2))",1845.0,1845.0,,9.355038494551245,9.364442594251148,0.0,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,1,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,1,True,True,2580.0,2617.0,37.0,27.821945762177286,0.39971898319413235,2617.0,28.507033668115582,0.38243150403617854,91,89,"(np.int64(0), np.int64(1), np.int64(2))",2580.0,2617.0,,9.539633153792135,9.674916009179814,9.292484505143635,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,1,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,1,True,True,2580.0,2617.0,37.0,27.84410728622946,0.4415409082083581,2617.0,28.52972124399011,0.39588639258643177,93,91,"(np.int64(0), np.int64(1), np.int64(2))",2580.0,2617.0,,9.568188689044863,9.678709473765839,9.282823081179407,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,1,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,2,True,True,1708.0,1731.0,23.0,18.66078571577927,9.389739365785907,1731.0,18.978610999561013,9.154689468633077,3,1,"(np.int64(0), np.int64(1), np.int64(2))",1708.0,1731.0,,9.389739365785907,9.353821736622278,0.23504989715282948,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,2,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,2,True,True,2409.0,2410.0,1.0,28.027398246076494,0.0337562117297896,2410.0,28.038454226605786,0.030660302551064333,81,79,"(np.int64(0), np.int64(2), np.int64(1))",2409.0,,2410.0,9.35553778109213,9.326128071481296,9.35678837403236,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,2,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
order_blend_50,order_blend_50,2,True,True,2412.0,2415.0,3.0,28.029694279113002,0.025126903979213466,2415.0,28.069600517568972,0.03073323594815669,81,79,"(np.int64(1), np.int64(0), np.int64(2))",2415.0,2412.0,,9.371548685618219,9.357236382280691,9.340815449670062,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,2,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
fixed_pair,fixed_pair,3,True,True,1741.0,1911.0,170.0,17.89671086546087,9.355931359476887,1911.0,19.84970111671272,8.237230674306863,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1911.0,1741.0,,9.365500215771348,9.355931359476887,1.1282695414644845,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,3,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
health_greedy,health_greedy,3,True,True,2583.0,2606.0,23.0,27.85256674366747,0.17458975083046724,2606.0,28.09108462823424,0.0308365665629573,92,90,"(np.int64(2), np.int64(1), np.int64(0))",,2606.0,2583.0,9.352289103032312,9.355669855606656,9.38312566959527,initial_equal_fresh,initial_health,1.0,0.1,100.0,24.0,symmetry control,3,"(0.0, 0.0, 0.0)","(1.0, 1.05, 1.1)"
