scenario_id,local_seed,category,policy,first_boundary_gain_h,second_boundary_gain_h,start_count_delta,assignment_change_delta
heterogeneity_gp_re_increased_perm_5,7,heterogeneity,health_greedy,382.0,119.0,16,16
heterogeneity_gp_re_increased_perm_5,8,heterogeneity,health_greedy,394.0,212.0,12,12
heterogeneity_gp_re_increased_perm_5,9,heterogeneity,health_greedy,325.0,231.0,21,21
heterogeneity_gp_re_increased_perm_5,10,heterogeneity,health_greedy,297.0,276.0,17,17
heterogeneity_gp_re_increased_perm_5,11,heterogeneity,health_greedy,341.0,257.0,20,20
heterogeneity_gp_re_increased_perm_5,12,heterogeneity,health_greedy,334.0,239.0,16,16
heterogeneity_gp_re_increased_perm_5,13,heterogeneity,health_greedy,511.0,216.0,15,15
heterogeneity_gp_re_increased_perm_5,14,heterogeneity,health_greedy,432.0,201.0,20,20
heterogeneity_gp_re_increased_perm_5,15,heterogeneity,health_greedy,517.0,74.0,17,17
heterogeneity_gp_re_increased_perm_5,16,heterogeneity,health_greedy,286.0,169.0,13,13
heterogeneity_gp_re_increased_perm_5,17,heterogeneity,health_greedy,395.0,182.0,14,14
heterogeneity_gp_re_increased_perm_5,18,heterogeneity,health_greedy,448.0,121.0,13,13
heterogeneity_gp_re_increased_perm_5,19,heterogeneity,health_greedy,287.0,178.0,14,14
boundary_scale_0.80,0,boundary,health_greedy,194.0,-10.0,16,16
boundary_scale_0.80,1,boundary,health_greedy,268.0,5.0,23,23
boundary_scale_0.80,2,boundary,health_greedy,242.0,-29.0,18,18
boundary_scale_0.80,3,boundary,health_greedy,255.0,-51.0,15,15
boundary_scale_0.80,4,boundary,health_greedy,286.0,0.0,19,19
boundary_scale_0.80,5,boundary,health_greedy,303.0,-9.0,18,18
boundary_scale_0.80,6,boundary,health_greedy,262.0,16.0,18,18
boundary_scale_0.80,7,boundary,health_greedy,280.0,-1.0,20,20
boundary_scale_0.80,8,boundary,health_greedy,257.0,-10.0,21,21
boundary_scale_0.80,9,boundary,health_greedy,263.0,-22.0,19,19
boundary_scale_0.80,10,boundary,health_greedy,276.0,-10.0,19,19
boundary_scale_0.80,11,boundary,health_greedy,312.0,-1.0,16,16
boundary_scale_0.80,12,boundary,health_greedy,224.0,-1.0,17,17
boundary_scale_0.80,13,boundary,health_greedy,255.0,11.0,17,17
boundary_scale_0.80,14,boundary,health_greedy,309.0,-8.0,21,21
boundary_scale_0.80,15,boundary,health_greedy,315.0,-10.0,19,19
boundary_scale_0.80,16,boundary,health_greedy,241.0,-12.0,18,18
boundary_scale_0.80,17,boundary,health_greedy,254.0,-8.0,21,21
boundary_scale_0.80,18,boundary,health_greedy,207.0,0.0,14,14
boundary_scale_0.80,19,boundary,health_greedy,212.0,0.0,15,15
boundary_scale_1.20,0,boundary,health_greedy,425.0,-12.0,26,26
boundary_scale_1.20,1,boundary,health_greedy,388.0,-20.0,25,25
boundary_scale_1.20,2,boundary,health_greedy,361.0,-9.0,25,25
boundary_scale_1.20,3,boundary,health_greedy,483.0,-15.0,32,32
boundary_scale_1.20,4,boundary,health_greedy,369.0,-7.0,21,21
boundary_scale_1.20,5,boundary,health_greedy,472.0,-18.0,36,36
boundary_scale_1.20,6,boundary,health_greedy,429.0,-10.0,26,26
boundary_scale_1.20,7,boundary,health_greedy,222.0,37.0,22,22
boundary_scale_1.20,8,boundary,health_greedy,465.0,-19.0,25,25
boundary_scale_1.20,9,boundary,health_greedy,239.0,42.0,20,20
boundary_scale_1.20,10,boundary,health_greedy,423.0,-3.0,23,23
boundary_scale_1.20,11,boundary,health_greedy,287.0,0.0,27,27
boundary_scale_1.20,12,boundary,health_greedy,322.0,0.0,22,22
boundary_scale_1.20,13,boundary,health_greedy,456.0,-1.0,27,27
boundary_scale_1.20,14,boundary,health_greedy,342.0,10.0,29,29
boundary_scale_1.20,15,boundary,health_greedy,321.0,15.0,31,31
boundary_scale_1.20,16,boundary,health_greedy,290.0,-13.0,21,21
boundary_scale_1.20,17,boundary,health_greedy,386.0,-20.0,28,28
boundary_scale_1.20,18,boundary,health_greedy,337.0,-28.0,24,24
boundary_scale_1.20,19,boundary,health_greedy,416.0,-34.0,23,23
gamma_cv_0.05,0,stochasticity,health_greedy,321.0,-9.0,24,24
gamma_cv_0.05,1,stochasticity,health_greedy,328.0,-7.0,28,28
gamma_cv_0.05,2,stochasticity,health_greedy,284.0,-9.0,20,20
gamma_cv_0.05,3,stochasticity,health_greedy,347.0,-12.0,24,24
gamma_cv_0.05,4,stochasticity,health_greedy,263.0,0.0,23,23
gamma_cv_0.05,5,stochasticity,health_greedy,342.0,-20.0,24,24
gamma_cv_0.05,6,stochasticity,health_greedy,300.0,-7.0,24,24
gamma_cv_0.05,7,stochasticity,health_greedy,310.0,-5.0,25,25
gamma_cv_0.05,8,stochasticity,health_greedy,318.0,-13.0,23,23
gamma_cv_0.05,9,stochasticity,health_greedy,304.0,-13.0,25,25
gamma_cv_0.05,10,stochasticity,health_greedy,336.0,-28.0,25,25
gamma_cv_0.05,11,stochasticity,health_greedy,329.0,-4.0,27,27
gamma_cv_0.05,12,stochasticity,health_greedy,279.0,-13.0,24,24
gamma_cv_0.05,13,stochasticity,health_greedy,314.0,-12.0,26,26
gamma_cv_0.05,14,stochasticity,health_greedy,325.0,-11.0,24,24
gamma_cv_0.05,15,stochasticity,health_greedy,362.0,-7.0,29,29
gamma_cv_0.05,16,stochasticity,health_greedy,250.0,-8.0,19,19
gamma_cv_0.05,17,stochasticity,health_greedy,297.0,-7.0,23,23
gamma_cv_0.05,18,stochasticity,health_greedy,294.0,-5.0,20,20
gamma_cv_0.05,19,stochasticity,health_greedy,316.0,-16.0,25,25
gamma_cv_0.20,0,stochasticity,health_greedy,443.0,-10.0,23,23
gamma_cv_0.20,1,stochasticity,health_greedy,206.0,136.0,25,25
gamma_cv_0.20,2,stochasticity,health_greedy,239.0,-64.0,14,14
gamma_cv_0.20,3,stochasticity,health_greedy,362.0,-95.0,11,11
gamma_cv_0.20,4,stochasticity,health_greedy,232.0,39.0,26,26
gamma_cv_0.20,5,stochasticity,health_greedy,439.0,-17.0,26,26
gamma_cv_0.20,6,stochasticity,health_greedy,232.0,-13.0,19,19
gamma_cv_0.20,7,stochasticity,health_greedy,55.0,0.0,20,20
gamma_cv_0.20,8,stochasticity,health_greedy,96.0,0.0,13,13
gamma_cv_0.20,9,stochasticity,health_greedy,261.0,20.0,27,27
gamma_cv_0.20,10,stochasticity,health_greedy,240.0,59.0,17,17
gamma_cv_0.20,11,stochasticity,health_greedy,406.0,0.0,22,22
gamma_cv_0.20,12,stochasticity,health_greedy,234.0,42.0,20,20
gamma_cv_0.20,13,stochasticity,health_greedy,252.0,92.0,23,23
gamma_cv_0.20,14,stochasticity,health_greedy,274.0,61.0,24,24
gamma_cv_0.20,15,stochasticity,health_greedy,211.0,12.0,27,27
gamma_cv_0.20,16,stochasticity,health_greedy,307.0,-9.0,25,25
gamma_cv_0.20,17,stochasticity,health_greedy,370.0,22.0,23,23
gamma_cv_0.20,18,stochasticity,health_greedy,344.0,16.0,19,19
gamma_cv_0.20,19,stochasticity,health_greedy,339.0,-7.0,16,16
risk_horizon_24h,0,scheduler,health_greedy,332.0,-29.0,21,21
risk_horizon_24h,1,scheduler,health_greedy,218.0,20.0,24,24
risk_horizon_24h,2,scheduler,health_greedy,322.0,-11.0,23,23
risk_horizon_24h,3,scheduler,health_greedy,407.0,-12.0,24,24
risk_horizon_24h,4,scheduler,health_greedy,263.0,40.0,23,23
risk_horizon_24h,5,scheduler,health_greedy,396.0,-8.0,23,23
risk_horizon_24h,6,scheduler,health_greedy,298.0,-4.0,24,24
risk_horizon_24h,7,scheduler,health_greedy,247.0,19.0,22,22
risk_horizon_24h,8,scheduler,health_greedy,265.0,-10.0,18,18
risk_horizon_24h,9,scheduler,health_greedy,316.0,0.0,26,26
risk_horizon_24h,10,scheduler,health_greedy,294.0,-11.0,21,21
risk_horizon_24h,11,scheduler,health_greedy,351.0,-10.0,23,23
risk_horizon_24h,12,scheduler,health_greedy,285.0,10.0,24,24
risk_horizon_24h,13,scheduler,health_greedy,333.0,0.0,26,26
risk_horizon_24h,14,scheduler,health_greedy,329.0,-3.0,27,27
risk_horizon_24h,15,scheduler,health_greedy,301.0,5.0,27,27
risk_horizon_24h,16,scheduler,health_greedy,289.0,33.0,23,23
risk_horizon_24h,17,scheduler,health_greedy,341.0,10.0,26,26
risk_horizon_24h,18,scheduler,health_greedy,306.0,-32.0,19,19
risk_horizon_24h,19,scheduler,health_greedy,303.0,-6.0,20,20
risk_horizon_240h,0,scheduler,health_greedy,332.0,-29.0,21,21
risk_horizon_240h,1,scheduler,health_greedy,218.0,20.0,24,24
risk_horizon_240h,2,scheduler,health_greedy,322.0,-11.0,23,23
risk_horizon_240h,3,scheduler,health_greedy,407.0,-12.0,24,24
risk_horizon_240h,4,scheduler,health_greedy,263.0,40.0,23,23
risk_horizon_240h,5,scheduler,health_greedy,396.0,-8.0,23,23
risk_horizon_240h,6,scheduler,health_greedy,298.0,-4.0,24,24
risk_horizon_240h,7,scheduler,health_greedy,247.0,19.0,22,22
risk_horizon_240h,8,scheduler,health_greedy,265.0,-10.0,18,18
risk_horizon_240h,9,scheduler,health_greedy,316.0,0.0,26,26
risk_horizon_240h,10,scheduler,health_greedy,294.0,-11.0,21,21
risk_horizon_240h,11,scheduler,health_greedy,351.0,-10.0,23,23
risk_horizon_240h,12,scheduler,health_greedy,285.0,10.0,24,24
risk_horizon_240h,13,scheduler,health_greedy,333.0,0.0,26,26
risk_horizon_240h,14,scheduler,health_greedy,329.0,-3.0,27,27
risk_horizon_240h,15,scheduler,health_greedy,301.0,5.0,27,27
risk_horizon_240h,16,scheduler,health_greedy,289.0,33.0,23,23
risk_horizon_240h,17,scheduler,health_greedy,341.0,10.0,26,26
risk_horizon_240h,18,scheduler,health_greedy,306.0,-32.0,19,19
risk_horizon_240h,19,scheduler,health_greedy,303.0,-6.0,20,20
reschedule_12h,0,scheduler,health_greedy,357.0,-37.0,37,37
reschedule_12h,1,scheduler,health_greedy,315.0,10.0,48,48
reschedule_12h,2,scheduler,health_greedy,322.0,-16.0,41,41
reschedule_12h,3,scheduler,health_greedy,408.0,-22.0,47,47
reschedule_12h,4,scheduler,health_greedy,263.0,27.0,48,48
reschedule_12h,5,scheduler,health_greedy,387.0,-18.0,43,43
reschedule_12h,6,scheduler,health_greedy,294.0,-17.0,42,42
reschedule_12h,7,scheduler,health_greedy,247.0,-4.0,42,42
reschedule_12h,8,scheduler,health_greedy,229.0,-19.0,29,29
reschedule_12h,9,scheduler,health_greedy,316.0,0.0,47,47
reschedule_12h,10,scheduler,health_greedy,294.0,-10.0,37,37
reschedule_12h,11,scheduler,health_greedy,340.0,-24.0,47,47
reschedule_12h,12,scheduler,health_greedy,285.0,8.0,40,40
reschedule_12h,13,scheduler,health_greedy,333.0,-5.0,46,46
reschedule_12h,14,scheduler,health_greedy,336.0,-3.0,50,50
reschedule_12h,15,scheduler,health_greedy,307.0,1.0,47,47
reschedule_12h,16,scheduler,health_greedy,289.0,17.0,45,45
reschedule_12h,17,scheduler,health_greedy,334.0,4.0,47,47
reschedule_12h,18,scheduler,health_greedy,306.0,-43.0,38,38
reschedule_12h,19,scheduler,health_greedy,304.0,-21.0,40,40
reschedule_48h,0,scheduler,health_greedy,325.0,-23.0,9,9
reschedule_48h,1,scheduler,health_greedy,214.0,8.0,12,12
reschedule_48h,2,scheduler,health_greedy,300.0,-4.0,12,12
reschedule_48h,3,scheduler,health_greedy,421.0,-4.0,14,14
reschedule_48h,4,scheduler,health_greedy,263.0,40.0,12,12
reschedule_48h,5,scheduler,health_greedy,399.0,-6.0,13,13
reschedule_48h,6,scheduler,health_greedy,298.0,0.0,13,13
reschedule_48h,7,scheduler,health_greedy,247.0,36.0,12,12
reschedule_48h,8,scheduler,health_greedy,253.0,-7.0,10,10
reschedule_48h,9,scheduler,health_greedy,319.0,0.0,14,14
reschedule_48h,10,scheduler,health_greedy,294.0,-7.0,13,13
reschedule_48h,11,scheduler,health_greedy,361.0,-3.0,11,11
reschedule_48h,12,scheduler,health_greedy,285.0,11.0,12,12
reschedule_48h,13,scheduler,health_greedy,333.0,0.0,12,12
reschedule_48h,14,scheduler,health_greedy,342.0,3.0,15,15
reschedule_48h,15,scheduler,health_greedy,296.0,-15.0,14,14
reschedule_48h,16,scheduler,health_greedy,289.0,24.0,10,10
reschedule_48h,17,scheduler,health_greedy,326.0,9.0,12,12
reschedule_48h,18,scheduler,health_greedy,251.0,-26.0,8,8
reschedule_48h,19,scheduler,health_greedy,320.0,-4.0,10,10
reference,0,reference,order_blend_50,0.0,0.0,0,0
reference,1,reference,order_blend_50,326.0,24.0,4,4
reference,2,reference,order_blend_50,168.0,0.0,2,2
reference,3,reference,order_blend_50,0.0,0.0,0,0
reference,4,reference,order_blend_50,0.0,0.0,0,0
reference,5,reference,order_blend_50,0.0,0.0,0,0
reference,6,reference,order_blend_50,0.0,0.0,0,0
reference,7,reference,order_blend_50,0.0,0.0,0,0
reference,8,reference,order_blend_50,0.0,0.0,0,0
reference,9,reference,order_blend_50,0.0,0.0,0,0
reference,10,reference,order_blend_50,0.0,0.0,0,0
reference,11,reference,order_blend_50,0.0,0.0,0,0
reference,12,reference,order_blend_50,0.0,0.0,0,0
reference,13,reference,order_blend_50,333.0,0.0,8,8
reference,14,reference,order_blend_50,345.0,8.0,4,4
reference,15,reference,order_blend_50,321.0,5.0,1,1
reference,16,reference,order_blend_50,0.0,0.0,0,0
reference,17,reference,order_blend_50,340.0,12.0,3,3
reference,18,reference,order_blend_50,0.0,0.0,0,0
reference,19,reference,order_blend_50,0.0,0.0,0,0
initial_stagger_perm_1,0,initial_health,order_blend_50,0.0,0.0,0,0
initial_stagger_perm_1,1,initial_health,order_blend_50,0.0,0.0,0,0
initial_stagger_perm_1,2,initial_health,order_blend_50,0.0,0.0,0,0
initial_stagger_perm_1,3,initial_health,order_blend_50,0.0,0.0,0,0
initial_stagger_perm_1,4,initial_health,order_blend_50,0.0,0.0,0,0
initial_stagger_perm_1,5,initial_health,order_blend_50,0.0,0.0,0,0
initial_stagger_perm_1,6,initial_health,order_blend_50,0.0,0.0,0,0
initial_stagger_perm_1,7,initial_health,order_blend_50,0.0,0.0,0,0
initial_stagger_perm_1,8,initial_health,order_blend_50,0.0,0.0,0,0
initial_stagger_perm_1,9,initial_health,order_blend_50,0.0,0.0,0,0
initial_stagger_perm_1,10,initial_health,order_blend_50,0.0,0.0,0,0
initial_stagger_perm_1,11,initial_health,order_blend_50,0.0,0.0,0,0
initial_stagger_perm_1,12,initial_health,order_blend_50,0.0,0.0,0,0
initial_stagger_perm_1,13,initial_health,order_blend_50,985.0,-7.0,6,6
initial_stagger_perm_1,14,initial_health,order_blend_50,0.0,0.0,0,0
initial_stagger_perm_1,15,initial_health,order_blend_50,0.0,0.0,0,0
initial_stagger_perm_1,16,initial_health,order_blend_50,0.0,0.0,0,0
initial_stagger_perm_1,17,initial_health,order_blend_50,0.0,0.0,0,0
initial_stagger_perm_1,18,initial_health,order_blend_50,0.0,0.0,0,0
initial_stagger_perm_1,19,initial_health,order_blend_50,0.0,0.0,0,0
initial_stagger_perm_2,0,initial_health,order_blend_50,374.0,-5.0,8,8
initial_stagger_perm_2,1,initial_health,order_blend_50,210.0,51.0,13,13
initial_stagger_perm_2,2,initial_health,order_blend_50,239.0,21.0,6,6
initial_stagger_perm_2,3,initial_health,order_blend_50,0.0,0.0,0,0
initial_stagger_perm_2,4,initial_health,order_blend_50,221.0,45.0,4,4
initial_stagger_perm_2,5,initial_health,order_blend_50,47.0,-4.0,2,2
initial_stagger_perm_2,6,initial_health,order_blend_50,318.0,-1.0,6,6
initial_stagger_perm_2,7,initial_health,order_blend_50,239.0,0.0,2,2
initial_stagger_perm_2,8,initial_health,order_blend_50,0.0,0.0,0,0
initial_stagger_perm_2,9,initial_health,order_blend_50,0.0,0.0,0,0
initial_stagger_perm_2,10,initial_health,order_blend_50,100.0,-3.0,2,2
initial_stagger_perm_2,11,initial_health,order_blend_50,0.0,0.0,0,0
initial_stagger_perm_2,12,initial_health,order_blend_50,0.0,0.0,0,0
initial_stagger_perm_2,13,initial_health,order_blend_50,277.0,26.0,10,10
initial_stagger_perm_2,14,initial_health,order_blend_50,246.0,54.0,9,9
initial_stagger_perm_2,15,initial_health,order_blend_50,225.0,-3.0,4,4
initial_stagger_perm_2,16,initial_health,order_blend_50,0.0,0.0,0,0
initial_stagger_perm_2,17,initial_health,order_blend_50,278.0,0.0,4,4
initial_stagger_perm_2,18,initial_health,order_blend_50,0.0,0.0,0,0
initial_stagger_perm_2,19,initial_health,order_blend_50,317.0,24.0,8,8
initial_stagger_perm_3,0,initial_health,order_blend_50,1057.0,395.0,11,11
initial_stagger_perm_3,1,initial_health,order_blend_50,1080.0,227.0,14,14
initial_stagger_perm_3,2,initial_health,order_blend_50,1063.0,359.0,9,9
initial_stagger_perm_3,3,initial_health,order_blend_50,686.0,320.0,0,0
initial_stagger_perm_3,4,initial_health,order_blend_50,996.0,217.0,5,5
initial_stagger_perm_3,5,initial_health,order_blend_50,1095.0,450.0,4,4
initial_stagger_perm_3,6,initial_health,order_blend_50,1086.0,383.0,12,12
initial_stagger_perm_3,7,initial_health,order_blend_50,1019.0,288.0,1,1
initial_stagger_perm_3,8,initial_health,order_blend_50,770.0,335.0,0,0
initial_stagger_perm_3,9,initial_health,order_blend_50,843.0,281.0,2,2
initial_stagger_perm_3,10,initial_health,order_blend_50,1040.0,345.0,6,6
initial_stagger_perm_3,11,initial_health,order_blend_50,764.0,252.0,0,0
initial_stagger_perm_3,12,initial_health,order_blend_50,1041.0,225.0,4,4
initial_stagger_perm_3,13,initial_health,order_blend_50,986.0,413.0,15,15
initial_stagger_perm_3,14,initial_health,order_blend_50,1127.0,241.0,9,9
initial_stagger_perm_3,15,initial_health,order_blend_50,1052.0,189.0,7,7
initial_stagger_perm_3,16,initial_health,order_blend_50,725.0,124.0,0,0
initial_stagger_perm_3,17,initial_health,order_blend_50,1055.0,263.0,9,9
initial_stagger_perm_3,18,initial_health,order_blend_50,1047.0,361.0,2,2
initial_stagger_perm_3,19,initial_health,order_blend_50,1020.0,295.0,9,9
initial_stagger_perm_4,0,initial_health,order_blend_50,0.0,0.0,0,0
initial_stagger_perm_4,1,initial_health,order_blend_50,0.0,0.0,0,0
initial_stagger_perm_4,2,initial_health,order_blend_50,1027.0,3.0,2,2
initial_stagger_perm_4,3,initial_health,order_blend_50,0.0,0.0,0,0
initial_stagger_perm_4,4,initial_health,order_blend_50,0.0,0.0,0,0
initial_stagger_perm_4,5,initial_health,order_blend_50,254.0,-1.0,4,4
initial_stagger_perm_4,6,initial_health,order_blend_50,0.0,0.0,0,0
initial_stagger_perm_4,7,initial_health,order_blend_50,0.0,0.0,0,0
initial_stagger_perm_4,8,initial_health,order_blend_50,0.0,0.0,0,0
initial_stagger_perm_4,9,initial_health,order_blend_50,0.0,0.0,0,0
initial_stagger_perm_4,10,initial_health,order_blend_50,0.0,0.0,0,0
initial_stagger_perm_4,11,initial_health,order_blend_50,0.0,0.0,0,0
initial_stagger_perm_4,12,initial_health,order_blend_50,0.0,0.0,0,0
initial_stagger_perm_4,13,initial_health,order_blend_50,928.0,30.0,4,4
initial_stagger_perm_4,14,initial_health,order_blend_50,0.0,0.0,0,0
initial_stagger_perm_4,15,initial_health,order_blend_50,0.0,0.0,0,0
initial_stagger_perm_4,16,initial_health,order_blend_50,0.0,0.0,0,0
initial_stagger_perm_4,17,initial_health,order_blend_50,0.0,0.0,0,0
initial_stagger_perm_4,18,initial_health,order_blend_50,0.0,0.0,0,0
initial_stagger_perm_4,19,initial_health,order_blend_50,0.0,0.0,0,0
initial_stagger_perm_5,0,initial_health,order_blend_50,648.0,419.0,2,2
initial_stagger_perm_5,1,initial_health,order_blend_50,1094.0,294.0,1,1
initial_stagger_perm_5,2,initial_health,order_blend_50,909.0,409.0,2,2
initial_stagger_perm_5,3,initial_health,order_blend_50,0.0,378.0,0,0
initial_stagger_perm_5,4,initial_health,order_blend_50,0.0,208.0,0,0
initial_stagger_perm_5,5,initial_health,order_blend_50,1069.0,494.0,6,6
initial_stagger_perm_5,6,initial_health,order_blend_50,1030.0,433.0,1,1
initial_stagger_perm_5,7,initial_health,order_blend_50,1007.0,325.0,2,2
initial_stagger_perm_5,8,initial_health,order_blend_50,0.0,353.0,0,0
initial_stagger_perm_5,9,initial_health,order_blend_50,0.0,319.0,0,0
initial_stagger_perm_5,10,initial_health,order_blend_50,0.0,357.0,0,0
initial_stagger_perm_5,11,initial_health,order_blend_50,0.0,289.0,0,0
initial_stagger_perm_5,12,initial_health,order_blend_50,0.0,288.0,0,0
initial_stagger_perm_5,13,initial_health,order_blend_50,932.0,499.0,7,7
initial_stagger_perm_5,14,initial_health,order_blend_50,0.0,289.0,0,0
initial_stagger_perm_5,15,initial_health,order_blend_50,0.0,244.0,0,0
initial_stagger_perm_5,16,initial_health,order_blend_50,0.0,173.0,0,0
initial_stagger_perm_5,17,initial_health,order_blend_50,0.0,266.0,0,0
initial_stagger_perm_5,18,initial_health,order_blend_50,0.0,323.0,0,0
initial_stagger_perm_5,19,initial_health,order_blend_50,0.0,345.0,0,0
initial_zuo_one_aged_stack_0,0,initial_health,order_blend_50,885.0,824.0,90,90
initial_zuo_one_aged_stack_0,1,initial_health,order_blend_50,753.0,737.0,78,78
initial_zuo_one_aged_stack_0,2,initial_health,order_blend_50,675.0,627.0,70,70
initial_zuo_one_aged_stack_0,3,initial_health,order_blend_50,806.0,726.0,80,80
initial_zuo_one_aged_stack_0,4,initial_health,order_blend_50,911.0,789.0,70,70
initial_zuo_one_aged_stack_0,5,initial_health,order_blend_50,804.0,798.0,82,82
initial_zuo_one_aged_stack_0,6,initial_health,order_blend_50,800.0,799.0,75,75
initial_zuo_one_aged_stack_0,7,initial_health,order_blend_50,794.0,663.0,80,80
initial_zuo_one_aged_stack_0,8,initial_health,order_blend_50,777.0,653.0,72,72
initial_zuo_one_aged_stack_0,9,initial_health,order_blend_50,810.0,618.0,68,68
initial_zuo_one_aged_stack_0,10,initial_health,order_blend_50,947.0,890.0,79,79
initial_zuo_one_aged_stack_0,11,initial_health,order_blend_50,971.0,721.0,81,81
initial_zuo_one_aged_stack_0,12,initial_health,order_blend_50,882.0,650.0,81,81
initial_zuo_one_aged_stack_0,13,initial_health,order_blend_50,797.0,797.0,76,76
initial_zuo_one_aged_stack_0,14,initial_health,order_blend_50,813.0,815.0,89,89
initial_zuo_one_aged_stack_0,15,initial_health,order_blend_50,833.0,820.0,77,77
initial_zuo_one_aged_stack_0,16,initial_health,order_blend_50,868.0,635.0,68,68
initial_zuo_one_aged_stack_0,17,initial_health,order_blend_50,884.0,846.0,77,77
initial_zuo_one_aged_stack_0,18,initial_health,order_blend_50,866.0,830.0,75,75
initial_zuo_one_aged_stack_0,19,initial_health,order_blend_50,735.0,738.0,72,72
initial_zuo_one_aged_stack_1,0,initial_health,order_blend_50,955.0,745.0,90,90
initial_zuo_one_aged_stack_1,1,initial_health,order_blend_50,736.0,729.0,73,73
initial_zuo_one_aged_stack_1,2,initial_health,order_blend_50,676.0,631.0,64,64
initial_zuo_one_aged_stack_1,3,initial_health,order_blend_50,939.0,627.0,83,83
initial_zuo_one_aged_stack_1,4,initial_health,order_blend_50,916.0,791.0,77,77
initial_zuo_one_aged_stack_1,5,initial_health,order_blend_50,852.0,719.0,88,88
initial_zuo_one_aged_stack_1,6,initial_health,order_blend_50,874.0,755.0,75,75
initial_zuo_one_aged_stack_1,7,initial_health,order_blend_50,855.0,608.0,80,80
initial_zuo_one_aged_stack_1,8,initial_health,order_blend_50,903.0,557.0,75,75
initial_zuo_one_aged_stack_1,9,initial_health,order_blend_50,812.0,548.0,65,65
initial_zuo_one_aged_stack_1,10,initial_health,order_blend_50,1014.0,807.0,82,82
initial_zuo_one_aged_stack_1,11,initial_health,order_blend_50,999.0,660.0,76,76
initial_zuo_one_aged_stack_1,12,initial_health,order_blend_50,914.0,659.0,79,79
initial_zuo_one_aged_stack_1,13,initial_health,order_blend_50,806.0,788.0,79,79
initial_zuo_one_aged_stack_1,14,initial_health,order_blend_50,816.0,826.0,86,86
initial_zuo_one_aged_stack_1,15,initial_health,order_blend_50,835.0,832.0,75,75
initial_zuo_one_aged_stack_1,16,initial_health,order_blend_50,963.0,492.0,63,63
initial_zuo_one_aged_stack_1,17,initial_health,order_blend_50,892.0,846.0,80,80
initial_zuo_one_aged_stack_1,18,initial_health,order_blend_50,949.0,771.0,76,76
initial_zuo_one_aged_stack_1,19,initial_health,order_blend_50,781.0,736.0,75,75
initial_zuo_one_aged_stack_2,0,initial_health,order_blend_50,842.0,674.0,92,92
initial_zuo_one_aged_stack_2,1,initial_health,order_blend_50,692.0,708.0,78,78
initial_zuo_one_aged_stack_2,2,initial_health,order_blend_50,593.0,581.0,71,71
initial_zuo_one_aged_stack_2,3,initial_health,order_blend_50,780.0,611.0,76,76
initial_zuo_one_aged_stack_2,4,initial_health,order_blend_50,808.0,700.0,76,76
initial_zuo_one_aged_stack_2,5,initial_health,order_blend_50,692.0,698.0,84,84
initial_zuo_one_aged_stack_2,6,initial_health,order_blend_50,752.0,669.0,77,77
initial_zuo_one_aged_stack_2,7,initial_health,order_blend_50,787.0,603.0,79,79
initial_zuo_one_aged_stack_2,8,initial_health,order_blend_50,691.0,543.0,67,67
initial_zuo_one_aged_stack_2,9,initial_health,order_blend_50,764.0,503.0,64,64
initial_zuo_one_aged_stack_2,10,initial_health,order_blend_50,926.0,708.0,81,81
initial_zuo_one_aged_stack_2,11,initial_health,order_blend_50,863.0,636.0,78,78
initial_zuo_one_aged_stack_2,12,initial_health,order_blend_50,809.0,623.0,76,76
initial_zuo_one_aged_stack_2,13,initial_health,order_blend_50,747.0,643.0,75,75
initial_zuo_one_aged_stack_2,14,initial_health,order_blend_50,766.0,740.0,88,88
initial_zuo_one_aged_stack_2,15,initial_health,order_blend_50,725.0,728.0,78,78
initial_zuo_one_aged_stack_2,16,initial_health,order_blend_50,750.0,540.0,61,61
initial_zuo_one_aged_stack_2,17,initial_health,order_blend_50,779.0,771.0,77,77
initial_zuo_one_aged_stack_2,18,initial_health,order_blend_50,787.0,789.0,76,76
initial_zuo_one_aged_stack_2,19,initial_health,order_blend_50,709.0,608.0,73,73
initial_equal_fresh,0,initial_health,order_blend_50,954.0,787.0,102,102
initial_equal_fresh,1,initial_health,order_blend_50,735.0,772.0,91,91
initial_equal_fresh,2,initial_health,order_blend_50,704.0,684.0,78,78
initial_equal_fresh,3,initial_health,order_blend_50,861.0,692.0,85,85
initial_equal_fresh,4,initial_health,order_blend_50,904.0,795.0,86,86
initial_equal_fresh,5,initial_health,order_blend_50,765.0,763.0,89,89
initial_equal_fresh,6,initial_health,order_blend_50,781.0,704.0,82,82
initial_equal_fresh,7,initial_health,order_blend_50,885.0,688.0,84,84
initial_equal_fresh,8,initial_health,order_blend_50,799.0,632.0,79,79
initial_equal_fresh,9,initial_health,order_blend_50,848.0,587.0,70,70
initial_equal_fresh,10,initial_health,order_blend_50,1006.0,790.0,83,83
initial_equal_fresh,11,initial_health,order_blend_50,968.0,721.0,87,87
initial_equal_fresh,12,initial_health,order_blend_50,905.0,707.0,82,82
initial_equal_fresh,13,initial_health,order_blend_50,801.0,703.0,88,88
initial_equal_fresh,14,initial_health,order_blend_50,871.0,837.0,94,94
initial_equal_fresh,15,initial_health,order_blend_50,773.0,808.0,87,87
initial_equal_fresh,16,initial_health,order_blend_50,874.0,630.0,71,71
initial_equal_fresh,17,initial_health,order_blend_50,860.0,850.0,82,82
initial_equal_fresh,18,initial_health,order_blend_50,787.0,833.0,89,89
