scenario_id,local_seed,category,policy,first_boundary_gain_h,second_boundary_gain_h,start_count_delta,assignment_change_delta
heterogeneity_gp_re_low_perm_0,10,heterogeneity,health_greedy,303.0,-14.0,22,22
heterogeneity_gp_re_low_perm_0,11,heterogeneity,health_greedy,303.0,18.0,27,27
heterogeneity_gp_re_low_perm_0,12,heterogeneity,health_greedy,259.0,-10.0,22,22
heterogeneity_gp_re_low_perm_0,13,heterogeneity,health_greedy,322.0,-14.0,25,25
heterogeneity_gp_re_low_perm_0,14,heterogeneity,health_greedy,273.0,0.0,25,25
heterogeneity_gp_re_low_perm_0,15,heterogeneity,health_greedy,282.0,-10.0,30,30
heterogeneity_gp_re_low_perm_0,16,heterogeneity,health_greedy,249.0,0.0,21,21
heterogeneity_gp_re_low_perm_0,17,heterogeneity,health_greedy,364.0,4.0,24,24
heterogeneity_gp_re_low_perm_0,18,heterogeneity,health_greedy,322.0,-6.0,16,16
heterogeneity_gp_re_low_perm_0,19,heterogeneity,health_greedy,362.0,0.0,22,22
heterogeneity_gp_re_low_perm_1,0,heterogeneity,health_greedy,383.0,28.0,23,23
heterogeneity_gp_re_low_perm_1,1,heterogeneity,health_greedy,231.0,107.0,25,25
heterogeneity_gp_re_low_perm_1,2,heterogeneity,health_greedy,244.0,91.0,19,19
heterogeneity_gp_re_low_perm_1,3,heterogeneity,health_greedy,486.0,-16.0,27,27
heterogeneity_gp_re_low_perm_1,4,heterogeneity,health_greedy,221.0,57.0,22,22
heterogeneity_gp_re_low_perm_1,5,heterogeneity,health_greedy,394.0,-6.0,30,30
heterogeneity_gp_re_low_perm_1,6,heterogeneity,health_greedy,334.0,11.0,26,26
heterogeneity_gp_re_low_perm_1,7,heterogeneity,health_greedy,274.0,28.0,24,24
heterogeneity_gp_re_low_perm_1,8,heterogeneity,health_greedy,339.0,-10.0,21,21
heterogeneity_gp_re_low_perm_1,9,heterogeneity,health_greedy,323.0,3.0,26,26
heterogeneity_gp_re_low_perm_1,10,heterogeneity,health_greedy,369.0,57.0,23,23
heterogeneity_gp_re_low_perm_1,11,heterogeneity,health_greedy,372.0,17.0,26,26
heterogeneity_gp_re_low_perm_1,12,heterogeneity,health_greedy,378.0,-33.0,26,26
heterogeneity_gp_re_low_perm_1,13,heterogeneity,health_greedy,277.0,70.0,22,22
heterogeneity_gp_re_low_perm_1,14,heterogeneity,health_greedy,239.0,114.0,25,25
heterogeneity_gp_re_low_perm_1,15,heterogeneity,health_greedy,243.0,10.0,26,26
heterogeneity_gp_re_low_perm_1,16,heterogeneity,health_greedy,253.0,0.0,19,19
heterogeneity_gp_re_low_perm_1,17,heterogeneity,health_greedy,295.0,12.0,22,22
heterogeneity_gp_re_low_perm_1,18,heterogeneity,health_greedy,350.0,12.0,19,19
heterogeneity_gp_re_low_perm_1,19,heterogeneity,health_greedy,334.0,85.0,21,21
heterogeneity_gp_re_base_perm_0,0,heterogeneity,health_greedy,338.0,-5.0,23,23
heterogeneity_gp_re_base_perm_0,1,heterogeneity,health_greedy,295.0,-6.0,23,23
heterogeneity_gp_re_base_perm_0,2,heterogeneity,health_greedy,301.0,-3.0,21,21
heterogeneity_gp_re_base_perm_0,3,heterogeneity,health_greedy,380.0,2.0,22,22
heterogeneity_gp_re_base_perm_0,4,heterogeneity,health_greedy,220.0,-11.0,20,20
heterogeneity_gp_re_base_perm_0,5,heterogeneity,health_greedy,330.0,-15.0,28,28
heterogeneity_gp_re_base_perm_0,6,heterogeneity,health_greedy,271.0,-19.0,19,19
heterogeneity_gp_re_base_perm_0,7,heterogeneity,health_greedy,181.0,0.0,19,19
heterogeneity_gp_re_base_perm_0,8,heterogeneity,health_greedy,229.0,-9.0,17,17
heterogeneity_gp_re_base_perm_0,9,heterogeneity,health_greedy,243.0,-14.0,22,22
heterogeneity_gp_re_base_perm_0,10,heterogeneity,health_greedy,268.0,-2.0,18,18
heterogeneity_gp_re_base_perm_0,11,heterogeneity,health_greedy,297.0,13.0,24,24
heterogeneity_gp_re_base_perm_0,12,heterogeneity,health_greedy,256.0,-4.0,20,20
heterogeneity_gp_re_base_perm_0,13,heterogeneity,health_greedy,272.0,-4.0,20,20
heterogeneity_gp_re_base_perm_0,14,heterogeneity,health_greedy,266.0,-11.0,25,25
heterogeneity_gp_re_base_perm_0,15,heterogeneity,health_greedy,279.0,-16.0,24,24
heterogeneity_gp_re_base_perm_0,16,heterogeneity,health_greedy,249.0,19.0,21,21
heterogeneity_gp_re_base_perm_0,17,heterogeneity,health_greedy,349.0,0.0,21,21
heterogeneity_gp_re_base_perm_0,18,heterogeneity,health_greedy,304.0,-1.0,18,18
heterogeneity_gp_re_base_perm_0,19,heterogeneity,health_greedy,303.0,-7.0,19,19
heterogeneity_gp_re_base_perm_1,0,heterogeneity,health_greedy,327.0,159.0,24,24
heterogeneity_gp_re_base_perm_1,1,heterogeneity,health_greedy,121.0,162.0,21,21
heterogeneity_gp_re_base_perm_1,2,heterogeneity,health_greedy,207.0,190.0,21,21
heterogeneity_gp_re_base_perm_1,3,heterogeneity,health_greedy,497.0,20.0,26,26
heterogeneity_gp_re_base_perm_1,4,heterogeneity,health_greedy,220.0,120.0,20,20
heterogeneity_gp_re_base_perm_1,5,heterogeneity,health_greedy,321.0,76.0,24,24
heterogeneity_gp_re_base_perm_1,6,heterogeneity,health_greedy,267.0,86.0,20,20
heterogeneity_gp_re_base_perm_1,7,heterogeneity,health_greedy,181.0,71.0,24,24
heterogeneity_gp_re_base_perm_1,8,heterogeneity,health_greedy,330.0,100.0,18,18
heterogeneity_gp_re_base_perm_1,9,heterogeneity,health_greedy,373.0,117.0,27,27
heterogeneity_gp_re_base_perm_1,10,heterogeneity,health_greedy,314.0,177.0,22,22
heterogeneity_gp_re_base_perm_1,11,heterogeneity,health_greedy,366.0,91.0,27,27
heterogeneity_gp_re_base_perm_1,12,heterogeneity,health_greedy,372.0,117.0,20,20
heterogeneity_gp_re_base_perm_1,13,heterogeneity,health_greedy,228.0,188.0,21,21
heterogeneity_gp_re_base_perm_1,14,heterogeneity,health_greedy,172.0,197.0,20,20
heterogeneity_gp_re_base_perm_1,15,heterogeneity,health_greedy,175.0,117.0,25,25
heterogeneity_gp_re_base_perm_1,16,heterogeneity,health_greedy,313.0,50.0,22,22
heterogeneity_gp_re_base_perm_1,17,heterogeneity,health_greedy,227.0,109.0,18,18
heterogeneity_gp_re_base_perm_1,18,heterogeneity,health_greedy,253.0,55.0,18,18
heterogeneity_gp_re_base_perm_1,19,heterogeneity,health_greedy,258.0,192.0,16,16
heterogeneity_gp_re_high_perm_0,0,heterogeneity,health_greedy,287.0,12.0,20,20
heterogeneity_gp_re_high_perm_0,1,heterogeneity,health_greedy,234.0,6.0,18,18
heterogeneity_gp_re_high_perm_0,2,heterogeneity,health_greedy,215.0,-61.0,19,19
heterogeneity_gp_re_high_perm_0,3,heterogeneity,health_greedy,329.0,22.0,19,19
heterogeneity_gp_re_high_perm_0,4,heterogeneity,health_greedy,191.0,14.0,21,21
heterogeneity_gp_re_high_perm_0,5,heterogeneity,health_greedy,264.0,-11.0,21,21
heterogeneity_gp_re_high_perm_0,6,heterogeneity,health_greedy,236.0,-6.0,20,20
heterogeneity_gp_re_high_perm_0,7,heterogeneity,health_greedy,135.0,1.0,19,19
heterogeneity_gp_re_high_perm_0,8,heterogeneity,health_greedy,166.0,-41.0,15,15
heterogeneity_gp_re_high_perm_0,9,heterogeneity,health_greedy,195.0,-31.0,21,21
heterogeneity_gp_re_high_perm_0,10,heterogeneity,health_greedy,215.0,-70.0,15,15
heterogeneity_gp_re_high_perm_0,11,heterogeneity,health_greedy,247.0,0.0,25,25
heterogeneity_gp_re_high_perm_0,12,heterogeneity,health_greedy,217.0,-8.0,18,18
heterogeneity_gp_re_high_perm_0,13,heterogeneity,health_greedy,251.0,-11.0,18,18
heterogeneity_gp_re_high_perm_0,14,heterogeneity,health_greedy,261.0,4.0,22,22
heterogeneity_gp_re_high_perm_0,15,heterogeneity,health_greedy,194.0,4.0,23,23
heterogeneity_gp_re_high_perm_0,16,heterogeneity,health_greedy,203.0,24.0,17,17
heterogeneity_gp_re_high_perm_0,17,heterogeneity,health_greedy,268.0,-8.0,20,20
heterogeneity_gp_re_high_perm_0,18,heterogeneity,health_greedy,256.0,0.0,15,15
heterogeneity_gp_re_high_perm_0,19,heterogeneity,health_greedy,247.0,-22.0,15,15
heterogeneity_gp_re_high_perm_1,0,heterogeneity,health_greedy,314.0,-17.0,19,19
heterogeneity_gp_re_high_perm_1,1,heterogeneity,health_greedy,453.0,-11.0,24,24
heterogeneity_gp_re_high_perm_1,2,heterogeneity,health_greedy,394.0,-26.0,21,21
heterogeneity_gp_re_high_perm_1,3,heterogeneity,health_greedy,341.0,12.0,16,16
heterogeneity_gp_re_high_perm_1,4,heterogeneity,health_greedy,391.0,-4.0,19,19
heterogeneity_gp_re_high_perm_1,5,heterogeneity,health_greedy,410.0,11.0,18,18
heterogeneity_gp_re_high_perm_1,6,heterogeneity,health_greedy,351.0,-15.0,19,19
heterogeneity_gp_re_high_perm_1,7,heterogeneity,health_greedy,405.0,-14.0,19,19
heterogeneity_gp_re_high_perm_1,8,heterogeneity,health_greedy,370.0,27.0,20,20
heterogeneity_gp_re_high_perm_1,9,heterogeneity,health_greedy,428.0,0.0,21,21
heterogeneity_gp_re_high_perm_1,10,heterogeneity,health_greedy,383.0,25.0,11,11
heterogeneity_gp_re_high_perm_1,11,heterogeneity,health_greedy,485.0,-4.0,17,17
heterogeneity_gp_re_high_perm_1,12,heterogeneity,health_greedy,333.0,-14.0,20,20
heterogeneity_gp_re_high_perm_1,13,heterogeneity,health_greedy,357.0,-23.0,20,20
heterogeneity_gp_re_high_perm_1,14,heterogeneity,health_greedy,453.0,0.0,25,25
heterogeneity_gp_re_high_perm_1,15,heterogeneity,health_greedy,461.0,-2.0,20,20
heterogeneity_gp_re_high_perm_1,16,heterogeneity,health_greedy,352.0,0.0,18,18
heterogeneity_gp_re_high_perm_1,17,heterogeneity,health_greedy,316.0,-7.0,20,20
heterogeneity_gp_re_high_perm_1,18,heterogeneity,health_greedy,278.0,9.0,16,16
heterogeneity_gp_re_high_perm_1,19,heterogeneity,health_greedy,344.0,4.0,14,14
heterogeneity_gp_re_high_perm_2,0,heterogeneity,health_greedy,238.0,3.0,20,20
heterogeneity_gp_re_high_perm_2,1,heterogeneity,health_greedy,250.0,37.0,16,16
heterogeneity_gp_re_high_perm_2,2,heterogeneity,health_greedy,175.0,22.0,14,14
heterogeneity_gp_re_high_perm_2,3,heterogeneity,health_greedy,141.0,24.0,23,23
heterogeneity_gp_re_high_perm_2,4,heterogeneity,health_greedy,289.0,40.0,18,18
heterogeneity_gp_re_high_perm_2,5,heterogeneity,health_greedy,252.0,0.0,22,22
heterogeneity_gp_re_high_perm_2,6,heterogeneity,health_greedy,185.0,-14.0,19,19
heterogeneity_gp_re_high_perm_2,7,heterogeneity,health_greedy,188.0,42.0,11,11
heterogeneity_gp_re_high_perm_2,8,heterogeneity,health_greedy,125.0,122.0,20,20
heterogeneity_gp_re_high_perm_2,9,heterogeneity,health_greedy,130.0,42.0,13,13
heterogeneity_gp_re_high_perm_2,10,heterogeneity,health_greedy,138.0,-25.0,17,17
heterogeneity_gp_re_high_perm_2,11,heterogeneity,health_greedy,103.0,43.0,18,18
heterogeneity_gp_re_high_perm_2,12,heterogeneity,health_greedy,139.0,151.0,17,17
heterogeneity_gp_re_high_perm_2,13,heterogeneity,health_greedy,262.0,49.0,21,21
heterogeneity_gp_re_high_perm_2,14,heterogeneity,health_greedy,191.0,-5.0,20,20
heterogeneity_gp_re_high_perm_2,15,heterogeneity,health_greedy,203.0,66.0,18,18
heterogeneity_gp_re_high_perm_2,16,heterogeneity,health_greedy,220.0,25.0,18,18
heterogeneity_gp_re_high_perm_2,17,heterogeneity,health_greedy,157.0,127.0,22,22
heterogeneity_gp_re_high_perm_2,18,heterogeneity,health_greedy,124.0,-1.0,17,17
heterogeneity_gp_re_high_perm_2,19,heterogeneity,health_greedy,246.0,-12.0,24,24
heterogeneity_gp_re_high_perm_3,0,heterogeneity,health_greedy,572.0,-17.0,19,19
heterogeneity_gp_re_high_perm_3,1,heterogeneity,health_greedy,629.0,-14.0,21,21
heterogeneity_gp_re_high_perm_3,2,heterogeneity,health_greedy,578.0,-41.0,20,20
heterogeneity_gp_re_high_perm_3,3,heterogeneity,health_greedy,669.0,7.0,18,18
heterogeneity_gp_re_high_perm_3,4,heterogeneity,health_greedy,611.0,11.0,17,17
heterogeneity_gp_re_high_perm_3,5,heterogeneity,health_greedy,627.0,-65.0,22,22
heterogeneity_gp_re_high_perm_3,6,heterogeneity,health_greedy,604.0,-24.0,21,21
heterogeneity_gp_re_high_perm_3,7,heterogeneity,health_greedy,596.0,40.0,21,21
heterogeneity_gp_re_high_perm_3,8,heterogeneity,health_greedy,411.0,66.0,18,18
heterogeneity_gp_re_high_perm_3,9,heterogeneity,health_greedy,631.0,-12.0,21,21
heterogeneity_gp_re_high_perm_3,10,heterogeneity,health_greedy,621.0,50.0,14,14
heterogeneity_gp_re_high_perm_3,11,heterogeneity,health_greedy,722.0,10.0,17,17
heterogeneity_gp_re_high_perm_3,12,heterogeneity,health_greedy,588.0,3.0,17,17
heterogeneity_gp_re_high_perm_3,13,heterogeneity,health_greedy,640.0,43.0,14,14
heterogeneity_gp_re_high_perm_3,14,heterogeneity,health_greedy,695.0,0.0,24,24
heterogeneity_gp_re_high_perm_3,15,heterogeneity,health_greedy,687.0,-5.0,23,23
heterogeneity_gp_re_high_perm_3,16,heterogeneity,health_greedy,519.0,17.0,15,15
heterogeneity_gp_re_high_perm_3,17,heterogeneity,health_greedy,650.0,-1.0,22,22
heterogeneity_gp_re_high_perm_3,18,heterogeneity,health_greedy,529.0,-14.0,14,14
heterogeneity_gp_re_high_perm_3,19,heterogeneity,health_greedy,602.0,-15.0,17,17
heterogeneity_gp_re_high_perm_4,0,heterogeneity,health_greedy,407.0,-37.0,19,19
heterogeneity_gp_re_high_perm_4,1,heterogeneity,health_greedy,369.0,-27.0,21,21
heterogeneity_gp_re_high_perm_4,2,heterogeneity,health_greedy,367.0,-24.0,16,16
heterogeneity_gp_re_high_perm_4,3,heterogeneity,health_greedy,482.0,0.0,26,26
heterogeneity_gp_re_high_perm_4,4,heterogeneity,health_greedy,283.0,55.0,14,14
heterogeneity_gp_re_high_perm_4,5,heterogeneity,health_greedy,435.0,-24.0,20,20
heterogeneity_gp_re_high_perm_4,6,heterogeneity,health_greedy,369.0,2.0,20,20
heterogeneity_gp_re_high_perm_4,7,heterogeneity,health_greedy,251.0,-6.0,17,17
heterogeneity_gp_re_high_perm_4,8,heterogeneity,health_greedy,342.0,-16.0,14,14
heterogeneity_gp_re_high_perm_4,9,heterogeneity,health_greedy,285.0,28.0,16,16
heterogeneity_gp_re_high_perm_4,10,heterogeneity,health_greedy,374.0,26.0,17,17
heterogeneity_gp_re_high_perm_4,11,heterogeneity,health_greedy,332.0,-26.0,18,18
heterogeneity_gp_re_high_perm_4,12,heterogeneity,health_greedy,353.0,28.0,15,15
heterogeneity_gp_re_high_perm_4,13,heterogeneity,health_greedy,375.0,-5.0,20,20
heterogeneity_gp_re_high_perm_4,14,heterogeneity,health_greedy,345.0,2.0,20,20
heterogeneity_gp_re_high_perm_4,15,heterogeneity,health_greedy,375.0,14.0,22,22
heterogeneity_gp_re_high_perm_4,16,heterogeneity,health_greedy,238.0,71.0,14,14
heterogeneity_gp_re_high_perm_4,17,heterogeneity,health_greedy,389.0,-12.0,20,20
heterogeneity_gp_re_high_perm_4,18,heterogeneity,health_greedy,382.0,-7.0,16,16
heterogeneity_gp_re_high_perm_4,19,heterogeneity,health_greedy,389.0,14.0,16,16
heterogeneity_gp_re_high_perm_5,0,heterogeneity,health_greedy,374.0,194.0,18,18
heterogeneity_gp_re_high_perm_5,1,heterogeneity,health_greedy,282.0,214.0,23,23
heterogeneity_gp_re_high_perm_5,2,heterogeneity,health_greedy,363.0,180.0,18,18
heterogeneity_gp_re_high_perm_5,3,heterogeneity,health_greedy,406.0,214.0,24,24
heterogeneity_gp_re_high_perm_5,4,heterogeneity,health_greedy,213.0,212.0,15,15
heterogeneity_gp_re_high_perm_5,5,heterogeneity,health_greedy,338.0,262.0,23,23
heterogeneity_gp_re_high_perm_5,6,heterogeneity,health_greedy,337.0,204.0,16,16
heterogeneity_gp_re_high_perm_5,7,heterogeneity,health_greedy,243.0,245.0,22,22
heterogeneity_gp_re_high_perm_5,8,heterogeneity,health_greedy,278.0,254.0,16,16
heterogeneity_gp_re_high_perm_5,9,heterogeneity,health_greedy,207.0,250.0,21,21
heterogeneity_gp_re_high_perm_5,10,heterogeneity,health_greedy,309.0,248.0,15,15
heterogeneity_gp_re_high_perm_5,11,heterogeneity,health_greedy,248.0,281.0,25,25
heterogeneity_gp_re_high_perm_5,12,heterogeneity,health_greedy,261.0,205.0,18,18
heterogeneity_gp_re_high_perm_5,13,heterogeneity,health_greedy,426.0,227.0,20,20
heterogeneity_gp_re_high_perm_5,14,heterogeneity,health_greedy,308.0,125.0,20,20
heterogeneity_gp_re_high_perm_5,15,heterogeneity,health_greedy,267.0,196.0,19,19
heterogeneity_gp_re_high_perm_5,16,heterogeneity,health_greedy,267.0,153.0,19,19
heterogeneity_gp_re_high_perm_5,17,heterogeneity,health_greedy,358.0,233.0,17,17
heterogeneity_gp_re_high_perm_5,18,heterogeneity,health_greedy,327.0,181.0,18,18
heterogeneity_gp_re_high_perm_5,19,heterogeneity,health_greedy,301.0,225.0,16,16
heterogeneity_gp_re_increased_perm_0,0,heterogeneity,health_greedy,267.0,28.0,15,15
heterogeneity_gp_re_increased_perm_0,1,heterogeneity,health_greedy,199.0,-47.0,14,14
heterogeneity_gp_re_increased_perm_0,2,heterogeneity,health_greedy,237.0,-18.0,19,19
heterogeneity_gp_re_increased_perm_0,3,heterogeneity,health_greedy,304.0,37.0,19,19
heterogeneity_gp_re_increased_perm_0,4,heterogeneity,health_greedy,171.0,-17.0,17,17
heterogeneity_gp_re_increased_perm_0,5,heterogeneity,health_greedy,238.0,7.0,19,19
heterogeneity_gp_re_increased_perm_0,6,heterogeneity,health_greedy,227.0,0.0,17,17
heterogeneity_gp_re_increased_perm_0,7,heterogeneity,health_greedy,71.0,-10.0,16,16
heterogeneity_gp_re_increased_perm_0,8,heterogeneity,health_greedy,188.0,-36.0,13,13
heterogeneity_gp_re_increased_perm_0,9,heterogeneity,health_greedy,175.0,-15.0,17,17
heterogeneity_gp_re_increased_perm_0,10,heterogeneity,health_greedy,176.0,-41.0,17,17
heterogeneity_gp_re_increased_perm_0,11,heterogeneity,health_greedy,199.0,8.0,20,20
heterogeneity_gp_re_increased_perm_0,12,heterogeneity,health_greedy,155.0,4.0,15,15
heterogeneity_gp_re_increased_perm_0,13,heterogeneity,health_greedy,220.0,-1.0,17,17
heterogeneity_gp_re_increased_perm_0,14,heterogeneity,health_greedy,205.0,0.0,20,20
heterogeneity_gp_re_increased_perm_0,15,heterogeneity,health_greedy,124.0,-16.0,19,19
heterogeneity_gp_re_increased_perm_0,16,heterogeneity,health_greedy,156.0,-16.0,16,16
heterogeneity_gp_re_increased_perm_0,17,heterogeneity,health_greedy,220.0,1.0,17,17
heterogeneity_gp_re_increased_perm_0,18,heterogeneity,health_greedy,196.0,-6.0,14,14
heterogeneity_gp_re_increased_perm_0,19,heterogeneity,health_greedy,254.0,-4.0,15,15
heterogeneity_gp_re_increased_perm_1,0,heterogeneity,health_greedy,319.0,17.0,16,16
heterogeneity_gp_re_increased_perm_1,1,heterogeneity,health_greedy,479.0,-7.0,22,22
heterogeneity_gp_re_increased_perm_1,2,heterogeneity,health_greedy,429.0,-22.0,18,18
heterogeneity_gp_re_increased_perm_1,3,heterogeneity,health_greedy,349.0,-15.0,16,16
heterogeneity_gp_re_increased_perm_1,4,heterogeneity,health_greedy,461.0,-8.0,17,17
heterogeneity_gp_re_increased_perm_1,5,heterogeneity,health_greedy,355.0,-3.0,16,16
heterogeneity_gp_re_increased_perm_1,6,heterogeneity,health_greedy,444.0,-7.0,13,13
heterogeneity_gp_re_increased_perm_1,7,heterogeneity,health_greedy,388.0,-11.0,22,22
heterogeneity_gp_re_increased_perm_1,8,heterogeneity,health_greedy,389.0,8.0,18,18
heterogeneity_gp_re_increased_perm_1,9,heterogeneity,health_greedy,413.0,-42.0,17,17
heterogeneity_gp_re_increased_perm_1,10,heterogeneity,health_greedy,376.0,-67.0,15,15
heterogeneity_gp_re_increased_perm_1,11,heterogeneity,health_greedy,388.0,-89.0,16,16
heterogeneity_gp_re_increased_perm_1,12,heterogeneity,health_greedy,379.0,-18.0,18,18
heterogeneity_gp_re_increased_perm_1,13,heterogeneity,health_greedy,440.0,5.0,11,11
heterogeneity_gp_re_increased_perm_1,14,heterogeneity,health_greedy,466.0,-10.0,21,21
heterogeneity_gp_re_increased_perm_1,15,heterogeneity,health_greedy,461.0,-33.0,16,16
heterogeneity_gp_re_increased_perm_1,16,heterogeneity,health_greedy,366.0,-9.0,18,18
heterogeneity_gp_re_increased_perm_1,17,heterogeneity,health_greedy,428.0,1.0,17,17
heterogeneity_gp_re_increased_perm_1,18,heterogeneity,health_greedy,337.0,14.0,15,15
heterogeneity_gp_re_increased_perm_1,19,heterogeneity,health_greedy,257.0,1.0,14,14
heterogeneity_gp_re_increased_perm_2,0,heterogeneity,health_greedy,215.0,-2.0,19,19
heterogeneity_gp_re_increased_perm_2,1,heterogeneity,health_greedy,213.0,50.0,15,15
heterogeneity_gp_re_increased_perm_2,2,heterogeneity,health_greedy,162.0,-15.0,17,17
heterogeneity_gp_re_increased_perm_2,3,heterogeneity,health_greedy,147.0,-79.0,16,16
heterogeneity_gp_re_increased_perm_2,4,heterogeneity,health_greedy,267.0,42.0,13,13
heterogeneity_gp_re_increased_perm_2,5,heterogeneity,health_greedy,191.0,-6.0,21,21
heterogeneity_gp_re_increased_perm_2,6,heterogeneity,health_greedy,223.0,-16.0,19,19
heterogeneity_gp_re_increased_perm_2,7,heterogeneity,health_greedy,268.0,22.0,14,14
heterogeneity_gp_re_increased_perm_2,8,heterogeneity,health_greedy,119.0,-59.0,15,15
heterogeneity_gp_re_increased_perm_2,9,heterogeneity,health_greedy,106.0,8.0,7,7
heterogeneity_gp_re_increased_perm_2,10,heterogeneity,health_greedy,241.0,-10.0,18,18
heterogeneity_gp_re_increased_perm_2,11,heterogeneity,health_greedy,264.0,77.0,15,15
heterogeneity_gp_re_increased_perm_2,12,heterogeneity,health_greedy,253.0,8.0,17,17
heterogeneity_gp_re_increased_perm_2,13,heterogeneity,health_greedy,224.0,-11.0,23,23
heterogeneity_gp_re_increased_perm_2,14,heterogeneity,health_greedy,161.0,-18.0,17,17
heterogeneity_gp_re_increased_perm_2,15,heterogeneity,health_greedy,210.0,32.0,15,15
heterogeneity_gp_re_increased_perm_2,16,heterogeneity,health_greedy,162.0,28.0,19,19
heterogeneity_gp_re_increased_perm_2,17,heterogeneity,health_greedy,206.0,-50.0,20,20
heterogeneity_gp_re_increased_perm_2,18,heterogeneity,health_greedy,253.0,66.0,21,21
heterogeneity_gp_re_increased_perm_2,19,heterogeneity,health_greedy,224.0,8.0,19,19
heterogeneity_gp_re_increased_perm_3,0,heterogeneity,health_greedy,722.0,12.0,20,20
heterogeneity_gp_re_increased_perm_3,1,heterogeneity,health_greedy,691.0,76.0,18,18
heterogeneity_gp_re_increased_perm_3,2,heterogeneity,health_greedy,829.0,-36.0,17,17
heterogeneity_gp_re_increased_perm_3,3,heterogeneity,health_greedy,826.0,-16.0,22,22
heterogeneity_gp_re_increased_perm_3,4,heterogeneity,health_greedy,750.0,-18.0,18,18
heterogeneity_gp_re_increased_perm_3,5,heterogeneity,health_greedy,855.0,-52.0,20,20
heterogeneity_gp_re_increased_perm_3,6,heterogeneity,health_greedy,721.0,-52.0,14,14
heterogeneity_gp_re_increased_perm_3,7,heterogeneity,health_greedy,704.0,7.0,15,15
heterogeneity_gp_re_increased_perm_3,8,heterogeneity,health_greedy,629.0,-8.0,20,20
heterogeneity_gp_re_increased_perm_3,9,heterogeneity,health_greedy,802.0,-60.0,18,18
heterogeneity_gp_re_increased_perm_3,10,heterogeneity,health_greedy,612.0,-144.0,16,16
heterogeneity_gp_re_increased_perm_3,11,heterogeneity,health_greedy,815.0,-89.0,20,20
heterogeneity_gp_re_increased_perm_3,12,heterogeneity,health_greedy,770.0,-55.0,18,18
heterogeneity_gp_re_increased_perm_3,13,heterogeneity,health_greedy,792.0,-114.0,20,20
heterogeneity_gp_re_increased_perm_3,14,heterogeneity,health_greedy,908.0,0.0,23,23
heterogeneity_gp_re_increased_perm_3,15,heterogeneity,health_greedy,838.0,18.0,18,18
heterogeneity_gp_re_increased_perm_3,16,heterogeneity,health_greedy,660.0,0.0,12,12
heterogeneity_gp_re_increased_perm_3,17,heterogeneity,health_greedy,819.0,-31.0,22,22
heterogeneity_gp_re_increased_perm_3,18,heterogeneity,health_greedy,703.0,0.0,22,22
heterogeneity_gp_re_increased_perm_3,19,heterogeneity,health_greedy,774.0,-5.0,18,18
heterogeneity_gp_re_increased_perm_4,0,heterogeneity,health_greedy,371.0,-11.0,16,16
heterogeneity_gp_re_increased_perm_4,1,heterogeneity,health_greedy,307.0,-6.0,17,17
heterogeneity_gp_re_increased_perm_4,2,heterogeneity,health_greedy,411.0,-2.0,17,17
heterogeneity_gp_re_increased_perm_4,3,heterogeneity,health_greedy,469.0,-28.0,18,18
heterogeneity_gp_re_increased_perm_4,4,heterogeneity,health_greedy,329.0,16.0,17,17
heterogeneity_gp_re_increased_perm_4,5,heterogeneity,health_greedy,473.0,11.0,17,17
heterogeneity_gp_re_increased_perm_4,6,heterogeneity,health_greedy,393.0,-7.0,17,17
heterogeneity_gp_re_increased_perm_4,7,heterogeneity,health_greedy,368.0,26.0,17,17
heterogeneity_gp_re_increased_perm_4,8,heterogeneity,health_greedy,348.0,20.0,12,12
heterogeneity_gp_re_increased_perm_4,9,heterogeneity,health_greedy,394.0,9.0,18,18
heterogeneity_gp_re_increased_perm_4,10,heterogeneity,health_greedy,375.0,-7.0,15,15
heterogeneity_gp_re_increased_perm_4,11,heterogeneity,health_greedy,386.0,0.0,18,18
heterogeneity_gp_re_increased_perm_4,12,heterogeneity,health_greedy,336.0,-26.0,18,18
heterogeneity_gp_re_increased_perm_4,13,heterogeneity,health_greedy,430.0,-5.0,18,18
heterogeneity_gp_re_increased_perm_4,14,heterogeneity,health_greedy,420.0,-10.0,20,20
heterogeneity_gp_re_increased_perm_4,15,heterogeneity,health_greedy,454.0,9.0,21,21
heterogeneity_gp_re_increased_perm_4,16,heterogeneity,health_greedy,283.0,31.0,13,13
heterogeneity_gp_re_increased_perm_4,17,heterogeneity,health_greedy,444.0,-1.0,14,14
heterogeneity_gp_re_increased_perm_4,18,heterogeneity,health_greedy,313.0,-15.0,14,14
heterogeneity_gp_re_increased_perm_4,19,heterogeneity,health_greedy,410.0,-15.0,16,16
heterogeneity_gp_re_increased_perm_5,0,heterogeneity,health_greedy,418.0,137.0,15,15
heterogeneity_gp_re_increased_perm_5,1,heterogeneity,health_greedy,399.0,244.0,22,22
heterogeneity_gp_re_increased_perm_5,2,heterogeneity,health_greedy,410.0,137.0,18,18
heterogeneity_gp_re_increased_perm_5,3,heterogeneity,health_greedy,398.0,379.0,21,21
heterogeneity_gp_re_increased_perm_5,4,heterogeneity,health_greedy,192.0,243.0,12,12
heterogeneity_gp_re_increased_perm_5,5,heterogeneity,health_greedy,589.0,129.0,18,18
heterogeneity_gp_re_increased_perm_5,6,heterogeneity,health_greedy,431.0,193.0,16,16
