policy,first_boundary_crossed,second_boundary_crossed,time_to_first_boundary_h,time_to_second_boundary_h,post_first_n_plus_one_reserve_h,first_boundary_total_damage_pct,first_boundary_damage_range_pct,final_elapsed_h,final_total_damage_pct,final_damage_range_pct,start_count,assignment_change_count,crossing_order,stack_0_crossing_h,stack_1_crossing_h,stack_2_crossing_h,stack_0_final_damage_pct,stack_1_final_damage_pct,stack_2_final_damage_pct,month,local_seed,simulation_seed
expected_n_plus_one,True,True,248.0,1223.0,975.0,15.793233289641567,6.659444573933555,1223.0,27.816378681649233,0.248676132220913,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1223.0,248.0,9.107057093455536,9.353588362517247,9.355733225676449,2025-12,6,6006
fixed_pair,True,True,973.0,1345.0,372.0,23.56644435583324,2.792032739290785,1345.0,27.488395076634987,0.7473976825145172,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,973.0,1345.0,8.690629452825274,9.43802713533979,9.35973848846992,2025-12,7,6007
order_blend_50,True,True,973.0,1345.0,372.0,23.56644435583324,2.792032739290785,1345.0,27.488395076634987,0.7473976825145172,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,973.0,1345.0,8.690629452825274,9.43802713533979,9.35973848846992,2025-12,7,6007
expected_n_plus_one,True,True,358.0,1316.0,958.0,16.091975975927845,6.357857870261768,1316.0,27.20561909405707,0.8576684743799117,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1316.0,358.0,8.496819701346732,9.354488175726644,9.354311216983694,2025-12,7,6007
fixed_pair,True,True,1002.0,1303.0,301.0,23.311133266828445,2.8856791841376337,1303.0,26.633485683680266,1.489225949786717,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1002.0,1303.0,7.893532460316366,9.357194813260817,9.382758410103083,2025-12,8,6008
order_blend_50,True,True,1002.0,1303.0,301.0,23.311133266828445,2.8856791841376337,1303.0,26.633485683680266,1.489225949786717,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1002.0,1303.0,7.893532460316366,9.357194813260817,9.382758410103083,2025-12,8,6008
expected_n_plus_one,True,True,337.0,1308.0,971.0,16.03899788258763,6.576567614521416,1308.0,26.756520291714864,1.5215884091032947,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1308.0,337.0,7.915588633340118,9.403754615931334,9.437177042443412,2025-12,8,6008
fixed_pair,True,True,1133.0,1427.0,294.0,24.32414622729832,1.8796612440367824,1427.0,27.768065523031773,0.7082019377412454,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1133.0,1427.0,8.849585630922599,9.36069232344533,9.557787568663844,2025-12,9,6009
order_blend_50,True,True,1427.0,1474.0,47.0,27.753087408220928,0.6309513385694334,1474.0,28.321402814165218,0.3180889528725199,7,5,"(np.int64(1), np.int64(2), np.int64(0))",,1427.0,1474.0,9.308450929040461,9.626539881912981,9.386412003211777,2025-12,9,6009
expected_n_plus_one,True,True,371.0,1427.0,1056.0,16.412606630363094,6.041923471427581,1427.0,27.766073814426512,0.6261815490293703,3,1,"(np.int64(2), np.int64(0), np.int64(1))",1427.0,,371.0,9.517798009335829,8.891616460306459,9.356659344784227,2025-12,9,6009
fixed_pair,True,True,877.0,1272.0,395.0,21.928367319081204,4.265604916334675,1272.0,26.131259472356817,1.9407914747306299,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,877.0,1272.0,7.417346646070235,9.355774705485718,9.358138120800865,2025-12,10,6010
order_blend_50,True,True,877.0,1272.0,395.0,21.928367319081204,4.265604916334675,1272.0,26.131259472356817,1.9407914747306299,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,877.0,1272.0,7.417346646070235,9.355774705485718,9.358138120800865,2025-12,10,6010
expected_n_plus_one,True,True,258.0,1323.0,1065.0,15.514570682011968,7.542926253405453,1323.0,26.767830831165476,1.91004584182914,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1323.0,258.0,7.748096919768459,9.36159114979942,9.658142761597599,2025-12,10,6010
fixed_pair,True,True,1152.0,1474.0,322.0,24.517283000270186,1.875586293547844,1474.0,27.982073913227055,0.09025865038124259,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1152.0,1474.0,9.267750467611046,9.358009117992289,9.356314327623721,2025-12,11,6011
order_blend_50,True,True,1479.0,1484.0,5.0,28.03975453438796,0.031989903815548004,1484.0,28.065687638550926,0.01879649831554886,11,9,"(np.int64(1), np.int64(0), np.int64(2))",1484.0,1479.0,,9.354871213101685,9.364806461882395,9.346009963566846,2025-12,11,6011
expected_n_plus_one,True,True,358.0,1474.0,1116.0,16.439235517681908,6.016665601952138,1474.0,27.98477064336535,0.08556420632372408,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1474.0,358.0,9.271780647382188,9.355645142277252,9.357344853705913,2025-12,11,6011
fixed_pair,True,True,862.0,1274.0,412.0,22.088694759779678,4.106586406347263,1274.0,26.823654120519254,1.2424457536046987,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,862.0,1274.0,8.113983417236549,9.356429170841247,9.353241532441459,2025-12,12,6012
order_blend_50,True,True,862.0,1274.0,412.0,22.088694759779678,4.106586406347263,1274.0,26.823654120519254,1.2424457536046987,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,862.0,1274.0,8.113983417236549,9.356429170841247,9.353241532441459,2025-12,12,6012
expected_n_plus_one,True,True,286.0,1283.0,997.0,15.267157287790406,7.265638704353343,1283.0,26.9172264168078,1.2305944786031748,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1283.0,286.0,8.165197811357588,9.35623631548945,9.395792289960763,2025-12,12,6012
fixed_pair,True,True,915.0,1337.0,422.0,23.094598276476177,3.0947275429591743,1337.0,26.961317973429306,1.0986635360856507,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,915.0,1337.0,8.254787961409802,9.353451497495453,9.353078514524052,2025-12,13,6013
order_blend_50,True,True,915.0,1337.0,422.0,23.094598276476177,3.0947275429591743,1337.0,26.961317973429306,1.0986635360856507,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,915.0,1337.0,8.254787961409802,9.353451497495453,9.353078514524052,2025-12,13,6013
expected_n_plus_one,True,True,331.0,1387.0,1056.0,16.136990891714966,7.279844809295656,1387.0,27.794616608570408,1.279372461651322,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1387.0,331.0,8.558439682742877,9.398364781433333,9.8378121443942,2025-12,13,6013
fixed_pair,True,True,905.0,1323.0,418.0,23.031189215128634,3.164904803576432,1323.0,27.65541109871652,0.4139247899824703,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,905.0,1323.0,8.94291080714784,9.35683559713031,9.355664694438369,2025-12,14,6014
order_blend_50,True,True,905.0,1323.0,418.0,23.031189215128634,3.164904803576432,1323.0,27.65541109871652,0.4139247899824703,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,905.0,1323.0,8.94291080714784,9.35683559713031,9.355664694438369,2025-12,14,6014
expected_n_plus_one,True,True,303.0,1389.0,1086.0,16.037106788577045,6.991801186470022,1389.0,28.30992755800625,0.3350821431191999,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1389.0,303.0,9.308766138293223,9.357313138300606,9.643848281412422,2025-12,14,6014
fixed_pair,True,True,1003.0,1248.0,245.0,23.745390765203496,2.447198205247301,1248.0,27.091199481753094,0.9773681403221044,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1003.0,1248.0,8.379374134213906,9.355083073003176,9.35674227453601,2025-12,15,6015
order_blend_50,True,True,1003.0,1248.0,245.0,23.745390765203496,2.447198205247301,1248.0,27.091199481753094,0.9773681403221044,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1003.0,1248.0,8.379374134213906,9.355083073003176,9.35674227453601,2025-12,15,6015
expected_n_plus_one,True,True,374.0,1296.0,922.0,16.869306848507495,6.037551803201301,1296.0,27.651820928565655,0.8673254660597625,3,1,"(np.int64(2), np.int64(0), np.int64(1))",1296.0,,374.0,9.353499155138845,8.715498153683525,9.582823619743287,2025-12,15,6015
fixed_pair,True,True,1002.0,1299.0,297.0,23.55240275557902,2.639703402949161,1299.0,26.970838363159853,1.1483262760867294,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1002.0,1299.0,8.233835210015627,9.35484166704187,9.382161486102357,2025-12,16,6016
order_blend_50,True,True,1002.0,1299.0,297.0,23.55240275557902,2.639703402949161,1299.0,26.970838363159853,1.1483262760867294,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1002.0,1299.0,8.233835210015627,9.35484166704187,9.382161486102357,2025-12,16,6016
expected_n_plus_one,True,True,340.0,1297.0,957.0,15.368956330877332,7.086238327871266,1297.0,26.916606703561122,1.1504143208231472,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1297.0,340.0,8.20657730244004,9.353037777857892,9.356991623263188,2025-12,16,6016
fixed_pair,True,True,896.0,1245.0,349.0,22.242120054772478,4.217394771724424,1245.0,25.70974053204744,2.6240787600098887,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,896.0,1245.0,6.864467241016339,9.488546001026227,9.356727290004873,2025-12,17,6017
order_blend_50,True,True,896.0,1245.0,349.0,22.242120054772478,4.217394771724424,1245.0,25.70974053204744,2.6240787600098887,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,896.0,1245.0,6.864467241016339,9.488546001026227,9.356727290004873,2025-12,17,6017
expected_n_plus_one,True,True,292.0,1220.0,928.0,15.317120744675154,7.224750560705007,1220.0,25.5262366361068,2.631521911753829,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1220.0,292.0,6.76880803482514,9.357098654702689,9.40032994657897,2025-12,17,6017
fixed_pair,True,True,1021.0,1119.0,98.0,25.703256600481343,1.8805326806092566,1119.0,26.645388234313074,1.435877552934957,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1119.0,1021.0,,9.355354777140628,9.362955505053701,7.927077952118744,2025-12,18,6018
order_blend_50,True,True,1232.0,1233.0,1.0,28.014026926528686,0.025990539696753245,1233.0,28.155188797829005,0.14317222402478968,23,21,"(np.int64(2), np.int64(1), np.int64(0))",,1233.0,1232.0,9.328945159702487,9.472117383727277,9.35412625439924,2025-12,18,6018
expected_n_plus_one,True,True,369.0,1188.0,819.0,16.681355510146055,5.7666595885729794,1188.0,27.412545116333874,0.6545796247506601,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1188.0,369.0,8.702281824167404,9.356861448918064,9.353401843248406,2025-12,18,6018
fixed_pair,True,True,893.0,1200.0,307.0,22.734391768536543,3.5871991751803245,1200.0,26.072390771397632,2.125867049770135,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,893.0,1200.0,7.293717009866076,9.419584059636211,9.359089701895346,2025-12,19,6019
order_blend_50,True,True,893.0,1200.0,307.0,22.734391768536543,3.5871991751803245,1200.0,26.072390771397632,2.125867049770135,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,893.0,1200.0,7.293717009866076,9.419584059636211,9.359089701895346,2025-12,19,6019
expected_n_plus_one,True,True,259.0,1189.0,930.0,15.402007453361886,7.064760936338962,1189.0,25.96305985425326,2.119884988963527,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1189.0,259.0,7.242893499775786,9.357387865738163,9.362778488739313,2025-12,19,6019
fixed_pair,True,True,1208.0,1420.0,212.0,23.533520144427037,2.7165366697317417,1420.0,27.25380740305053,0.904897395342326,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1208.0,1420.0,8.482546506425518,9.383816994857167,9.387443901767844,2026-01,0,7000
order_blend_50,True,True,1208.0,1420.0,212.0,23.533520144427037,2.7165366697317417,1420.0,27.25380740305053,0.904897395342326,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1208.0,1420.0,8.482546506425518,9.383816994857167,9.387443901767844,2026-01,0,7000
expected_n_plus_one,True,True,306.0,1411.0,1105.0,15.55405773562449,6.8961404277671665,1411.0,26.91990594493808,1.1510322466959142,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1411.0,306.0,8.207190161328723,9.358222408024638,9.354493375584717,2026-01,0,7000
fixed_pair,True,True,1272.0,1648.0,376.0,23.427082875474067,2.764891016485083,1648.0,27.18591256239663,0.878407028136424,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1272.0,1648.0,8.476368505620929,9.354775533757353,9.354768523018349,2026-01,1,7001
order_blend_50,True,True,1272.0,1648.0,376.0,23.427082875474067,2.764891016485083,1648.0,27.18591256239663,0.878407028136424,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1272.0,1648.0,8.476368505620929,9.354775533757353,9.354768523018349,2026-01,1,7001
expected_n_plus_one,True,True,338.0,1648.0,1310.0,15.521915256305892,6.938123152006585,1648.0,27.190334181810123,0.8830449924241979,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1648.0,338.0,8.476368505620929,9.354552178144068,9.359413498045127,2026-01,1,7001
fixed_pair,True,True,1131.0,1475.0,344.0,23.278578581428228,2.918823630637111,1475.0,27.080132795123795,1.201748231472676,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1131.0,1475.0,8.260447434920335,9.357489693810447,9.462195666393011,2026-01,2,7002
order_blend_50,True,True,1131.0,1475.0,344.0,23.278578581428228,2.918823630637111,1475.0,27.080132795123795,1.201748231472676,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1131.0,1475.0,8.260447434920335,9.357489693810447,9.462195666393011,2026-01,2,7002
expected_n_plus_one,True,True,374.0,1538.0,1164.0,16.20965526233227,6.85093089616029,1538.0,27.575819753607703,1.100721284793572,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1538.0,374.0,8.558966088341597,9.35716629213094,9.659687373135169,2026-01,2,7002
fixed_pair,True,True,1239.0,1566.0,327.0,24.48225078468444,1.8804035404879667,1566.0,27.757215965875822,0.3287154677825175,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1239.0,1566.0,9.034110897149894,9.362826364932411,9.360278703793517,2026-01,3,7003
order_blend_50,True,True,1609.0,1614.0,5.0,28.018773021438,0.031187250813639267,1614.0,28.06330817448592,0.010411444159123207,13,11,"(np.int64(0), np.int64(2), np.int64(1))",1609.0,,1614.0,9.35973810782064,9.349326663661516,9.354243403003762,2026-01,3,7003
expected_n_plus_one,True,True,293.0,1596.0,1303.0,15.367203500530314,7.183981300516415,1596.0,27.930357712627714,0.2330892350227458,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1596.0,293.0,9.171897459389507,9.353473558825954,9.404986694412253,2026-01,3,7003
fixed_pair,True,True,1073.0,1323.0,250.0,24.274712055959274,1.914458902957933,1323.0,27.28981909679748,0.9992601922656039,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1073.0,1323.0,8.468592418647747,9.35337406723638,9.46785261091335,2026-01,4,7004
order_blend_50,True,True,1180.0,1323.0,143.0,25.746707906254198,1.5265142838176615,1323.0,27.297342123860346,1.0063073985692537,7,5,"(np.int64(1), np.int64(2), np.int64(0))",,1180.0,1323.0,8.468592418647747,9.353849887995601,9.474899817217,2026-01,4,7004
expected_n_plus_one,True,True,318.0,1321.0,1003.0,15.523842955388567,6.924985413126998,1321.0,27.14040429227584,0.9326680159392513,3,1,"(np.int64(2), np.int64(0), np.int64(1))",1321.0,,318.0,9.359631915034209,8.426963899094957,9.353808478146671,2026-01,4,7004
fixed_pair,True,True,1059.0,1455.0,396.0,22.95790632080579,3.304865623102234,1455.0,27.03585596069355,1.243524327584101,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1059.0,1455.0,8.20107853668883,9.39017455973179,9.44460286427293,2026-01,5,7005
order_blend_50,True,True,1059.0,1455.0,396.0,22.95790632080579,3.304865623102234,1455.0,27.03585596069355,1.243524327584101,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1059.0,1455.0,8.20107853668883,9.39017455973179,9.44460286427293,2026-01,5,7005
expected_n_plus_one,True,True,352.0,1455.0,1103.0,15.607670073459628,6.9830964314007815,1455.0,27.025656831092228,1.2236990096302645,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1455.0,352.0,8.20107853668883,9.399800748084303,9.424777546319094,2026-01,5,7005
fixed_pair,True,True,1137.0,1408.0,271.0,23.48904144109522,2.707018979749763,1408.0,27.135560271517875,1.076952750596126,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1137.0,1408.0,8.35089436136074,9.356818798200269,9.427847111956867,2026-01,6,7006
order_blend_50,True,True,1137.0,1408.0,271.0,23.48904144109522,2.707018979749763,1408.0,27.135560271517875,1.076952750596126,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1137.0,1408.0,8.35089436136074,9.356818798200269,9.427847111956867,2026-01,6,7006
expected_n_plus_one,True,True,296.0,1408.0,1112.0,15.331531909210188,7.194674197161558,1408.0,27.14738276436428,1.0530966945680387,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1408.0,296.0,8.35089436136074,9.40399105592878,9.392497347074762,2026-01,6,7006
fixed_pair,True,True,1044.0,1304.0,260.0,23.479925862185986,2.9209200278831613,1304.0,26.39597047411228,1.9385745619158365,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1044.0,1304.0,7.520636970896516,9.459211532812352,9.416121970403411,2026-01,7,7007
order_blend_50,True,True,1044.0,1304.0,260.0,23.479925862185986,2.9209200278831613,1304.0,26.39597047411228,1.9385745619158365,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1044.0,1304.0,7.520636970896516,9.459211532812352,9.416121970403411,2026-01,7,7007
expected_n_plus_one,True,True,411.0,1304.0,893.0,16.734180652715324,5.7172269113240155,1304.0,26.381791142051767,1.8129665398475998,3,1,"(np.int64(2), np.int64(0), np.int64(1))",1304.0,,411.0,9.419829802995405,7.6068632631478055,9.355098075908558,2026-01,7,7007
fixed_pair,True,True,1206.0,1560.0,354.0,23.924288789356133,2.2654274063813356,1560.0,27.846396491436177,0.40624140094407046,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1560.0,1206.0,,9.449495603366868,9.353646685646511,9.043254202422798,2026-01,8,7008
order_blend_50,True,True,1560.0,1588.0,28.0,27.8722801212577,0.3970357049069193,1588.0,28.16285249646777,0.23215245766486348,4,2,"(np.int64(2), np.int64(1), np.int64(0))",,1588.0,1560.0,9.272333519247248,9.38603300030841,9.504485976912111,2026-01,8,7008
expected_n_plus_one,True,True,384.0,1560.0,1176.0,16.205955709917546,6.38375930129007,1560.0,27.860275969097778,0.4632101671286559,3,1,"(np.int64(2), np.int64(0), np.int64(1))",1560.0,,384.0,9.449617168366867,8.986407001238211,9.424251799492698,2026-01,8,7008
fixed_pair,True,True,954.0,1254.0,300.0,23.249551914004535,2.94143824405574,1254.0,26.52954324250255,1.5368778427823608,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,954.0,1254.0,7.819190866456139,9.354283666807914,9.3560687092385,2026-01,9,7009
order_blend_50,True,True,954.0,1254.0,300.0,23.249551914004535,2.94143824405574,1254.0,26.52954324250255,1.5368778427823608,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,954.0,1254.0,7.819190866456139,9.354283666807914,9.3560687092385,2026-01,9,7009
expected_n_plus_one,True,True,276.0,1264.0,988.0,16.1938897469198,6.340746964691219,1264.0,26.60427925720939,1.5426714789510392,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1264.0,276.0,7.8540411707433595,9.353525436771633,9.396712649694399,2026-01,9,7009
fixed_pair,True,True,1100.0,1453.0,353.0,22.928606750266226,3.261281088981688,1453.0,26.655832343909314,1.4068780519275839,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1100.0,1453.0,7.947610892289998,9.353732507401734,9.354488944217582,2026-01,10,7010
order_blend_50,True,True,1100.0,1453.0,353.0,22.928606750266226,3.261281088981688,1453.0,26.655832343909314,1.4068780519275839,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1100.0,1453.0,7.947610892289998,9.353732507401734,9.354488944217582,2026-01,10,7010
expected_n_plus_one,True,True,292.0,1483.0,1191.0,15.372029577826698,7.28594715724178,1483.0,26.90868901477559,1.3672177389652944,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1483.0,292.0,8.091164922457834,9.35914143089463,9.458382661423128,2026-01,10,7010
fixed_pair,True,True,1188.0,1646.0,458.0,24.286166873637832,2.1422055654023504,1646.0,28.12196325235294,0.19052545273537547,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1646.0,1188.0,,9.366539090492578,9.472974807297868,9.282449354562493,2026-01,11,7011
order_blend_50,True,True,1584.0,1587.0,3.0,27.614479202726294,0.4440368278169995,1587.0,27.635678950069824,0.4337003681517011,12,10,"(np.int64(2), np.int64(1), np.int64(0))",,1587.0,1584.0,8.92430428000864,9.353370021900844,9.35800464816034,2026-01,11,7011
expected_n_plus_one,True,True,346.0,1570.0,1224.0,16.167638695591936,6.291529994024197,1570.0,27.452442493967112,0.6185685083193082,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1570.0,346.0,8.740410130377647,9.353053724892511,9.358978638696955,2026-01,11,7011
fixed_pair,True,True,1281.0,1557.0,276.0,24.60184166174469,1.871331622649807,1557.0,27.818057820583817,0.7445617045972366,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1281.0,1557.0,8.859870834446165,9.353754447094252,9.604432539043401,2026-01,12,7012
order_blend_50,True,True,1557.0,1572.0,15.0,27.804954781007872,0.2883141608494615,1572.0,28.035591971210472,0.18495305476370838,11,9,"(np.int64(0), np.int64(2), np.int64(1))",1557.0,,1572.0,9.421088766808507,9.236135712044799,9.378367492357164,2026-01,12,7012
expected_n_plus_one,True,True,382.0,1557.0,1175.0,15.57235913530101,6.876261394416533,1557.0,27.81218433029082,0.6427133944370862,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1557.0,382.0,8.907883188553036,9.550596582990122,9.35370455874766,2026-01,12,7012
fixed_pair,True,True,1207.0,1543.0,336.0,24.885081873723653,1.92653861285768,1543.0,28.074976974891065,0.273157484360679,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1543.0,1207.0,,9.469586510974809,9.408961437302125,9.19642902661413,2026-01,13,7013
order_blend_50,True,True,1541.0,1543.0,2.0,27.94175621471892,0.10470802490839581,1543.0,28.138229973455537,0.24140066375725233,14,12,"(np.int64(0), np.int64(1), np.int64(2))",1541.0,1543.0,,9.355916157712663,9.511857239750064,9.270456575992812,2026-01,13,7013
expected_n_plus_one,True,True,368.0,1541.0,1173.0,16.144459261902213,6.306601155748943,1541.0,27.899060012125183,0.16394887905991062,3,1,"(np.int64(2), np.int64(0), np.int64(1))",1541.0,,368.0,9.353159885756156,9.190975623654557,9.354924502714468,2026-01,13,7013
fixed_pair,True,True,1066.0,1420.0,354.0,24.07802140411414,2.1249374030585626,1420.0,28.021746117727243,0.16063483599546302,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1420.0,1066.0,,9.411056481179289,9.360267991364129,9.250421645183826,2026-01,14,7014
order_blend_50,True,True,1420.0,1426.0,6.0,28.02422296849778,0.16919937166088772,1426.0,28.11744276648208,0.1419160626017888,7,5,"(np.int64(0), np.int64(1), np.int64(2))",1420.0,1426.0,,9.453092079512565,9.353174670058738,9.311176016910776,2026-01,14,7014
expected_n_plus_one,True,True,282.0,1420.0,1138.0,15.881888287009415,6.567783902045303,1420.0,28.022998733018017,0.2321448486873976,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1420.0,282.0,9.218311747957186,9.450456596644583,9.354230388416248,2026-01,14,7014
fixed_pair,True,True,1190.0,1467.0,277.0,24.468812277944348,1.8753174349017385,1467.0,27.950992571395116,0.118950551717381,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1467.0,1190.0,,9.35446260442013,9.357740259346183,9.238789707628802,2026-01,15,7015
order_blend_50,True,True,1467.0,1477.0,10.0,27.963100102980576,0.12059331808380414,1477.0,28.07432281872924,0.06392400112791741,5,3,"(np.int64(1), np.int64(2), np.int64(0))",,1467.0,1477.0,9.327050785100369,9.390974786228286,9.356297247400585,2026-01,15,7015
expected_n_plus_one,True,True,403.0,1467.0,1064.0,15.645262072238017,6.806503063463172,1467.0,27.975759585827923,0.16280482044339095,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1467.0,403.0,9.228838951822524,9.391643772265915,9.355276861739483,2026-01,15,7015
fixed_pair,True,True,1280.0,1437.0,157.0,25.065906007668247,1.8741708167591824,1437.0,27.099138368591866,0.9680884743427036,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1437.0,1280.0,,9.354039560527317,9.356593641203627,8.388505166860924,2026-01,16,7016
order_blend_50,True,True,1477.0,1510.0,33.0,27.898128788509894,0.28176311038028246,1510.0,28.13184549132657,0.16242003002285976,9,7,"(np.int64(2), np.int64(0), np.int64(1))",1510.0,,1477.0,9.357034421060549,9.30619552012158,9.46861555014444,2026-01,16,7016
expected_n_plus_one,True,True,346.0,1495.0,1149.0,16.58035436724191,5.877506909879834,1495.0,28.02749365937455,0.0447310179605207,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1495.0,346.0,9.313593914489239,9.35557481243555,9.35832493244976,2026-01,16,7016
fixed_pair,True,True,925.0,1289.0,364.0,22.535254843853377,3.65509799393217,1289.0,26.284746893207547,1.7773862987266869,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,925.0,1289.0,7.576697793905155,9.35396500667055,9.354084092631842,2026-01,17,7017
order_blend_50,True,True,925.0,1289.0,364.0,22.535254843853377,3.65509799393217,1289.0,26.284746893207547,1.7773862987266869,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,925.0,1289.0,7.576697793905155,9.35396500667055,9.354084092631842,2026-01,17,7017
expected_n_plus_one,True,True,322.0,1300.0,978.0,16.238498485117084,6.586681203432858,1300.0,26.5980871033022,1.8569843682969402,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1300.0,322.0,7.68499976986692,9.37110319527142,9.54198413816386,2026-01,17,7017
fixed_pair,True,True,1026.0,1373.0,347.0,24.238710075964946,1.9522313507656888,1373.0,27.836598600124844,0.22522748743116416,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1373.0,1026.0,,9.35330748526982,9.354259301143095,9.129031813711931,2026-01,18,7018
order_blend_50,True,True,1400.0,1401.0,1.0,28.03019507753637,0.03016730541503243,1401.0,28.04519739682235,0.030966629109077104,13,11,"(np.int64(0), np.int64(1), np.int64(2))",1400.0,1401.0,,9.354009191323794,9.361077417303816,9.33011078819474,2026-01,18,7018
expected_n_plus_one,True,True,311.0,1425.0,1114.0,16.67452494823386,5.943527457510836,1425.0,28.232498601691375,0.09292787995889817,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1425.0,311.0,9.35057511248562,9.443502992444518,9.438420496761236,2026-01,18,7018
fixed_pair,True,True,1105.0,1448.0,343.0,23.32849906559638,2.861777634285165,1448.0,27.400469667746542,0.7433338842704913,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1105.0,1448.0,8.65160442287875,9.35392693771855,9.394938307149241,2026-01,19,7019
order_blend_50,True,True,1105.0,1448.0,343.0,23.32849906559638,2.861777634285165,1448.0,27.400469667746542,0.7433338842704913,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1105.0,1448.0,8.65160442287875,9.35392693771855,9.394938307149241,2026-01,19,7019
expected_n_plus_one,True,True,436.0,1447.0,1011.0,16.02703440086097,6.422847864607363,1447.0,27.35672461368666,0.7118954213061048,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1447.0,436.0,8.64524688287875,9.357142304184855,9.354335426623056,2026-01,19,7019
fixed_pair,True,True,808.0,1079.0,271.0,23.248579554814906,2.944502487300997,1079.0,27.547180444808884,0.5190311605527516,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,808.0,1079.0,8.836409837710201,9.35532960883573,9.355440998262953,2026-02,0,8000
