policy,first_boundary_crossed,second_boundary_crossed,time_to_first_boundary_h,time_to_second_boundary_h,post_first_n_plus_one_reserve_h,first_boundary_total_damage_pct,first_boundary_damage_range_pct,final_elapsed_h,final_total_damage_pct,final_damage_range_pct,start_count,assignment_change_count,crossing_order,stack_0_crossing_h,stack_1_crossing_h,stack_2_crossing_h,stack_0_final_damage_pct,stack_1_final_damage_pct,stack_2_final_damage_pct,month,local_seed,simulation_seed
expected_n_plus_one,True,True,245.0,883.0,638.0,16.12213081054536,6.331789643286301,883.0,26.363389323702496,1.7081397162459924,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,883.0,245.0,7.649447543325892,9.357587259571885,9.35635452080472,2025-09,0,3000
fixed_pair,True,True,723.0,955.0,232.0,23.577710859894548,2.613162133098636,955.0,26.961607365239978,1.1171541975120274,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,723.0,955.0,8.24511404172679,9.35422508427437,9.362268239238817,2025-09,1,3001
order_blend_50,True,True,723.0,955.0,232.0,23.577710859894548,2.613162133098636,955.0,26.961607365239978,1.1171541975120274,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,723.0,955.0,8.24511404172679,9.35422508427437,9.362268239238817,2025-09,1,3001
expected_n_plus_one,True,True,213.0,955.0,742.0,15.669558465156102,6.78882892655146,955.0,26.9584480868389,1.11347394801588,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,955.0,213.0,8.24511404172679,9.35474605536944,9.35858798974267,2025-09,1,3001
fixed_pair,True,True,783.0,951.0,168.0,23.448145454314876,2.75227332830943,951.0,26.549781119263393,1.5527919077058554,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,783.0,951.0,7.818995616233804,9.35899797908993,9.371787523939659,2025-09,2,3002
order_blend_50,True,True,783.0,951.0,168.0,23.448145454314876,2.75227332830943,951.0,26.549781119263393,1.5527919077058554,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,783.0,951.0,7.818995616233804,9.35899797908993,9.371787523939659,2025-09,2,3002
expected_n_plus_one,True,True,232.0,951.0,719.0,15.921882121450624,6.526303065845347,951.0,26.57260995112861,1.5811318311241278,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,951.0,232.0,7.818995616233804,9.400127447357931,9.353486887536874,2025-09,2,3002
fixed_pair,True,True,759.0,959.0,200.0,24.187471394042714,2.008213094313086,959.0,27.9418746962002,0.5106468470609151,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,759.0,959.0,9.037298508591803,9.356630831955677,9.547945355652718,2025-09,3,3003
order_blend_50,True,True,959.0,980.0,21.0,27.936310746359545,0.5112767471008848,980.0,28.216050783601776,0.3756056182128642,4,2,"(np.int64(2), np.int64(1), np.int64(0))",,980.0,959.0,9.243538301319258,9.353368562750395,9.619143919532123,2025-09,3,3003
expected_n_plus_one,True,True,220.0,959.0,739.0,15.921615858419917,6.531747463866733,959.0,27.94305067880134,0.5064523462047514,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,959.0,220.0,9.040261188782189,9.54671353498694,9.356075955032214,2025-09,3,3003
fixed_pair,True,True,735.0,895.0,160.0,24.201253066142066,1.9980016370341955,895.0,27.09282271270969,1.0010420364450088,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,735.0,895.0,8.366682368449387,9.358415939365909,9.367724404894396,2025-09,4,3004
order_blend_50,True,True,819.0,893.0,74.0,25.820997160213263,1.467932749040008,893.0,27.064132406945376,1.001761639552738,5,3,"(np.int64(1), np.int64(2), np.int64(0))",,819.0,893.0,8.354403143443513,9.35616478299625,9.353564480505614,2025-09,4,3004
expected_n_plus_one,True,True,265.0,903.0,638.0,16.423271329689317,6.031974191550511,903.0,27.195810489141873,0.8735168540513047,3,1,"(np.int64(2), np.int64(0), np.int64(1))",903.0,,265.0,9.355293234175571,8.483500200457499,9.357017054508804,2025-09,4,3004
fixed_pair,True,True,677.0,926.0,249.0,23.667364471445097,2.525805033601798,926.0,27.706553836517173,0.4056997591960858,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,677.0,926.0,8.972740368509932,9.355373340301226,9.378440127706018,2025-09,5,3005
order_blend_50,True,True,677.0,926.0,249.0,23.667364471445097,2.525805033601798,926.0,27.706553836517173,0.4056997591960858,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,677.0,926.0,8.972740368509932,9.355373340301226,9.378440127706018,2025-09,5,3005
expected_n_plus_one,True,True,236.0,926.0,690.0,15.689061105994634,6.759997720287036,926.0,27.70718898754079,0.407771698945643,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,926.0,236.0,8.972746790782711,9.380518489728354,9.353923707029724,2025-09,5,3005
fixed_pair,True,True,798.0,977.0,179.0,24.924877344765093,1.8744200020368602,977.0,27.4639862713271,0.6027667763350859,3,1,"(np.int64(1), np.int64(0), np.int64(2))",977.0,798.0,,9.353067394699575,9.356842826481305,8.75407605014622,2025-09,6,3006
order_blend_50,True,True,999.0,1001.0,2.0,27.992025598512114,0.18215882934714678,1001.0,28.019834312451486,0.1667541959084513,14,12,"(np.int64(0), np.int64(1), np.int64(2))",999.0,1001.0,,9.415010264087055,9.35656798018583,9.248256068178604,2025-09,6,3006
expected_n_plus_one,True,True,248.0,976.0,728.0,16.262989306534898,6.195975919214963,976.0,27.482508395908084,0.5941965048316344,3,1,"(np.int64(2), np.int64(0), np.int64(1))",976.0,,248.0,9.358913996987951,8.764717492156317,9.358876906763818,2025-09,6,3006
fixed_pair,True,True,797.0,1002.0,205.0,24.44084649114105,1.8734064412369396,1002.0,27.784675341738755,0.2853110480959131,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1002.0,797.0,,9.35707856207664,9.355829265681384,9.071767513980728,2025-09,7,3007
order_blend_50,True,True,1015.0,1018.0,3.0,28.02276962499407,0.02285788365455943,1018.0,28.064966150160018,0.0007131433858447167,6,4,"(np.int64(0), np.int64(1), np.int64(2))",1015.0,1018.0,1018.0,9.355353552233474,9.354972189078914,9.35464040884763,2025-09,7,3007
expected_n_plus_one,True,True,235.0,995.0,760.0,16.350185714363484,6.106993900742403,995.0,27.709204817784666,0.36112119466485026,3,1,"(np.int64(2), np.int64(0), np.int64(1))",995.0,,235.0,9.354357809565853,8.99686290677698,9.357984101441831,2025-09,7,3007
fixed_pair,True,True,715.0,955.0,240.0,23.081324585030913,3.1133844902105006,955.0,27.7984632449299,0.2750296042841409,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,715.0,955.0,9.083645257623637,9.356143125398484,9.358674861907778,2025-09,8,3008
order_blend_50,True,True,715.0,955.0,240.0,23.081324585030913,3.1133844902105006,955.0,27.7984632449299,0.2750296042841409,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,715.0,955.0,9.083645257623637,9.356143125398484,9.358674861907778,2025-09,8,3008
expected_n_plus_one,True,True,192.0,956.0,764.0,15.55377992274381,6.989248883757659,956.0,28.034230604256408,0.45449700186950537,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,956.0,192.0,9.08941245262364,9.543909454493145,9.400908697139624,2025-09,8,3008
fixed_pair,True,True,716.0,964.0,248.0,23.52172076511159,2.6743185941719574,964.0,27.424296283277812,0.9515895337848228,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,716.0,964.0,8.55794924103672,9.35680826741955,9.509538774821543,2025-09,9,3009
order_blend_50,True,True,716.0,964.0,248.0,23.52172076511159,2.6743185941719574,964.0,27.424296283277812,0.9515895337848228,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,716.0,964.0,8.55794924103672,9.35680826741955,9.509538774821543,2025-09,9,3009
expected_n_plus_one,True,True,233.0,973.0,740.0,15.98556946243054,6.883834478023994,973.0,27.535273459003186,0.9489363025990833,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,973.0,233.0,8.615159961517072,9.356017233369958,9.564096264116156,2025-09,9,3009
fixed_pair,True,True,736.0,979.0,243.0,23.502242804362492,2.697923747869285,979.0,27.304020239659554,0.857303691902521,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,736.0,979.0,8.543922341931683,9.358871863893667,9.401226033834204,2025-09,10,3010
order_blend_50,True,True,736.0,979.0,243.0,23.502242804362492,2.697923747869285,979.0,27.304020239659554,0.857303691902521,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,736.0,979.0,8.543922341931683,9.358871863893667,9.401226033834204,2025-09,10,3010
expected_n_plus_one,True,True,258.0,979.0,721.0,16.016514597373085,6.436668224628252,979.0,27.302897454354202,0.8590670656012804,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,979.0,258.0,8.543922341931683,9.402989407532964,9.355985704889557,2025-09,10,3010
fixed_pair,True,True,734.0,966.0,232.0,24.21319133603016,1.9863896663603366,966.0,28.023304311886186,0.07776001664220544,3,1,"(np.int64(1), np.int64(0), np.int64(2))",966.0,734.0,,9.371242619777682,9.358579088973025,9.293482603135477,2025-09,11,3011
order_blend_50,True,True,963.0,966.0,3.0,27.972328060788865,0.07460831012270219,966.0,28.033906782939752,0.05577480022701131,7,5,"(np.int64(0), np.int64(2), np.int64(1))",963.0,,966.0,9.362562790152715,9.307784596280012,9.363559396507023,2025-09,11,3011
expected_n_plus_one,True,True,273.0,963.0,690.0,16.669594957055207,5.781811074175718,963.0,27.977404466761524,0.1522554478333653,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,963.0,273.0,9.235025854711903,9.387281302545269,9.355097309504352,2025-09,11,3011
fixed_pair,True,True,668.0,925.0,257.0,22.617510519017365,3.581542783972181,925.0,26.56424831759628,1.508186382820008,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,668.0,925.0,7.850128856452543,9.358315239272551,9.355804221871187,2025-09,12,3012
order_blend_50,True,True,668.0,925.0,257.0,22.617510519017365,3.581542783972181,925.0,26.56424831759628,1.508186382820008,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,668.0,925.0,7.850128856452543,9.358315239272551,9.355804221871187,2025-09,12,3012
expected_n_plus_one,True,True,247.0,925.0,678.0,15.888846145387653,6.55864707336218,925.0,26.561398590047972,1.5079999738790795,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,925.0,247.0,7.850128856452543,9.358128830331623,9.353140903263805,2025-09,12,3012
fixed_pair,True,True,770.0,1021.0,251.0,23.849763473079125,2.3457044333054746,1021.0,27.818795705132064,0.24890994108668885,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,770.0,1021.0,9.107612599883389,9.356522540970078,9.354660564278598,2025-09,13,3013
order_blend_50,True,True,794.0,1021.0,227.0,24.227421695907022,2.1837314552740494,1021.0,27.823030460132067,0.250532086086686,5,3,"(np.int64(1), np.int64(2), np.int64(0))",,794.0,1021.0,9.107612599883389,9.358144685970075,9.357273174278605,2025-09,13,3013
expected_n_plus_one,True,True,236.0,1022.0,786.0,16.088438643094307,6.361624704522157,1022.0,27.908347269497572,0.16441910879172994,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1022.0,236.0,9.19475109650436,9.35917020529609,9.354425967697122,2025-09,13,3013
fixed_pair,True,True,810.0,1018.0,208.0,24.351083484412595,1.8747637962568806,1018.0,27.719348335776615,0.35129284167252983,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,810.0,1018.0,9.005893779028796,9.357186620701325,9.356267936046496,2025-09,14,3014
order_blend_50,True,True,1030.0,1032.0,2.0,27.87612164616633,0.1790043708650959,1032.0,27.901741856166332,0.1669119408650932,8,6,"(np.int64(2), np.int64(1), np.int64(0))",,1032.0,1030.0,9.19071850912516,9.353392897050917,9.357630449990253,2025-09,14,3014
expected_n_plus_one,True,True,241.0,1024.0,783.0,16.615182115180946,5.845110027733102,1024.0,27.81536156760439,0.25949663841795356,3,1,"(np.int64(2), np.int64(0), np.int64(1))",1024.0,,241.0,9.355777475330518,9.100043726927959,9.359540365345913,2025-09,14,3014
fixed_pair,True,True,729.0,987.0,258.0,22.91391329719323,3.2835893159351883,987.0,26.614318804745977,1.4571612919201407,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,729.0,987.0,7.900378602421846,9.357539894341986,9.356400307982147,2025-09,15,3015
order_blend_50,True,True,729.0,987.0,258.0,22.91391329719323,3.2835893159351883,987.0,26.614318804745977,1.4571612919201407,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,729.0,987.0,7.900378602421846,9.357539894341986,9.356400307982147,2025-09,15,3015
expected_n_plus_one,True,True,262.0,987.0,725.0,15.862030697186352,6.589220190831414,987.0,26.610986846014455,1.4552099032729906,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,987.0,262.0,7.900378602421846,9.355588505694836,9.355019737897772,2025-09,15,3015
fixed_pair,True,True,745.0,1017.0,272.0,23.31406878162024,2.8786233632874163,1017.0,28.023853902311934,0.04105630610822253,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1017.0,745.0,,9.354640887956947,9.355134660231606,9.314078354123383,2025-09,16,3016
order_blend_50,True,True,745.0,1017.0,272.0,23.31406878162024,2.8786233632874163,1017.0,28.023802280311937,0.04164659583356212,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1017.0,745.0,,9.355157107956947,9.355134660231606,9.313510512123385,2025-09,16,3016
expected_n_plus_one,True,True,252.0,1017.0,765.0,15.692876452843192,6.759020504198251,1017.0,28.023948667999093,0.04189398477707584,3,1,"(np.int64(2), np.int64(0), np.int64(1))",1017.0,,252.0,9.355157107956947,9.313448787632534,9.35534277240961,2025-09,16,3016
fixed_pair,True,True,680.0,922.0,242.0,23.19506700560411,2.9994358153816387,922.0,27.13277413546603,1.6188965289989383,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,680.0,922.0,8.07891880409822,9.356039998270651,9.697815333097159,2025-09,17,3017
order_blend_50,True,True,680.0,922.0,242.0,23.19506700560411,2.9994358153816387,922.0,27.13277413546603,1.6188965289989383,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,680.0,922.0,8.07891880409822,9.356039998270651,9.697815333097159,2025-09,17,3017
expected_n_plus_one,True,True,217.0,922.0,705.0,16.02450693512717,6.423996251440325,922.0,27.12586699568475,1.6143835003156717,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,922.0,217.0,8.07891880409822,9.693302304413892,9.353645887172636,2025-09,17,3017
fixed_pair,True,True,707.0,923.0,216.0,23.03122561169021,3.1674144917853457,923.0,26.73621697879176,1.3381485825046742,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,707.0,923.0,8.019979878385763,9.358108639515557,9.358128460890438,2025-09,18,3018
order_blend_50,True,True,707.0,923.0,216.0,23.03122561169021,3.1674144917853457,923.0,26.73621697879176,1.3381485825046742,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,707.0,923.0,8.019979878385763,9.358108639515557,9.358128460890438,2025-09,18,3018
expected_n_plus_one,True,True,226.0,922.0,696.0,15.595455237575335,6.85283186236353,922.0,26.724630557442694,1.3439725668128464,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,922.0,226.0,8.013560073385763,9.35753264019861,9.353537843858321,2025-09,18,3018
fixed_pair,True,True,673.0,891.0,218.0,22.92742595911464,3.2621010580852348,891.0,26.761814563364503,1.3864880288083334,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,673.0,891.0,8.010887219089227,9.353552096377715,9.39737524789756,2025-09,19,3019
order_blend_50,True,True,673.0,891.0,218.0,22.92742595911464,3.2621010580852348,891.0,26.761814563364503,1.3864880288083334,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,673.0,891.0,8.010887219089227,9.353552096377715,9.39737524789756,2025-09,19,3019
expected_n_plus_one,True,True,247.0,891.0,644.0,16.014186582740564,6.44457501563056,891.0,26.76361049287229,1.3830609616193854,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,891.0,247.0,8.010887219089227,9.393948180708612,9.35877509307445,2025-09,19,3019
fixed_pair,True,True,763.0,955.0,192.0,23.26004237478722,2.9286171158735836,955.0,26.54967128903761,1.5207790280947364,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,763.0,955.0,7.837886963917349,9.35311833310818,9.358665992012085,2025-10,0,4000
order_blend_50,True,True,763.0,955.0,192.0,23.26004237478722,2.9286171158735836,955.0,26.54967128903761,1.5207790280947364,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,763.0,955.0,7.837886963917349,9.35311833310818,9.358665992012085,2025-10,0,4000
expected_n_plus_one,True,True,218.0,957.0,739.0,15.607913573875997,6.860229408187804,957.0,26.60081047864723,1.5370484758908267,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,957.0,218.0,7.850148108917806,9.387196584808633,9.36346578492079,2025-10,0,4000
fixed_pair,True,True,720.0,951.0,231.0,23.913216390600834,2.309487220340241,951.0,27.436360857125926,0.6605256728471414,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,720.0,951.0,8.709614720401174,9.370140393248315,9.356605743476438,2025-10,1,4001
order_blend_50,True,True,720.0,951.0,231.0,23.913216390600834,2.309487220340241,951.0,27.436360857125926,0.6605256728471414,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,720.0,951.0,8.709614720401174,9.370140393248315,9.356605743476438,2025-10,1,4001
expected_n_plus_one,True,True,241.0,949.0,708.0,15.95804189837119,6.498751048999868,949.0,27.40855783062386,0.6610156571732713,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,949.0,241.0,8.696775110401147,9.353991952648295,9.357790767574418,2025-10,1,4001
fixed_pair,True,True,756.0,943.0,187.0,23.342255446534097,2.8557679964108367,943.0,26.48905270699995,1.6006157922496476,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,756.0,943.0,7.765318302750029,9.357800309250244,9.365934094999677,2025-10,2,4002
order_blend_50,True,True,756.0,943.0,187.0,23.342255446534097,2.8557679964108367,943.0,26.48905270699995,1.6006157922496476,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,756.0,943.0,7.765318302750029,9.357800309250244,9.365934094999677,2025-10,2,4002
expected_n_plus_one,True,True,261.0,942.0,681.0,15.873311277600404,6.578110339099045,942.0,26.47245827834536,1.5985237806089927,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,942.0,261.0,7.759414697748877,9.35793847835787,9.355105102238614,2025-10,2,4002
fixed_pair,True,True,734.0,876.0,142.0,23.512498128598505,2.681905516227351,876.0,26.81158839956131,1.2616033163168243,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,734.0,876.0,8.09699733652689,9.355990410190705,9.358600652843714,2025-10,3,4003
order_blend_50,True,True,734.0,876.0,142.0,23.512498128598505,2.681905516227351,876.0,26.81158839956131,1.2616033163168243,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,734.0,876.0,8.09699733652689,9.355990410190705,9.358600652843714,2025-10,3,4003
expected_n_plus_one,True,True,249.0,871.0,622.0,15.955430091899519,6.496147174882695,871.0,26.775916540871552,1.2891899508420845,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,871.0,249.0,8.065992976437911,9.354740637153645,9.355182927279996,2025-10,3,4003
fixed_pair,True,True,757.0,936.0,179.0,24.19734561060854,2.1472968791075235,936.0,27.67319937123589,0.5663381319603893,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,757.0,936.0,8.864771700675421,9.43110983263581,9.377317837924657,2025-10,4,4004
order_blend_50,True,True,921.0,938.0,17.0,27.45059873509677,0.46313986301301924,938.0,27.778449905134234,0.2873489437086878,6,4,"(np.int64(2), np.int64(1), np.int64(0))",,938.0,921.0,9.068347521964059,9.355696465672747,9.354405917497429,2025-10,4,4004
expected_n_plus_one,True,True,252.0,936.0,684.0,16.54399877668601,5.904501242469559,936.0,27.69134696708829,0.42063605463816955,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,936.0,252.0,8.958533304491723,9.379169359129893,9.353644303466673,2025-10,4,4004
fixed_pair,True,True,640.0,830.0,190.0,22.801021901872616,3.39410057456449,830.0,26.01945527787402,2.0534236069839826,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,640.0,830.0,7.304840922446853,9.35634982599633,9.358264529430835,2025-10,5,4005
order_blend_50,True,True,640.0,830.0,190.0,22.801021901872616,3.39410057456449,830.0,26.01945527787402,2.0534236069839826,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,640.0,830.0,7.304840922446853,9.35634982599633,9.358264529430835,2025-10,5,4005
expected_n_plus_one,True,True,212.0,828.0,616.0,15.643656792476763,6.810297030058308,828.0,26.00166485261542,2.0642453627095714,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,828.0,212.0,7.292125842446853,9.353167805012141,9.356371205156425,2025-10,5,4005
fixed_pair,True,True,708.0,910.0,202.0,24.225142395488767,1.973824571598338,910.0,27.654467206727723,0.42127422968469297,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,708.0,910.0,8.937460452860849,9.35827207132133,9.358734682545542,2025-10,6,4006
order_blend_50,True,True,905.0,907.0,2.0,27.605460479710207,0.44524840571636304,907.0,27.631994848974834,0.4396793709405493,9,7,"(np.int64(1), np.int64(2), np.int64(0))",,905.0,907.0,8.919625107860849,9.353065262312585,9.359304478801398,2025-10,6,4006
expected_n_plus_one,True,True,248.0,908.0,660.0,16.47294548323661,5.988027907337529,908.0,27.64212744716698,0.43442359131510955,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,908.0,248.0,8.92545739786085,9.356789060130172,9.35988098917596,2025-10,6,4006
fixed_pair,True,True,638.0,889.0,251.0,21.86577412750199,4.329815766344056,889.0,25.609985532555047,2.462884331459808,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,638.0,889.0,6.89525883319722,9.3565835347008,9.358143164657028,2025-10,7,4007
order_blend_50,True,True,638.0,889.0,251.0,21.86577412750199,4.329815766344056,889.0,25.609985532555047,2.462884331459808,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,638.0,889.0,6.89525883319722,9.3565835347008,9.358143164657028,2025-10,7,4007
expected_n_plus_one,True,True,235.0,888.0,653.0,15.523846174253745,6.926363612077965,888.0,25.6007526031339,2.4684508296847145,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,888.0,235.0,6.88890129319722,9.357352122881935,9.354499187054744,2025-10,7,4007
fixed_pair,True,True,727.0,978.0,251.0,23.124870286991687,3.069114389733002,978.0,26.899101514228185,1.1751303190784803,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,727.0,978.0,8.184095134504792,9.355780926140122,9.359225453583273,2025-10,8,4008
order_blend_50,True,True,727.0,978.0,251.0,23.124870286991687,3.069114389733002,978.0,26.899101514228185,1.1751303190784803,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,727.0,978.0,8.184095134504792,9.355780926140122,9.359225453583273,2025-10,8,4008
expected_n_plus_one,True,True,256.0,978.0,722.0,16.011496571799007,6.447081272173121,978.0,26.898286381296273,1.1745880813701604,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,978.0,256.0,8.184095134504792,9.355508030916528,9.358683215874953,2025-10,8,4008
fixed_pair,True,True,698.0,944.0,246.0,23.61371724676811,2.576345902586886,944.0,27.211604992161252,0.8703467762584349,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,698.0,944.0,8.49371902672377,9.353820162455277,9.364065802982205,2025-10,9,4009
order_blend_50,True,True,698.0,944.0,246.0,23.61371724676811,2.576345902586886,944.0,27.211604992161252,0.8703467762584349,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,698.0,944.0,8.49371902672377,9.353820162455277,9.364065802982205,2025-10,9,4009
expected_n_plus_one,True,True,228.0,944.0,716.0,15.733494259867394,6.7162150934655465,944.0,27.20849728357856,0.8668102595756597,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,944.0,228.0,8.49371902672377,9.36052928629943,9.354248970555359,2025-10,9,4009
fixed_pair,True,True,712.0,953.0,241.0,23.440131903699687,2.751337672037497,953.0,26.97031028798306,1.0935313255115542,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,712.0,953.0,8.261127793412568,9.35452337564637,9.354659118924122,2025-10,10,4010
order_blend_50,True,True,712.0,953.0,241.0,23.440131903699687,2.751337672037497,953.0,26.97031028798306,1.0935313255115542,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,712.0,953.0,8.261127793412568,9.35452337564637,9.354659118924122,2025-10,10,4010
expected_n_plus_one,True,True,234.0,959.0,725.0,16.002053979558756,6.553709985306314,959.0,27.132066591678395,1.108867077245673,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,959.0,234.0,8.30796161905565,9.416828696301323,9.407276276321424,2025-10,10,4010
fixed_pair,True,True,685.0,926.0,241.0,23.20621962810631,2.986525303554992,926.0,26.82483601327352,1.3544507291428154,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,685.0,926.0,8.057612115261138,9.355161053608429,9.412062844403954,2025-10,11,4011
order_blend_50,True,True,685.0,926.0,241.0,23.20621962810631,2.986525303554992,926.0,26.82483601327352,1.3544507291428154,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,685.0,926.0,8.057612115261138,9.355161053608429,9.412062844403954,2025-10,11,4011
expected_n_plus_one,True,True,197.0,945.0,748.0,16.329021788230285,6.52397488732254,945.0,27.141657280957986,1.3762224641708443,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,945.0,197.0,8.179670167494457,9.406094481798226,9.555892631665301,2025-10,11,4011
fixed_pair,True,True,726.0,911.0,185.0,23.21167263081759,2.987446118693539,911.0,26.766527976053794,1.3053062402421798,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,726.0,911.0,8.05304172229116,9.35834796253334,9.355138291229292,2025-10,12,4012
order_blend_50,True,True,726.0,911.0,185.0,23.21167263081759,2.987446118693539,911.0,26.766527976053794,1.3053062402421798,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,726.0,911.0,8.05304172229116,9.35834796253334,9.355138291229292,2025-10,12,4012
expected_n_plus_one,True,True,248.0,909.0,661.0,15.90302623777389,6.548674581833567,909.0,26.753863825499057,1.3170579672241178,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,909.0,248.0,8.04078057729116,9.357838544515278,9.355244703692618,2025-10,12,4012
fixed_pair,True,True,734.0,923.0,189.0,23.9740477688179,2.226309412516576,923.0,27.346101781324442,0.7283545851225828,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,734.0,923.0,8.630612593322432,9.358967178445015,9.356522009556995,2025-10,13,4013
order_blend_50,True,True,734.0,923.0,189.0,23.9740477688179,2.226309412516576,923.0,27.346101781324442,0.7283545851225828,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,734.0,923.0,8.630612593322432,9.358967178445015,9.356522009556995,2025-10,13,4013
expected_n_plus_one,True,True,254.0,920.0,666.0,15.834073046300915,6.6144390125903305,920.0,27.322586027747086,0.7440400180145197,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,920.0,254.0,8.612447843199028,9.356487861213548,9.353650323334511,2025-10,13,4013
fixed_pair,True,True,734.0,993.0,259.0,23.52205548171575,2.7268253639177527,993.0,27.30887679153134,0.811952453978904,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,734.0,993.0,8.571276556615626,9.38322901059453,9.354371224321186,2025-10,14,4014
order_blend_50,True,True,734.0,993.0,259.0,23.52205548171575,2.7268253639177527,993.0,27.30887679153134,0.811952453978904,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,734.0,993.0,8.571276556615626,9.38322901059453,9.354371224321186,2025-10,14,4014
expected_n_plus_one,True,True,249.0,989.0,740.0,15.898410531913827,6.559971674316518,989.0,27.263709736687947,0.8117105271321776,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,989.0,249.0,8.546874869871884,9.358249469812002,9.358585397004061,2025-10,14,4014
