policy,n_runs,health_limit_crossing_share,time_to_limit_mean_h,time_to_limit_std_h,time_to_limit_q10_h,time_to_limit_median_h,time_to_limit_q90_h,start_count_mean,assignment_change_mean
fixed_pair,10,1.0,1065.0,5.696002496878354,1058.8,1064.5,1072.2,2.0,0.0
health_greedy,10,1.0,1382.3,11.681419244062578,1366.8,1385.5,1392.8,29.0,27.0
