policy,n_runs,health_limit_crossing_share,time_to_limit_mean_h,time_to_limit_std_h,time_to_limit_q10_h,time_to_limit_median_h,time_to_limit_q90_h,start_count_mean,assignment_change_mean
fixed_pair,10,1.0,1331.0,6.69991708074726,1325.7,1328.5,1342.0,2.0,0.0
health_greedy,10,1.0,1715.5,12.465507967543436,1699.9,1716.5,1731.1,35.7,33.7
