event_id,canonical_row_6104,original_index,health_progress_h,i0_A_per_cm2,ih_A_per_cm2,R_ohm_reported_ohm_cm2,i0_A_per_cm2_monotone,ih_A_per_cm2_monotone,R_ohm_reported_ohm_cm2_monotone
LZW-E003104,3104,3104,0.386468141011605,1.8772e-07,0.0032,0.04941,1.8771855e-07,0.0031783752860411888,0.049425
LZW-E003105,3105,3105,0.386468141011605,1.87718e-07,0.0032,0.04942,1.8771855e-07,0.0031783752860411888,0.049425
LZW-E003106,3106,3106,0.386468141011605,1.87719e-07,0.0032,0.04942,1.8771855e-07,0.0031783752860411888,0.049425
LZW-E003107,3107,3107,0.386468141011605,1.87715e-07,0.0032,0.04942,1.8771855e-07,0.0031783752860411888,0.049425
LZW-E003108,3108,3108,0.386468141011605,1.87712e-07,0.0032,0.04942,1.8771855e-07,0.0031783752860411888,0.049425
LZW-E003109,3109,3109,0.386468141011605,1.87711e-07,0.0032,0.04942,1.8771855e-07,0.0031783752860411888,0.049425
LZW-E003110,3110,3110,0.38654112838478943,1.8770600000000005e-07,0.0032,0.04945,1.8770757142857144e-07,0.0031783752860411888,0.04942666666666667
LZW-E003111,3111,3111,0.38654112838478943,1.87707e-07,0.0032,0.04944,1.8770757142857144e-07,0.0031783752860411888,0.04942666666666667
LZW-E003112,3112,3112,0.38654112838478943,1.8770600000000005e-07,0.0032,0.04944,1.8770757142857144e-07,0.0031783752860411888,0.04942666666666667
LZW-E003113,3113,3113,0.38654112838478943,1.87708e-07,0.0032,0.04942,1.8770757142857144e-07,0.0031783752860411888,0.04942666666666667
LZW-E003114,3114,3114,0.38654112838478943,1.87709e-07,0.0032,0.04942,1.8770757142857144e-07,0.0031783752860411888,0.04942666666666667
LZW-E003115,3115,3115,0.38654112838478943,1.87708e-07,0.0032,0.04942,1.8770757142857144e-07,0.0031783752860411888,0.04942666666666667
LZW-E003116,3116,3116,0.38654112838478943,1.87709e-07,0.0032,0.04941,1.8770757142857144e-07,0.0031783752860411888,0.04942666666666667
LZW-E003117,3117,3117,0.38654112838478943,1.87707e-07,0.0032,0.04942,1.8770757142857144e-07,0.0031783752860411888,0.04942666666666667
LZW-E003118,3118,3118,0.38654112838478943,1.8770600000000005e-07,0.0032,0.04942,1.8770757142857144e-07,0.0031783752860411888,0.04942666666666667
LZW-E003119,3119,3119,0.3866871031311584,1.87704e-07,0.0032,0.04943,1.877035e-07,0.0031783752860411888,0.04943
LZW-E003120,3120,3120,0.3866871031311584,1.87703e-07,0.0032,0.04943,1.877035e-07,0.0031783752860411888,0.04943
LZW-E003121,3121,3121,0.38712502737026483,1.87702e-07,0.0032,0.04944,1.8770133333333334e-07,0.0031783752860411888,0.04944
LZW-E003122,3122,3122,0.38712502737026483,1.87699e-07,0.0032,0.04944,1.8770133333333334e-07,0.0031783752860411888,0.04944
LZW-E003123,3123,3123,0.38712502737026483,1.87701e-07,0.0032,0.04944,1.8770133333333334e-07,0.0031783752860411888,0.04944
LZW-E003124,3124,3124,0.38712502737026483,1.87704e-07,0.00319,0.04944,1.8770133333333334e-07,0.0031783752860411888,0.04944
LZW-E003125,3125,3125,0.38843880008758486,1.87699e-07,0.00319,0.04947,1.87699e-07,0.0031783752860411888,0.04947
LZW-E003126,3126,3126,0.38942412962557477,1.87694e-07,0.00319,0.0495,1.8769466666666667e-07,0.0031783752860411888,0.0494925
LZW-E003127,3127,3127,0.38942412962557477,1.87695e-07,0.00319,0.04949,1.8769466666666667e-07,0.0031783752860411888,0.0494925
LZW-E003128,3128,3128,0.38942412962557477,1.87695e-07,0.00319,0.04949,1.8769466666666667e-07,0.0031783752860411888,0.0494925
LZW-E003129,3129,3129,0.38942412962557477,1.87694e-07,0.00319,0.04949,1.8769466666666667e-07,0.0031783752860411888,0.0494925
LZW-E003130,3130,3130,0.3915042697613312,1.87687e-07,0.00319,0.04955,1.87688e-07,0.0031783752860411888,0.04954
LZW-E003131,3131,3131,0.3915042697613312,1.87688e-07,0.00319,0.04954,1.87688e-07,0.0031783752860411888,0.04954
LZW-E003132,3132,3132,0.3915042697613312,1.87689e-07,0.00319,0.04953,1.87688e-07,0.0031783752860411888,0.04954
LZW-E003133,3133,3133,0.3915042697613313,1.87687e-07,0.00319,0.04954,1.87683e-07,0.0031783752860411888,0.04954
LZW-E003134,3134,3134,0.3915042697613313,1.87687e-07,0.00319,0.04954,1.87683e-07,0.0031783752860411888,0.04954
LZW-E003135,3135,3135,0.3915042697613313,1.87683e-07,0.00319,0.04954,1.87683e-07,0.0031783752860411888,0.04954
LZW-E003136,3136,3136,0.3915042697613313,1.87679e-07,0.0032,0.04954,1.87683e-07,0.0031783752860411888,0.04954
LZW-E003137,3137,3137,0.3915042697613313,1.87681e-07,0.0032,0.04954,1.87683e-07,0.0031783752860411888,0.04954
LZW-E003138,3138,3138,0.3928180424786513,1.87677e-07,0.0032,0.04957,1.87677e-07,0.0031783752860411888,0.04957
LZW-E003139,3139,3139,0.3936938909568645,1.87674e-07,0.0032,0.04959,1.876705e-07,0.0031783752860411888,0.04959
LZW-E003140,3140,3140,0.3936938909568645,1.8767100000000001e-07,0.0032,0.04959,1.876705e-07,0.0031783752860411888,0.04959
LZW-E003141,3141,3141,0.3936938909568645,1.87668e-07,0.0032,0.04959,1.876705e-07,0.0031783752860411888,0.04959
LZW-E003142,3142,3142,0.3936938909568645,1.87672e-07,0.00319,0.04959,1.876705e-07,0.0031783752860411888,0.04959
LZW-E003143,3143,3143,0.3951953454909442,1.87667e-07,0.00319,0.04963,1.8766666666666667e-07,0.0031783752860411888,0.04962428571428571
LZW-E003144,3144,3144,0.3951953454909442,1.87666e-07,0.00319,0.04963,1.8766666666666667e-07,0.0031783752860411888,0.04962428571428571
LZW-E003145,3145,3145,0.3951953454909442,1.87666e-07,0.00319,0.04963,1.8766666666666667e-07,0.0031783752860411888,0.04962428571428571
LZW-E003146,3146,3146,0.3951953454909442,1.87668e-07,0.00319,0.04962,1.8766666666666667e-07,0.0031783752860411888,0.04962428571428571
LZW-E003147,3147,3147,0.3951953454909442,1.87664e-07,0.00319,0.04962,1.8766666666666667e-07,0.0031783752860411888,0.04962428571428571
LZW-E003148,3148,3148,0.3951953454909442,1.87659e-07,0.0032,0.04962,1.8766666666666667e-07,0.0031783752860411888,0.04962428571428571
LZW-E003149,3149,3149,0.3951953454909442,1.8766100000000005e-07,0.0032,0.04962,1.8766666666666667e-07,0.0031783752860411888,0.04962428571428571
LZW-E003150,3150,3150,0.39632143639150424,1.87653e-07,0.0032,0.04965,1.87653e-07,0.0031783752860411888,0.04965
LZW-E003151,3151,3151,0.3976352091088242,1.87648e-07,0.0032,0.04968,1.87648e-07,0.0031783752860411888,0.04968
LZW-E003152,3152,3152,0.3990219691993284,1.87642e-07,0.0032,0.04973,1.8764333333333332e-07,0.0031783752860411888,0.04971166666666667
LZW-E003153,3153,3153,0.3990219691993284,1.87644e-07,0.0032,0.04971,1.8764333333333332e-07,0.0031783752860411888,0.04971166666666667
LZW-E003154,3154,3154,0.3990219691993284,1.87645e-07,0.0032,0.0497,1.8764333333333332e-07,0.0031783752860411888,0.04971166666666667
LZW-E003155,3155,3155,0.3990219691993284,1.87643e-07,0.0032,0.04971,1.8764333333333332e-07,0.0031783752860411888,0.04971166666666667
LZW-E003156,3156,3156,0.3990219691993284,1.87643e-07,0.0032,0.04971,1.8764333333333332e-07,0.0031783752860411888,0.04971166666666667
LZW-E003157,3157,3157,0.3990219691993284,1.87643e-07,0.0032,0.04971,1.8764333333333332e-07,0.0031783752860411888,0.04971166666666667
LZW-E003158,3158,3158,0.3993869060652507,1.8764e-07,0.0032,0.04972,1.876395e-07,0.0031783752860411888,0.04972
LZW-E003159,3159,3159,0.3993869060652507,1.87639e-07,0.0032,0.04972,1.876395e-07,0.0031783752860411888,0.04972
LZW-E003160,3160,3160,0.39982483030435745,1.876380000000001e-07,0.0032,0.04973,1.8763666666666669e-07,0.0031783752860411888,0.04973
LZW-E003161,3161,3161,0.39982483030435745,1.8763400000000002e-07,0.0032,0.04973,1.8763666666666669e-07,0.0031783752860411888,0.04973
LZW-E003162,3162,3162,0.39982483030435745,1.87636e-07,0.0032,0.04973,1.8763666666666669e-07,0.0031783752860411888,0.04973
LZW-E003163,3163,3163,0.39982483030435745,1.8764e-07,0.00319,0.04973,1.8763666666666669e-07,0.0031783752860411888,0.04973
LZW-E003164,3164,3164,0.4011386030216772,1.87635e-07,0.00319,0.04976,1.87635e-07,0.0031783752860411888,0.04976
LZW-E003165,3165,3165,0.4021604262462593,1.8763e-07,0.00319,0.04979,1.876305e-07,0.0031783752860411888,0.04978333333333333
LZW-E003166,3166,3166,0.4021604262462593,1.87631e-07,0.00319,0.04978,1.876305e-07,0.0031783752860411888,0.04978333333333333
LZW-E003167,3167,3167,0.4021604262462593,1.8763e-07,0.00319,0.04978,1.876305e-07,0.0031783752860411888,0.04978333333333333
LZW-E003168,3168,3168,0.4037661484563172,1.87625e-07,0.00319,0.04982,1.87625e-07,0.0031783752860411888,0.04982
LZW-E003169,3169,3169,0.40551784541274366,1.87621e-07,0.00319,0.04986,1.876205e-07,0.0031783752860411888,0.04986
LZW-E003170,3170,3170,0.40551784541274366,1.87621e-07,0.00319,0.04986,1.876205e-07,0.0031783752860411888,0.04986
LZW-E003171,3171,3171,0.40551784541274366,1.8762e-07,0.00319,0.04986,1.876205e-07,0.0031783752860411888,0.04986
LZW-E003172,3172,3172,0.40551784541274366,1.8762e-07,0.00319,0.04986,1.876205e-07,0.0031783752860411888,0.04986
LZW-E003173,3173,3173,0.4059557696518501,1.87617e-07,0.00319,0.04987,1.87617e-07,0.0031783752860411888,0.04987
LZW-E003174,3174,3174,0.40639369389095686,1.87616e-07,0.00319,0.04988,1.87616e-07,0.0031783752860411888,0.04988
LZW-E003175,3175,3175,0.40683161813006335,1.87615e-07,0.00319,0.04989,1.8761450000000004e-07,0.0031783752860411888,0.04989
LZW-E003176,3176,3176,0.40683161813006335,1.8761400000000005e-07,0.00319,0.04989,1.8761450000000004e-07,0.0031783752860411888,0.04989
LZW-E003177,3177,3177,0.4072695423691701,1.87612e-07,0.00319,0.0499,1.87612e-07,0.0031783752860411888,0.0499
LZW-E003178,3178,3178,0.4077074666082769,1.87607e-07,0.00319,0.04991,1.87603e-07,0.0031783752860411888,0.04991
LZW-E003179,3179,3179,0.4077074666082769,1.87603e-07,0.0032,0.04991,1.87603e-07,0.0031783752860411888,0.04991
LZW-E003180,3180,3180,0.4077074666082769,1.87602e-07,0.0032,0.04991,1.87603e-07,0.0031783752860411888,0.04991
LZW-E003181,3181,3181,0.40795770903062334,1.87597e-07,0.0032,0.04994,1.8760033333333333e-07,0.0031783752860411888,0.049915714285714285
LZW-E003182,3182,3182,0.40795770903062334,1.87599e-07,0.0032,0.04992,1.8760033333333333e-07,0.0031783752860411888,0.049915714285714285
LZW-E003183,3183,3183,0.40795770903062334,1.876e-07,0.0032,0.04992,1.8760033333333333e-07,0.0031783752860411888,0.049915714285714285
LZW-E003184,3184,3184,0.40795770903062334,1.87602e-07,0.0032,0.04991,1.8760033333333333e-07,0.0031783752860411888,0.049915714285714285
LZW-E003185,3185,3185,0.40795770903062334,1.87603e-07,0.0032,0.0499,1.8760033333333333e-07,0.0031783752860411888,0.049915714285714285
LZW-E003186,3186,3186,0.40795770903062334,1.87601e-07,0.0032,0.04991,1.8760033333333333e-07,0.0031783752860411888,0.049915714285714285
LZW-E003187,3187,3187,0.40795770903062334,1.876e-07,0.0032,0.04991,1.8760033333333333e-07,0.0031783752860411888,0.049915714285714285
LZW-E003188,3188,3188,0.4081453908473833,1.87597e-07,0.0032,0.04992,1.87597e-07,0.0031783752860411888,0.04992
LZW-E003189,3189,3189,0.4085833150864901,1.87596e-07,0.0032,0.04993,1.87596e-07,0.0031783752860411888,0.04993
LZW-E003190,3190,3190,0.4090212393255966,1.87593e-07,0.0032,0.04994,1.875845e-07,0.0031783752860411888,0.04994
LZW-E003191,3191,3191,0.4090212393255966,1.87586e-07,0.0032,0.04994,1.875845e-07,0.0031783752860411888,0.04994
LZW-E003192,3192,3192,0.4090212393255966,1.87583e-07,0.0032,0.04994,1.875845e-07,0.0031783752860411888,0.04994
LZW-E003193,3193,3193,0.4090212393255966,1.87583e-07,0.0032,0.04994,1.875845e-07,0.0031783752860411888,0.04994
LZW-E003194,3194,3194,0.409483492689098,1.87578e-07,0.0032,0.04998,1.8756716666666667e-07,0.0031783752860411888,0.049950555555555554
LZW-E003195,3195,3195,0.409483492689098,1.87579e-07,0.0032,0.04997,1.8756716666666667e-07,0.0031783752860411888,0.049950555555555554
LZW-E003196,3196,3196,0.409483492689098,1.87581e-07,0.0032,0.04995,1.8756716666666667e-07,0.0031783752860411888,0.049950555555555554
LZW-E003197,3197,3197,0.409483492689098,1.8758e-07,0.0032,0.04995,1.8756716666666667e-07,0.0031783752860411888,0.049950555555555554
LZW-E003198,3198,3198,0.409483492689098,1.87581e-07,0.0032,0.04994,1.8756716666666667e-07,0.0031783752860411888,0.049950555555555554
LZW-E003199,3199,3199,0.409483492689098,1.87575e-07,0.0032,0.04995,1.8756716666666667e-07,0.0031783752860411888,0.049950555555555554
LZW-E003200,3200,3200,0.409483492689098,1.87571e-07,0.0032,0.04995,1.8756716666666667e-07,0.0031783752860411888,0.049950555555555554
LZW-E003201,3201,3201,0.409483492689098,1.87569e-07,0.00321,0.04995,1.8756716666666667e-07,0.0031783752860411888,0.049950555555555554
LZW-E003202,3202,3202,0.409483492689098,1.87564e-07,0.00321,0.04998,1.8756716666666667e-07,0.0031783752860411888,0.049950555555555554
LZW-E003203,3203,3203,0.409483492689098,1.8756700000000005e-07,0.00321,0.04995,1.8756716666666667e-07,0.0031783752860411888,0.049950555555555554
LZW-E003204,3204,3204,0.409483492689098,1.87569e-07,0.00321,0.04994,1.8756716666666667e-07,0.0031783752860411888,0.049950555555555554
LZW-E003205,3205,3205,0.409483492689098,1.8756700000000005e-07,0.00321,0.04994,1.8756716666666667e-07,0.0031783752860411888,0.049950555555555554
LZW-E003206,3206,3206,0.409483492689098,1.87568e-07,0.00321,0.04993,1.8756716666666667e-07,0.0031783752860411888,0.049950555555555554
LZW-E003207,3207,3207,0.409483492689098,1.87568e-07,0.00321,0.04994,1.8756716666666667e-07,0.0031783752860411888,0.049950555555555554
LZW-E003208,3208,3208,0.409483492689098,1.87566e-07,0.00321,0.04994,1.8756716666666667e-07,0.0031783752860411888,0.049950555555555554
LZW-E003209,3209,3209,0.409483492689098,1.87565e-07,0.00321,0.04995,1.8756716666666667e-07,0.0031783752860411888,0.049950555555555554
LZW-E003210,3210,3210,0.409483492689098,1.87565e-07,0.00321,0.04995,1.8756716666666667e-07,0.0031783752860411888,0.049950555555555554
LZW-E003211,3211,3211,0.409483492689098,1.8756300000000002e-07,0.00321,0.04995,1.8756716666666667e-07,0.0031783752860411888,0.049950555555555554
LZW-E003212,3212,3212,0.41033501204291656,1.87558e-07,0.00321,0.04997,1.87558e-07,0.0031783752860411888,0.04997
LZW-E003213,3213,3213,0.410772936282023,1.87553e-07,0.00321,0.04998,1.8755050000000002e-07,0.0031783752860411888,0.04998
LZW-E003214,3214,3214,0.410772936282023,1.8755e-07,0.00321,0.04998,1.8755050000000002e-07,0.0031783752860411888,0.04998
LZW-E003215,3215,3215,0.410772936282023,1.87551e-07,0.00321,0.04998,1.8755050000000002e-07,0.0031783752860411888,0.04998
LZW-E003216,3216,3216,0.4118677468797898,1.87546e-07,0.00321,0.05001,1.8754650000000002e-07,0.0031783752860411888,0.050005
LZW-E003217,3217,3217,0.4118677468797898,1.87547e-07,0.00321,0.05,1.8754650000000002e-07,0.0031783752860411888,0.050005
LZW-E003218,3218,3218,0.412086708999343,1.87545e-07,0.00321,0.05001,1.87545e-07,0.0031783752860411888,0.05001
LZW-E003219,3219,3219,0.412086708999343,1.87545e-07,0.00321,0.05001,1.87545e-07,0.0031783752860411888,0.05001
LZW-E003220,3220,3220,0.412086708999343,1.8754300000000005e-07,0.00321,0.05001,1.87545e-07,0.0031783752860411888,0.05001
LZW-E003221,3221,3221,0.4129625574775563,1.8753900000000002e-07,0.00321,0.05003,1.8753900000000002e-07,0.0031783752860411888,0.05003
LZW-E003222,3222,3222,0.4129625574775563,1.8753900000000002e-07,0.00321,0.05003,1.8753900000000002e-07,0.0031783752860411888,0.05003
LZW-E003223,3223,3223,0.41310853222392524,1.87535e-07,0.00321,0.05004,1.875332380952381e-07,0.0031783752860411888,0.05003333333333333
LZW-E003224,3224,3224,0.41310853222392524,1.87532e-07,0.00321,0.05004,1.875332380952381e-07,0.0031783752860411888,0.05003333333333333
LZW-E003225,3225,3225,0.41310853222392524,1.87531e-07,0.00321,0.05004,1.875332380952381e-07,0.0031783752860411888,0.05003333333333333
LZW-E003226,3226,3226,0.41310853222392524,1.87527e-07,0.00321,0.05006,1.875332380952381e-07,0.0031783752860411888,0.05003333333333333
LZW-E003227,3227,3227,0.41310853222392524,1.87529e-07,0.00321,0.05004,1.875332380952381e-07,0.0031783752860411888,0.05003333333333333
LZW-E003228,3228,3228,0.41310853222392524,1.87531e-07,0.00321,0.05002,1.875332380952381e-07,0.0031783752860411888,0.05003333333333333
LZW-E003229,3229,3229,0.41310853222392524,1.8753e-07,0.00321,0.05003,1.875332380952381e-07,0.0031783752860411888,0.05003333333333333
LZW-E003230,3230,3230,0.41310853222392524,1.87532e-07,0.00321,0.05002,1.875332380952381e-07,0.0031783752860411888,0.05003333333333333
LZW-E003231,3231,3231,0.41310853222392524,1.8753e-07,0.00321,0.05002,1.875332380952381e-07,0.0031783752860411888,0.05003333333333333
LZW-E003232,3232,3232,0.41310853222392524,1.87525e-07,0.00321,0.05003,1.875332380952381e-07,0.0031783752860411888,0.05003333333333333
LZW-E003233,3233,3233,0.41310853222392524,1.87522e-07,0.00321,0.05003,1.875332380952381e-07,0.0031783752860411888,0.05003333333333333
LZW-E003234,3234,3234,0.41310853222392524,1.87524e-07,0.00321,0.05003,1.875332380952381e-07,0.0031783752860411888,0.05003333333333333
LZW-E003235,3235,3235,0.4138384059557695,1.87521e-07,0.00321,0.05005,1.875332380952381e-07,0.0031783752860411888,0.05005
LZW-E003236,3236,3236,0.4138384059557695,1.87525e-07,0.00321,0.05005,1.875332380952381e-07,0.0031783752860411888,0.05005
LZW-E003237,3237,3237,0.414714254433983,1.87522e-07,0.00321,0.05007,1.875332380952381e-07,0.0031783752860411888,0.05007
LZW-E003238,3238,3238,0.414714254433983,1.87526e-07,0.0032,0.05007,1.875332380952381e-07,0.0031783752860411888,0.05007
LZW-E003239,3239,3239,0.4155901029121963,1.87522e-07,0.0032,0.05009,1.875332380952381e-07,0.0031783752860411888,0.05009
LZW-E003240,3240,3240,0.41602802715130277,1.8752e-07,0.0032,0.0501,1.875332380952381e-07,0.0031783752860411888,0.0501
LZW-E003241,3241,3241,0.41602802715130277,1.8752e-07,0.0032,0.0501,1.875332380952381e-07,0.0031783752860411888,0.0501
LZW-E003242,3242,3242,0.41602802715130277,1.87526e-07,0.0032,0.0501,1.875332380952381e-07,0.0031783752860411888,0.0501
LZW-E003243,3243,3243,0.41646595139040954,1.87524e-07,0.0032,0.05011,1.875332380952381e-07,0.0031783752860411888,0.05011
LZW-E003244,3244,3244,0.4170133566892927,1.87521e-07,0.0032,0.05013,1.875332380952381e-07,0.0031783752860411888,0.0501225
LZW-E003245,3245,3245,0.4170133566892927,1.87522e-07,0.0032,0.05012,1.875332380952381e-07,0.0031783752860411888,0.0501225
LZW-E003246,3246,3246,0.4170133566892927,1.87527e-07,0.00319,0.05012,1.875332380952381e-07,0.0031783752860411888,0.0501225
LZW-E003247,3247,3247,0.4170133566892927,1.87531e-07,0.00319,0.05012,1.875332380952381e-07,0.0031783752860411888,0.0501225
LZW-E003248,3248,3248,0.41777972410772923,1.87528e-07,0.00319,0.05014,1.875332380952381e-07,0.0031783752860411888,0.05014
LZW-E003249,3249,3249,0.41777972410772923,1.87531e-07,0.00319,0.05014,1.875332380952381e-07,0.0031783752860411888,0.05014
LZW-E003250,3250,3250,0.41777972410772923,1.87548e-07,0.00317,0.05014,1.875332380952381e-07,0.0031783752860411888,0.05014
LZW-E003251,3251,3251,0.4190934968250492,1.87544e-07,0.00317,0.05017,1.875332380952381e-07,0.0031783752860411888,0.05017
LZW-E003252,3252,3252,0.4190934968250492,1.87549e-07,0.00316,0.05017,1.875332380952381e-07,0.0031783752860411888,0.05017
LZW-E003253,3253,3253,0.419531421064156,1.87547e-07,0.00316,0.05018,1.875332380952381e-07,0.0031783752860411888,0.05018
LZW-E003254,3254,3254,0.419531421064156,1.87552e-07,0.00316,0.05018,1.875332380952381e-07,0.0031783752860411888,0.05018
LZW-E003255,3255,3255,0.41996934530326246,1.8755e-07,0.00316,0.05019,1.875332380952381e-07,0.0031783752860411888,0.05019
LZW-E003256,3256,3256,0.42084519378147567,1.87547e-07,0.00316,0.05021,1.875332380952381e-07,0.0031783752860411888,0.05021
LZW-E003257,3257,3257,0.420932778629297,1.87545e-07,0.00316,0.05022,1.875332380952381e-07,0.0031783752860411888,0.050212
LZW-E003258,3258,3258,0.420932778629297,1.87546e-07,0.00316,0.05021,1.875332380952381e-07,0.0031783752860411888,0.050212
LZW-E003259,3259,3259,0.420932778629297,1.87544e-07,0.00316,0.05021,1.875332380952381e-07,0.0031783752860411888,0.050212
LZW-E003260,3260,3260,0.420932778629297,1.87544e-07,0.00316,0.05021,1.875332380952381e-07,0.0031783752860411888,0.050212
LZW-E003261,3261,3261,0.420932778629297,1.87547e-07,0.00315,0.05021,1.875332380952381e-07,0.0031783752860411888,0.050212
LZW-E003262,3262,3262,0.4230348149770089,1.8753900000000002e-07,0.00315,0.05026,1.875332380952381e-07,0.0031783752860411888,0.05026
LZW-E003263,3263,3263,0.4230348149770089,1.87542e-07,0.00315,0.05026,1.875332380952381e-07,0.0031783752860411888,0.05026
LZW-E003264,3264,3264,0.4243485876943289,1.87538e-07,0.00315,0.05029,1.875332380952381e-07,0.0031783752860411888,0.05029
LZW-E003265,3265,3265,0.42478651193343536,1.87535e-07,0.00315,0.0503,1.875332380952381e-07,0.0031783752860411888,0.0503
LZW-E003266,3266,3266,0.42741405736807536,1.8753e-07,0.00315,0.05036,1.8753075e-07,0.0031783752860411888,0.05036
LZW-E003267,3267,3267,0.42741405736807536,1.87528e-07,0.00315,0.05036,1.8753075e-07,0.0031783752860411888,0.05036
LZW-E003268,3268,3268,0.42741405736807536,1.8753e-07,0.00315,0.05036,1.8753075e-07,0.0031783752860411888,0.05036
LZW-E003269,3269,3269,0.42741405736807536,1.87535e-07,0.00314,0.05036,1.8753075e-07,0.0031783752860411888,0.05036
LZW-E003270,3270,3270,0.4277425005474053,1.8753e-07,0.00314,0.05039,1.8752750000000002e-07,0.0031783752860411888,0.0503675
LZW-E003271,3271,3271,0.4277425005474053,1.87531e-07,0.00314,0.05038,1.8752750000000002e-07,0.0031783752860411888,0.0503675
LZW-E003272,3272,3272,0.4277425005474053,1.87528e-07,0.00314,0.05038,1.8752750000000002e-07,0.0031783752860411888,0.0503675
LZW-E003273,3273,3273,0.4277425005474053,1.87523e-07,0.00315,0.05038,1.8752750000000002e-07,0.0031783752860411888,0.0503675
LZW-E003274,3274,3274,0.4277425005474053,1.8753e-07,0.00314,0.05038,1.8752750000000002e-07,0.0031783752860411888,0.0503675
LZW-E003275,3275,3275,0.4277425005474053,1.87523e-07,0.00314,0.05043,1.8752750000000002e-07,0.0031783752860411888,0.0503675
LZW-E003276,3276,3276,0.4277425005474053,1.87526e-07,0.00314,0.05039,1.8752750000000002e-07,0.0031783752860411888,0.0503675
LZW-E003277,3277,3277,0.4277425005474053,1.87528e-07,0.00314,0.05036,1.8752750000000002e-07,0.0031783752860411888,0.0503675
LZW-E003278,3278,3278,0.4277425005474053,1.87529e-07,0.00314,0.05035,1.8752750000000002e-07,0.0031783752860411888,0.0503675
LZW-E003279,3279,3279,0.4277425005474053,1.87528e-07,0.00314,0.05035,1.8752750000000002e-07,0.0031783752860411888,0.0503675
LZW-E003280,3280,3280,0.4277425005474053,1.8753e-07,0.00314,0.05035,1.8752750000000002e-07,0.0031783752860411888,0.0503675
LZW-E003281,3281,3281,0.4277425005474053,1.87529e-07,0.00314,0.05035,1.8752750000000002e-07,0.0031783752860411888,0.0503675
LZW-E003282,3282,3282,0.4277425005474053,1.87529e-07,0.00314,0.05034,1.8752750000000002e-07,0.0031783752860411888,0.0503675
LZW-E003283,3283,3283,0.4277425005474053,1.87524e-07,0.00314,0.05035,1.8752750000000002e-07,0.0031783752860411888,0.0503675
LZW-E003284,3284,3284,0.4277425005474053,1.87522e-07,0.00315,0.05035,1.8752750000000002e-07,0.0031783752860411888,0.0503675
LZW-E003285,3285,3285,0.4277425005474053,1.8751900000000005e-07,0.00315,0.05035,1.8752750000000002e-07,0.0031783752860411888,0.0503675
LZW-E003286,3286,3286,0.4282618037560789,1.87514e-07,0.00315,0.05038,1.8740820000000002e-07,0.0031783752860411888,0.05037935828877006
LZW-E003287,3287,3287,0.4282618037560789,1.87507e-07,0.00315,0.05044,1.8740820000000002e-07,0.0031783752860411888,0.05037935828877006
LZW-E003288,3288,3288,0.4282618037560789,1.87509e-07,0.00315,0.05041,1.8740820000000002e-07,0.0031783752860411888,0.05037935828877006
LZW-E003289,3289,3289,0.4282618037560789,1.87511e-07,0.00315,0.0504,1.8740820000000002e-07,0.0031783752860411888,0.05037935828877006
LZW-E003290,3290,3290,0.4282618037560789,1.87509e-07,0.00315,0.05041,1.8740820000000002e-07,0.0031783752860411888,0.05037935828877006
LZW-E003291,3291,3291,0.4282618037560789,1.8751e-07,0.00315,0.0504,1.8740820000000002e-07,0.0031783752860411888,0.05037935828877006
LZW-E003292,3292,3292,0.4282618037560789,1.8751e-07,0.00315,0.0504,1.8740820000000002e-07,0.0031783752860411888,0.05037935828877006
LZW-E003293,3293,3293,0.4282618037560789,1.87508e-07,0.00315,0.05041,1.8740820000000002e-07,0.0031783752860411888,0.05037935828877006
LZW-E003294,3294,3294,0.4282618037560789,1.87501e-07,0.00315,0.05041,1.8740820000000002e-07,0.0031783752860411888,0.05037935828877006
LZW-E003295,3295,3295,0.4282618037560789,1.87498e-07,0.00315,0.05041,1.8740820000000002e-07,0.0031783752860411888,0.05037935828877006
LZW-E003296,3296,3296,0.4282618037560789,1.875e-07,0.00315,0.05041,1.8740820000000002e-07,0.0031783752860411888,0.05037935828877006
LZW-E003297,3297,3297,0.4282618037560789,1.87493e-07,0.00315,0.05044,1.8740820000000002e-07,0.0031783752860411888,0.05037935828877006
LZW-E003298,3298,3298,0.4282618037560789,1.87488e-07,0.00315,0.05047,1.8740820000000002e-07,0.0031783752860411888,0.05037935828877006
LZW-E003299,3299,3299,0.4282618037560789,1.87488e-07,0.00315,0.05047,1.8740820000000002e-07,0.0031783752860411888,0.05037935828877006
LZW-E003300,3300,3300,0.4282618037560789,1.87491e-07,0.00315,0.05043,1.8740820000000002e-07,0.0031783752860411888,0.05037935828877006
LZW-E003301,3301,3301,0.4282618037560789,1.87494e-07,0.00315,0.05039,1.8740820000000002e-07,0.0031783752860411888,0.05037935828877006
LZW-E003302,3302,3302,0.4282618037560789,1.87491e-07,0.00315,0.0504,1.8740820000000002e-07,0.0031783752860411888,0.05037935828877006
LZW-E003303,3303,3303,0.4282618037560789,1.87493e-07,0.00315,0.05039,1.8740820000000002e-07,0.0031783752860411888,0.05037935828877006
LZW-E003304,3304,3304,0.4282618037560789,1.87487e-07,0.00315,0.0504,1.8740820000000002e-07,0.0031783752860411888,0.05037935828877006
LZW-E003305,3305,3305,0.4282618037560789,1.87488e-07,0.00315,0.0504,1.8740820000000002e-07,0.0031783752860411888,0.05037935828877006
