event_id,canonical_row_6104,original_index,health_progress_h,i0_A_per_cm2,ih_A_per_cm2,R_ohm_reported_ohm_cm2,i0_A_per_cm2_monotone,ih_A_per_cm2_monotone,R_ohm_reported_ohm_cm2_monotone
LZW-E000001,1,1,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000002,2,2,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000003,3,3,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000004,4,4,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000005,5,5,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000006,6,6,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000007,7,7,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000008,8,8,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000009,9,9,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000010,10,10,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000011,11,11,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000012,12,12,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000013,13,13,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000014,14,14,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000015,15,15,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000016,16,16,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000017,17,17,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000018,18,18,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000019,19,19,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000020,20,20,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000021,21,21,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000022,22,22,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000023,23,23,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000024,24,24,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000025,25,25,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000026,26,26,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000027,27,27,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000028,28,28,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000029,29,29,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000030,30,30,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000031,31,31,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000032,32,32,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000033,33,33,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000034,34,34,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000035,35,35,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000036,36,36,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000037,37,37,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000038,38,38,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000039,39,39,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000040,40,40,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000041,41,41,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000042,42,42,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000043,43,43,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000044,44,44,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000045,45,45,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000046,46,46,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000047,47,47,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000048,48,48,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000049,49,49,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000050,50,50,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000051,51,51,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000052,52,52,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000053,53,53,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000054,54,54,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000055,55,55,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000056,56,56,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000057,57,57,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000058,58,58,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000059,59,59,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000060,60,60,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000061,61,61,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000062,62,62,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000063,63,63,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000064,64,64,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000065,65,65,0.0,1.907e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000066,66,66,0.0,1.90699e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000067,67,67,0.0,1.90699e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000068,68,68,0.0,1.90699e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000069,69,69,0.0,1.90699e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000070,70,70,0.0,1.90699e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000071,71,71,0.0,1.90699e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000072,72,72,0.0,1.90699e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000073,73,73,0.0,1.90699e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000074,74,74,0.0,1.90699e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000075,75,75,0.0,1.90699e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000076,76,76,0.0,1.90699e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000077,77,77,0.0,1.90699e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000078,78,78,0.0,1.90699e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000079,79,79,0.0,1.90699e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000080,80,80,0.0,1.90699e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000081,81,81,0.0,1.90699e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000082,82,82,0.0,1.90699e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000083,83,83,0.0,1.90699e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000084,84,84,0.0,1.90699e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000085,85,85,0.0,1.90699e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000086,86,86,0.0,1.90699e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000087,87,87,0.0,1.90699e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000088,88,88,0.0,1.90699e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000089,89,89,0.0,1.90699e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000090,90,90,0.0,1.90699e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000091,91,91,0.0,1.90699e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000092,92,92,0.0,1.90699e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000093,93,93,0.0,1.90699e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000094,94,94,0.0,1.90699e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000095,95,95,0.0,1.90699e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000096,96,96,0.0,1.90699e-07,0.002,0.0406,1.907e-07,0.002,0.0406
LZW-E000097,97,97,7.298737318446141e-05,1.90699e-07,0.002,0.04061,1.90699e-07,0.002,0.04060166666666666
LZW-E000098,98,98,7.298737318446141e-05,1.90699e-07,0.002,0.0406,1.90699e-07,0.002,0.04060166666666666
LZW-E000099,99,99,7.298737318446141e-05,1.90699e-07,0.002,0.0406,1.90699e-07,0.002,0.04060166666666666
LZW-E000100,100,100,7.298737318446141e-05,1.90699e-07,0.002,0.0406,1.90699e-07,0.002,0.04060166666666666
LZW-E000101,101,101,7.298737318446141e-05,1.90699e-07,0.002,0.0406,1.90699e-07,0.002,0.04060166666666666
LZW-E000102,102,102,7.298737318446141e-05,1.90699e-07,0.002,0.0406,1.90699e-07,0.002,0.04060166666666666
LZW-E000103,103,103,9.713453132599658e-05,1.90699e-07,0.002,0.04061,1.90699e-07,0.002,0.04061
LZW-E000104,104,104,9.713453132599658e-05,1.90699e-07,0.002,0.04061,1.90699e-07,0.002,0.04061
LZW-E000105,105,105,0.00019426906265199303,1.90698e-07,0.002,0.04061,1.90698e-07,0.002,0.04061
LZW-E000106,106,106,0.00019426906265199303,1.90698e-07,0.002,0.04061,1.90698e-07,0.002,0.04061
LZW-E000107,107,107,0.00019426906265199303,1.90698e-07,0.002,0.04061,1.90698e-07,0.002,0.04061
LZW-E000108,108,108,0.00019426906265199303,1.90698e-07,0.002,0.04061,1.90698e-07,0.002,0.04061
LZW-E000109,109,109,0.00019426906265199303,1.90698e-07,0.002,0.04061,1.90698e-07,0.002,0.04061
LZW-E000110,110,110,0.00019426906265199303,1.90698e-07,0.002,0.04061,1.90698e-07,0.002,0.04061
LZW-E000111,111,111,0.00019426906265199303,1.90698e-07,0.002,0.04061,1.90698e-07,0.002,0.04061
LZW-E000112,112,112,0.00019426906265199303,1.90698e-07,0.002,0.04061,1.90698e-07,0.002,0.04061
LZW-E000113,113,113,0.00019426906265199303,1.90698e-07,0.002,0.04061,1.90698e-07,0.002,0.04061
LZW-E000114,114,114,0.00019426906265199303,1.90698e-07,0.002,0.04061,1.90698e-07,0.002,0.04061
LZW-E000115,115,115,0.00019426906265199303,1.90698e-07,0.002,0.04061,1.90698e-07,0.002,0.04061
LZW-E000116,116,116,0.00019426906265199303,1.90698e-07,0.002,0.04061,1.90698e-07,0.002,0.04061
LZW-E000117,117,117,0.00019426906265199303,1.90698e-07,0.002,0.04061,1.90698e-07,0.002,0.04061
LZW-E000118,118,118,0.00019426906265199303,1.90698e-07,0.002,0.04061,1.90698e-07,0.002,0.04061
LZW-E000119,119,119,0.00019426906265199303,1.90698e-07,0.002,0.04061,1.90698e-07,0.002,0.04061
LZW-E000120,120,120,0.00019426906265199303,1.90698e-07,0.002,0.04061,1.90698e-07,0.002,0.04061
LZW-E000121,121,121,0.00019426906265199303,1.90698e-07,0.002,0.04061,1.90698e-07,0.002,0.04061
LZW-E000122,122,122,0.00019426906265199303,1.90698e-07,0.002,0.04061,1.90698e-07,0.002,0.04061
LZW-E000123,123,123,0.00019426906265199303,1.90698e-07,0.002,0.04061,1.90698e-07,0.002,0.04061
LZW-E000124,124,124,0.00019426906265199303,1.90698e-07,0.002,0.04061,1.90698e-07,0.002,0.04061
LZW-E000125,125,125,0.00019426906265199303,1.90698e-07,0.002,0.04061,1.90698e-07,0.002,0.04061
LZW-E000126,126,126,0.00019426906265199303,1.90698e-07,0.002,0.04061,1.90698e-07,0.002,0.04061
LZW-E000127,127,127,0.00019426906265199303,1.90698e-07,0.002,0.04061,1.90698e-07,0.002,0.04061
LZW-E000128,128,128,0.00019426906265199303,1.90698e-07,0.002,0.04061,1.90698e-07,0.002,0.04061
LZW-E000129,129,129,0.0002914035939779895,1.90697e-07,0.002,0.04061,1.90697e-07,0.002,0.04061
LZW-E000130,130,130,0.0002914035939779895,1.90697e-07,0.002,0.04061,1.90697e-07,0.002,0.04061
LZW-E000131,131,131,0.0002914035939779895,1.90697e-07,0.002,0.04061,1.90697e-07,0.002,0.04061
LZW-E000132,132,132,0.00038853812530398595,1.90696e-07,0.002,0.04061,1.90696e-07,0.002,0.04061
LZW-E000133,133,133,0.00048567265662484015,1.9069500000000005e-07,0.002,0.04062,1.9069500000000005e-07,0.002,0.04062
LZW-E000134,134,134,0.00048567265662484015,1.9069500000000005e-07,0.002,0.04062,1.9069500000000005e-07,0.002,0.04062
LZW-E000135,135,135,0.00048567265662484015,1.9069500000000005e-07,0.002,0.04062,1.9069500000000005e-07,0.002,0.04062
LZW-E000136,136,136,0.00048567265662484015,1.9069500000000005e-07,0.002,0.04062,1.9069500000000005e-07,0.002,0.04062
LZW-E000137,137,137,0.00048567265662484015,1.9069500000000005e-07,0.002,0.04062,1.9069500000000005e-07,0.002,0.04062
LZW-E000138,138,138,0.00048567265662484015,1.9069500000000005e-07,0.002,0.04062,1.9069500000000005e-07,0.002,0.04062
LZW-E000139,139,139,0.00048567265662484015,1.9069500000000005e-07,0.002,0.04062,1.9069500000000005e-07,0.002,0.04062
LZW-E000140,140,140,0.00048567265662484015,1.9069500000000005e-07,0.002,0.04062,1.9069500000000005e-07,0.002,0.04062
LZW-E000141,141,141,0.00048567265662484015,1.9069500000000005e-07,0.002,0.04062,1.9069500000000005e-07,0.002,0.04062
LZW-E000142,142,142,0.00048567265662484015,1.9069500000000005e-07,0.002,0.04062,1.9069500000000005e-07,0.002,0.04062
LZW-E000143,143,143,0.00048567265662484015,1.9069500000000005e-07,0.002,0.04062,1.9069500000000005e-07,0.002,0.04062
LZW-E000144,144,144,0.0004856726566248402,1.9069500000000005e-07,0.002,0.04062,1.9069500000000005e-07,0.002,0.04062
LZW-E000145,145,145,0.0004856726566248402,1.9069500000000005e-07,0.002,0.04062,1.9069500000000005e-07,0.002,0.04062
LZW-E000146,146,146,0.0004856726566248402,1.9069500000000005e-07,0.002,0.04062,1.9069500000000005e-07,0.002,0.04062
LZW-E000147,147,147,0.0004856726566248402,1.9069500000000005e-07,0.002,0.04062,1.9069500000000005e-07,0.002,0.04062
LZW-E000148,148,148,0.0004856726566248402,1.9069500000000005e-07,0.002,0.04062,1.9069500000000005e-07,0.002,0.04062
LZW-E000149,149,149,0.0004856726566248402,1.9069500000000005e-07,0.002,0.04062,1.9069500000000005e-07,0.002,0.04062
LZW-E000150,150,150,0.0005180508337352198,1.90694e-07,0.002,0.04062,1.906946666666667e-07,0.002,0.04062
LZW-E000151,151,151,0.0005180508337352198,1.9069500000000005e-07,0.002,0.04062,1.906946666666667e-07,0.002,0.04062
LZW-E000152,152,152,0.0005180508337352198,1.9069500000000005e-07,0.002,0.04062,1.906946666666667e-07,0.002,0.04062
LZW-E000153,153,153,0.0005342399222904096,1.90694e-07,0.002,0.04062,1.9069450000000004e-07,0.002,0.04062
LZW-E000154,154,154,0.0005342399222904096,1.9069500000000005e-07,0.002,0.04062,1.9069450000000004e-07,0.002,0.04062
LZW-E000155,155,155,0.000559952004113358,1.90694e-07,0.002,0.04062,1.9069423529411766e-07,0.002,0.04062
LZW-E000156,156,156,0.000559952004113358,1.90694e-07,0.002,0.04062,1.9069423529411766e-07,0.002,0.04062
LZW-E000157,157,157,0.000559952004113358,1.90694e-07,0.002,0.04062,1.9069423529411766e-07,0.002,0.04062
LZW-E000158,158,158,0.000559952004113358,1.90694e-07,0.002,0.04062,1.9069423529411766e-07,0.002,0.04062
LZW-E000159,159,159,0.000559952004113358,1.90694e-07,0.002,0.04062,1.9069423529411766e-07,0.002,0.04062
LZW-E000160,160,160,0.000559952004113358,1.90694e-07,0.002,0.04062,1.9069423529411766e-07,0.002,0.04062
LZW-E000161,161,161,0.000559952004113358,1.90694e-07,0.002,0.04062,1.9069423529411766e-07,0.002,0.04062
LZW-E000162,162,162,0.000559952004113358,1.90694e-07,0.002,0.04062,1.9069423529411766e-07,0.002,0.04062
LZW-E000163,163,163,0.000559952004113358,1.9069500000000005e-07,0.002,0.04062,1.9069423529411766e-07,0.002,0.04062
LZW-E000164,164,164,0.000559952004113358,1.9069500000000005e-07,0.002,0.04062,1.9069423529411766e-07,0.002,0.04062
LZW-E000165,165,165,0.000559952004113358,1.90694e-07,0.002,0.04062,1.9069423529411766e-07,0.002,0.04062
LZW-E000166,166,166,0.000559952004113358,1.90694e-07,0.002,0.04062,1.9069423529411766e-07,0.002,0.04062
LZW-E000167,167,167,0.000559952004113358,1.90694e-07,0.002,0.04062,1.9069423529411766e-07,0.002,0.04062
LZW-E000168,168,168,0.000559952004113358,1.9069500000000005e-07,0.002,0.04062,1.9069423529411766e-07,0.002,0.04062
LZW-E000169,169,169,0.000559952004113358,1.90694e-07,0.002,0.04062,1.9069423529411766e-07,0.002,0.04062
LZW-E000170,170,170,0.000559952004113358,1.90694e-07,0.002,0.04062,1.9069423529411766e-07,0.002,0.04062
LZW-E000171,171,171,0.000559952004113358,1.9069500000000005e-07,0.002,0.04062,1.9069423529411766e-07,0.002,0.04062
LZW-E000172,172,172,0.0005633802816897512,1.90694e-07,0.002,0.04062,1.906942e-07,0.002,0.04062
LZW-E000173,173,173,0.0005633802816897512,1.90694e-07,0.002,0.04062,1.906942e-07,0.002,0.04062
LZW-E000174,174,174,0.0005633802816897512,1.90694e-07,0.002,0.04062,1.906942e-07,0.002,0.04062
LZW-E000175,175,175,0.0005633802816897512,1.90694e-07,0.002,0.04062,1.906942e-07,0.002,0.04062
LZW-E000176,176,176,0.0005633802816897512,1.9069500000000005e-07,0.002,0.04062,1.906942e-07,0.002,0.04062
LZW-E000177,177,177,0.0005828071879559791,1.90694e-07,0.002,0.04063,1.90694e-07,0.002,0.04063
LZW-E000178,178,178,0.0005828071879559791,1.90694e-07,0.002,0.04063,1.90694e-07,0.002,0.04063
LZW-E000179,179,179,0.0005828071879559791,1.90694e-07,0.002,0.04063,1.90694e-07,0.002,0.04063
LZW-E000180,180,180,0.0005828071879559791,1.90694e-07,0.002,0.04063,1.90694e-07,0.002,0.04063
LZW-E000181,181,181,0.0005828071879559791,1.90694e-07,0.002,0.04063,1.90694e-07,0.002,0.04063
LZW-E000182,182,182,0.0005828071879559791,1.90694e-07,0.002,0.04063,1.90694e-07,0.002,0.04063
LZW-E000183,183,183,0.0005828071879559791,1.90694e-07,0.002,0.04063,1.90694e-07,0.002,0.04063
LZW-E000184,184,184,0.0005828071879559791,1.90694e-07,0.002,0.04063,1.90694e-07,0.002,0.04063
LZW-E000185,185,185,0.0005828071879559791,1.90694e-07,0.002,0.04063,1.90694e-07,0.002,0.04063
LZW-E000186,186,186,0.0005828071879559791,1.90694e-07,0.002,0.04063,1.90694e-07,0.002,0.04063
LZW-E000187,187,187,0.0006313744536189772,1.90693e-07,0.002,0.04063,1.906935e-07,0.002,0.04063
LZW-E000188,188,188,0.0006313744536189772,1.90694e-07,0.002,0.04063,1.906935e-07,0.002,0.04063
LZW-E000189,189,189,0.0006799417192819753,1.90693e-07,0.002,0.04063,1.90693e-07,0.002,0.04063
LZW-E000190,190,190,0.0006799417192819753,1.90693e-07,0.002,0.04063,1.90693e-07,0.002,0.04063
LZW-E000191,191,191,0.0006799417192819753,1.90693e-07,0.002,0.04063,1.90693e-07,0.002,0.04063
LZW-E000192,192,192,0.0006799417192819753,1.90693e-07,0.002,0.04063,1.90693e-07,0.002,0.04063
LZW-E000193,193,193,0.0006799417192819753,1.90693e-07,0.002,0.04063,1.90693e-07,0.002,0.04063
LZW-E000194,194,194,0.0006799417192819753,1.90693e-07,0.002,0.04063,1.90693e-07,0.002,0.04063
LZW-E000195,195,195,0.0006799417192819753,1.90693e-07,0.002,0.04063,1.90693e-07,0.002,0.04063
LZW-E000196,196,196,0.0006799417192819753,1.90693e-07,0.002,0.04063,1.90693e-07,0.002,0.04063
LZW-E000197,197,197,0.0006799417192819753,1.90693e-07,0.002,0.04063,1.90693e-07,0.002,0.04063
LZW-E000198,198,198,0.0006799417192819753,1.90693e-07,0.002,0.04063,1.90693e-07,0.002,0.04063
LZW-E000199,199,199,0.0006799417192819753,1.90693e-07,0.002,0.04063,1.90693e-07,0.002,0.04063
LZW-E000200,200,200,0.0006799417192819753,1.90693e-07,0.002,0.04063,1.90693e-07,0.002,0.04063
LZW-E000201,201,201,0.0006799417192819753,1.90693e-07,0.002,0.04063,1.90693e-07,0.002,0.04063
LZW-E000202,202,202,0.0006799417192819753,1.90693e-07,0.002,0.04063,1.90693e-07,0.002,0.04063
LZW-E000203,203,203,0.0006799417192819754,1.90693e-07,0.002,0.04063,1.90693e-07,0.002,0.04063
LZW-E000204,204,204,0.0007123198963906409,1.90692e-07,0.002,0.04063,1.9069266666666666e-07,0.002,0.04063
LZW-E000205,205,205,0.0007123198963906409,1.90693e-07,0.002,0.04063,1.9069266666666666e-07,0.002,0.04063
LZW-E000206,206,206,0.0007123198963906409,1.90693e-07,0.002,0.04063,1.9069266666666666e-07,0.002,0.04063
LZW-E000207,207,207,0.0007770762506079718,1.90692e-07,0.002,0.04063,1.90692e-07,0.002,0.04063
LZW-E000208,208,208,0.0007770762506079718,1.90692e-07,0.002,0.04063,1.90692e-07,0.002,0.04063
LZW-E000209,209,209,0.0007770762506079718,1.90692e-07,0.002,0.04063,1.90692e-07,0.002,0.04063
LZW-E000210,210,210,0.0007770762506079718,1.90692e-07,0.002,0.04063,1.90692e-07,0.002,0.04063
LZW-E000211,211,211,0.0007770762506079718,1.90692e-07,0.002,0.04063,1.90692e-07,0.002,0.04063
LZW-E000212,212,212,0.0007770762506079718,1.90692e-07,0.002,0.04063,1.90692e-07,0.002,0.04063
LZW-E000213,213,213,0.0009713453132599649,1.9069e-07,0.002,0.04064,1.9069e-07,0.002,0.04064
LZW-E000214,214,214,0.0011656143759119582,1.90688e-07,0.002,0.04065,1.90688e-07,0.002,0.04065
LZW-E000215,215,215,0.0011656143759119582,1.90688e-07,0.002,0.04065,1.90688e-07,0.002,0.04065
LZW-E000216,216,216,0.0011656143759119582,1.90688e-07,0.002,0.04065,1.90688e-07,0.002,0.04065
LZW-E000217,217,217,0.0011656143759119582,1.90688e-07,0.002,0.04065,1.90688e-07,0.002,0.04065
LZW-E000218,218,218,0.0011656143759119582,1.90688e-07,0.002,0.04065,1.90688e-07,0.002,0.04065
LZW-E000219,219,219,0.0011656143759119582,1.90688e-07,0.002,0.04065,1.90688e-07,0.002,0.04065
LZW-E000220,220,220,0.0011656143759119582,1.90688e-07,0.002,0.04065,1.90688e-07,0.002,0.04065
LZW-E000221,221,221,0.0011656143759119582,1.90688e-07,0.002,0.04065,1.90688e-07,0.002,0.04065
LZW-E000222,222,222,0.0011656143759119582,1.90688e-07,0.002,0.04065,1.90688e-07,0.002,0.04065
LZW-E000223,223,223,0.0012539184952992275,1.90687e-07,0.002,0.04065,1.906870909090909e-07,0.002,0.04065
LZW-E000224,224,224,0.0012539184952992275,1.90687e-07,0.002,0.04065,1.906870909090909e-07,0.002,0.04065
LZW-E000225,225,225,0.0012539184952992275,1.90687e-07,0.002,0.04065,1.906870909090909e-07,0.002,0.04065
LZW-E000226,226,226,0.0012539184952992275,1.90687e-07,0.002,0.04065,1.906870909090909e-07,0.002,0.04065
LZW-E000227,227,227,0.0012539184952992275,1.90687e-07,0.002,0.04065,1.906870909090909e-07,0.002,0.04065
LZW-E000228,228,228,0.0012539184952992275,1.90687e-07,0.002,0.04065,1.906870909090909e-07,0.002,0.04065
LZW-E000229,229,229,0.0012539184952992275,1.90687e-07,0.002,0.04065,1.906870909090909e-07,0.002,0.04065
LZW-E000230,230,230,0.0012539184952992275,1.90687e-07,0.002,0.04065,1.906870909090909e-07,0.002,0.04065
LZW-E000231,231,231,0.0012539184952992275,1.90687e-07,0.002,0.04065,1.906870909090909e-07,0.002,0.04065
LZW-E000232,232,232,0.0012539184952992275,1.90687e-07,0.002,0.04065,1.906870909090909e-07,0.002,0.04065
LZW-E000233,233,233,0.0012539184952992275,1.90688e-07,0.002,0.04065,1.906870909090909e-07,0.002,0.04065
LZW-E000234,234,234,0.0012627489072379544,1.90687e-07,0.002,0.04066,1.90687e-07,0.002,0.040654444444444444
LZW-E000235,235,235,0.0012627489072379544,1.90687e-07,0.002,0.04066,1.90687e-07,0.002,0.040654444444444444
LZW-E000236,236,236,0.0012627489072379544,1.90687e-07,0.002,0.04066,1.90687e-07,0.002,0.040654444444444444
LZW-E000237,237,237,0.0012627489072379544,1.90687e-07,0.002,0.04066,1.90687e-07,0.002,0.040654444444444444
LZW-E000238,238,238,0.0012627489072379544,1.90687e-07,0.002,0.04065,1.90687e-07,0.002,0.040654444444444444
LZW-E000239,239,239,0.0012627489072379544,1.90687e-07,0.002,0.04065,1.90687e-07,0.002,0.040654444444444444
LZW-E000240,240,240,0.0012627489072379544,1.90687e-07,0.002,0.04065,1.90687e-07,0.002,0.040654444444444444
LZW-E000241,241,241,0.0012627489072379544,1.90687e-07,0.002,0.04065,1.90687e-07,0.002,0.040654444444444444
LZW-E000242,242,242,0.0012627489072379544,1.90687e-07,0.002,0.04065,1.90687e-07,0.002,0.040654444444444444
LZW-E000243,243,243,0.0012627489072379544,1.90687e-07,0.002,0.04066,1.90687e-07,0.002,0.040654444444444444
LZW-E000244,244,244,0.0012627489072379544,1.90687e-07,0.002,0.04066,1.90687e-07,0.002,0.040654444444444444
LZW-E000245,245,245,0.0012627489072379544,1.90687e-07,0.002,0.04066,1.90687e-07,0.002,0.040654444444444444
LZW-E000246,246,246,0.0012627489072379544,1.90687e-07,0.002,0.04066,1.90687e-07,0.002,0.040654444444444444
LZW-E000247,247,247,0.0013598834385639507,1.90686e-07,0.002,0.04066,1.90686e-07,0.002,0.04066
LZW-E000248,248,248,0.0013598834385639507,1.90686e-07,0.002,0.04066,1.90686e-07,0.002,0.04066
LZW-E000249,249,249,0.0013598834385639507,1.90686e-07,0.002,0.04066,1.90686e-07,0.002,0.04066
LZW-E000250,250,250,0.0013598834385639507,1.90686e-07,0.002,0.04066,1.90686e-07,0.002,0.04066
LZW-E000251,251,251,0.0013598834385639507,1.90686e-07,0.002,0.04066,1.90686e-07,0.002,0.04066
LZW-E000252,252,252,0.0013598834385639507,1.90686e-07,0.002,0.04066,1.90686e-07,0.002,0.04066
LZW-E000253,253,253,0.0013598834385639507,1.90686e-07,0.002,0.04066,1.90686e-07,0.002,0.04066
LZW-E000254,254,254,0.0013598834385639509,1.90686e-07,0.002,0.04066,1.90686e-07,0.002,0.04066
