policy,seed,crossed_health_limit,time_to_health_limit_h,final_elapsed_h,final_max_damage_pct,final_damage_range_pct,start_count,assignment_change_count,stack_0_final_damage_pct,stack_1_final_damage_pct,stack_2_final_damage_pct
fixed_pair,2026,True,891.0,891.0,9.356555909376388,2.460580188396249,2,0,6.895975720980139,9.356555909376388,7.482422824444445
health_greedy,2026,True,1167.0,1167.0,9.358398312038336,0.6371399182031148,25,23,8.721258393835221,9.33302589385286,9.358398312038336
fixed_pair,2027,True,889.0,889.0,9.356982248471805,2.456587179146811,2,0,6.900395069324994,9.356982248471805,7.482422824444445
health_greedy,2027,True,1165.0,1165.0,9.359053494662101,0.6127720635931304,25,23,8.74628143106897,9.350393133019532,9.359053494662101
fixed_pair,2028,True,893.0,893.0,9.357346176114289,2.462051847923462,2,0,6.895294328190827,9.357346176114289,7.482422824444445
health_greedy,2028,True,1168.0,1168.0,9.356240653782,0.615822039674768,25,23,8.740418614107233,9.348227869686179,9.356240653782
fixed_pair,2029,True,893.0,893.0,9.354327111114301,2.4503906440345844,2,0,6.903936467079717,9.354327111114301,7.482422824444445
health_greedy,2029,True,1152.0,1152.0,9.355948362186187,0.7347805502090488,24,22,8.621167811977138,9.355948362186187,9.228944483661117
fixed_pair,2030,True,903.0,903.0,9.35529113647048,2.4348603944483065,2,0,6.920430742022174,9.35529113647048,7.482422824444445
health_greedy,2030,True,1172.0,1172.0,9.355407462423328,0.6425320450057548,25,23,8.712875417417573,9.298022347186194,9.355407462423328
fixed_pair,2031,True,892.0,892.0,9.354430689828678,2.4495215819098757,2,0,6.904909107918803,9.354430689828678,7.482422824444445
health_greedy,2031,True,1167.0,1167.0,9.355071465927242,0.6290381665364784,25,23,8.726033299390764,9.340756238852842,9.355071465927242
fixed_pair,2032,True,899.0,899.0,9.354992746328033,2.4523374576161823,2,0,6.902655288711851,9.354992746328033,7.482422824444445
health_greedy,2032,True,1170.0,1170.0,9.356022941158226,0.6417916365069534,25,23,8.714231304651273,9.321413751352873,9.356022941158226
fixed_pair,2033,True,901.0,901.0,9.35472996806593,2.4401549332544716,2,0,6.914575034811459,9.35472996806593,7.482422824444445
health_greedy,2033,True,1171.0,1171.0,9.353879644013004,0.6555671690896734,25,23,8.69831247492333,9.305223253019522,9.353879644013004
fixed_pair,2034,True,889.0,889.0,9.35728782180513,2.4700521635912436,2,0,6.8872356582138865,9.35728782180513,7.482422824444445
health_greedy,2034,True,1149.0,1149.0,9.357836799162675,0.7356281257793498,24,22,8.622208673383325,9.357836799162675,9.236137933661132
fixed_pair,2035,True,896.0,896.0,9.355228028304493,2.4604841448531527,2,0,6.894743883451341,9.355228028304493,7.482422824444445
health_greedy,2035,True,1167.0,1167.0,9.353786727038328,0.6530831776475505,25,23,8.700703549390777,9.323635049686192,9.353786727038328
