policy,n_runs,health_limit_crossing_share,time_to_limit_mean_h,time_to_limit_std_h,time_to_limit_q10_h,time_to_limit_median_h,time_to_limit_q90_h,start_count_mean,assignment_change_mean
fixed_pair,10,1.0,894.6,4.948624949305502,889.0,893.0,901.2,2.0,0.0
health_greedy,10,1.0,1164.8,7.857056276579246,1151.7,1167.0,1171.1,24.8,22.8
