strategy,n_steps,dt_s,switch_penalty_g_per_change,hysteresis_start_multiplier,hysteresis_stop_multiplier,total_hydrogen_g,hydrogen_g_per_net_kwh,energy_weighted_efficiency_lhv_pct,total_stack_state_changes,total_stack_starts,total_stack_stops,mode_change_events,one_stack_share,two_stack_share,power_balance_mae_kw,power_balance_max_abs_kw,total_evaluated_objective_g,runtime_s,seed,split_label,penalty_multiple
break_even_hysteresis,900,1.0,0.0,1.0,2.0,1032.1950497654304,64.91095723247558,46.2171585184862,24,13,11,24,0.3,0.7,0.0,0.0,1032.1950497654304,0.02332759997807443,2033,development,0.0
offline_dp,900,1.0,0.0,1.0,2.0,1032.1950497654304,64.91095723247558,46.2171585184862,24,13,11,24,0.3,0.7,0.0,0.0,1032.1950497654304,0.030153500149026513,2033,development,0.0
one_step_greedy,900,1.0,0.05956899828423525,1.0,2.0,1035.611947331277,65.12583337610252,46.064669647679736,2,2,0,2,0.02666666666666667,0.9733333333333334,0.0,0.0,1035.7310853278454,0.022587500046938658,2033,development,0.5
break_even_hysteresis,900,1.0,0.05956899828423525,1.0,2.0,1033.4133268244127,64.98757020411391,46.162673732493126,24,13,11,24,0.20222222222222222,0.7977777777777778,0.0,0.0,1034.8429827832344,0.023529900005087256,2033,development,0.5
offline_dp,900,1.0,0.05956899828423525,1.0,2.0,1032.1950497654304,64.91095723247558,46.2171585184862,24,13,11,24,0.3,0.7,0.0,0.0,1033.6247057242522,0.030736299930140376,2033,development,0.5
one_step_greedy,900,1.0,0.1191379965684705,1.0,2.0,1036.4013174099775,65.17547396237619,46.0295847135965,2,2,0,2,0.03666666666666667,0.9633333333333334,0.0,0.0,1036.6395934031145,0.020941800205036998,2033,development,1.0
break_even_hysteresis,900,1.0,0.1191379965684705,1.0,2.0,1034.8789160730425,65.07973573141402,46.09729843374118,12,7,5,12,0.11555555555555555,0.8844444444444445,0.0,0.0,1036.3085720318643,0.02469679992645979,2033,development,1.0
offline_dp,900,1.0,0.1191379965684705,1.0,2.0,1033.3837908335286,64.98571279408125,46.1639931457863,12,7,5,12,0.20444444444444446,0.7955555555555556,0.0,0.0,1034.8134467923503,0.030668799998238683,2033,development,1.0
one_step_greedy,900,1.0,0.238275993136941,1.0,2.0,1036.4013174099775,65.17547396237619,46.0295847135965,2,2,0,2,0.03666666666666667,0.9633333333333334,0.0,0.0,1036.8778693962515,0.020945800002664328,2033,development,2.0
break_even_hysteresis,900,1.0,0.238275993136941,1.0,2.0,1035.651952034126,65.12834912499738,46.062890282114445,6,4,2,6,0.05555555555555555,0.9444444444444444,0.0,0.0,1037.0816079929477,0.023612399818375707,2033,development,2.0
offline_dp,900,1.0,0.238275993136941,1.0,2.0,1034.3560624591573,65.0468553871637,46.12060002199616,6,4,2,6,0.12555555555555556,0.8744444444444445,0.0,0.0,1035.785718417979,0.03075580019503832,2033,development,2.0
one_step_greedy,900,1.0,0.476551986273882,1.0,2.0,1036.4013174099775,65.17547396237619,46.0295847135965,2,2,0,2,0.03666666666666667,0.9633333333333334,0.0,0.0,1037.3544213825253,0.021024300018325448,2033,development,4.0
break_even_hysteresis,900,1.0,0.476551986273882,1.0,2.0,1036.0504862638884,65.15341147958789,46.04517141730755,2,2,0,2,0.03222222222222222,0.9677777777777777,0.0,0.0,1037.0035902364361,0.023064299952238798,2033,development,4.0
offline_dp,900,1.0,0.476551986273882,1.0,2.0,1035.611947331277,65.12583337610252,46.064669647679736,2,2,0,2,0.02666666666666667,0.9733333333333334,0.0,0.0,1036.5650513038247,0.030397300142794847,2033,development,4.0
one_step_greedy,900,1.0,0.0,1.0,2.0,1005.9625220962424,64.58701810216405,46.448962781570145,26,14,12,26,0.2311111111111111,0.7688888888888888,0.0,0.0,1005.9625220962424,0.020822100108489394,2034,development,0.0
break_even_hysteresis,900,1.0,0.0,1.0,2.0,1005.9625220962424,64.58701810216405,46.448962781570145,26,14,12,26,0.2311111111111111,0.7688888888888888,0.0,0.0,1005.9625220962424,0.023217200068756938,2034,development,0.0
offline_dp,900,1.0,0.0,1.0,2.0,1005.9625220962424,64.58701810216405,46.448962781570145,26,14,12,26,0.2311111111111111,0.7688888888888888,0.0,0.0,1005.9625220962424,0.03219350008293986,2034,development,0.0
one_step_greedy,900,1.0,0.05956899828423525,1.0,2.0,1008.7381953987556,64.76522798364309,46.321152467149226,2,2,0,2,0.017777777777777778,0.9822222222222222,0.0,0.0,1008.8573333953241,0.02156990021467209,2034,development,0.5
break_even_hysteresis,900,1.0,0.05956899828423525,1.0,2.0,1007.3320376588829,64.67494675208148,46.38581321914212,26,14,12,26,0.12555555555555556,0.8744444444444445,0.0,0.0,1008.880831614273,0.024332799948751926,2034,development,0.5
offline_dp,900,1.0,0.05956899828423525,1.0,2.0,1005.9625220962424,64.58701810216405,46.448962781570145,26,14,12,26,0.2311111111111111,0.7688888888888888,0.0,0.0,1007.5113160516325,0.032060999888926744,2034,development,0.5
one_step_greedy,900,1.0,0.1191379965684705,1.0,2.0,1009.318256510267,64.80247034276346,46.29453142961893,2,2,0,2,0.02666666666666667,0.9733333333333334,0.0,0.0,1009.556532503404,0.020570799941197038,2034,development,1.0
break_even_hysteresis,900,1.0,0.1191379965684705,1.0,2.0,1008.6201982350992,64.75765207024902,46.32657151846114,8,5,3,8,0.04777777777777778,0.9522222222222222,0.0,0.0,1009.573302207647,0.023933600168675184,2034,development,1.0
offline_dp,900,1.0,0.1191379965684705,1.0,2.0,1007.689793303469,64.69791616673213,46.369345069302604,8,5,3,8,0.09888888888888889,0.9011111111111111,0.0,0.0,1008.6428972760167,0.0314563000574708,2034,development,1.0
one_step_greedy,900,1.0,0.238275993136941,1.0,2.0,1009.318256510267,64.80247034276346,46.29453142961893,2,2,0,2,0.02666666666666667,0.9733333333333334,0.0,0.0,1009.7948084965409,0.021441200049594045,2034,development,2.0
break_even_hysteresis,900,1.0,0.238275993136941,1.0,2.0,1009.0449765409256,64.78492462118923,46.30706939217152,4,3,1,4,0.028888888888888888,0.9711111111111111,0.0,0.0,1009.9980805134734,0.023450199980288744,2034,development,2.0
offline_dp,900,1.0,0.238275993136941,1.0,2.0,1008.1914185970465,64.7301226169777,46.346274017611094,4,3,1,4,0.058888888888888886,0.9411111111111111,0.0,0.0,1009.1445225695943,0.032889399910345674,2034,development,2.0
one_step_greedy,900,1.0,0.476551986273882,1.0,2.0,1009.318256510267,64.80247034276346,46.29453142961893,2,2,0,2,0.02666666666666667,0.9733333333333334,0.0,0.0,1010.2713604828148,0.020754599943757057,2034,development,4.0
break_even_hysteresis,900,1.0,0.476551986273882,1.0,2.0,1009.1732412323892,64.79315975298337,46.301183819976885,2,2,0,2,0.024444444444444446,0.9755555555555555,0.0,0.0,1010.1263452049369,0.024046099977567792,2034,development,4.0
offline_dp,900,1.0,0.476551986273882,1.0,2.0,1008.7381953987556,64.76522798364309,46.321152467149226,2,2,0,2,0.017777777777777778,0.9822222222222222,0.0,0.0,1009.6912993713033,0.03219779999926686,2034,development,4.0
one_step_greedy,900,1.0,0.0,1.0,2.0,1172.861038212874,65.26376449523971,45.96731468376781,16,9,7,16,0.12666666666666668,0.8733333333333333,0.0,0.0,1172.861038212874,0.020329399965703487,2035,development,0.0
break_even_hysteresis,900,1.0,0.0,1.0,2.0,1172.861038212874,65.26376449523971,45.96731468376781,16,9,7,16,0.12666666666666668,0.8733333333333333,0.0,0.0,1172.861038212874,0.023539999965578318,2035,development,0.0
offline_dp,900,1.0,0.0,1.0,2.0,1172.861038212874,65.26376449523971,45.96731468376781,16,9,7,16,0.12666666666666668,0.8733333333333333,0.0,0.0,1172.861038212874,0.028846099972724915,2035,development,0.0
one_step_greedy,900,1.0,0.05956899828423525,1.0,2.0,1174.3206595192355,65.34498501334625,45.91017963179986,2,2,0,2,0.014444444444444444,0.9855555555555555,0.0,0.0,1174.439797515804,0.021175800124183297,2035,development,0.5
break_even_hysteresis,900,1.0,0.05956899828423525,1.0,2.0,1173.6497323202352,65.30765131968401,45.9364245900508,14,8,6,14,0.06555555555555556,0.9344444444444444,0.0,0.0,1174.4836982962145,0.02251740009523928,2035,development,0.5
offline_dp,900,1.0,0.05956899828423525,1.0,2.0,1172.973222890289,65.27000700319952,45.962918310288174,14,8,6,14,0.11777777777777777,0.8822222222222222,0.0,0.0,1173.8071888662682,0.029189500026404858,2035,development,0.5
one_step_greedy,900,1.0,0.1191379965684705,1.0,2.0,1175.131696440954,65.39011510201952,45.8784939485042,2,2,0,2,0.02666666666666667,0.9733333333333334,0.0,0.0,1175.369972434091,0.01997220003977418,2035,development,1.0
break_even_hysteresis,900,1.0,0.1191379965684705,1.0,2.0,1174.4776498634571,65.35372072927464,45.90404289952189,8,5,3,8,0.03222222222222222,0.9677777777777777,0.0,0.0,1175.430753836005,0.023414900060743093,2035,development,1.0
offline_dp,900,1.0,0.1191379965684705,1.0,2.0,1173.4560436120585,65.29687352604607,45.94400678010004,8,5,3,8,0.08,0.92,0.0,0.0,1174.4091475846062,0.029307799879461527,2035,development,1.0
one_step_greedy,900,1.0,0.238275993136941,1.0,2.0,1175.131696440954,65.39011510201952,45.8784939485042,2,2,0,2,0.02666666666666667,0.9733333333333334,0.0,0.0,1175.608248427228,0.02019979991018772,2035,development,2.0
break_even_hysteresis,900,1.0,0.238275993136941,1.0,2.0,1174.5418514069768,65.35729321934804,45.90153374209645,2,2,0,2,0.017777777777777778,0.9822222222222222,0.0,0.0,1175.0184033932508,0.02319599990732968,2035,development,2.0
offline_dp,900,1.0,0.238275993136941,1.0,2.0,1174.3206595192355,65.34498501334625,45.91017963179986,2,2,0,2,0.014444444444444444,0.9855555555555555,0.0,0.0,1174.7972115055095,0.0288678000215441,2035,development,2.0
one_step_greedy,900,1.0,0.476551986273882,1.0,2.0,1175.131696440954,65.39011510201952,45.8784939485042,2,2,0,2,0.02666666666666667,0.9733333333333334,0.0,0.0,1176.0848004135019,0.020662999944761395,2035,development,4.0
break_even_hysteresis,900,1.0,0.476551986273882,1.0,2.0,1174.7630432947183,65.36960142534984,45.89289110819969,2,2,0,2,0.021111111111111112,0.9788888888888889,0.0,0.0,1175.716147267266,0.022473999997600913,2035,development,4.0
offline_dp,900,1.0,0.476551986273882,1.0,2.0,1174.3206595192355,65.34498501334625,45.91017963179986,2,2,0,2,0.014444444444444444,0.9855555555555555,0.0,0.0,1175.2737634917833,0.02936100005172193,2035,development,4.0
