scenario,load_source,load_seed,strategy,health_seed,n_steps,hydrogen_g,hydrogen_soc_corrected_g,sampled_damage_increment_pct,main_sampled_damage_increment_pct,recovery_sampled_damage_increment_pct,main_expected_continuous_damage_pct,main_sampled_continuous_damage_pct,main_discrete_damage_pct,expected_damage_increment_pct,main_expected_damage_increment_pct,recovery_expected_damage_increment_pct,performance_loss_sum,main_performance_loss_sum,recovery_performance_loss_sum,main_hydrogen_g,recovery_hydrogen_g,battery_throughput_kwh,soc_final,soc_error,constraint_violation_steps,safety_override_steps,max_power_balance_error_kw,clipped_points,clipped_share,soc_recovery_steps,health_changed_steps,final_damage_mean_pct,final_damage_range_pct,damage_increment_range_pct,aged_stack_index,aged_stack_current_share,main_aged_stack_current_share,stack_0_current_a_step,stack_1_current_a_step,stack_0_final_damage_pct,stack_1_final_damage_pct
synthetic_event_markov_seed_2026,synthetic_event_markov,2026,average,12026,120,43.873993238009696,43.777807894773744,0.016835277083333315,0.016539098333333318,0.00029617875000000006,1.2833333333333335e-05,1.2833333333333341e-05,0.016526265,0.016835277083333315,0.016539098333333318,0.00029617875000000006,6.969157270635641,0.6558671855277453,6.313290085107896,6.180186054170157,37.693807183839546,0.2479419661931714,0.7000513060492436,5.130604924363791e-05,0,0,4.440892098500626e-16,0,0.0,75,97,3.749629050763906,5.612622006527812,0.0008048881944796582,1,0.5531268973891925,0.5,11040.0,13665.0,0.9433180475000001,6.555940054027812
synthetic_event_markov_seed_2026,synthetic_event_markov,2026,beam_health,12026,120,42.701888986356735,42.78225768210014,0.016928420555555556,0.016573345555555542,0.000355075,1.7430555555555553e-05,1.743055555555556e-05,0.016555914999999997,0.016928420555555556,0.016573345555555542,0.000355075,3.2924359822260287,0.8005849173994846,2.491851064826545,10.335828400939748,32.36606058541699,0.09401525114253523,0.6999571306799691,-4.28693200308361e-05,0,0,0.0,0,0.0,75,118,3.749675622500018,5.612587966666701,0.0007708483333687122,1,0.3830318153462258,0.3324742268041237,14835.0,9210.0,0.9433816391666675,6.5559696058333685
real_block_bootstrap_seed_2026,real_block_bootstrap,2026,average,12026,120,31.566898595653612,31.557591227306368,0.016896733333333316,0.016541997500000002,0.00035473583333333334,1.57325e-05,1.573250000000001e-05,0.016526265,0.016896733333333316,0.016541997500000002,0.00035473583333333334,1.4169816094745316,0.05225757104961816,1.3647240384249135,1.3319366496056375,30.234961946047967,0.07058658378479188,0.700004964626446,4.964626446057885e-06,0,0,8.881784197001252e-16,0,0.0,75,109,3.7496597788889043,5.612621401666696,0.0008042833333635757,1,0.28270042194092826,0.5,12750.0,5025.0,0.9433490780555566,6.555970479722252
real_block_bootstrap_seed_2026,real_block_bootstrap,2026,beam_health,12026,120,31.49586197434131,31.44597605788378,0.016824476666666668,0.007878016666666664,0.00894646,8.366666666666669e-06,8.366666666666757e-06,0.00786965,0.016824476666666668,0.007878016666666664,0.00894646,1.750680038526633,0.004255847723692132,1.7464241908029405,0.6659683248028188,30.829893649538487,0.0454632505474139,0.7000266095560947,2.6609556094792097e-05,0,0,8.881784197001252e-16,0,0.0,75,114,3.7496236505555696,5.612547395000026,0.0007302766666933413,1,0.3360586411051593,0.0,11775.0,5960.0,0.9433499530555568,6.555897348055582
synthetic_event_markov_seed_2027,synthetic_event_markov,2027,average,12027,120,57.806050592884645,58.08204462700174,0.016899437916666652,0.016540075416666668,0.0003593625,1.3810416666666667e-05,1.3810416666666676e-05,0.016526265,0.016899437916666652,0.016540075416666668,0.0003593625,8.168006403633083,1.9956611490310576,6.1723452546020265,12.96418338949487,44.8418672033898,0.5215787701704591,0.699852782523522,-0.00014721747647794547,0,0,0.0,0,0.0,75,95,3.7496611311805723,5.6126218534722545,0.00080473513892243,1,0.4470046082949309,0.5,18000.0,14550.0,0.9433502044444448,6.5559720579167
synthetic_event_markov_seed_2027,synthetic_event_markov,2027,beam_health,12027,120,57.29991466603452,57.53503930284297,0.016831802777777776,0.01653864694444444,0.00029315583333333335,1.2381944444444448e-05,1.2381944444444455e-05,0.016526265,0.016831802777777776,0.01653864694444444,0.00029315583333333335,6.463754276461341,1.9667523373517075,4.497001939109633,15.592538378049998,41.70737628798453,0.3938424190391209,0.6998745825945134,-0.00012541740548654978,0,0,0.0,0,0.0,75,95,3.7496273136111253,5.612613518333361,0.0007964000000285631,1,0.4165504416550442,0.4561503416856492,18825.0,13440.0,0.9433205544444448,6.555934072777806
real_block_bootstrap_seed_2027,real_block_bootstrap,2027,average,12027,120,42.03592066155392,41.97499745784421,0.016934603611111095,0.016675318333333328,0.00025928527777777777,2.4523333333333333e-05,2.4523333333333343e-05,0.016650795,0.016934603611111095,0.016675318333333328,0.00025928527777777777,5.172190378867975,3.313225223230999,1.858965155636976,23.530880809699596,18.505039851854324,0.6319189125520721,0.700032496935442,3.249693544205012e-05,0,1,3.552713678800501e-15,4,0.03333333333333333,75,120,3.749678714027795,5.612654805277809,0.0008376869444768342,1,0.501056189269117,0.5,11810.0,11860.0,0.9433513113888903,6.556006116666699
real_block_bootstrap_seed_2027,real_block_bootstrap,2027,beam_health,12027,120,42.00040235089776,41.94530620268255,0.01690447555555554,0.016644974444444446,0.0002595011111111111,2.6794444444444444e-05,2.6794444444444543e-05,0.01661818,0.01690447555555554,0.016644974444444446,0.0002595011111111111,3.4977220982783,1.603271387000318,1.8944507112779825,23.069142771169638,18.931259579728128,0.5961258929364368,0.7000293887363538,2.9388736353830325e-05,0,1,7.105427357601002e-15,4,0.03333333333333333,75,120,3.749663650000016,5.612618346666696,0.0008012283333632686,1,0.4040169133192389,0.3233256351039261,14095.0,9555.0,0.9433544766666683,6.555972823333364
synthetic_event_markov_seed_2028,synthetic_event_markov,2028,average,12028,120,54.21870121661347,54.25131880110386,0.016900604583333315,0.016542099583333338,0.00035850500000000006,1.5834583333333336e-05,1.5834583333333343e-05,0.016526265,0.016900604583333315,0.016542099583333338,0.00035850500000000006,7.0682536179594315,2.580940140099337,4.487313477860094,15.592538378049994,38.626162838563495,0.34532041409503184,0.699982601513497,-1.739848650295084e-05,0,0,0.0,0,0.0,75,97,3.749661714513906,5.612621909027811,0.0008047906944788075,1,0.4615132656403538,0.5,16440.0,14090.0,0.9433507600000004,6.5559726690278115
synthetic_event_markov_seed_2028,synthetic_event_markov,2028,beam_health,12028,120,54.04998924099676,54.268129538993264,0.01692864833333333,0.016574248333333326,0.0003544,1.833333333333333e-05,1.833333333333334e-05,0.016555914999999997,0.01692864833333333,0.016574248333333326,0.0003544,6.317307301622173,2.4364862457884486,3.8808210558337244,15.787889086658828,38.26210015433795,0.29992610058979363,0.6998836421798321,-0.00011635782016783391,0,0,4.440892098500626e-16,0,0.0,75,115,3.7496757363889035,5.612583736111139,0.0007666177778062888,1,0.4391325776244455,0.5416197975253093,17070.0,13365.0,0.9433838683333344,6.555967604444473
