policy,seed,crossed_health_limit,time_to_health_limit_h,final_elapsed_h,final_max_damage_pct,final_damage_range_pct,start_count,assignment_change_count,stack_0_final_damage_pct,stack_1_final_damage_pct,stack_2_final_damage_pct
fixed_pair,2026,True,1407.0,1407.0,9.37996668547476,2.7653144749522793,2,0,6.61465221052248,9.37996668547476,7.482422824444445
health_greedy,2026,True,1874.0,1874.0,9.424139313238836,0.7921009730911059,30,28,8.63203834014773,9.424139313238836,9.324532972702457
expected_max,2026,True,1874.0,1874.0,9.429701753472528,0.7976634133247984,26,24,8.63203834014773,9.429701753472528,9.309390206671814
gamma_cvar,2026,True,1817.0,1817.0,9.35499016450672,0.8546937688115133,28,26,8.500296395695207,9.35499016450672,9.141939947850059
fixed_pair,2027,True,1348.0,1348.0,9.35865856454616,1.8762357401017145,2,0,7.708307125359352,9.35865856454616,7.482422824444445
health_greedy,2027,True,1744.0,1744.0,9.359137179510803,0.12469409993992109,30,28,9.359137179510803,9.234443079570882,9.298985563096155
expected_max,2027,True,1744.0,1744.0,9.359137179510803,0.11659676940330499,28,26,9.359137179510803,9.242540410107498,9.291707152941628
gamma_cvar,2027,True,1718.0,1718.0,9.370889942647533,0.28976668430371255,24,22,9.08112325834382,9.370889942647533,9.085398928590605
fixed_pair,2028,True,1487.0,1487.0,9.353185183983932,1.870762359539487,2,0,8.25998811150766,9.353185183983932,7.482422824444445
health_greedy,2028,True,1841.0,1841.0,9.388034043953692,0.16802122776754835,30,28,9.220012816186143,9.388034043953692,9.257146007111638
expected_max,2028,True,1841.0,1841.0,9.395984867684652,0.18493441340147676,29,27,9.395984867684652,9.211050454283175,9.237769194874407
gamma_cvar,2028,True,1807.0,1807.0,9.35696533330317,0.42427841993132454,26,24,9.35696533330317,9.227866585960575,8.932686913371846
fixed_pair,2029,True,1494.0,1494.0,9.480558399895777,2.6192520498916156,2,0,6.861306350004162,9.480558399895777,7.482422824444445
health_greedy,2029,True,1866.0,1866.0,9.355009883257978,0.8861497340648405,25,23,8.468860149193137,9.314701929647434,9.355009883257978
expected_max,2029,True,1871.0,1871.0,9.356655469125872,0.876822890773866,25,23,8.479832578352006,9.323479500023643,9.356655469125872
