template_source,template_count,duration_mean_h,positive_share_mean,continuous_total_mean_pct,operational_start_total_mean_pct,tracking_mae_mean_kw
empirical_markov_1s,24,0.0833333333333333,1.0,0.00032029826388878333,0.0,0.6353431846076107
real_calibration_window,48,0.0833333333333333,0.8125,0.0002952987847221208,0.00022540430459609464,0.34054864665024803
zuo_fast_30s,24,0.0833333333333333,1.0,0.0003972916666665583,0.0,1.307148384379669
zuo_slow_30s,24,0.0833333333333333,1.0,0.00038375694444434165,0.0,0.9163307008511219
