policy,effective_policy,first_boundary_crossed,second_boundary_crossed,time_to_first_boundary_h,time_to_second_boundary_h,post_first_n_plus_one_reserve_h,first_boundary_total_damage_pct,first_boundary_damage_range_pct,final_elapsed_h,final_total_damage_pct,final_damage_range_pct,start_count,assignment_change_count,crossing_order,stack_0_crossing_h,stack_1_crossing_h,stack_2_crossing_h,stack_0_final_damage_pct,stack_1_final_damage_pct,stack_2_final_damage_pct,scenario_id,month,local_seed,simulation_seed
fixed_pair,fixed_pair,True,True,744.0,939.0,195.0,23.85717871520033,2.333578008983605,939.0,27.483563258934545,0.5888060024426558,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,744.0,939.0,8.770295153311071,9.354166949869745,9.359101155753727,reference,2025-06,0,0
order_blend_50,order_blend_50,True,True,744.0,939.0,195.0,23.85717871520033,2.333578008983605,939.0,27.483563258934545,0.5888060024426558,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,744.0,939.0,8.770295153311071,9.354166949869745,9.359101155753727,reference,2025-06,0,0
fixed_pair,fixed_pair,True,True,770.0,1051.0,281.0,23.919383893856786,2.272743760224291,1051.0,28.062146547074626,0.002968328934969122,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,770.0,1051.0,9.352162901660671,9.354852414818316,9.35513123059564,reference,2025-06,1,1
order_blend_50,order_blend_50,True,True,1049.0,1051.0,2.0,28.03678754677913,0.016128159230467176,1051.0,28.064213442074628,0.004560718157645027,4,2,"(np.int64(2), np.int64(1), np.int64(0))",,1051.0,1049.0,9.352162901660671,9.356723619818316,9.35532692059564,reference,2025-06,1,1
fixed_pair,fixed_pair,True,True,726.0,952.0,226.0,24.034426080948403,2.25601161817072,952.0,27.754321191209897,0.4090616853312099,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,726.0,952.0,8.99494575200613,9.40400743733734,9.35536800186643,reference,2025-06,2,2
order_blend_50,order_blend_50,True,True,930.0,947.0,17.0,27.43568477895772,0.526074116944736,947.0,27.67473293308135,0.39453839715006467,4,2,"(np.int64(2), np.int64(1), np.int64(0))",,947.0,930.0,8.962224068434232,9.355746399062822,9.356762465584296,reference,2025-06,2,2
fixed_pair,fixed_pair,True,True,626.0,807.0,181.0,22.621478449089462,3.5753340266474707,807.0,25.864485582913943,2.2960754792056948,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,626.0,807.0,7.105607639031002,9.357194825646244,9.401683118236697,reference,2025-06,3,3
order_blend_50,order_blend_50,True,True,626.0,807.0,181.0,22.621478449089462,3.5753340266474707,807.0,25.864485582913943,2.2960754792056948,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,626.0,807.0,7.105607639031002,9.357194825646244,9.401683118236697,reference,2025-06,3,3
fixed_pair,fixed_pair,True,True,644.0,895.0,251.0,22.924889816306464,3.265929001173256,895.0,26.829577564177576,1.2416826819996043,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,644.0,895.0,8.116848442830168,9.354197996517637,9.358531124829772,reference,2025-06,4,4
order_blend_50,order_blend_50,True,True,644.0,895.0,251.0,22.924889816306464,3.265929001173256,895.0,26.829577564177576,1.2416826819996043,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,644.0,895.0,8.116848442830168,9.354197996517637,9.358531124829772,reference,2025-06,4,4
fixed_pair,fixed_pair,True,True,723.0,924.0,201.0,23.55186672825788,2.6406654929334508,924.0,26.915404402608964,1.1481613272502713,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,723.0,924.0,8.206893371123172,9.355054698373444,9.35345633311235,reference,2025-06,5,5
order_blend_50,order_blend_50,True,True,723.0,924.0,201.0,23.55186672825788,2.6406654929334508,924.0,26.915404402608964,1.1481613272502713,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,723.0,924.0,8.206893371123172,9.355054698373444,9.35345633311235,reference,2025-06,5,5
fixed_pair,fixed_pair,True,True,667.0,929.0,262.0,23.4422511848754,2.7537099193518486,929.0,27.514430058156556,0.6557974146409133,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,667.0,929.0,8.75093175181212,9.356769139891401,9.406729166453033,reference,2025-06,6,6
order_blend_50,order_blend_50,True,True,667.0,929.0,262.0,23.4422511848754,2.7537099193518486,929.0,27.514430058156556,0.6557974146409133,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,667.0,929.0,8.75093175181212,9.356769139891401,9.406729166453033,reference,2025-06,6,6
fixed_pair,fixed_pair,True,True,761.0,979.0,218.0,23.8893127948982,2.446483564613244,979.0,27.295379284385874,0.9164597090098852,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,761.0,979.0,8.510227058523613,9.426686767533498,9.358465458328764,reference,2025-06,7,7
order_blend_50,order_blend_50,True,True,761.0,979.0,218.0,23.8893127948982,2.446483564613244,979.0,27.295379284385874,0.9164597090098852,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,761.0,979.0,8.510227058523613,9.426686767533498,9.358465458328764,reference,2025-06,7,7
fixed_pair,fixed_pair,True,True,737.0,960.0,223.0,23.21249759940779,2.986205807343163,960.0,26.801456838630394,1.2716115013464524,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,737.0,960.0,8.086528789806803,9.358140291153255,9.356787757670334,reference,2025-06,8,8
order_blend_50,order_blend_50,True,True,737.0,960.0,223.0,23.21249759940779,2.986205807343163,960.0,26.801456838630394,1.2716115013464524,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,737.0,960.0,8.086528789806803,9.358140291153255,9.356787757670334,reference,2025-06,8,8
fixed_pair,fixed_pair,True,True,611.0,846.0,235.0,22.62152231278975,3.570696603266496,846.0,26.304104618019366,1.765581787072282,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,611.0,846.0,7.591812392570592,9.354898045805902,9.357394179642874,reference,2025-06,9,9
order_blend_50,order_blend_50,True,True,611.0,846.0,235.0,22.62152231278975,3.570696603266496,846.0,26.304104618019366,1.765581787072282,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,611.0,846.0,7.591812392570592,9.354898045805902,9.357394179642874,reference,2025-06,9,9
fixed_pair,fixed_pair,True,True,583.0,807.0,224.0,22.515917000306374,3.680580891876067,807.0,26.614846518753108,1.5967133140719048,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,583.0,807.0,7.8305478354061036,9.357037533868997,9.427261149478008,reference,2025-06,10,10
order_blend_50,order_blend_50,True,True,583.0,807.0,224.0,22.515917000306374,3.680580891876067,807.0,26.614846518753108,1.5967133140719048,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,583.0,807.0,7.8305478354061036,9.357037533868997,9.427261149478008,reference,2025-06,10,10
fixed_pair,fixed_pair,True,True,636.0,870.0,234.0,22.667476529207573,3.839138861493443,870.0,26.9507950013631,1.4284265248779704,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,636.0,870.0,8.083669758250315,9.512096283128285,9.355028959984502,reference,2025-06,11,11
order_blend_50,order_blend_50,True,True,636.0,870.0,234.0,22.667476529207573,3.839138861493443,870.0,26.9507950013631,1.4284265248779704,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,636.0,870.0,8.083669758250315,9.512096283128285,9.355028959984502,reference,2025-06,11,11
fixed_pair,fixed_pair,True,True,652.0,903.0,251.0,22.785595390211686,3.4194795458888345,903.0,27.041354524226627,1.1263549260495171,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,652.0,903.0,8.276836771174537,9.361326055828037,9.403191697224054,reference,2025-06,12,12
order_blend_50,order_blend_50,True,True,652.0,903.0,251.0,22.785595390211686,3.4194795458888345,903.0,27.041354524226627,1.1263549260495171,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,652.0,903.0,8.276836771174537,9.361326055828037,9.403191697224054,reference,2025-06,12,12
fixed_pair,fixed_pair,True,True,700.0,931.0,231.0,24.119509447851346,2.072010010812124,931.0,27.876374242506074,0.1871745792500068,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,700.0,931.0,9.167373737859506,9.354548317109513,9.354452187537056,reference,2025-06,13,13
order_blend_50,order_blend_50,True,True,928.0,931.0,3.0,27.8406911941588,0.20770769765722363,931.0,27.881501783248417,0.1908077570244071,5,3,"(np.int64(1), np.int64(2), np.int64(0))",,928.0,931.0,9.167373737859506,9.355946550505,9.358181494883913,reference,2025-06,13,13
fixed_pair,fixed_pair,True,True,744.0,997.0,253.0,24.034534893624652,2.204563607417424,997.0,27.71623064821691,0.39640496145567283,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,744.0,997.0,8.981932876843143,9.378337838298815,9.355959933074953,reference,2025-06,14,14
order_blend_50,order_blend_50,True,True,991.0,993.0,2.0,27.645672865882293,0.41620568585436324,993.0,27.673099031446064,0.4032415458543035,6,4,"(np.int64(2), np.int64(1), np.int64(0))",,993.0,991.0,8.95588001025439,9.35809746508298,9.359121556108693,reference,2025-06,14,14
fixed_pair,fixed_pair,True,True,709.0,961.0,252.0,23.55446899323805,2.646256927873548,961.0,27.430288087431343,0.6449743820401643,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,709.0,961.0,8.714177166293412,9.359151548333577,9.356959372804353,reference,2025-06,15,15
order_blend_50,order_blend_50,True,True,709.0,961.0,252.0,23.55446899323805,2.646256927873548,961.0,27.430288087431343,0.6449743820401643,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,709.0,961.0,8.714177166293412,9.359151548333577,9.356959372804353,reference,2025-06,15,15
fixed_pair,fixed_pair,True,True,586.0,810.0,224.0,22.554961184888064,3.64424738001152,810.0,26.39004285733295,1.680705137034126,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,586.0,810.0,7.677687733193444,9.35839287022757,9.353962253911938,reference,2025-06,16,16
order_blend_50,order_blend_50,True,True,586.0,810.0,224.0,22.554961184888064,3.64424738001152,810.0,26.39004285733295,1.680705137034126,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,586.0,810.0,7.677687733193444,9.35839287022757,9.353962253911938,reference,2025-06,16,16
fixed_pair,fixed_pair,True,True,708.0,921.0,213.0,23.71959591355483,2.4787775781740784,921.0,27.452070167087975,0.6245914255654288,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,708.0,921.0,8.734751703940157,9.357975333642232,9.359343129505586,reference,2025-06,17,17
order_blend_50,order_blend_50,True,True,708.0,921.0,213.0,23.71959591355483,2.4787775781740784,921.0,27.452070167087975,0.6245914255654288,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,708.0,921.0,8.734751703940157,9.357975333642232,9.359343129505586,reference,2025-06,17,17
fixed_pair,fixed_pair,True,True,741.0,938.0,197.0,23.771567199720273,2.5127857008661145,938.0,27.054982819010007,1.1010332912842937,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,741.0,938.0,8.299931746786678,9.400965038070972,9.354086034152356,reference,2025-06,18,18
order_blend_50,order_blend_50,True,True,741.0,938.0,197.0,23.771567199720273,2.5127857008661145,938.0,27.054982819010007,1.1010332912842937,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,741.0,938.0,8.299931746786678,9.400965038070972,9.354086034152356,reference,2025-06,18,18
fixed_pair,fixed_pair,True,True,697.0,934.0,237.0,23.68004211005092,2.5346208800588634,934.0,27.69597258658142,0.3901350157271555,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,697.0,934.0,8.975985067105514,9.36612008283267,9.353867436643236,reference,2025-06,19,19
order_blend_50,order_blend_50,True,True,697.0,934.0,237.0,23.68004211005092,2.5346208800588634,934.0,27.69597258658142,0.3901350157271555,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,697.0,934.0,8.975985067105514,9.36612008283267,9.353867436643236,reference,2025-06,19,19
fixed_pair,fixed_pair,True,True,898.0,1175.0,277.0,24.317558737724116,1.8767585755138558,1175.0,28.06983581336879,0.003912766943479085,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1175.0,898.0,1175.0,9.354987901014274,9.355947244396763,9.358900667957753,reference,2025-07,0,1000
order_blend_50,order_blend_50,True,True,1147.0,1171.0,24.0,27.760728537740658,0.1726743803095836,1171.0,28.03330303629568,0.032509721711420525,7,5,"(np.int64(0), np.int64(2), np.int64(1))",1147.0,,1171.0,9.356361778557867,9.323852056846446,9.353089200891368,reference,2025-07,0,1000
fixed_pair,fixed_pair,True,True,767.0,1052.0,285.0,22.18001750924227,4.019216378977847,1052.0,25.91967653465941,2.153825708016263,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,767.0,1052.0,7.2045798238715735,9.358405531887836,9.3566911789,reference,2025-07,1,1001
order_blend_50,order_blend_50,True,True,767.0,1052.0,285.0,22.18001750924227,4.019216378977847,1052.0,25.91967653465941,2.153825708016263,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,767.0,1052.0,7.2045798238715735,9.358405531887836,9.3566911789,reference,2025-07,1,1001
fixed_pair,fixed_pair,True,True,882.0,1196.0,314.0,23.30552043660805,2.890470115420248,1196.0,27.177713241940964,0.8923135873079708,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,882.0,1196.0,8.464470276483956,9.356783863791927,9.35645910166508,reference,2025-07,2,1002
order_blend_50,order_blend_50,True,True,882.0,1196.0,314.0,23.30552043660805,2.890470115420248,1196.0,27.177713241940964,0.8923135873079708,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,882.0,1196.0,8.464470276483956,9.356783863791927,9.35645910166508,reference,2025-07,2,1002
fixed_pair,fixed_pair,True,True,864.0,1114.0,250.0,24.063543133230095,2.1347837497387108,1114.0,27.828258543740546,0.3207380171449348,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1114.0,864.0,,9.39552226581165,9.35795202926218,9.074784248666715,reference,2025-07,3,1003
order_blend_50,order_blend_50,True,True,1114.0,1135.0,21.0,27.850591747760944,0.37555173440329703,1135.0,28.060867740718813,0.26979243769394223,4,2,"(np.int64(2), np.int64(1), np.int64(0))",,1135.0,1114.0,9.218802612902309,9.353470077220253,9.48859505059625,reference,2025-07,3,1003
fixed_pair,fixed_pair,True,True,939.0,1221.0,282.0,24.256091163026905,1.951174108679771,1221.0,28.04781316799793,0.03115764312422087,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,939.0,1221.0,9.331263580506896,9.362421223631117,9.354128363859916,reference,2025-07,4,1004
order_blend_50,order_blend_50,True,True,1215.0,1218.0,3.0,27.992814523091234,0.05677633693059825,1218.0,28.036631906177124,0.03904167560185812,8,6,"(np.int64(2), np.int64(1), np.int64(0))",,1218.0,1215.0,9.320668765505973,9.359710441107831,9.35625269956332,reference,2025-07,4,1004
fixed_pair,fixed_pair,True,True,830.0,1066.0,236.0,24.115452848434224,2.107468084956974,1066.0,27.544388465061814,0.714601814132374,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,830.0,1066.0,8.729768798228033,9.370249054473376,9.444370612360407,reference,2025-07,5,1005
order_blend_50,order_blend_50,True,True,1066.0,1081.0,15.0,27.552747668984793,0.8389936946320944,1081.0,27.8103672909591,0.6865832082659935,5,3,"(np.int64(1), np.int64(2), np.int64(0))",,1066.0,1081.0,8.882179284594134,9.568762492860127,9.35942551350484,reference,2025-07,5,1005
fixed_pair,fixed_pair,True,True,835.0,1106.0,271.0,23.0601487741382,3.1833373607955577,1106.0,26.488728583159148,1.676888569110921,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,835.0,1106.0,7.715654179401786,9.380531655244656,9.392542748512707,reference,2025-07,6,1006
order_blend_50,order_blend_50,True,True,835.0,1106.0,271.0,23.0601487741382,3.1833373607955577,1106.0,26.488728583159148,1.676888569110921,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,835.0,1106.0,7.715654179401786,9.380531655244656,9.392542748512707,reference,2025-07,6,1006
fixed_pair,fixed_pair,True,True,663.0,920.0,257.0,22.685457544634033,3.5047395441925087,920.0,26.67076247185254,1.4053298735784905,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,663.0,920.0,7.955772733041502,9.353887132191048,9.361102606619992,reference,2025-07,7,1007
order_blend_50,order_blend_50,True,True,663.0,920.0,257.0,22.685457544634033,3.5047395441925087,920.0,26.67076247185254,1.4053298735784905,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,663.0,920.0,7.955772733041502,9.353887132191048,9.361102606619992,reference,2025-07,7,1007
fixed_pair,fixed_pair,True,True,879.0,1080.0,201.0,25.043705345022115,2.0661584390373147,1080.0,28.065408773968542,0.38676315526087635,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,879.0,1080.0,9.161818108220883,9.54858126348176,9.3550094022659,reference,2025-07,8,1008
order_blend_50,order_blend_50,True,True,1063.0,1064.0,1.0,27.92176392038853,0.134082708700749,1064.0,27.937886276631918,0.12725627535860617,9,7,"(np.int64(1), np.int64(0), np.int64(2))",1064.0,1063.0,,9.355166079549461,9.354810392891602,9.227909804190855,reference,2025-07,8,1008
fixed_pair,fixed_pair,True,True,707.0,975.0,268.0,22.38855479491248,3.8042796378089445,975.0,26.00721614181767,2.05922257557165,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,707.0,975.0,7.296393881053764,9.35520580413849,9.355616456625414,reference,2025-07,9,1009
order_blend_50,order_blend_50,True,True,707.0,975.0,268.0,22.38855479491248,3.8042796378089445,975.0,26.00721614181767,2.05922257557165,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,707.0,975.0,7.296393881053764,9.35520580413849,9.355616456625414,reference,2025-07,9,1009
fixed_pair,fixed_pair,True,True,981.0,1185.0,204.0,24.97941353158335,1.8734165745222313,1185.0,27.3928358698722,0.674263852773219,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1185.0,981.0,,9.355420924712067,9.355839398966676,8.681575546193457,reference,2025-07,10,1010
order_blend_50,order_blend_50,True,True,1208.0,1219.0,11.0,27.846071759969412,0.1479583009185621,1219.0,28.28520598227439,0.3534269364227818,14,12,"(np.int64(0), np.int64(1), np.int64(2))",1208.0,1219.0,,9.37263681914495,9.632998049776111,9.27957111335333,reference,2025-07,10,1010
fixed_pair,fixed_pair,True,True,969.0,1116.0,147.0,25.36309166929299,1.9190056209793713,1116.0,27.251538539117114,0.907384816211982,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1116.0,969.0,,9.356066464481462,9.401428445423816,8.494043629211834,reference,2025-07,11,1011
order_blend_50,order_blend_50,True,True,1165.0,1175.0,10.0,27.83909601561472,0.14834267244887833,1175.0,27.95846129853485,0.1023464110011485,11,9,"(np.int64(0), np.int64(1), np.int64(2))",1165.0,1175.0,,9.353434318992708,9.353686695271644,9.251340284270496,reference,2025-07,11,1011
fixed_pair,fixed_pair,True,True,834.0,1146.0,312.0,23.612731523432874,2.6077085953607293,1146.0,27.680681672911714,0.4129727693213123,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,834.0,1146.0,8.956035877853267,9.36900864717458,9.355637147883867,reference,2025-07,12,1012
order_blend_50,order_blend_50,True,True,834.0,1146.0,312.0,23.612731523432874,2.6077085953607293,1146.0,27.680681672911714,0.4129727693213123,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,834.0,1146.0,8.956035877853267,9.36900864717458,9.355637147883867,reference,2025-07,12,1012
fixed_pair,fixed_pair,True,True,822.0,1154.0,332.0,23.43282909244566,2.768061088936993,1154.0,27.602818629814514,0.47550926607392796,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,822.0,1154.0,8.884037842635742,9.359233678469105,9.35954710870967,reference,2025-07,13,1013
order_blend_50,order_blend_50,True,True,822.0,1154.0,332.0,23.43282909244566,2.768061088936993,1154.0,27.602818629814514,0.47550926607392796,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,822.0,1154.0,8.884037842635742,9.359233678469105,9.35954710870967,reference,2025-07,13,1013
fixed_pair,fixed_pair,True,True,925.0,1141.0,216.0,24.359907204558276,1.872052279326839,1141.0,27.595718784798265,0.470154241621211,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1141.0,925.0,,9.355698961324096,9.354475103771284,8.885544719702885,reference,2025-07,14,1014
order_blend_50,order_blend_50,True,True,1022.0,1118.0,96.0,26.14807087882724,1.2086571254489034,1118.0,27.40768502582197,0.6994349378322156,7,5,"(np.int64(1), np.int64(2), np.int64(0))",,1022.0,1118.0,8.673856462035257,9.373291399867473,9.36053716391924,reference,2025-07,14,1014
fixed_pair,fixed_pair,True,True,877.0,1098.0,221.0,24.690934722166674,1.8719457112210893,1098.0,28.171492142431664,0.17442895193098273,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,877.0,1098.0,9.321347327417573,9.354368535665534,9.495776279348556,reference,2025-07,15,1015
order_blend_50,order_blend_50,True,True,1095.0,1098.0,3.0,27.971434785844714,0.07608128910670509,1098.0,28.179897730992565,0.2295847860723974,8,6,"(np.int64(0), np.int64(1), np.int64(2))",1095.0,1098.0,,9.353331533711193,9.528075491676885,9.298490705604488,reference,2025-07,15,1015
fixed_pair,fixed_pair,True,True,897.0,1188.0,291.0,23.922583892793114,2.2661169616057526,1188.0,27.64436558750367,0.4353046115656998,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,897.0,1188.0,8.92796098048038,9.353139014977211,9.36326559204608,reference,2025-07,16,1016
order_blend_50,order_blend_50,True,True,1017.0,1188.0,171.0,25.34864030856278,1.573035232089624,1188.0,27.64857375130984,0.43744277960374944,5,3,"(np.int64(1), np.int64(2), np.int64(0))",,1017.0,1188.0,8.92796098048038,9.355209010745332,9.36540376008413,reference,2025-07,16,1016
fixed_pair,fixed_pair,True,True,770.0,1092.0,322.0,23.003575619174473,3.198837385666639,1092.0,27.444491195079788,0.6322395724956706,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,770.0,1092.0,8.727755517702663,9.359995090198334,9.356740587178791,reference,2025-07,17,1017
order_blend_50,order_blend_50,True,True,770.0,1092.0,322.0,23.003575619174473,3.198837385666639,1092.0,27.444491195079788,0.6322395724956706,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,770.0,1092.0,8.727755517702663,9.359995090198334,9.356740587178791,reference,2025-07,17,1017
fixed_pair,fixed_pair,True,True,928.0,1058.0,130.0,25.231226119310016,2.043296984064053,1058.0,27.54983761523813,0.8552144677270235,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1058.0,928.0,,9.353612465948157,9.525719808508498,8.670505340781475,reference,2025-07,18,1018
order_blend_50,order_blend_50,True,True,1079.0,1086.0,7.0,27.99927862933607,0.13064001791390645,1086.0,28.188841938179927,0.07658378242816077,12,10,"(np.int64(2), np.int64(1), np.int64(0))",,1086.0,1079.0,9.349136981856056,9.425720764284216,9.413984192039653,reference,2025-07,18,1018
fixed_pair,fixed_pair,True,True,806.0,969.0,163.0,23.335945284985804,2.8547301796261015,969.0,26.106360772887584,1.964160353727439,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,806.0,969.0,7.394037049538206,9.354126320083731,9.358197403265645,reference,2025-07,19,1019
order_blend_50,order_blend_50,True,True,806.0,969.0,163.0,23.335945284985804,2.8547301796261015,969.0,26.106360772887584,1.964160353727439,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,806.0,969.0,7.394037049538206,9.354126320083731,9.358197403265645,reference,2025-07,19,1019
fixed_pair,fixed_pair,True,True,1105.0,1249.0,144.0,25.293821099334327,1.8912174046278132,1249.0,26.830117699755895,1.2701930865474225,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1249.0,1105.0,,9.353030328158804,9.373640229072258,8.103447142524836,reference,2025-08,0,2000
order_blend_50,order_blend_50,True,True,1320.0,1329.0,9.0,27.998845516264105,0.2254708900655622,1329.0,28.32548317921529,0.25982656329840026,9,7,"(np.int64(1), np.int64(2), np.int64(0))",,1320.0,1329.0,9.292136713742577,9.481383188431735,9.551963277040977,reference,2025-08,0,2000
fixed_pair,fixed_pair,True,True,1047.0,1387.0,340.0,24.48971106188959,1.9186184568686695,1387.0,28.120552829447192,0.043731221216486205,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1387.0,1047.0,1387.0,9.357310060096628,9.401041281313114,9.362201488037448,reference,2025-08,1,2001
order_blend_50,order_blend_50,True,True,1375.0,1387.0,12.0,27.827573966880493,0.1659540034701621,1387.0,28.126073761421722,0.14720997717720152,11,9,"(np.int64(1), np.int64(0), np.int64(2))",1387.0,1375.0,,9.458412271712163,9.356459195174597,9.311202294534962,reference,2025-08,1,2001
fixed_pair,fixed_pair,True,True,1095.0,1294.0,199.0,24.479406647896493,1.875349302076561,1294.0,27.255000588826228,0.8209647488528606,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1294.0,1095.0,,9.35909660557904,9.357772126521006,8.53813185672618,reference,2025-08,2,2002
order_blend_50,order_blend_50,True,True,1222.0,1297.0,75.0,26.371092383119915,1.1313095580757064,1297.0,27.312965636133143,0.7747058727019329,9,7,"(np.int64(1), np.int64(2), np.int64(0))",,1222.0,1297.0,8.590017495288574,9.364723367990507,9.35822477285406,reference,2025-08,2,2002
fixed_pair,fixed_pair,True,True,1032.0,1357.0,325.0,23.277071411097822,2.9149189496609855,1357.0,26.90750974081452,1.1556148663532717,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1032.0,1357.0,8.19916890180391,9.354783768157182,9.353557070853425,reference,2025-08,3,2003
order_blend_50,order_blend_50,True,True,1032.0,1357.0,325.0,23.277071411097822,2.9149189496609855,1357.0,26.90750974081452,1.1556148663532717,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1032.0,1357.0,8.19916890180391,9.354783768157182,9.353557070853425,reference,2025-08,3,2003
fixed_pair,fixed_pair,True,True,924.0,1247.0,323.0,23.447899907366136,3.1359714862466372,1247.0,26.821862860885624,1.6411473535975087,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,924.0,1247.0,7.909576930986654,9.550724284584163,9.361561645314808,reference,2025-08,4,2004
order_blend_50,order_blend_50,True,True,924.0,1247.0,323.0,23.447899907366136,3.1359714862466372,1247.0,26.821862860885624,1.6411473535975087,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,924.0,1247.0,7.909576930986654,9.550724284584163,9.361561645314808,reference,2025-08,4,2004
fixed_pair,fixed_pair,True,True,997.0,1241.0,244.0,23.330268577731896,2.939927912647847,1241.0,27.439206264722046,0.7652478396887599,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,997.0,1241.0,8.640035796032818,9.393886832967649,9.405283635721577,reference,2025-08,5,2005
order_blend_50,order_blend_50,True,True,997.0,1241.0,244.0,23.330268577731896,2.939927912647847,1241.0,27.439206264722046,0.7652478396887599,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,997.0,1241.0,8.640035796032818,9.393886832967649,9.405283635721577,reference,2025-08,5,2005
fixed_pair,fixed_pair,True,True,1196.0,1509.0,313.0,23.507455455254014,2.6871925692509464,1509.0,27.336741721168973,0.7334117346308098,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1196.0,1509.0,8.623608693253953,9.356112600030258,9.357020427884763,reference,2025-08,6,2006
order_blend_50,order_blend_50,True,True,1196.0,1509.0,313.0,23.507455455254014,2.6871925692509464,1509.0,27.336741721168973,0.7334117346308098,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1196.0,1509.0,8.623608693253953,9.356112600030258,9.357020427884763,reference,2025-08,6,2006
fixed_pair,fixed_pair,True,True,956.0,1152.0,196.0,23.370837501687028,2.8902975669335422,1152.0,27.11315079511349,1.0326329378567536,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,956.0,1152.0,8.35672318423131,9.389356122088063,9.367071488794117,reference,2025-08,7,2007
order_blend_50,order_blend_50,True,True,956.0,1152.0,196.0,23.370837501687028,2.8902975669335422,1152.0,27.11315079511349,1.0326329378567536,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,956.0,1152.0,8.35672318423131,9.389356122088063,9.367071488794117,reference,2025-08,7,2007
