scenario_id,month,local_seed,policy,first_boundary_gain_h,second_boundary_gain_h
reference,2025-11,9,order_blend_50,209.0,0.0
reference,2025-11,10,order_blend_50,0.0,0.0
reference,2025-11,11,order_blend_50,0.0,0.0
reference,2025-11,12,order_blend_50,73.0,-1.0
reference,2025-11,13,order_blend_50,0.0,0.0
reference,2025-11,14,order_blend_50,0.0,0.0
reference,2025-11,15,order_blend_50,209.0,-10.0
reference,2025-11,16,order_blend_50,0.0,0.0
reference,2025-11,17,order_blend_50,204.0,15.0
reference,2025-11,18,order_blend_50,0.0,0.0
reference,2025-11,19,order_blend_50,0.0,0.0
reference,2025-12,0,order_blend_50,185.0,75.0
reference,2025-12,1,order_blend_50,0.0,0.0
reference,2025-12,2,order_blend_50,0.0,0.0
reference,2025-12,3,order_blend_50,351.0,-10.0
reference,2025-12,4,order_blend_50,407.0,1.0
reference,2025-12,5,order_blend_50,0.0,0.0
reference,2025-12,6,order_blend_50,224.0,-1.0
reference,2025-12,7,order_blend_50,0.0,0.0
reference,2025-12,8,order_blend_50,0.0,0.0
reference,2025-12,9,order_blend_50,294.0,47.0
reference,2025-12,10,order_blend_50,0.0,0.0
reference,2025-12,11,order_blend_50,327.0,10.0
reference,2025-12,12,order_blend_50,0.0,0.0
reference,2025-12,13,order_blend_50,0.0,0.0
reference,2025-12,14,order_blend_50,0.0,0.0
reference,2025-12,15,order_blend_50,0.0,0.0
reference,2025-12,16,order_blend_50,0.0,0.0
reference,2025-12,17,order_blend_50,0.0,0.0
reference,2025-12,18,order_blend_50,211.0,114.0
reference,2025-12,19,order_blend_50,0.0,0.0
reference,2026-01,0,order_blend_50,0.0,0.0
reference,2026-01,1,order_blend_50,0.0,0.0
reference,2026-01,2,order_blend_50,0.0,0.0
reference,2026-01,3,order_blend_50,370.0,48.0
reference,2026-01,4,order_blend_50,107.0,0.0
reference,2026-01,5,order_blend_50,0.0,0.0
reference,2026-01,6,order_blend_50,0.0,0.0
reference,2026-01,7,order_blend_50,0.0,0.0
reference,2026-01,8,order_blend_50,354.0,28.0
reference,2026-01,9,order_blend_50,0.0,0.0
reference,2026-01,10,order_blend_50,0.0,0.0
reference,2026-01,11,order_blend_50,396.0,-59.0
reference,2026-01,12,order_blend_50,276.0,15.0
reference,2026-01,13,order_blend_50,334.0,0.0
reference,2026-01,14,order_blend_50,354.0,6.0
reference,2026-01,15,order_blend_50,277.0,10.0
reference,2026-01,16,order_blend_50,197.0,73.0
reference,2026-01,17,order_blend_50,0.0,0.0
reference,2026-01,18,order_blend_50,374.0,28.0
reference,2026-01,19,order_blend_50,0.0,0.0
reference,2026-02,0,order_blend_50,0.0,0.0
reference,2026-02,1,order_blend_50,0.0,0.0
reference,2026-02,2,order_blend_50,0.0,0.0
reference,2026-02,3,order_blend_50,0.0,0.0
reference,2026-02,4,order_blend_50,0.0,0.0
reference,2026-02,5,order_blend_50,0.0,0.0
reference,2026-02,6,order_blend_50,0.0,0.0
reference,2026-02,7,order_blend_50,0.0,0.0
reference,2026-02,8,order_blend_50,0.0,0.0
reference,2026-02,9,order_blend_50,0.0,0.0
reference,2026-02,10,order_blend_50,25.0,0.0
reference,2026-02,11,order_blend_50,0.0,0.0
reference,2026-02,12,order_blend_50,0.0,0.0
reference,2026-02,13,order_blend_50,221.0,-3.0
reference,2026-02,14,order_blend_50,0.0,0.0
reference,2026-02,15,order_blend_50,0.0,0.0
reference,2026-02,16,order_blend_50,0.0,0.0
reference,2026-02,17,order_blend_50,233.0,0.0
reference,2026-02,18,order_blend_50,184.0,3.0
reference,2026-02,19,order_blend_50,0.0,0.0
reference,2026-03,0,order_blend_50,0.0,0.0
reference,2026-03,1,order_blend_50,0.0,0.0
reference,2026-03,2,order_blend_50,0.0,0.0
reference,2026-03,3,order_blend_50,0.0,0.0
reference,2026-03,4,order_blend_50,0.0,0.0
reference,2026-03,5,order_blend_50,0.0,0.0
reference,2026-03,6,order_blend_50,0.0,0.0
reference,2026-03,7,order_blend_50,0.0,0.0
reference,2026-03,8,order_blend_50,0.0,0.0
reference,2026-03,9,order_blend_50,0.0,0.0
reference,2026-03,10,order_blend_50,0.0,0.0
reference,2026-03,11,order_blend_50,184.0,3.0
reference,2026-03,12,order_blend_50,0.0,0.0
reference,2026-03,13,order_blend_50,0.0,0.0
reference,2026-03,14,order_blend_50,0.0,0.0
reference,2026-03,15,order_blend_50,0.0,0.0
reference,2026-03,16,order_blend_50,0.0,0.0
reference,2026-03,17,order_blend_50,203.0,1.0
reference,2026-03,18,order_blend_50,0.0,0.0
reference,2026-03,19,order_blend_50,0.0,0.0
reference,2026-04,0,order_blend_50,0.0,0.0
reference,2026-04,1,order_blend_50,0.0,0.0
reference,2026-04,2,order_blend_50,0.0,0.0
reference,2026-04,3,order_blend_50,0.0,0.0
reference,2026-04,4,order_blend_50,0.0,0.0
reference,2026-04,5,order_blend_50,0.0,0.0
reference,2026-04,6,order_blend_50,0.0,0.0
reference,2026-04,7,order_blend_50,0.0,0.0
reference,2026-04,8,order_blend_50,38.0,3.0
reference,2026-04,9,order_blend_50,0.0,0.0
reference,2026-04,10,order_blend_50,0.0,0.0
reference,2026-04,11,order_blend_50,0.0,0.0
reference,2026-04,12,order_blend_50,0.0,0.0
reference,2026-04,13,order_blend_50,0.0,0.0
reference,2026-04,14,order_blend_50,0.0,0.0
reference,2026-04,15,order_blend_50,0.0,0.0
reference,2026-04,16,order_blend_50,229.0,-1.0
reference,2026-04,17,order_blend_50,0.0,0.0
reference,2026-04,18,order_blend_50,0.0,0.0
reference,2026-04,19,order_blend_50,0.0,0.0
reference,2026-05,0,order_blend_50,178.0,114.0
reference,2026-05,1,order_blend_50,315.0,8.0
reference,2026-05,2,order_blend_50,0.0,0.0
reference,2026-05,3,order_blend_50,0.0,0.0
reference,2026-05,4,order_blend_50,0.0,0.0
reference,2026-05,5,order_blend_50,0.0,0.0
reference,2026-05,6,order_blend_50,429.0,3.0
reference,2026-05,7,order_blend_50,210.0,3.0
reference,2026-05,8,order_blend_50,365.0,-19.0
reference,2026-05,9,order_blend_50,310.0,-3.0
reference,2026-05,10,order_blend_50,0.0,0.0
reference,2026-05,11,order_blend_50,372.0,-15.0
reference,2026-05,12,order_blend_50,0.0,0.0
reference,2026-05,13,order_blend_50,0.0,0.0
reference,2026-05,14,order_blend_50,0.0,0.0
reference,2026-05,15,order_blend_50,0.0,0.0
reference,2026-05,16,order_blend_50,271.0,2.0
reference,2026-05,17,order_blend_50,138.0,138.0
reference,2026-05,18,order_blend_50,107.0,0.0
reference,2026-05,19,order_blend_50,309.0,-6.0
reference,2026-06,0,order_blend_50,0.0,0.0
reference,2026-06,1,order_blend_50,0.0,0.0
reference,2026-06,2,order_blend_50,0.0,0.0
reference,2026-06,3,order_blend_50,28.0,-30.0
reference,2026-06,4,order_blend_50,0.0,0.0
reference,2026-06,5,order_blend_50,0.0,0.0
reference,2026-06,6,order_blend_50,0.0,0.0
reference,2026-06,7,order_blend_50,0.0,0.0
reference,2026-06,8,order_blend_50,0.0,0.0
reference,2026-06,9,order_blend_50,212.0,2.0
reference,2026-06,10,order_blend_50,0.0,0.0
reference,2026-06,11,order_blend_50,0.0,0.0
reference,2026-06,12,order_blend_50,240.0,5.0
reference,2026-06,13,order_blend_50,0.0,0.0
reference,2026-06,14,order_blend_50,0.0,0.0
reference,2026-06,15,order_blend_50,0.0,0.0
reference,2026-06,16,order_blend_50,0.0,0.0
reference,2026-06,17,order_blend_50,0.0,0.0
reference,2026-06,18,order_blend_50,0.0,0.0
reference,2026-06,19,order_blend_50,0.0,0.0
heterogeneity_gp_re_increased_perm_2,2025-06,0,order_blend_50,44.0,11.0
heterogeneity_gp_re_increased_perm_2,2025-06,1,order_blend_50,1.0,1.0
heterogeneity_gp_re_increased_perm_2,2025-06,2,order_blend_50,-5.0,0.0
heterogeneity_gp_re_increased_perm_2,2025-06,3,order_blend_50,48.0,-10.0
heterogeneity_gp_re_increased_perm_2,2025-06,4,order_blend_50,97.0,22.0
heterogeneity_gp_re_increased_perm_2,2025-06,5,order_blend_50,31.0,-5.0
heterogeneity_gp_re_increased_perm_2,2025-06,6,order_blend_50,69.0,-7.0
heterogeneity_gp_re_increased_perm_2,2025-06,7,order_blend_50,1.0,1.0
heterogeneity_gp_re_increased_perm_2,2025-06,8,order_blend_50,0.0,0.0
heterogeneity_gp_re_increased_perm_2,2025-06,9,order_blend_50,35.0,0.0
heterogeneity_gp_re_increased_perm_2,2025-06,10,order_blend_50,0.0,0.0
heterogeneity_gp_re_increased_perm_2,2025-06,11,order_blend_50,55.0,-32.0
heterogeneity_gp_re_increased_perm_2,2025-06,12,order_blend_50,36.0,0.0
heterogeneity_gp_re_increased_perm_2,2025-06,13,order_blend_50,16.0,5.0
heterogeneity_gp_re_increased_perm_2,2025-06,14,order_blend_50,49.0,-50.0
heterogeneity_gp_re_increased_perm_2,2025-06,15,order_blend_50,0.0,0.0
heterogeneity_gp_re_increased_perm_2,2025-06,16,order_blend_50,21.0,17.0
heterogeneity_gp_re_increased_perm_2,2025-06,17,order_blend_50,138.0,65.0
heterogeneity_gp_re_increased_perm_2,2025-06,18,order_blend_50,0.0,17.0
heterogeneity_gp_re_increased_perm_2,2025-06,19,order_blend_50,0.0,0.0
heterogeneity_gp_re_increased_perm_2,2025-07,0,order_blend_50,0.0,1.0
heterogeneity_gp_re_increased_perm_2,2025-07,1,order_blend_50,52.0,-47.0
heterogeneity_gp_re_increased_perm_2,2025-07,2,order_blend_50,120.0,26.0
heterogeneity_gp_re_increased_perm_2,2025-07,3,order_blend_50,73.0,2.0
heterogeneity_gp_re_increased_perm_2,2025-07,4,order_blend_50,11.0,-12.0
heterogeneity_gp_re_increased_perm_2,2025-07,5,order_blend_50,129.0,7.0
heterogeneity_gp_re_increased_perm_2,2025-07,6,order_blend_50,19.0,0.0
heterogeneity_gp_re_increased_perm_2,2025-07,7,order_blend_50,84.0,3.0
heterogeneity_gp_re_increased_perm_2,2025-07,8,order_blend_50,14.0,-3.0
heterogeneity_gp_re_increased_perm_2,2025-07,9,order_blend_50,0.0,1.0
heterogeneity_gp_re_increased_perm_2,2025-07,10,order_blend_50,93.0,20.0
heterogeneity_gp_re_increased_perm_2,2025-07,11,order_blend_50,0.0,0.0
heterogeneity_gp_re_increased_perm_2,2025-07,12,order_blend_50,25.0,-12.0
heterogeneity_gp_re_increased_perm_2,2025-07,13,order_blend_50,-74.0,-9.0
heterogeneity_gp_re_increased_perm_2,2025-07,14,order_blend_50,116.0,37.0
heterogeneity_gp_re_increased_perm_2,2025-07,15,order_blend_50,10.0,-39.0
heterogeneity_gp_re_increased_perm_2,2025-07,16,order_blend_50,96.0,3.0
heterogeneity_gp_re_increased_perm_2,2025-07,17,order_blend_50,0.0,0.0
heterogeneity_gp_re_increased_perm_2,2025-07,18,order_blend_50,42.0,0.0
heterogeneity_gp_re_increased_perm_2,2025-07,19,order_blend_50,106.0,0.0
heterogeneity_gp_re_increased_perm_2,2025-08,0,order_blend_50,-1.0,0.0
heterogeneity_gp_re_increased_perm_2,2025-08,1,order_blend_50,278.0,77.0
heterogeneity_gp_re_increased_perm_2,2025-08,2,order_blend_50,99.0,0.0
heterogeneity_gp_re_increased_perm_2,2025-08,3,order_blend_50,109.0,-13.0
heterogeneity_gp_re_increased_perm_2,2025-08,4,order_blend_50,106.0,4.0
heterogeneity_gp_re_increased_perm_2,2025-08,5,order_blend_50,16.0,18.0
heterogeneity_gp_re_increased_perm_2,2025-08,6,order_blend_50,115.0,21.0
heterogeneity_gp_re_increased_perm_2,2025-08,7,order_blend_50,38.0,0.0
heterogeneity_gp_re_increased_perm_2,2025-08,8,order_blend_50,0.0,0.0
heterogeneity_gp_re_increased_perm_2,2025-08,9,order_blend_50,0.0,0.0
heterogeneity_gp_re_increased_perm_2,2025-08,10,order_blend_50,0.0,0.0
heterogeneity_gp_re_increased_perm_2,2025-08,11,order_blend_50,0.0,0.0
heterogeneity_gp_re_increased_perm_2,2025-08,12,order_blend_50,0.0,0.0
heterogeneity_gp_re_increased_perm_2,2025-08,13,order_blend_50,178.0,50.0
heterogeneity_gp_re_increased_perm_2,2025-08,14,order_blend_50,132.0,48.0
heterogeneity_gp_re_increased_perm_2,2025-08,15,order_blend_50,-2.0,0.0
heterogeneity_gp_re_increased_perm_2,2025-08,16,order_blend_50,44.0,-4.0
heterogeneity_gp_re_increased_perm_2,2025-08,17,order_blend_50,228.0,67.0
heterogeneity_gp_re_increased_perm_2,2025-08,18,order_blend_50,210.0,74.0
heterogeneity_gp_re_increased_perm_2,2025-08,19,order_blend_50,56.0,0.0
heterogeneity_gp_re_increased_perm_2,2025-09,0,order_blend_50,92.0,-9.0
heterogeneity_gp_re_increased_perm_2,2025-09,1,order_blend_50,42.0,-4.0
heterogeneity_gp_re_increased_perm_2,2025-09,2,order_blend_50,133.0,-1.0
heterogeneity_gp_re_increased_perm_2,2025-09,3,order_blend_50,38.0,-29.0
heterogeneity_gp_re_increased_perm_2,2025-09,4,order_blend_50,48.0,-6.0
heterogeneity_gp_re_increased_perm_2,2025-09,5,order_blend_50,92.0,3.0
heterogeneity_gp_re_increased_perm_2,2025-09,6,order_blend_50,42.0,-24.0
heterogeneity_gp_re_increased_perm_2,2025-09,7,order_blend_50,17.0,-7.0
heterogeneity_gp_re_increased_perm_2,2025-09,8,order_blend_50,81.0,15.0
heterogeneity_gp_re_increased_perm_2,2025-09,9,order_blend_50,8.0,-46.0
heterogeneity_gp_re_increased_perm_2,2025-09,10,order_blend_50,37.0,7.0
heterogeneity_gp_re_increased_perm_2,2025-09,11,order_blend_50,125.0,6.0
heterogeneity_gp_re_increased_perm_2,2025-09,12,order_blend_50,155.0,36.0
heterogeneity_gp_re_increased_perm_2,2025-09,13,order_blend_50,58.0,24.0
heterogeneity_gp_re_increased_perm_2,2025-09,14,order_blend_50,0.0,3.0
heterogeneity_gp_re_increased_perm_2,2025-09,15,order_blend_50,94.0,35.0
heterogeneity_gp_re_increased_perm_2,2025-09,16,order_blend_50,106.0,2.0
heterogeneity_gp_re_increased_perm_2,2025-09,17,order_blend_50,48.0,39.0
heterogeneity_gp_re_increased_perm_2,2025-09,18,order_blend_50,0.0,0.0
heterogeneity_gp_re_increased_perm_2,2025-09,19,order_blend_50,0.0,0.0
heterogeneity_gp_re_increased_perm_2,2025-10,0,order_blend_50,64.0,-7.0
heterogeneity_gp_re_increased_perm_2,2025-10,1,order_blend_50,0.0,0.0
heterogeneity_gp_re_increased_perm_2,2025-10,2,order_blend_50,0.0,0.0
heterogeneity_gp_re_increased_perm_2,2025-10,3,order_blend_50,87.0,7.0
heterogeneity_gp_re_increased_perm_2,2025-10,4,order_blend_50,0.0,0.0
heterogeneity_gp_re_increased_perm_2,2025-10,5,order_blend_50,5.0,-2.0
heterogeneity_gp_re_increased_perm_2,2025-10,6,order_blend_50,45.0,0.0
heterogeneity_gp_re_increased_perm_2,2025-10,7,order_blend_50,73.0,-2.0
heterogeneity_gp_re_increased_perm_2,2025-10,8,order_blend_50,0.0,0.0
heterogeneity_gp_re_increased_perm_2,2025-10,9,order_blend_50,23.0,-3.0
heterogeneity_gp_re_increased_perm_2,2025-10,10,order_blend_50,73.0,0.0
heterogeneity_gp_re_increased_perm_2,2025-10,11,order_blend_50,132.0,37.0
heterogeneity_gp_re_increased_perm_2,2025-10,12,order_blend_50,147.0,29.0
heterogeneity_gp_re_increased_perm_2,2025-10,13,order_blend_50,40.0,-18.0
heterogeneity_gp_re_increased_perm_2,2025-10,14,order_blend_50,20.0,0.0
heterogeneity_gp_re_increased_perm_2,2025-10,15,order_blend_50,9.0,-11.0
heterogeneity_gp_re_increased_perm_2,2025-10,16,order_blend_50,0.0,0.0
heterogeneity_gp_re_increased_perm_2,2025-10,17,order_blend_50,66.0,-39.0
heterogeneity_gp_re_increased_perm_2,2025-10,18,order_blend_50,77.0,-1.0
heterogeneity_gp_re_increased_perm_2,2025-10,19,order_blend_50,27.0,2.0
heterogeneity_gp_re_increased_perm_2,2025-11,0,order_blend_50,67.0,-9.0
heterogeneity_gp_re_increased_perm_2,2025-11,1,order_blend_50,39.0,-6.0
heterogeneity_gp_re_increased_perm_2,2025-11,2,order_blend_50,45.0,10.0
heterogeneity_gp_re_increased_perm_2,2025-11,3,order_blend_50,0.0,0.0
heterogeneity_gp_re_increased_perm_2,2025-11,4,order_blend_50,24.0,-1.0
heterogeneity_gp_re_increased_perm_2,2025-11,5,order_blend_50,25.0,0.0
heterogeneity_gp_re_increased_perm_2,2025-11,6,order_blend_50,49.0,4.0
heterogeneity_gp_re_increased_perm_2,2025-11,7,order_blend_50,23.0,-4.0
heterogeneity_gp_re_increased_perm_2,2025-11,8,order_blend_50,22.0,0.0
heterogeneity_gp_re_increased_perm_2,2025-11,9,order_blend_50,2.0,2.0
heterogeneity_gp_re_increased_perm_2,2025-11,10,order_blend_50,92.0,3.0
heterogeneity_gp_re_increased_perm_2,2025-11,11,order_blend_50,0.0,0.0
heterogeneity_gp_re_increased_perm_2,2025-11,12,order_blend_50,0.0,0.0
heterogeneity_gp_re_increased_perm_2,2025-11,13,order_blend_50,80.0,19.0
heterogeneity_gp_re_increased_perm_2,2025-11,14,order_blend_50,34.0,-5.0
heterogeneity_gp_re_increased_perm_2,2025-11,15,order_blend_50,0.0,0.0
heterogeneity_gp_re_increased_perm_2,2025-11,16,order_blend_50,63.0,15.0
heterogeneity_gp_re_increased_perm_2,2025-11,17,order_blend_50,50.0,-11.0
heterogeneity_gp_re_increased_perm_2,2025-11,18,order_blend_50,35.0,-64.0
heterogeneity_gp_re_increased_perm_2,2025-11,19,order_blend_50,77.0,11.0
heterogeneity_gp_re_increased_perm_2,2025-12,0,order_blend_50,0.0,-95.0
heterogeneity_gp_re_increased_perm_2,2025-12,1,order_blend_50,0.0,0.0
heterogeneity_gp_re_increased_perm_2,2025-12,2,order_blend_50,72.0,0.0
heterogeneity_gp_re_increased_perm_2,2025-12,3,order_blend_50,0.0,0.0
heterogeneity_gp_re_increased_perm_2,2025-12,4,order_blend_50,0.0,0.0
heterogeneity_gp_re_increased_perm_2,2025-12,5,order_blend_50,78.0,-20.0
heterogeneity_gp_re_increased_perm_2,2025-12,6,order_blend_50,0.0,0.0
heterogeneity_gp_re_increased_perm_2,2025-12,7,order_blend_50,2.0,1.0
heterogeneity_gp_re_increased_perm_2,2025-12,8,order_blend_50,142.0,12.0
heterogeneity_gp_re_increased_perm_2,2025-12,9,order_blend_50,19.0,-78.0
heterogeneity_gp_re_increased_perm_2,2025-12,10,order_blend_50,79.0,-2.0
heterogeneity_gp_re_increased_perm_2,2025-12,11,order_blend_50,47.0,0.0
heterogeneity_gp_re_increased_perm_2,2025-12,12,order_blend_50,44.0,-22.0
heterogeneity_gp_re_increased_perm_2,2025-12,13,order_blend_50,10.0,1.0
heterogeneity_gp_re_increased_perm_2,2025-12,14,order_blend_50,141.0,6.0
heterogeneity_gp_re_increased_perm_2,2025-12,15,order_blend_50,5.0,-64.0
heterogeneity_gp_re_increased_perm_2,2025-12,16,order_blend_50,0.0,0.0
heterogeneity_gp_re_increased_perm_2,2025-12,17,order_blend_50,125.0,34.0
heterogeneity_gp_re_increased_perm_2,2025-12,18,order_blend_50,18.0,0.0
heterogeneity_gp_re_increased_perm_2,2025-12,19,order_blend_50,65.0,-24.0
heterogeneity_gp_re_increased_perm_2,2026-01,0,order_blend_50,0.0,-13.0
heterogeneity_gp_re_increased_perm_2,2026-01,1,order_blend_50,58.0,-22.0
heterogeneity_gp_re_increased_perm_2,2026-01,2,order_blend_50,0.0,0.0
heterogeneity_gp_re_increased_perm_2,2026-01,3,order_blend_50,27.0,-16.0
heterogeneity_gp_re_increased_perm_2,2026-01,4,order_blend_50,-40.0,-75.0
heterogeneity_gp_re_increased_perm_2,2026-01,5,order_blend_50,0.0,2.0
heterogeneity_gp_re_increased_perm_2,2026-01,6,order_blend_50,179.0,53.0
heterogeneity_gp_re_increased_perm_2,2026-01,7,order_blend_50,66.0,59.0
heterogeneity_gp_re_increased_perm_2,2026-01,8,order_blend_50,221.0,81.0
heterogeneity_gp_re_increased_perm_2,2026-01,9,order_blend_50,65.0,0.0
heterogeneity_gp_re_increased_perm_2,2026-01,10,order_blend_50,86.0,43.0
heterogeneity_gp_re_increased_perm_2,2026-01,11,order_blend_50,0.0,-118.0
heterogeneity_gp_re_increased_perm_2,2026-01,12,order_blend_50,152.0,-26.0
heterogeneity_gp_re_increased_perm_2,2026-01,13,order_blend_50,85.0,25.0
heterogeneity_gp_re_increased_perm_2,2026-01,14,order_blend_50,57.0,18.0
heterogeneity_gp_re_increased_perm_2,2026-01,15,order_blend_50,249.0,8.0
heterogeneity_gp_re_increased_perm_2,2026-01,16,order_blend_50,126.0,30.0
heterogeneity_gp_re_increased_perm_2,2026-01,17,order_blend_50,19.0,-10.0
heterogeneity_gp_re_increased_perm_2,2026-01,18,order_blend_50,197.0,-14.0
heterogeneity_gp_re_increased_perm_2,2026-01,19,order_blend_50,21.0,10.0
heterogeneity_gp_re_increased_perm_2,2026-02,0,order_blend_50,-4.0,-4.0
heterogeneity_gp_re_increased_perm_2,2026-02,1,order_blend_50,21.0,2.0
heterogeneity_gp_re_increased_perm_2,2026-02,2,order_blend_50,0.0,0.0
heterogeneity_gp_re_increased_perm_2,2026-02,3,order_blend_50,0.0,0.0
heterogeneity_gp_re_increased_perm_2,2026-02,4,order_blend_50,58.0,2.0
heterogeneity_gp_re_increased_perm_2,2026-02,5,order_blend_50,71.0,-8.0
heterogeneity_gp_re_increased_perm_2,2026-02,6,order_blend_50,0.0,0.0
heterogeneity_gp_re_increased_perm_2,2026-02,7,order_blend_50,75.0,-5.0
heterogeneity_gp_re_increased_perm_2,2026-02,8,order_blend_50,71.0,-28.0
heterogeneity_gp_re_increased_perm_2,2026-02,9,order_blend_50,34.0,0.0
heterogeneity_gp_re_increased_perm_2,2026-02,10,order_blend_50,14.0,-16.0
heterogeneity_gp_re_increased_perm_2,2026-02,11,order_blend_50,140.0,26.0
heterogeneity_gp_re_increased_perm_2,2026-02,12,order_blend_50,0.0,0.0
heterogeneity_gp_re_increased_perm_2,2026-02,13,order_blend_50,24.0,27.0
heterogeneity_gp_re_increased_perm_2,2026-02,14,order_blend_50,6.0,-24.0
heterogeneity_gp_re_increased_perm_2,2026-02,15,order_blend_50,-4.0,-101.0
heterogeneity_gp_re_increased_perm_2,2026-02,16,order_blend_50,0.0,0.0
heterogeneity_gp_re_increased_perm_2,2026-02,17,order_blend_50,0.0,0.0
heterogeneity_gp_re_increased_perm_2,2026-02,18,order_blend_50,121.0,54.0
heterogeneity_gp_re_increased_perm_2,2026-02,19,order_blend_50,93.0,46.0
heterogeneity_gp_re_increased_perm_2,2026-03,0,order_blend_50,12.0,-44.0
heterogeneity_gp_re_increased_perm_2,2026-03,1,order_blend_50,40.0,3.0
heterogeneity_gp_re_increased_perm_2,2026-03,2,order_blend_50,0.0,0.0
heterogeneity_gp_re_increased_perm_2,2026-03,3,order_blend_50,0.0,0.0
heterogeneity_gp_re_increased_perm_2,2026-03,4,order_blend_50,0.0,0.0
heterogeneity_gp_re_increased_perm_2,2026-03,5,order_blend_50,38.0,-15.0
heterogeneity_gp_re_increased_perm_2,2026-03,6,order_blend_50,22.0,35.0
heterogeneity_gp_re_increased_perm_2,2026-03,7,order_blend_50,64.0,0.0
heterogeneity_gp_re_increased_perm_2,2026-03,8,order_blend_50,0.0,0.0
heterogeneity_gp_re_increased_perm_2,2026-03,9,order_blend_50,25.0,26.0
heterogeneity_gp_re_increased_perm_2,2026-03,10,order_blend_50,17.0,0.0
heterogeneity_gp_re_increased_perm_2,2026-03,11,order_blend_50,127.0,12.0
heterogeneity_gp_re_increased_perm_2,2026-03,12,order_blend_50,0.0,0.0
heterogeneity_gp_re_increased_perm_2,2026-03,13,order_blend_50,1.0,1.0
heterogeneity_gp_re_increased_perm_2,2026-03,14,order_blend_50,75.0,-32.0
heterogeneity_gp_re_increased_perm_2,2026-03,15,order_blend_50,26.0,11.0
heterogeneity_gp_re_increased_perm_2,2026-03,16,order_blend_50,19.0,1.0
heterogeneity_gp_re_increased_perm_2,2026-03,17,order_blend_50,14.0,12.0
heterogeneity_gp_re_increased_perm_2,2026-03,18,order_blend_50,87.0,-5.0
heterogeneity_gp_re_increased_perm_2,2026-03,19,order_blend_50,0.0,0.0
heterogeneity_gp_re_increased_perm_2,2026-04,0,order_blend_50,19.0,10.0
heterogeneity_gp_re_increased_perm_2,2026-04,1,order_blend_50,15.0,-6.0
heterogeneity_gp_re_increased_perm_2,2026-04,2,order_blend_50,125.0,13.0
heterogeneity_gp_re_increased_perm_2,2026-04,3,order_blend_50,0.0,0.0
heterogeneity_gp_re_increased_perm_2,2026-04,4,order_blend_50,80.0,-34.0
heterogeneity_gp_re_increased_perm_2,2026-04,5,order_blend_50,159.0,61.0
heterogeneity_gp_re_increased_perm_2,2026-04,6,order_blend_50,0.0,0.0
heterogeneity_gp_re_increased_perm_2,2026-04,7,order_blend_50,0.0,0.0
heterogeneity_gp_re_increased_perm_2,2026-04,8,order_blend_50,0.0,0.0
heterogeneity_gp_re_increased_perm_2,2026-04,9,order_blend_50,0.0,0.0
heterogeneity_gp_re_increased_perm_2,2026-04,10,order_blend_50,131.0,53.0
heterogeneity_gp_re_increased_perm_2,2026-04,11,order_blend_50,37.0,2.0
heterogeneity_gp_re_increased_perm_2,2026-04,12,order_blend_50,1.0,0.0
heterogeneity_gp_re_increased_perm_2,2026-04,13,order_blend_50,0.0,0.0
heterogeneity_gp_re_increased_perm_2,2026-04,14,order_blend_50,40.0,-3.0
heterogeneity_gp_re_increased_perm_2,2026-04,15,order_blend_50,62.0,41.0
heterogeneity_gp_re_increased_perm_2,2026-04,16,order_blend_50,0.0,0.0
heterogeneity_gp_re_increased_perm_2,2026-04,17,order_blend_50,1.0,0.0
heterogeneity_gp_re_increased_perm_2,2026-04,18,order_blend_50,71.0,-23.0
heterogeneity_gp_re_increased_perm_2,2026-04,19,order_blend_50,0.0,0.0
heterogeneity_gp_re_increased_perm_2,2026-05,0,order_blend_50,122.0,40.0
heterogeneity_gp_re_increased_perm_2,2026-05,1,order_blend_50,69.0,22.0
heterogeneity_gp_re_increased_perm_2,2026-05,2,order_blend_50,131.0,38.0
heterogeneity_gp_re_increased_perm_2,2026-05,3,order_blend_50,-33.0,-142.0
heterogeneity_gp_re_increased_perm_2,2026-05,4,order_blend_50,61.0,-8.0
heterogeneity_gp_re_increased_perm_2,2026-05,5,order_blend_50,0.0,0.0
heterogeneity_gp_re_increased_perm_2,2026-05,6,order_blend_50,96.0,-64.0
heterogeneity_gp_re_increased_perm_2,2026-05,7,order_blend_50,18.0,-14.0
heterogeneity_gp_re_increased_perm_2,2026-05,8,order_blend_50,0.0,0.0
heterogeneity_gp_re_increased_perm_2,2026-05,9,order_blend_50,40.0,16.0
heterogeneity_gp_re_increased_perm_2,2026-05,10,order_blend_50,117.0,23.0
heterogeneity_gp_re_increased_perm_2,2026-05,11,order_blend_50,194.0,-31.0
heterogeneity_gp_re_increased_perm_2,2026-05,12,order_blend_50,205.0,25.0
heterogeneity_gp_re_increased_perm_2,2026-05,13,order_blend_50,-7.0,0.0
heterogeneity_gp_re_increased_perm_2,2026-05,14,order_blend_50,62.0,9.0
heterogeneity_gp_re_increased_perm_2,2026-05,15,order_blend_50,128.0,-72.0
heterogeneity_gp_re_increased_perm_2,2026-05,16,order_blend_50,10.0,-43.0
heterogeneity_gp_re_increased_perm_2,2026-05,17,order_blend_50,207.0,16.0
heterogeneity_gp_re_increased_perm_2,2026-05,18,order_blend_50,285.0,77.0
heterogeneity_gp_re_increased_perm_2,2026-05,19,order_blend_50,203.0,51.0
