policy,seed,crossed_health_limit,time_to_health_limit_h,final_elapsed_h,final_max_damage_pct,final_damage_range_pct,start_count,assignment_change_count,stack_0_final_damage_pct,stack_1_final_damage_pct,stack_2_final_damage_pct
fixed_pair,2026,True,1757.0,1757.0,9.353720887516802,2.473410181799811,2,0,6.880310705716991,9.353720887516802,7.482422824444445
health_greedy,2026,True,2279.0,2279.0,9.355661953136412,0.7133223918138079,46,44,8.642339561322604,9.355661953136412,9.313848196489424
fixed_pair,2027,True,1760.0,1760.0,9.354457107832026,2.4703957371323204,2,0,6.884061370699706,9.354457107832026,7.482422824444445
health_greedy,2027,True,2288.0,2288.0,9.353944280102086,0.6869849710535245,48,46,8.666959309048561,9.353944280102086,9.345931528754093
fixed_pair,2028,True,1765.0,1765.0,9.355375930718427,2.472156798936396,2,0,6.883219131782031,9.355375930718427,7.482422824444445
health_greedy,2028,True,2299.0,2299.0,9.35580526882727,0.6813535423420571,46,44,8.674451726485213,9.35580526882727,9.348857695281854
fixed_pair,2029,True,1751.0,1751.0,9.356081369803052,2.470066874607083,2,0,6.886014495195969,9.356081369803052,7.482422824444445
health_greedy,2029,True,2272.0,2272.0,9.356334604762026,0.71634150062137,46,44,8.639993104140656,9.356334604762026,9.310133490378288
fixed_pair,2030,True,1779.0,1779.0,9.355696045592111,2.46186526333513,2,0,6.893830782256981,9.355696045592111,7.482422824444445
health_greedy,2030,True,2299.0,2299.0,9.35449927906352,0.6943987248005019,47,45,8.660100554263018,9.326312052130307,9.35449927906352
fixed_pair,2031,True,1765.0,1765.0,9.354669502385121,2.4666950872697555,2,0,6.887974415115366,9.354669502385121,7.482422824444445
health_greedy,2031,True,2275.0,2275.0,9.356291337952428,0.7379173674401471,47,45,8.61837397051228,9.295565769400426,9.356291337952428
fixed_pair,2032,True,1773.0,1773.0,9.355576321420072,2.4674310760730087,2,0,6.888145245347063,9.355576321420072,7.482422824444445
health_greedy,2032,True,2298.0,2298.0,9.353446041903247,0.6813460829122793,47,45,8.672099958990968,9.351453978380336,9.353446041903247
fixed_pair,2033,True,1775.0,1775.0,9.354986802116324,2.4753398953918664,2,0,6.8796469067244574,9.354986802116324,7.482422824444445
health_greedy,2033,True,2303.0,2303.0,9.356339449788198,0.6960427158259872,47,45,8.66029673396221,9.342021195463664,9.356339449788198
fixed_pair,2034,True,1761.0,1761.0,9.35474163536762,2.4698556430069996,2,0,6.884885992360621,9.35474163536762,7.482422824444445
health_greedy,2034,True,2278.0,2278.0,9.354227089850093,0.7301041835217212,47,45,8.624122906328372,9.299446942733757,9.354227089850093
fixed_pair,2035,True,1760.0,1760.0,9.354241525332013,2.474729164354513,2,0,6.8795123609774995,9.354241525332013,7.482422824444445
health_greedy,2035,True,2274.0,2274.0,9.355694512180957,0.7413638688850988,47,45,8.614330643295858,9.298194378775449,9.355694512180957
