step,demand_power_kw,stack_power_kw,strategy,stack_0_current_a,stack_1_current_a,stack_2_current_a
43,33.14285714285714,32.95600797944976,rotating,0.0,270.0,0.0
44,33.14285714285714,32.956007935580914,rotating,0.0,270.0,0.0
45,33.14285714285714,32.956007891712055,rotating,0.0,270.0,0.0
46,33.14285714285714,32.95600784784319,rotating,0.0,270.0,0.0
47,33.14285714285714,32.95600780397432,rotating,0.0,270.0,0.0
48,33.14285714285714,32.95600776010545,rotating,0.0,270.0,0.0
49,33.14285714285714,32.95600771623657,rotating,0.0,270.0,0.0
50,33.14285714285714,32.9560076723677,rotating,0.0,270.0,0.0
51,33.14285714285714,32.95600762849882,rotating,0.0,270.0,0.0
52,33.14285714285714,32.95600758462993,rotating,0.0,270.0,0.0
53,33.14285714285714,32.956007540761036,rotating,0.0,270.0,0.0
54,33.14285714285714,32.95600749689214,rotating,0.0,270.0,0.0
55,33.14285714285714,32.95600745302325,rotating,0.0,270.0,0.0
56,33.14285714285714,32.95600740915434,rotating,0.0,270.0,0.0
57,33.14285714285714,32.95600736528542,rotating,0.0,270.0,0.0
58,33.14285714285714,32.95600732141651,rotating,0.0,270.0,0.0
59,33.14285714285714,32.956007277547585,rotating,0.0,270.0,0.0
60,23.428571428571423,23.691484627502557,rotating,60.0,120.0,0.0
61,23.428571428571423,23.691484616553417,rotating,60.0,120.0,0.0
62,23.428571428571423,23.691484605604273,rotating,60.0,120.0,0.0
63,23.428571428571423,23.691484594655137,rotating,60.0,120.0,0.0
64,23.428571428571423,23.691484583705986,rotating,60.0,120.0,0.0
65,23.428571428571423,23.69148457275684,rotating,60.0,120.0,0.0
66,23.428571428571423,23.691484561807698,rotating,60.0,120.0,0.0
67,23.428571428571423,23.691484550858544,rotating,60.0,120.0,0.0
68,23.428571428571423,23.691484539909393,rotating,60.0,120.0,0.0
69,23.428571428571423,23.691484528960245,rotating,60.0,120.0,0.0
70,23.428571428571423,23.691484518011087,rotating,60.0,120.0,0.0
71,23.428571428571423,23.691484507061936,rotating,60.0,120.0,0.0
72,23.428571428571423,23.69148449611278,rotating,60.0,120.0,0.0
73,23.428571428571423,23.691484485163627,rotating,60.0,120.0,0.0
74,23.428571428571423,23.69148447421447,rotating,60.0,120.0,0.0
75,23.428571428571423,23.69148446326531,rotating,60.0,120.0,0.0
76,23.428571428571423,23.691484452316146,rotating,60.0,120.0,0.0
77,23.428571428571423,23.69148444136698,rotating,60.0,120.0,0.0
78,23.428571428571423,23.691484430417823,rotating,60.0,120.0,0.0
79,23.428571428571423,23.691484419468658,rotating,60.0,120.0,0.0
80,23.428571428571423,23.691484408519486,rotating,60.0,120.0,0.0
81,23.428571428571423,23.691484397570324,rotating,60.0,120.0,0.0
82,23.428571428571423,23.691484386621156,rotating,60.0,120.0,0.0
83,23.428571428571423,23.691484375671983,rotating,60.0,120.0,0.0
84,23.428571428571423,23.69148436472281,rotating,60.0,120.0,0.0
85,23.428571428571423,23.69148435377364,rotating,60.0,120.0,0.0
86,23.428571428571423,23.691484342824467,rotating,60.0,120.0,0.0
87,23.428571428571423,23.69148433187529,rotating,60.0,120.0,0.0
88,23.428571428571423,23.691484320926115,rotating,60.0,120.0,0.0
89,23.428571428571423,23.691484309976936,rotating,60.0,120.0,0.0
90,23.428571428571423,23.715038097614595,rotating,120.0,60.0,0.0
91,23.428571428571423,23.71503809075127,rotating,120.0,60.0,0.0
92,23.428571428571423,23.715038083887947,rotating,120.0,60.0,0.0
93,23.428571428571423,23.71503807702462,rotating,120.0,60.0,0.0
94,23.428571428571423,23.715038070161295,rotating,120.0,60.0,0.0
95,23.428571428571423,23.71503806329796,rotating,120.0,60.0,0.0
96,23.428571428571423,23.71503805643463,rotating,120.0,60.0,0.0
97,23.428571428571423,23.715038049571298,rotating,120.0,60.0,0.0
98,23.428571428571423,23.715038042707963,rotating,120.0,60.0,0.0
99,23.428571428571423,23.71503803584463,rotating,120.0,60.0,0.0
100,23.428571428571423,23.715038028981287,rotating,120.0,60.0,0.0
101,23.428571428571423,23.715038022117948,rotating,120.0,60.0,0.0
102,23.428571428571423,23.715038015254606,rotating,120.0,60.0,0.0
103,23.428571428571423,23.71503800839126,rotating,120.0,60.0,0.0
104,23.428571428571423,23.715038001527923,rotating,120.0,60.0,0.0
105,23.428571428571423,23.715037994664577,rotating,120.0,60.0,0.0
106,23.428571428571423,23.715037987801225,rotating,120.0,60.0,0.0
107,23.428571428571423,23.715037980937876,rotating,120.0,60.0,0.0
108,23.428571428571423,23.715037974074527,rotating,120.0,60.0,0.0
109,23.428571428571423,23.715037967211174,rotating,120.0,60.0,0.0
110,23.428571428571423,23.71503796034782,rotating,120.0,60.0,0.0
111,23.428571428571423,23.71503795348446,rotating,120.0,60.0,0.0
112,23.428571428571423,23.715037946621106,rotating,120.0,60.0,0.0
113,23.428571428571423,23.715037939757742,rotating,120.0,60.0,0.0
114,23.428571428571423,23.715037932894383,rotating,120.0,60.0,0.0
115,23.428571428571423,23.71503792603102,rotating,120.0,60.0,0.0
116,23.428571428571423,23.71503791916765,rotating,120.0,60.0,0.0
117,23.428571428571423,23.71503791230429,rotating,120.0,60.0,0.0
118,23.428571428571423,23.715037905440923,rotating,120.0,60.0,0.0
119,23.428571428571423,23.715037898577556,rotating,120.0,60.0,0.0
120,23.428571428571423,23.69148163308129,rotating,60.0,120.0,0.0
121,23.428571428571423,23.691481622131775,rotating,60.0,120.0,0.0
122,23.428571428571423,23.691481611182265,rotating,60.0,120.0,0.0
123,23.428571428571423,23.691481600232752,rotating,60.0,120.0,0.0
124,23.428571428571423,23.691481589283235,rotating,60.0,120.0,0.0
125,23.428571428571423,23.691481578333722,rotating,60.0,120.0,0.0
126,23.428571428571423,23.6914815673842,rotating,60.0,120.0,0.0
127,23.428571428571423,23.691481556434688,rotating,60.0,120.0,0.0
128,23.428571428571423,23.691481545485168,rotating,60.0,120.0,0.0
129,23.428571428571423,23.691481534535647,rotating,60.0,120.0,0.0
130,23.428571428571423,23.691481523586127,rotating,60.0,120.0,0.0
131,23.428571428571423,23.6914815126366,rotating,60.0,120.0,0.0
132,23.428571428571423,23.69148150168708,rotating,60.0,120.0,0.0
133,23.428571428571423,23.69148149073755,rotating,60.0,120.0,0.0
134,23.428571428571423,23.691481479788024,rotating,60.0,120.0,0.0
135,23.428571428571423,23.691481468838496,rotating,60.0,120.0,0.0
136,23.428571428571423,23.69148145788897,rotating,60.0,120.0,0.0
137,23.428571428571423,23.691481446939434,rotating,60.0,120.0,0.0
138,23.428571428571423,23.6914814359899,rotating,60.0,120.0,0.0
139,23.428571428571423,23.691481425040365,rotating,60.0,120.0,0.0
140,23.428571428571423,23.691481414090823,rotating,60.0,120.0,0.0
141,23.428571428571423,23.691481403141292,rotating,60.0,120.0,0.0
142,23.428571428571423,23.691481392191754,rotating,60.0,120.0,0.0
143,23.428571428571423,23.691481381242212,rotating,60.0,120.0,0.0
144,23.428571428571423,23.691481370292674,rotating,60.0,120.0,0.0
145,23.428571428571423,23.691481359343136,rotating,60.0,120.0,0.0
146,23.428571428571423,23.691481348393587,rotating,60.0,120.0,0.0
147,23.428571428571423,23.691481337444046,rotating,60.0,120.0,0.0
148,23.428571428571423,23.691481326494497,rotating,60.0,120.0,0.0
149,23.428571428571423,23.691481315544948,rotating,60.0,120.0,0.0
150,33.14285714285714,32.592669916481974,rotating,0.0,0.0,270.0
151,33.14285714285714,32.59266984464457,rotating,0.0,0.0,270.0
152,33.14285714285714,32.59266977280717,rotating,0.0,0.0,270.0
153,33.14285714285714,32.59266970096976,rotating,0.0,0.0,270.0
154,33.14285714285714,32.59266962913235,rotating,0.0,0.0,270.0
155,33.14285714285714,32.59266955729493,rotating,0.0,0.0,270.0
156,33.14285714285714,32.59266948545752,rotating,0.0,0.0,270.0
157,33.14285714285714,32.592669413620094,rotating,0.0,0.0,270.0
158,33.14285714285714,32.59266934178267,rotating,0.0,0.0,270.0
159,33.14285714285714,32.59266926994523,rotating,0.0,0.0,270.0
160,33.14285714285714,32.5926691981078,rotating,0.0,0.0,270.0
161,33.14285714285714,32.59266912627036,rotating,0.0,0.0,270.0
162,33.14285714285714,32.59266905443291,rotating,0.0,0.0,270.0
163,33.14285714285714,32.59266898259548,rotating,0.0,0.0,270.0
164,33.14285714285714,32.59266891075802,rotating,0.0,0.0,270.0
165,33.14285714285714,32.592668838920574,rotating,0.0,0.0,270.0
166,33.14285714285714,32.592668767083104,rotating,0.0,0.0,270.0
167,33.14285714285714,32.59266869524565,rotating,0.0,0.0,270.0
168,33.14285714285714,32.59266862340818,rotating,0.0,0.0,270.0
169,33.14285714285714,32.59266855157072,rotating,0.0,0.0,270.0
170,33.14285714285714,32.59266847973324,rotating,0.0,0.0,270.0
171,33.14285714285714,32.592668407895765,rotating,0.0,0.0,270.0
172,33.14285714285714,32.59266833605828,rotating,0.0,0.0,270.0
173,33.14285714285714,32.5926682642208,rotating,0.0,0.0,270.0
174,33.14285714285714,32.59266819238331,rotating,0.0,0.0,270.0
175,33.14285714285714,32.59266812054582,rotating,0.0,0.0,270.0
176,33.14285714285714,32.592668048708326,rotating,0.0,0.0,270.0
177,33.14285714285714,32.59266797687082,rotating,0.0,0.0,270.0
178,33.14285714285714,32.59266790503331,rotating,0.0,0.0,270.0
179,33.14285714285714,32.592667833195804,rotating,0.0,0.0,270.0
0,16.57142857142857,16.18145683614408,instant_no_health,60.0,60.0,0.0
1,16.57142857142857,16.18145683192656,instant_no_health,60.0,60.0,0.0
2,16.57142857142857,16.18145682770904,instant_no_health,60.0,60.0,0.0
3,16.57142857142857,16.181456823491523,instant_no_health,60.0,60.0,0.0
4,16.57142857142857,16.181456819274004,instant_no_health,60.0,60.0,0.0
5,16.57142857142857,16.181456815056485,instant_no_health,60.0,60.0,0.0
6,16.57142857142857,16.181456810838966,instant_no_health,60.0,60.0,0.0
7,16.57142857142857,16.18145680662144,instant_no_health,60.0,60.0,0.0
8,16.57142857142857,16.181456802403922,instant_no_health,60.0,60.0,0.0
9,16.57142857142857,16.1814567981864,instant_no_health,60.0,60.0,0.0
10,16.57142857142857,16.181456793968877,instant_no_health,60.0,60.0,0.0
11,16.57142857142857,16.18145678975135,instant_no_health,60.0,60.0,0.0
12,16.57142857142857,16.181456785533825,instant_no_health,60.0,60.0,0.0
13,16.57142857142857,16.1814567813163,instant_no_health,60.0,60.0,0.0
14,16.57142857142857,16.181456777098774,instant_no_health,60.0,60.0,0.0
15,16.57142857142857,16.181456772881248,instant_no_health,60.0,60.0,0.0
16,16.57142857142857,16.181456768663722,instant_no_health,60.0,60.0,0.0
17,16.57142857142857,16.181456764446196,instant_no_health,60.0,60.0,0.0
18,16.57142857142857,16.181456760228663,instant_no_health,60.0,60.0,0.0
19,16.57142857142857,16.181456756011137,instant_no_health,60.0,60.0,0.0
20,16.57142857142857,16.181456751793604,instant_no_health,60.0,60.0,0.0
21,16.57142857142857,16.18145674757607,instant_no_health,60.0,60.0,0.0
22,16.57142857142857,16.181456743358545,instant_no_health,60.0,60.0,0.0
23,16.57142857142857,16.181456739141012,instant_no_health,60.0,60.0,0.0
24,16.57142857142857,16.18145673492348,instant_no_health,60.0,60.0,0.0
25,16.57142857142857,16.181456730705946,instant_no_health,60.0,60.0,0.0
26,16.57142857142857,16.181456726488413,instant_no_health,60.0,60.0,0.0
27,16.57142857142857,16.181456722270877,instant_no_health,60.0,60.0,0.0
28,16.57142857142857,16.181456718053344,instant_no_health,60.0,60.0,0.0
29,16.57142857142857,16.181456713835807,instant_no_health,60.0,60.0,0.0
30,33.14285714285714,33.11086585577397,instant_no_health,270.0,0.0,0.0
31,33.14285714285714,33.110865838058224,instant_no_health,270.0,0.0,0.0
32,33.14285714285714,33.11086582034247,instant_no_health,270.0,0.0,0.0
33,33.14285714285714,33.110865802626705,instant_no_health,270.0,0.0,0.0
34,33.14285714285714,33.110865784910935,instant_no_health,270.0,0.0,0.0
35,33.14285714285714,33.110865767195165,instant_no_health,270.0,0.0,0.0
36,33.14285714285714,33.11086574947939,instant_no_health,270.0,0.0,0.0
37,33.14285714285714,33.110865731763596,instant_no_health,270.0,0.0,0.0
38,33.14285714285714,33.110865714047804,instant_no_health,270.0,0.0,0.0
39,33.14285714285714,33.110865696332,instant_no_health,270.0,0.0,0.0
40,33.14285714285714,33.110865678616186,instant_no_health,270.0,0.0,0.0
41,33.14285714285714,33.11086566090037,instant_no_health,270.0,0.0,0.0
42,33.14285714285714,33.11086564318455,instant_no_health,270.0,0.0,0.0
43,33.14285714285714,33.110865625468726,instant_no_health,270.0,0.0,0.0
44,33.14285714285714,33.110865607752885,instant_no_health,270.0,0.0,0.0
45,33.14285714285714,33.11086559003705,instant_no_health,270.0,0.0,0.0
46,33.14285714285714,33.11086557232121,instant_no_health,270.0,0.0,0.0
47,33.14285714285714,33.110865554605354,instant_no_health,270.0,0.0,0.0
48,33.14285714285714,33.1108655368895,instant_no_health,270.0,0.0,0.0
49,33.14285714285714,33.11086551917362,instant_no_health,270.0,0.0,0.0
50,33.14285714285714,33.11086550145775,instant_no_health,270.0,0.0,0.0
51,33.14285714285714,33.110865483741875,instant_no_health,270.0,0.0,0.0
52,33.14285714285714,33.110865466026,instant_no_health,270.0,0.0,0.0
53,33.14285714285714,33.11086544831011,instant_no_health,270.0,0.0,0.0
54,33.14285714285714,33.11086543059422,instant_no_health,270.0,0.0,0.0
55,33.14285714285714,33.11086541287831,instant_no_health,270.0,0.0,0.0
56,33.14285714285714,33.1108653951624,instant_no_health,270.0,0.0,0.0
57,33.14285714285714,33.11086537744649,instant_no_health,270.0,0.0,0.0
58,33.14285714285714,33.11086535973057,instant_no_health,270.0,0.0,0.0
59,33.14285714285714,33.110865342014634,instant_no_health,270.0,0.0,0.0
60,23.428571428571423,23.691484721016288,instant_no_health,60.0,120.0,0.0
61,23.428571428571423,23.691484710067147,instant_no_health,60.0,120.0,0.0
62,23.428571428571423,23.69148469911802,instant_no_health,60.0,120.0,0.0
63,23.428571428571423,23.691484688168885,instant_no_health,60.0,120.0,0.0
64,23.428571428571423,23.691484677219744,instant_no_health,60.0,120.0,0.0
65,23.428571428571423,23.691484666270604,instant_no_health,60.0,120.0,0.0
66,23.428571428571423,23.691484655321467,instant_no_health,60.0,120.0,0.0
67,23.428571428571423,23.691484644372323,instant_no_health,60.0,120.0,0.0
68,23.428571428571423,23.691484633423183,instant_no_health,60.0,120.0,0.0
69,23.428571428571423,23.691484622474036,instant_no_health,60.0,120.0,0.0
70,23.428571428571423,23.691484611524892,instant_no_health,60.0,120.0,0.0
71,23.428571428571423,23.69148460057574,instant_no_health,60.0,120.0,0.0
72,23.428571428571423,23.69148458962659,instant_no_health,60.0,120.0,0.0
73,23.428571428571423,23.69148457867745,instant_no_health,60.0,120.0,0.0
74,23.428571428571423,23.691484567728295,instant_no_health,60.0,120.0,0.0
75,23.428571428571423,23.69148455677914,instant_no_health,60.0,120.0,0.0
76,23.428571428571423,23.691484545829994,instant_no_health,60.0,120.0,0.0
77,23.428571428571423,23.691484534880836,instant_no_health,60.0,120.0,0.0
78,23.428571428571423,23.691484523931685,instant_no_health,60.0,120.0,0.0
79,23.428571428571423,23.69148451298252,instant_no_health,60.0,120.0,0.0
80,23.428571428571423,23.69148450203336,instant_no_health,60.0,120.0,0.0
81,23.428571428571423,23.6914844910842,instant_no_health,60.0,120.0,0.0
82,23.428571428571423,23.69148448013504,instant_no_health,60.0,120.0,0.0
83,23.428571428571423,23.691484469185873,instant_no_health,60.0,120.0,0.0
84,23.428571428571423,23.691484458236715,instant_no_health,60.0,120.0,0.0
85,23.428571428571423,23.691484447287547,instant_no_health,60.0,120.0,0.0
86,23.428571428571423,23.691484436338378,instant_no_health,60.0,120.0,0.0
87,23.428571428571423,23.69148442538921,instant_no_health,60.0,120.0,0.0
88,23.428571428571423,23.69148441444004,instant_no_health,60.0,120.0,0.0
89,23.428571428571423,23.69148440349087,instant_no_health,60.0,120.0,0.0
90,23.428571428571423,23.691484392541696,instant_no_health,60.0,120.0,0.0
91,23.428571428571423,23.691484381592524,instant_no_health,60.0,120.0,0.0
92,23.428571428571423,23.69148437064335,instant_no_health,60.0,120.0,0.0
93,23.428571428571423,23.691484359694165,instant_no_health,60.0,120.0,0.0
94,23.428571428571423,23.691484348744993,instant_no_health,60.0,120.0,0.0
95,23.428571428571423,23.691484337795814,instant_no_health,60.0,120.0,0.0
96,23.428571428571423,23.691484326846634,instant_no_health,60.0,120.0,0.0
97,23.428571428571423,23.691484315897448,instant_no_health,60.0,120.0,0.0
98,23.428571428571423,23.69148430494827,instant_no_health,60.0,120.0,0.0
99,23.428571428571423,23.691484293999082,instant_no_health,60.0,120.0,0.0
100,23.428571428571423,23.6914842830499,instant_no_health,60.0,120.0,0.0
101,23.428571428571423,23.691484272100713,instant_no_health,60.0,120.0,0.0
102,23.428571428571423,23.691484261151523,instant_no_health,60.0,120.0,0.0
103,23.428571428571423,23.69148425020233,instant_no_health,60.0,120.0,0.0
104,23.428571428571423,23.691484239253136,instant_no_health,60.0,120.0,0.0
105,23.428571428571423,23.69148422830395,instant_no_health,60.0,120.0,0.0
106,23.428571428571423,23.691484217354752,instant_no_health,60.0,120.0,0.0
107,23.428571428571423,23.69148420640556,instant_no_health,60.0,120.0,0.0
108,23.428571428571423,23.69148419545636,instant_no_health,60.0,120.0,0.0
109,23.428571428571423,23.69148418450716,instant_no_health,60.0,120.0,0.0
110,23.428571428571423,23.69148417355796,instant_no_health,60.0,120.0,0.0
111,23.428571428571423,23.691484162608763,instant_no_health,60.0,120.0,0.0
112,23.428571428571423,23.69148415165956,instant_no_health,60.0,120.0,0.0
113,23.428571428571423,23.691484140710358,instant_no_health,60.0,120.0,0.0
114,23.428571428571423,23.69148412976115,instant_no_health,60.0,120.0,0.0
115,23.428571428571423,23.691484118811942,instant_no_health,60.0,120.0,0.0
116,23.428571428571423,23.691484107862735,instant_no_health,60.0,120.0,0.0
117,23.428571428571423,23.691484096913527,instant_no_health,60.0,120.0,0.0
118,23.428571428571423,23.69148408596432,instant_no_health,60.0,120.0,0.0
119,23.428571428571423,23.691484075015104,instant_no_health,60.0,120.0,0.0
120,23.428571428571423,23.69148406406589,instant_no_health,60.0,120.0,0.0
121,23.428571428571423,23.691484053116675,instant_no_health,60.0,120.0,0.0
122,23.428571428571423,23.691484042167463,instant_no_health,60.0,120.0,0.0
123,23.428571428571423,23.691484031218245,instant_no_health,60.0,120.0,0.0
124,23.428571428571423,23.691484020269023,instant_no_health,60.0,120.0,0.0
125,23.428571428571423,23.691484009319808,instant_no_health,60.0,120.0,0.0
126,23.428571428571423,23.691483998370582,instant_no_health,60.0,120.0,0.0
127,23.428571428571423,23.69148398742136,instant_no_health,60.0,120.0,0.0
128,23.428571428571423,23.691483976472142,instant_no_health,60.0,120.0,0.0
129,23.428571428571423,23.691483965522913,instant_no_health,60.0,120.0,0.0
130,23.428571428571423,23.691483954573684,instant_no_health,60.0,120.0,0.0
131,23.428571428571423,23.691483943624455,instant_no_health,60.0,120.0,0.0
132,23.428571428571423,23.69148393267523,instant_no_health,60.0,120.0,0.0
133,23.428571428571423,23.691483921725997,instant_no_health,60.0,120.0,0.0
134,23.428571428571423,23.691483910776768,instant_no_health,60.0,120.0,0.0
135,23.428571428571423,23.69148389982754,instant_no_health,60.0,120.0,0.0
136,23.428571428571423,23.691483888878295,instant_no_health,60.0,120.0,0.0
137,23.428571428571423,23.69148387792906,instant_no_health,60.0,120.0,0.0
138,23.428571428571423,23.69148386697983,instant_no_health,60.0,120.0,0.0
139,23.428571428571423,23.691483856030587,instant_no_health,60.0,120.0,0.0
140,23.428571428571423,23.691483845081343,instant_no_health,60.0,120.0,0.0
141,23.428571428571423,23.691483834132104,instant_no_health,60.0,120.0,0.0
142,23.428571428571423,23.691483823182864,instant_no_health,60.0,120.0,0.0
143,23.428571428571423,23.69148381223362,instant_no_health,60.0,120.0,0.0
144,23.428571428571423,23.69148380128437,instant_no_health,60.0,120.0,0.0
145,23.428571428571423,23.691483790335123,instant_no_health,60.0,120.0,0.0
146,23.428571428571423,23.691483779385877,instant_no_health,60.0,120.0,0.0
147,23.428571428571423,23.691483768436626,instant_no_health,60.0,120.0,0.0
148,23.428571428571423,23.691483757487376,instant_no_health,60.0,120.0,0.0
149,23.428571428571423,23.691483746538125,instant_no_health,60.0,120.0,0.0
150,33.14285714285714,33.110859947573914,instant_no_health,270.0,0.0,0.0
151,33.14285714285714,33.11085992985606,instant_no_health,270.0,0.0,0.0
152,33.14285714285714,33.11085991213818,instant_no_health,270.0,0.0,0.0
153,33.14285714285714,33.1108598944203,instant_no_health,270.0,0.0,0.0
154,33.14285714285714,33.11085987670242,instant_no_health,270.0,0.0,0.0
155,33.14285714285714,33.11085985898453,instant_no_health,270.0,0.0,0.0
156,33.14285714285714,33.11085984126663,instant_no_health,270.0,0.0,0.0
157,33.14285714285714,33.11085982354873,instant_no_health,270.0,0.0,0.0
158,33.14285714285714,33.11085980583082,instant_no_health,270.0,0.0,0.0
159,33.14285714285714,33.110859788112904,instant_no_health,270.0,0.0,0.0
160,33.14285714285714,33.11085977039499,instant_no_health,270.0,0.0,0.0
161,33.14285714285714,33.11085975267705,instant_no_health,270.0,0.0,0.0
162,33.14285714285714,33.11085973495912,instant_no_health,270.0,0.0,0.0
163,33.14285714285714,33.11085971724118,instant_no_health,270.0,0.0,0.0
164,33.14285714285714,33.11085969952323,instant_no_health,270.0,0.0,0.0
165,33.14285714285714,33.11085968180528,instant_no_health,270.0,0.0,0.0
166,33.14285714285714,33.11085966408732,instant_no_health,270.0,0.0,0.0
167,33.14285714285714,33.11085964636935,instant_no_health,270.0,0.0,0.0
168,33.14285714285714,33.110859628651376,instant_no_health,270.0,0.0,0.0
169,33.14285714285714,33.1108596109334,instant_no_health,270.0,0.0,0.0
170,33.14285714285714,33.110859593215416,instant_no_health,270.0,0.0,0.0
171,33.14285714285714,33.11085957549742,instant_no_health,270.0,0.0,0.0
172,33.14285714285714,33.110859557779435,instant_no_health,270.0,0.0,0.0
173,33.14285714285714,33.11085954006141,instant_no_health,270.0,0.0,0.0
174,33.14285714285714,33.11085952234341,instant_no_health,270.0,0.0,0.0
175,33.14285714285714,33.11085950462539,instant_no_health,270.0,0.0,0.0
176,33.14285714285714,33.110859486907366,instant_no_health,270.0,0.0,0.0
177,33.14285714285714,33.110859469189336,instant_no_health,270.0,0.0,0.0
178,33.14285714285714,33.110859451471306,instant_no_health,270.0,0.0,0.0
179,33.14285714285714,33.110859433753255,instant_no_health,270.0,0.0,0.0
0,16.57142857142857,16.18145683614408,instant_health,60.0,60.0,0.0
1,16.57142857142857,16.18145683192656,instant_health,60.0,60.0,0.0
2,16.57142857142857,16.18145682770904,instant_health,60.0,60.0,0.0
3,16.57142857142857,16.181456823491523,instant_health,60.0,60.0,0.0
4,16.57142857142857,16.181456819274004,instant_health,60.0,60.0,0.0
5,16.57142857142857,16.181456815056485,instant_health,60.0,60.0,0.0
6,16.57142857142857,16.181456810838966,instant_health,60.0,60.0,0.0
7,16.57142857142857,16.18145680662144,instant_health,60.0,60.0,0.0
8,16.57142857142857,16.181456802403922,instant_health,60.0,60.0,0.0
9,16.57142857142857,16.1814567981864,instant_health,60.0,60.0,0.0
10,16.57142857142857,16.181456793968877,instant_health,60.0,60.0,0.0
11,16.57142857142857,16.18145678975135,instant_health,60.0,60.0,0.0
12,16.57142857142857,16.181456785533825,instant_health,60.0,60.0,0.0
13,16.57142857142857,16.1814567813163,instant_health,60.0,60.0,0.0
14,16.57142857142857,16.181456777098774,instant_health,60.0,60.0,0.0
15,16.57142857142857,16.181456772881248,instant_health,60.0,60.0,0.0
16,16.57142857142857,16.181456768663722,instant_health,60.0,60.0,0.0
17,16.57142857142857,16.181456764446196,instant_health,60.0,60.0,0.0
18,16.57142857142857,16.181456760228663,instant_health,60.0,60.0,0.0
19,16.57142857142857,16.181456756011137,instant_health,60.0,60.0,0.0
20,16.57142857142857,16.181456751793604,instant_health,60.0,60.0,0.0
21,16.57142857142857,16.18145674757607,instant_health,60.0,60.0,0.0
22,16.57142857142857,16.181456743358545,instant_health,60.0,60.0,0.0
23,16.57142857142857,16.181456739141012,instant_health,60.0,60.0,0.0
24,16.57142857142857,16.18145673492348,instant_health,60.0,60.0,0.0
25,16.57142857142857,16.181456730705946,instant_health,60.0,60.0,0.0
26,16.57142857142857,16.181456726488413,instant_health,60.0,60.0,0.0
27,16.57142857142857,16.181456722270877,instant_health,60.0,60.0,0.0
28,16.57142857142857,16.181456718053344,instant_health,60.0,60.0,0.0
29,16.57142857142857,16.181456713835807,instant_health,60.0,60.0,0.0
30,33.14285714285714,33.11086585577397,instant_health,270.0,0.0,0.0
31,33.14285714285714,33.110865838058224,instant_health,270.0,0.0,0.0
32,33.14285714285714,33.11086582034247,instant_health,270.0,0.0,0.0
33,33.14285714285714,33.110865802626705,instant_health,270.0,0.0,0.0
34,33.14285714285714,33.110865784910935,instant_health,270.0,0.0,0.0
35,33.14285714285714,33.110865767195165,instant_health,270.0,0.0,0.0
36,33.14285714285714,33.11086574947939,instant_health,270.0,0.0,0.0
37,33.14285714285714,33.110865731763596,instant_health,270.0,0.0,0.0
38,33.14285714285714,33.110865714047804,instant_health,270.0,0.0,0.0
39,33.14285714285714,33.110865696332,instant_health,270.0,0.0,0.0
40,33.14285714285714,33.110865678616186,instant_health,270.0,0.0,0.0
41,33.14285714285714,33.11086566090037,instant_health,270.0,0.0,0.0
42,33.14285714285714,33.11086564318455,instant_health,270.0,0.0,0.0
43,33.14285714285714,33.110865625468726,instant_health,270.0,0.0,0.0
44,33.14285714285714,33.110865607752885,instant_health,270.0,0.0,0.0
45,33.14285714285714,33.11086559003705,instant_health,270.0,0.0,0.0
46,33.14285714285714,33.11086557232121,instant_health,270.0,0.0,0.0
47,33.14285714285714,33.110865554605354,instant_health,270.0,0.0,0.0
48,33.14285714285714,33.1108655368895,instant_health,270.0,0.0,0.0
49,33.14285714285714,33.11086551917362,instant_health,270.0,0.0,0.0
50,33.14285714285714,33.11086550145775,instant_health,270.0,0.0,0.0
51,33.14285714285714,33.110865483741875,instant_health,270.0,0.0,0.0
52,33.14285714285714,33.110865466026,instant_health,270.0,0.0,0.0
53,33.14285714285714,33.11086544831011,instant_health,270.0,0.0,0.0
54,33.14285714285714,33.11086543059422,instant_health,270.0,0.0,0.0
55,33.14285714285714,33.11086541287831,instant_health,270.0,0.0,0.0
56,33.14285714285714,33.1108653951624,instant_health,270.0,0.0,0.0
57,33.14285714285714,33.11086537744649,instant_health,270.0,0.0,0.0
58,33.14285714285714,33.11086535973057,instant_health,270.0,0.0,0.0
59,33.14285714285714,33.110865342014634,instant_health,270.0,0.0,0.0
60,23.428571428571423,23.715039025520625,instant_health,120.0,60.0,0.0
61,23.428571428571423,23.715039018657514,instant_health,120.0,60.0,0.0
62,23.428571428571423,23.7150390117944,instant_health,120.0,60.0,0.0
63,23.428571428571423,23.71503900493129,instant_health,120.0,60.0,0.0
64,23.428571428571423,23.715038998068174,instant_health,120.0,60.0,0.0
65,23.428571428571423,23.715038991205056,instant_health,120.0,60.0,0.0
66,23.428571428571423,23.71503898434194,instant_health,120.0,60.0,0.0
67,23.428571428571423,23.71503897747882,instant_health,120.0,60.0,0.0
68,23.428571428571423,23.715038970615698,instant_health,120.0,60.0,0.0
69,23.428571428571423,23.715038963752576,instant_health,120.0,60.0,0.0
70,23.428571428571423,23.715038956889458,instant_health,120.0,60.0,0.0
71,23.428571428571423,23.715038950026322,instant_health,120.0,60.0,0.0
72,23.428571428571423,23.715038943163194,instant_health,120.0,60.0,0.0
73,23.428571428571423,23.71503893630007,instant_health,120.0,60.0,0.0
74,23.428571428571423,23.715038929436936,instant_health,120.0,60.0,0.0
