step,demand_power_kw,stack_power_kw,strategy,stack_0_current_a,stack_1_current_a,stack_2_current_a
144,23.428571428571423,23.796261863668896,average,90.0,90.0,0.0
145,23.428571428571423,23.796261855462493,average,90.0,90.0,0.0
146,23.428571428571423,23.796261847256098,average,90.0,90.0,0.0
147,23.428571428571423,23.796261839049695,average,90.0,90.0,0.0
148,23.428571428571423,23.79626183084329,average,90.0,90.0,0.0
149,23.428571428571423,23.796261822636886,average,90.0,90.0,0.0
150,33.14285714285714,31.225065248855657,average,120.0,120.0,0.0
151,33.14285714285714,31.225065235260637,average,120.0,120.0,0.0
152,33.14285714285714,31.225065221665616,average,120.0,120.0,0.0
153,33.14285714285714,31.225065208070593,average,120.0,120.0,0.0
154,33.14285714285714,31.22506519447557,average,120.0,120.0,0.0
155,33.14285714285714,31.225065180880545,average,120.0,120.0,0.0
156,33.14285714285714,31.225065167285514,average,120.0,120.0,0.0
157,33.14285714285714,31.225065153690487,average,120.0,120.0,0.0
158,33.14285714285714,31.225065140095445,average,120.0,120.0,0.0
159,33.14285714285714,31.22506512650041,average,120.0,120.0,0.0
160,33.14285714285714,31.225065112905376,average,120.0,120.0,0.0
161,33.14285714285714,31.225065099310335,average,120.0,120.0,0.0
162,33.14285714285714,31.225065085715286,average,120.0,120.0,0.0
163,33.14285714285714,31.22506507212025,average,120.0,120.0,0.0
164,33.14285714285714,31.2250650585252,average,120.0,120.0,0.0
165,33.14285714285714,31.225065044930147,average,120.0,120.0,0.0
166,33.14285714285714,31.2250650313351,average,120.0,120.0,0.0
167,33.14285714285714,31.22506501774004,average,120.0,120.0,0.0
168,33.14285714285714,31.22506500414498,average,120.0,120.0,0.0
169,33.14285714285714,31.22506499054992,average,120.0,120.0,0.0
170,33.14285714285714,31.22506497695486,average,120.0,120.0,0.0
171,33.14285714285714,31.225064963359802,average,120.0,120.0,0.0
172,33.14285714285714,31.22506494976473,average,120.0,120.0,0.0
173,33.14285714285714,31.22506493616966,average,120.0,120.0,0.0
174,33.14285714285714,31.22506492257459,average,120.0,120.0,0.0
175,33.14285714285714,31.225064908979515,average,120.0,120.0,0.0
176,33.14285714285714,31.225064895384442,average,120.0,120.0,0.0
177,33.14285714285714,31.225064881789365,average,120.0,120.0,0.0
178,33.14285714285714,31.225064868194284,average,120.0,120.0,0.0
179,33.14285714285714,31.225064854599204,average,120.0,120.0,0.0
0,16.57142857142857,16.18145683614408,daisy_chain,60.0,60.0,0.0
1,16.57142857142857,16.18145683192656,daisy_chain,60.0,60.0,0.0
2,16.57142857142857,16.18145682770904,daisy_chain,60.0,60.0,0.0
3,16.57142857142857,16.181456823491523,daisy_chain,60.0,60.0,0.0
4,16.57142857142857,16.181456819274004,daisy_chain,60.0,60.0,0.0
5,16.57142857142857,16.181456815056485,daisy_chain,60.0,60.0,0.0
6,16.57142857142857,16.181456810838966,daisy_chain,60.0,60.0,0.0
7,16.57142857142857,16.18145680662144,daisy_chain,60.0,60.0,0.0
8,16.57142857142857,16.181456802403922,daisy_chain,60.0,60.0,0.0
9,16.57142857142857,16.1814567981864,daisy_chain,60.0,60.0,0.0
10,16.57142857142857,16.181456793968877,daisy_chain,60.0,60.0,0.0
11,16.57142857142857,16.18145678975135,daisy_chain,60.0,60.0,0.0
12,16.57142857142857,16.181456785533825,daisy_chain,60.0,60.0,0.0
13,16.57142857142857,16.1814567813163,daisy_chain,60.0,60.0,0.0
14,16.57142857142857,16.181456777098774,daisy_chain,60.0,60.0,0.0
15,16.57142857142857,16.181456772881248,daisy_chain,60.0,60.0,0.0
16,16.57142857142857,16.181456768663722,daisy_chain,60.0,60.0,0.0
17,16.57142857142857,16.181456764446196,daisy_chain,60.0,60.0,0.0
18,16.57142857142857,16.181456760228663,daisy_chain,60.0,60.0,0.0
19,16.57142857142857,16.181456756011137,daisy_chain,60.0,60.0,0.0
20,16.57142857142857,16.181456751793604,daisy_chain,60.0,60.0,0.0
21,16.57142857142857,16.18145674757607,daisy_chain,60.0,60.0,0.0
22,16.57142857142857,16.181456743358545,daisy_chain,60.0,60.0,0.0
23,16.57142857142857,16.181456739141012,daisy_chain,60.0,60.0,0.0
24,16.57142857142857,16.18145673492348,daisy_chain,60.0,60.0,0.0
25,16.57142857142857,16.181456730705946,daisy_chain,60.0,60.0,0.0
26,16.57142857142857,16.181456726488413,daisy_chain,60.0,60.0,0.0
27,16.57142857142857,16.181456722270877,daisy_chain,60.0,60.0,0.0
28,16.57142857142857,16.181456718053344,daisy_chain,60.0,60.0,0.0
29,16.57142857142857,16.181456713835807,daisy_chain,60.0,60.0,0.0
30,33.14285714285714,31.109788459448232,daisy_chain,0.0,120.0,120.0
31,33.14285714285714,31.109788433513597,daisy_chain,0.0,120.0,120.0
32,33.14285714285714,31.10978840757896,daisy_chain,0.0,120.0,120.0
33,33.14285714285714,31.109788381644318,daisy_chain,0.0,120.0,120.0
34,33.14285714285714,31.109788355709675,daisy_chain,0.0,120.0,120.0
35,33.14285714285714,31.10978832977503,daisy_chain,0.0,120.0,120.0
36,33.14285714285714,31.10978830384039,daisy_chain,0.0,120.0,120.0
37,33.14285714285714,31.109788277905736,daisy_chain,0.0,120.0,120.0
38,33.14285714285714,31.109788251971082,daisy_chain,0.0,120.0,120.0
39,33.14285714285714,31.109788226036436,daisy_chain,0.0,120.0,120.0
40,33.14285714285714,31.109788200101782,daisy_chain,0.0,120.0,120.0
41,33.14285714285714,31.10978817416712,daisy_chain,0.0,120.0,120.0
42,33.14285714285714,31.10978814823246,daisy_chain,0.0,120.0,120.0
43,33.14285714285714,31.10978812229781,daisy_chain,0.0,120.0,120.0
44,33.14285714285714,31.10978809636314,daisy_chain,0.0,120.0,120.0
45,33.14285714285714,31.10978807042848,daisy_chain,0.0,120.0,120.0
46,33.14285714285714,31.10978804449381,daisy_chain,0.0,120.0,120.0
47,33.14285714285714,31.109788018559144,daisy_chain,0.0,120.0,120.0
48,33.14285714285714,31.109787992624476,daisy_chain,0.0,120.0,120.0
49,33.14285714285714,31.109787966689808,daisy_chain,0.0,120.0,120.0
50,33.14285714285714,31.10978794075513,daisy_chain,0.0,120.0,120.0
51,33.14285714285714,31.10978791482046,daisy_chain,0.0,120.0,120.0
52,33.14285714285714,31.109787888885784,daisy_chain,0.0,120.0,120.0
53,33.14285714285714,31.1097878629511,daisy_chain,0.0,120.0,120.0
54,33.14285714285714,31.10978783701642,daisy_chain,0.0,120.0,120.0
55,33.14285714285714,31.10978781108173,daisy_chain,0.0,120.0,120.0
56,33.14285714285714,31.10978778514705,daisy_chain,0.0,120.0,120.0
57,33.14285714285714,31.10978775921236,daisy_chain,0.0,120.0,120.0
58,33.14285714285714,31.109787733277674,daisy_chain,0.0,120.0,120.0
59,33.14285714285714,31.10978770734298,daisy_chain,0.0,120.0,120.0
60,23.428571428571423,23.747141149599567,daisy_chain,90.0,0.0,90.0
61,23.428571428571423,23.747141137354514,daisy_chain,90.0,0.0,90.0
62,23.428571428571423,23.747141125109458,daisy_chain,90.0,0.0,90.0
63,23.428571428571423,23.747141112864405,daisy_chain,90.0,0.0,90.0
64,23.428571428571423,23.747141100619345,daisy_chain,90.0,0.0,90.0
65,23.428571428571423,23.747141088374285,daisy_chain,90.0,0.0,90.0
66,23.428571428571423,23.74714107612922,daisy_chain,90.0,0.0,90.0
67,23.428571428571423,23.74714106388416,daisy_chain,90.0,0.0,90.0
68,23.428571428571423,23.747141051639097,daisy_chain,90.0,0.0,90.0
69,23.428571428571423,23.747141039394037,daisy_chain,90.0,0.0,90.0
70,23.428571428571423,23.747141027148967,daisy_chain,90.0,0.0,90.0
71,23.428571428571423,23.7471410149039,daisy_chain,90.0,0.0,90.0
72,23.428571428571423,23.747141002658836,daisy_chain,90.0,0.0,90.0
73,23.428571428571423,23.74714099041376,daisy_chain,90.0,0.0,90.0
74,23.428571428571423,23.747140978168694,daisy_chain,90.0,0.0,90.0
75,23.428571428571423,23.74714096592362,daisy_chain,90.0,0.0,90.0
76,23.428571428571423,23.747140953678546,daisy_chain,90.0,0.0,90.0
77,23.428571428571423,23.747140941433464,daisy_chain,90.0,0.0,90.0
78,23.428571428571423,23.747140929188394,daisy_chain,90.0,0.0,90.0
79,23.428571428571423,23.747140916943312,daisy_chain,90.0,0.0,90.0
80,23.428571428571423,23.74714090469823,daisy_chain,90.0,0.0,90.0
81,23.428571428571423,23.747140892453153,daisy_chain,90.0,0.0,90.0
82,23.428571428571423,23.74714088020807,daisy_chain,90.0,0.0,90.0
83,23.428571428571423,23.747140867962983,daisy_chain,90.0,0.0,90.0
84,23.428571428571423,23.747140855717902,daisy_chain,90.0,0.0,90.0
85,23.428571428571423,23.747140843472813,daisy_chain,90.0,0.0,90.0
86,23.428571428571423,23.747140831227725,daisy_chain,90.0,0.0,90.0
87,23.428571428571423,23.74714081898264,daisy_chain,90.0,0.0,90.0
88,23.428571428571423,23.747140806737555,daisy_chain,90.0,0.0,90.0
89,23.428571428571423,23.74714079449246,daisy_chain,90.0,0.0,90.0
90,23.428571428571423,23.79623472345775,daisy_chain,90.0,90.0,0.0
91,23.428571428571423,23.796234715246833,daisy_chain,90.0,90.0,0.0
92,23.428571428571423,23.796234707035918,daisy_chain,90.0,90.0,0.0
93,23.428571428571423,23.796234698824996,daisy_chain,90.0,90.0,0.0
94,23.428571428571423,23.79623469061408,daisy_chain,90.0,90.0,0.0
95,23.428571428571423,23.796234682403167,daisy_chain,90.0,90.0,0.0
96,23.428571428571423,23.79623467419224,daisy_chain,90.0,90.0,0.0
97,23.428571428571423,23.79623466598132,daisy_chain,90.0,90.0,0.0
98,23.428571428571423,23.79623465777039,daisy_chain,90.0,90.0,0.0
99,23.428571428571423,23.79623464955947,daisy_chain,90.0,90.0,0.0
100,23.428571428571423,23.796234641348548,daisy_chain,90.0,90.0,0.0
101,23.428571428571423,23.796234633137615,daisy_chain,90.0,90.0,0.0
102,23.428571428571423,23.79623462492669,daisy_chain,90.0,90.0,0.0
103,23.428571428571423,23.796234616715754,daisy_chain,90.0,90.0,0.0
104,23.428571428571423,23.796234608504825,daisy_chain,90.0,90.0,0.0
105,23.428571428571423,23.796234600293893,daisy_chain,90.0,90.0,0.0
106,23.428571428571423,23.796234592082953,daisy_chain,90.0,90.0,0.0
107,23.428571428571423,23.796234583872018,daisy_chain,90.0,90.0,0.0
108,23.428571428571423,23.79623457566108,daisy_chain,90.0,90.0,0.0
109,23.428571428571423,23.796234567450142,daisy_chain,90.0,90.0,0.0
110,23.428571428571423,23.796234559239203,daisy_chain,90.0,90.0,0.0
111,23.428571428571423,23.79623455102826,daisy_chain,90.0,90.0,0.0
112,23.428571428571423,23.796234542817317,daisy_chain,90.0,90.0,0.0
113,23.428571428571423,23.796234534606374,daisy_chain,90.0,90.0,0.0
114,23.428571428571423,23.796234526395423,daisy_chain,90.0,90.0,0.0
115,23.428571428571423,23.796234518184484,daisy_chain,90.0,90.0,0.0
116,23.428571428571423,23.79623450997353,daisy_chain,90.0,90.0,0.0
117,23.428571428571423,23.796234501762576,daisy_chain,90.0,90.0,0.0
118,23.428571428571423,23.79623449355163,daisy_chain,90.0,90.0,0.0
119,23.428571428571423,23.796234485340673,daisy_chain,90.0,90.0,0.0
120,23.428571428571423,23.726630686329052,daisy_chain,0.0,90.0,90.0
121,23.428571428571423,23.726630670636588,daisy_chain,0.0,90.0,90.0
122,23.428571428571423,23.726630654944117,daisy_chain,0.0,90.0,90.0
123,23.428571428571423,23.726630639251653,daisy_chain,0.0,90.0,90.0
124,23.428571428571423,23.72663062355918,daisy_chain,0.0,90.0,90.0
125,23.428571428571423,23.72663060786671,daisy_chain,0.0,90.0,90.0
126,23.428571428571423,23.72663059217424,daisy_chain,0.0,90.0,90.0
127,23.428571428571423,23.726630576481767,daisy_chain,0.0,90.0,90.0
128,23.428571428571423,23.726630560789292,daisy_chain,0.0,90.0,90.0
129,23.428571428571423,23.72663054509682,daisy_chain,0.0,90.0,90.0
130,23.428571428571423,23.72663052940434,daisy_chain,0.0,90.0,90.0
131,23.428571428571423,23.726630513711868,daisy_chain,0.0,90.0,90.0
132,23.428571428571423,23.726630498019382,daisy_chain,0.0,90.0,90.0
133,23.428571428571423,23.72663048232691,daisy_chain,0.0,90.0,90.0
134,23.428571428571423,23.726630466634425,daisy_chain,0.0,90.0,90.0
135,23.428571428571423,23.726630450941943,daisy_chain,0.0,90.0,90.0
136,23.428571428571423,23.72663043524946,daisy_chain,0.0,90.0,90.0
137,23.428571428571423,23.726630419556976,daisy_chain,0.0,90.0,90.0
138,23.428571428571423,23.72663040386449,daisy_chain,0.0,90.0,90.0
139,23.428571428571423,23.726630388172,daisy_chain,0.0,90.0,90.0
140,23.428571428571423,23.72663037247952,daisy_chain,0.0,90.0,90.0
141,23.428571428571423,23.726630356787023,daisy_chain,0.0,90.0,90.0
142,23.428571428571423,23.726630341094534,daisy_chain,0.0,90.0,90.0
143,23.428571428571423,23.726630325402045,daisy_chain,0.0,90.0,90.0
144,23.428571428571423,23.72663030970955,daisy_chain,0.0,90.0,90.0
145,23.428571428571423,23.726630294017056,daisy_chain,0.0,90.0,90.0
146,23.428571428571423,23.726630278324564,daisy_chain,0.0,90.0,90.0
147,23.428571428571423,23.726630262632067,daisy_chain,0.0,90.0,90.0
148,23.428571428571423,23.726630246939568,daisy_chain,0.0,90.0,90.0
149,23.428571428571423,23.726630231247064,daisy_chain,0.0,90.0,90.0
150,33.14285714285714,31.143705078550262,daisy_chain,120.0,0.0,120.0
151,33.14285714285714,31.143705058381983,daisy_chain,120.0,0.0,120.0
152,33.14285714285714,31.143705038213696,daisy_chain,120.0,0.0,120.0
153,33.14285714285714,31.143705018045402,daisy_chain,120.0,0.0,120.0
154,33.14285714285714,31.14370499787711,daisy_chain,120.0,0.0,120.0
155,33.14285714285714,31.143704977708808,daisy_chain,120.0,0.0,120.0
156,33.14285714285714,31.143704957540514,daisy_chain,120.0,0.0,120.0
157,33.14285714285714,31.143704937372213,daisy_chain,120.0,0.0,120.0
158,33.14285714285714,31.143704917203912,daisy_chain,120.0,0.0,120.0
159,33.14285714285714,31.14370489703561,daisy_chain,120.0,0.0,120.0
160,33.14285714285714,31.143704876867304,daisy_chain,120.0,0.0,120.0
161,33.14285714285714,31.14370485669899,daisy_chain,120.0,0.0,120.0
162,33.14285714285714,31.14370483653068,daisy_chain,120.0,0.0,120.0
163,33.14285714285714,31.143704816362373,daisy_chain,120.0,0.0,120.0
164,33.14285714285714,31.14370479619405,daisy_chain,120.0,0.0,120.0
165,33.14285714285714,31.143704776025736,daisy_chain,120.0,0.0,120.0
166,33.14285714285714,31.143704755857417,daisy_chain,120.0,0.0,120.0
167,33.14285714285714,31.14370473568909,daisy_chain,120.0,0.0,120.0
168,33.14285714285714,31.14370471552077,daisy_chain,120.0,0.0,120.0
169,33.14285714285714,31.14370469535244,daisy_chain,120.0,0.0,120.0
170,33.14285714285714,31.143704675184114,daisy_chain,120.0,0.0,120.0
171,33.14285714285714,31.14370465501579,daisy_chain,120.0,0.0,120.0
172,33.14285714285714,31.143704634847445,daisy_chain,120.0,0.0,120.0
173,33.14285714285714,31.143704614679116,daisy_chain,120.0,0.0,120.0
174,33.14285714285714,31.143704594510776,daisy_chain,120.0,0.0,120.0
175,33.14285714285714,31.14370457434243,daisy_chain,120.0,0.0,120.0
176,33.14285714285714,31.14370455417409,daisy_chain,120.0,0.0,120.0
177,33.14285714285714,31.143704534005742,daisy_chain,120.0,0.0,120.0
178,33.14285714285714,31.1437045138374,daisy_chain,120.0,0.0,120.0
179,33.14285714285714,31.14370449366905,daisy_chain,120.0,0.0,120.0
0,16.57142857142857,16.18145683614408,rotating,60.0,60.0,0.0
1,16.57142857142857,16.18145683192656,rotating,60.0,60.0,0.0
2,16.57142857142857,16.18145682770904,rotating,60.0,60.0,0.0
3,16.57142857142857,16.181456823491523,rotating,60.0,60.0,0.0
4,16.57142857142857,16.181456819274004,rotating,60.0,60.0,0.0
5,16.57142857142857,16.181456815056485,rotating,60.0,60.0,0.0
6,16.57142857142857,16.181456810838966,rotating,60.0,60.0,0.0
7,16.57142857142857,16.18145680662144,rotating,60.0,60.0,0.0
8,16.57142857142857,16.181456802403922,rotating,60.0,60.0,0.0
9,16.57142857142857,16.1814567981864,rotating,60.0,60.0,0.0
10,16.57142857142857,16.181456793968877,rotating,60.0,60.0,0.0
11,16.57142857142857,16.18145678975135,rotating,60.0,60.0,0.0
12,16.57142857142857,16.181456785533825,rotating,60.0,60.0,0.0
13,16.57142857142857,16.1814567813163,rotating,60.0,60.0,0.0
14,16.57142857142857,16.181456777098774,rotating,60.0,60.0,0.0
15,16.57142857142857,16.181456772881248,rotating,60.0,60.0,0.0
16,16.57142857142857,16.181456768663722,rotating,60.0,60.0,0.0
17,16.57142857142857,16.181456764446196,rotating,60.0,60.0,0.0
18,16.57142857142857,16.181456760228663,rotating,60.0,60.0,0.0
19,16.57142857142857,16.181456756011137,rotating,60.0,60.0,0.0
20,16.57142857142857,16.181456751793604,rotating,60.0,60.0,0.0
21,16.57142857142857,16.18145674757607,rotating,60.0,60.0,0.0
22,16.57142857142857,16.181456743358545,rotating,60.0,60.0,0.0
23,16.57142857142857,16.181456739141012,rotating,60.0,60.0,0.0
24,16.57142857142857,16.18145673492348,rotating,60.0,60.0,0.0
25,16.57142857142857,16.181456730705946,rotating,60.0,60.0,0.0
26,16.57142857142857,16.181456726488413,rotating,60.0,60.0,0.0
27,16.57142857142857,16.181456722270877,rotating,60.0,60.0,0.0
28,16.57142857142857,16.181456718053344,rotating,60.0,60.0,0.0
29,16.57142857142857,16.181456713835807,rotating,60.0,60.0,0.0
30,33.14285714285714,32.956008549744446,rotating,0.0,270.0,0.0
31,33.14285714285714,32.95600850587566,rotating,0.0,270.0,0.0
32,33.14285714285714,32.95600846200685,rotating,0.0,270.0,0.0
33,33.14285714285714,32.956008418138055,rotating,0.0,270.0,0.0
34,33.14285714285714,32.95600837426924,rotating,0.0,270.0,0.0
35,33.14285714285714,32.95600833040043,rotating,0.0,270.0,0.0
36,33.14285714285714,32.956008286531606,rotating,0.0,270.0,0.0
37,33.14285714285714,32.95600824266278,rotating,0.0,270.0,0.0
38,33.14285714285714,32.95600819879395,rotating,0.0,270.0,0.0
39,33.14285714285714,32.95600815492514,rotating,0.0,270.0,0.0
40,33.14285714285714,32.95600811105629,rotating,0.0,270.0,0.0
41,33.14285714285714,32.95600806718746,rotating,0.0,270.0,0.0
42,33.14285714285714,32.95600802331861,rotating,0.0,270.0,0.0
