scenario,load_source,load_seed,strategy,power_interface,health_seed,n_steps,hydrogen_g,fc_energy_kwh,hydrogen_g_per_fc_kwh,hydrogen_soc_corrected_g,sampled_damage_increment_pct,main_sampled_damage_increment_pct,recovery_sampled_damage_increment_pct,main_expected_continuous_damage_pct,main_sampled_continuous_damage_pct,main_discrete_damage_pct,main_ramp_damage_pct,main_shift_damage_pct,main_start_stop_damage_pct,expected_damage_increment_pct,main_expected_damage_increment_pct,recovery_expected_damage_increment_pct,performance_loss_sum,objective_total_sum,objective_degradation_increment_sum,main_performance_loss_sum,recovery_performance_loss_sum,main_hydrogen_g,recovery_hydrogen_g,battery_throughput_kwh,soc_final,soc_error,soc_metrics_applicable,fc_tracking_mae_kw,fc_tracking_rmse_kw,fc_tracking_bias_kw,fc_tracking_max_abs_kw,fc_tracking_within_tolerance_share,online_stack_count_mean,online_stack_count_max,online_step_range,total_switch_count,total_load_shift_count,constraint_violation_steps,safety_override_steps,planning_runtime_s,planning_runtime_mean_ms,planning_runtime_max_ms,planning_expanded_nodes,planning_feasible_candidates,max_power_balance_error_kw,clipped_points,clipped_share,soc_recovery_steps,health_changed_steps,final_damage_mean_pct,final_damage_range_pct,damage_increment_range_pct,aged_stack_index,aged_stack_current_share,main_aged_stack_current_share,stack_0_current_a_step,stack_1_current_a_step,stack_2_current_a_step,stack_0_final_damage_pct,stack_1_final_damage_pct,stack_2_final_damage_pct,stack_0_main_continuous_damage_pct,stack_1_main_continuous_damage_pct,stack_2_main_continuous_damage_pct,stack_0_main_shift_damage_pct,stack_1_main_shift_damage_pct,stack_2_main_shift_damage_pct,stack_0_main_start_stop_damage_pct,stack_1_main_start_stop_damage_pct,stack_2_main_start_stop_damage_pct,stack_0_online_steps,stack_1_online_steps,stack_2_online_steps,stack_0_switch_count,stack_1_switch_count,stack_2_switch_count,stack_0_load_shift_count,stack_1_load_shift_count,stack_2_load_shift_count,stack_0_max_consecutive_online_steps,stack_1_max_consecutive_online_steps,stack_2_max_consecutive_online_steps,stack_0_max_consecutive_off_steps,stack_1_max_consecutive_off_steps,stack_2_max_consecutive_off_steps,max_stack_damage_increment_pct,mean_stack_damage_increment_pct,min_stack_damage_increment_pct,final_max_damage_pct,pair_seed
zuo_fast_random_30s_pair_2026,zuo_fast_random_30s,2026,average,fc_only,42026,180,60.736311222017086,1.2501698164621087,48.58244889793973,,0.004587695000000003,0.004587695000000003,0.0,0.00020499999999999994,0.00020500000000000013,0.004382695,0.0,0.00036469499999999995,0.004018,0.004587695000000003,0.004587695000000003,0.0,1.2535566430300578,24.0940063286603,0.7209014223939396,1.2535566430300578,0.0,60.736311222017086,0.0,,,,False,0.8881039538159898,1.14844119760534,-0.5204131945673445,1.9177922882579352,1.0,2.0,2,180,2,6,0,0,29.55513110011816,164.19517277843423,296.9246001448482,6876,428,1.9177922882579352,0,0.0,0,180,4.054508261574067,6.544882071388889,0.002349794999974897,2,0.0,0.0,17100.0,17100.0,0.0,0.9375407530555562,3.7435612072221973,7.482422824444445,9.999999999999999e-05,0.000105,0.0,0.0001779,0.00018679500000000002,0.0,0.00196,0.002058,0.0,180,180,0,1,1,0,3,3,0,180,180,0,0,0,180,0.002349794999974897,0.0015292316666584889,0.0,7.482422824444445,2026
zuo_fast_random_30s_pair_2026,zuo_fast_random_30s,2026,daisy_chain,fc_only,42026,180,60.736311222017086,1.2475412973310758,48.68481015574647,,0.014710725,0.014710725,0.0,0.00021,0.0002100000000000002,0.014500725,0.0,0.00019272499999999998,0.014307999999999998,0.014710725,0.014710725,0.0,3.4816317428296895,26.645739807605406,2.3116145639468364,3.4816317428296895,0.0,60.736311222017086,0.0,,,,False,0.9010808270277648,1.197745096589737,-0.5729835771880053,2.0330694355141574,1.0,2.0,2,0,12,3,0,0,4.140745000448078,23.00413889137821,64.43540006875992,948,180,2.0330694355141574,0,0.0,0,180,4.0578826049074,6.545689098055548,0.0016984016666832247,2,0.3684210526315789,0.3684210526315789,10800.0,10800.0,12600.0,0.9412495197222226,3.745459677222206,7.486938617777771,6.666666666666667e-05,7.000000000000001e-05,7.333333333333336e-05,0.0,6.2265e-05,0.00013046,0.00588,0.004116,0.004312,120,120,120,5,4,3,0,1,2,60,60,60,30,30,30,0.005946666666666989,0.004903574999992166,0.004248264999983764,7.486938617777771,2026
zuo_fast_random_30s_pair_2026,zuo_fast_random_30s,2026,rotating,fc_only,42026,180,63.93295918107061,1.2735678125385392,50.19988614005267,,0.006916549999999998,0.006916549999999998,0.0,0.00019402499999999999,0.00019402500000000004,0.006722525,0.0,0.000548525,0.006174,0.006916549999999998,0.006916549999999998,0.0,5.800748849272541,20.570485519025617,1.0868531436939035,5.800748849272541,0.0,63.93295918107061,0.0,,,,False,0.3232164915170588,0.34399753415715806,-0.0524532730387386,0.5501893096613344,1.0,2.0,2,150,4,9,0,0,118.04382740170695,655.7990411205942,1623.9507999271154,26100,5172,0.5501893096613344,0,0.0,0,180,4.055284546574069,6.547019938055555,0.00029351666665355935,2,0.225,0.225,9000.0,18900.0,8100.0,0.9375772197222221,3.7436792622222077,7.484597157777777,7.716666666666667e-05,9.852500000000001e-05,1.8333333333333333e-05,0.0002372,0.000311325,0.0,0.00196,0.002058,0.002156,150,180,30,2,1,1,4,5,0,150,180,30,30,0,150,0.002467849999985283,0.0023055166666611595,0.002174333333331724,7.484597157777777,2026
zuo_fast_random_30s_pair_2026,zuo_fast_random_30s,2026,instant_no_health,fc_only,42026,180,63.93295918107061,1.2789802897156914,49.987446792696446,,0.004574745000000002,0.004574745000000002,0.0,0.00019204999999999995,0.00019205000000000014,0.004382695,0.0,0.00036469499999999995,0.004018,0.004574745000000002,0.004574745000000002,0.0,1.2128402111839656,17.80626796836485,0.7188664847139059,1.2128402111839656,0.0,63.93295918107061,0.0,,,,False,0.2071165347023494,0.2454569640740464,0.055796270504313995,0.3899718575927622,1.0,2.0,2,180,2,6,0,0,34.92191750044003,194.0106527802224,358.18550013937056,7436,6740,0.3899718575927622,0,0.0,0,180,4.054503944907406,6.544882071388889,0.0023368449999958685,2,0.0,0.0,23400.0,12600.0,0.0,0.9375407530555562,3.7435482572222183,7.482422824444445,9.999999999999999e-05,9.205e-05,0.0,0.0001779,0.00018679500000000002,0.0,0.00196,0.002058,0.0,180,180,0,1,1,0,3,3,0,180,180,0,0,0,180,0.0023368449999958685,0.0015249149999988127,0.0,7.482422824444445,2026
zuo_fast_random_30s_pair_2026,zuo_fast_random_30s,2026,instant_health,fc_only,42026,180,63.93295918107061,1.2795691518739916,49.96444239644076,,0.004574745000000002,0.004574745000000002,0.0,0.00019204999999999995,0.00019205000000000014,0.004382695,0.0,0.00036469499999999995,0.004018,0.004574745000000002,0.004574745000000002,0.0,0.7136887701187318,17.801604181398616,0.7188664847139059,0.7136887701187318,0.0,63.93295918107061,0.0,,,,False,0.2188937778683508,0.2583008017841878,0.0675735136703154,0.3899718575927622,1.0,2.0,2,180,2,6,0,0,34.79385690041818,193.2992050023232,386.3932001404464,7436,6740,0.3899718575927622,0,0.0,0,180,4.054503944907406,6.544882071388889,0.0023368449999958685,2,0.0,0.0,28800.0,7200.0,0.0,0.9375407530555562,3.7435482572222183,7.482422824444445,9.999999999999999e-05,9.205e-05,0.0,0.0001779,0.00018679500000000002,0.0,0.00196,0.002058,0.0,180,180,0,1,1,0,3,3,0,180,180,0,0,0,180,0.0023368449999958685,0.0015249149999988127,0.0,7.482422824444445,2026
empirical_random_1s_pair_2027,empirical_random_1s,2027,average,fc_only,42027,180,38.35977550864237,0.8090728229336378,47.4120183267962,,0.004223000000000002,0.004223000000000002,0.0,0.00020499999999999994,0.0002050000000000001,0.004018,0.0,0.0,0.004018,0.004223000000000002,0.004223000000000002,0.0,0.5807143491291218,13.632789800043057,0.6635939631491647,0.5807143491291218,0.0,38.35977550864237,0.0,,,,False,0.389972112755813,0.38997211275587457,-0.389972112755813,0.38997249023065805,1.0,2.0,2,180,2,0,0,0,41.35766499955207,229.76480555306705,309.27550001069903,9144,512,0.38997249023065805,0,0.0,0,180,4.054386696574066,6.545059971388889,0.002162999999975046,2,0.0,0.0,10800.0,10800.0,0.0,0.9373628530555562,3.7433744122221975,7.482422824444445,9.999999999999999e-05,0.000105,0.0,0.0,0.0,0.0,0.00196,0.002058,0.0,180,180,0,1,1,0,0,0,0,180,180,0,0,0,180,0.002162999999975046,0.0014076666666585542,0.0,7.482422824444445,2027
empirical_random_1s_pair_2027,empirical_random_1s,2027,daisy_chain,fc_only,42027,180,38.35977550864237,0.8080638162368373,47.47122038861274,,0.014517999999999998,0.014517999999999998,0.0,0.00021,0.00021000000000000017,0.014307999999999998,0.0,0.0,0.014307999999999998,0.014517999999999998,0.014517999999999998,0.0,1.4360030438660423,15.941400773755205,2.281330134264638,1.4360030438660423,0.0,38.35977550864237,0.0,,,,False,0.4101522466918232,0.4104223936588012,-0.4101522466918232,0.4254785480750698,1.0,2.0,2,0,12,0,0,0,5.638101899530739,31.322788330726326,72.45140010491014,948,180,0.4254785480750698,0,0.0,0,180,4.057818363240734,6.545558638055549,0.001760666666683175,2,0.3333333333333333,0.3333333333333333,7200.0,7200.0,7200.0,0.9412495197222226,3.7453974122222062,7.486808157777771,6.666666666666667e-05,7.000000000000001e-05,7.333333333333336e-05,0.0,0.0,0.0,0.00588,0.004116,0.004312,120,120,120,5,4,3,0,0,0,60,60,60,30,30,30,0.005946666666666989,0.00483933333332572,0.004185999999983814,7.486808157777771,2027
empirical_random_1s_pair_2027,empirical_random_1s,2027,rotating,fc_only,42027,180,38.35977550864237,0.8090728229336378,47.4120183267962,,0.004223000000000002,0.004223000000000002,0.0,0.00020499999999999994,0.0002050000000000001,0.004018,0.0,0.0,0.004018,0.004223000000000002,0.004223000000000002,0.0,0.5807143491291218,13.632789800043057,0.6635939631491647,0.5807143491291218,0.0,38.35977550864237,0.0,,,,False,0.389972112755813,0.38997211275587457,-0.389972112755813,0.38997249023065805,1.0,2.0,2,180,2,0,0,0,202.3540308009833,1124.189060005463,1586.385500151664,45000,7484,0.38997249023065805,0,0.0,0,180,4.054386696574066,6.545059971388889,0.002162999999975046,2,0.0,0.0,10800.0,10800.0,0.0,0.9373628530555562,3.7433744122221975,7.482422824444445,9.999999999999999e-05,0.000105,0.0,0.0,0.0,0.0,0.00196,0.002058,0.0,180,180,0,1,1,0,0,0,0,180,180,0,0,0,180,0.002162999999975046,0.0014076666666585542,0.0,7.482422824444445,2027
empirical_random_1s_pair_2027,empirical_random_1s,2027,instant_no_health,fc_only,42027,180,38.35977550864237,0.8090728229336378,47.4120183267962,,0.004223000000000002,0.004223000000000002,0.0,0.00020499999999999994,0.0002050000000000001,0.004018,0.0,0.0,0.004018,0.004223000000000002,0.004223000000000002,0.0,0.5807143491291218,13.632789800043057,0.6635939631491647,0.5807143491291218,0.0,38.35977550864237,0.0,,,,False,0.389972112755813,0.38997211275587457,-0.389972112755813,0.38997249023065805,1.0,2.0,2,180,2,0,0,0,41.920916601782665,232.8939811210148,297.3553000483662,8978,7484,0.38997249023065805,0,0.0,0,180,4.054386696574066,6.545059971388889,0.002162999999975046,2,0.0,0.0,10800.0,10800.0,0.0,0.9373628530555562,3.7433744122221975,7.482422824444445,9.999999999999999e-05,0.000105,0.0,0.0,0.0,0.0,0.00196,0.002058,0.0,180,180,0,1,1,0,0,0,0,180,180,0,0,0,180,0.002162999999975046,0.0014076666666585542,0.0,7.482422824444445,2027
empirical_random_1s_pair_2027,empirical_random_1s,2027,instant_health,fc_only,42027,180,38.35977550864237,0.8090728229336378,47.4120183267962,,0.004223000000000002,0.004223000000000002,0.0,0.00020499999999999994,0.0002050000000000001,0.004018,0.0,0.0,0.004018,0.004223000000000002,0.004223000000000002,0.0,0.5807143491291218,13.632789800043057,0.6635939631491647,0.5807143491291218,0.0,38.35977550864237,0.0,,,,False,0.389972112755813,0.38997211275587457,-0.389972112755813,0.38997249023065805,1.0,2.0,2,180,2,0,0,0,41.79934629867785,232.21859054821024,292.39469999447465,8978,7484,0.38997249023065805,0,0.0,0,180,4.054386696574066,6.545059971388889,0.002162999999975046,2,0.0,0.0,10800.0,10800.0,0.0,0.9373628530555562,3.7433744122221975,7.482422824444445,9.999999999999999e-05,0.000105,0.0,0.0,0.0,0.0,0.00196,0.002058,0.0,180,180,0,1,1,0,0,0,0,180,180,0,0,0,180,0.002162999999975046,0.0014076666666585542,0.0,7.482422824444445,2027
zuo_slow_random_30s_pair_2027,zuo_slow_random_30s,2027,average,fc_only,42027,180,41.5564234676959,0.872529543175554,47.62752595912354,,0.0043445650000000025,0.0043445650000000025,0.0,0.00020499999999999994,0.0002050000000000001,0.0041395649999999996,0.0,0.00012156499999999999,0.004018,0.0043445650000000025,0.0043445650000000025,0.0,0.6679566626633896,14.365484996940836,0.6826964495640897,0.6679566626633896,0.0,41.5564234676959,0.0,,,,False,0.3862585650453143,0.3863478082046947,-0.26369485077463306,0.38997236370188304,1.0,2.0,2,180,2,2,0,0,37.685819301521406,209.36566278623005,293.77849982120097,8388,484,0.38997236370188304,0,0.0,0,180,4.054427218240733,6.545000671388888,0.0022252649999749963,2,0.0,0.0,11700.0,11700.0,0.0,0.9374221530555562,3.7434366772221974,7.482422824444445,9.999999999999999e-05,0.000105,0.0,5.93e-05,6.2265e-05,0.0,0.00196,0.002058,0.0,180,180,0,1,1,0,1,1,0,180,180,0,0,0,180,0.0022252649999749963,0.0014481883333251992,0.0,7.482422824444445,2027
zuo_slow_random_30s_pair_2027,zuo_slow_random_30s,2027,daisy_chain,fc_only,42027,180,41.5564234676959,0.8713195920765628,47.6936635484771,,0.014583229999999999,0.014583229999999999,0.0,0.00021,0.00021000000000000017,0.014373229999999999,0.0,6.523e-05,0.014307999999999998,0.014583229999999999,0.014583229999999999,0.0,1.6935767100159627,16.580524787704654,2.291580248926305,1.6935767100159627,0.0,41.5564234676959,0.0,,,,False,0.39406907256179724,0.3957887377317477,-0.28789387275445505,0.4254785480750698,1.0,2.0,2,0,12,1,0,0,5.582387599861249,31.013264443673606,73.00929981283844,948,180,0.4254785480750698,0,0.0,0,180,4.057840106574067,6.545623868055548,0.001760666666683175,2,0.34615384615384615,0.34615384615384615,8100.0,7200.0,8100.0,0.9412495197222226,3.7453974122222062,7.486873387777771,6.666666666666667e-05,7.000000000000001e-05,7.333333333333336e-05,0.0,0.0,6.523e-05,0.00588,0.004116,0.004312,120,120,120,5,4,3,0,0,1,60,60,60,30,30,30,0.005946666666666989,0.004861076666658952,0.004185999999983814,7.486873387777771,2027
