policy,seed,crossed_health_limit,time_to_health_limit_h,final_elapsed_h,final_max_damage_pct,final_damage_range_pct,start_count,assignment_change_count,stack_0_final_damage_pct,stack_1_final_damage_pct,stack_2_final_damage_pct
fixed_pair,2026,True,1407.0,1407.0,9.37996668547476,2.7653144749522793,2,0,6.61465221052248,9.37996668547476,7.482422824444445
periodic_rotation,2026,True,717.0,717.0,9.37165551192048,6.513269003627115,31,29,2.858386508293365,5.768031427003973,9.37165551192048
expected_max,2026,True,1874.0,1874.0,9.429701753472528,0.7976634133247984,26,24,8.63203834014773,9.429701753472528,9.309390206671814
gamma_cvar,2026,True,1817.0,1817.0,9.35499016450672,0.8546937688115133,28,26,8.500296395695207,9.35499016450672,9.141939947850059
fixed_pair,2027,True,1348.0,1348.0,9.35865856454616,1.8762357401017145,2,0,7.708307125359352,9.35865856454616,7.482422824444445
periodic_rotation,2027,True,639.0,639.0,9.387583669848551,6.509899145735494,28,26,2.877684524113057,6.130359463414232,9.387583669848551
expected_max,2027,True,1744.0,1744.0,9.359137179510803,0.11659676940330499,28,26,9.359137179510803,9.242540410107498,9.291707152941628
gamma_cvar,2027,True,1718.0,1718.0,9.370889942647533,0.28976668430371255,24,22,9.08112325834382,9.370889942647533,9.085398928590605
fixed_pair,2028,True,1487.0,1487.0,9.353185183983932,1.870762359539487,2,0,8.25998811150766,9.353185183983932,7.482422824444445
periodic_rotation,2028,True,681.0,681.0,9.35306575403502,6.2180150236194045,30,28,3.1350507304156157,5.824483018266033,9.35306575403502
expected_max,2028,True,1841.0,1841.0,9.395984867684652,0.18493441340147676,29,27,9.395984867684652,9.211050454283175,9.237769194874407
gamma_cvar,2028,True,1807.0,1807.0,9.35696533330317,0.42427841993132454,26,24,9.35696533330317,9.227866585960575,8.932686913371846
fixed_pair,2029,True,1494.0,1494.0,9.480558399895777,2.6192520498916156,2,0,6.861306350004162,9.480558399895777,7.482422824444445
periodic_rotation,2029,True,827.0,827.0,9.3532769992917,5.985183664427961,36,34,3.3680933348637385,5.867795584397796,9.3532769992917
expected_max,2029,True,1871.0,1871.0,9.356655469125872,0.876822890773866,25,23,8.479832578352006,9.323479500023643,9.356655469125872
gamma_cvar,2029,True,1746.0,1746.0,9.366900840953331,1.3121733563761957,20,18,8.054727484577135,9.366900840953331,8.871729026667767
fixed_pair,2030,True,1272.0,1272.0,9.35565641803861,3.5349693652271164,2,0,5.820687052811493,9.35565641803861,7.482422824444445
periodic_rotation,2030,True,609.0,609.0,9.353042790661002,6.822115297742565,27,25,2.5309274929184373,5.249888941166612,9.353042790661002
expected_max,2030,True,1734.0,1734.0,9.495844367867269,1.5359768853119604,20,18,7.959867482555309,9.495844367867269,9.278660346097231
gamma_cvar,2030,True,1650.0,1650.0,9.353346889894611,1.603857664974199,20,18,7.749489224920413,9.353346889894611,8.916519150921937
fixed_pair,2031,True,970.0,970.0,9.353666594674348,4.877268611819886,2,0,4.476397982854461,9.353666594674348,7.482422824444445
periodic_rotation,2031,True,529.0,529.0,9.354290694163646,7.118083733131275,24,22,2.236206961032371,5.670965650173772,9.354290694163646
expected_max,2031,True,1446.0,1446.0,9.354796764860618,3.0345049872283996,20,18,6.320291777632218,9.354796764860618,9.291816401593257
gamma_cvar,2031,True,1412.0,1412.0,9.378478735386777,3.2876660270939926,20,18,6.090812708292784,9.378478735386777,9.060398121220457
fixed_pair,2032,True,1367.0,1367.0,9.353181267222553,2.676539419238191,2,0,6.676641847984362,9.353181267222553,7.482422824444445
periodic_rotation,2032,True,683.0,683.0,9.354886584694453,6.0660917157796055,30,28,3.288794868914848,5.209369666829685,9.354886584694453
expected_max,2032,True,1766.0,1766.0,9.420214818427782,0.9603074901964792,23,21,8.459907328231303,9.317110278377678,9.420214818427782
gamma_cvar,2032,True,1745.0,1745.0,9.3946042411211,1.0284459924188276,22,20,8.366158248702272,9.3946042411211,9.17690736984406
fixed_pair,2033,True,1332.0,1332.0,9.354074417215166,2.7279914361731823,2,0,6.626082981041984,9.354074417215166,7.482422824444445
periodic_rotation,2033,True,615.0,615.0,9.416603879252552,6.515322035563862,27,25,2.9012818436886896,6.234821699412735,9.416603879252552
expected_max,2033,True,1884.0,1884.0,9.38240929138727,0.2503655819673867,38,36,9.132043709419884,9.38240929138727,9.302048985837455
gamma_cvar,2033,True,1825.0,1825.0,9.354787477152033,0.5516814575492575,36,34,8.803106019602776,9.354787477152033,9.125146362969636
fixed_pair,2034,True,1153.0,1153.0,9.353975935072233,3.6598736217240733,2,0,5.69410231334816,9.353975935072233,7.482422824444445
periodic_rotation,2034,True,619.0,619.0,9.354865070470188,6.583045453870695,27,25,2.771819616599493,5.659403947485242,9.354865070470188
expected_max,2034,True,1344.0,1344.0,9.353916152546683,2.864310378849119,21,19,6.489605773697564,9.125420576190562,9.353916152546683
gamma_cvar,2034,True,1340.0,1340.0,9.440678310715436,2.9603960403281757,18,16,6.48028227038726,9.440678310715436,9.010841585862677
fixed_pair,2035,True,1462.0,1462.0,9.353649424126802,2.7262337005461887,2,0,6.627415723580613,9.353649424126802,7.482422824444445
periodic_rotation,2035,True,768.0,768.0,9.354723320912418,6.736110732208012,33,31,2.6186125887044067,5.65482524197031,9.354723320912418
expected_max,2035,True,1930.0,1930.0,9.382295371304204,0.3036127616477913,27,25,9.078682609656413,9.337108401985173,9.382295371304204
gamma_cvar,2035,True,1897.0,1897.0,9.355265790654354,0.3587447117099991,28,26,8.996521078944355,9.355265790654354,9.192251972607378
fixed_pair,2036,True,1135.0,1135.0,9.353033785280864,3.6324303133429057,2,0,5.720603471937959,9.353033785280864,7.482422824444445
periodic_rotation,2036,True,602.0,602.0,9.354438861681144,6.636919550867734,27,25,2.7175193108134095,5.756109891249159,9.354438861681144
expected_max,2036,True,1479.0,1479.0,9.779987062344953,2.427072023272813,17,15,7.35291503907214,9.271855633687826,9.779987062344953
gamma_cvar,2036,True,1468.0,1468.0,9.355079151039673,2.0461633435882254,16,14,7.308915807451448,9.355079151039673,9.154594885628189
fixed_pair,2037,True,1272.0,1272.0,9.4023248601149,1.9199020356704555,2,0,7.992462719277574,9.4023248601149,7.482422824444445
periodic_rotation,2037,True,616.0,616.0,9.359131804981946,5.922719966071867,27,25,3.4364118389100784,5.819284561532441,9.359131804981946
expected_max,2037,True,1611.0,1611.0,9.35674785454113,0.22998200805233537,26,24,9.35674785454113,9.126765846488794,9.315789860758533
gamma_cvar,2037,True,1618.0,1618.0,9.47877525824209,0.24410981152751177,22,20,9.47877525824209,9.234665446714578,9.262884873537997
fixed_pair,2038,True,1318.0,1318.0,9.387391824092202,2.9360471853386034,2,0,6.451344638753598,9.387391824092202,7.482422824444445
periodic_rotation,2038,True,616.0,616.0,9.381857432419022,6.958398098926326,27,25,2.423459333492696,5.934428486552933,9.381857432419022
expected_max,2038,True,1729.0,1729.0,9.3537650501879,1.2396147637387465,28,26,8.114150286449153,9.3537650501879,9.337492470894086
gamma_cvar,2038,True,1663.0,1663.0,9.355454217297172,1.4125277993674796,22,20,7.942926417929693,9.355454217297172,9.16442043311907
fixed_pair,2039,True,1496.0,1496.0,9.355453712208815,3.242106202545064,2,0,6.113347509663751,9.355453712208815,7.482422824444445
periodic_rotation,2039,True,629.0,629.0,9.353153183446404,6.84676622256906,28,26,2.506386960877344,5.311275421499902,9.353153183446404
expected_max,2039,True,1824.0,1824.0,9.397122481177025,2.054462714325414,24,22,7.342659766851611,9.397122481177025,9.040712336093838
gamma_cvar,2039,True,1877.0,1877.0,9.353768584296203,1.7592063260191244,26,24,7.594562258277079,9.353768584296203,9.265175106499187
fixed_pair,2040,True,1322.0,1322.0,9.353539097795943,2.1178972507665046,2,0,7.235641847029439,9.353539097795943,7.482422824444445
periodic_rotation,2040,True,703.0,703.0,9.59202740920839,5.958954761594605,31,29,3.633072647613785,5.827916134192358,9.59202740920839
expected_max,2040,True,1723.0,1723.0,9.354056763640797,0.06600163392599434,30,28,9.288055129714802,9.354056763640797,9.31807822293762
gamma_cvar,2040,True,1673.0,1673.0,9.35307017827505,0.5111549858881492,26,24,8.841915192386901,9.35307017827505,9.106054666417432
fixed_pair,2041,True,1166.0,1166.0,9.3735531842851,4.764600327855466,2,0,4.608952856429634,9.3735531842851,7.482422824444445
periodic_rotation,2041,True,542.0,542.0,9.711976784726565,7.659090258374624,24,22,2.0528865263519402,5.047375270942429,9.711976784726565
expected_max,2041,True,1640.0,1640.0,9.353363134129145,2.37324628501214,28,26,6.980116849117005,9.353363134129145,9.32601161970169
gamma_cvar,2041,True,1570.0,1570.0,9.353342055301498,2.6456793610125944,24,22,6.707662694288904,9.353342055301498,9.14452677970998
fixed_pair,2042,True,1467.0,1467.0,9.361147241750515,1.952719245280873,2,0,7.4084279964696425,9.361147241750515,7.482422824444445
periodic_rotation,2042,True,749.0,749.0,9.35989168845837,6.200368337283891,33,31,3.1595233511744794,6.278144767950241,9.35989168845837
expected_max,2042,True,1765.0,1765.0,9.353723047873142,0.9972274207406517,18,16,8.35649562713249,9.353723047873142,9.26561715284302
gamma_cvar,2042,True,1725.0,1725.0,9.376111781243667,1.1210750703237977,18,16,8.25503671091987,9.376111781243667,9.066943922267214
fixed_pair,2043,True,1059.0,1059.0,9.353902112078936,3.029991109385179,2,0,6.323911002693757,9.353902112078936,7.482422824444445
periodic_rotation,2043,True,558.0,558.0,9.373922918691243,6.396209983994362,25,23,2.97771293469688,5.503755946003214,9.373922918691243
