step,horizon_s,perfect,predicted,action_difference_tiers,actions_differ
700,5,2.0,3.0,1.0,True
700,10,2.0,2.0,0.0,False
701,3,3.0,3.0,0.0,False
701,5,2.0,3.0,1.0,True
701,10,2.0,2.0,0.0,False
702,3,3.0,3.0,0.0,False
702,5,2.0,3.0,1.0,True
702,10,2.0,2.0,0.0,False
703,3,3.0,3.0,0.0,False
703,5,2.0,3.0,1.0,True
703,10,2.0,2.0,0.0,False
704,3,3.0,3.0,0.0,False
704,5,2.0,3.0,1.0,True
704,10,2.0,2.0,0.0,False
705,3,3.0,3.0,0.0,False
705,5,2.0,3.0,1.0,True
705,10,2.0,2.0,0.0,False
706,3,3.0,3.0,0.0,False
706,5,2.0,3.0,1.0,True
706,10,2.0,2.0,0.0,False
707,3,3.0,3.0,0.0,False
707,5,2.0,3.0,1.0,True
707,10,2.0,3.0,1.0,True
708,3,4.0,3.0,-1.0,True
708,5,2.0,3.0,1.0,True
708,10,2.0,3.0,1.0,True
709,3,4.0,3.0,-1.0,True
709,5,2.0,3.0,1.0,True
709,10,2.0,3.0,1.0,True
710,3,4.0,3.0,-1.0,True
710,5,2.0,3.0,1.0,True
710,10,2.0,3.0,1.0,True
711,3,4.0,3.0,-1.0,True
711,5,2.0,3.0,1.0,True
711,10,2.0,3.0,1.0,True
712,3,4.0,3.0,-1.0,True
712,5,2.0,3.0,1.0,True
712,10,2.0,3.0,1.0,True
713,3,4.0,3.0,-1.0,True
713,5,2.0,3.0,1.0,True
713,10,2.0,3.0,1.0,True
714,3,4.0,3.0,-1.0,True
714,5,2.0,3.0,1.0,True
714,10,2.0,3.0,1.0,True
715,3,4.0,3.0,-1.0,True
715,5,2.0,3.0,1.0,True
715,10,2.0,3.0,1.0,True
716,3,4.0,3.0,-1.0,True
716,5,2.0,3.0,1.0,True
716,10,2.0,3.0,1.0,True
717,3,4.0,4.0,0.0,False
717,5,3.0,4.0,1.0,True
717,10,3.0,3.0,0.0,False
718,3,4.0,4.0,0.0,False
718,5,3.0,4.0,1.0,True
718,10,3.0,3.0,0.0,False
719,3,4.0,4.0,0.0,False
719,5,3.0,4.0,1.0,True
719,10,3.0,3.0,0.0,False
720,3,4.0,4.0,0.0,False
720,5,3.0,4.0,1.0,True
720,10,3.0,3.0,0.0,False
721,3,4.0,4.0,0.0,False
721,5,3.0,4.0,1.0,True
721,10,3.0,3.0,0.0,False
722,3,4.0,4.0,0.0,False
722,5,3.0,4.0,1.0,True
722,10,3.0,3.0,0.0,False
723,3,3.0,4.0,1.0,True
723,5,3.0,4.0,1.0,True
723,10,3.0,3.0,0.0,False
724,3,3.0,4.0,1.0,True
724,5,3.0,4.0,1.0,True
724,10,3.0,3.0,0.0,False
725,3,3.0,4.0,1.0,True
725,5,3.0,4.0,1.0,True
725,10,3.0,3.0,0.0,False
726,3,3.0,4.0,1.0,True
726,5,3.0,4.0,1.0,True
726,10,3.0,3.0,0.0,False
727,3,3.0,4.0,1.0,True
727,5,3.0,4.0,1.0,True
727,10,3.0,3.0,0.0,False
728,3,3.0,4.0,1.0,True
728,5,3.0,4.0,1.0,True
728,10,3.0,3.0,0.0,False
729,3,3.0,4.0,1.0,True
729,5,3.0,4.0,1.0,True
729,10,3.0,3.0,0.0,False
730,3,3.0,4.0,1.0,True
730,5,3.0,4.0,1.0,True
730,10,3.0,3.0,0.0,False
731,3,3.0,4.0,1.0,True
731,5,3.0,4.0,1.0,True
731,10,3.0,3.0,0.0,False
732,3,3.0,4.0,1.0,True
732,5,3.0,4.0,1.0,True
732,10,3.0,3.0,0.0,False
733,3,3.0,4.0,1.0,True
733,5,3.0,4.0,1.0,True
733,10,3.0,3.0,0.0,False
734,3,3.0,4.0,1.0,True
734,5,3.0,4.0,1.0,True
734,10,3.0,3.0,0.0,False
735,3,3.0,3.0,0.0,False
735,5,2.0,3.0,1.0,True
735,10,2.0,2.0,0.0,False
736,3,3.0,3.0,0.0,False
736,5,2.0,3.0,1.0,True
736,10,2.0,2.0,0.0,False
737,3,3.0,3.0,0.0,False
737,5,2.0,3.0,1.0,True
737,10,2.0,2.0,0.0,False
738,3,2.0,3.0,1.0,True
738,5,2.0,3.0,1.0,True
738,10,2.0,2.0,0.0,False
739,3,2.0,3.0,1.0,True
739,5,2.0,3.0,1.0,True
739,10,2.0,2.0,0.0,False
740,3,2.0,3.0,1.0,True
740,5,2.0,3.0,1.0,True
740,10,2.0,2.0,0.0,False
741,3,2.0,3.0,1.0,True
741,5,2.0,3.0,1.0,True
741,10,2.0,2.0,0.0,False
742,3,2.0,3.0,1.0,True
742,5,2.0,3.0,1.0,True
742,10,2.0,2.0,0.0,False
743,3,2.0,3.0,1.0,True
743,5,2.0,3.0,1.0,True
743,10,2.0,2.0,0.0,False
744,3,2.0,3.0,1.0,True
744,5,2.0,3.0,1.0,True
744,10,2.0,2.0,0.0,False
745,3,2.0,3.0,1.0,True
745,5,2.0,3.0,1.0,True
745,10,2.0,2.0,0.0,False
746,3,2.0,3.0,1.0,True
746,5,2.0,3.0,1.0,True
746,10,2.0,2.0,0.0,False
747,3,2.0,3.0,1.0,True
747,5,2.0,3.0,1.0,True
747,10,2.0,2.0,0.0,False
748,3,2.0,3.0,1.0,True
748,5,2.0,3.0,1.0,True
748,10,2.0,2.0,0.0,False
749,3,2.0,3.0,1.0,True
749,5,2.0,3.0,1.0,True
749,10,2.0,2.0,0.0,False
750,3,2.0,2.0,0.0,False
750,5,2.0,2.0,0.0,False
750,10,2.0,2.0,0.0,False
751,3,2.0,2.0,0.0,False
751,5,2.0,2.0,0.0,False
751,10,2.0,2.0,0.0,False
752,3,2.0,2.0,0.0,False
752,5,2.0,2.0,0.0,False
752,10,2.0,2.0,0.0,False
753,3,1.0,2.0,1.0,True
753,5,2.0,2.0,0.0,False
753,10,2.0,2.0,0.0,False
754,3,1.0,2.0,1.0,True
754,5,2.0,2.0,0.0,False
754,10,2.0,2.0,0.0,False
755,3,1.0,2.0,1.0,True
755,5,2.0,2.0,0.0,False
755,10,2.0,2.0,0.0,False
756,3,1.0,2.0,1.0,True
756,5,2.0,2.0,0.0,False
756,10,2.0,2.0,0.0,False
757,3,1.0,2.0,1.0,True
757,5,2.0,2.0,0.0,False
757,10,2.0,2.0,0.0,False
758,3,1.0,2.0,1.0,True
758,5,2.0,2.0,0.0,False
758,10,2.0,2.0,0.0,False
759,3,1.0,2.0,1.0,True
759,5,2.0,2.0,0.0,False
759,10,2.0,2.0,0.0,False
760,3,1.0,2.0,1.0,True
760,5,2.0,2.0,0.0,False
760,10,2.0,2.0,0.0,False
761,3,1.0,2.0,1.0,True
761,5,2.0,2.0,0.0,False
761,10,2.0,2.0,0.0,False
762,3,1.0,2.0,1.0,True
762,5,2.0,2.0,0.0,False
762,10,2.0,2.0,0.0,False
763,3,1.0,2.0,1.0,True
763,5,2.0,2.0,0.0,False
763,10,2.0,2.0,0.0,False
764,3,1.0,2.0,1.0,True
764,5,2.0,2.0,0.0,False
764,10,2.0,2.0,0.0,False
765,3,1.0,1.0,0.0,False
765,5,2.0,1.0,-1.0,True
765,10,2.0,2.0,0.0,False
766,3,1.0,1.0,0.0,False
766,5,2.0,1.0,-1.0,True
766,10,2.0,2.0,0.0,False
767,3,1.0,1.0,0.0,False
767,5,2.0,1.0,-1.0,True
767,10,2.0,2.0,0.0,False
768,3,1.0,1.0,0.0,False
768,5,2.0,1.0,-1.0,True
768,10,2.0,2.0,0.0,False
769,3,1.0,1.0,0.0,False
769,5,2.0,1.0,-1.0,True
769,10,2.0,2.0,0.0,False
770,3,1.0,1.0,0.0,False
770,5,2.0,1.0,-1.0,True
770,10,2.0,2.0,0.0,False
771,3,1.0,1.0,0.0,False
771,5,2.0,1.0,-1.0,True
771,10,2.0,2.0,0.0,False
772,3,1.0,1.0,0.0,False
772,5,2.0,1.0,-1.0,True
772,10,2.0,2.0,0.0,False
773,3,2.0,1.0,-1.0,True
773,5,2.0,1.0,-1.0,True
773,10,2.0,2.0,0.0,False
774,3,2.0,1.0,-1.0,True
774,5,2.0,1.0,-1.0,True
774,10,2.0,3.0,1.0,True
775,3,2.0,1.0,-1.0,True
775,5,2.0,1.0,-1.0,True
775,10,2.0,3.0,1.0,True
776,3,2.0,1.0,-1.0,True
776,5,2.0,1.0,-1.0,True
776,10,2.0,3.0,1.0,True
777,3,2.0,1.0,-1.0,True
777,5,2.0,1.0,-1.0,True
777,10,2.0,3.0,1.0,True
778,3,2.0,1.0,-1.0,True
778,5,2.0,1.0,-1.0,True
778,10,1.0,3.0,2.0,True
779,3,2.0,1.0,-1.0,True
779,5,2.0,1.0,-1.0,True
779,10,1.0,3.0,2.0,True
780,3,2.0,1.0,-1.0,True
780,5,2.0,1.0,-1.0,True
780,10,1.0,3.0,2.0,True
781,3,2.0,1.0,-1.0,True
781,5,2.0,1.0,-1.0,True
781,10,1.0,3.0,2.0,True
782,3,2.0,1.0,-1.0,True
782,5,2.0,1.0,-1.0,True
782,10,1.0,3.0,2.0,True
783,3,2.0,1.0,-1.0,True
783,5,1.0,1.0,0.0,False
783,10,1.0,3.0,2.0,True
784,3,2.0,1.0,-1.0,True
784,5,1.0,1.0,0.0,False
784,10,1.0,3.0,2.0,True
785,3,2.0,1.0,-1.0,True
785,5,1.0,1.0,0.0,False
785,10,1.0,3.0,2.0,True
786,3,2.0,1.0,-1.0,True
786,5,1.0,1.0,0.0,False
786,10,1.0,3.0,2.0,True
787,3,2.0,1.0,-1.0,True
787,5,1.0,1.0,0.0,False
787,10,1.0,3.0,2.0,True
788,3,1.0,1.0,0.0,False
788,5,1.0,1.0,0.0,False
788,10,1.0,3.0,2.0,True
789,3,1.0,1.0,0.0,False
789,5,1.0,1.0,0.0,False
789,10,1.0,2.0,1.0,True
790,3,1.0,1.0,0.0,False
790,5,1.0,1.0,0.0,False
790,10,1.0,2.0,1.0,True
791,3,1.0,1.0,0.0,False
791,5,1.0,1.0,0.0,False
791,10,1.0,2.0,1.0,True
792,3,1.0,1.0,0.0,False
792,5,1.0,1.0,0.0,False
792,10,1.0,2.0,1.0,True
793,3,1.0,1.0,0.0,False
793,5,1.0,1.0,0.0,False
793,10,1.0,2.0,1.0,True
794,3,1.0,1.0,0.0,False
794,5,1.0,1.0,0.0,False
794,10,1.0,2.0,1.0,True
795,3,1.0,1.0,0.0,False
795,5,1.0,1.0,0.0,False
795,10,1.0,2.0,1.0,True
796,3,1.0,1.0,0.0,False
796,5,1.0,1.0,0.0,False
796,10,1.0,2.0,1.0,True
797,3,1.0,1.0,0.0,False
797,5,1.0,1.0,0.0,False
797,10,1.0,2.0,1.0,True
798,3,1.0,1.0,0.0,False
798,5,1.0,1.0,0.0,False
798,10,1.0,2.0,1.0,True
799,3,1.0,1.0,0.0,False
799,5,1.0,1.0,0.0,False
799,10,1.0,2.0,1.0,True
800,3,1.0,1.0,0.0,False
800,5,1.0,1.0,0.0,False
800,10,1.0,2.0,1.0,True
801,3,1.0,2.0,1.0,True
801,5,2.0,2.0,0.0,False
801,10,1.0,2.0,1.0,True
802,3,1.0,2.0,1.0,True
802,5,2.0,2.0,0.0,False
802,10,2.0,2.0,0.0,False
803,3,1.0,2.0,1.0,True
803,5,2.0,2.0,0.0,False
803,10,2.0,2.0,0.0,False
804,3,1.0,2.0,1.0,True
804,5,2.0,2.0,0.0,False
804,10,2.0,2.0,0.0,False
805,3,2.0,2.0,0.0,False
805,5,2.0,2.0,0.0,False
805,10,2.0,3.0,1.0,True
806,3,2.0,2.0,0.0,False
806,5,2.0,2.0,0.0,False
806,10,2.0,3.0,1.0,True
807,3,2.0,2.0,0.0,False
807,5,2.0,2.0,0.0,False
807,10,2.0,3.0,1.0,True
808,3,2.0,2.0,0.0,False
808,5,2.0,2.0,0.0,False
808,10,2.0,3.0,1.0,True
809,3,2.0,2.0,0.0,False
809,5,2.0,2.0,0.0,False
809,10,2.0,3.0,1.0,True
810,3,2.0,2.0,0.0,False
810,5,2.0,2.0,0.0,False
810,10,2.0,3.0,1.0,True
811,3,2.0,2.0,0.0,False
811,5,2.0,2.0,0.0,False
811,10,2.0,3.0,1.0,True
812,3,2.0,2.0,0.0,False
812,5,2.0,2.0,0.0,False
812,10,2.0,3.0,1.0,True
813,3,2.0,2.0,0.0,False
813,5,2.0,2.0,0.0,False
813,10,2.0,3.0,1.0,True
814,3,2.0,2.0,0.0,False
814,5,2.0,2.0,0.0,False
814,10,2.0,3.0,1.0,True
815,3,2.0,2.0,0.0,False
815,5,2.0,2.0,0.0,False
815,10,2.0,3.0,1.0,True
816,3,2.0,2.0,0.0,False
816,5,2.0,2.0,0.0,False
816,10,2.0,3.0,1.0,True
817,3,2.0,2.0,0.0,False
817,5,2.0,2.0,0.0,False
817,10,2.0,3.0,1.0,True
818,3,2.0,2.0,0.0,False
818,5,2.0,2.0,0.0,False
818,10,2.0,3.0,1.0,True
819,3,2.0,2.0,0.0,False
819,5,2.0,2.0,0.0,False
819,10,2.0,3.0,1.0,True
820,3,2.0,2.0,0.0,False
820,5,2.0,2.0,0.0,False
820,10,2.0,4.0,2.0,True
821,3,3.0,3.0,0.0,False
821,5,3.0,3.0,0.0,False
821,10,3.0,4.0,1.0,True
822,3,3.0,3.0,0.0,False
822,5,3.0,3.0,0.0,False
822,10,3.0,4.0,1.0,True
823,3,3.0,3.0,0.0,False
823,5,3.0,3.0,0.0,False
823,10,3.0,4.0,1.0,True
824,3,3.0,3.0,0.0,False
824,5,3.0,3.0,0.0,False
824,10,3.0,4.0,1.0,True
825,3,3.0,3.0,0.0,False
825,5,3.0,3.0,0.0,False
825,10,3.0,4.0,1.0,True
826,3,3.0,3.0,0.0,False
826,5,3.0,3.0,0.0,False
826,10,3.0,4.0,1.0,True
827,3,3.0,3.0,0.0,False
827,5,3.0,3.0,0.0,False
827,10,3.0,4.0,1.0,True
828,3,3.0,3.0,0.0,False
828,5,3.0,3.0,0.0,False
828,10,3.0,4.0,1.0,True
829,3,3.0,3.0,0.0,False
829,5,3.0,3.0,0.0,False
829,10,3.0,4.0,1.0,True
830,3,3.0,3.0,0.0,False
830,5,3.0,3.0,0.0,False
830,10,3.0,4.0,1.0,True
831,3,3.0,3.0,0.0,False
831,5,3.0,3.0,0.0,False
831,10,3.0,4.0,1.0,True
832,3,3.0,3.0,0.0,False
832,5,3.0,3.0,0.0,False
832,10,3.0,4.0,1.0,True
833,3,3.0,3.0,0.0,False
833,5,3.0,3.0,0.0,False
833,10,3.0,4.0,1.0,True
834,3,3.0,3.0,0.0,False
834,5,3.0,3.0,0.0,False
834,10,3.0,4.0,1.0,True
835,3,3.0,3.0,0.0,False
835,5,3.0,3.0,0.0,False
835,10,3.0,4.0,1.0,True
836,3,3.0,3.0,0.0,False
836,5,3.0,4.0,1.0,True
836,10,4.0,4.0,0.0,False
837,3,3.0,4.0,1.0,True
837,5,3.0,4.0,1.0,True
837,10,4.0,4.0,0.0,False
838,3,3.0,4.0,1.0,True
838,5,3.0,4.0,1.0,True
838,10,4.0,4.0,0.0,False
839,3,3.0,4.0,1.0,True
839,5,3.0,4.0,1.0,True
839,10,4.0,4.0,0.0,False
840,3,3.0,4.0,1.0,True
840,5,3.0,4.0,1.0,True
840,10,4.0,4.0,0.0,False
841,3,3.0,4.0,1.0,True
841,5,3.0,4.0,1.0,True
841,10,4.0,4.0,0.0,False
842,3,3.0,4.0,1.0,True
842,5,3.0,4.0,1.0,True
842,10,4.0,4.0,0.0,False
843,3,3.0,4.0,1.0,True
843,5,3.0,4.0,1.0,True
843,10,4.0,4.0,0.0,False
844,3,3.0,4.0,1.0,True
844,5,3.0,4.0,1.0,True
844,10,4.0,4.0,0.0,False
845,3,3.0,4.0,1.0,True
845,5,3.0,4.0,1.0,True
845,10,4.0,4.0,0.0,False
846,3,3.0,4.0,1.0,True
846,5,3.0,4.0,1.0,True
846,10,4.0,4.0,0.0,False
847,3,3.0,4.0,1.0,True
847,5,3.0,4.0,1.0,True
847,10,4.0,4.0,0.0,False
848,3,3.0,4.0,1.0,True
848,5,3.0,4.0,1.0,True
848,10,4.0,4.0,0.0,False
849,3,3.0,4.0,1.0,True
849,5,3.0,4.0,1.0,True
849,10,4.0,3.0,-1.0,True
850,3,3.0,4.0,1.0,True
850,5,3.0,4.0,1.0,True
850,10,4.0,3.0,-1.0,True
851,3,3.0,4.0,1.0,True
851,5,3.0,4.0,1.0,True
851,10,4.0,3.0,-1.0,True
852,3,3.0,4.0,1.0,True
852,5,3.0,4.0,1.0,True
852,10,4.0,3.0,-1.0,True
853,3,3.0,4.0,1.0,True
853,5,3.0,4.0,1.0,True
853,10,4.0,3.0,-1.0,True
854,3,3.0,4.0,1.0,True
854,5,3.0,4.0,1.0,True
854,10,4.0,3.0,-1.0,True
855,3,3.0,3.0,0.0,False
855,5,3.0,4.0,1.0,True
855,10,3.0,3.0,0.0,False
856,3,3.0,3.0,0.0,False
856,5,3.0,3.0,0.0,False
856,10,3.0,3.0,0.0,False
857,3,3.0,3.0,0.0,False
857,5,3.0,3.0,0.0,False
857,10,3.0,3.0,0.0,False
858,3,3.0,3.0,0.0,False
858,5,3.0,3.0,0.0,False
858,10,3.0,3.0,0.0,False
859,3,3.0,3.0,0.0,False
859,5,3.0,3.0,0.0,False
859,10,3.0,3.0,0.0,False
860,3,3.0,3.0,0.0,False
860,5,3.0,3.0,0.0,False
860,10,3.0,3.0,0.0,False
861,3,3.0,3.0,0.0,False
861,5,3.0,3.0,0.0,False
861,10,3.0,3.0,0.0,False
862,3,3.0,3.0,0.0,False
862,5,3.0,3.0,0.0,False
862,10,3.0,3.0,0.0,False
863,3,2.0,3.0,1.0,True
863,5,3.0,3.0,0.0,False
863,10,3.0,3.0,0.0,False
864,3,2.0,3.0,1.0,True
864,5,3.0,3.0,0.0,False
864,10,3.0,2.0,-1.0,True
865,3,2.0,3.0,1.0,True
865,5,3.0,3.0,0.0,False
865,10,3.0,2.0,-1.0,True
866,3,2.0,3.0,1.0,True
866,5,3.0,3.0,0.0,False
866,10,3.0,2.0,-1.0,True
867,3,2.0,3.0,1.0,True
867,5,3.0,3.0,0.0,False
867,10,3.0,2.0,-1.0,True
868,3,2.0,3.0,1.0,True
868,5,3.0,3.0,0.0,False
868,10,3.0,2.0,-1.0,True
869,3,2.0,3.0,1.0,True
869,5,4.0,3.0,-1.0,True
869,10,3.0,2.0,-1.0,True
870,3,2.0,4.0,2.0,True
870,5,4.0,3.0,-1.0,True
870,10,4.0,2.0,-2.0,True
871,3,2.0,4.0,2.0,True
871,5,4.0,4.0,0.0,False
871,10,4.0,2.0,-2.0,True
872,3,2.0,4.0,2.0,True
872,5,4.0,4.0,0.0,False
872,10,4.0,2.0,-2.0,True
873,3,2.0,4.0,2.0,True
873,5,4.0,4.0,0.0,False
873,10,4.0,2.0,-2.0,True
874,3,2.0,4.0,2.0,True
874,5,4.0,4.0,0.0,False
874,10,4.0,2.0,-2.0,True
875,3,2.0,4.0,2.0,True
875,5,4.0,4.0,0.0,False
875,10,4.0,2.0,-2.0,True
876,3,2.0,4.0,2.0,True
876,5,4.0,4.0,0.0,False
876,10,4.0,2.0,-2.0,True
877,3,2.0,4.0,2.0,True
877,5,4.0,4.0,0.0,False
877,10,4.0,2.0,-2.0,True
878,3,3.0,4.0,1.0,True
878,5,4.0,4.0,0.0,False
878,10,4.0,2.0,-2.0,True
879,3,3.0,4.0,1.0,True
879,5,4.0,4.0,0.0,False
879,10,4.0,3.0,-1.0,True
880,3,3.0,4.0,1.0,True
880,5,4.0,4.0,0.0,False
880,10,4.0,3.0,-1.0,True
881,3,3.0,4.0,1.0,True
881,5,4.0,4.0,0.0,False
881,10,4.0,3.0,-1.0,True
882,3,3.0,4.0,1.0,True
882,5,4.0,4.0,0.0,False
882,10,4.0,3.0,-1.0,True
883,3,3.0,4.0,1.0,True
883,5,4.0,4.0,0.0,False
883,10,4.0,3.0,-1.0,True
884,3,3.0,4.0,1.0,True
884,5,4.0,4.0,0.0,False
884,10,4.0,3.0,-1.0,True
885,3,3.0,4.0,1.0,True
885,5,4.0,4.0,0.0,False
885,10,4.0,3.0,-1.0,True
886,3,3.0,4.0,1.0,True
886,5,4.0,4.0,0.0,False
886,10,4.0,3.0,-1.0,True
887,3,3.0,4.0,1.0,True
887,5,4.0,4.0,0.0,False
887,10,4.0,3.0,-1.0,True
888,3,3.0,4.0,1.0,True
888,5,4.0,4.0,0.0,False
888,10,4.0,3.0,-1.0,True
889,3,3.0,4.0,1.0,True
889,5,4.0,4.0,0.0,False
889,10,4.0,3.0,-1.0,True
890,3,3.0,4.0,1.0,True
890,5,4.0,4.0,0.0,False
890,10,4.0,3.0,-1.0,True
891,3,3.0,4.0,1.0,True
891,5,4.0,4.0,0.0,False
891,10,4.0,3.0,-1.0,True
892,3,3.0,4.0,1.0,True
892,5,4.0,4.0,0.0,False
892,10,4.0,3.0,-1.0,True
893,3,3.0,4.0,1.0,True
893,5,4.0,4.0,0.0,False
893,10,3.0,3.0,0.0,False
894,3,3.0,3.0,0.0,False
894,5,4.0,3.0,-1.0,True
894,10,3.0,3.0,0.0,False
895,3,3.0,3.0,0.0,False
895,5,4.0,3.0,-1.0,True
895,10,3.0,3.0,0.0,False
896,3,3.0,3.0,0.0,False
896,5,3.0,3.0,0.0,False
896,10,3.0,3.0,0.0,False
897,3,3.0,3.0,0.0,False
897,5,3.0,3.0,0.0,False
897,10,3.0,3.0,0.0,False
898,3,3.0,3.0,0.0,False
898,5,3.0,3.0,0.0,False
898,10,3.0,3.0,0.0,False
899,3,3.0,3.0,0.0,False
899,5,3.0,3.0,0.0,False
899,10,3.0,3.0,0.0,False
900,3,3.0,3.0,0.0,False
900,5,3.0,3.0,0.0,False
900,10,3.0,3.0,0.0,False
901,3,3.0,3.0,0.0,False
901,5,3.0,3.0,0.0,False
901,10,3.0,3.0,0.0,False
902,3,3.0,3.0,0.0,False
902,5,3.0,3.0,0.0,False
902,10,3.0,3.0,0.0,False
903,3,3.0,3.0,0.0,False
903,5,3.0,3.0,0.0,False
903,10,3.0,3.0,0.0,False
904,3,3.0,3.0,0.0,False
904,5,3.0,3.0,0.0,False
904,10,3.0,3.0,0.0,False
905,3,4.0,3.0,-1.0,True
905,5,3.0,3.0,0.0,False
905,10,3.0,4.0,1.0,True
906,3,4.0,3.0,-1.0,True
906,5,3.0,3.0,0.0,False
906,10,3.0,4.0,1.0,True
907,3,4.0,3.0,-1.0,True
907,5,3.0,3.0,0.0,False
907,10,3.0,4.0,1.0,True
908,3,4.0,3.0,-1.0,True
908,5,3.0,3.0,0.0,False
908,10,4.0,4.0,0.0,False
909,3,4.0,4.0,0.0,False
909,5,3.0,4.0,1.0,True
909,10,4.0,4.0,0.0,False
910,3,4.0,4.0,0.0,False
910,5,3.0,4.0,1.0,True
910,10,4.0,4.0,0.0,False
911,3,4.0,4.0,0.0,False
911,5,4.0,4.0,0.0,False
911,10,4.0,4.0,0.0,False
912,3,4.0,4.0,0.0,False
912,5,4.0,4.0,0.0,False
912,10,4.0,4.0,0.0,False
913,3,4.0,4.0,0.0,False
913,5,4.0,4.0,0.0,False
913,10,4.0,4.0,0.0,False
914,3,4.0,4.0,0.0,False
914,5,4.0,4.0,0.0,False
914,10,4.0,4.0,0.0,False
915,3,4.0,4.0,0.0,False
915,5,4.0,4.0,0.0,False
915,10,4.0,4.0,0.0,False
916,3,4.0,4.0,0.0,False
916,5,4.0,4.0,0.0,False
916,10,4.0,4.0,0.0,False
917,3,4.0,4.0,0.0,False
917,5,4.0,4.0,0.0,False
917,10,4.0,4.0,0.0,False
918,3,4.0,4.0,0.0,False
918,5,4.0,4.0,0.0,False
918,10,4.0,4.0,0.0,False
919,3,4.0,4.0,0.0,False
919,5,4.0,4.0,0.0,False
919,10,4.0,4.0,0.0,False
920,3,5.0,4.0,-1.0,True
920,5,4.0,4.0,0.0,False
920,10,4.0,5.0,1.0,True
921,3,5.0,4.0,-1.0,True
921,5,4.0,4.0,0.0,False
921,10,4.0,5.0,1.0,True
922,3,5.0,4.0,-1.0,True
922,5,4.0,4.0,0.0,False
922,10,4.0,5.0,1.0,True
923,3,5.0,4.0,-1.0,True
923,5,4.0,4.0,0.0,False
923,10,5.0,5.0,0.0,False
924,3,5.0,5.0,0.0,False
924,5,4.0,5.0,1.0,True
924,10,5.0,5.0,0.0,False
925,3,5.0,5.0,0.0,False
925,5,4.0,5.0,1.0,True
925,10,5.0,5.0,0.0,False
926,3,5.0,5.0,0.0,False
926,5,4.0,5.0,1.0,True
926,10,5.0,5.0,0.0,False
927,3,5.0,5.0,0.0,False
927,5,4.0,5.0,1.0,True
927,10,5.0,5.0,0.0,False
928,3,5.0,5.0,0.0,False
928,5,4.0,5.0,1.0,True
928,10,5.0,5.0,0.0,False
929,3,5.0,5.0,0.0,False
929,5,4.0,5.0,1.0,True
929,10,5.0,5.0,0.0,False
930,3,5.0,5.0,0.0,False
930,5,4.0,5.0,1.0,True
930,10,5.0,5.0,0.0,False
931,3,5.0,5.0,0.0,False
931,5,4.0,5.0,1.0,True
931,10,5.0,5.0,0.0,False
932,3,5.0,5.0,0.0,False
932,5,4.0,5.0,1.0,True
932,10,5.0,5.0,0.0,False
933,3,5.0,5.0,0.0,False
933,5,4.0,5.0,1.0,True
933,10,5.0,5.0,0.0,False
934,3,5.0,5.0,0.0,False
934,5,4.0,5.0,1.0,True
934,10,5.0,5.0,0.0,False
935,3,5.0,5.0,0.0,False
935,5,3.0,5.0,2.0,True
935,10,5.0,5.0,0.0,False
936,3,5.0,5.0,0.0,False
936,5,3.0,5.0,2.0,True
936,10,5.0,5.0,0.0,False
937,3,5.0,5.0,0.0,False
937,5,3.0,5.0,2.0,True
937,10,5.0,5.0,0.0,False
938,3,5.0,5.0,0.0,False
938,5,3.0,5.0,2.0,True
938,10,5.0,5.0,0.0,False
939,3,5.0,5.0,0.0,False
939,5,3.0,5.0,2.0,True
939,10,5.0,5.0,0.0,False
940,3,5.0,5.0,0.0,False
940,5,3.0,5.0,2.0,True
940,10,5.0,5.0,0.0,False
941,3,5.0,5.0,0.0,False
941,5,3.0,5.0,2.0,True
941,10,5.0,5.0,0.0,False
942,3,5.0,5.0,0.0,False
942,5,3.0,4.0,1.0,True
942,10,5.0,4.0,-1.0,True
943,3,5.0,5.0,0.0,False
943,5,3.0,4.0,1.0,True
943,10,5.0,4.0,-1.0,True
944,3,5.0,5.0,0.0,False
944,5,3.0,4.0,1.0,True
944,10,5.0,4.0,-1.0,True
945,3,5.0,5.0,0.0,False
945,5,3.0,4.0,1.0,True
945,10,5.0,4.0,-1.0,True
946,3,5.0,5.0,0.0,False
946,5,3.0,4.0,1.0,True
946,10,5.0,4.0,-1.0,True
947,3,5.0,4.0,-1.0,True
947,5,3.0,4.0,1.0,True
947,10,5.0,4.0,-1.0,True
948,3,5.0,4.0,-1.0,True
948,5,3.0,4.0,1.0,True
948,10,5.0,4.0,-1.0,True
949,3,5.0,4.0,-1.0,True
949,5,3.0,4.0,1.0,True
949,10,5.0,4.0,-1.0,True
950,3,5.0,4.0,-1.0,True
950,5,3.0,4.0,1.0,True
950,10,5.0,4.0,-1.0,True
951,3,5.0,4.0,-1.0,True
951,5,3.0,4.0,1.0,True
951,10,5.0,4.0,-1.0,True
952,3,5.0,4.0,-1.0,True
952,5,3.0,4.0,1.0,True
952,10,5.0,4.0,-1.0,True
953,3,5.0,4.0,-1.0,True
953,5,3.0,4.0,1.0,True
953,10,5.0,4.0,-1.0,True
954,3,5.0,4.0,-1.0,True
954,5,3.0,4.0,1.0,True
954,10,5.0,4.0,-1.0,True
955,3,4.0,4.0,0.0,False
955,5,3.0,4.0,1.0,True
955,10,4.0,4.0,0.0,False
956,3,4.0,4.0,0.0,False
956,5,3.0,4.0,1.0,True
