current_a,one_hour_expected_damage_pct,theta_after_one_hour_i0,theta_after_one_hour_ih,theta_after_one_hour_R_ohm,normalized_proxy_after_one_hour
195.0,0.00396,1.906999987428274e-07,0.002005265533380604,0.040600088698407,1.0434619945995898e-05
370.0,0.005429999999999999,1.9069999759917077e-07,0.0020066527907168165,0.04060014717021015,2.790621651474539e-05
