normalization_power_kw,health_case,terminal_max_delta_mean_pct,better_share,expected_damage_delta_sum_pct,tracking_mae_delta_kw,hydrogen_intensity_delta_g_per_kwh
30.0,oldest_stack_2,0.0,0.0,0.0,0.0,0.0
30.0,oldest_stack_0,-0.009619155901,1.0,0.005508463611,0.035155076548,-0.176544225396
30.0,oldest_stack_1,-0.009930907294,1.0,0.006374697778,0.035009157128,-0.35456693858
35.0,oldest_stack_2,0.0,0.0,0.0,0.0,0.0
35.0,oldest_stack_0,-0.009863890623,1.0,0.000514800694,0.046690198588,-0.150665340308
35.0,oldest_stack_1,-0.010620820732,1.0,-0.008883686944,0.134311277528,-0.462325991587
40.0,oldest_stack_2,0.0,0.0,0.0,0.0,0.0
40.0,oldest_stack_0,-0.009936294443,1.0,0.00793447375,0.01176640718,-0.090950133006
40.0,oldest_stack_1,-0.011331176357,1.0,-0.0070031575,0.003483986059,-0.066948240268
