load_source,strategy,reference_strategy,metric,n_pairs,mean_delta,ci95,mean_relative_pct,lower_is_better_win_share
zuo_slow_30s,instant_health,average,main_expected_damage_increment_pct,1,-1.2950000000000288e-05,0.0,-0.31691002528755075,1.0
zuo_slow_30s,instant_health,average,main_performance_loss_sum,1,-0.3369029694460098,0.0,-55.7215502713855,1.0
zuo_slow_30s,instant_health,average,damage_increment_range_pct,1,-1.2949999979472437e-05,0.0,-0.6187290960115868,1.0
zuo_slow_30s,instant_health,average,fc_tracking_mae_kw,1,-1.8857965153488767,0.0,-59.05726260647684,1.0
zuo_slow_30s,instant_health,average,total_switch_count,1,0.0,0.0,0.0,0.0
zuo_slow_30s,instant_health,average,total_load_shift_count,1,0.0,0.0,0.0,0.0
zuo_slow_30s,instant_health,average,online_step_range,1,0.0,0.0,0.0,0.0
zuo_slow_30s,instant_health,average,planning_runtime_s,1,16.649869500426576,0.0,312.6946751235513,0.0
empirical_1s,rotating,average,hydrogen_g,1,3.1966479590535357,0.0,12.500000000000023,0.0
empirical_1s,rotating,average,hydrogen_g_per_fc_kwh,1,3.1161182807326497,0.0,6.341344156649272,0.0
empirical_1s,rotating,average,main_expected_damage_increment_pct,1,0.002144933333333333,0.0,52.49041520515537,0.0
empirical_1s,rotating,average,main_performance_loss_sum,1,0.7569493202435638,0.0,125.19447267027456,0.0
empirical_1s,rotating,average,damage_increment_range_pct,1,-0.0018905666666655385,0.0,-90.32807771967744,1.0
empirical_1s,rotating,average,fc_tracking_mae_kw,1,-1.8083697265418421,0.0,-56.63249717598854,1.0
empirical_1s,rotating,average,total_switch_count,1,2.0,0.0,100.0,0.0
empirical_1s,rotating,average,total_load_shift_count,1,0.0,0.0,0.0,0.0
empirical_1s,rotating,average,online_step_range,1,-30.0,0.0,-50.0,1.0
empirical_1s,rotating,average,planning_runtime_s,1,14.096850501839072,0.0,679.9984095775262,0.0
zuo_fast_30s,rotating,average,hydrogen_g,1,2.930260629132391,0.0,7.051282051282024,0.0
zuo_fast_30s,rotating,average,hydrogen_g_per_fc_kwh,1,1.5417278179281837,0.0,3.0079124052595936,0.0
zuo_fast_30s,rotating,average,main_expected_damage_increment_pct,1,0.0021006474999999978,0.0,49.92153644396502,0.0
zuo_fast_30s,rotating,average,main_performance_loss_sum,1,0.8031315397552519,0.0,48.26698557636935,0.0
zuo_fast_30s,rotating,average,damage_increment_range_pct,1,-0.0020403483333286676,0.0,-94.6680957254155,1.0
zuo_fast_30s,rotating,average,fc_tracking_mae_kw,1,-1.9095003862063415,0.0,-64.04745726516938,1.0
zuo_fast_30s,rotating,average,total_switch_count,1,2.0,0.0,100.0,0.0
zuo_fast_30s,rotating,average,total_load_shift_count,1,-1.0,0.0,-50.0,1.0
zuo_fast_30s,rotating,average,online_step_range,1,-30.0,0.0,-50.0,1.0
zuo_fast_30s,rotating,average,planning_runtime_s,1,12.311694098869339,0.0,325.8898725367025,0.0
zuo_slow_30s,rotating,average,hydrogen_g,1,3.1966479590535357,0.0,12.500000000000023,0.0
zuo_slow_30s,rotating,average,hydrogen_g_per_fc_kwh,1,3.1161182807326497,0.0,6.341344156649272,0.0
zuo_slow_30s,rotating,average,main_expected_damage_increment_pct,1,0.002144933333333333,0.0,52.49041520515537,0.0
zuo_slow_30s,rotating,average,main_performance_loss_sum,1,0.7569493202435638,0.0,125.19447267027456,0.0
zuo_slow_30s,rotating,average,damage_increment_range_pct,1,-0.0018905666666655385,0.0,-90.32807771967744,1.0
zuo_slow_30s,rotating,average,fc_tracking_mae_kw,1,-1.8083697265418421,0.0,-56.63249717598854,1.0
zuo_slow_30s,rotating,average,total_switch_count,1,2.0,0.0,100.0,0.0
zuo_slow_30s,rotating,average,total_load_shift_count,1,0.0,0.0,0.0,0.0
zuo_slow_30s,rotating,average,online_step_range,1,-30.0,0.0,-50.0,1.0
zuo_slow_30s,rotating,average,planning_runtime_s,1,10.997467699693516,0.0,206.53913170005978,0.0
