policy,effective_policy,seed,first_boundary_crossed,second_boundary_crossed,time_to_first_boundary_h,time_to_second_boundary_h,post_first_n_plus_one_reserve_h,first_boundary_total_damage_pct,first_boundary_damage_range_pct,final_elapsed_h,final_total_damage_pct,final_damage_range_pct,start_count,assignment_change_count,crossing_order,stack_0_crossing_h,stack_1_crossing_h,stack_2_crossing_h,stack_0_final_damage_pct,stack_1_final_damage_pct,stack_2_final_damage_pct,scenario_id,local_seed
guarded_blend,order_blend_50,2,True,True,1308.0,1484.0,176.0,25.981661369345485,1.285828689586836,1484.0,28.068313626882237,0.006110017902102527,5,3,"(np.int64(1), np.int64(0), np.int64(2))",1484.0,1308.0,1484.0,9.359690117736491,9.355043409311358,9.353580099834389,reference,2
protected_blend_50,protected_blend_50,2,True,True,1140.0,1484.0,344.0,24.27360821879142,1.9416042151083905,1484.0,28.06255589514631,0.02980523204555041,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1484.0,1140.0,,9.359571517736493,9.366394804727683,9.336589572682133,reference,2
fixed_pair,fixed_pair,3,True,True,906.0,1342.0,436.0,22.17714328631923,4.012630186494599,1342.0,26.16185662496339,1.9010748521262402,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,906.0,1342.0,7.453553224326231,9.35367532418469,9.354628076452471,reference,3
order_blend_50,order_blend_50,3,True,True,906.0,1342.0,436.0,22.17714328631923,4.012630186494599,1342.0,26.16185662496339,1.9010748521262402,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,906.0,1342.0,7.453553224326231,9.35367532418469,9.354628076452471,reference,3
guarded_blend,order_blend_50,3,True,True,906.0,1342.0,436.0,22.17714328631923,4.012630186494599,1342.0,26.16185662496339,1.9010748521262402,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,906.0,1342.0,7.453553224326231,9.35367532418469,9.354628076452471,reference,3
protected_blend_50,protected_blend_50,3,True,True,906.0,1342.0,436.0,22.17714328631923,4.012630186494599,1342.0,26.16185662496339,1.9010748521262402,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,906.0,1342.0,7.453553224326231,9.35367532418469,9.354628076452471,reference,3
fixed_pair,fixed_pair,4,True,True,1056.0,1319.0,263.0,24.11612008489328,2.0808578815059366,1319.0,27.665014164307046,0.4672207989549424,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1056.0,1319.0,8.92025789718736,9.357277570977384,9.387478696142303,reference,4
order_blend_50,order_blend_50,4,True,True,1056.0,1319.0,263.0,24.11612008489328,2.0808578815059366,1319.0,27.665014164284884,0.46722079892716195,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1056.0,1319.0,8.920257897190169,9.357277570977384,9.38747869611733,reference,4
guarded_blend,order_blend_50,4,True,True,1056.0,1319.0,263.0,24.11612008489328,2.0808578815059366,1319.0,27.665014164284884,0.46722079892716195,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1056.0,1319.0,8.920257897190169,9.357277570977384,9.38747869611733,reference,4
protected_blend_50,protected_blend_50,4,True,True,1056.0,1319.0,263.0,24.11612008489328,2.0808578815059366,1319.0,27.665014164284884,0.46722079892716195,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1056.0,1319.0,8.920257897190169,9.357277570977384,9.38747869611733,reference,4
fixed_pair,fixed_pair,5,True,True,1095.0,1501.0,406.0,23.293385371871288,2.8971401180818175,1501.0,27.408088186495398,0.6533308938225275,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1095.0,1501.0,8.700720438931803,9.35405133275433,9.353316414809264,reference,5
order_blend_50,order_blend_50,5,True,True,1095.0,1501.0,406.0,23.293385371871288,2.8971401180818175,1501.0,27.408088186495398,0.6533308938225275,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1095.0,1501.0,8.700720438931803,9.35405133275433,9.353316414809264,reference,5
guarded_blend,order_blend_50,5,True,True,1095.0,1501.0,406.0,23.293385371871288,2.8971401180818175,1501.0,27.408088186495398,0.6533308938225275,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1095.0,1501.0,8.700720438931803,9.35405133275433,9.353316414809264,reference,5
protected_blend_50,protected_blend_50,5,True,True,1095.0,1501.0,406.0,23.293385371871288,2.8971401180818175,1501.0,27.408088186495398,0.6533308938225275,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1095.0,1501.0,8.700720438931803,9.35405133275433,9.353316414809264,reference,5
fixed_pair,fixed_pair,6,True,True,1078.0,1393.0,315.0,23.64722992356773,2.541691606828241,1393.0,27.21756677977225,0.846108545430889,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1078.0,1393.0,8.5091044406828,9.353249352975762,9.355212986113688,reference,6
order_blend_50,order_blend_50,6,True,True,1078.0,1393.0,315.0,23.64722992356773,2.541691606828241,1393.0,27.21756677977225,0.846108545430889,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1078.0,1393.0,8.5091044406828,9.353249352975762,9.355212986113688,reference,6
guarded_blend,order_blend_50,6,True,True,1078.0,1393.0,315.0,23.64722992356773,2.541691606828241,1393.0,27.21756677977225,0.846108545430889,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1078.0,1393.0,8.5091044406828,9.353249352975762,9.355212986113688,reference,6
protected_blend_50,protected_blend_50,6,True,True,1078.0,1393.0,315.0,23.64722992356773,2.541691606828241,1393.0,27.21756677977225,0.846108545430889,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1078.0,1393.0,8.5091044406828,9.353249352975762,9.355212986113688,reference,6
fixed_pair,fixed_pair,7,True,True,1135.0,1412.0,277.0,23.432276572900438,2.7588717280164383,1412.0,26.86697273618143,1.2262682252017694,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1135.0,1412.0,8.143170886371724,9.354362738236215,9.369439111573493,reference,7
order_blend_50,order_blend_50,7,True,True,1135.0,1412.0,277.0,23.432276572900438,2.7588717280164383,1412.0,26.86697273618143,1.2262682252017694,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1135.0,1412.0,8.143170886371724,9.354362738236215,9.369439111573493,reference,7
guarded_blend,order_blend_50,7,True,True,1135.0,1412.0,277.0,23.432276572900438,2.7588717280164383,1412.0,26.86697273618143,1.2262682252017694,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1135.0,1412.0,8.143170886371724,9.354362738236215,9.369439111573493,reference,7
protected_blend_50,protected_blend_50,7,True,True,1135.0,1412.0,277.0,23.432276572900438,2.7588717280164383,1412.0,26.86697273618143,1.2262682252017694,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1135.0,1412.0,8.143170886371724,9.354362738236215,9.369439111573493,reference,7
fixed_pair,fixed_pair,8,True,True,1114.0,1395.0,281.0,22.756745177793036,3.438032981536124,1395.0,25.91058846413035,2.155017568304592,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1114.0,1395.0,7.201160099137766,9.356177667442358,9.353250697550225,reference,8
order_blend_50,order_blend_50,8,True,True,1114.0,1395.0,281.0,22.756745177793036,3.438032981536124,1395.0,25.91058846413035,2.155017568304592,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1114.0,1395.0,7.201160099137766,9.356177667442358,9.353250697550225,reference,8
guarded_blend,order_blend_50,8,True,True,1114.0,1395.0,281.0,22.756745177793036,3.438032981536124,1395.0,25.91058846413035,2.155017568304592,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1114.0,1395.0,7.201160099137766,9.356177667442358,9.353250697550225,reference,8
protected_blend_50,protected_blend_50,8,True,True,1114.0,1395.0,281.0,22.756745177793036,3.438032981536124,1395.0,25.91058846413035,2.155017568304592,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1114.0,1395.0,7.201160099137766,9.356177667442358,9.353250697550225,reference,8
fixed_pair,fixed_pair,9,True,True,964.0,1288.0,324.0,23.052404389975635,3.1375012813075998,1288.0,26.1479032499668,1.9582331649331142,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,964.0,1288.0,7.417964330807145,9.353741423419395,9.376197495740259,reference,9
order_blend_50,order_blend_50,9,True,True,964.0,1288.0,324.0,23.052404389975635,3.1375012813075998,1288.0,26.1479032499668,1.9582331649331142,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,964.0,1288.0,7.417964330807145,9.353741423419395,9.376197495740259,reference,9
guarded_blend,order_blend_50,9,True,True,964.0,1288.0,324.0,23.052404389975635,3.1375012813075998,1288.0,26.1479032499668,1.9582331649331142,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,964.0,1288.0,7.417964330807145,9.353741423419395,9.376197495740259,reference,9
protected_blend_50,protected_blend_50,9,True,True,964.0,1288.0,324.0,23.052404389975635,3.1375012813075998,1288.0,26.1479032499668,1.9582331649331142,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,964.0,1288.0,7.417964330807145,9.353741423419395,9.376197495740259,reference,9
fixed_pair,fixed_pair,10,True,True,929.0,1243.0,314.0,23.555522953377785,2.634994661816224,1243.0,26.896729331394614,1.1661514037534353,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,929.0,1243.0,8.188265266133198,9.354047395374781,9.354416669886634,reference,10
order_blend_50,order_blend_50,10,True,True,929.0,1243.0,314.0,23.555522953377785,2.634994661816224,1243.0,26.896729331394614,1.1661514037534353,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,929.0,1243.0,8.188265266133198,9.354047395374781,9.354416669886634,reference,10
guarded_blend,order_blend_50,10,True,True,929.0,1243.0,314.0,23.555522953377785,2.634994661816224,1243.0,26.896729331394614,1.1661514037534353,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,929.0,1243.0,8.188265266133198,9.354047395374781,9.354416669886634,reference,10
protected_blend_50,protected_blend_50,10,True,True,929.0,1243.0,314.0,23.555522953377785,2.634994661816224,1243.0,26.896729331394614,1.1661514037534353,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,929.0,1243.0,8.188265266133198,9.354047395374781,9.354416669886634,reference,10
fixed_pair,fixed_pair,11,True,True,1015.0,1384.0,369.0,22.966311664215347,3.224222158218315,1384.0,26.294670345263764,1.7829908810593134,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1015.0,1384.0,7.578811982604921,9.354055498994608,9.361802863664234,reference,11
order_blend_50,order_blend_50,11,True,True,1015.0,1384.0,369.0,22.966311664215347,3.224222158218315,1384.0,26.294670345263764,1.7829908810593134,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1015.0,1384.0,7.578811982604921,9.354055498994608,9.361802863664234,reference,11
guarded_blend,order_blend_50,11,True,True,1015.0,1384.0,369.0,22.966311664215347,3.224222158218315,1384.0,26.294670345263764,1.7829908810593134,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1015.0,1384.0,7.578811982604921,9.354055498994608,9.361802863664234,reference,11
protected_blend_50,protected_blend_50,11,True,True,1015.0,1384.0,369.0,22.966311664215347,3.224222158218315,1384.0,26.294670345263764,1.7829908810593134,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1015.0,1384.0,7.578811982604921,9.354055498994608,9.361802863664234,reference,11
fixed_pair,fixed_pair,12,True,True,1012.0,1297.0,285.0,23.17979274548564,3.01668918569755,1297.0,26.53839750064278,1.656042596848998,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1012.0,1297.0,7.762662675212205,9.357029553369372,9.418705272061203,reference,12
order_blend_50,order_blend_50,12,True,True,1012.0,1297.0,285.0,23.17979274548564,3.01668918569755,1297.0,26.53839750064278,1.656042596848998,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1012.0,1297.0,7.762662675212205,9.357029553369372,9.418705272061203,reference,12
guarded_blend,order_blend_50,12,True,True,1012.0,1297.0,285.0,23.17979274548564,3.01668918569755,1297.0,26.53839750064278,1.656042596848998,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1012.0,1297.0,7.762662675212205,9.357029553369372,9.418705272061203,reference,12
protected_blend_50,protected_blend_50,12,True,True,1012.0,1297.0,285.0,23.17979274548564,3.01668918569755,1297.0,26.53839750064278,1.656042596848998,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1012.0,1297.0,7.762662675212205,9.357029553369372,9.418705272061203,reference,12
fixed_pair,fixed_pair,13,True,True,1084.0,1423.0,339.0,24.14846074786774,2.044053233937248,1423.0,27.69360095712917,0.38837324865799694,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1084.0,1423.0,8.97509106489545,9.355045578680272,9.363464313553447,reference,13
order_blend_50,order_blend_50,13,True,True,1417.0,1423.0,6.0,27.603853291951285,0.4110967211094856,1423.0,27.707425265875873,0.4025509337220434,11,9,"(np.int64(1), np.int64(2), np.int64(0))",,1417.0,1423.0,8.97509106489545,9.35469220236293,9.377641998617493,reference,13
guarded_blend,order_blend_50,13,True,True,1417.0,1423.0,6.0,27.603853291951285,0.4110967211094856,1423.0,27.707425265875873,0.4025509337220434,11,9,"(np.int64(1), np.int64(2), np.int64(0))",,1417.0,1423.0,8.97509106489545,9.35469220236293,9.377641998617493,reference,13
protected_blend_50,protected_blend_50,13,True,True,1084.0,1423.0,339.0,24.14846074786774,2.044053233937248,1423.0,27.69360095712917,0.38837324865799694,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1084.0,1423.0,8.97509106489545,9.355045578680272,9.363464313553447,reference,13
fixed_pair,fixed_pair,14,True,True,1206.0,1546.0,340.0,24.06998395569588,2.1206963169551623,1546.0,27.99378476479567,0.07243917120772636,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1206.0,1546.0,9.283608434742323,9.354128724103298,9.35604760595005,reference,14
order_blend_50,order_blend_50,14,True,True,1551.0,1554.0,3.0,28.043142121932522,0.012313189058790641,1554.0,28.065697537689005,0.0016670559618088276,7,5,"(np.int64(1), np.int64(0), np.int64(2))",1554.0,1551.0,1554.0,9.354515874397961,9.354998732931273,9.35618293035977,reference,14
guarded_blend,order_blend_50,14,True,True,1551.0,1554.0,3.0,28.043142121932522,0.012313189058790641,1554.0,28.065697537689005,0.0016670559618088276,7,5,"(np.int64(1), np.int64(0), np.int64(2))",1554.0,1551.0,1554.0,9.354515874397961,9.354998732931273,9.35618293035977,reference,14
protected_blend_50,protected_blend_50,14,True,True,1206.0,1546.0,340.0,24.06998395569588,2.1206963169551623,1546.0,27.993751435086452,0.07223600562302046,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1206.0,1546.0,9.283693352680066,9.354128724103298,9.355929358303086,reference,14
fixed_pair,fixed_pair,15,True,True,1157.0,1478.0,321.0,23.87017073888584,2.318821836813229,1478.0,27.919944309295722,0.14283872470448244,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1157.0,1478.0,9.211910354481965,9.353284875627311,9.354749079186448,reference,15
order_blend_50,order_blend_50,15,True,True,1478.0,1483.0,5.0,27.91815281533124,0.12982782023724582,1483.0,28.155314461088743,0.30677584889130394,4,2,"(np.int64(2), np.int64(1), np.int64(0))",,1483.0,1478.0,9.2456195070342,9.552395355925505,9.357299598129037,reference,15
guarded_blend,order_blend_50,15,True,True,1478.0,1483.0,5.0,27.91815281533124,0.12982782023724582,1483.0,28.155314461088743,0.30677584889130394,4,2,"(np.int64(2), np.int64(1), np.int64(0))",,1483.0,1478.0,9.2456195070342,9.552395355925505,9.357299598129037,reference,15
protected_blend_50,protected_blend_50,15,True,True,1157.0,1478.0,321.0,23.87017073888584,2.318821836813229,1478.0,27.919944309295722,0.14283872470448244,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1157.0,1478.0,9.211910354481965,9.353284875627311,9.354749079186448,reference,15
fixed_pair,fixed_pair,16,True,True,877.0,1166.0,289.0,22.621910346091642,3.6822454477578326,1166.0,25.951466038276383,2.226400671889494,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,877.0,1166.0,7.184465812813021,9.410866484702515,9.356133740760848,reference,16
order_blend_50,order_blend_50,16,True,True,877.0,1166.0,289.0,22.621910346091642,3.6822454477578326,1166.0,25.951466038276383,2.226400671889494,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,877.0,1166.0,7.184465812813021,9.410866484702515,9.356133740760848,reference,16
guarded_blend,order_blend_50,16,True,True,877.0,1166.0,289.0,22.621910346091642,3.6822454477578326,1166.0,25.951466038276383,2.226400671889494,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,877.0,1166.0,7.184465812813021,9.410866484702515,9.356133740760848,reference,16
protected_blend_50,protected_blend_50,16,True,True,877.0,1166.0,289.0,22.621910346091642,3.6822454477578326,1166.0,25.951466038276383,2.226400671889494,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,877.0,1166.0,7.184465812813021,9.410866484702515,9.356133740760848,reference,16
fixed_pair,fixed_pair,17,True,True,1097.0,1429.0,332.0,24.03486180016653,2.1549550901549397,1429.0,27.946468126803346,0.11807238829218569,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1097.0,1429.0,9.237349352786323,9.353697032938513,9.355421741078509,reference,17
order_blend_50,order_blend_50,17,True,True,1437.0,1441.0,4.0,27.99812942356092,0.038532445739694055,1441.0,28.30209783017868,0.28190765193493483,6,4,"(np.int64(0), np.int64(1), np.int64(2))",1437.0,1441.0,,9.355348547475376,9.61432846731912,9.332420815384186,reference,17
guarded_blend,order_blend_50,17,True,True,1437.0,1441.0,4.0,27.99812942356092,0.038532445739694055,1441.0,28.30209783017868,0.28190765193493483,6,4,"(np.int64(0), np.int64(1), np.int64(2))",1437.0,1441.0,,9.355348547475376,9.61432846731912,9.332420815384186,reference,17
protected_blend_50,protected_blend_50,17,True,True,1097.0,1429.0,332.0,24.03486180016653,2.1549550901549397,1429.0,27.946468126803346,0.11807238829218569,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1097.0,1429.0,9.237349352786323,9.353697032938513,9.355421741078509,reference,17
fixed_pair,fixed_pair,18,True,True,1079.0,1430.0,351.0,23.287942390774386,3.102423596853651,1430.0,27.157642458280893,1.160006032613584,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1079.0,1430.0,8.293965548978212,9.453971581591796,9.409705327710885,reference,18
order_blend_50,order_blend_50,18,True,True,1079.0,1430.0,351.0,23.287942390774386,3.102423596853651,1430.0,27.157642458280893,1.160006032613584,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1079.0,1430.0,8.293965548978212,9.453971581591796,9.409705327710885,reference,18
guarded_blend,order_blend_50,18,True,True,1079.0,1430.0,351.0,23.287942390774386,3.102423596853651,1430.0,27.157642458280893,1.160006032613584,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1079.0,1430.0,8.293965548978212,9.453971581591796,9.409705327710885,reference,18
protected_blend_50,protected_blend_50,18,True,True,1079.0,1430.0,351.0,23.287942390774386,3.102423596853651,1430.0,27.157642458280893,1.160006032613584,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1079.0,1430.0,8.293965548978212,9.453971581591796,9.409705327710885,reference,18
fixed_pair,fixed_pair,19,True,True,1059.0,1394.0,335.0,23.92142127327308,2.2704696623158265,1394.0,27.713131443197852,0.3745610508869479,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1059.0,1394.0,8.991918168369338,9.35473405557223,9.366479219256286,reference,19
order_blend_50,order_blend_50,19,True,True,1059.0,1394.0,335.0,23.92142127327308,2.2704696623158265,1394.0,27.713131443197852,0.3745610508869479,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1059.0,1394.0,8.991918168369338,9.35473405557223,9.366479219256286,reference,19
guarded_blend,order_blend_50,19,True,True,1059.0,1394.0,335.0,23.92142127327308,2.2704696623158265,1394.0,27.713131443197852,0.3745610508869479,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1059.0,1394.0,8.991918168369338,9.35473405557223,9.366479219256286,reference,19
protected_blend_50,protected_blend_50,19,True,True,1059.0,1394.0,335.0,23.92142127327308,2.2704696623158265,1394.0,27.713131443197852,0.3745610508869479,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1059.0,1394.0,8.991918168369338,9.35473405557223,9.366479219256286,reference,19
fixed_pair,fixed_pair,0,True,True,1015.0,1415.0,400.0,23.790883816484257,2.400341315670631,1415.0,27.71573069736794,0.3529896007343307,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1015.0,1415.0,9.004169971389192,9.354401153855221,9.357159572123523,heterogeneity_current_perm_3,0
order_blend_50,order_blend_50,0,True,True,408.0,1409.0,1001.0,16.3588205038019,6.093750570644575,1409.0,27.665261316588314,0.4042342703975006,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1409.0,408.0,8.952673607539342,9.356907877936843,9.355679831112127,heterogeneity_current_perm_3,0
guarded_blend,fixed_pair,0,True,True,1015.0,1415.0,400.0,23.790883816484257,2.400341315670631,1415.0,27.71573069736794,0.3529896007343307,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1015.0,1415.0,9.004169971389192,9.354401153855221,9.357159572123523,heterogeneity_current_perm_3,0
protected_blend_50,protected_blend_50,0,True,True,1039.0,1413.0,374.0,23.97412238092447,2.3013152876880687,1413.0,27.704836380073736,0.35803076451748517,5,3,"(np.int64(1), np.int64(2), np.int64(0))",,1039.0,1413.0,8.996846796776188,9.353112022003877,9.354877561293673,heterogeneity_current_perm_3,0
fixed_pair,fixed_pair,1,True,True,1223.0,1523.0,300.0,24.406308625995255,1.8713941819323594,1523.0,27.938463092910112,0.13245626905754726,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1523.0,1223.0,,9.358551177795427,9.353817006376804,9.22609490873788,heterogeneity_current_perm_3,1
order_blend_50,order_blend_50,1,True,True,418.0,1522.0,1104.0,16.24387664744827,6.205468579792227,1522.0,27.91291110429455,0.15453422704291775,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1522.0,418.0,9.202154984871248,9.356689211914166,9.354066907509138,heterogeneity_current_perm_3,1
guarded_blend,fixed_pair,1,True,True,1223.0,1523.0,300.0,24.406308625995255,1.8713941819323594,1523.0,27.938463092910112,0.13245626905754726,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1523.0,1223.0,,9.358551177795427,9.353817006376804,9.22609490873788,heterogeneity_current_perm_3,1
protected_blend_50,protected_blend_50,1,True,True,1511.0,1526.0,15.0,27.760939273063133,0.23070511037262165,1526.0,27.96079582889861,0.11061993856260344,4,2,"(np.int64(0), np.int64(1), np.int64(2))",1511.0,1526.0,,9.356362014843796,9.35752687630871,9.246906937746106,heterogeneity_current_perm_3,1
fixed_pair,fixed_pair,2,True,True,1088.0,1440.0,352.0,24.288981721277917,1.8998516609816285,1440.0,28.061773450756014,0.0020537885898992414,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1440.0,1088.0,1440.0,9.35525906749745,9.35320527890755,9.353309104351013,heterogeneity_current_perm_3,2
order_blend_50,order_blend_50,2,True,True,1429.0,1440.0,11.0,27.867681494172935,0.13418916112376067,1440.0,28.057310139675927,0.006409871402270895,5,3,"(np.int64(2), np.int64(0), np.int64(1))",1440.0,,1429.0,9.354851717256425,9.348441845854154,9.35401657656535,heterogeneity_current_perm_3,2
guarded_blend,fixed_pair,2,True,True,1088.0,1440.0,352.0,24.288981721277917,1.8998516609816285,1440.0,28.061773450756014,0.0020537885898992414,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1440.0,1088.0,1440.0,9.35525906749745,9.35320527890755,9.353309104351013,heterogeneity_current_perm_3,2
protected_blend_50,protected_blend_50,2,True,True,1088.0,1440.0,352.0,24.288981721277917,1.8998516609816285,1440.0,28.061773450756014,0.0020537885898992414,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1440.0,1088.0,1440.0,9.35525906749745,9.35320527890755,9.353309104351013,heterogeneity_current_perm_3,2
fixed_pair,fixed_pair,3,True,True,844.0,1334.0,490.0,22.146427270854655,4.044048509077595,1334.0,26.484367187020084,1.5796266838588586,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,844.0,1334.0,7.77535701270866,9.354026477743902,9.354983696567519,heterogeneity_current_perm_3,3
order_blend_50,order_blend_50,3,True,True,289.0,1359.0,1070.0,15.760321557964538,6.990063917166739,1359.0,26.819977785048028,1.5431363971695058,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1359.0,289.0,7.961450634285021,9.353940119308481,9.504587031454527,heterogeneity_current_perm_3,3
