policy,n_runs,health_limit_crossing_share,time_to_limit_mean_h,time_to_limit_std_h,time_to_limit_q10_h,time_to_limit_median_h,time_to_limit_q90_h,start_count_mean,assignment_change_mean
fixed_pair,10,1.0,1457.8,5.692099788303083,1453.8,1455.5,1468.0,2.0,0.0
health_greedy,10,1.0,1894.7,4.1379007023153935,1891.6,1894.5,1897.7,39.3,37.3
