template_source,template_count,duration_mean_h,positive_share_mean,continuous_total_mean_pct,operational_start_total_mean_pct,tracking_mae_mean_kw
empirical_markov_1s,24,0.0833333333333333,1.0,0.0003932616898146958,0.0,1.2033405456997983
real_calibration_window,48,0.0833333333333333,0.8125,0.000347350289351748,0.00022540430459609464,0.9809646076109776
zuo_fast_30s,24,0.0833333333333333,1.0,0.00040647916666655833,0.0,1.4095085779405438
zuo_slow_30s,24,0.0833333333333333,1.0,0.0003988194444443417,0.0,0.9051974796975085
