policy,n_runs,health_limit_crossing_share,time_to_limit_mean_h,time_to_limit_std_h,time_to_limit_q10_h,time_to_limit_median_h,time_to_limit_q90_h,start_count_mean,assignment_change_mean
expected_max,20,1.0,1977.8,221.45466448249095,1696.4,1946.0,2247.5,24.8,22.8
fixed_pair,20,1.0,1573.6,208.46062356941025,1303.4,1608.5,1826.6000000000001,2.0,0.0
health_greedy,20,1.0,1975.2,227.08301287600113,1688.1,1949.5,2254.0,25.85,23.85
