scenario,load_source,load_seed,strategy,health_seed,n_steps,hydrogen_g,hydrogen_soc_corrected_g,sampled_damage_increment_pct,main_sampled_damage_increment_pct,recovery_sampled_damage_increment_pct,main_expected_continuous_damage_pct,main_sampled_continuous_damage_pct,main_discrete_damage_pct,expected_damage_increment_pct,main_expected_damage_increment_pct,recovery_expected_damage_increment_pct,performance_loss_sum,objective_total_sum,objective_degradation_increment_sum,main_performance_loss_sum,recovery_performance_loss_sum,main_hydrogen_g,recovery_hydrogen_g,battery_throughput_kwh,soc_final,soc_error,constraint_violation_steps,safety_override_steps,max_power_balance_error_kw,clipped_points,clipped_share,soc_recovery_steps,health_changed_steps,final_damage_mean_pct,final_damage_range_pct,damage_increment_range_pct,aged_stack_index,aged_stack_current_share,main_aged_stack_current_share,stack_0_current_a_step,stack_1_current_a_step,stack_0_final_damage_pct,stack_1_final_damage_pct
synthetic_event_markov_seed_2026,synthetic_event_markov,2026,average,12026,120,43.873993238009696,43.777282275811984,0.004608552083333333,0.0025689533333333333,0.0020395987499999997,1.2833333333333335e-05,1.2833333333333318e-05,0.00255612,0.004608552083333333,0.0025689533333333333,0.0020395987499999997,6.955491195551694,30.005126705619155,1.802234664908621,0.6544101120812928,6.301081083470402,6.180186054170157,37.693807183839546,0.2479495394169776,0.7000515864186994,5.158641869940084e-05,0,0,7.105427357601002e-15,0,0.0,75,97,3.743515688263907,5.612039781527813,0.0002226631944810542,1,0.5531268973891925,0.5,11040.0,13665.0,0.9374957975000004,6.549535579027814
synthetic_event_markov_seed_2026,synthetic_event_markov,2026,beam_health,12026,120,43.62536506341664,43.64186660536365,0.005104707638888889,0.0020655555555555557,0.003039152083333333,7.555555555555556e-06,7.555555555555561e-06,0.002058,0.005104707638888889,0.0020655555555555557,0.003039152083333333,6.588896345165173,25.900358434185755,1.9962627946205576,0.7357609441731283,5.853135400992045,8.258007227554952,35.367357835861704,0.1538339282504288,0.6999911979424801,-8.802057519852191e-06,0,0,0.0,0,0.0,75,89,3.743763766041683,5.611537514861142,0.00027960347218958237,1,0.5285975982088337,0.4129032258064516,11580.0,12985.0,0.9379950086111114,6.549532523472254
real_block_bootstrap_seed_2026,real_block_bootstrap,2026,average,12026,120,31.566898595653612,31.55742498052699,0.005105863333333334,0.0025718524999999996,0.002534010833333333,1.57325e-05,1.5732499999999992e-05,0.00255612,0.005105863333333334,0.0025718524999999996,0.002534010833333333,1.4127972031383353,16.616183565435193,1.996714744072828,0.052141994263849044,1.3606552088744865,1.3319366496056375,30.234961946047967,0.07058686121591179,0.7000050533038387,5.053303838709056e-06,0,0,8.881784197001252e-16,0,0.0,75,109,3.743764343888905,5.612059931666697,0.00024281333336440003,1,0.28270042194092826,0.5,12750.0,5025.0,0.9377343780555568,6.5497943097222535
real_block_bootstrap_seed_2026,real_block_bootstrap,2026,beam_health,12026,120,31.30939084339652,31.521675193820183,0.00409423,0.0,0.00409423,0.0,0.0,0.0,0.00409423,0.0,0.00409423,1.7270668001088967,15.467301414458097,1.6011022765249545,0.0,1.7270668001088965,0.0,31.309390843396518,0.05620628837825217,0.6998867657901914,-0.00011323420980857701,0,0,0.0,0,0.0,75,75,3.7432585272222365,5.612012081666695,0.00019496333336233018,1,0.3448667044809983,0.0,11550.0,6080.0,0.9372524863888892,6.549264568055584
