policy,seed,first_boundary_crossed,second_boundary_crossed,time_to_first_boundary_h,time_to_second_boundary_h,post_first_n_plus_one_reserve_h,first_boundary_total_damage_pct,first_boundary_damage_range_pct,final_elapsed_h,final_total_damage_pct,final_damage_range_pct,start_count,assignment_change_count,crossing_order,stack_0_crossing_h,stack_1_crossing_h,stack_2_crossing_h,stack_0_final_damage_pct,stack_1_final_damage_pct,stack_2_final_damage_pct
fixed_pair,130,True,True,1115.0,1446.0,331.0,23.182474494215356,3.0100114051287994,1446.0,26.435143107505667,1.6315965862254105,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1115.0,1446.0,7.724257491915201,9.355031537449856,9.355854078140611
order_blend_50,130,True,True,1115.0,1446.0,331.0,23.182474494215356,3.0100114051287994,1446.0,26.435143107505667,1.6315965862254105,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1115.0,1446.0,7.724257491915201,9.355031537449856,9.355854078140611
expected_n_plus_one,130,True,True,378.0,1444.0,1066.0,15.907640835143237,6.540355392953523,1444.0,26.423164762514656,1.6370044135572144,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1444.0,378.0,7.716387994380055,9.353384360197332,9.35339240793727
fixed_pair,131,True,True,920.0,1193.0,273.0,22.44321926551298,3.7456254326857987,1193.0,25.6620369974178,2.398781229499571,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,920.0,1193.0,6.955022415520531,9.353210936877167,9.353803645020102
order_blend_50,131,True,True,920.0,1193.0,273.0,22.44321926551298,3.7456254326857987,1193.0,25.6620369974178,2.398781229499571,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,920.0,1193.0,6.955022415520531,9.353210936877167,9.353803645020102
expected_n_plus_one,131,True,True,291.0,1193.0,902.0,15.394935535535907,7.05268413894637,1193.0,25.6659407613381,2.402691799167007,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1193.0,291.0,6.955022415520531,9.357714214687539,9.353204131130028
fixed_pair,132,True,True,910.0,1276.0,366.0,22.300039210223943,3.891014927356289,1276.0,26.026634724289245,2.0351156092235314,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,910.0,1276.0,7.319200047344362,9.354315656567893,9.353119020376989
order_blend_50,132,True,True,910.0,1276.0,366.0,22.300039210223943,3.891014927356289,1276.0,26.026634724289245,2.0351156092235314,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,910.0,1276.0,7.319200047344362,9.354315656567893,9.353119020376989
expected_n_plus_one,132,True,True,285.0,1290.0,1005.0,15.567221263449623,7.068690342123311,1290.0,26.18858360975377,2.0803868449944662,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1290.0,285.0,7.36696325168089,9.374270261397527,9.447350096675356
fixed_pair,133,True,True,1054.0,1376.0,322.0,23.12720089799924,3.0620222055616333,1376.0,26.995285478300673,1.0650011211317096,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1054.0,1376.0,8.288442108805375,9.353400139558214,9.353443229937085
