strategy,baseline,h2_kg_improvement_pct,degradation_proxy_sum_improvement_pct,battery_throughput_kwh_improvement_pct,switch_count_improvement_pct,fc_total_variation_kw_improvement_pct,absolute_soc_error_improvement_pct
Predicted_optimized,Instant,-22.3210315695865,-61.15082373372659,-0.709324739414877,15.384615384615385,-0.033001271206458634,88.2403993886805
Predicted_optimized,Constant,-6.051352804520511,-14.027100200210935,0.14138972572376687,-1.8518518518518519,-1.0659519890101388,69.86453197465426
Predicted_optimized,Perfect,-6.010485645617613,-12.806893548371988,0.4813008376181588,-5.769230769230769,-3.9080314984172606,70.3459732151921
Predicted_optimized,Predicted_original,-11.150333329789165,-30.991191090670277,-3.7322826244838785,66.86746987951807,59.23607693618548,79.3828267877453
