policy,effective_policy,first_boundary_crossed,second_boundary_crossed,time_to_first_boundary_h,time_to_second_boundary_h,post_first_n_plus_one_reserve_h,first_boundary_total_damage_pct,first_boundary_damage_range_pct,final_elapsed_h,final_total_damage_pct,final_damage_range_pct,start_count,assignment_change_count,crossing_order,stack_0_crossing_h,stack_1_crossing_h,stack_2_crossing_h,stack_0_final_damage_pct,stack_1_final_damage_pct,stack_2_final_damage_pct,scenario_id,local_seed,simulation_seed
order_blend_25,order_blend_25,True,True,1223.0,1233.0,10.0,26.786496731977376,1.2408454468218064,1233.0,26.869472827410526,1.2007772452714214,20,18,"(np.int64(2), np.int64(1), np.int64(0))",,1233.0,1223.0,8.15689126278042,9.354913056578267,9.357668508051841,reference,10,10
order_blend_50,order_blend_50,True,True,929.0,1243.0,314.0,23.555522953377785,2.634994661816224,1243.0,26.896729331394614,1.1661514037534353,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,929.0,1243.0,8.188265266133198,9.354047395374781,9.354416669886634,reference,10,10
order_blend_75,order_blend_75,True,True,281.0,1262.0,981.0,15.93756422474835,6.6836396702172305,1262.0,27.055712966091495,1.1819095054905961,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1262.0,281.0,8.258086735881083,9.357629988838733,9.439996241371679,reference,10,10
order_blend_90,order_blend_90,True,True,281.0,1262.0,981.0,15.93756422474835,6.6836396702172305,1262.0,27.055712966091495,1.1819095054905961,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1262.0,281.0,8.258086735881083,9.357629988838733,9.439996241371679,reference,10,10
order_blend_99,order_blend_99,True,True,281.0,1262.0,981.0,15.93756422474835,6.6836396702172305,1262.0,27.055712966091495,1.1819095054905961,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1262.0,281.0,8.258086735881083,9.357629988838733,9.439996241371679,reference,10,10
fixed_pair,fixed_pair,True,True,1015.0,1384.0,369.0,22.966311664215347,3.224222158218315,1384.0,26.294670345263764,1.7829908810593134,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1015.0,1384.0,7.578811982604921,9.354055498994608,9.361802863664234,reference,11,11
order_blend_25,order_blend_25,True,True,1366.0,1374.0,8.0,26.190789441391047,1.838586053546801,1374.0,26.256458580473055,1.8069457236005677,25,23,"(np.int64(1), np.int64(2), np.int64(0))",,1366.0,1374.0,7.547808913210715,9.354754636811283,9.353895030451058,reference,11,11
order_blend_50,order_blend_50,True,True,1015.0,1384.0,369.0,22.966311664215347,3.224222158218315,1384.0,26.294670345263764,1.7829908810593134,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1015.0,1384.0,7.578811982604921,9.354055498994608,9.361802863664234,reference,11,11
order_blend_75,order_blend_75,True,True,293.0,1385.0,1092.0,15.296497603432456,7.157076952486937,1385.0,26.50588497184458,1.985342166613794,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1385.0,293.0,7.582180616691101,9.567522783304895,9.356181571848586,reference,11,11
order_blend_90,order_blend_90,True,True,293.0,1385.0,1092.0,15.296497603432456,7.157076952486937,1385.0,26.50588497184458,1.985342166613794,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1385.0,293.0,7.582180616691101,9.567522783304895,9.356181571848586,reference,11,11
order_blend_99,order_blend_99,True,True,293.0,1385.0,1092.0,15.296497603432456,7.157076952486937,1385.0,26.50588497184458,1.985342166613794,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1385.0,293.0,7.582180616691101,9.567522783304895,9.356181571848586,reference,11,11
fixed_pair,fixed_pair,True,True,1012.0,1297.0,285.0,23.17979274548564,3.01668918569755,1297.0,26.53839750064278,1.656042596848998,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1012.0,1297.0,7.762662675212205,9.357029553369372,9.418705272061203,reference,12,12
order_blend_25,order_blend_25,True,True,1297.0,1318.0,21.0,26.579835526996945,1.7829911596055368,1318.0,26.726760031843583,1.7183517029961202,25,23,"(np.int64(1), np.int64(2), np.int64(0))",,1297.0,1318.0,7.827302131821622,9.545653834817742,9.353804065204217,reference,12,12
order_blend_50,order_blend_50,True,True,1012.0,1297.0,285.0,23.17979274548564,3.01668918569755,1297.0,26.53839750064278,1.656042596848998,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1012.0,1297.0,7.762662675212205,9.357029553369372,9.418705272061203,reference,12,12
order_blend_75,order_blend_75,True,True,267.0,1297.0,1030.0,15.134954785036943,7.317872736736372,1297.0,26.53557929607653,1.6544458908765751,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1297.0,267.0,7.762662675212205,9.41710856608878,9.355808054775546,reference,12,12
order_blend_90,order_blend_90,True,True,267.0,1297.0,1030.0,15.134954785036943,7.317872736736372,1297.0,26.53557929607653,1.6544458908765751,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1297.0,267.0,7.762662675212205,9.41710856608878,9.355808054775546,reference,12,12
order_blend_99,order_blend_99,True,True,267.0,1297.0,1030.0,15.134954785036943,7.317872736736372,1297.0,26.53557929607653,1.6544458908765751,3,1,"(np.int64(2), np.int64(1), np.int64(0))",,1297.0,267.0,7.762662675212205,9.41710856608878,9.355808054775546,reference,12,12
