scenario,load_source,load_seed,strategy,power_interface,health_seed,n_steps,hydrogen_g,fc_energy_kwh,hydrogen_g_per_fc_kwh,hydrogen_soc_corrected_g,sampled_damage_increment_pct,main_sampled_damage_increment_pct,recovery_sampled_damage_increment_pct,main_expected_continuous_damage_pct,main_sampled_continuous_damage_pct,main_discrete_damage_pct,expected_damage_increment_pct,main_expected_damage_increment_pct,recovery_expected_damage_increment_pct,performance_loss_sum,objective_total_sum,objective_degradation_increment_sum,main_performance_loss_sum,recovery_performance_loss_sum,main_hydrogen_g,recovery_hydrogen_g,battery_throughput_kwh,soc_final,soc_error,soc_metrics_applicable,fc_tracking_mae_kw,fc_tracking_rmse_kw,fc_tracking_bias_kw,fc_tracking_max_abs_kw,fc_tracking_within_tolerance_share,online_stack_count_mean,online_stack_count_max,online_step_range,total_switch_count,total_load_shift_count,constraint_violation_steps,safety_override_steps,planning_runtime_s,planning_runtime_mean_ms,planning_runtime_max_ms,planning_expanded_nodes,planning_feasible_candidates,max_power_balance_error_kw,clipped_points,clipped_share,soc_recovery_steps,health_changed_steps,final_damage_mean_pct,final_damage_range_pct,damage_increment_range_pct,aged_stack_index,aged_stack_current_share,main_aged_stack_current_share,stack_0_current_a_step,stack_1_current_a_step,stack_2_current_a_step,stack_0_final_damage_pct,stack_1_final_damage_pct,stack_2_final_damage_pct,stack_0_online_steps,stack_1_online_steps,stack_2_online_steps,stack_0_switch_count,stack_1_switch_count,stack_2_switch_count,stack_0_load_shift_count,stack_1_load_shift_count,stack_2_load_shift_count,stack_0_max_consecutive_online_steps,stack_1_max_consecutive_online_steps,stack_2_max_consecutive_online_steps,stack_0_max_consecutive_off_steps,stack_1_max_consecutive_off_steps,stack_2_max_consecutive_off_steps,pair_seed,gamma_residual_pct,gamma_shape_sum,sampled_continuous_near_zero
empirical_1s_pair_2027,empirical_1s,2027,rotating,fc_only,32027,120,57.75277312690044,1.1023956455344355,52.388426388333755,,0.008457184999999999,0.008457184999999999,0.0,0.00011506777777777779,0.0,0.008457184999999999,0.008572252777777777,0.008572252777777777,0.0,5.318494552257257,26.063638030008853,1.328945515329307,5.318494552257257,0.0,57.75277312690044,0.0,,,,False,1.4650515957618728,1.4848737860367107,-1.4650515957618728,1.8255904002551233,1.0,2.0,2,60,6,5,0,1,36.587515499442816,304.8959624953568,640.0735999923199,13193,2110,1.8255904002551233,0,0.0,0,6,4.055798091574074,6.545616891388889,0.00179973500000008,2,0.25276752767527677,0.25276752767527677,16200.0,8100.0,8220.0,0.9392228530555555,3.7433316772222223,7.484839744444444,60,60,120,3,2,1,0,1,4,30,60,120,60,30,0,2027,-0.0001150677777777779,0.000857583708974158,True
empirical_1s_pair_2027,empirical_1s,2027,instant_health,fc_only,32027,120,58.01916045682157,1.120329912432962,51.78756704873155,,0.00426113,0.00426113,0.0,0.00011422,0.0,0.00426113,0.004375350000000002,0.004375350000000002,0.0,0.6386781183996177,23.317922913075698,0.6695856367970159,0.6386781183996177,0.0,58.01916045682157,0.0,,,,False,1.3390872438869912,1.3489510765626505,-0.9270235888060647,1.6451790410013274,1.0,2.0,2,120,2,4,0,0,44.619715300621465,371.83096083851217,632.9422001726925,16784,2671,1.6451790410013274,0,0.0,0,4,4.054399406574074,6.545041371388889,0.002182529999999794,2,0.0,0.0,30750.0,1920.0,0.0,0.9373814530555555,3.743393942222222,7.482422824444445,120,120,0,1,1,0,2,2,0,120,120,0,0,0,120,2027,-0.00011422000000000168,0.0008512653423115409,True
zuo_slow_30s_pair_2027,zuo_slow_30s,2027,average,fc_only,32027,120,51.14636734485647,1.0408357218280138,49.13971174531597,,0.004018,0.004018,0.0,0.0001366666666666666,0.0,0.004018,0.004154666666666669,0.004154666666666669,0.0,1.2092258880343962,34.57202517995132,0.631380663967166,1.2092258880343962,0.0,51.14636734485647,0.0,,,,False,3.193165729766224,3.1931657297662253,-3.193165729766224,3.193165729766225,1.0,2.0,2,120,2,0,0,0,14.75078359991312,122.92319666594267,159.20069999992847,5208,332,3.193165729766225,0,0.0,0,1,4.054318363240741,6.545159971388889,0.0020579999999998932,2,0.0,0.0,14400.0,14400.0,0.0,0.9372628530555556,3.7432694122222223,7.482422824444445,120,120,0,1,1,0,0,0,0,120,120,0,0,0,120,2027,-0.00013666666666666948,0.001018557142204318,True
zuo_slow_30s_pair_2027,zuo_slow_30s,2027,rotating,fc_only,32027,120,57.53966326296354,1.0980862580566988,52.39994840186091,,0.008326725,0.008326725,0.0,0.00011484166666666669,0.0,0.008326725,0.008441566666666666,0.008441566666666666,0.0,5.290206628224341,26.059049085232736,1.308445286005973,5.290206628224341,0.0,57.53966326296354,0.0,,,,False,1.4756496429056705,1.4907557815818302,-1.4756496429056705,1.825575064232659,1.0,2.0,2,60,6,3,0,0,39.196023599477485,326.6335299956457,664.4212999381125,14056,2246,1.825575064232659,0,0.0,0,4,4.055754604907407,6.545486431388889,0.00179973500000008,2,0.25,0.25,16200.0,8100.0,8100.0,0.9392228530555555,3.7433316772222223,7.4847092844444445,60,60,120,3,2,1,0,1,2,30,60,120,60,30,0,2027,-0.00011484166666666552,0.0008558985351657144,True
zuo_slow_30s_pair_2027,zuo_slow_30s,2027,instant_health,fc_only,32027,120,57.53966326296354,1.1036956098626982,52.13363426363686,,0.004018,0.004018,0.0,0.00011076666666666667,0.0,0.004018,0.004128766666666669,0.004128766666666669,0.0,0.5354163977074724,22.924753333006716,0.631380663967166,0.5354163977074724,0.0,57.53966326296354,0.0,,,,False,1.3073690887257001,1.3073690887257001,-1.3073690887257001,1.3073690887257001,1.0,2.0,2,120,2,0,0,0,61.22862219973467,510.23851833112235,697.0899000298232,23016,3618,1.3073690887257001,0,0.0,0,1,4.054318363240741,6.545159971388889,0.0020579999999998932,2,0.0,0.0,32400.0,0.0,0.0,0.9372628530555556,3.7432694122222223,7.482422824444445,120,120,0,1,1,0,0,0,0,120,120,0,0,0,120,2027,-0.00011076666666666891,0.0008255281423280367,True
zuo_fast_30s_pair_2027,zuo_fast_30s,2027,average,fc_only,32027,120,75.12122703775793,1.4801897134917459,50.75108031966258,,0.004382695,0.004382695,0.0,0.0001366666666666666,0.0,0.004382695,0.004519361666666669,0.004519361666666669,0.0,2.7006052697320913,35.03843080432752,0.6886881232119408,2.7006052697320913,0.0,75.12122703775793,0.0,,,,False,2.4003603400626163,2.658093671350593,-2.1776126416548864,3.1931686318489056,1.0,2.0,2,120,2,6,0,0,9.070306001696736,75.58588334747279,160.2650999557227,3192,248,3.1931686318489056,0,0.0,0,4,4.054439928240741,6.5449820713888895,0.002244794999999744,2,0.0,0.0,21150.0,21150.0,0.0,0.9374407530555555,3.743456207222222,7.482422824444445,120,120,0,1,1,0,3,3,0,120,120,0,0,0,120,2027,-0.00013666666666666948,0.001018557142204318,True
zuo_fast_30s_pair_2027,zuo_fast_30s,2027,rotating,fc_only,32027,120,79.64981164641713,1.5207541486075322,52.37520589330492,,0.01047383,0.01047383,0.0,0.00013815833333333334,0.0,0.01047383,0.010611988333333332,0.010611988333333332,0.0,6.097974822216518,28.167142947321743,1.6458371676653116,6.097974822216518,0.0,79.64981164641713,0.0,,,,False,0.9606795881812715,1.167412457428612,-0.9606795881812715,1.8258208625893317,1.0,2.0,2,30,8,3,0,0,38.23468630108982,318.6223858424152,643.2072999887168,13944,1944,1.8258208625893317,0,0.0,0,4,4.056470306574075,6.54745267138889,0.002129470000000744,2,0.1806020066889632,0.1806020066889632,22800.0,13950.0,8100.0,0.9392821530555555,3.743393942222222,7.486734824444445,90,90,60,3,1,4,1,2,0,60,90,30,30,30,30,2027,-0.0001381583333333325,0.0010296743207686217,True
zuo_fast_30s_pair_2027,zuo_fast_30s,2027,instant_health,fc_only,32027,120,79.64981164641713,1.526082585382092,52.19233376316581,,0.004264095,0.004264095,0.0,0.00013596666666666665,0.0,0.004264095,0.00440006166666667,0.00440006166666667,0.0,1.581303378556218,24.957485396261326,0.670051551099819,1.581303378556218,0.0,79.64981164641713,0.0,,,,False,0.8238933298623454,0.9776760863171542,-0.8008264849444995,1.3073690887257001,1.0,2.0,2,120,2,4,0,0,37.69649920077063,314.1374933397553,612.7502999734133,14392,1972,1.3073690887257001,0,0.0,0,4,4.0544003949074074,6.545100671388889,0.002244794999999744,2,0.0,0.0,35400.0,9450.0,0.0,0.9373221530555556,3.743456207222222,7.482422824444445,120,120,0,1,1,0,1,3,0,120,120,0,0,0,120,2027,-0.00013596666666667017,0.001013340142207662,True
empirical_1s_pair_2028,empirical_1s,2028,average,fc_only,32028,120,52.21191666454098,1.0607031297974763,49.22387348334683,,0.004261129999999999,0.004261129999999999,0.0,0.0001366666666666666,0.0,0.004261129999999999,0.004397796666666669,0.004397796666666669,0.0,1.266843044004173,34.24084392257863,0.6695856367970159,1.266843044004173,0.0,52.21191666454098,0.0,,,,False,3.1015774925565807,3.1405494655808086,-3.07187779943555,3.1931686318489056,1.0,2.0,2,120,2,4,0,1,12.41893749916926,103.4911458264105,163.6557001620531,4393,298,3.1931686318489056,0,0.0,0,3,4.054399406574074,6.545041371388889,0.002182529999999794,2,0.0,0.0,14700.0,14700.0,0.0,0.9373814530555555,3.743393942222222,7.482422824444445,120,120,0,1,1,0,2,2,0,120,120,0,0,0,120,2028,-0.00013666666666666948,0.001018557142204318,True
empirical_1s_pair_2028,empirical_1s,2028,rotating,fc_only,32028,120,58.65849004863229,1.1271954510549158,52.039324674115015,,0.00845422,0.00845422,0.0,0.00011943722222222223,0.0,0.00845422,0.008573657222222222,0.008573657222222222,0.0,5.862550008732369,26.23288633201483,1.328479601026504,5.862550008732369,0.0,58.65849004863229,0.0,,,,False,1.4398283199644524,1.4632478579271697,-1.0771081617123552,1.825575064232659,1.0,2.0,2,73,6,5,0,0,28.453410899732262,237.11175749776885,645.061600022018,10296,1674,1.825575064232659,0,0.0,0,6,4.0557971032407405,6.545551661388888,0.0017374700000001297,2,0.30154405086285196,0.30154405086285196,12690.0,10380.0,9960.0,0.9392228530555555,3.743393942222222,7.484774514444444,47,73,120,3,2,1,0,2,3,30,73,120,73,30,0,2028,-0.00011943722222222154,0.0008901485541913815,True
empirical_1s_pair_2028,empirical_1s,2028,instant_health,fc_only,32028,120,58.65849004863229,1.1333262448121326,51.75781494264778,,0.00426113,0.00426113,0.0,0.0001148675,0.0,0.00426113,0.004375997500000003,0.004375997500000003,0.0,0.6657573541957453,23.254294419347467,0.669585636797016,0.6657573541957453,0.0,58.65849004863229,0.0,,,,False,1.3075546885685676,1.3330369458551652,-0.8931843489958562,1.6451790410013274,1.0,2.0,2,120,2,4,0,0,42.89778680191375,357.4815566826146,637.32730015181,16232,2584,1.6451790410013274,0,0.0,0,4,4.054399406574074,6.545041371388889,0.002182529999999794,2,0.0,0.0,30750.0,2280.0,0.0,0.9373814530555555,3.743393942222222,7.482422824444445,120,120,0,1,1,0,2,2,0,120,120,0,0,0,120,2028,-0.0001148675000000026,0.000856091067308448,True
zuo_slow_30s_pair_2028,zuo_slow_30s,2028,average,fc_only,32028,120,85.77672023460303,1.65543317754043,51.81527191695307,,0.004261129999999999,0.004261129999999999,0.0,0.00016177916666666666,0.0,0.004261129999999999,0.004422909166666669,0.004422909166666669,0.0,3.8463928134715375,39.878310073400414,0.6695856367970159,3.8463928134715375,0.0,85.77672023460303,0.0,,,,False,2.7123496939229086,3.030345072396455,-0.48081603584331667,4.017571919343723,1.0,2.0,2,120,2,4,0,0,10.664899400435388,88.8741616702949,156.31530014798045,3864,276,4.017571919343723,0,0.0,0,3,4.054399406574074,6.545041371388889,0.002182529999999794,2,0.0,0.0,24150.0,24150.0,0.0,0.9373814530555555,3.743393942222222,7.482422824444445,120,120,0,1,1,0,2,2,0,120,120,0,0,0,120,2028,-0.00016177916666666996,0.001205717017084362,True
zuo_slow_30s_pair_2028,zuo_slow_30s,2028,rotating,fc_only,32028,120,88.97336819365657,1.6723909482340797,53.201297392577864,,0.008326725,0.008326725,0.0,0.000153825,0.0,0.008326725,0.00848055,0.00848055,0.0,12.62672783654792,36.25617222452147,1.308445286005973,12.62672783654792,0.0,88.97336819365657,0.0,,,,False,1.648749168372479,1.9567192294790863,0.027917084966180283,3.3533325066773187,1.0,2.0,2,60,6,3,0,0,38.53253009892069,321.10441749100573,720.2233001589775,14056,1798,3.3533325066773187,0,0.0,0,4,4.055754604907407,6.545486431388889,0.00179973500000008,2,0.38323353293413176,0.38323353293413176,19200.0,11700.0,19200.0,0.9392228530555555,3.7433316772222223,7.4847092844444445,60,60,120,3,2,1,0,1,2,30,60,120,60,30,0,2028,-0.0001538249999999998,0.0011464357492652144,True
zuo_slow_30s_pair_2028,zuo_slow_30s,2028,instant_health,fc_only,32028,120,88.97336819365657,1.6835351364568927,52.84913053903152,,0.004201829999999999,0.004201829999999999,0.0,0.00014882916666666664,0.0,0.004201829999999999,0.004350659166666668,0.004350659166666668,0.0,3.180310652979674,33.27799671138045,0.6602673507409549,3.180310652979674,0.0,88.97336819365657,0.0,,,,False,1.6696118203762447,2.211417441064487,0.36224273165054477,4.017575414217887,1.0,2.0,2,120,2,3,0,0,45.145682499045506,376.2140208253792,640.5800001230091,17192,2260,4.017575414217887,0,0.0,0,3,4.054379639907407,6.545100671388889,0.002182529999999794,2,0.0,0.0,35400.0,14700.0,0.0,0.9373221530555556,3.743393942222222,7.482422824444445,120,120,0,1,1,0,1,2,0,120,120,0,0,0,120,2028,-0.0001488291666666688,0.001109202517146221,True
zuo_fast_30s_pair_2028,zuo_fast_30s,2028,average,fc_only,32028,120,120.40707312434961,2.262367498931502,53.22171273288575,,0.00426113,0.00426113,0.0,0.0001868916666666667,0.0,0.00426113,0.00444802166666667,0.00444802166666667,0.0,6.678931734800284,53.89231538331035,0.6695856367970159,6.678931734800284,0.0,120.40707312434961,0.0,,,,False,3.4994770057582096,3.5407891504422855,0.5180949135855135,4.017571919343723,1.0,2.0,2,120,2,4,0,0,10.71891429903917,89.32428582532643,155.5164000019431,3864,276,4.017571919343723,0,0.0,0,3,4.054399406574074,6.545041371388889,0.002182529999999794,2,0.0,0.0,33900.0,33900.0,0.0,0.9373814530555555,3.743393942222222,7.482422824444445,120,120,0,1,1,0,2,2,0,120,120,0,0,0,120,2028,-0.00018689166666666958,0.001392876891964406,True
zuo_fast_30s_pair_2028,zuo_fast_30s,2028,rotating,fc_only,32028,120,123.33733375348201,2.280740149812111,54.077766712548396,,0.010349299999999999,0.010349299999999999,0.0,0.00019814166666666668,0.0,0.010349299999999999,0.010547441666666667,0.010547441666666667,0.0,18.885008033248333,49.41578975750818,1.6262687669475835,18.885008033248333,0.0,123.33733375348201,0.0,,,,False,2.1411562158946236,2.401202402193164,1.0692744400038043,3.3528951787487955,1.0,2.0,2,30,8,1,0,0,38.22117459890433,318.50978832420276,679.0549999568611,14168,904,3.3528951787487955,0,0.0,0,4,4.056428796574075,6.54745267138889,0.0022540000000006444,2,0.31965442764578833,0.31965442764578833,25050.0,22200.0,22200.0,0.9392821530555555,3.7432694122222223,7.486734824444445,90,60,90,3,2,3,1,0,0,60,60,60,30,30,30,2028,-0.0001981416666666687,0.00147672153476781,True
zuo_fast_30s_pair_2028,zuo_fast_30s,2028,instant_health,fc_only,32028,120,123.33733375348201,2.295873379660385,53.72131357336726,,0.00420183,0.00420183,0.0,0.00019266666666666672,0.0,0.00420183,0.004394496666666669,0.004394496666666669,0.0,6.057263237176839,47.500026993738686,0.660267350740955,6.057263237176839,0.0,123.33733375348201,0.0,,,,False,2.4943040787658735,2.9323146944658465,1.5232713354520138,4.017575414217887,1.0,2.0,2,120,2,3,0,0,45.33978980057873,377.8315816714894,655.5600999854505,17192,946,4.017575414217887,0,0.0,0,3,4.054379639907407,6.545100671388889,0.002182529999999794,2,0.0,0.0,41400.0,28050.0,0.0,0.9373221530555556,3.743393942222222,7.482422824444445,120,120,0,1,1,0,1,2,0,120,120,0,0,0,120,2028,-0.0001926666666666691,0.0014359171419368202,True
empirical_1s_pair_2029,empirical_1s,2029,average,fc_only,32029,120,115.07932652592709,2.202229429602399,52.25582992354437,,0.004018,0.004018,0.0,0.0001366666666666666,1.7854308903308828e-93,0.004018,0.004154666666666669,0.004154666666666669,0.0,5.446245516464163,47.3210940975554,0.631380663967166,5.446245516464163,0.0,115.07932652592709,0.0,,,,False,2.7695918811413236,2.769591881141324,-2.7695918811413236,2.7695918811413236,1.0,2.0,2,120,2,0,0,0,14.70274019939825,122.52283499498542,175.41439994238317,5208,332,2.7695918811413236,0,0.0,0,2,4.054318363240741,6.545159971388889,0.0020579999999998932,2,0.0,0.0,32400.0,32400.0,0.0,0.9372628530555556,3.7432694122222223,7.482422824444445,120,120,0,1,1,0,0,0,0,120,120,0,0,0,120,2029,-0.00013666666666666948,0.001018557142204318,True
empirical_1s_pair_2029,empirical_1s,2029,rotating,fc_only,32029,120,120.4070731243497,2.2628546433670538,53.21025523105978,,0.006420095000000001,0.006420095000000001,0.0,0.00018917083333333336,1.4902128136387196e-54,0.006420095000000001,0.006609265833333337,0.006609265833333337,0.0,12.566317209524483,38.27626881304934,1.0088411756675666,12.566317209524483,0.0,120.4070731243497,0.0,,,,False,0.9508354682016531,1.005699644994226,-0.9508354682016531,1.5005145338783308,1.0,2.0,2,60,4,4,0,0,37.81191010097973,315.09925084149774,656.1702000908554,14056,888,1.5005145338783308,0,0.0,0,5,4.055119061574074,6.547262601388889,0.00014263000000003245,2,0.25,0.25,33900.0,16950.0,16950.0,0.9373814530555555,3.7433316772222223,7.484644054444445,120,60,60,1,2,1,2,1,1,120,60,60,0,60,60,2029,-0.00018917083333333615,0.0014098631955249473,True
empirical_1s_pair_2029,empirical_1s,2029,instant_health,fc_only,32029,120,120.4070731243497,2.2733928131047274,52.96360243169421,,0.004018,0.004018,0.0,0.00018566666666666666,1.7854308903308828e-93,0.004018,0.0042036666666666715,0.0042036666666666715,0.0,3.6335940983383024,33.436742376735,0.631380663967166,3.6335940983383024,0.0,120.4070731243497,0.0,,,,False,0.6346903760714326,0.6346903760714326,-0.6346903760714326,0.6346903760714326,1.0,2.0,2,120,2,0,0,0,60.808530000271276,506.7377500022606,662.4998999759555,23016,1392,0.6346903760714326,0,0.0,0,2,4.054318363240741,6.545159971388889,0.0020579999999998932,2,0.0,0.0,44400.0,23400.0,0.0,0.9372628530555556,3.7432694122222223,7.482422824444445,120,120,0,1,1,0,0,0,0,120,120,0,0,0,120,2029,-0.00018566666666667165,0.001383747141970257,True
zuo_slow_30s_pair_2029,zuo_slow_30s,2029,average,fc_only,32029,120,75.12122703775795,1.4801898483016902,50.75107569745124,,0.004261129999999999,0.004261129999999999,0.0,0.0001366666666666666,1.7854308903308828e-93,0.004261129999999999,0.004397796666666669,0.004397796666666669,0.0,2.7004909975251032,35.019935521701825,0.6695856367970159,2.7004909975251032,0.0,75.12122703775795,0.0,,,,False,2.400354524008419,2.658088385872799,-2.17760859735653,3.193167180794287,1.0,2.0,2,120,2,4,0,0,10.778617199510336,89.82180999591947,157.1133998222649,3864,276,3.193167180794287,0,0.0,0,4,4.054399406574074,6.545041371388889,0.002182529999999794,2,0.0,0.0,21150.0,21150.0,0.0,0.9373814530555555,3.743393942222222,7.482422824444445,120,120,0,1,1,0,2,2,0,120,120,0,0,0,120,2029,-0.00013666666666666948,0.001018557142204318,True
zuo_slow_30s_pair_2029,zuo_slow_30s,2029,rotating,fc_only,32029,120,79.64981164641713,1.5197960263059274,52.408224701058685,,0.008383060000000001,0.008383060000000001,0.0,0.00013877500000000003,1.7854308903308828e-93,0.008383060000000001,0.008521834999999998,0.008521834999999998,0.0,6.91013114916334,28.18455047152687,1.317297657759231,6.91013114916334,0.0,79.64981164641713,0.0,,,,False,0.9894232572294257,1.2119072745260715,-0.9894232572294257,1.825567396287262,1.0,2.0,2,30,6,4,0,0,38.06717459927313,317.22645499394275,643.6738001648337,13944,1944,1.825567396287262,0,0.0,0,5,4.055773383240741,6.5453619013888895,0.0017967700000001141,2,0.2608695652173913,0.2608695652173913,19200.0,13950.0,11700.0,0.9392821530555555,3.743393942222222,7.484644054444445,90,90,60,3,2,1,1,2,1,60,90,60,30,30,60,2029,-0.00013877499999999723,0.001034270249337105,True
zuo_slow_30s_pair_2029,zuo_slow_30s,2029,instant_health,fc_only,32029,120,79.64981164641713,1.5260826217934031,52.19233251789162,,0.004201829999999999,0.004201829999999999,0.0,0.00013596666666666665,1.962732337512202e-147,0.004201829999999999,0.004337796666666669,0.004337796666666669,0.0,1.5812725143572801,24.948464239815976,0.6602673507409549,1.5812725143572801,0.0,79.64981164641713,0.0,,,,False,0.8238907750780946,0.9776755184877597,-0.8008253926051445,1.3073709796475228,1.0,2.0,2,120,2,3,0,0,45.14645159966312,376.2204299971927,657.8671999741346,17192,2420,1.3073709796475228,0,0.0,0,4,4.054379639907407,6.545100671388889,0.002182529999999794,2,0.0,0.0,35400.0,9450.0,0.0,0.9373221530555556,3.743393942222222,7.482422824444445,120,120,0,1,1,0,1,2,0,120,120,0,0,0,120,2029,-0.0001359666666666693,0.001013340142207662,True
zuo_fast_30s_pair_2029,zuo_fast_30s,2029,average,fc_only,32029,120,91.1044668330256,1.7705381229981993,51.45580637300869,,0.004382695,0.004382695,0.0,0.0001366666666666666,1.7854308903308828e-93,0.004382695,0.004519361666666669,0.004519361666666669,0.0,3.7598749575051476,38.2267066755029,0.6886881232119408,3.7598749575051476,0.0,91.1044668330256,0.0,,,,False,2.2944656292648156,2.536541308991486,-2.071719702612927,3.193167180794287,1.0,2.0,2,120,2,6,0,0,8.957679600222036,74.64733000185029,170.41920009069145,3192,248,3.193167180794287,0,0.0,0,5,4.054439928240741,6.5449820713888895,0.002244794999999744,2,0.0,0.0,25650.0,25650.0,0.0,0.9374407530555555,3.743456207222222,7.482422824444445,120,120,0,1,1,0,3,3,0,120,120,0,0,0,120,2029,-0.00013666666666666948,0.001018557142204318,True
