scenario,load_source,load_seed,strategy,power_interface,health_seed,n_steps,hydrogen_g,fc_energy_kwh,hydrogen_g_per_fc_kwh,hydrogen_soc_corrected_g,sampled_damage_increment_pct,main_sampled_damage_increment_pct,recovery_sampled_damage_increment_pct,main_expected_continuous_damage_pct,main_sampled_continuous_damage_pct,main_discrete_damage_pct,expected_damage_increment_pct,main_expected_damage_increment_pct,recovery_expected_damage_increment_pct,performance_loss_sum,objective_total_sum,objective_degradation_increment_sum,main_performance_loss_sum,recovery_performance_loss_sum,main_hydrogen_g,recovery_hydrogen_g,battery_throughput_kwh,soc_final,soc_error,soc_metrics_applicable,fc_tracking_mae_kw,fc_tracking_rmse_kw,fc_tracking_bias_kw,fc_tracking_max_abs_kw,fc_tracking_within_tolerance_share,online_stack_count_mean,online_stack_count_max,online_step_range,total_switch_count,total_load_shift_count,constraint_violation_steps,safety_override_steps,planning_runtime_s,planning_runtime_mean_ms,planning_runtime_max_ms,planning_expanded_nodes,planning_feasible_candidates,max_power_balance_error_kw,clipped_points,clipped_share,soc_recovery_steps,health_changed_steps,final_damage_mean_pct,final_damage_range_pct,damage_increment_range_pct,aged_stack_index,aged_stack_current_share,main_aged_stack_current_share,stack_0_current_a_step,stack_1_current_a_step,stack_2_current_a_step,stack_0_final_damage_pct,stack_1_final_damage_pct,stack_2_final_damage_pct,stack_0_online_steps,stack_1_online_steps,stack_2_online_steps,stack_0_switch_count,stack_1_switch_count,stack_2_switch_count,stack_0_load_shift_count,stack_1_load_shift_count,stack_2_load_shift_count,stack_0_max_consecutive_online_steps,stack_1_max_consecutive_online_steps,stack_2_max_consecutive_online_steps,stack_0_max_consecutive_off_steps,stack_1_max_consecutive_off_steps,stack_2_max_consecutive_off_steps,pair_seed,gamma_residual_pct,gamma_shape_sum,sampled_continuous_near_zero
zuo_fast_30s_pair_2031,zuo_fast_30s,2031,rotating,fc_only,32031,120,114.0137772062426,2.1288256796180964,53.557122265969774,,0.010411565000000001,0.010411565000000001,0.0,0.00018383333333333332,1.81502093401165e-140,0.010411565000000001,0.010595398333333334,0.010595398333333334,0.0,12.59162362248427,41.06245878076807,1.6360529673064474,12.59162362248427,0.0,114.0137772062426,0.0,,,,False,1.4616354166916972,1.7481541749747689,0.07234764983233255,3.06796613304806,1.0,2.0,2,30,8,2,0,0,37.7281149008777,314.40095750731416,655.1457999739796,14056,1064,3.06796613304806,0,0.0,0,7,4.056449551574075,6.54745267138889,0.002191735000000694,2,0.17289719626168223,0.17289719626168223,25050.0,28050.0,11100.0,0.9392821530555555,3.7433316772222223,7.486734824444445,90,90,60,3,1,4,1,1,0,60,90,30,30,30,30,2031,-0.00018383333333333272,0.0013700835705504428,True
zuo_fast_30s_pair_2031,zuo_fast_30s,2031,instant_health,fc_only,32031,120,114.0137772062426,2.138420828585585,53.31681008815028,,0.004264095,0.004264095,0.0,0.00017980416666666668,1.81502093401165e-140,0.004264095,0.00444389916666667,0.00444389916666667,0.0,4.458255962753382,39.180011174115066,0.670051551099819,4.458255962753382,0.0,114.0137772062426,0.0,,,,False,1.6485855882519738,2.1596186928466223,0.36020211885696973,4.017575414217887,1.0,2.0,2,120,2,4,0,0,37.98203710047528,316.516975837294,713.7162999715656,14392,1092,4.017575414217887,0,0.0,0,7,4.0544003949074074,6.545100671388889,0.002244794999999744,2,0.0,0.0,41400.0,22800.0,0.0,0.9373221530555556,3.743456207222222,7.482422824444445,120,120,0,1,1,0,1,3,0,120,120,0,0,0,120,2031,-0.00017980416666667047,0.001340054766998261,True
empirical_1s_pair_2032,empirical_1s,2032,average,fc_only,32032,120,115.07932652592709,2.202229429602399,52.25582992354437,,0.004018,0.004018,0.0,0.0001366666666666666,0.0,0.004018,0.004154666666666669,0.004154666666666669,0.0,5.446245516464163,47.3210940975554,0.631380663967166,5.446245516464163,0.0,115.07932652592709,0.0,,,,False,2.7695918811413236,2.769591881141324,-2.7695918811413236,2.7695918811413236,1.0,2.0,2,120,2,0,0,0,14.371148799546063,119.75957332955052,162.1175000909716,5208,332,2.7695918811413236,0,0.0,0,1,4.054318363240741,6.545159971388889,0.0020579999999998932,2,0.0,0.0,32400.0,32400.0,0.0,0.9372628530555556,3.7432694122222223,7.482422824444445,120,120,0,1,1,0,0,0,0,120,120,0,0,0,120,2032,-0.00013666666666666948,0.001018557142204318,True
empirical_1s_pair_2032,empirical_1s,2032,rotating,fc_only,32032,120,120.4070731243497,2.2628546433670538,53.21025523105978,,0.006420095000000001,0.006420095000000001,0.0,0.00018917083333333336,0.0,0.006420095000000001,0.006609265833333337,0.006609265833333337,0.0,12.566317209524483,38.27626881304934,1.0088411756675666,12.566317209524483,0.0,120.4070731243497,0.0,,,,False,0.9508354682016531,1.005699644994226,-0.9508354682016531,1.5005145338783308,1.0,2.0,2,60,4,4,0,0,37.80500500067137,315.04170833892806,719.06300005503,14056,888,1.5005145338783308,0,0.0,0,4,4.055119061574074,6.547262601388889,0.00014263000000003245,2,0.25,0.25,33900.0,16950.0,16950.0,0.9373814530555555,3.7433316772222223,7.484644054444445,120,60,60,1,2,1,2,1,1,120,60,60,0,60,60,2032,-0.00018917083333333615,0.0014098631955249473,True
empirical_1s_pair_2032,empirical_1s,2032,instant_health,fc_only,32032,120,120.4070731243497,2.2733928131047274,52.96360243169421,,0.004018,0.004018,0.0,0.00018566666666666666,0.0,0.004018,0.0042036666666666715,0.0042036666666666715,0.0,3.6335940983383024,33.436742376735,0.631380663967166,3.6335940983383024,0.0,120.4070731243497,0.0,,,,False,0.6346903760714326,0.6346903760714326,-0.6346903760714326,0.6346903760714326,1.0,2.0,2,120,2,0,0,0,60.93558269995265,507.7965224996054,674.323300132528,23016,1392,0.6346903760714326,0,0.0,0,1,4.054318363240741,6.545159971388889,0.0020579999999998932,2,0.0,0.0,44400.0,23400.0,0.0,0.9372628530555556,3.7432694122222223,7.482422824444445,120,120,0,1,1,0,0,0,0,120,120,0,0,0,120,2032,-0.00018566666666667165,0.001383747141970257,True
zuo_slow_30s_pair_2032,zuo_slow_30s,2032,average,fc_only,32032,120,125.73481972277217,2.3774728058666623,52.88591289562109,,0.0041395649999999996,0.0041395649999999996,0.0,0.00016177916666666666,0.0,0.0041395649999999996,0.0043013441666666695,0.0043013441666666695,0.0,6.592107471030266,52.2006078320625,0.6504831503820909,6.592107471030266,0.0,125.73481972277217,0.0,,,,False,3.0815899128496156,3.1286138634139635,-1.0727979088623698,4.0175840079744916,1.0,2.0,2,120,2,2,0,0,12.497383600333706,104.14486333611421,155.9812999330461,4536,304,4.0175840079744916,0,0.0,0,2,4.0543588849074075,6.545100671388889,0.0021202649999998435,2,0.0,0.0,35400.0,35400.0,0.0,0.9373221530555556,3.7433316772222223,7.482422824444445,120,120,0,1,1,0,1,1,0,120,120,0,0,0,120,2032,-0.00016177916666666996,0.001205717017084362,True
zuo_slow_30s_pair_2032,zuo_slow_30s,2032,rotating,fc_only,32032,120,129.7306296715891,2.4164149117393436,53.68723270218878,,0.0063548649999999995,0.0063548649999999995,0.0,0.00020264583333333332,0.0,0.0063548649999999995,0.006557510833333335,0.006557510833333335,0.0,17.464633995702428,45.94358190232839,0.9985910610058994,17.464633995702428,0.0,129.7306296715891,0.0,,,,False,1.581269250654426,1.910477714355431,0.09546526731805827,3.3534690359449684,1.0,2.0,2,60,4,3,0,0,38.51408819924109,320.9507349936757,677.5826998054981,14280,742,3.3534690359449684,0,0.0,0,4,4.055097318240741,6.54719737138889,7.740000000033831e-05,2,0.30390143737166325,0.30390143737166325,33900.0,16950.0,22200.0,0.9373814530555555,3.7433316772222223,7.484578824444445,120,60,60,1,2,1,2,1,0,120,60,60,0,60,60,2032,-0.00020264583333333593,0.0015102904454605802,True
zuo_slow_30s_pair_2032,zuo_slow_30s,2032,instant_health,fc_only,32032,120,129.7306296715891,2.4308453726162518,53.36852402584686,,0.004080265,0.004080265,0.0,0.0001985291666666667,0.0,0.004080265,0.004278794166666671,0.004278794166666671,0.0,5.232594221338379,41.777941118744906,0.6411648643260299,5.232594221338379,0.0,129.7306296715891,0.0,,,,False,1.4804146577324637,2.0826368479891855,0.5283790936253148,4.017587502715557,1.0,2.0,2,120,2,1,0,0,53.30325319990516,444.19377666587627,708.8721001055092,20216,1078,4.017587502715557,0,0.0,0,2,4.054339118240741,6.545159971388889,0.0021202649999998435,2,0.0,0.0,44400.0,28650.0,0.0,0.9372628530555556,3.7433316772222223,7.482422824444445,120,120,0,1,1,0,0,1,0,120,120,0,0,0,120,2032,-0.00019852916666667116,0.0014796095169088163,True
zuo_fast_30s_pair_2032,zuo_fast_30s,2032,average,fc_only,32032,120,117.74319982513836,2.236130031427623,52.65489849441672,,0.004261129999999999,0.004261129999999999,0.0,0.00016177916666666666,0.0,0.004261129999999999,0.004422909166666669,0.004422909166666669,0.0,5.964902627686421,46.253520207878125,0.6695856367970159,5.964902627686421,0.0,117.74319982513836,0.0,,,,False,2.500562769610458,2.814277378469065,-0.26902911153086606,4.017571919343723,1.0,2.0,2,120,2,4,0,0,10.912844199920073,90.94036833266728,169.82519999146461,3864,276,4.017571919343723,0,0.0,0,3,4.054399406574074,6.545041371388889,0.002182529999999794,2,0.0,0.0,33150.0,33150.0,0.0,0.9373814530555555,3.743393942222222,7.482422824444445,120,120,0,1,1,0,2,2,0,120,120,0,0,0,120,2032,-0.00016177916666666996,0.001205717017084362,True
zuo_fast_30s_pair_2032,zuo_fast_30s,2032,rotating,fc_only,32032,120,120.40707312434964,2.257133495355693,53.34512707028662,,0.006479395000000001,0.006479395000000001,0.0,0.00018917083333333336,0.0,0.006479395000000001,0.0066685658333333325,0.0066685658333333325,0.0,14.265714221391317,41.21331586464186,1.0181594617236276,14.265714221391317,0.0,120.40707312434964,0.0,,,,False,1.315650979365774,1.7705885320794201,0.36107480631125455,3.353451571354057,1.0,2.0,2,60,4,5,0,0,37.71515600034036,314.29296666950296,719.3753002211452,13944,1112,3.353451571354057,0,0.0,0,4,4.05513882824074,6.5472033013888895,0.00010096500000011943,2,0.2831858407079646,0.2831858407079646,31650.0,16950.0,19200.0,0.9374407530555555,3.7433316772222223,7.484644054444445,120,60,60,1,2,1,3,1,1,120,60,60,0,60,60,2032,-0.00018917083333333182,0.0014098631955249473,True
zuo_fast_30s_pair_2032,zuo_fast_30s,2032,instant_health,fc_only,32032,120,120.40707312434964,2.2683836931962746,53.08055841059657,,0.004261129999999999,0.004261129999999999,0.0,0.00018627916666666668,0.0,0.004261129999999999,0.0044474091666666694,0.0044474091666666694,0.0,4.729437547396987,38.54422195452793,0.6695856367970159,4.729437547396987,0.0,120.40707312434964,0.0,,,,False,1.3332711176001146,2.0584384868709114,0.6985807415286818,4.017571919343723,1.0,2.0,2,120,2,4,0,0,44.7409707007464,372.84142250622006,702.1282999776304,16968,1280,4.017571919343723,0,0.0,0,3,4.054399406574074,6.545041371388889,0.002182529999999794,2,0.0,0.0,41400.0,26400.0,0.0,0.9373814530555555,3.743393942222222,7.482422824444445,120,120,0,1,1,0,2,2,0,120,120,0,0,0,120,2032,-0.00018627916666667018,0.0013883120169673315,True
empirical_1s_pair_2033,empirical_1s,2033,average,fc_only,32033,120,55.67495195351563,1.1252721586930086,49.476876792349934,,0.00474739,0.00474739,0.0,0.0001366666666666666,2.009868741349405e-24,0.00474739,0.004884056666666669,0.004884056666666669,0.0,1.4541386450746074,33.11506934202397,0.7459955824567157,1.4541386450746074,0.0,55.67495195351563,0.0,,,,False,2.803915714350906,2.963101650295439,-2.677693436017449,3.193174436333024,1.0,2.0,2,120,2,12,0,4,8.920231899479404,74.33526582899503,151.04270004667342,3196,248,3.193174436333024,0,0.0,0,8,4.054561493240741,6.54480417138889,0.002431589999999595,2,0.0,0.0,15675.0,15675.0,0.0,0.9376186530555555,3.743643002222222,7.482422824444445,120,120,0,1,1,0,6,6,0,120,120,0,0,0,120,2033,-0.00013666666666666948,0.001018557142204318,True
empirical_1s_pair_2033,empirical_1s,2033,rotating,fc_only,32033,120,61.446677435140074,1.1844231108624277,51.87899228882675,,0.008706245,0.008706245,0.0,0.00012156444444444447,2.009868741349405e-24,0.008706245,0.008827809444444445,0.008827809444444445,0.0,5.9098246457158,26.08921114764626,1.3680823167647633,5.9098246457158,0.0,61.446677435140074,0.0,,,,False,1.3183216180793171,1.4006965641557054,-0.9031648709348813,1.8256057364531628,1.0,2.0,2,26,6,9,0,3,17.127424199832603,142.72853499860503,630.8361000847071,6155,1040,1.8256057364531628,0,0.0,0,11,4.055881111574074,6.545622821388888,0.0017345050000001638,2,0.33410404624277457,0.33410404624277457,16440.0,6600.0,11560.0,0.9392821530555555,3.743456207222222,7.484904974444444,67,80,93,3,1,2,1,3,5,40,80,93,53,40,27,2033,-0.00012156444444444588,0.0009060024375145536,True
empirical_1s_pair_2033,empirical_1s,2033,instant_health,fc_only,32033,120,61.446677435140074,1.190463480714555,51.615760105684025,,0.0045042599999999995,0.0045042599999999995,0.0,0.00011788916666666667,2.009868741349405e-24,0.0045042599999999995,0.004622149166666668,0.004622149166666668,0.0,0.7896801878680291,23.043926841641394,0.7077906096268659,0.7896801878680291,0.0,61.446677435140074,0.0,,,,False,1.1737382739495004,1.2650582314265393,-0.7219537753710559,1.6451790410013274,1.0,2.0,2,120,2,8,0,2,28.5158058013767,237.63171501147252,625.1324999611825,10890,1760,1.6451790410013274,0,0.0,0,9,4.054480449907408,6.544922771388889,0.0023070599999996944,2,0.0,0.0,30640.0,3960.0,0.0,0.9375000530555555,3.743518472222222,7.482422824444445,120,120,0,1,1,0,4,4,0,120,120,0,0,0,120,2033,-0.00011788916666666868,0.0008786111172940142,True
zuo_slow_30s_pair_2033,zuo_slow_30s,2033,average,fc_only,32033,120,51.14636734485647,1.0408357218280138,49.13971174531597,,0.004018,0.004018,0.0,0.0001366666666666666,2.009868741349405e-24,0.004018,0.004154666666666669,0.004154666666666669,0.0,1.2092258880343962,34.57202517995132,0.631380663967166,1.2092258880343962,0.0,51.14636734485647,0.0,,,,False,3.193165729766224,3.1931657297662253,-3.193165729766224,3.193165729766225,1.0,2.0,2,120,2,0,0,0,14.556666700402275,121.30555583668561,166.5215000975877,5208,332,3.193165729766225,0,0.0,0,2,4.054318363240741,6.545159971388889,0.0020579999999998932,2,0.0,0.0,14400.0,14400.0,0.0,0.9372628530555556,3.7432694122222223,7.482422824444445,120,120,0,1,1,0,0,0,0,120,120,0,0,0,120,2033,-0.00013666666666666948,0.001018557142204318,True
zuo_slow_30s_pair_2033,zuo_slow_30s,2033,rotating,fc_only,32033,120,57.53966326296354,1.0980862580566988,52.39994840186091,,0.008326725,0.008326725,0.0,0.00011484166666666669,2.009868741349405e-24,0.008326725,0.008441566666666666,0.008441566666666666,0.0,5.290206628224341,26.059049085232736,1.308445286005973,5.290206628224341,0.0,57.53966326296354,0.0,,,,False,1.4756496429056705,1.4907557815818302,-1.4756496429056705,1.825575064232659,1.0,2.0,2,60,6,3,0,0,38.96954819839448,324.74623498662066,660.7768000103533,14056,2246,1.825575064232659,0,0.0,0,5,4.055754604907407,6.545486431388889,0.00179973500000008,2,0.25,0.25,16200.0,8100.0,8100.0,0.9392228530555555,3.7433316772222223,7.4847092844444445,60,60,120,3,2,1,0,1,2,30,60,120,60,30,0,2033,-0.00011484166666666552,0.0008558985351657144,True
zuo_slow_30s_pair_2033,zuo_slow_30s,2033,instant_health,fc_only,32033,120,57.53966326296354,1.1036956098626982,52.13363426363686,,0.004018,0.004018,0.0,0.00011076666666666667,2.009868741349405e-24,0.004018,0.004128766666666669,0.004128766666666669,0.0,0.5354163977074724,22.924753333006716,0.631380663967166,0.5354163977074724,0.0,57.53966326296354,0.0,,,,False,1.3073690887257001,1.3073690887257001,-1.3073690887257001,1.3073690887257001,1.0,2.0,2,120,2,0,0,0,60.622962600551546,505.19135500459623,629.3588001281023,23016,3618,1.3073690887257001,0,0.0,0,2,4.054318363240741,6.545159971388889,0.0020579999999998932,2,0.0,0.0,32400.0,0.0,0.0,0.9372628530555556,3.7432694122222223,7.482422824444445,120,120,0,1,1,0,0,0,0,120,120,0,0,0,120,2033,-0.00011076666666666891,0.0008255281423280367,True
zuo_fast_30s_pair_2033,zuo_fast_30s,2033,average,fc_only,32033,120,99.09608673065942,1.9118808383228558,51.83172755556706,,0.0041395649999999996,0.0041395649999999996,0.0,0.0001366666666666666,2.009868741349405e-24,0.0041395649999999996,0.004276231666666669,0.004276231666666669,0.0,4.3871299093999845,44.153335842589854,0.6504831503820909,4.3871299093999845,0.0,99.09608673065942,0.0,,,,False,2.8754902733759318,2.881333639852186,-2.8754902733759318,3.193165729766225,1.0,2.0,2,120,2,2,0,0,12.656602601520717,105.47168834600598,158.68000010959804,4536,304,3.193165729766225,0,0.0,0,3,4.0543588849074075,6.545100671388889,0.0021202649999998435,2,0.0,0.0,27900.0,27900.0,0.0,0.9373221530555556,3.7433316772222223,7.482422824444445,120,120,0,1,1,0,1,1,0,120,120,0,0,0,120,2033,-0.00013666666666666948,0.001018557142204318,True
zuo_fast_30s_pair_2033,zuo_fast_30s,2033,rotating,fc_only,32033,120,104.69022065900313,1.9704254161300274,53.13077054427046,,0.00851383,0.00851383,0.0,0.00017097083333333335,2.009868741349405e-24,0.00851383,0.008684800833333336,0.008684800833333336,0.0,11.795948690156159,36.03209959590838,1.3378465998764502,11.795948690156159,0.0,104.69022065900313,0.0,,,,False,1.1191529391607753,1.1569043125736913,-1.1191529391607753,1.500976301913596,1.0,2.0,2,90,6,3,0,0,37.894275499973446,315.78562916644535,653.1294998712838,14056,1224,1.500976301913596,0,0.0,0,5,4.055816973240741,6.54941860138889,0.0023192300000003385,2,0.2875318066157761,0.2875318066157761,30900.0,11100.0,16950.0,0.9373814530555555,3.7432694122222223,7.486800054444445,120,30,90,1,2,3,2,0,1,120,30,60,0,60,30,2033,-0.00017097083333333582,0.0012742211956118844,True
zuo_fast_30s_pair_2033,zuo_fast_30s,2033,instant_health,fc_only,32033,120,104.69022065900313,1.9809683617484553,52.84800236112846,,0.0041395649999999996,0.0041395649999999996,0.0,0.00016694166666666668,2.009868741349405e-24,0.0041395649999999996,0.004306506666666671,0.004306506666666671,0.0,2.8591772839198555,30.828242698856755,0.6504831503820909,2.8591772839198555,0.0,104.69022065900313,0.0,,,,False,0.8028645706079391,0.8540685696542256,-0.8028645706079391,1.3073690887257001,1.0,2.0,2,120,2,2,0,0,52.497664799913764,437.4805399992814,625.2045000437647,19992,1560,1.3073690887257001,0,0.0,0,3,4.0543588849074075,6.545100671388889,0.0021202649999998435,2,0.0,0.0,41400.0,17550.0,0.0,0.9373221530555556,3.7433316772222223,7.482422824444445,120,120,0,1,1,0,1,1,0,120,120,0,0,0,120,2033,-0.00016694166666667183,0.001244192392059702,True
empirical_1s_pair_2034,empirical_1s,2034,average,fc_only,32034,120,100.69441071018619,1.9462797380931018,51.73686430545854,,0.004261129999999999,0.004261129999999999,0.0,0.0001366666666666666,0.0,0.004261129999999999,0.004397796666666669,0.004397796666666669,0.0,4.3564110884189375,38.367464128583165,0.6695856367970159,4.3564110884189375,0.0,100.69441071018619,0.0,,,,False,1.9773446922569244,2.276336031438811,-1.6654979144861026,3.193165729766225,1.0,2.0,2,120,2,4,0,1,11.927206702064723,99.3933891838727,167.79590002261102,4297,294,3.193165729766225,0,0.0,0,3,4.054399406574074,6.545041371388889,0.002182529999999794,2,0.0,0.0,28350.0,28350.0,0.0,0.9373814530555555,3.743393942222222,7.482422824444445,120,120,0,1,1,0,2,2,0,120,120,0,0,0,120,2034,-0.00013666666666666948,0.001018557142204318,True
empirical_1s_pair_2034,empirical_1s,2034,rotating,fc_only,32034,120,104.21072346514512,1.977334746865405,52.70262085382684,,0.008700625,0.008700625,0.0,0.0001685354166666667,0.0,0.008700625,0.00886916041666667,0.00886916041666667,0.0,11.358336250573945,33.20077430000182,1.367199200953042,11.358336250573945,0.0,104.21072346514512,0.0,,,,False,0.7338476513170061,0.9240761617110127,-0.7338476513170061,1.5009912904813945,1.0,2.0,2,87,6,6,0,1,27.19515750091523,226.62631250762692,640.3657000046223,10049,1023,1.5009912904813945,0,0.0,0,6,4.055879238240741,6.5494245313888895,0.0023221950000000824,2,0.31901840490797545,0.31901840490797545,29550.0,10410.0,18720.0,0.9374407530555555,3.7433316772222223,7.486865284444445,120,33,87,1,2,3,3,1,2,120,33,57,0,57,33,2034,-0.00016853541666667082,0.001256070383123518,True
empirical_1s_pair_2034,empirical_1s,2034,instant_health,fc_only,32034,120,104.21072346514512,1.9874616346424738,52.434080562210035,,0.004201829999999999,0.004201829999999999,0.0,0.00016477166666666667,0.0,0.004201829999999999,0.00436660166666667,0.00436660166666667,0.0,2.774237992295987,28.370963119092526,0.6602673507409549,2.774237992295987,0.0,104.21072346514512,0.0,,,,False,0.46233460088994394,0.5726353490904063,-0.4300410180049596,1.3073690887257001,1.0,2.0,2,120,2,3,0,1,49.76931270072237,414.7442725060197,640.3276000637561,19009,1863,1.3073690887257001,0,0.0,0,3,4.054379639907407,6.545100671388889,0.002182529999999794,2,0.0,0.0,39600.0,19080.0,0.0,0.9373221530555556,3.743393942222222,7.482422824444445,120,120,0,1,1,0,1,2,0,120,120,0,0,0,120,2034,-0.00016477166666667084,0.0012280196920700676,True
zuo_slow_30s_pair_2034,zuo_slow_30s,2034,average,fc_only,32034,120,67.12960714012411,1.3388472041302832,50.139856835815394,,0.004261129999999999,0.004261129999999999,0.0,0.0001366666666666666,0.0,0.004261129999999999,0.004397796666666669,0.004397796666666669,0.0,2.0731757322844286,29.050366240251808,0.6695856367970159,2.0731757322844286,0.0,67.12960714012411,0.0,,,,False,1.8193312888115125,2.2797788043111114,-1.3738358919960527,3.1931686318489056,1.0,2.0,2,120,2,4,0,0,10.80872619827278,90.07271831893983,166.75890004262328,3864,276,3.1931686318489056,0,0.0,0,3,4.054399406574074,6.545041371388889,0.002182529999999794,2,0.0,0.0,18900.0,18900.0,0.0,0.9373814530555555,3.743393942222222,7.482422824444445,120,120,0,1,1,0,2,2,0,120,120,0,0,0,120,2034,-0.00013666666666666948,0.001018557142204318,True
zuo_slow_30s_pair_2034,zuo_slow_30s,2034,rotating,fc_only,32034,120,70.32625509917767,1.3585770020780379,51.76464417667072,,0.00851383,0.00851383,0.0,0.0001256,0.0,0.00851383,0.00863943,0.00863943,0.0,5.35363266825558,24.26262978536883,1.3378465998764502,5.35363266825558,0.0,70.32625509917767,0.0,,,,False,0.7819419535634218,0.9508071964458709,-0.7819419535634218,1.307372870641565,1.0,2.0,2,90,6,3,0,0,38.71737549896352,322.644795824696,646.7308001592755,14056,2356,1.307372870641565,0,0.0,0,4,4.055816973240741,6.54941860138889,0.0023192300000003385,2,0.20454545454545456,0.20454545454545456,23400.0,8100.0,8100.0,0.9373814530555555,3.7432694122222223,7.486800054444445,120,30,90,1,2,3,2,0,1,120,30,60,0,60,30,2034,-0.00012560000000000002,0.0009360788565428955,True
zuo_slow_30s_pair_2034,zuo_slow_30s,2034,instant_health,fc_only,32034,120,70.32625509917767,1.363621143881985,51.57316268870064,,0.004142529999999999,0.004142529999999999,0.0,0.00012371666666666665,0.0,0.004142529999999999,0.004266246666666669,0.004266246666666669,0.0,1.0779450308533027,21.673298123798883,0.6509490646848939,1.0779450308533027,0.0,70.32625509917767,0.0,,,,False,0.676751389280696,0.9250249325000173,-0.6306176994450041,1.3073690887257001,1.0,2.0,2,120,2,2,0,0,45.555456100264564,379.628800835538,633.2317001651973,17416,2860,1.3073690887257001,0,0.0,0,3,4.054359873240741,6.545159971388889,0.002182529999999794,2,0.0,0.0,32400.0,7200.0,0.0,0.9372628530555556,3.743393942222222,7.482422824444445,120,120,0,1,1,0,0,2,0,120,120,0,0,0,120,2034,-0.00012371666666667006,0.0009220426422661774,True
zuo_fast_30s_pair_2034,zuo_fast_30s,2034,average,fc_only,32034,120,93.76834013223686,1.7967757601858656,52.18700196764514,,0.004382695,0.004382695,0.0,0.00016177916666666663,0.0,0.004382695,0.004544474166666669,0.004544474166666669,0.0,4.473760231456021,45.8672449245137,0.6886881232119408,4.473760231456021,0.0,93.76834013223686,0.0,,,,False,3.293376546654799,3.3243120447311996,-1.2845905869829386,4.017571919343723,1.0,2.0,2,120,2,6,0,0,8.818214997882023,73.4851249823502,149.94380017742515,3192,248,4.017571919343723,0,0.0,0,4,4.054439928240741,6.5449820713888895,0.002244794999999744,2,0.0,0.0,26400.0,26400.0,0.0,0.9374407530555555,3.743456207222222,7.482422824444445,120,120,0,1,1,0,3,3,0,120,120,0,0,0,120,2034,-0.0001617791666666691,0.0012057170170843617,True
zuo_fast_30s_pair_2034,zuo_fast_30s,2034,rotating,fc_only,32034,120,98.29692474089606,1.8364018552662082,53.526914307460636,,0.010414529999999998,0.010414529999999998,0.0,0.00016563333333333337,0.0,0.010414529999999998,0.010580163333333333,0.010580163333333333,0.0,11.816675325209804,38.43548853204522,1.6365188816092506,11.816675325209804,0.0,98.29692474089606,0.0,,,,False,1.6297908010966893,1.8391960358793542,-0.09580773457265934,3.06796613304806,1.0,2.0,2,30,8,2,0,0,37.77244240161963,314.77035334683023,634.6901000943035,14056,1400,3.06796613304806,0,0.0,0,4,4.056450539907408,6.54751790138889,0.0023192300000003385,2,0.2005420054200542,0.2005420054200542,22050.0,22200.0,11100.0,0.9392821530555555,3.7432694122222223,7.486800054444445,90,60,90,3,2,3,1,0,1,60,60,60,30,30,30,2034,-0.000165633333333335,0.0012344415706373804,True
zuo_fast_30s_pair_2034,zuo_fast_30s,2034,instant_health,fc_only,32034,120,98.29692474089606,1.8459965885598695,53.24870335626196,,0.004323395,0.004323395,0.0,0.00016107916666666667,0.0,0.004323395,0.00448447416666667,0.00448447416666667,0.0,3.6836600131159463,36.56296784285698,0.67936983715588,3.6836600131159463,0.0,98.29692474089606,0.0,,,,False,1.8167534428717929,2.2339533054365117,0.19203426423715086,4.017575414217887,1.0,2.0,2,120,2,5,0,0,36.70489139831625,305.8740949859687,602.4949001148343,14168,1414,4.017575414217887,0,0.0,0,4,4.0544201615740745,6.545041371388889,0.002244794999999744,2,0.0,0.0,38400.0,16950.0,0.0,0.9373814530555555,3.743456207222222,7.482422824444445,120,120,0,1,1,0,2,3,0,120,120,0,0,0,120,2034,-0.00016107916666666978,0.0012005000170877058,True
empirical_1s_pair_2035,empirical_1s,2035,average,fc_only,32035,120,53.011078654304356,1.0756036712641597,49.28495510990614,,0.00426113,0.00426113,0.0,0.0001366666666666666,2.661535055789596e-83,0.00426113,0.00439779666666667,0.00439779666666667,0.0,1.3100682107933705,33.96279679803609,0.6695856367970159,1.3100682107933705,0.0,53.011078654304356,0.0,,,,False,3.0328867499617496,3.1005017983892995,-2.980912286999946,3.1931686318489056,1.0,2.0,2,120,2,4,0,1,11.783366199349985,98.19471832791655,161.12409997731447,4249,292,3.1931686318489056,0,0.0,0,5,4.054399406574074,6.545041371388889,0.002182529999999794,2,0.0,0.0,14925.0,14925.0,0.0,0.9373814530555555,3.743393942222222,7.482422824444445,120,120,0,1,1,0,2,2,0,120,120,0,0,0,120,2035,-0.00013666666666666948,0.001018557142204318,True
