matrix,decision_interval_s,event_rate_per_hour,stationary_state_0,stationary_state_1,stationary_state_2,stationary_state_3,self_transition_state_0,self_transition_state_1,self_transition_state_2,self_transition_state_3
empirical_1s,1,33.438202247179035,0.39985018726574206,0.05506117353306157,0.4119850187266796,0.13310362047451665,0.9892344198826027,0.9174678033738436,0.9991757575757576,0.9992496435807008
empirical_5s,5,12.411932244041175,0.39979013641132854,0.054914305701293305,0.41213211412581896,0.13316344376155925,0.982127234095738,0.8516833484986351,0.9962415130940834,0.9969981238273922
empirical_10s,10,7.489497899579827,0.3998799759951901,0.054810962192437584,0.41198239647929613,0.13332666533307622,0.9809904952476238,0.8284671532846716,0.9927166788055352,0.9939984996249064
empirical_30s,30,4.618159951894167,0.3989777510523157,0.054720384846662536,0.4125075165363814,0.1337943475646403,0.9675960813865864,0.7142857142857143,0.9817784256559768,0.9820224719101124
empirical_60s,60,3.800833757375961,0.3840167004320478,0.055556433490624044,0.4238730210904586,0.1365538449868697,0.9480916030534352,0.574468085106383,0.9650145772594751,0.9638009049773756
zuo_fast_30s,30,108.0,0.22,0.28000000000000014,0.27999999999999997,0.21999999999999995,0.1,0.1,0.1,0.1
zuo_slow_30s,30,26.571428571428555,0.142857142857143,0.28571428571428575,0.4285714285714287,0.14285714285714254,0.7,0.8,0.85,0.6
