load_source,load_seed,strategy,terminal_cv_assumption,gamma_scale_pct,cycle_repeats,actual_exposure_hours,continuous_mean_pct,discrete_damage_pct,discrete_fraction,total_mean_pct,total_std_pct,total_p05_pct,total_p50_pct,total_p95_pct
empirical_1s,2035,average,0.05,0.033544182501852184,30000,1000.0,4.099999999998,127.8339,0.9689238323130138,131.93259481782712,0.3714055478142797,131.3433633872802,131.91939434565379,132.56134089899874
empirical_1s,2035,rotating,0.05,0.033544182501852184,30000,1000.0,3.594174999999,253.62659999999698,0.9860268868251445,257.2195552582699,0.34774303900254716,256.66915798167906,257.20648302548324,257.8093670850923
empirical_1s,2035,instant_health,0.05,0.033544182501852184,30000,1000.0,3.4654499999999997,127.8339,0.9736064953863062,131.29815295001742,0.34145959711401724,130.75806872868895,131.2851148026533,131.87762504771294
zuo_slow_30s,2026,average,0.05,0.033544182501852184,30000,1000.0,4.099999999998,120.53999999999999,0.9671052631579102,124.64559947731043,0.37241194651468384,124.05183729089777,124.63139815950674,125.2724885311548
zuo_slow_30s,2026,rotating,0.05,0.033544182501852184,30000,1000.0,3.445249999998,249.80175,0.9863956927426661,253.252137263812,0.3414369530610291,252.70951255992594,253.23818405475714,253.82830395217914
zuo_slow_30s,2026,instant_health,0.05,0.033544182501852184,30000,1000.0,3.322999999998,120.53999999999999,0.9731719722596897,123.86804622074217,0.33533608493003664,123.33549472430198,123.85414191117233,124.43422136803365
zuo_slow_30s,2027,average,0.05,0.033544182501852184,30000,1000.0,4.099999999998,120.53999999999999,0.9671052631579102,124.641344181665,0.3666695230023716,124.05801608305778,124.63084950179041,125.26373576167394
zuo_slow_30s,2027,rotating,0.05,0.033544182501852184,30000,1000.0,3.445249999998,249.80175,0.9863956927426661,253.24821065946202,0.3361251362582215,252.71512087765925,253.23768124575264,253.82021448082867
zuo_slow_30s,2027,instant_health,0.05,0.033544182501852184,30000,1000.0,3.322999999998,120.53999999999999,0.9731719722596897,123.8641843599332,0.3301090376645437,123.34099068722765,123.85364813430456,124.42626253961615
zuo_slow_30s,2028,average,0.05,0.033544182501852184,30000,1000.0,4.8533749999980005,127.83389999999702,0.9634224532834954,132.68675867022867,0.4040370917141244,132.03687192041696,132.67802912672232,133.3632462346572
zuo_slow_30s,2028,rotating,0.05,0.033544182501852184,30000,1000.0,4.614750000000001,249.80175,0.9818614358738526,254.41599752844982,0.3939741303956188,253.78280509257243,254.40720617293084,255.07607780213434
zuo_slow_30s,2028,instant_health,0.05,0.033544182501852184,30000,1000.0,4.464874999998,126.054899999997,0.9657915821568175,130.51928141566535,0.3875203048573044,129.89679615529906,130.51045042607626,131.16883856299953
zuo_slow_30s,2029,average,0.05,0.033544182501852184,30000,1000.0,4.099999999998,127.83389999999702,0.9689238323130132,131.9341940796776,0.3718416963100941,131.3378691958229,131.920657875068,132.56315634907924
zuo_slow_30s,2029,rotating,0.05,0.033544182501852184,30000,1000.0,4.16325,251.49179999999998,0.9837153617736086,255.65534586910405,0.3746992439318322,255.05427911130252,255.64179186287885,256.2890036997714
zuo_slow_30s,2029,instant_health,0.05,0.033544182501852184,30000,1000.0,4.078999999998,126.054899999997,0.9686553619003337,130.13419348248996,0.3708880777068771,129.539451068127,130.12066321916075,130.76158873646185
zuo_slow_30s,2030,average,0.05,0.033544182501852184,30000,1000.0,4.099999999998,124.186949999997,0.9680403969382845,128.290771093281,0.3715372448761353,127.69795862062854,128.28081434046305,128.92426548809502
zuo_slow_30s,2030,rotating,0.05,0.033544182501852184,30000,1000.0,5.129124999998999,255.4149,0.9803137876602657,260.548296583509,0.4155235620015816,259.8828748205366,260.5384869985719,261.2546332001794
zuo_slow_30s,2030,instant_health,0.05,0.033544182501852184,30000,1000.0,5.008249999998,124.186949999997,0.961235014923169,129.1994211784102,0.41060167185051455,128.54212347364188,129.1895951146975,129.8976077187609
zuo_slow_30s,2031,average,0.05,0.033544182501852184,30000,1000.0,4.099999999998,124.186949999997,0.9680403969382845,128.29047138363708,0.3703849791119506,127.70774069082839,128.27768937962034,128.92279265713674
zuo_slow_30s,2031,rotating,0.05,0.033544182501852184,30000,1000.0,4.589749999997999,247.84485,0.981818062975527,252.43832876325854,0.391863486467403,251.8206699333914,252.42545029378687,253.10627044467532
zuo_slow_30s,2031,instant_health,0.05,0.033544182501852184,30000,1000.0,4.446499999998,124.186949999997,0.9654327859511023,128.63711930297313,0.3857049923213063,128.0294750016864,128.62426848351578,129.29484798666184
zuo_slow_30s,2032,average,0.05,0.033544182501852184,30000,1000.0,4.8533749999980005,124.186949999997,0.9623886951617784,129.0364797206126,0.39988422353749065,128.39010288928873,129.0256102295338,129.7180404380554
zuo_slow_30s,2032,rotating,0.05,0.033544182501852184,30000,1000.0,6.0793749999990006,190.645949999997,0.9690971408993777,196.72104322968826,0.4475683674577671,195.99512891547627,196.71018639916014,197.48172095168965
