fleet_progress_budget,policy,health_weight,episodes,blocks,tracking_mae_kw,gross_electrical_efficiency_pct,useful_electrical_efficiency_pct,final_max_health_progress,final_health_range,health_weighted_loading,switch_count,total_progress_increment
0.01,frozen_health,0.0,174,29,1.070741195975663,59.15521657382199,58.06574830317046,0.423331335245725,0.11999598569361385,0.36273988013261876,2.2758620689655173,0.009999999999999997
0.01,health_reserve_0.20,0.2,174,29,1.064971083023764,59.18167157399578,58.08129739241122,0.4201834846997357,0.11503462166392292,0.3330786656889076,2.2758620689655173,0.009999999999999998
0.03,frozen_health,0.0,174,29,1.0703658988016314,59.14932535920851,58.06334887854851,0.42999393368261113,0.11998784275583566,0.3682677150527481,2.2758620689655173,0.03
0.03,health_reserve_0.10,0.1,174,29,1.051647446064994,59.14966282183894,58.07718955699091,0.43380686709063615,0.11883860779362802,0.36609770070745146,2.2758620689655173,0.029999999999999992
0.03,health_reserve_0.20,0.2,174,29,1.0644538675293223,59.17617278908172,58.07920152972912,0.42057297019121564,0.10514878861795239,0.33860360138027096,2.2758620689655173,0.03
0.03,health_reserve_0.40,0.4,174,29,1.0696231858122176,59.18480508878147,58.079057908932796,0.42,0.10219657996233945,0.3326907660531511,2.2758620689655173,0.03
0.03,performance_adaptive,0.0,174,29,1.043371402054109,59.139130321012466,58.078629332843846,0.4327904042762066,0.1272605001065244,0.3827026445651085,2.5517241379310347,0.03
0.06,frozen_health,0.0,174,29,1.0697175954825042,59.14048927835681,58.05985932643334,0.4399876063943584,0.11997528648626751,0.3765584954024182,2.2758620689655173,0.060000000000000005
0.06,health_reserve_0.20,0.2,174,29,1.0638339992111434,59.16805509804881,58.076017394755716,0.4211458797080299,0.09029715719238486,0.34675083898777104,2.2758620689655173,0.059999999999999984
