block_id,policy,fleet_progress_budget,step,elapsed_s,timestamp,vehicle_target_power_kw,mapped_demand_kw,actual_total_power_kw,tracking_error_kw,stack_1_current_a,stack_1_power_kw,stack_1_h_before,stack_1_h_increment,stack_1_h_after,stack_2_current_a,stack_2_power_kw,stack_2_h_before,stack_2_h_increment,stack_2_h_after,stack_3_current_a,stack_3_power_kw,stack_3_h_before,stack_3_h_increment,stack_3_h_after
external_2026-04_s3,frozen_health,0.03,48,480,2026-04-11 07:49:02,20.0,34.98042275023542,35.92938038285741,0.9489576326219904,0.0,0.0,0.3,0.0,0.3,120.0,15.573197784566474,0.3608373243412321,4.9254441562047e-05,0.3608865787827942,160.0,20.356182598290935,0.42109449384058595,6.438192207431662e-05,0.42115887576266026
external_2026-04_s3,frozen_health,0.03,49,490,2026-04-11 07:49:12,20.0,34.98042275023542,35.9293570767859,0.9489343265504786,0.0,0.0,0.3,0.0,0.3,120.0,15.57319023746418,0.3608865787827942,4.925444964185416e-05,0.36093583323243605,160.0,20.35616683932172,0.42115887576266026,6.438191399450946e-05,0.42122325767665475
external_2026-04_s3,frozen_health,0.03,50,500,2026-04-11 07:49:22,20.0,34.98042275023542,35.92933397263244,0.9489112223970224,0.0,0.0,0.3,0.0,0.3,120.0,15.573182892277957,0.36093583323243605,4.925445808348324e-05,0.3609850876905195,160.0,20.356151080354483,0.42122325767665475,6.438190555288037e-05,0.4212876395822076
external_2026-04_s3,frozen_health,0.03,51,510,2026-04-11 07:49:32,20.0,34.98042275023542,35.92931094410725,0.9488881938718308,0.0,0.0,0.3,0.0,0.3,120.0,15.573175622717942,0.3609850876905195,4.9254466660635305e-05,0.36103434215718017,160.0,20.35613532138931,0.4212876395822076,6.438189697572832e-05,0.4213520214791833
external_2026-04_s3,frozen_health,0.03,52,520,2026-04-11 07:49:42,20.0,34.98042275023542,35.92928791558232,0.948865165346902,0.0,0.0,0.3,0.0,0.3,120.0,15.573168353156083,0.36103434215718017,4.9254475237792166e-05,0.36108359663241796,160.0,20.35611956242624,0.4213520214791833,6.438188839857146e-05,0.4214164033675819
external_2026-04_s3,frozen_health,0.03,53,530,2026-04-11 07:49:52,20.0,34.98042275023542,35.929264887057975,0.9488421368225559,0.0,0.0,0.3,0.0,0.3,120.0,15.573161083592707,0.36108359663241796,4.925448381495443e-05,0.3611328511162329,160.0,20.356103803465267,0.4214164033675819,6.43818798214092e-05,0.4214807852474033
external_2026-04_s3,frozen_health,0.03,54,540,2026-04-11 07:50:02,20.0,34.98042275023542,35.929241858533906,0.9488191082984869,0.0,0.0,0.3,0.0,0.3,120.0,15.573153814027512,0.3611328511162329,4.925449239212155e-05,0.361182105608625,160.0,20.356088044506393,0.4214807852474033,6.438187124424207e-05,0.42154516711864753
external_2026-04_s3,frozen_health,0.03,55,550,2026-04-11 07:50:12,20.0,34.98042275023542,35.9292188300104,0.9487960797749793,0.0,0.0,0.3,0.0,0.3,120.0,15.573146544460776,0.361182105608625,4.925450096929403e-05,0.36123136010959433,160.0,20.35607228554962,0.42154516711864753,6.43818626670696e-05,0.4216095489813146
external_2026-04_s3,frozen_health,0.03,56,560,2026-04-11 07:50:22,22.0,38.47846502525896,40.00583979736704,1.5273747721080753,0.0,0.0,0.3,0.0,0.3,120.0,15.573139274892245,0.36123136010959433,4.865895627292013e-05,0.36128001906586726,195.0,24.432700522474793,0.4216095489813146,7.634104372707988e-05,0.42168589002504164
external_2026-04_s3,frozen_health,0.03,57,570,2026-04-11 07:50:32,22.0,38.47846502525896,40.005804860057495,1.527339834798532,0.0,0.0,0.3,0.0,0.3,120.0,15.57313209322103,0.36128001906586726,4.865897632761265e-05,0.3613286780421949,195.0,24.432672766836465,0.42168589002504164,7.634102367238735e-05,0.421762231048714
external_2026-04_s3,frozen_health,0.03,58,580,2026-04-11 07:50:42,22.0,38.47846502525896,40.005769922751796,1.527304897492833,0.0,0.0,0.3,0.0,0.3,120.0,15.573124911546373,0.3613286780421949,4.8658996382324765e-05,0.3613773370385772,195.0,24.432645011205427,0.421762231048714,7.634100361767524e-05,0.4218385720523317
external_2026-04_s3,frozen_health,0.03,59,590,2026-04-11 07:50:52,22.0,38.47846502525896,40.005734985450104,1.5272699601911413,0.0,0.0,0.3,0.0,0.3,120.0,15.57311772986842,0.3613773370385772,4.865901643705674e-05,0.3614259960550143,195.0,24.432617255581683,0.4218385720523317,7.634098356294327e-05,0.4219149130358947
external_2026-04_s3,frozen_health,0.03,60,600,2026-04-11 07:51:02,22.0,38.47846502525896,40.00570004815229,1.5272350228933291,0.0,0.0,0.3,0.0,0.3,120.0,15.57311054818707,0.3614259960550143,4.865903649180841e-05,0.3614746550915061,195.0,24.432589499965225,0.4219149130358947,7.634096350819161e-05,0.42199125399940285
external_2026-04_s3,frozen_health,0.03,61,610,2026-04-11 07:51:12,22.0,38.47846502525896,40.005665110858445,1.5272000855994818,0.0,0.0,0.3,0.0,0.3,120.0,15.573103366502378,0.3614746550915061,4.865905654657984e-05,0.3615233141480527,195.0,24.432561744356065,0.42199125399940285,7.634094345342016e-05,0.4220675949428563
external_2026-04_s3,frozen_health,0.03,62,620,2026-04-11 07:51:22,22.0,38.47846502525896,40.00563017356853,1.5271651483095638,0.0,0.0,0.3,0.0,0.3,120.0,15.573096184814334,0.3615233141480527,4.865907660137104e-05,0.3615719732246541,195.0,24.43253398875419,0.4220675949428563,7.634092339862895e-05,0.4221439358662549
external_2026-04_s3,frozen_health,0.03,63,630,2026-04-11 07:51:32,22.0,38.47846502525896,40.00559523628252,1.5271302110235538,0.0,0.0,0.3,0.0,0.3,120.0,15.573089003122904,0.3615719732246541,4.865909665618195e-05,0.3616206323213103,195.0,24.43250623315961,0.4221439358662549,7.634090334381806e-05,0.4222202767695987
external_2026-04_s3,frozen_health,0.03,64,640,2026-04-11 07:51:42,22.0,38.47846502525896,40.005560299000486,1.5270952737415229,0.0,0.0,0.3,0.0,0.3,120.0,15.573081821428167,0.3616206323213103,4.8659116711012704e-05,0.36166929143802135,195.0,24.43247847757232,0.4222202767695987,7.634088328898731e-05,0.42229661765288773
external_2026-04_s3,frozen_health,0.03,65,650,2026-04-11 07:51:52,22.0,38.47846502525896,40.005525361722334,1.5270603364633715,0.0,0.0,0.3,0.0,0.3,120.0,15.573074639730002,0.36166929143802135,4.865913676586306e-05,0.36171795057478723,195.0,24.43245072199233,0.42229661765288773,7.634086323413693e-05,0.4223729585161219
external_2026-04_s3,frozen_health,0.03,66,660,2026-04-11 07:52:02,40.0,69.96084550047084,67.59364997120569,-2.367195529265146,0.0,0.0,0.3,0.0,0.3,195.0,24.456632040585124,0.36171795057478723,8.22314739052728e-05,0.3618001820486925,370.0,43.137017930620566,0.4223729585161219,0.0001450412533674544,0.42251799976948934
external_2026-04_s3,frozen_health,0.03,67,670,2026-04-11 07:52:12,40.0,69.96084550047084,67.59342889648134,-2.367416603989497,0.0,0.0,0.3,0.0,0.3,195.0,24.456600819486685,0.3618001820486925,8.223163787973627e-05,0.36188241368657226,370.0,43.136828076994654,0.42251799976948934,0.00014504108939299097,0.42266304085888234
