block_id,policy,fleet_progress_budget,step,elapsed_s,timestamp,vehicle_target_power_kw,mapped_demand_kw,actual_total_power_kw,tracking_error_kw,stack_1_current_a,stack_1_power_kw,stack_1_h_before,stack_1_h_increment,stack_1_h_after,stack_2_current_a,stack_2_power_kw,stack_2_h_before,stack_2_h_increment,stack_2_h_after,stack_3_current_a,stack_3_power_kw,stack_3_h_before,stack_3_h_increment,stack_3_h_after
external_2026-04_s3,frozen_health,0.03,68,680,2026-04-11 07:52:22,40.0,69.96084550047084,67.59320782190713,-2.3676376785637103,0.0,0.0,0.3,0.0,0.3,195.0,24.456569598323746,0.36188241368657226,8.223180185487279e-05,0.3619646454884271,370.0,43.136638223583375,0.42266304085888234,0.00014504092541785441,0.4228080817843002
external_2026-04_s3,frozen_health,0.03,69,690,2026-04-11 07:52:32,40.0,69.96084550047084,67.59298674748352,-2.367858752987317,0.0,0.0,0.3,0.0,0.3,195.0,24.456538377096788,0.3619646454884271,8.223196583068348e-05,0.3620468774542578,370.0,43.13644837038673,0.4228080817843002,0.00014504076144204376,0.42295312254574224
external_2026-04_s3,frozen_health,0.03,70,700,2026-04-11 07:52:42,40.0,69.96084550047084,67.59276567321054,-2.3680798272603027,0.0,0.0,0.3,0.0,0.3,195.0,24.45650715580581,0.3620468774542578,8.223212980716826e-05,0.36212910958406497,370.0,43.13625851740473,0.42295312254574224,0.000145040597465559,0.4230981631432078
external_2026-04_s3,frozen_health,0.03,71,710,2026-04-11 07:52:52,40.0,69.96084550047084,67.59254459908819,-2.3683009013826535,0.0,0.0,0.3,0.0,0.3,195.0,24.456475934450815,0.36212910958406497,8.223229378432718e-05,0.3622113418778493,370.0,43.13606866463737,0.4230981631432078,0.00014504043348840005,0.4232432035766962
external_2026-04_s3,frozen_health,0.03,72,720,2026-04-11 07:53:02,40.0,69.96084550047084,67.59232352511643,-2.368521975354412,0.0,0.0,0.3,0.0,0.3,195.0,24.4564447130318,0.3622113418778493,8.223245776216027e-05,0.3622935743356115,370.0,43.135878812084634,0.4232432035766962,0.000145040269510567,0.42338824384620677
external_2026-04_s3,frozen_health,0.03,73,730,2026-04-11 07:53:12,40.0,69.96084550047084,67.59210245129515,-2.3687430491756913,0.0,0.0,0.3,0.0,0.3,195.0,24.456413491548588,0.3622935743356115,8.223262174066707e-05,0.36237580695735216,370.0,43.13568895974656,0.42338824384620677,0.00014504010553206018,0.42353328395173884
external_2026-04_s3,frozen_health,0.03,74,740,2026-04-11 07:53:22,40.0,69.96084550047084,67.59188104344688,-2.3689644570239636,0.0,0.0,0.3,0.0,0.3,195.0,24.456381935823764,0.36237580695735216,8.223278500276342e-05,0.3624580397423549,370.0,43.13549910762312,0.42353328395173884,0.00014503994226996384,0.4236783238940088
external_2026-04_s3,frozen_health,0.03,75,750,2026-04-11 07:53:32,40.0,69.96084550047084,67.5916594471468,-2.369186053324043,0.0,0.0,0.3,0.0,0.3,195.0,24.456350191433412,0.3624580397423549,8.22329478608264e-05,0.3625402726902157,370.0,43.13530925571338,0.4236783238940088,0.00014503977941190084,0.42382336367342066
external_2026-04_s3,frozen_health,0.03,76,760,2026-04-11 07:53:42,40.0,69.96084550047084,67.59143778418556,-2.3694077162852807,0.0,0.0,0.3,0.0,0.3,195.0,24.456318380168725,0.3625402726902157,8.223311057619704e-05,0.3626225058007919,370.0,43.13511940401683,0.42382336367342066,0.00014503961669653018,0.4239684032901172
external_2026-04_s3,frozen_health,0.03,77,770,2026-04-11 07:53:52,40.0,69.96084550047084,67.59121612137066,-2.369629379100175,0.0,0.0,0.3,0.0,0.3,195.0,24.456286568837417,0.3626225058007919,8.223327329223285e-05,0.3627047390740841,370.0,43.13492955253325,0.4239684032901172,0.0001450394539804944,0.4241134427440977
external_2026-04_s3,frozen_health,0.03,78,780,2026-04-11 07:54:02,40.0,69.96084550047084,67.59099445870216,-2.3698510417686833,0.0,0.0,0.3,0.0,0.3,195.0,24.45625475743949,0.3627047390740841,8.22334360089338e-05,0.36278697251009306,370.0,43.13473970126267,0.4241134427440977,0.00014503929126379346,0.4242584820353615
external_2026-04_s3,frozen_health,0.03,79,790,2026-04-11 07:54:12,40.0,69.96084550047084,67.59077279617925,-2.3700727042915872,0.0,0.0,0.3,0.0,0.3,195.0,24.456222945974186,0.36278697251009306,8.223359872629833e-05,0.36286920610881934,370.0,43.13454985020507,0.4242584820353615,0.00014503912854642895,0.4244035211639079
external_2026-04_s3,frozen_health,0.03,80,800,2026-04-11 07:54:22,40.0,69.96084550047084,67.59055113380245,-2.3702943666683893,0.0,0.0,0.3,0.0,0.3,195.0,24.456191134441983,0.36286920610881934,8.223376144432739e-05,0.3629514398702637,370.0,43.13435999936047,0.4244035211639079,0.00014503896582839987,0.4245485601297363
external_2026-04_s3,frozen_health,0.03,81,810,2026-04-11 07:54:32,40.0,69.96084550047084,67.590329471572,-2.370516028898834,0.0,0.0,0.3,0.0,0.3,195.0,24.456159322843156,0.3629514398702637,8.223392416302163e-05,0.3630336737944267,370.0,43.134170148728856,0.4245485601297363,0.00014503880310970564,0.42469359893284603
external_2026-04_s3,frozen_health,0.03,82,820,2026-04-11 07:54:42,40.0,69.96084550047084,67.59010780948795,-2.3707376909828923,0.0,0.0,0.3,0.0,0.3,195.0,24.4561275111777,0.3630336737944267,8.223408688238102e-05,0.3631159078813091,370.0,43.13398029831024,0.42469359893284603,0.00014503864039034622,0.42483863757323637
external_2026-04_s3,frozen_health,0.03,83,830,2026-04-11 07:54:52,40.0,69.96084550047084,67.58988567388016,-2.3709598265906777,0.0,0.0,0.3,0.0,0.3,195.0,24.45609569944562,0.3631159078813091,8.223425017870341e-05,0.3631981421314878,370.0,43.13378997443454,0.42483863757323637,0.00014503847709402385,0.4249836760503304
external_2026-04_s3,frozen_health,0.03,84,840,2026-04-11 07:55:02,40.0,69.96084550047084,67.58966269411192,-2.3711828063589167,0.0,0.0,0.3,0.0,0.3,195.0,24.456063887646575,0.3631981421314878,8.22344145029399e-05,0.36328037654599077,370.0,43.13359880646534,0.4249836760503304,0.00014503831276978734,0.4251287143631002
external_2026-04_s3,frozen_health,0.03,85,850,2026-04-11 07:55:12,40.0,69.96084550047084,67.58943971449112,-2.371405785979718,0.0,0.0,0.3,0.0,0.3,195.0,24.456032075779383,0.36328037654599077,8.223457882785209e-05,0.3633626111248186,370.0,43.13340763871174,0.4251287143631002,0.00014503814844487516,0.42527375251154503
external_2026-04_s3,frozen_health,0.03,86,860,2026-04-11 07:55:22,40.0,69.96084550047084,67.58921673501872,-2.3716287654521153,0.0,0.0,0.3,0.0,0.3,195.0,24.45600026384494,0.3633626111248186,8.223474315344182e-05,0.36344484586797204,370.0,43.13321647117378,0.42527375251154503,0.0001450379841192854,0.42541879049566433
external_2026-04_s3,frozen_health,0.03,87,870,2026-04-11 07:55:32,40.0,69.96084550047084,67.58899363971612,-2.3718518607547168,0.0,0.0,0.3,0.0,0.3,195.0,24.45596833586467,0.36344484586797204,8.223490723083311e-05,0.3635270807752029,370.0,43.133025303851454,0.42541879049566433,0.00014503782004189416,0.4255638283157062
external_2026-04_s3,frozen_health,0.03,88,880,2026-04-11 07:55:42,40.0,69.96084550047084,67.58877021182437,-2.372075288646471,0.0,0.0,0.3,0.0,0.3,195.0,24.455936075079972,0.3635270807752029,8.223507059488596e-05,0.3636093158457978,370.0,43.13283413674439,0.4255638283157062,0.00014503765667784127,0.42570886597238405
external_2026-04_s3,frozen_health,0.03,89,890,2026-04-11 07:55:52,40.0,69.96084550047084,67.58854630333953,-2.372299197131312,0.0,0.0,0.3,0.0,0.3,195.0,24.455903333487793,0.3636093158457978,8.223523292799871e-05,0.3636915510787258,370.0,43.13264296985174,0.42570886597238405,0.00014503749434472855,0.4258539034667288
external_2026-04_s3,frozen_health,0.03,90,900,2026-04-11 07:56:02,40.0,69.96084550047084,67.5883223949938,-2.3725231054770433,0.0,0.0,0.3,0.0,0.3,195.0,24.455870591821792,0.3636915510787258,8.223539526176954e-05,0.36377378647398756,370.0,43.132451803172,0.4258539034667288,0.0001450373320109577,0.42599894079873973
external_2026-04_s3,frozen_health,0.03,91,910,2026-04-11 07:56:12,40.0,69.96084550047084,67.58809848678725,-2.3727470136835933,0.0,0.0,0.3,0.0,0.3,195.0,24.455837850081867,0.36377378647398756,8.223555759619802e-05,0.36385602203158374,370.0,43.132260636705375,0.42599894079873973,0.00014503716967652922,0.42614397796841624
external_2026-04_s3,frozen_health,0.03,92,920,2026-04-11 07:56:22,40.0,69.96084550047084,67.5878745787208,-2.3729709217500385,0.0,0.0,0.3,0.0,0.3,195.0,24.455805108269175,0.36385602203158374,8.223571993128691e-05,0.363938257751515,370.0,43.132069470451626,0.42614397796841624,0.00014503700734144035,0.42628901497575766
external_2026-04_s3,frozen_health,0.03,93,930,2026-04-11 07:56:32,40.0,69.96084550047084,67.58765141993108,-2.3731940805397613,0.0,0.0,0.3,0.0,0.3,195.0,24.45577311552012,0.363938257751515,8.223588387461337e-05,0.36402049363538963,370.0,43.13187830441096,0.42628901497575766,0.00014503684339811388,0.4264340518191558
external_2026-04_s3,frozen_health,0.03,94,940,2026-04-11 07:56:42,40.0,69.96084550047084,67.58742919348754,-2.3734163069833016,0.0,0.0,0.3,0.0,0.3,195.0,24.45574205490217,0.36402049363538963,8.223604981903212e-05,0.3641027296852087,370.0,43.13168713858536,0.4264340518191558,0.0001450366774536951,0.42657908849660947
external_2026-04_s3,frozen_health,0.03,95,950,2026-04-11 07:56:52,40.0,69.96084550047084,67.58720718126472,-2.3736383192061226,0.0,0.0,0.3,0.0,0.3,195.0,24.455711208287145,0.3641027296852087,8.223621622350956e-05,0.3641849659014322,370.0,43.13149597297757,0.42657908849660947,0.00014503651104921767,0.42672412500765866
external_2026-04_s3,frozen_health,0.03,96,960,2026-04-11 07:57:02,40.0,69.96084550047084,67.5869851691967,-2.3738603312741446,0.0,0.0,0.3,0.0,0.3,195.0,24.45568036160859,0.3641849659014322,8.223638262867824e-05,0.36426720228406084,370.0,43.13130480758811,0.42672412500765866,0.00014503634464404903,0.4268691613523027
external_2026-04_s3,frozen_health,0.03,97,970,2026-04-11 07:57:12,40.0,69.96084550047084,67.58676315728368,-2.3740823431871547,0.0,0.0,0.3,0.0,0.3,195.0,24.45564951486667,0.36426720228406084,8.223654903453846e-05,0.3643494388330954,370.0,43.13111364241702,0.4268691613523027,0.0001450361782381888,0.4270141975305409
external_2026-04_s3,frozen_health,0.03,98,980,2026-04-11 07:57:22,40.0,69.96084550047084,67.58653730563059,-2.3743081948402533,0.0,0.0,0.3,0.0,0.3,195.0,24.455614828166265,0.3643494388330954,8.223670720094215e-05,0.3644316755402963,370.0,43.130922477464324,0.4270141975305409,0.0001450360200717851,0.42715923355061264
external_2026-04_s3,frozen_health,0.03,99,990,2026-04-11 07:57:32,40.0,69.96084550047084,67.58630613605368,-2.37453936441716,0.0,0.0,0.3,0.0,0.3,195.0,24.455574823334604,0.3644316755402963,8.22368539557832e-05,0.3645139123942521,370.0,43.13073131271908,0.42715923355061264,0.00014503587331694405,0.4273042694239296
external_2026-04_s3,frozen_health,0.03,100,1000,2026-04-11 07:57:42,40.0,69.96084550047084,67.58607054395053,-2.3747749565203122,0.0,0.0,0.3,0.0,0.3,195.0,24.455530395784148,0.3645139123942521,8.223699122049983e-05,0.36459614938547263,370.0,43.13054014816638,0.4273042694239296,0.00014503573605222742,0.4274493051599818
external_2026-04_s3,frozen_health,0.03,101,1010,2026-04-11 07:57:52,40.0,69.96084550047084,67.5858313130364,-2.375014187434445,0.0,0.0,0.3,0.0,0.3,195.0,24.45548596800035,0.36459614938547263,8.223713291302338e-05,0.36467838651838563,370.0,43.13034534503604,0.4274493051599818,0.00014503559435970385,0.4275943407543415
external_2026-04_s3,frozen_health,0.03,102,1020,2026-04-11 07:58:02,40.0,69.96084550047084,67.58558387820713,-2.3752616222637073,0.0,0.0,0.3,0.0,0.3,195.0,24.455441539957373,0.36467838651838563,8.223728458809755e-05,0.36476062380297375,370.0,43.130142338249755,0.4275943407543415,0.00014503544268462969,0.4277393761970261
external_2026-04_s3,frozen_health,0.03,103,1030,2026-04-11 07:58:12,40.0,69.96084550047084,67.58528884425263,-2.375556656218208,0.0,0.0,0.3,0.0,0.3,195.0,24.455397892166356,0.36476062380297375,8.223749680645187e-05,0.3648428612997802,370.0,43.12989095208628,0.4277393761970261,0.0001450352304662754,0.4278844114274924
external_2026-04_s3,frozen_health,0.03,104,1040,2026-04-11 07:58:22,40.0,69.96084550047084,67.58479571238757,-2.3760497880832645,0.0,0.0,0.3,0.0,0.3,195.0,24.45536002854179,0.3648428612997802,8.223796952462201e-05,0.36492509926930483,370.0,43.12943568384578,0.4278844114274924,0.0001450347577481052,0.4280294461852405
external_2026-04_s3,frozen_health,0.03,105,1050,2026-04-11 07:58:32,40.0,69.96084550047084,67.58425322534056,-2.376592275130278,0.0,0.0,0.3,0.0,0.3,195.0,24.455327223093143,0.36492509926930483,8.22385193161442e-05,0.365007337788621,370.0,43.12892600224742,0.4280294461852405,0.00014503420795658305,0.4281744803931971
external_2026-04_s3,frozen_health,0.03,106,1060,2026-04-11 07:58:42,40.0,69.96084550047084,67.58371068441718,-2.3771348160536547,0.0,0.0,0.3,0.0,0.3,195.0,24.455294417419168,0.365007337788621,8.223906918129418e-05,0.3650895768578023,370.0,43.12841626699801,0.4281744803931971,0.00014503365809143305,0.42831951405128854
external_2026-04_s3,frozen_health,0.03,107,1070,2026-04-11 07:58:52,40.0,69.96084550047084,67.58261140437463,-2.3782340960962074,0.0,0.0,0.3,0.0,0.3,195.0,24.455261611518864,0.3650895768578023,8.224029653666435e-05,0.36517181715433894,370.0,43.12734979285577,0.42831951405128854,0.0001450324307360629,0.4284645464820246
external_2026-04_s3,frozen_health,0.03,108,1080,2026-04-11 07:59:02,40.0,69.96084550047084,67.58236971867895,-2.3784757817918916,0.0,0.0,0.3,0.0,0.3,195.0,24.45522880512227,0.36517181715433894,8.22404803169033e-05,0.36525405763465585,370.0,43.12714091355668,0.4284645464820246,0.00014503224695582397,0.4286095787289804
external_2026-04_s3,frozen_health,0.03,109,1090,2026-04-11 07:59:12,40.0,69.96084550047084,67.5821136476653,-2.3787318528055437,0.0,0.0,0.3,0.0,0.3,195.0,24.45519599864635,0.36525405763465585,8.224068160368124e-05,0.3653362983162595,370.0,43.12691764901894,0.4286095787289804,0.000145032045669046,0.4287546107746495
external_2026-04_s3,frozen_health,0.03,110,1100,2026-04-11 07:59:22,40.0,69.96084550047084,67.58185632389264,-2.3789891765782016,0.0,0.0,0.3,0.0,0.3,195.0,24.45516319208413,0.3653362983162595,8.224088441618646e-05,0.3654185392006757,370.0,43.12669313180851,0.4287546107746495,0.0001450318428565408,0.428899642617506
external_2026-04_s3,frozen_health,0.03,111,1110,2026-04-11 07:59:32,40.0,69.96084550047084,67.5815989997433,-2.3792465007275325,0.0,0.0,0.3,0.0,0.3,195.0,24.45513038543499,0.3654185392006757,8.224108723040221e-05,0.3655007802879061,370.0,43.12646861430831,0.428899642617506,0.00014503164004232502,0.42904467425754833
external_2026-04_s3,frozen_health,0.03,112,1120,2026-04-11 07:59:42,40.0,69.96084550047084,67.58134167507535,-2.3795038253954885,0.0,0.0,0.3,0.0,0.3,195.0,24.45509757869894,0.3655007802879061,8.224129004650128e-05,0.36558302157795264,370.0,43.12624409637642,0.42904467425754833,0.00014503143722622598,0.42918970569477455
external_2026-04_s3,frozen_health,0.03,113,1130,2026-04-11 07:59:52,40.0,69.96084550047084,67.58108435002796,-2.3797611504428744,0.0,0.0,0.3,0.0,0.3,195.0,24.455064771874383,0.36558302157795264,8.224149286430895e-05,0.3656652630708169,370.0,43.126019578153574,0.42918970569477455,0.00014503123440841827,0.42933473692918295
external_2026-04_s3,frozen_health,0.03,114,1140,2026-04-11 08:00:02,40.0,69.96084550047084,67.5808270244934,-2.3800184759774368,0.0,0.0,0.3,0.0,0.3,195.0,24.45503196496284,0.3656652630708169,8.224169568396148e-05,0.36574750476650086,370.0,43.12579505953057,0.42933473692918295,0.00014503103158876578,0.4294797679607717
external_2026-04_s3,frozen_health,0.03,115,1150,2026-04-11 08:00:12,40.0,69.96084550047084,67.5805696985494,-2.3802758019214423,0.0,0.0,0.3,0.0,0.3,195.0,24.45499915796438,0.36574750476650086,8.224189850536453e-05,0.36582974666500623,370.0,43.12557054058502,0.4294797679607717,0.00014503082876736272,0.4296247987895391
external_2026-04_s3,frozen_health,0.03,116,1160,2026-04-11 08:00:22,40.0,69.96084550047084,67.58031237214983,-2.380533128321005,0.0,0.0,0.3,0.0,0.3,195.0,24.454966350879005,0.36582974666500623,8.224210132857424e-05,0.3659119887663348,370.0,43.12534602127083,0.4296247987895391,0.000145030625944153,0.42976982941548325
external_2026-04_s3,frozen_health,0.03,117,1170,2026-04-11 08:00:32,40.0,69.96084550047084,67.58003856950258,-2.3808069309682622,0.0,0.0,0.3,0.0,0.3,195.0,24.454933543706712,0.3659119887663348,8.224232420399511e-05,0.3659942310905388,370.0,43.12510502579586,0.42976982941548325,0.00014503040306873213,0.429914859818552
external_2026-04_s3,frozen_health,0.03,118,1180,2026-04-11 08:00:42,40.0,69.96084550047084,67.57974005143238,-2.3811054490384578,0.0,0.0,0.3,0.0,0.3,195.0,24.454900736438965,0.3659942310905388,8.224257715884047e-05,0.36607647366769763,370.0,43.124839314993416,0.429914859818552,0.00014503015011388677,0.4300598899686659
external_2026-04_s3,frozen_health,0.03,119,1190,2026-04-11 08:00:52,40.0,69.96084550047084,67.57943969933186,-2.381405801138982,0.0,0.0,0.3,0.0,0.3,195.0,24.45486792906318,0.36607647366769763,8.224283234753558e-05,0.36615871650004517,370.0,43.12457177026867,0.4300598899686659,0.00014502989492519165,0.4302049198635911
external_2026-04_s3,frozen_health,0.03,120,1200,2026-04-11 08:01:02,40.0,69.96084550047084,67.57916664005481,-2.381678860416031,0.0,0.0,0.3,0.0,0.3,195.0,24.45483512157959,0.36615871650004517,8.224305432307655e-05,0.36624095955436825,370.0,43.12433151847522,0.4302049198635911,0.0001450296729496507,0.43034994953654077
external_2026-04_s3,frozen_health,0.03,121,1210,2026-04-11 08:01:12,40.0,69.96084550047084,67.57892626354202,-2.381919236928823,0.0,0.0,0.3,0.0,0.3,195.0,24.454802314001437,0.36624095955436825,8.224323652530316e-05,0.36632320279089353,370.0,43.124123949540575,0.43034994953654077,0.00014502949074742406,0.43049497902728817
external_2026-04_s3,frozen_health,0.03,122,1220,2026-04-11 08:01:22,40.0,69.96084550047084,67.57868437392048,-2.3821611265503577,0.0,0.0,0.3,0.0,0.3,195.0,24.454769506344594,0.36632320279089353,8.224342057001823e-05,0.36640544621146354,370.0,43.123914867575884,0.43049497902728817,0.00014502930670270902,0.43064000833399085
external_2026-04_s3,frozen_health,0.03,123,1230,2026-04-11 08:01:32,40.0,69.96084550047084,67.57843302237572,-2.3824124780951195,0.0,0.0,0.3,0.0,0.3,195.0,24.454736698608322,0.36640544621146354,8.224361613103552e-05,0.36648768982759455,370.0,43.123696323767405,0.43064000833399085,0.00014502911114169174,0.4307850374451325
external_2026-04_s3,frozen_health,0.03,124,1240,2026-04-11 08:01:42,40.0,69.96084550047084,67.57818135988816,-2.3826641405826763,0.0,0.0,0.3,0.0,0.3,195.0,24.45470389078688,0.36648768982759455,8.224381207164388e-05,0.3665699336396662,370.0,43.12347746910128,0.4307850374451325,0.00014502891520108336,0.4309300663603336
external_2026-04_s3,frozen_health,0.03,125,1250,2026-04-11 08:01:52,40.0,69.96084550047084,67.57792969712195,-2.3829158033488937,0.0,0.0,0.3,0.0,0.3,195.0,24.45467108288076,0.3665699336396662,8.224400801376594e-05,0.36665217764768,370.0,43.12325861424119,0.4309300663603336,0.00014502871925896132,0.4310750950795926
external_2026-04_s3,frozen_health,0.03,126,1260,2026-04-11 08:02:02,40.0,69.96084550047084,67.57767803411119,-2.3831674663596516,0.0,0.0,0.3,0.0,0.3,195.0,24.454638274890463,0.36665217764768,8.224420395736193e-05,0.36673442185163735,370.0,43.123039759220724,0.4310750950795926,0.00014502852331536533,0.43122012360290796
external_2026-04_s3,frozen_health,0.03,127,1270,2026-04-11 08:02:12,40.0,69.96084550047084,67.57742637084438,-2.3834191296264606,0.0,0.0,0.3,0.0,0.3,195.0,24.454605466815988,0.36673442185163735,8.224439990244584e-05,0.3668166662515398,370.0,43.122820904028394,0.43122012360290796,0.00014502832737028142,0.43136515193027825
external_2026-04_s3,frozen_health,0.03,128,1280,2026-04-11 08:02:22,40.0,69.96084550047084,67.57693301094129,-2.38391248952955,0.0,0.0,0.3,0.0,0.3,195.0,24.454572658657337,0.3668166662515398,8.224489000591751e-05,0.3668989111415457,370.0,43.122360352283955,0.43136515193027825,0.00014502783726680975,0.4315101797675451
external_2026-04_s3,frozen_health,0.03,129,1290,2026-04-11 08:02:32,40.0,69.96084550047084,67.5765484565784,-2.3842970438924453,0.0,0.0,0.3,0.0,0.3,195.0,24.45453985029707,0.3668989111415457,8.224524769192418e-05,0.3669811563892376,370.0,43.12200860628133,0.4315101797675451,0.0001450274795808031,0.43165520724712586
external_2026-04_s3,frozen_health,0.03,130,1300,2026-04-11 08:02:42,40.0,69.96084550047084,67.57629219197639,-2.3845533084944464,0.0,0.0,0.3,0.0,0.3,195.0,24.45450719770063,0.3669811563892376,8.22454497672464e-05,0.3670634018390049,370.0,43.121784994275764,0.43165520724712586,0.00014502727750548083,0.43180023452463134
external_2026-04_s3,frozen_health,0.03,131,1310,2026-04-11 08:02:52,40.0,69.96084550047084,67.5760364323508,-2.3848090681200347,0.0,0.0,0.3,0.0,0.3,195.0,24.45447505034256,0.3670634018390049,8.224565292872821e-05,0.3671456474919336,370.0,43.121561382008245,0.43180023452463134,0.00014502707434399905,0.43194526159897534
external_2026-04_s3,frozen_health,0.03,132,1320,2026-04-11 08:03:02,40.0,69.96084550047084,67.57578082181209,-2.3850646786587504,0.0,0.0,0.3,0.0,0.3,195.0,24.454443052465983,0.3671456474919336,8.224585641303589e-05,0.36722789334834666,370.0,43.121337769346106,0.43194526159897534,0.00014502687085969136,0.43209028846983505
external_2026-04_s3,frozen_health,0.03,133,1330,2026-04-11 08:03:12,40.0,69.96084550047084,67.57552787437061,-2.385317626100232,0.0,0.0,0.3,0.0,0.3,195.0,24.454411054505826,0.36722789334834666,8.224605665735074e-05,0.367310139405004,370.0,43.12111681986479,0.43209028846983505,0.00014502667061537652,0.43223531514045044
external_2026-04_s3,frozen_health,0.03,134,1340,2026-04-11 08:03:22,40.0,69.96084550047084,67.57529961079773,-2.3855458896731108,0.0,0.0,0.3,0.0,0.3,195.0,24.454379056463345,0.367310139405004,8.224622686001993e-05,0.36739238563186405,370.0,43.12092055433438,0.43223531514045044,0.00014502650041270731,0.43238034164086314
external_2026-04_s3,frozen_health,0.03,135,1350,2026-04-11 08:03:32,40.0,69.96084550047084,67.57507300303172,-2.3857724974391203,0.0,0.0,0.3,0.0,0.3,195.0,24.45434705834972,0.36739238563186405,8.224639504829816e-05,0.36747463202691233,370.0,43.12072594468201,0.43238034164086314,0.0001450263322244291,0.43252536797308755
external_2026-04_s3,frozen_health,0.03,136,1360,2026-04-11 08:03:42,40.0,69.96084550047084,67.57484639540792,-2.385999105062922,0.0,0.0,0.3,0.0,0.3,195.0,24.45431506016555,0.36747463202691233,8.224656323729408e-05,0.3675568785901496,370.0,43.12053133524236,0.43252536797308755,0.00014502616403543314,0.432670394137123
external_2026-04_s3,frozen_health,0.03,137,1370,2026-04-11 08:03:52,40.0,69.96084550047084,67.57461883443935,-2.38622666603149,0.0,0.0,0.3,0.0,0.3,195.0,24.45428306191153,0.3675568785901496,8.224673258752246e-05,0.3676391253227371,370.0,43.12033577252782,0.432670394137123,0.00014502599468520477,0.4328154201318082
external_2026-04_s3,frozen_health,0.03,138,1380,2026-04-11 08:04:02,40.0,69.96084550047084,67.57438675872474,-2.3864587417460967,0.0,0.0,0.3,0.0,0.3,195.0,24.454251063587208,0.3676391253227371,8.224690743369378e-05,0.3677213722301708,370.0,43.120135695137535,0.4328154201318082,0.00014502581983903348,0.43296044595164723
external_2026-04_s3,frozen_health,0.03,139,1390,2026-04-11 08:04:12,40.0,69.96084550047084,67.57415378432205,-2.386691716148789,0.0,0.0,0.3,0.0,0.3,195.0,24.454219065190447,0.3677213722301708,8.224708337464998e-05,0.3678036193135455,370.0,43.1199347191316,0.43296044595164723,0.00014502564389807726,0.4331054715955453
external_2026-04_s3,frozen_health,0.03,140,1400,2026-04-11 08:04:22,40.0,69.96084550047084,67.57391920679709,-2.3869262936737528,0.0,0.0,0.3,0.0,0.3,195.0,24.454187066720824,0.3678036193135455,8.224726126780662e-05,0.3678858665748133,370.0,43.11973214007626,0.4331054715955453,0.00014502546600492062,0.4332504970615502
external_2026-04_s3,frozen_health,0.03,141,1410,2026-04-11 08:04:32,40.0,69.96084550047084,67.57364261245125,-2.387202888019587,0.0,0.0,0.3,0.0,0.3,195.0,24.454155068176608,0.3678858665748133,8.224749030283293e-05,0.36796811406511615,370.0,43.11948754427465,0.4332504970615502,0.00014502523696989432,0.43339552229852013
external_2026-04_s3,frozen_health,0.03,142,1420,2026-04-11 08:04:42,40.0,69.96084550047084,67.57336390948207,-2.38748159098877,0.0,0.0,0.3,0.0,0.3,195.0,24.45412306953862,0.36796811406511615,8.224772190595473e-05,0.3680503617870221,370.0,43.11924083994345,0.43339552229852013,0.00014502500536677253,0.4335405473038869
external_2026-04_s3,frozen_health,0.03,143,1430,2026-04-11 08:04:52,40.0,69.96084550047084,67.57309095291632,-2.387754547554522,0.0,0.0,0.3,0.0,0.3,195.0,24.45409107080612,0.3680503617870221,8.2247946516318e-05,0.36813260973353845,370.0,43.118999882110195,0.4335405473038869,0.00014502478075640923,0.4336855720846433
external_2026-04_s3,frozen_health,0.03,144,1440,2026-04-11 08:05:02,40.0,69.96084550047084,67.5728427272423,-2.3880027732285356,0.0,0.0,0.3,0.0,0.3,195.0,24.454059071981817,0.36813260973353845,8.224814102629216e-05,0.36821485787456476,370.0,43.118783655260486,0.4336855720846433,0.0001450245862464351,0.43383059667088975
external_2026-04_s3,frozen_health,0.03,145,1450,2026-04-11 08:05:12,40.0,69.96084550047084,67.57260139532764,-2.388244105143201,0.0,0.0,0.3,0.0,0.3,195.0,24.454027073077427,0.36821485787456476,8.224832714644768e-05,0.3682971062017112,370.0,43.11857432225022,0.43383059667088975,0.00014502440012627958,0.433975621071016
external_2026-04_s3,frozen_health,0.03,146,1460,2026-04-11 08:05:22,40.0,69.96084550047084,67.57236006339915,-2.3884854370716937,0.0,0.0,0.3,0.0,0.3,195.0,24.453995074096007,0.3682971062017112,8.22485132676904e-05,0.3683793547149789,370.0,43.118364989303146,0.433975621071016,0.00014502421400503686,0.43412064528502103
external_2026-04_s3,frozen_health,0.03,147,1470,2026-04-11 08:05:32,40.0,69.96084550047084,67.57211606375813,-2.3887294367127083,0.0,0.0,0.3,0.0,0.3,195.0,24.453960407345114,0.3683793547149789,8.22486936645967e-05,0.3684616034086435,370.0,43.118155656413016,0.43412064528502103,0.00014502403360813055,0.43426566931862914
external_2026-04_s3,frozen_health,0.03,148,1480,2026-04-11 08:05:42,40.0,69.96084550047084,67.57186770988889,-2.388977790581947,0.0,0.0,0.3,0.0,0.3,195.0,24.453921386321053,0.3684616034086435,8.224886471753846e-05,0.368543852273361,370.0,43.117946323567836,0.43426566931862914,0.00014502386255518877,0.43441069318118436
external_2026-04_s3,frozen_health,0.03,149,1490,2026-04-11 08:05:52,40.0,69.96084550047084,67.57161792931763,-2.3892275711532136,0.0,0.0,0.3,0.0,0.3,195.0,24.453880938549787,0.368543852273361,8.224903270956641e-05,0.3686261013060706,370.0,43.11773699076784,0.43441069318118436,0.00014502369456316085,0.4345557168757475
