i0_A_per_cm2,ih_A_per_cm2,R_ohm_cm2
1.8773699999999998e-07,0.0032,0.04938
1.8773599999999998e-07,0.0032,0.04938
1.8773699999999998e-07,0.0032,0.04937
1.87735e-07,0.0032,0.04938
1.87734e-07,0.0032,0.04939
1.87734e-07,0.0032,0.04939
1.87731e-07,0.0032,0.04939
1.87731e-07,0.0032,0.0494
1.8772899999999997e-07,0.0032,0.0494
1.87724e-07,0.0032,0.04941
1.87721e-07,0.0032,0.04941
1.87723e-07,0.0032,0.04941
1.87718e-07,0.0032,0.04944
1.87719e-07,0.0032,0.04944
1.8771699999999999e-07,0.0032,0.04944
1.87719e-07,0.0032,0.04942
1.8772e-07,0.0032,0.04941
1.87718e-07,0.0032,0.04942
1.87719e-07,0.0032,0.04942
1.87715e-07,0.0032,0.04942
1.8771199999999998e-07,0.0032,0.04942
1.87711e-07,0.0032,0.04942
1.8770599999999997e-07,0.0032,0.04945
1.87707e-07,0.0032,0.04944
1.8770599999999997e-07,0.0032,0.04944
1.87708e-07,0.0032,0.04942
1.8770899999999998e-07,0.0032,0.04942
1.87708e-07,0.0032,0.04942
1.8770899999999998e-07,0.0032,0.04941
1.87707e-07,0.0032,0.04942
1.8770599999999997e-07,0.0032,0.04942
1.87704e-07,0.0032,0.04943
1.87703e-07,0.0032,0.04943
1.87702e-07,0.0032,0.04944
1.87699e-07,0.0032,0.04944
1.87701e-07,0.0032,0.04944
1.87704e-07,0.00319,0.04944
1.87699e-07,0.00319,0.04947
1.8769399999999999e-07,0.00319,0.0495
1.87695e-07,0.00319,0.04949
1.87695e-07,0.00319,0.04949
1.8769399999999999e-07,0.00319,0.04949
1.87687e-07,0.00319,0.04955
1.87688e-07,0.00319,0.04954
1.8768899999999998e-07,0.00319,0.04953
1.87687e-07,0.00319,0.04954
1.87687e-07,0.00319,0.04954
1.87683e-07,0.00319,0.04954
1.87679e-07,0.0032,0.04954
1.87681e-07,0.0032,0.04954
1.87677e-07,0.0032,0.04957
1.87674e-07,0.0032,0.04959
1.8767100000000001e-07,0.0032,0.04959
1.8766799999999998e-07,0.0032,0.04959
1.87672e-07,0.00319,0.04959
1.87667e-07,0.00319,0.04963
1.8766599999999998e-07,0.00319,0.04963
1.8766599999999998e-07,0.00319,0.04963
1.8766799999999998e-07,0.00319,0.04962
1.87664e-07,0.00319,0.04962
1.87659e-07,0.0032,0.04962
1.8766099999999998e-07,0.0032,0.04962
1.87653e-07,0.0032,0.04965
1.87648e-07,0.0032,0.04968
1.8764199999999998e-07,0.0032,0.04973
1.87644e-07,0.0032,0.04971
1.8764499999999998e-07,0.0032,0.0497
1.87643e-07,0.0032,0.04971
1.87643e-07,0.0032,0.04971
1.87643e-07,0.0032,0.04971
1.8764e-07,0.0032,0.04972
1.87639e-07,0.0032,0.04972
1.8763799999999998e-07,0.0032,0.04973
1.8763399999999997e-07,0.0032,0.04973
1.87636e-07,0.0032,0.04973
1.8764e-07,0.00319,0.04973
1.87635e-07,0.00319,0.04976
1.8763e-07,0.00319,0.04979
1.87631e-07,0.00319,0.04978
1.8763e-07,0.00319,0.04978
1.87625e-07,0.00319,0.04982
1.8762099999999998e-07,0.00319,0.04986
1.8762099999999998e-07,0.00319,0.04986
1.8762e-07,0.00319,0.04986
1.8762e-07,0.00319,0.04986
1.8761699999999998e-07,0.00319,0.04987
1.87616e-07,0.00319,0.04988
1.87615e-07,0.00319,0.04989
1.8761399999999998e-07,0.00319,0.04989
1.87612e-07,0.00319,0.0499
1.87607e-07,0.00319,0.04991
1.87603e-07,0.0032,0.04991
1.87602e-07,0.0032,0.04991
1.8759699999999998e-07,0.0032,0.04994
1.8759899999999998e-07,0.0032,0.04992
1.8759999999999999e-07,0.0032,0.04992
1.87602e-07,0.0032,0.04991
1.87603e-07,0.0032,0.0499
1.87601e-07,0.0032,0.04991
1.8759999999999999e-07,0.0032,0.04991
1.8759699999999998e-07,0.0032,0.04992
1.87596e-07,0.0032,0.04993
1.87593e-07,0.0032,0.04994
1.87586e-07,0.0032,0.04994
1.87583e-07,0.0032,0.04994
1.87583e-07,0.0032,0.04994
1.87578e-07,0.0032,0.04998
1.87579e-07,0.0032,0.04997
1.87581e-07,0.0032,0.04995
1.8758e-07,0.0032,0.04995
1.87581e-07,0.0032,0.04994
1.8757499999999998e-07,0.0032,0.04995
1.8757099999999998e-07,0.0032,0.04995
1.87569e-07,0.00321,0.04995
1.87564e-07,0.00321,0.04998
1.8756699999999997e-07,0.00321,0.04995
1.87569e-07,0.00321,0.04994
1.8756699999999997e-07,0.00321,0.04994
1.87568e-07,0.00321,0.04993
1.87568e-07,0.00321,0.04994
1.87566e-07,0.00321,0.04994
1.87565e-07,0.00321,0.04995
1.87565e-07,0.00321,0.04995
1.8756299999999997e-07,0.00321,0.04995
1.87558e-07,0.00321,0.04997
1.8755299999999999e-07,0.00321,0.04998
1.8754999999999998e-07,0.00321,0.04998
1.8755099999999998e-07,0.00321,0.04998
1.8754599999999998e-07,0.00321,0.05001
1.8754699999999998e-07,0.00321,0.05
1.87545e-07,0.00321,0.05001
1.87545e-07,0.00321,0.05001
1.8754299999999997e-07,0.00321,0.05001
1.8753899999999997e-07,0.00321,0.05003
1.8753899999999997e-07,0.00321,0.05003
1.87535e-07,0.00321,0.05004
1.87532e-07,0.00321,0.05004
1.87531e-07,0.00321,0.05004
1.8752699999999998e-07,0.00321,0.05006
1.8752899999999998e-07,0.00321,0.05004
1.87531e-07,0.00321,0.05002
1.8752999999999999e-07,0.00321,0.05003
1.87532e-07,0.00321,0.05002
1.8752999999999999e-07,0.00321,0.05002
1.87525e-07,0.00321,0.05003
1.87522e-07,0.00321,0.05003
1.87524e-07,0.00321,0.05003
1.87521e-07,0.00321,0.05005
1.87525e-07,0.00321,0.05005
1.87522e-07,0.00321,0.05007
1.8752599999999998e-07,0.0032,0.05007
1.87522e-07,0.0032,0.05009
1.8752e-07,0.0032,0.0501
1.8752e-07,0.0032,0.0501
1.8752599999999998e-07,0.0032,0.0501
1.87524e-07,0.0032,0.05011
1.87521e-07,0.0032,0.05013
1.87522e-07,0.0032,0.05012
1.8752699999999998e-07,0.00319,0.05012
1.87531e-07,0.00319,0.05012
1.87528e-07,0.00319,0.05014
1.87531e-07,0.00319,0.05014
1.87548e-07,0.00317,0.05014
1.87544e-07,0.00317,0.05017
1.87549e-07,0.00316,0.05017
1.8754699999999998e-07,0.00316,0.05018
1.87552e-07,0.00316,0.05018
1.8754999999999998e-07,0.00316,0.05019
1.8754699999999998e-07,0.00316,0.05021
1.87545e-07,0.00316,0.05022
1.8754599999999998e-07,0.00316,0.05021
1.87544e-07,0.00316,0.05021
1.87544e-07,0.00316,0.05021
1.8754699999999998e-07,0.00315,0.05021
1.8753899999999997e-07,0.00315,0.05026
1.87542e-07,0.00315,0.05026
1.87538e-07,0.00315,0.05029
1.87535e-07,0.00315,0.0503
1.8752999999999999e-07,0.00315,0.05036
1.87528e-07,0.00315,0.05036
1.8752999999999999e-07,0.00315,0.05036
1.87535e-07,0.00314,0.05036
1.8752999999999999e-07,0.00314,0.05039
1.87531e-07,0.00314,0.05038
1.87528e-07,0.00314,0.05038
1.8752299999999998e-07,0.00315,0.05038
1.8752999999999999e-07,0.00314,0.05038
1.8752299999999998e-07,0.00314,0.05043
1.8752599999999998e-07,0.00314,0.05039
1.87528e-07,0.00314,0.05036
1.8752899999999998e-07,0.00314,0.05035
1.87528e-07,0.00314,0.05035
1.8752999999999999e-07,0.00314,0.05035
1.8752899999999998e-07,0.00314,0.05035
1.8752899999999998e-07,0.00314,0.05034
1.87524e-07,0.00314,0.05035
1.87522e-07,0.00315,0.05035
1.8751899999999997e-07,0.00315,0.05035
1.87514e-07,0.00315,0.05038
1.8750699999999999e-07,0.00315,0.05044
1.87509e-07,0.00315,0.05041
1.87511e-07,0.00315,0.0504
1.87509e-07,0.00315,0.05041
1.8751e-07,0.00315,0.0504
1.8751e-07,0.00315,0.0504
1.87508e-07,0.00315,0.05041
1.87501e-07,0.00315,0.05041
1.87498e-07,0.00315,0.05041
1.875e-07,0.00315,0.05041
1.87493e-07,0.00315,0.05044
1.87488e-07,0.00315,0.05047
1.87488e-07,0.00315,0.05047
1.87491e-07,0.00315,0.05043
1.87494e-07,0.00315,0.05039
1.87491e-07,0.00315,0.0504
1.87493e-07,0.00315,0.05039
1.87487e-07,0.00315,0.0504
1.87488e-07,0.00315,0.0504
1.87489e-07,0.00315,0.0504
1.8748399999999999e-07,0.00315,0.05043
1.8748199999999998e-07,0.00315,0.05044
1.87481e-07,0.00315,0.05044
1.8748299999999999e-07,0.00315,0.05043
1.8748199999999998e-07,0.00315,0.05044
1.8748199999999998e-07,0.00315,0.05043
1.8748199999999998e-07,0.00315,0.05043
1.8748199999999998e-07,0.00315,0.05043
1.87477e-07,0.00315,0.05043
1.87473e-07,0.00315,0.05043
1.8747199999999997e-07,0.00315,0.05043
1.87457e-07,0.00315,0.05051
1.87453e-07,0.00315,0.05054
1.8745499999999998e-07,0.00315,0.05051
1.8745799999999998e-07,0.00315,0.05049
1.8745599999999998e-07,0.00315,0.05049
1.8745e-07,0.00315,0.0505
1.87447e-07,0.00316,0.0505
1.87449e-07,0.00316,0.0505
1.87443e-07,0.00316,0.05052
1.87439e-07,0.00316,0.05054
1.87442e-07,0.00316,0.05051
1.87441e-07,0.00316,0.05051
1.87443e-07,0.00316,0.0505
1.87446e-07,0.00316,0.05047
1.8744799999999997e-07,0.00316,0.05045
1.87446e-07,0.00316,0.05046
1.87446e-07,0.00316,0.05046
1.87447e-07,0.00316,0.05045
1.87446e-07,0.00316,0.05045
1.87446e-07,0.00316,0.05045
1.87447e-07,0.00316,0.05045
1.87442e-07,0.00316,0.05045
1.87438e-07,0.00316,0.05045
1.87438e-07,0.00316,0.05045
1.8743399999999998e-07,0.00316,0.05048
1.87437e-07,0.00316,0.05045
1.87439e-07,0.00316,0.05043
1.87439e-07,0.00316,0.05043
1.8744e-07,0.00316,0.05042
1.87438e-07,0.00316,0.05043
1.87438e-07,0.00316,0.05043
1.87439e-07,0.00316,0.05042
1.87438e-07,0.00316,0.05042
1.8743599999999999e-07,0.00316,0.05043
1.8743099999999998e-07,0.00316,0.05044
1.87429e-07,0.00316,0.05044
1.8743199999999998e-07,0.00316,0.05044
1.8742799999999998e-07,0.00316,0.05047
1.8743e-07,0.00316,0.05043
1.8743399999999998e-07,0.00316,0.05039
1.8743399999999998e-07,0.00316,0.05039
1.87437e-07,0.00316,0.05036
1.87438e-07,0.00316,0.05035
1.87437e-07,0.00316,0.05035
1.87438e-07,0.00316,0.05034
1.8743499999999998e-07,0.00316,0.05035
1.8743099999999998e-07,0.00316,0.05035
1.8743e-07,0.00316,0.05035
1.87425e-07,0.00316,0.05038
1.87419e-07,0.00316,0.05043
1.87422e-07,0.00316,0.05039
1.87425e-07,0.00316,0.05037
1.87423e-07,0.00316,0.05038
1.87423e-07,0.00316,0.05038
1.8742399999999997e-07,0.00316,0.05037
1.8742399999999997e-07,0.00316,0.05037
1.87421e-07,0.00316,0.05038
1.8741399999999999e-07,0.00316,0.05039
1.8741e-07,0.00317,0.05039
1.8741099999999998e-07,0.00317,0.05039
1.87406e-07,0.00317,0.05042
1.8740799999999998e-07,0.00317,0.0504
1.8741e-07,0.00317,0.05039
1.8740799999999998e-07,0.00317,0.05039
1.87409e-07,0.00317,0.05039
1.8740699999999998e-07,0.00317,0.0504
1.8740799999999998e-07,0.00317,0.05039
1.8740699999999998e-07,0.00317,0.05039
1.8740799999999998e-07,0.00317,0.05039
1.87403e-07,0.00317,0.05039
1.87399e-07,0.00317,0.05039
1.87398e-07,0.00317,0.05039
1.87392e-07,0.00317,0.05043
1.87386e-07,0.00317,0.05048
1.8738899999999998e-07,0.00317,0.05045
1.87391e-07,0.00317,0.05044
1.8738699999999998e-07,0.00317,0.05044
1.8738499999999998e-07,0.00317,0.05044
1.8738899999999998e-07,0.00317,0.05044
1.8738499999999998e-07,0.00317,0.05047
1.87386e-07,0.00317,0.05046
1.8738399999999998e-07,0.00317,0.05046
1.87383e-07,0.00317,0.05046
1.8738699999999998e-07,0.00317,0.05046
1.87383e-07,0.00317,0.05048
1.8738699999999998e-07,0.00317,0.05042
1.87391e-07,0.00317,0.05038
1.87393e-07,0.00317,0.05037
1.87391e-07,0.00317,0.05037
1.87391e-07,0.00317,0.05037
1.8738699999999998e-07,0.00317,0.05038
1.87383e-07,0.00317,0.05038
1.8738399999999998e-07,0.00317,0.05038
1.87379e-07,0.00317,0.05041
1.87381e-07,0.00317,0.0504
1.8737999999999997e-07,0.00317,0.0504
1.87381e-07,0.00317,0.05039
1.8738399999999998e-07,0.00317,0.05035
1.87386e-07,0.00317,0.05032
1.87391e-07,0.00317,0.05029
1.8738999999999999e-07,0.00317,0.05029
1.87391e-07,0.00317,0.05028
1.8738899999999998e-07,0.00317,0.05029
1.8738899999999998e-07,0.00317,0.05029
1.87386e-07,0.00317,0.05029
1.8738499999999998e-07,0.00317,0.05029
1.8738899999999998e-07,0.00317,0.05029
1.87386e-07,0.00317,0.05031
1.87381e-07,0.00317,0.05034
1.8738399999999998e-07,0.00317,0.05029
1.8738699999999998e-07,0.00317,0.05026
1.87386e-07,0.00317,0.05026
1.87381e-07,0.00317,0.05029
1.87383e-07,0.00317,0.05028
1.8738399999999998e-07,0.00317,0.05026
1.8738499999999998e-07,0.00317,0.05026
1.87386e-07,0.00317,0.05025
1.8738499999999998e-07,0.00317,0.05025
1.8738699999999998e-07,0.00317,0.05024
1.8738399999999998e-07,0.00317,0.05025
1.87382e-07,0.00317,0.05024
1.87382e-07,0.00317,0.05024
1.87377e-07,0.00317,0.05028
1.8737999999999997e-07,0.00317,0.05025
1.87382e-07,0.00317,0.05023
1.87381e-07,0.00317,0.05024
1.87382e-07,0.00317,0.05023
1.8737999999999997e-07,0.00317,0.05024
1.87379e-07,0.00317,0.05024
1.8737999999999997e-07,0.00317,0.05023
1.87377e-07,0.00317,0.05024
1.87373e-07,0.00317,0.05025
1.87371e-07,0.00317,0.05025
1.87374e-07,0.00317,0.05025
1.87369e-07,0.00317,0.05028
1.8737e-07,0.00317,0.05027
1.87371e-07,0.00317,0.05026
1.87373e-07,0.00317,0.05025
1.87372e-07,0.00317,0.05026
1.87371e-07,0.00317,0.05026
1.87368e-07,0.00317,0.05026
1.8736499999999998e-07,0.00317,0.05026
1.8736499999999998e-07,0.00317,0.05026
1.87359e-07,0.00317,0.0503
1.87352e-07,0.00317,0.05035
1.87355e-07,0.00317,0.05032
1.8735699999999997e-07,0.00317,0.05031
1.87354e-07,0.00317,0.05031
1.8735299999999997e-07,0.00317,0.05031
1.8735599999999997e-07,0.00317,0.05031
1.87352e-07,0.00317,0.05034
1.87352e-07,0.00317,0.05034
1.8735e-07,0.00317,0.05034
1.87346e-07,0.00317,0.05034
1.87345e-07,0.00318,0.05034
1.87338e-07,0.00318,0.05038
1.8733599999999998e-07,0.00318,0.05043
1.8733299999999997e-07,0.00318,0.05044
1.87335e-07,0.00318,0.05041
1.87338e-07,0.00318,0.05038
1.8733999999999998e-07,0.00318,0.05036
1.87338e-07,0.00318,0.05037
1.87339e-07,0.00318,0.05036
1.87334e-07,0.00318,0.05036
1.87335e-07,0.00318,0.05036
1.8733299999999997e-07,0.00318,0.05036
1.87318e-07,0.00318,0.05042
1.8731299999999998e-07,0.00318,0.05046
1.87315e-07,0.00318,0.05043
1.8731699999999998e-07,0.00318,0.05042
1.8731599999999998e-07,0.00318,0.05042
1.8731699999999998e-07,0.00318,0.05041
1.8731699999999998e-07,0.00318,0.05041
1.87315e-07,0.00318,0.05042
1.87308e-07,0.00318,0.05042
1.87305e-07,0.00318,0.05042
1.87308e-07,0.00318,0.05042
1.87302e-07,0.00318,0.05046
1.87302e-07,0.00318,0.05046
1.87305e-07,0.00318,0.05041
1.87308e-07,0.00318,0.05039
1.87305e-07,0.00318,0.05039
1.87306e-07,0.00318,0.05038
1.87303e-07,0.00318,0.05039
1.87301e-07,0.00318,0.05039
1.87305e-07,0.00318,0.05039
1.87299e-07,0.00318,0.05042
1.87301e-07,0.00318,0.0504
1.873e-07,0.00318,0.05041
1.87301e-07,0.00318,0.0504
1.873e-07,0.00318,0.0504
1.87299e-07,0.00318,0.05041
1.87299e-07,0.00318,0.0504
1.8729299999999998e-07,0.00318,0.05041
1.87287e-07,0.00318,0.05041
1.87286e-07,0.00318,0.05041
1.8728e-07,0.00318,0.05044
1.87278e-07,0.00318,0.05046
1.87281e-07,0.00318,0.05043
1.87283e-07,0.00318,0.05041
1.87282e-07,0.00318,0.05042
1.87284e-07,0.00318,0.05041
1.8728e-07,0.00318,0.05041
1.87281e-07,0.00318,0.05041
1.87283e-07,0.00318,0.05041
1.87277e-07,0.00318,0.05043
1.8727199999999998e-07,0.00318,0.05047
1.8727299999999999e-07,0.00318,0.05045
1.8726799999999998e-07,0.00318,0.05046
1.8726599999999998e-07,0.00318,0.05045
1.8726599999999998e-07,0.00318,0.05045
1.8726e-07,0.00318,0.05049
1.87254e-07,0.00318,0.05052
1.87258e-07,0.00318,0.05047
1.87261e-07,0.00318,0.05044
1.87261e-07,0.00318,0.05044
1.87262e-07,0.00318,0.05043
1.8726e-07,0.00318,0.05043
1.8726e-07,0.00318,0.05043
1.87261e-07,0.00318,0.05043
1.87261e-07,0.00318,0.05043
1.87254e-07,0.00318,0.05043
1.8724899999999998e-07,0.00319,0.05043
1.8724899999999998e-07,0.00319,0.05043
1.87237e-07,0.00319,0.05048
1.87232e-07,0.00319,0.05051
1.87233e-07,0.00319,0.0505
1.87235e-07,0.00319,0.05048
1.87235e-07,0.00319,0.05048
1.87237e-07,0.00319,0.05046
1.87239e-07,0.00319,0.05044
1.87236e-07,0.00319,0.05045
1.87236e-07,0.00319,0.05045
1.87237e-07,0.00319,0.05044
1.87231e-07,0.00319,0.05045
1.8723e-07,0.00319,0.05045
1.87232e-07,0.00319,0.05045
1.8722599999999999e-07,0.00319,0.05048
1.87228e-07,0.00319,0.05047
1.87229e-07,0.00319,0.05046
1.87228e-07,0.00319,0.05047
1.87229e-07,0.00319,0.05045
1.87231e-07,0.00319,0.05044
1.8722599999999999e-07,0.00319,0.05044
1.8722199999999998e-07,0.00319,0.05044
1.8722099999999998e-07,0.00319,0.05044
1.87216e-07,0.00319,0.05048
1.87219e-07,0.00319,0.05044
1.8722e-07,0.00319,0.05043
1.87219e-07,0.00319,0.05044
1.8722e-07,0.00319,0.05043
1.8722199999999998e-07,0.00319,0.05042
1.8722099999999998e-07,0.00319,0.05043
1.8722099999999998e-07,0.00319,0.05043
1.8722099999999998e-07,0.00319,0.05042
1.8722e-07,0.00319,0.05042
1.8722e-07,0.00319,0.05042
1.8721799999999998e-07,0.00319,0.05043
1.8721699999999998e-07,0.00319,0.05044
1.8721699999999998e-07,0.00319,0.05044
1.87211e-07,0.00319,0.05044
1.8721e-07,0.00319,0.05044
1.87213e-07,0.00319,0.05044
1.87208e-07,0.00319,0.05048
1.87208e-07,0.00319,0.05047
1.87209e-07,0.00319,0.05046
1.87206e-07,0.00319,0.05047
1.87207e-07,0.00319,0.05046
1.87207e-07,0.00319,0.05046
1.87206e-07,0.00319,0.05048
1.87205e-07,0.00319,0.05048
1.87203e-07,0.00319,0.05049
1.8720199999999998e-07,0.00319,0.05049
1.8720099999999998e-07,0.00319,0.05049
1.87196e-07,0.00319,0.0505
1.87189e-07,0.0032,0.0505
1.87188e-07,0.0032,0.0505
1.87171e-07,0.0032,0.05058
1.87165e-07,0.0032,0.05062
1.87167e-07,0.0032,0.0506
1.87168e-07,0.0032,0.05059
1.87163e-07,0.0032,0.05059
1.87161e-07,0.0032,0.05059
1.87162e-07,0.0032,0.05059
1.8715599999999999e-07,0.0032,0.05061
1.8715099999999998e-07,0.0032,0.05064
1.8715499999999998e-07,0.0032,0.05059
1.87158e-07,0.0032,0.05055
1.8716e-07,0.0032,0.05054
1.8716e-07,0.0032,0.05054
1.87158e-07,0.0032,0.05055
1.8715399999999998e-07,0.0032,0.05056
1.87148e-07,0.0032,0.05057
1.87145e-07,0.0032,0.05057
1.8714599999999997e-07,0.0032,0.05057
1.8714e-07,0.0032,0.0506
1.87143e-07,0.0032,0.05058
1.87145e-07,0.0032,0.05056
1.8714e-07,0.0032,0.05056
1.87137e-07,0.00321,0.05056
1.87137e-07,0.00321,0.05056
1.8713099999999998e-07,0.00321,0.0506
1.87134e-07,0.00321,0.05056
1.87134e-07,0.00321,0.05057
1.87135e-07,0.00321,0.05056
1.8713299999999999e-07,0.00321,0.05056
1.8713299999999999e-07,0.00321,0.05056
1.87135e-07,0.00321,0.05055
1.87135e-07,0.00321,0.05055
1.87132e-07,0.00321,0.05056
1.87124e-07,0.00321,0.05057
1.8711899999999997e-07,0.00321,0.05056
1.87121e-07,0.00321,0.05057
1.87115e-07,0.00321,0.0506
1.87116e-07,0.00321,0.05059
1.87118e-07,0.00321,0.05057
1.8711899999999997e-07,0.00321,0.05057
1.87118e-07,0.00321,0.05057
1.87118e-07,0.00321,0.05057
1.8711899999999997e-07,0.00321,0.05056
1.87117e-07,0.00321,0.05057
1.87116e-07,0.00321,0.05057
1.87115e-07,0.00321,0.05058
1.87108e-07,0.00321,0.05059
1.8710199999999998e-07,0.00322,0.05059
1.87101e-07,0.00322,0.05059
1.8709499999999997e-07,0.00322,0.05062
1.87098e-07,0.00322,0.05059
1.87101e-07,0.00322,0.05057
1.871e-07,0.00322,0.05057
1.8710199999999998e-07,0.00322,0.05056
1.871e-07,0.00322,0.05056
1.871e-07,0.00322,0.05056
1.8709899999999997e-07,0.00322,0.05057
1.871e-07,0.00322,0.05056
1.8709899999999997e-07,0.00322,0.05057
1.871e-07,0.00322,0.05056
1.87098e-07,0.00322,0.05056
1.87098e-07,0.00322,0.05056
1.8709499999999997e-07,0.00322,0.05057
1.8709499999999997e-07,0.00322,0.05058
1.87094e-07,0.00322,0.05058
1.87089e-07,0.00322,0.05058
1.8708599999999999e-07,0.00322,0.05058
1.87089e-07,0.00322,0.05058
1.87084e-07,0.00322,0.05062
1.8708599999999999e-07,0.00322,0.0506
1.87084e-07,0.00322,0.05061
1.87084e-07,0.00322,0.0506
1.8708299999999998e-07,0.00322,0.0506
1.8708299999999998e-07,0.00322,0.0506
1.8708299999999998e-07,0.00322,0.0506
1.87078e-07,0.00322,0.05061
1.87072e-07,0.00322,0.0506
1.8707e-07,0.00322,0.0506
1.87065e-07,0.00322,0.05064
1.87065e-07,0.00322,0.05063
1.87069e-07,0.00322,0.0506
1.87069e-07,0.00322,0.0506
1.8707e-07,0.00322,0.05059
1.87071e-07,0.00322,0.05058
1.87069e-07,0.00322,0.05059
1.87069e-07,0.00322,0.05059
1.8707e-07,0.00322,0.05058
1.87064e-07,0.00322,0.05059
1.8706299999999999e-07,0.00323,0.05059
1.87066e-07,0.00322,0.05059
1.8706e-07,0.00322,0.05062
1.87056e-07,0.00322,0.05066
1.8705899999999998e-07,0.00322,0.05061
1.8706199999999998e-07,0.00322,0.05058
1.8706299999999999e-07,0.00322,0.05057
1.8706199999999998e-07,0.00322,0.05057
1.8706299999999999e-07,0.00322,0.05056
1.8705899999999998e-07,0.00322,0.05057
1.87056e-07,0.00323,0.05057
1.8705499999999998e-07,0.00323,0.05057
1.87049e-07,0.00323,0.0506
1.87052e-07,0.00323,0.05057
1.87053e-07,0.00323,0.05057
1.8705099999999997e-07,0.00323,0.05057
1.8705099999999997e-07,0.00323,0.05057
1.87044e-07,0.00323,0.05057
1.87043e-07,0.00323,0.05057
1.87037e-07,0.00323,0.05061
1.8703799999999998e-07,0.00323,0.0506
1.8703999999999999e-07,0.00323,0.05058
1.8703899999999998e-07,0.00323,0.05059
1.8703999999999999e-07,0.00323,0.05057
1.87041e-07,0.00323,0.05056
1.8703899999999998e-07,0.00323,0.05057
1.87037e-07,0.00323,0.05058
1.87037e-07,0.00323,0.05058
1.8703199999999998e-07,0.00323,0.05058
1.87029e-07,0.00324,0.05058
1.8703099999999998e-07,0.00324,0.05058
1.87025e-07,0.00323,0.05062
1.87026e-07,0.00323,0.05061
1.87023e-07,0.00323,0.05061
1.87021e-07,0.00324,0.05061
1.87024e-07,0.00323,0.05062
1.87019e-07,0.00323,0.05065
1.87022e-07,0.00323,0.0506
1.87025e-07,0.00323,0.05057
1.87023e-07,0.00323,0.05058
1.87024e-07,0.00323,0.05056
1.87022e-07,0.00323,0.05057
1.87021e-07,0.00323,0.05057
1.8701599999999999e-07,0.00323,0.05058
1.8701099999999998e-07,0.00324,0.05058
1.87009e-07,0.00324,0.05058
1.87003e-07,0.00324,0.05062
1.86996e-07,0.00324,0.05068
1.86997e-07,0.00324,0.05066
1.86999e-07,0.00324,0.05065
1.86997e-07,0.00324,0.05066
1.86998e-07,0.00324,0.05065
1.86995e-07,0.00324,0.05066
1.86995e-07,0.00324,0.05066
1.86989e-07,0.00324,0.05067
1.8698699999999998e-07,0.00324,0.05067
1.86989e-07,0.00324,0.05067
1.86983e-07,0.00324,0.0507
1.8698399999999998e-07,0.00324,0.0507
1.86981e-07,0.00324,0.05071
1.86981e-07,0.00324,0.05071
1.86978e-07,0.00324,0.05072
1.86978e-07,0.00324,0.05072
1.86972e-07,0.00324,0.05072
1.8696999999999999e-07,0.00324,0.05072
1.8696699999999998e-07,0.00324,0.05072
1.8695e-07,0.00324,0.05081
1.8694399999999998e-07,0.00324,0.05085
1.8694699999999999e-07,0.00324,0.0508
1.86949e-07,0.00324,0.05078
1.8695e-07,0.00324,0.05078
1.86952e-07,0.00324,0.05076
1.86953e-07,0.00324,0.05075
1.8695e-07,0.00324,0.05075
1.86949e-07,0.00324,0.05076
1.8695e-07,0.00324,0.05076
1.8694599999999999e-07,0.00324,0.05077
1.8693999999999998e-07,0.00324,0.05077
1.86941e-07,0.00324,0.05077
1.8694399999999998e-07,0.00324,0.05077
1.86938e-07,0.00324,0.05081
1.86939e-07,0.00324,0.0508
1.86937e-07,0.00324,0.05081
1.86938e-07,0.00324,0.05079
1.86939e-07,0.00324,0.05079
1.86941e-07,0.00324,0.05077
1.8694299999999998e-07,0.00324,0.05075
1.86941e-07,0.00324,0.05076
1.8693999999999998e-07,0.00324,0.05076
1.86935e-07,0.00324,0.05077
1.86931e-07,0.00324,0.05077
1.8693e-07,0.00324,0.05076
1.86924e-07,0.00324,0.0508
1.86926e-07,0.00324,0.05078
1.86927e-07,0.00324,0.05077
1.86925e-07,0.00324,0.05078
1.86924e-07,0.00324,0.05079
1.86924e-07,0.00324,0.05078
1.8691999999999998e-07,0.00324,0.0508
1.8691899999999998e-07,0.00324,0.0508
1.86914e-07,0.00324,0.05081
1.86911e-07,0.00325,0.05081
1.8691599999999998e-07,0.00324,0.05081
1.8691e-07,0.00324,0.05085
1.8691e-07,0.00324,0.05084
1.86908e-07,0.00324,0.05085
1.86908e-07,0.00324,0.05085
1.86905e-07,0.00324,0.05086
1.86904e-07,0.00324,0.05086
1.86904e-07,0.00324,0.05086
1.86902e-07,0.00324,0.05087
1.86902e-07,0.00324,0.05087
1.8689699999999998e-07,0.00324,0.05087
1.8689199999999998e-07,0.00325,0.05087
1.86891e-07,0.00325,0.05087
1.8688499999999997e-07,0.00325,0.05091
1.86886e-07,0.00325,0.05091
1.86888e-07,0.00325,0.05086
1.8689199999999998e-07,0.00325,0.05082
1.8689499999999998e-07,0.00325,0.0508
1.8689299999999998e-07,0.00325,0.05081
1.86888e-07,0.00325,0.05083
1.86888e-07,0.00325,0.05083
1.8688899999999997e-07,0.00325,0.05082
1.86886e-07,0.00325,0.05083
1.86884e-07,0.00325,0.05083
1.86884e-07,0.00325,0.05084
1.86881e-07,0.00325,0.05084
1.8688e-07,0.00325,0.05084
1.8688499999999997e-07,0.00324,0.05084
