i0_A_per_cm2,ih_A_per_cm2,R_ohm_cm2
1.90124e-07,0.00247,0.04247
1.90126e-07,0.00247,0.04247
1.90124e-07,0.00247,0.04248
1.90125e-07,0.00247,0.04247
1.90124e-07,0.00247,0.04247
1.90122e-07,0.00247,0.04247
1.90124e-07,0.00247,0.04247
1.9012099999999999e-07,0.00247,0.04249
1.90122e-07,0.00247,0.04248
1.90124e-07,0.00247,0.04246
1.90124e-07,0.00247,0.04246
1.90124e-07,0.00247,0.04246
1.90124e-07,0.00247,0.04246
1.90122e-07,0.00247,0.04246
1.90122e-07,0.00247,0.04247
1.9011999999999998e-07,0.00247,0.04247
1.9011699999999998e-07,0.00247,0.04248
1.90118e-07,0.00247,0.04248
1.9011999999999998e-07,0.00247,0.04248
1.9011699999999998e-07,0.00247,0.04249
1.90118e-07,0.00247,0.04248
1.9011699999999998e-07,0.00247,0.04249
1.9011699999999998e-07,0.00247,0.04249
1.9011599999999998e-07,0.00247,0.04249
1.9011499999999998e-07,0.00247,0.04249
1.90113e-07,0.00247,0.0425
1.90111e-07,0.00247,0.0425
1.9011199999999998e-07,0.00248,0.0425
1.9011e-07,0.00248,0.04251
1.9011e-07,0.00248,0.0425
1.90111e-07,0.00248,0.0425
1.9011e-07,0.00248,0.04251
1.90108e-07,0.00248,0.04251
1.90105e-07,0.00248,0.04251
1.90106e-07,0.00248,0.04251
1.90107e-07,0.00248,0.04251
1.90105e-07,0.00248,0.04253
1.90105e-07,0.00248,0.04252
1.90106e-07,0.00248,0.04252
1.90104e-07,0.00248,0.04252
1.90104e-07,0.00248,0.04252
1.90105e-07,0.00248,0.04252
1.90103e-07,0.00248,0.04253
1.90104e-07,0.00248,0.04252
1.90104e-07,0.00248,0.04253
1.90103e-07,0.00248,0.04253
1.90103e-07,0.00248,0.04253
1.90101e-07,0.00248,0.04253
1.90099e-07,0.00249,0.04253
1.9009799999999999e-07,0.00249,0.04253
1.9009e-07,0.00249,0.04256
1.90087e-07,0.00249,0.04258
1.9008799999999997e-07,0.00249,0.04257
1.9008799999999997e-07,0.00249,0.04257
1.9008799999999997e-07,0.00249,0.04257
1.90087e-07,0.00249,0.04258
1.90086e-07,0.00249,0.04258
1.9008499999999997e-07,0.00249,0.04259
1.90084e-07,0.00249,0.04259
1.90083e-07,0.00249,0.0426
1.90082e-07,0.00249,0.0426
1.90082e-07,0.00249,0.04261
1.9008e-07,0.00249,0.04261
1.90079e-07,0.00249,0.04261
1.90081e-07,0.00249,0.04261
1.9008e-07,0.00249,0.04261
1.90081e-07,0.00249,0.04259
1.90081e-07,0.00249,0.04259
1.9008e-07,0.0025,0.04259
1.90083e-07,0.00249,0.04259
1.90082e-07,0.00249,0.04259
1.90083e-07,0.00249,0.04259
1.90084e-07,0.00249,0.04258
1.90083e-07,0.00249,0.04258
1.90081e-07,0.0025,0.04258
1.90084e-07,0.0025,0.04258
1.90083e-07,0.0025,0.04258
1.90084e-07,0.0025,0.04256
1.90086e-07,0.0025,0.04255
1.90084e-07,0.0025,0.04255
1.90083e-07,0.0025,0.04255
1.9008499999999997e-07,0.0025,0.04255
1.90084e-07,0.0025,0.04256
1.90084e-07,0.0025,0.04256
1.90082e-07,0.0025,0.04256
1.9008e-07,0.00251,0.04256
1.90079e-07,0.00251,0.04256
1.90077e-07,0.00251,0.04256
1.90077e-07,0.00251,0.04256
1.90078e-07,0.00251,0.04256
1.90078e-07,0.00251,0.04256
1.90079e-07,0.00251,0.04255
1.90079e-07,0.00251,0.04256
1.90078e-07,0.00251,0.04256
1.90077e-07,0.00251,0.04256
1.90074e-07,0.00251,0.04257
1.9007199999999998e-07,0.00251,0.04258
1.9007199999999998e-07,0.00251,0.04258
1.9007299999999998e-07,0.00251,0.04258
1.9007199999999998e-07,0.00251,0.04258
1.9007e-07,0.00251,0.04258
1.9006799999999998e-07,0.00251,0.04259
1.9006799999999998e-07,0.00251,0.04259
1.90066e-07,0.00251,0.0426
1.90066e-07,0.00252,0.0426
1.90067e-07,0.00252,0.0426
1.90066e-07,0.00252,0.0426
1.90066e-07,0.00252,0.0426
1.90066e-07,0.00252,0.0426
1.9006499999999998e-07,0.00252,0.04261
1.90064e-07,0.00252,0.04261
1.9006099999999997e-07,0.00252,0.04261
1.90058e-07,0.00252,0.04261
1.9006e-07,0.00252,0.04261
1.90057e-07,0.00252,0.04263
1.90056e-07,0.00252,0.04263
1.90054e-07,0.00252,0.04264
1.9005099999999999e-07,0.00253,0.04264
1.9004899999999998e-07,0.00253,0.04264
1.90046e-07,0.00253,0.04266
1.9004399999999998e-07,0.00253,0.04268
1.9004399999999998e-07,0.00253,0.04268
1.90042e-07,0.00253,0.04269
1.90042e-07,0.00253,0.04269
1.90042e-07,0.00253,0.04269
1.9004e-07,0.00253,0.0427
1.90038e-07,0.00253,0.0427
1.9003699999999997e-07,0.00253,0.0427
1.90038e-07,0.00254,0.0427
1.90035e-07,0.00254,0.04271
1.90035e-07,0.00254,0.04271
1.90034e-07,0.00254,0.04272
1.90034e-07,0.00254,0.04272
1.90032e-07,0.00254,0.04272
1.90031e-07,0.00254,0.04272
1.90032e-07,0.00254,0.04272
1.9003e-07,0.00254,0.04274
1.90031e-07,0.00254,0.04273
1.90032e-07,0.00254,0.04272
1.90031e-07,0.00254,0.04272
1.90031e-07,0.00254,0.04272
1.90031e-07,0.00254,0.04272
1.9003e-07,0.00254,0.04273
1.90029e-07,0.00254,0.04273
1.9002699999999998e-07,0.00254,0.04274
1.90026e-07,0.00254,0.04274
1.90023e-07,0.00254,0.04274
1.9002099999999998e-07,0.00254,0.04274
1.90019e-07,0.00255,0.04274
1.9001699999999997e-07,0.00255,0.04276
1.9001699999999997e-07,0.00255,0.04276
1.90016e-07,0.00255,0.04277
1.90016e-07,0.00255,0.04276
1.90016e-07,0.00255,0.04276
1.90014e-07,0.00255,0.04276
1.90014e-07,0.00255,0.04276
1.90016e-07,0.00255,0.04276
1.90014e-07,0.00255,0.04277
1.90013e-07,0.00255,0.04278
1.90013e-07,0.00255,0.04278
1.90012e-07,0.00255,0.04278
1.90013e-07,0.00255,0.04278
1.90011e-07,0.00255,0.04278
1.90011e-07,0.00255,0.04278
1.90011e-07,0.00255,0.04278
1.90009e-07,0.00255,0.04279
1.90006e-07,0.00255,0.04279
1.9000499999999999e-07,0.00255,0.04279
1.9000499999999999e-07,0.00256,0.04279
1.9000199999999998e-07,0.00256,0.04281
1.9000399999999999e-07,0.00256,0.04279
1.90003e-07,0.00256,0.0428
1.90003e-07,0.00256,0.04279
1.90003e-07,0.00256,0.04279
1.9000199999999998e-07,0.00256,0.0428
1.9000199999999998e-07,0.00256,0.0428
1.8999799999999998e-07,0.00256,0.0428
1.8999699999999998e-07,0.00256,0.0428
1.89999e-07,0.00256,0.0428
1.89996e-07,0.00256,0.04282
1.89996e-07,0.00256,0.04282
1.89996e-07,0.00256,0.04282
1.89995e-07,0.00256,0.04282
1.89996e-07,0.00256,0.04282
1.89996e-07,0.00256,0.04281
1.89995e-07,0.00256,0.04282
1.89994e-07,0.00256,0.04283
1.8999299999999997e-07,0.00256,0.04283
1.89992e-07,0.00256,0.04283
1.8999e-07,0.00256,0.04284
1.89989e-07,0.00256,0.04284
1.89989e-07,0.00256,0.04284
1.89987e-07,0.00256,0.04285
1.89988e-07,0.00256,0.04284
1.89988e-07,0.00256,0.04284
1.89988e-07,0.00256,0.04284
1.89989e-07,0.00256,0.04283
1.89988e-07,0.00256,0.04284
1.89987e-07,0.00256,0.04284
1.89985e-07,0.00256,0.04284
1.89983e-07,0.00257,0.04284
1.89985e-07,0.00257,0.04284
1.89971e-07,0.00257,0.0429
1.89968e-07,0.00257,0.04292
1.89964e-07,0.00257,0.04295
1.89965e-07,0.00257,0.04294
1.8996599999999997e-07,0.00257,0.04293
1.89964e-07,0.00257,0.04293
1.89964e-07,0.00257,0.04293
1.89965e-07,0.00257,0.04293
1.89962e-07,0.00257,0.04295
1.89963e-07,0.00257,0.04294
1.89963e-07,0.00257,0.04294
1.89962e-07,0.00257,0.04294
1.89962e-07,0.00257,0.04294
1.8996e-07,0.00257,0.04294
1.89959e-07,0.00257,0.04294
1.8996e-07,0.00257,0.04294
1.8995799999999999e-07,0.00257,0.04296
1.89959e-07,0.00257,0.04295
1.8995799999999999e-07,0.00257,0.04295
1.8996e-07,0.00257,0.04295
1.89961e-07,0.00257,0.04295
1.89959e-07,0.00257,0.04296
1.8996e-07,0.00257,0.04296
1.8996e-07,0.00257,0.04296
1.8995699999999998e-07,0.00257,0.04298
1.8995699999999998e-07,0.00257,0.04298
1.8995599999999998e-07,0.00257,0.04298
1.8995599999999998e-07,0.00257,0.04298
1.89955e-07,0.00257,0.04299
1.89955e-07,0.00257,0.04299
1.89951e-07,0.00257,0.04299
1.89948e-07,0.00258,0.04299
1.8994899999999998e-07,0.00258,0.04299
1.8994599999999997e-07,0.00258,0.04301
1.89947e-07,0.00258,0.043
1.89948e-07,0.00258,0.04299
1.89947e-07,0.00258,0.04299
1.89948e-07,0.00258,0.04299
1.89948e-07,0.00258,0.04299
1.8994599999999997e-07,0.00258,0.04299
1.89944e-07,0.00258,0.043
1.89943e-07,0.00258,0.043
1.89944e-07,0.00258,0.043
1.8994e-07,0.00258,0.04301
1.89938e-07,0.00258,0.04303
1.89937e-07,0.00258,0.04303
1.89937e-07,0.00258,0.04303
1.89938e-07,0.00258,0.04302
1.89939e-07,0.00258,0.04302
1.89938e-07,0.00258,0.04302
1.89935e-07,0.00258,0.04302
1.8993399999999999e-07,0.00259,0.04302
1.89935e-07,0.00259,0.04302
1.8993199999999998e-07,0.00259,0.04304
1.89931e-07,0.00259,0.04305
1.8992899999999998e-07,0.00259,0.04305
1.8992599999999998e-07,0.00259,0.04305
1.89928e-07,0.00259,0.04305
1.8992599999999998e-07,0.00259,0.04307
1.8992599999999998e-07,0.00259,0.04306
1.89927e-07,0.00259,0.04306
1.89927e-07,0.00259,0.04305
1.89925e-07,0.00259,0.04306
1.89924e-07,0.00259,0.04306
1.89925e-07,0.00259,0.04306
1.89923e-07,0.00259,0.04307
1.89924e-07,0.00259,0.04306
1.8992199999999997e-07,0.00259,0.04306
1.8992e-07,0.0026,0.04306
1.89921e-07,0.0026,0.04306
1.89918e-07,0.0026,0.04308
1.89919e-07,0.0026,0.04308
1.8992e-07,0.0026,0.04306
1.89917e-07,0.0026,0.04307
1.89914e-07,0.00261,0.04307
1.8991099999999999e-07,0.00261,0.04307
1.89908e-07,0.00261,0.04309
1.8990899999999998e-07,0.00261,0.04308
1.8990899999999998e-07,0.00261,0.04308
1.89908e-07,0.00261,0.04308
1.8990499999999998e-07,0.00261,0.0431
1.8990599999999998e-07,0.00261,0.0431
1.8990599999999998e-07,0.00261,0.0431
1.89904e-07,0.00261,0.0431
1.89899e-07,0.00261,0.04311
1.89897e-07,0.00262,0.04311
1.89897e-07,0.00262,0.04311
1.89894e-07,0.00262,0.04313
1.89895e-07,0.00262,0.04311
1.89893e-07,0.00262,0.04312
1.89893e-07,0.00262,0.04312
1.8988799999999999e-07,0.00262,0.04313
1.8988799999999999e-07,0.00262,0.04313
1.89889e-07,0.00262,0.04313
1.8988599999999998e-07,0.00262,0.04315
1.8988599999999998e-07,0.00262,0.04315
1.8988599999999998e-07,0.00262,0.04315
1.8988499999999998e-07,0.00262,0.04315
1.8988499999999998e-07,0.00262,0.04315
1.8988599999999998e-07,0.00262,0.04315
1.89881e-07,0.00262,0.04315
1.89881e-07,0.00262,0.04315
1.8987899999999998e-07,0.00263,0.04315
1.89876e-07,0.00263,0.04317
1.89871e-07,0.00263,0.04321
1.89872e-07,0.00263,0.0432
1.89873e-07,0.00263,0.04319
1.89872e-07,0.00263,0.04319
1.89873e-07,0.00263,0.04319
1.89873e-07,0.00263,0.04319
1.89871e-07,0.00263,0.0432
1.89869e-07,0.00263,0.04321
1.89864e-07,0.00263,0.04321
1.89864e-07,0.00263,0.04321
1.8986499999999999e-07,0.00263,0.04321
1.8986099999999998e-07,0.00263,0.04323
1.89857e-07,0.00263,0.04327
1.8985799999999998e-07,0.00263,0.04326
1.8985499999999998e-07,0.00263,0.04326
1.8985399999999997e-07,0.00263,0.04326
1.8985499999999998e-07,0.00263,0.04326
1.89852e-07,0.00263,0.04328
1.89853e-07,0.00263,0.04327
1.8985399999999997e-07,0.00263,0.04327
1.89853e-07,0.00263,0.04327
1.89853e-07,0.00263,0.04327
1.89853e-07,0.00263,0.04327
1.89852e-07,0.00263,0.04327
1.8985099999999997e-07,0.00263,0.04328
1.89846e-07,0.00263,0.04328
1.89842e-07,0.00264,0.04328
1.8984e-07,0.00265,0.04328
1.89836e-07,0.00264,0.0433
1.8983699999999998e-07,0.00265,0.0433
1.8983699999999998e-07,0.00265,0.0433
1.89836e-07,0.00265,0.0433
1.89833e-07,0.00264,0.04332
1.89833e-07,0.00264,0.04331
1.8983399999999998e-07,0.00265,0.04331
1.89832e-07,0.00265,0.04332
1.8983099999999997e-07,0.00264,0.04332
1.8983099999999997e-07,0.00265,0.04332
1.8983e-07,0.00264,0.04333
1.8983e-07,0.00264,0.04333
1.89828e-07,0.00264,0.04333
1.89824e-07,0.00265,0.04334
1.89824e-07,0.00265,0.04334
1.89826e-07,0.00265,0.04334
1.89822e-07,0.00265,0.04335
1.8981799999999999e-07,0.00265,0.04337
1.8981499999999998e-07,0.00265,0.0434
1.89816e-07,0.00265,0.04339
1.89816e-07,0.00265,0.04339
1.89816e-07,0.00265,0.04339
1.8981499999999998e-07,0.00265,0.04339
1.89812e-07,0.00265,0.0434
1.89809e-07,0.00265,0.0434
1.89806e-07,0.00266,0.0434
1.89803e-07,0.00266,0.04342
1.89804e-07,0.00266,0.04341
1.89805e-07,0.00266,0.0434
1.89804e-07,0.00266,0.04341
1.89804e-07,0.00266,0.0434
1.89804e-07,0.00266,0.0434
1.89801e-07,0.00266,0.04341
1.898e-07,0.00266,0.04341
1.89802e-07,0.00266,0.04341
1.89799e-07,0.00266,0.04343
1.89799e-07,0.00266,0.04342
1.89798e-07,0.00266,0.04343
1.89797e-07,0.00266,0.04343
1.89797e-07,0.00266,0.04343
1.8979399999999999e-07,0.00266,0.04344
1.8979499999999999e-07,0.00266,0.04344
1.89798e-07,0.00266,0.04344
1.8979399999999999e-07,0.00266,0.04346
1.8979499999999999e-07,0.00266,0.04345
1.8979399999999999e-07,0.00266,0.04345
1.8979399999999999e-07,0.00266,0.04345
1.8979299999999998e-07,0.00266,0.04346
1.89792e-07,0.00266,0.04346
1.89789e-07,0.00266,0.04346
1.89785e-07,0.00266,0.04346
1.89785e-07,0.00267,0.04346
1.89778e-07,0.00267,0.0435
1.89773e-07,0.00267,0.04353
1.89775e-07,0.00267,0.04352
1.89775e-07,0.00267,0.04351
1.89774e-07,0.00267,0.04352
1.89775e-07,0.00267,0.04351
1.89776e-07,0.00267,0.04351
1.89776e-07,0.00267,0.0435
1.89775e-07,0.00267,0.0435
1.89776e-07,0.00267,0.0435
1.89774e-07,0.00267,0.04351
1.89773e-07,0.00267,0.04351
1.89773e-07,0.00267,0.04351
1.89773e-07,0.00267,0.04351
1.89772e-07,0.00267,0.04352
1.8977099999999999e-07,0.00267,0.04352
1.8976999999999998e-07,0.00267,0.04353
1.89765e-07,0.00267,0.04353
1.8976399999999998e-07,0.00267,0.04353
1.8976299999999998e-07,0.00267,0.04353
1.89759e-07,0.00267,0.04355
1.8976e-07,0.00267,0.04355
1.89759e-07,0.00267,0.04355
1.89757e-07,0.00267,0.04357
1.89757e-07,0.00267,0.04356
1.89756e-07,0.00267,0.04357
1.89756e-07,0.00267,0.04357
1.89754e-07,0.00267,0.04357
1.89753e-07,0.00267,0.04358
1.89753e-07,0.00267,0.04358
1.89753e-07,0.00267,0.04358
1.8975e-07,0.00267,0.04359
1.8974699999999999e-07,0.00267,0.04359
1.8974699999999999e-07,0.00267,0.04359
1.8974799999999999e-07,0.00267,0.04359
1.89745e-07,0.00267,0.04362
1.8973999999999998e-07,0.00267,0.04365
1.89741e-07,0.00267,0.04364
1.89742e-07,0.00267,0.04364
1.89741e-07,0.00267,0.04364
1.89741e-07,0.00267,0.04364
1.8973999999999998e-07,0.00267,0.04364
1.8973999999999998e-07,0.00267,0.04364
1.8973899999999998e-07,0.00267,0.04365
1.89738e-07,0.00267,0.04365
1.89734e-07,0.00267,0.04366
1.89731e-07,0.00268,0.04366
1.8973e-07,0.00268,0.04366
1.89726e-07,0.00268,0.04368
1.89726e-07,0.00268,0.04368
1.89725e-07,0.00268,0.04368
1.8972399999999999e-07,0.00268,0.04368
1.8972399999999999e-07,0.00268,0.04369
1.8972299999999998e-07,0.00268,0.04369
1.89717e-07,0.00268,0.0437
1.89714e-07,0.00269,0.0437
1.89714e-07,0.00269,0.0437
1.8971e-07,0.00269,0.04372
1.89711e-07,0.00269,0.04372
1.89709e-07,0.00269,0.04372
1.89708e-07,0.00269,0.04373
1.89702e-07,0.00269,0.04374
1.8969999999999998e-07,0.00269,0.04374
1.8969999999999998e-07,0.00269,0.04374
1.89694e-07,0.00269,0.04376
1.8969e-07,0.00269,0.04379
1.89685e-07,0.00269,0.04383
1.89686e-07,0.00269,0.04382
1.89684e-07,0.00269,0.04383
1.89681e-07,0.00269,0.04385
1.8968e-07,0.00269,0.04385
1.89679e-07,0.00269,0.04385
1.8967699999999999e-07,0.00269,0.04386
1.8967599999999998e-07,0.00269,0.04387
1.8967199999999998e-07,0.00269,0.04387
1.89669e-07,0.0027,0.04387
1.89667e-07,0.0027,0.04387
1.89656e-07,0.0027,0.04392
1.8965199999999998e-07,0.0027,0.04394
1.8965199999999998e-07,0.0027,0.04394
1.8965099999999998e-07,0.0027,0.04395
1.8965099999999998e-07,0.0027,0.04394
1.8965099999999998e-07,0.0027,0.04394
1.8964899999999998e-07,0.0027,0.04395
1.8964799999999998e-07,0.0027,0.04395
1.89646e-07,0.0027,0.04396
1.8964e-07,0.0027,0.04397
1.89637e-07,0.00271,0.04397
1.89638e-07,0.00271,0.04397
1.89634e-07,0.00271,0.04399
1.89634e-07,0.00271,0.04399
1.89634e-07,0.00271,0.04399
1.89635e-07,0.00271,0.04399
1.89634e-07,0.00271,0.04399
1.8963099999999999e-07,0.00271,0.044
1.8963e-07,0.00271,0.044
1.8962899999999998e-07,0.00271,0.04401
1.8962699999999998e-07,0.00271,0.04402
1.89626e-07,0.00271,0.04403
1.8962499999999998e-07,0.00271,0.04403
1.89619e-07,0.00271,0.04404
1.89614e-07,0.00272,0.04404
1.89612e-07,0.00272,0.04404
1.8960799999999999e-07,0.00272,0.04406
1.89609e-07,0.00272,0.04405
1.8960799999999999e-07,0.00272,0.04406
1.8960799999999999e-07,0.00272,0.04406
1.8960799999999999e-07,0.00272,0.04406
1.8960699999999999e-07,0.00272,0.04406
1.8960699999999999e-07,0.00272,0.04406
1.8960499999999998e-07,0.00272,0.04407
1.8959999999999998e-07,0.00272,0.04407
1.8959999999999998e-07,0.00272,0.04407
1.8959999999999998e-07,0.00272,0.04407
1.89596e-07,0.00272,0.0441
1.8959699999999997e-07,0.00272,0.04409
1.89595e-07,0.00272,0.0441
1.89595e-07,0.00272,0.0441
1.8959e-07,0.00272,0.0441
1.8959e-07,0.00272,0.0441
1.89591e-07,0.00272,0.0441
1.89588e-07,0.00272,0.04413
1.89588e-07,0.00272,0.04412
1.89587e-07,0.00272,0.04413
1.89587e-07,0.00272,0.04412
1.8958600000000001e-07,0.00272,0.04413
1.8958499999999999e-07,0.00272,0.04413
1.8958399999999999e-07,0.00272,0.04414
1.8957999999999998e-07,0.00272,0.04414
1.8957599999999998e-07,0.00273,0.04414
1.89574e-07,0.00274,0.04414
1.89562e-07,0.00274,0.04419
1.8955799999999998e-07,0.00274,0.04422
1.8955799999999998e-07,0.00274,0.04421
1.8955699999999998e-07,0.00274,0.04421
1.8955799999999998e-07,0.00274,0.04421
1.8955799999999998e-07,0.00274,0.04421
1.8955599999999998e-07,0.00274,0.04421
1.89551e-07,0.00274,0.04422
1.8954899999999997e-07,0.00274,0.04422
1.8955e-07,0.00274,0.04422
1.89546e-07,0.00274,0.04424
1.89547e-07,0.00274,0.04423
1.89545e-07,0.00274,0.04424
1.89544e-07,0.00274,0.04424
1.8954e-07,0.00274,0.04425
1.8954e-07,0.00274,0.04425
1.89542e-07,0.00274,0.04425
1.8953799999999999e-07,0.00274,0.04427
1.8953699999999999e-07,0.00274,0.04428
1.8953699999999999e-07,0.00274,0.04428
1.8953799999999999e-07,0.00274,0.04427
1.8953699999999999e-07,0.00274,0.04427
1.8953699999999999e-07,0.00274,0.04427
1.8953699999999999e-07,0.00274,0.04427
1.8953199999999998e-07,0.00274,0.04428
1.89528e-07,0.00275,0.04428
1.8952599999999997e-07,0.00275,0.04428
1.89522e-07,0.00275,0.0443
1.89522e-07,0.00275,0.0443
1.89521e-07,0.00275,0.0443
1.89522e-07,0.00275,0.0443
1.89522e-07,0.00275,0.0443
1.8952e-07,0.00275,0.0443
1.89519e-07,0.00275,0.04431
1.89519e-07,0.00275,0.04431
1.89517e-07,0.00275,0.04431
1.8951299999999998e-07,0.00275,0.04432
1.89511e-07,0.00276,0.04432
1.8951199999999998e-07,0.00276,0.04432
1.89508e-07,0.00276,0.04433
1.89504e-07,0.00276,0.04436
1.8950499999999998e-07,0.00276,0.04436
1.8950599999999998e-07,0.00276,0.04435
1.8950599999999998e-07,0.00276,0.04434
1.8950599999999998e-07,0.00276,0.04434
1.89507e-07,0.00276,0.04434
1.8950499999999998e-07,0.00276,0.04434
1.895e-07,0.00276,0.04438
1.895e-07,0.00276,0.04438
1.89499e-07,0.00276,0.04439
1.89498e-07,0.00276,0.04439
1.89493e-07,0.00276,0.0444
1.8948799999999998e-07,0.00276,0.0444
1.89484e-07,0.00277,0.0444
1.8948e-07,0.00277,0.04442
1.8948e-07,0.00277,0.04442
1.8948e-07,0.00277,0.04442
1.8947799999999997e-07,0.00277,0.04443
1.8947799999999997e-07,0.00277,0.04442
1.89479e-07,0.00277,0.04442
1.89477e-07,0.00277,0.04443
1.89475e-07,0.00277,0.04444
1.89474e-07,0.00277,0.04445
1.89474e-07,0.00277,0.04445
1.89472e-07,0.00277,0.04446
1.89472e-07,0.00277,0.04446
1.8947e-07,0.00277,0.04446
1.89464e-07,0.00277,0.04447
1.8946e-07,0.00278,0.04447
1.8946e-07,0.00278,0.04447
1.89457e-07,0.00278,0.04449
1.8945799999999998e-07,0.00278,0.04448
1.89456e-07,0.00278,0.04449
1.89457e-07,0.00278,0.04448
1.89456e-07,0.00278,0.04449
1.89457e-07,0.00278,0.04448
1.89456e-07,0.00278,0.04449
1.8945e-07,0.00278,0.04449
1.8944499999999999e-07,0.00279,0.04449
1.8944099999999998e-07,0.00279,0.04449
1.89437e-07,0.00279,0.04452
1.8943799999999998e-07,0.00279,0.04451
1.89437e-07,0.00279,0.04451
1.89437e-07,0.00279,0.04451
1.89436e-07,0.00279,0.04452
1.89431e-07,0.00279,0.04452
1.89428e-07,0.0028,0.04452
1.8943e-07,0.0028,0.04452
1.89426e-07,0.0028,0.04455
1.89425e-07,0.0028,0.04455
1.89426e-07,0.0028,0.04454
1.89424e-07,0.0028,0.04455
1.89423e-07,0.0028,0.04455
1.8941899999999998e-07,0.0028,0.04456
1.8941699999999998e-07,0.0028,0.04456
1.8941899999999998e-07,0.0028,0.04456
1.8941499999999998e-07,0.0028,0.04458
1.89416e-07,0.0028,0.04457
1.8941699999999998e-07,0.0028,0.04457
1.8941699999999998e-07,0.0028,0.04457
1.8941699999999998e-07,0.0028,0.04457
1.89416e-07,0.0028,0.04457
1.8941499999999998e-07,0.0028,0.04458
1.8940999999999997e-07,0.0028,0.04458
1.89406e-07,0.00281,0.04458
1.89403e-07,0.00281,0.04458
1.89399e-07,0.00281,0.04461
1.894e-07,0.00281,0.0446
1.894e-07,0.00281,0.0446
1.894e-07,0.00281,0.0446
1.8939799999999999e-07,0.00281,0.04461
1.89392e-07,0.00281,0.04461
1.8938999999999998e-07,0.00281,0.04461
1.8938999999999998e-07,0.00281,0.04461
1.89386e-07,0.00281,0.04464
1.89385e-07,0.00281,0.04464
1.89386e-07,0.00281,0.04464
1.89384e-07,0.00281,0.04465
1.8938299999999997e-07,0.00281,0.04465
1.89377e-07,0.00281,0.04466
1.8937399999999999e-07,0.00282,0.04466
1.89375e-07,0.00282,0.04466
1.8937099999999998e-07,0.00282,0.04468
1.8936599999999998e-07,0.00282,0.04472
1.8936599999999998e-07,0.00282,0.04472
1.89364e-07,0.00282,0.04473
1.89361e-07,0.00282,0.04475
1.8936e-07,0.00282,0.04475
1.89358e-07,0.00282,0.04476
1.89357e-07,0.00282,0.04476
1.89357e-07,0.00282,0.04477
1.89356e-07,0.00282,0.04477
1.8934999999999998e-07,0.00282,0.04478
1.89345e-07,0.00283,0.04478
1.89344e-07,0.00283,0.04478
1.8934e-07,0.00283,0.04481
1.8934e-07,0.00283,0.0448
1.89341e-07,0.00283,0.0448
1.89336e-07,0.00283,0.0448
1.89333e-07,0.00283,0.0448
1.89331e-07,0.00284,0.0448
1.8932699999999999e-07,0.00284,0.04483
1.8932799999999999e-07,0.00284,0.04482
1.8932799999999999e-07,0.00284,0.04481
1.8932699999999999e-07,0.00284,0.04482
1.8932799999999999e-07,0.00284,0.04481
1.8932599999999998e-07,0.00284,0.04482
1.8932199999999998e-07,0.00284,0.04482
1.8931899999999998e-07,0.00284,0.04482
1.89321e-07,0.00284,0.04482
1.89317e-07,0.00284,0.04485
1.89316e-07,0.00284,0.04485
1.89315e-07,0.00284,0.04486
1.89312e-07,0.00284,0.04487
1.89312e-07,0.00284,0.04487
1.8931e-07,0.00284,0.04487
1.89309e-07,0.00284,0.04488
1.89305e-07,0.00284,0.04488
1.89305e-07,0.00284,0.04488
1.89307e-07,0.00284,0.04488
1.8930199999999998e-07,0.00284,0.04491
1.8930299999999998e-07,0.00284,0.04491
1.8930399999999999e-07,0.00284,0.0449
1.8930399999999999e-07,0.00284,0.0449
1.8930299999999998e-07,0.00284,0.0449
1.8930299999999998e-07,0.00284,0.0449
1.8930299999999998e-07,0.00284,0.0449
1.8930299999999998e-07,0.00284,0.0449
1.89301e-07,0.00284,0.04491
1.8929999999999998e-07,0.00284,0.04491
1.8929899999999998e-07,0.00284,0.04492
1.8929499999999998e-07,0.00284,0.04492
1.89291e-07,0.00285,0.04492
1.89289e-07,0.00285,0.04492
1.89284e-07,0.00285,0.04495
1.89285e-07,0.00285,0.04494
1.89286e-07,0.00285,0.04493
1.89284e-07,0.00285,0.04494
1.8927899999999998e-07,0.00285,0.04495
1.8927599999999998e-07,0.00285,0.04495
1.89277e-07,0.00285,0.04495
1.89273e-07,0.00285,0.04497
1.89274e-07,0.00285,0.04496
1.89273e-07,0.00285,0.04497
1.8927199999999998e-07,0.00285,0.04497
1.89267e-07,0.00285,0.04498
1.89265e-07,0.00286,0.04498
1.89267e-07,0.00286,0.04498
1.89263e-07,0.00286,0.045
1.89264e-07,0.00286,0.04499
1.89264e-07,0.00286,0.04499
1.89263e-07,0.00286,0.04499
1.89262e-07,0.00286,0.045
1.89261e-07,0.00286,0.045
1.89257e-07,0.00286,0.04501
1.89253e-07,0.00286,0.04501
1.8925e-07,0.00287,0.04501
1.89245e-07,0.00287,0.04503
1.89245e-07,0.00287,0.04503
1.8924399999999997e-07,0.00287,0.04504
1.89245e-07,0.00287,0.04503
1.89245e-07,0.00287,0.04503
1.89243e-07,0.00287,0.04504
1.89242e-07,0.00287,0.04504
1.89239e-07,0.00287,0.04505
1.8923399999999999e-07,0.00287,0.04506
1.8923099999999998e-07,0.00287,0.04506
1.89233e-07,0.00287,0.04506
1.8922799999999998e-07,0.00287,0.04509
1.89229e-07,0.00287,0.04508
1.8922699999999998e-07,0.00287,0.04509
