event_id,canonical_row_6104,original_index,raw_event_start_index_1based,source_segment_row_1based,source_file,event_class_code,current_A,previous_current_A,next_current_A,voltage_V,voltage_as_input_allowed,temperature_C,h2_pressure,air_pressure,I_step_A,abs_I_step_A,qt_num_cum,bz_num_cum,time_0A_cum,time_25A_cum,time_90A_cum,time_120A_cum,time_160A_cum,time_195A_cum,time_270A_cum,time_370A_cum,i0,ih,R_ohm,deleted_3700_3900_flag,deletion_boundary_after_flag,valid_for_theta_alignment,model_input_01_h2_pressure,model_input_02_h2_pressure,model_input_03_o2_pressure,model_input_04_o2_pressure,model_input_05_stack_temperature,model_input_06_stack_temperature,model_input_07_o2_temperature,model_input_08_o2_temperature,model_input_09_h2_temperature,model_input_10_h2_temperature
LZW-E001215,1215,1215,2128074,128,论文代码/电堆数据/工况数据提取/data_mark.mat,3,164.9,124.0,269.1,123.0,False,59.849999999999994,127.1,111.0,109.10000000000002,109.10000000000002,252.0,963.0,25385.0,20867.0,496126.0,362724.0,89810.0,935107.0,183233.0,9062.0,1.90333e-07,0.0023,0.04186,False,False,True,127.5,126.7,118.5,103.5,58.8,60.9,57.8,60.4,58.6,58.3
LZW-E001216,1216,1216,2128171,128,论文代码/电堆数据/工况数据提取/data_mark.mat,3,269.1,164.9,194.95500000000004,118.0,False,70.65,137.3,119.7,-74.20000000000002,74.20000000000002,252.0,964.0,25385.0,20867.0,496126.0,362724.0,89810.0,935107.0,183335.0,9062.0,1.90332e-07,0.0023,0.04187,False,False,True,137.8,136.8,128.8,110.6,68.9,72.4,64.2,69.9,62.9,66.3
LZW-E001217,1217,1217,2128238,128,论文代码/电堆数据/工况数据提取/data_mark.mat,3,194.95500000000004,269.1,89.94166666666666,122.18333333333334,False,69.2075,129.67583333333334,113.94333333333336,-105.0,105.0,252.0,965.0,25385.0,20867.0,496126.0,362724.0,89810.0,939859.0,183335.0,9062.0,1.90332e-07,0.0023,0.04187,False,False,True,130.09333333333333,129.25833333333333,120.86000000000004,107.02666666666669,67.54833333333333,70.86666666666666,67.32166666666666,70.28333333333333,64.94333333333333,67.00333333333333
LZW-E001218,1218,1218,2133008,128,论文代码/电堆数据/工况数据提取/data_mark.mat,2,89.94166666666666,194.95500000000004,119.95,130.85,False,59.30333333333333,123.00500000000002,107.42249999999999,30.099999999999994,30.099999999999994,252.0,966.0,25385.0,20867.0,499365.0,362724.0,89810.0,939859.0,183335.0,9062.0,1.90331e-07,0.0023,0.04187,False,False,True,122.98000000000002,123.03000000000002,113.21166666666664,101.63333333333334,58.431666666666665,60.17499999999999,57.985,60.30333333333333,58.80166666666667,58.23499999999999
LZW-E001219,1219,1219,2133623,128,论文代码/电堆数据/工况数据提取/data_mark.mat,3,119.95,89.94166666666666,24.941666666666663,127.0,False,64.57916666666668,123.86833333333334,108.43583333333333,-95.0,95.0,252.0,967.0,25385.0,20867.0,499365.0,367126.0,89810.0,939859.0,183335.0,9062.0,1.90331e-07,0.0023,0.04187,False,False,True,124.09666666666668,123.64,114.45833333333334,102.41333333333333,63.39666666666667,65.76166666666668,62.84333333333332,65.36333333333333,62.08500000000001,63.125
LZW-E001220,1220,1220,2138034,128,论文代码/电堆数据/工况数据提取/data_mark.mat,2,24.941666666666663,119.95,0.0,139.0,False,45.81833333333334,121.995,106.99750000000003,-25.0,25.0,252.0,968.0,25385.0,21035.0,499365.0,367126.0,89810.0,939859.0,183335.0,9062.0,1.90329e-07,0.0023,0.04187,False,False,True,121.88000000000002,122.11,112.06166666666668,101.93333333333337,45.36333333333334,46.27333333333334,52.03333333333334,54.04666666666667,53.12166666666667,49.013333333333335
LZW-E001221,1221,1221,2138205,128,论文代码/电堆数据/工况数据提取/data_mark.mat,1,0.0,24.941666666666663,0.0,156.0,False,45.8,122.3,107.0,0.0,0.0,253.0,968.0,25413.0,21035.0,499365.0,367126.0,89810.0,939859.0,183335.0,9062.0,1.90326e-07,0.0023,0.04187,False,False,True,122.1,122.5,111.9,102.1,45.5,46.1,50.2,52.1,51.4,47.8
LZW-E001222,1222,1222,2144728,129,论文代码/电堆数据/工况数据提取/data_mark.mat,1,0.0,0.0,160.12833333333336,165.0,False,25.95,121.9,110.4,160.0,160.0,254.0,968.0,25445.0,21035.0,499365.0,367126.0,89810.0,939859.0,183335.0,9062.0,1.90325e-07,0.00231,0.04187,False,False,True,122.1,121.7,115.4,105.4,25.5,26.4,27.7,28.5,28.6,27.9
LZW-E001223,1223,1223,2144794,129,论文代码/电堆数据/工况数据提取/data_mark.mat,3,160.12833333333336,0.0,268.9533333333333,125.96666666666668,False,57.947500000000005,129.595,113.36916666666667,109.10000000000002,109.10000000000002,254.0,969.0,25445.0,21035.0,499365.0,367126.0,90461.0,939859.0,183335.0,9062.0,1.90324e-07,0.00231,0.04189,False,False,True,130.11666666666667,129.07333333333332,120.74500000000002,105.99333333333334,56.80666666666666,59.08833333333335,50.58833333333333,56.98,49.88999999999999,54.635
LZW-E001224,1224,1224,2145501,129,论文代码/电堆数据/工况数据提取/data_mark.mat,3,268.9533333333333,160.12833333333336,194.955,119.96666666666668,False,72.00833333333333,138.39583333333331,121.56583333333334,-74.20000000000002,74.20000000000002,254.0,970.0,25445.0,21035.0,499365.0,367126.0,90461.0,939859.0,185412.0,9062.0,1.90324e-07,0.00231,0.04188,False,False,True,139.12166666666664,137.67000000000002,129.45166666666668,113.68,69.93833333333333,74.07833333333332,70.075,73.36,64.90833333333332,69.58000000000001
LZW-E001225,1225,1225,2147592,129,论文代码/电堆数据/工况数据提取/data_mark.mat,3,194.955,268.9533333333333,91.12166666666666,123.15,False,68.925,130.48416666666668,114.24666666666667,-103.9,103.9,254.0,971.0,25445.0,21035.0,499365.0,367126.0,90461.0,940267.0,185412.0,9062.0,1.90325e-07,0.00231,0.04188,False,False,True,130.90500000000003,130.06333333333336,121.24666666666666,107.24666666666668,67.27666666666667,70.57333333333332,67.16166666666668,70.07,64.24333333333334,66.85833333333333
LZW-E001226,1226,1226,2148025,129,论文代码/电堆数据/工况数据提取/data_mark.mat,2,91.12166666666666,194.955,194.955,131.26666666666668,False,59.60583333333334,122.92500000000003,108.07333333333332,103.9,103.9,254.0,972.0,25445.0,21035.0,499641.0,367126.0,90461.0,940267.0,185412.0,9062.0,1.90324e-07,0.00231,0.04188,False,False,True,122.90333333333336,122.94666666666669,113.57999999999998,102.56666666666666,58.79333333333334,60.41833333333334,58.26333333333332,60.403333333333336,58.22666666666666,58.245
LZW-E001227,1227,1227,2148355,129,论文代码/电堆数据/工况数据提取/data_mark.mat,3,194.955,91.12166666666666,119.96333333333337,123.0,False,69.04166666666666,130.46583333333334,114.43249999999999,-75.0,75.0,254.0,973.0,25445.0,21035.0,499641.0,367126.0,90461.0,943926.0,185412.0,9062.0,1.90324e-07,0.00231,0.04188,False,False,True,130.83833333333334,130.09333333333333,121.25833333333334,107.60666666666664,67.37666666666667,70.70666666666666,66.915,69.94000000000001,63.80666666666666,66.72500000000001
LZW-E001228,1228,1228,2151620,129,论文代码/电堆数据/工况数据提取/data_mark.mat,3,119.96333333333337,194.955,89.95333333333333,127.9,False,64.49333333333333,123.99333333333334,108.55166666666668,-29.90000000000001,29.90000000000001,254.0,974.0,25445.0,21035.0,499641.0,369389.0,90461.0,943926.0,185412.0,9062.0,1.90324e-07,0.00231,0.04188,False,False,True,124.13333333333334,123.85333333333332,114.35333333333332,102.75000000000004,63.38,65.60666666666665,62.78833333333333,65.30166666666666,62.13166666666667,63.11666666666666
LZW-E001229,1229,1229,2153889,129,论文代码/电堆数据/工况数据提取/data_mark.mat,2,89.95333333333333,119.96333333333337,24.936666666666664,130.0,False,59.096666666666664,122.24833333333335,107.36416666666669,-65.0,65.0,254.0,975.0,25445.0,21035.0,501048.0,369389.0,90461.0,943926.0,185412.0,9062.0,1.90323e-07,0.00231,0.04188,False,False,True,122.23333333333336,122.26333333333334,112.97833333333334,101.75000000000004,58.26833333333334,59.925,57.58833333333334,60.10500000000001,58.285,58.07333333333335
LZW-E001230,1230,1230,2155028,129,论文代码/电堆数据/工况数据提取/data_mark.mat,2,24.936666666666664,89.95333333333333,0.0,139.06666666666666,False,44.931666666666665,121.78333333333333,107.20916666666668,-25.0,25.0,254.0,976.0,25445.0,21193.0,501048.0,369389.0,90461.0,943926.0,185412.0,9062.0,1.90321e-07,0.00231,0.04188,False,False,True,121.67000000000002,121.89666666666666,112.28833333333336,102.12999999999998,44.52833333333333,45.335,50.35666666666666,52.35666666666666,52.02666666666666,47.97
LZW-E001231,1231,1231,2155189,129,论文代码/电堆数据/工况数据提取/data_mark.mat,1,0.0,24.936666666666664,0.0,160.0,False,45.099999999999994,124.4,107.15,0.0,0.0,255.0,976.0,25476.0,21193.0,501048.0,369389.0,90461.0,943926.0,185412.0,9062.0,1.9032e-07,0.00231,0.04188,False,False,True,124.1,124.7,112.2,102.1,44.8,45.4,48.7,50.6,50.5,46.7
LZW-E001232,1232,1232,2160110,130,论文代码/电堆数据/工况数据提取/data_mark.mat,1,0.0,0.0,160.08166666666668,166.0,False,34.65,123.1,110.7,159.4,159.4,256.0,976.0,25507.0,21193.0,501048.0,369389.0,90461.0,943926.0,185412.0,9062.0,1.90321e-07,0.00231,0.04188,False,False,True,123.3,122.9,116.4,105.0,34.3,35.0,40.3,41.5,43.1,38.7
LZW-E001233,1233,1233,2160176,130,论文代码/电堆数据/工况数据提取/data_mark.mat,3,160.08166666666668,0.0,195.0900000000001,126.96666666666668,False,57.894999999999996,129.57083333333333,112.62833333333332,35.599999999999994,35.599999999999994,256.0,977.0,25507.0,21193.0,501048.0,369389.0,90933.0,943926.0,185412.0,9062.0,1.9032e-07,0.00231,0.04189,False,False,True,130.02666666666667,129.11499999999998,120.67333333333332,104.58333333333331,56.76666666666666,59.023333333333326,51.16,57.01833333333334,52.44833333333333,54.64333333333333
LZW-E001234,1234,1234,2160667,130,论文代码/电堆数据/工况数据提取/data_mark.mat,3,195.0900000000001,160.08166666666668,269.94,123.68333333333334,False,64.13416666666667,129.56416666666667,113.34249999999997,75.0,75.0,256.0,978.0,25507.0,21193.0,501048.0,369389.0,90933.0,944025.0,185412.0,9062.0,1.9031900000000002e-07,0.00231,0.0419,False,False,True,130.18166666666667,128.94666666666666,120.58833333333332,106.09666666666664,62.76333333333334,65.50500000000001,56.635,63.16,55.97666666666667,60.26500000000001
LZW-E001235,1235,1235,2160804,130,论文代码/电堆数据/工况数据提取/data_mark.mat,3,269.94,195.0900000000001,89.95333333333335,120.0,False,72.53,138.93666666666667,121.93583333333333,-180.1,180.1,256.0,979.0,25507.0,21193.0,501048.0,369389.0,90933.0,944025.0,185792.0,9062.0,1.9032e-07,0.00231,0.04189,False,False,True,139.66666666666666,138.20666666666665,130.15166666666667,113.71999999999998,70.38833333333334,74.67166666666667,69.20666666666666,72.96833333333333,63.45166666666667,69.57000000000001
LZW-E001236,1236,1236,2161215,130,论文代码/电堆数据/工况数据提取/data_mark.mat,2,89.95333333333335,269.94,24.94833333333333,130.26666666666668,False,59.2825,122.20500000000001,107.14833333333331,-65.0,65.0,256.0,980.0,25507.0,21193.0,504189.0,369389.0,90933.0,944025.0,185792.0,9062.0,1.9031900000000002e-07,0.00231,0.04189,False,False,True,122.20666666666666,122.20333333333336,112.91,101.38666666666664,58.37166666666667,60.193333333333335,57.63666666666667,60.095000000000006,58.37999999999999,58.24833333333334
LZW-E001237,1237,1237,2164364,130,论文代码/电堆数据/工况数据提取/data_mark.mat,2,24.94833333333333,89.95333333333335,0.0,140.0,False,45.60833333333332,122.03166666666667,107.19666666666669,-24.9,24.9,256.0,981.0,25507.0,21355.0,504189.0,369389.0,90933.0,944025.0,185792.0,9062.0,1.90317e-07,0.00231,0.0419,False,False,True,121.93333333333337,122.12999999999998,112.46,101.93333333333337,45.19333333333332,46.023333333333326,50.59333333333334,52.04500000000001,51.99666666666667,48.405
LZW-E001238,1238,1238,2164529,130,论文代码/电堆数据/工况数据提取/data_mark.mat,1,0.0,24.94833333333333,0.0,157.0,False,45.65,122.6,107.05000000000001,0.0,0.0,257.0,981.0,25537.0,21355.0,504189.0,369389.0,90933.0,944025.0,185792.0,9062.0,1.90315e-07,0.00232,0.0419,False,False,True,122.5,122.7,112.2,101.9,45.4,45.9,48.8,50.3,50.6,47.0
LZW-E001239,1239,1239,2169104,131,论文代码/电堆数据/工况数据提取/data_mark.mat,1,0.0,0.0,119.9,166.0,False,36.2,123.7,110.5,119.9,119.9,258.0,981.0,25568.0,21355.0,504189.0,369389.0,90933.0,944025.0,185792.0,9062.0,1.90316e-07,0.00232,0.0419,False,False,True,123.9,123.5,116.8,104.2,36.0,36.4,40.8,42.5,43.7,39.7
LZW-E001240,1240,1240,2169161,131,论文代码/电堆数据/工况数据提取/data_mark.mat,3,119.9,0.0,159.9383333333334,131.0,False,37.05,125.4,109.80000000000001,40.0,40.0,258.0,982.0,25568.0,21355.0,504189.0,369389.0,90933.0,944025.0,185792.0,9062.0,1.90313e-07,0.00232,0.04191,False,False,True,125.3,125.5,115.9,103.7,36.4,37.7,39.5,40.5,41.5,37.9
LZW-E001241,1241,1241,2169170,131,论文代码/电堆数据/工况数据提取/data_mark.mat,3,159.9383333333334,119.9,195.15833333333333,126.96666666666668,False,57.743333333333325,129.52749999999997,112.60916666666664,35.19999999999999,35.19999999999999,258.0,983.0,25568.0,21355.0,504189.0,369389.0,91362.0,944025.0,185792.0,9062.0,1.90312e-07,0.00232,0.04192,False,False,True,129.94666666666666,129.10833333333332,120.57499999999996,104.64333333333332,56.60833333333333,58.87833333333333,51.236666666666665,56.95,52.715,54.55
LZW-E001242,1242,1242,2169620,131,论文代码/电堆数据/工况数据提取/data_mark.mat,3,195.15833333333333,159.9383333333334,269.95500000000004,123.11666666666666,False,69.55416666666667,129.97166666666666,114.05666666666667,74.79999999999998,74.79999999999998,258.0,984.0,25568.0,21355.0,504189.0,369389.0,91362.0,945418.0,185792.0,9062.0,1.90312e-07,0.00232,0.04192,False,False,True,130.435,129.50833333333333,120.84,107.27333333333335,67.94000000000001,71.16833333333334,67.23166666666665,70.10833333333333,65.24333333333333,66.89666666666668
LZW-E001243,1243,1243,2171054,131,论文代码/电堆数据/工况数据提取/data_mark.mat,3,269.95500000000004,195.15833333333333,91.11166666666668,119.11666666666666,False,73.78583333333333,138.67333333333332,121.68333333333331,-178.99999999999997,178.99999999999997,258.0,985.0,25568.0,21355.0,504189.0,369389.0,91362.0,945418.0,186484.0,9062.0,1.90313e-07,0.00232,0.04191,False,False,True,139.36333333333332,137.98333333333332,129.86666666666665,113.49999999999996,71.95,75.62166666666667,70.93166666666666,74.08,67.945,70.33333333333333
LZW-E001244,1244,1244,2171774,131,论文代码/电堆数据/工况数据提取/data_mark.mat,2,91.11166666666668,269.95500000000004,194.925,130.96666666666667,False,59.513333333333335,122.815,107.17083333333332,104.1,104.1,258.0,986.0,25568.0,21355.0,505849.0,369389.0,91362.0,945418.0,186484.0,9062.0,1.90312e-07,0.00232,0.04191,False,False,True,122.86,122.77,113.19833333333332,101.1433333333333,58.501666666666665,60.525000000000006,57.899999999999984,60.35166666666666,59.29166666666666,58.51666666666667
LZW-E001245,1245,1245,2173484,131,论文代码/电堆数据/工况数据提取/data_mark.mat,3,194.925,91.11166666666668,120.96333333333337,123.0,False,69.465,129.52416666666667,113.51916666666668,-74.0,74.0,258.0,987.0,25568.0,21355.0,505849.0,369389.0,91362.0,949372.0,186484.0,9062.0,1.90312e-07,0.00232,0.04191,False,False,True,129.94333333333336,129.105,120.52833333333336,106.51,67.78333333333335,71.14666666666668,67.34833333333333,70.26833333333333,65.26333333333334,67.09
LZW-E001246,1246,1246,2176066,131,论文代码/电堆数据/工况数据提取/data_mark.mat,3,120.96333333333337,194.925,90.09666666666666,127.95,False,64.465,123.64166666666668,108.20416666666668,-31.0,31.0,258.0,988.0,25568.0,21355.0,505849.0,372921.0,91362.0,949372.0,186484.0,9062.0,1.90312e-07,0.00232,0.04191,False,False,True,123.83333333333334,123.45,114.45166666666668,101.95666666666668,63.35333333333334,65.57666666666667,62.925,65.40166666666667,62.52666666666667,63.09333333333336
LZW-E001247,1247,1247,2179604,131,论文代码/电堆数据/工况数据提取/data_mark.mat,2,90.09666666666666,120.96333333333337,119.98000000000002,130.01666666666668,False,59.14583333333334,122.14333333333335,107.10583333333332,30.0,30.0,258.0,989.0,25568.0,21355.0,507950.0,372921.0,91362.0,949372.0,186484.0,9062.0,1.90311e-07,0.00232,0.04192,False,False,True,122.13333333333334,122.15333333333336,112.905,101.30666666666664,58.34,59.95166666666668,57.61500000000001,59.98833333333334,58.66,58.075
LZW-E001248,1248,1248,2180062,131,论文代码/电堆数据/工况数据提取/data_mark.mat,3,119.98000000000002,90.09666666666666,24.953333333333333,127.0,False,64.19833333333334,123.79166666666669,108.14749999999998,-95.0,95.0,258.0,990.0,25568.0,21355.0,507950.0,381076.0,91362.0,949372.0,186484.0,9062.0,1.90311e-07,0.00232,0.04192,False,False,True,123.91333333333336,123.67,114.20166666666664,102.09333333333332,63.01,65.38666666666667,62.72333333333334,65.23833333333333,61.98500000000001,63.00833333333334
LZW-E001249,1249,1249,2184694,131,论文代码/电堆数据/工况数据提取/data_mark.mat,2,24.953333333333333,119.98000000000002,0.0,139.55,False,45.715,121.4,106.86833333333335,-25.0,25.0,258.0,991.0,25568.0,21526.0,507950.0,381076.0,91362.0,949372.0,186484.0,9062.0,1.90309e-07,0.00232,0.04192,False,False,True,121.23000000000002,121.56999999999998,111.96666666666668,101.77000000000002,45.345000000000006,46.08500000000001,51.96333333333334,53.90833333333333,52.995,48.79666666666667
LZW-E001250,1250,1250,2184868,131,论文代码/电堆数据/工况数据提取/data_mark.mat,1,0.0,24.953333333333333,0.0,158.0,False,45.95,122.5,106.75,0.0,0.0,259.0,991.0,25598.0,21526.0,507950.0,381076.0,91362.0,949372.0,186484.0,9062.0,1.90307e-07,0.00232,0.04192,False,False,True,122.3,122.7,111.6,101.9,45.9,46.0,50.2,51.8,51.9,47.5
LZW-E001251,1251,1251,2188577,132,论文代码/电堆数据/工况数据提取/data_mark.mat,1,0.0,0.0,160.08166666666668,165.0,False,25.4,121.7,110.7,160.1,160.1,260.0,991.0,25630.0,21526.0,507950.0,381076.0,91362.0,949372.0,186484.0,9062.0,1.90306e-07,0.00233,0.04192,False,False,True,121.9,121.5,116.0,105.4,24.8,26.0,27.8,28.8,28.9,27.7
LZW-E001252,1252,1252,2188643,132,论文代码/电堆数据/工况数据提取/data_mark.mat,3,160.08166666666668,0.0,269.9533333333334,125.96666666666668,False,57.82666666666667,130.00166666666667,113.53666666666666,109.6,109.6,260.0,992.0,25630.0,21526.0,507950.0,381076.0,92051.0,949372.0,186484.0,9062.0,1.90305e-07,0.00233,0.04193,False,False,True,130.56166666666667,129.44166666666666,121.02333333333334,106.05,56.73,58.92333333333333,50.48333333333333,56.873333333333335,49.03,54.45
LZW-E001253,1253,1253,2189388,132,论文代码/电堆数据/工况数据提取/data_mark.mat,3,269.9533333333334,160.08166666666668,195.9,120.0,False,73.14166666666667,138.93249999999998,122.08833333333332,-73.79999999999998,73.79999999999998,260.0,993.0,25630.0,21526.0,507950.0,381076.0,92051.0,949372.0,189077.0,9062.0,1.90306e-07,0.00233,0.04192,False,False,True,139.61499999999995,138.25,130.11666666666665,114.06,71.365,74.91833333333334,70.62833333333334,73.93166666666666,65.44666666666667,69.92333333333335
LZW-E001254,1254,1254,2192009,132,论文代码/电堆数据/工况数据提取/data_mark.mat,3,195.9,269.9533333333334,90.07333333333334,124.0,False,66.85,129.60000000000002,114.2,-106.0,106.0,260.0,994.0,25630.0,21526.0,507950.0,381076.0,92051.0,949392.0,189077.0,9062.0,1.90306e-07,0.00233,0.04192,False,False,True,129.9,129.3,120.4,108.0,64.5,69.2,69.5,72.8,65.5,68.3
LZW-E001255,1255,1255,2192047,132,论文代码/电堆数据/工况数据提取/data_mark.mat,2,90.07333333333334,195.9,194.95333333333332,131.0,False,59.096666666666664,122.87666666666668,107.68583333333335,104.1,104.1,260.0,995.0,25630.0,21526.0,508678.0,381076.0,92051.0,949392.0,189077.0,9062.0,1.90306e-07,0.00233,0.04192,False,False,True,122.92666666666668,122.82666666666668,113.33833333333334,102.03333333333336,58.29833333333333,59.895,57.44166666666667,59.80833333333332,57.75333333333332,57.80166666666666
LZW-E001256,1256,1256,2192908,132,论文代码/电堆数据/工况数据提取/data_mark.mat,3,194.95333333333332,90.07333333333334,91.08333333333331,122.98333333333332,False,68.95583333333332,130.0875,114.35583333333332,-103.0,103.0,260.0,996.0,25630.0,21526.0,508678.0,381076.0,92051.0,954930.0,189077.0,9062.0,1.90306e-07,0.00233,0.04192,False,False,True,130.485,129.69,121.095,107.61666666666665,67.285,70.62666666666665,67.20666666666668,70.13833333333335,64.285,66.88000000000001
LZW-E001257,1257,1257,2198450,132,论文代码/电堆数据/工况数据提取/data_mark.mat,2,91.08333333333331,194.95333333333332,119.94166666666666,130.0,False,59.166666666666664,122.85333333333332,107.62333333333333,28.0,28.0,260.0,997.0,25630.0,21526.0,511590.0,381076.0,92051.0,954930.0,189077.0,9062.0,1.90305e-07,0.00233,0.04192,False,False,True,122.88333333333333,122.82333333333334,113.55,101.69666666666669,58.20666666666667,60.12666666666666,57.645,60.15833333333334,58.54666666666666,58.27666666666667
LZW-E001258,1258,1258,2200780,132,论文代码/电堆数据/工况数据提取/data_mark.mat,3,119.94166666666666,91.08333333333331,194.95333333333332,127.01666666666668,False,64.25166666666667,124.06333333333333,108.83666666666666,76.0,76.0,260.0,998.0,25630.0,21526.0,511590.0,383883.0,92051.0,954930.0,189077.0,9062.0,1.90304e-07,0.00233,0.04192,False,False,True,124.21,123.91666666666669,114.50666666666666,103.16666666666666,63.045,65.45833333333333,62.47333333333333,65.155,61.458333333333336,62.98500000000001
LZW-E001259,1259,1259,2203628,132,论文代码/电堆数据/工况数据提取/data_mark.mat,3,194.95333333333332,119.94166666666666,89.95833333333334,122.0,False,68.54666666666667,130.35500000000002,114.40416666666667,-105.0,105.0,260.0,999.0,25630.0,21526.0,511590.0,383883.0,92051.0,962328.0,189077.0,9062.0,1.90304e-07,0.00233,0.04193,False,False,True,130.76666666666668,129.94333333333333,121.22833333333334,107.58,66.775,70.31833333333333,67.32666666666667,70.29166666666667,64.48833333333334,66.94833333333334
LZW-E001260,1260,1260,2205505,132,论文代码/电堆数据/工况数据提取/data_mark.mat,2,89.95833333333334,194.95333333333332,24.93833333333333,130.0,False,59.08500000000001,122.87833333333336,107.34916666666666,-65.1,65.1,260.0,1000.0,25630.0,21526.0,516844.0,383883.0,92051.0,962328.0,189077.0,9062.0,1.90303e-07,0.00233,0.04193,False,False,True,122.86666666666667,122.89000000000004,113.165,101.53333333333332,58.09,60.080000000000005,57.695000000000014,60.20500000000001,58.48333333333333,58.3
LZW-E001261,1261,1261,2207854,132,论文代码/电堆数据/工况数据提取/data_mark.mat,2,24.93833333333333,89.95833333333334,0.0,139.05,False,44.9675,121.97833333333334,107.24916666666667,-24.9,24.9,260.0,1001.0,25630.0,21685.0,516844.0,383883.0,92051.0,962328.0,189077.0,9062.0,1.90301e-07,0.00233,0.04193,False,False,True,121.86666666666667,122.09,112.395,102.10333333333332,44.545,45.38999999999999,50.38,52.13666666666666,52.05333333333333,47.95
LZW-E001262,1262,1262,2208016,132,论文代码/电堆数据/工况数据提取/data_mark.mat,1,0.0,24.93833333333333,0.0,160.0,False,45.15,124.2,107.65,0.0,0.0,261.0,1001.0,25661.0,21685.0,516844.0,383883.0,92051.0,962328.0,189077.0,9062.0,1.903e-07,0.00233,0.04193,False,False,True,123.9,124.5,112.6,102.7,44.9,45.4,48.6,50.2,50.5,46.4
LZW-E001263,1263,1263,2214250,133,论文代码/电堆数据/工况数据提取/data_mark.mat,1,0.0,0.0,160.0966666666667,166.0,False,33.25,123.0,110.65,159.9,159.9,262.0,1001.0,25692.0,21685.0,516844.0,383883.0,92051.0,962328.0,189077.0,9062.0,1.90301e-07,0.00233,0.04193,False,False,True,123.1,122.9,116.3,105.0,32.4,34.1,38.9,40.4,41.6,37.8
LZW-E001264,1264,1264,2214315,133,论文代码/电堆数据/工况数据提取/data_mark.mat,3,160.0966666666667,0.0,269.93500000000006,126.81666666666666,False,57.8725,129.71250000000003,112.98750000000001,110.1,110.1,262.0,1002.0,25692.0,21685.0,516844.0,383883.0,92552.0,962328.0,189077.0,9062.0,1.9029900000000003e-07,0.00233,0.04194,False,False,True,130.17833333333334,129.2466666666667,120.71166666666667,105.26333333333334,56.725,59.02,51.28666666666667,57.10833333333333,52.21833333333333,54.68500000000001
LZW-E001265,1265,1265,2214866,133,论文代码/电堆数据/工况数据提取/data_mark.mat,3,269.93500000000006,160.0966666666667,194.96000000000004,120.0,False,73.34083333333334,138.78249999999997,121.70083333333332,-75.0,75.0,262.0,1003.0,25692.0,21685.0,516844.0,383883.0,92552.0,962328.0,190346.0,9062.0,1.903e-07,0.00233,0.04193,False,False,True,139.48166666666663,138.08333333333334,129.825,113.57666666666664,71.405,75.27666666666667,70.50499999999998,73.75500000000001,67.195,69.99666666666667
LZW-E001266,1266,1266,2216148,133,论文代码/电堆数据/工况数据提取/data_mark.mat,3,194.96000000000004,269.93500000000006,120.115,123.33333333333331,False,69.77249999999998,130.04000000000002,114.00416666666668,-74.5,74.5,262.0,1004.0,25692.0,21685.0,516844.0,383883.0,92552.0,963864.0,190346.0,9062.0,1.90301e-07,0.00233,0.04193,False,False,True,130.45833333333334,129.62166666666667,120.91833333333334,107.09000000000002,68.37333333333332,71.17166666666665,67.38166666666666,70.27833333333335,65.685,67.045
LZW-E001267,1267,1267,2218475,133,论文代码/电堆数据/工况数据提取/data_mark.mat,3,120.115,194.96000000000004,194.95333333333332,127.98333333333332,False,64.54500000000002,123.77166666666668,108.33666666666667,74.69999999999999,74.69999999999999,262.0,1005.0,25692.0,21685.0,516844.0,385886.0,92552.0,963864.0,190346.0,9062.0,1.90301e-07,0.00233,0.04193,False,False,True,123.95666666666666,123.58666666666667,114.53000000000002,102.14333333333332,63.44166666666668,65.64833333333334,62.68,65.21499999999999,62.34166666666666,63.03166666666667
LZW-E001268,1268,1268,2220517,133,论文代码/电堆数据/工况数据提取/data_mark.mat,3,194.95333333333332,120.115,90.13166666666666,123.0,False,68.08999999999999,129.57,113.86500000000001,-105.29999999999998,105.29999999999998,262.0,1006.0,25692.0,21685.0,516844.0,385886.0,92552.0,967673.0,190346.0,9062.0,1.90301e-07,0.00233,0.04193,False,False,True,130.0,129.14,120.69333333333334,107.03666666666666,66.425,69.75499999999998,67.11166666666665,70.035,65.21333333333332,66.51333333333334
LZW-E001269,1269,1269,2222808,133,论文代码/电堆数据/工况数据提取/data_mark.mat,2,90.13166666666666,194.95333333333332,120.205,130.01666666666668,False,59.455,122.47666666666666,107.05916666666668,30.099999999999994,30.099999999999994,262.0,1007.0,25692.0,21685.0,519067.0,385886.0,92552.0,967673.0,190346.0,9062.0,1.903e-07,0.00233,0.04193,False,False,True,122.50333333333332,122.45,113.165,100.95333333333336,58.48166666666667,60.42833333333333,57.75666666666667,60.23333333333333,59.08333333333334,58.35666666666666
LZW-E001270,1270,1270,2225048,133,论文代码/电堆数据/工况数据提取/data_mark.mat,3,120.205,90.13166666666666,194.9633333333333,127.15,False,64.32083333333333,123.77833333333334,108.30166666666666,74.9,74.9,262.0,1008.0,25692.0,21685.0,519067.0,391244.0,92552.0,967673.0,190346.0,9062.0,1.9029900000000003e-07,0.00233,0.04193,False,False,True,124.00666666666666,123.55,114.5,102.10333333333332,63.29833333333333,65.34333333333333,62.69166666666668,65.19666666666669,62.23166666666668,62.895
