load_source,load_seed,continuous_multiplier,start_stop_multiplier,shift_multiplier,reference_strategy,total_damage_pct_delta,total_damage_pct_relative_pct,aged_stack_increment_pct_delta,aged_stack_increment_pct_relative_pct,max_terminal_damage_pct_delta,max_terminal_damage_pct_relative_pct,increment_range_pct_delta,increment_range_pct_relative_pct
zuo_slow_30s,2026,0.5,0.0,0.1,average,-1.294999999999999e-05,-18.951219512195106,0.0,0.0,0.0,0.0,-1.6666666666666688e-06,-4.761904761904767
zuo_slow_30s,2026,0.5,0.0,0.5,average,-1.294999999999999e-05,-18.951219512195106,0.0,0.0,0.0,0.0,-1.6666666666666688e-06,-4.761904761904767
zuo_slow_30s,2026,0.5,0.0,1.0,average,-1.294999999999999e-05,-18.951219512195106,0.0,0.0,0.0,0.0,-1.6666666666666688e-06,-4.761904761904767
zuo_slow_30s,2026,0.5,0.0,2.0,average,-1.294999999999999e-05,-18.951219512195106,0.0,0.0,0.0,0.0,-1.6666666666666688e-06,-4.761904761904767
zuo_slow_30s,2026,0.5,0.1,0.0,average,-1.2949999999999962e-05,-2.7545377197957945,0.0,0.0,0.0,0.0,-1.1466666666666683e-05,-4.761904761904768
zuo_slow_30s,2026,0.5,0.1,0.1,average,-1.2949999999999962e-05,-2.7545377197957945,0.0,0.0,0.0,0.0,-1.1466666666666683e-05,-4.761904761904768
zuo_slow_30s,2026,0.5,0.1,0.5,average,-1.2949999999999962e-05,-2.7545377197957945,0.0,0.0,0.0,0.0,-1.1466666666666683e-05,-4.761904761904768
zuo_slow_30s,2026,0.5,0.1,1.0,average,-1.2949999999999962e-05,-2.7545377197957945,0.0,0.0,0.0,0.0,-1.1466666666666683e-05,-4.761904761904768
zuo_slow_30s,2026,0.5,0.1,2.0,average,-1.2949999999999962e-05,-2.7545377197957945,0.0,0.0,0.0,0.0,-1.1466666666666683e-05,-4.761904761904768
zuo_slow_30s,2026,0.5,0.5,0.0,average,-1.2949999999999854e-05,-0.623395378690622,0.0,0.0,0.0,0.0,-1.295000000000007e-05,-1.2171052631579014
