load_source,load_seed,continuous_multiplier,start_stop_multiplier,shift_multiplier,reference_strategy,total_damage_pct_delta,total_damage_pct_relative_pct,aged_stack_increment_pct_delta,aged_stack_increment_pct_relative_pct,max_terminal_damage_pct_delta,max_terminal_damage_pct_relative_pct,increment_range_pct_delta,increment_range_pct_relative_pct
zuo_fast_30s,2028,0.5,0.1,0.0,average,2.887499999999982e-06,0.5830437745564034,0.0,0.0,0.0,0.0,-3.2375000000000177e-06,-1.2763021731631665
zuo_fast_30s,2028,0.5,0.1,0.1,average,-3.042499999999929e-06,-0.5855929694198755,0.0,0.0,0.0,0.0,-3.2375000000000177e-06,-1.216577012612951
zuo_fast_30s,2028,0.5,0.1,0.5,average,-2.6762500000000007e-05,-4.338850511974904,0.0,0.0,0.0,0.0,-3.2375000000000177e-06,-1.0247604276297624
zuo_fast_30s,2028,0.5,0.1,1.0,average,-5.641249999999989e-05,-7.640079408521616,0.0,0.0,0.0,0.0,-3.2374999999999635e-06,-0.8560455323677659
zuo_fast_30s,2028,0.5,0.1,2.0,average,-0.00011571250000000008,-11.789282964017032,0.0,0.0,0.0,0.0,-3.237500000000072e-06,-0.6439934556340866
zuo_fast_30s,2028,0.5,0.5,0.0,average,2.8874999999997653e-06,0.1373400424505474,0.0,0.0,0.0,0.0,-3.237500000000072e-06,-0.3006419111075065
zuo_fast_30s,2028,0.5,0.5,0.1,average,-3.0425000000001458e-06,-0.14305806339271407,0.0,0.0,0.0,0.0,-3.237500000000072e-06,-0.29720498790296035
zuo_fast_30s,2028,0.5,0.5,0.5,average,-2.6762500000000224e-05,-1.2033439585313872,0.0,0.0,0.0,0.0,-3.237500000000072e-06,-0.28420874748437486
zuo_fast_30s,2028,0.5,0.5,1.0,average,-5.641249999999978e-05,-2.405059738351376,0.0,0.0,0.0,0.0,-3.237500000000072e-06,-0.2694789587915749
zuo_fast_30s,2028,0.5,0.5,2.0,average,-0.00011571250000000019,-4.469897603274746,0.0,0.0,0.0,0.0,-3.237500000000072e-06,-0.2441696252986183
zuo_fast_30s,2028,0.5,1.0,0.0,average,2.8874999999997653e-06,0.07023076837324499,0.0,0.0,0.0,0.0,-3.237499999999855e-06,-0.15373748286034133
zuo_fast_30s,2028,0.5,1.0,0.1,average,-3.042499999999712e-06,-0.07356570154617847,0.0,0.0,0.0,0.0,-3.237499999999855e-06,-0.15283370206184374
zuo_fast_30s,2028,0.5,1.0,0.5,average,-2.6762500000000224e-05,-0.6322332035924837,0.0,0.0,0.0,0.0,-3.237499999999855e-06,-0.14932239916701648
zuo_fast_30s,2028,0.5,1.0,1.0,average,-5.6412499999999345e-05,-1.2954763485383332,0.0,0.0,0.0,0.0,-3.237499999999855e-06,-0.14515382382248218
zuo_fast_30s,2028,0.5,1.0,2.0,average,-0.00011571250000000019,-2.5167443110667373,0.0,0.0,0.0,0.0,-3.237499999999855e-06,-0.1374779849442967
zuo_fast_30s,2028,0.5,2.0,0.0,average,2.8875000000015e-06,0.035519026255908186,0.0,0.0,0.0,0.0,-3.2374999999994214e-06,-0.07775232731626996
zuo_fast_30s,2028,0.5,2.0,0.1,average,-3.042499999999712e-06,-0.03731407884620876,0.0,0.0,0.0,0.0,-3.2374999999994214e-06,-0.07752048426416591
zuo_fast_30s,2028,0.5,2.0,0.5,average,-2.6762499999999356e-05,-0.3243541978139369,0.0,0.0,0.0,0.0,-3.2374999999994214e-06,-0.07660677535165283
zuo_fast_30s,2028,0.5,2.0,1.0,average,-5.641249999999848e-05,-0.6737771161821683,0.0,0.0,0.0,0.0,-3.2374999999994214e-06,-0.07549448890229664
zuo_fast_30s,2028,0.5,2.0,2.0,average,-0.00011571249999999846,-1.3430414435961588,0.0,0.0,0.0,0.0,-3.2374999999994214e-06,-0.07336408015321869
zuo_fast_30s,2028,1.0,0.0,0.0,average,5.775000000000018e-06,3.0900254157934732,0.0,0.0,0.0,0.0,7.691666666666646e-06,8.035170192391377
zuo_fast_30s,2028,1.0,0.0,0.1,average,-1.5500000000000106e-07,-0.07338852992515998,0.0,0.0,0.0,0.0,1.1686666666666542e-06,1.0803182409238978
zuo_fast_30s,2028,1.0,0.0,0.5,average,-2.3875000000000025e-05,-7.740147184369503,0.0,0.0,0.0,0.0,-6.474999999999981e-06,-4.098360655737693
zuo_fast_30s,2028,1.0,0.0,1.0,average,-5.3525000000000014e-05,-12.447047241805649,0.0,0.0,0.0,0.0,-6.475000000000008e-06,-2.9397743524551125
zuo_fast_30s,2028,1.0,0.0,2.0,average,-0.00011282499999999999,-16.760710191611103,0.0,0.0,0.0,0.0,-6.475000000000035e-06,-1.8779819307684602
zuo_fast_30s,2028,1.0,0.1,0.0,average,5.774999999999964e-06,0.9809889160992535,0.0,0.0,0.0,0.0,-2.108333333333389e-06,-0.6992233922007757
zuo_fast_30s,2028,1.0,0.1,0.1,average,-1.5499999999994685e-07,-0.02528528874711343,0.0,0.0,0.0,0.0,-6.474999999999981e-06,-2.0622463994292533
zuo_fast_30s,2028,1.0,0.1,0.5,average,-2.3874999999999916e-05,-3.361460880339021,0.0,0.0,0.0,0.0,-6.474999999999981e-06,-1.77987300365595
zuo_fast_30s,2028,1.0,0.1,1.0,average,-5.3525000000000014e-05,-6.434672495907578,0.0,0.0,0.0,0.0,-6.475000000000035e-06,-1.5197568389057832
zuo_fast_30s,2028,1.0,0.1,2.0,average,-0.00011282499999999988,-10.49582074232794,0.0,0.0,0.0,0.0,-6.475000000000035e-06,-1.1760218676498697
zuo_fast_30s,2028,1.0,0.5,0.0,average,5.774999999999964e-06,0.262991115985532,0.0,0.0,0.0,0.0,-6.475000000000144e-06,-0.5756962813132227
zuo_fast_30s,2028,1.0,0.5,0.1,average,-1.5500000000038053e-07,-0.006981338357111545,0.0,0.0,0.0,0.0,-6.475000000000144e-06,-0.5693919509522822
zuo_fast_30s,2028,1.0,0.5,0.5,average,-2.3875000000000025e-05,-1.030224225695699,0.0,0.0,0.0,0.0,-6.475000000000144e-06,-0.5454974346877517
zuo_fast_30s,2028,1.0,0.5,1.0,average,-5.352500000000045e-05,-2.1945274505556713,0.0,0.0,0.0,0.0,-6.475000000000144e-06,-0.51830891211163
zuo_fast_30s,2028,1.0,0.5,2.0,average,-0.00011282499999999999,-4.206510817496649,0.0,0.0,0.0,0.0,-6.475000000000144e-06,-0.4713255713230341
zuo_fast_30s,2028,1.0,1.0,0.0,average,5.7749999999995305e-06,0.1373400424505474,0.0,0.0,0.0,0.0,-6.475000000000144e-06,-0.3006419111075065
zuo_fast_30s,2028,1.0,1.0,0.1,average,-1.5499999999994685e-07,-0.003664991699777756,0.0,0.0,0.0,0.0,-6.475000000000144e-06,-0.29891357035295085
zuo_fast_30s,2028,1.0,1.0,0.5,average,-2.387500000000046e-05,-0.5518372617469213,0.0,0.0,0.0,0.0,-6.475000000000144e-06,-0.2921944593612852
zuo_fast_30s,2028,1.0,1.0,1.0,average,-5.352500000000045e-05,-1.2033439585313872,0.0,0.0,0.0,0.0,-6.475000000000144e-06,-0.28420874748437486
zuo_fast_30s,2028,1.0,1.0,2.0,average,-0.00011282499999999956,-2.405059738351376,0.0,0.0,0.0,0.0,-6.475000000000144e-06,-0.2694789587915749
zuo_fast_30s,2028,1.0,2.0,0.0,average,5.7749999999995305e-06,0.07023076837324499,0.0,0.0,0.0,0.0,-6.47499999999971e-06,-0.15373748286034133
zuo_fast_30s,2028,1.0,2.0,0.1,average,-1.5499999999994685e-07,-0.0018794246810246115,0.0,0.0,0.0,0.0,-6.47499999999971e-06,-0.15328426027500996
zuo_fast_30s,2028,1.0,2.0,0.5,average,-2.387499999999959e-05,-0.2861180895740317,0.0,0.0,0.0,0.0,-6.47499999999971e-06,-0.1514977807622318
zuo_fast_30s,2028,1.0,2.0,1.0,average,-5.352500000000045e-05,-0.6322332035924837,0.0,0.0,0.0,0.0,-6.47499999999971e-06,-0.14932239916701648
zuo_fast_30s,2028,1.0,2.0,2.0,average,-0.00011282499999999869,-1.2954763485383332,0.0,0.0,0.0,0.0,-6.47499999999971e-06,-0.14515382382248218
zuo_fast_30s,2028,2.0,0.0,0.0,average,1.1550000000000037e-05,3.0900254157934732,0.0,0.0,0.0,0.0,1.538333333333329e-05,8.035170192391377
zuo_fast_30s,2028,2.0,0.0,0.1,average,5.619999999999963e-06,1.4117186041234482,0.0,0.0,0.0,0.0,8.860333333333287e-06,4.345366832922167
zuo_fast_30s,2028,2.0,0.0,0.5,average,-1.810000000000006e-05,-3.653994327224289,0.0,0.0,0.0,0.0,-1.2950000000000017e-05,-5.10415229686854
zuo_fast_30s,2028,2.0,0.0,1.0,average,-4.775000000000005e-05,-7.740147184369503,0.0,0.0,0.0,0.0,-1.2949999999999962e-05,-4.098360655737693
zuo_fast_30s,2028,2.0,0.0,2.0,average,-0.00010705000000000003,-12.447047241805649,0.0,0.0,0.0,0.0,-1.2950000000000017e-05,-2.9397743524551125
zuo_fast_30s,2028,2.0,0.1,0.0,average,1.1550000000000037e-05,1.4892016761577356,0.0,0.0,0.0,0.0,5.583333333333243e-06,1.405496119152484
zuo_fast_30s,2028,2.0,0.1,0.1,average,5.620000000000017e-06,0.7025910440894655,0.0,0.0,0.0,0.0,-9.396666666667349e-07,-0.22935313304191934
zuo_fast_30s,2028,2.0,0.1,0.5,average,-1.810000000000006e-05,-2.017503608656323,0.0,0.0,0.0,0.0,-1.2950000000000017e-05,-2.8181887424784864
zuo_fast_30s,2028,2.0,0.1,1.0,average,-4.774999999999994e-05,-4.687285268345032,0.0,0.0,0.0,0.0,-1.2949999999999962e-05,-2.4818889187013613
zuo_fast_30s,2028,2.0,0.1,2.0,average,-0.00010705000000000003,-8.483620523414162,0.0,0.0,0.0,0.0,-1.2949999999999962e-05,-2.0036824434095037
zuo_fast_30s,2028,2.0,0.5,0.0,average,1.1549999999999928e-05,0.48472724474878515,0.0,0.0,0.0,0.0,-1.295000000000007e-05,-1.0610840263837167
zuo_fast_30s,2028,2.0,0.5,0.1,average,5.620000000000017e-06,0.23347632257897522,0.0,0.0,0.0,0.0,-1.295000000000007e-05,-1.0503664927411216
zuo_fast_30s,2028,2.0,0.5,0.5,average,-1.810000000000006e-05,-0.7227429091666586,0.0,0.0,0.0,0.0,-1.295000000000007e-05,-1.0095773418101504
zuo_fast_30s,2028,2.0,0.5,1.0,average,-4.775000000000005e-05,-1.818414926108251,0.0,0.0,0.0,0.0,-1.295000000000007e-05,-0.9628395961278287
zuo_fast_30s,2028,2.0,0.5,2.0,average,-0.00010705000000000003,-3.731208893092124,0.0,0.0,0.0,0.0,-1.295000000000007e-05,-0.8812461296622731
zuo_fast_30s,2028,2.0,1.0,0.0,average,1.1549999999999928e-05,0.262991115985532,0.0,0.0,0.0,0.0,-1.2950000000000288e-05,-0.5756962813132227
zuo_fast_30s,2028,2.0,1.0,0.1,average,5.619999999999584e-06,0.12726171658844967,0.0,0.0,0.0,0.0,-1.2950000000000288e-05,-0.5725267617577008
zuo_fast_30s,2028,2.0,1.0,0.5,average,-1.810000000000006e-05,-0.4010326405857601,0.0,0.0,0.0,0.0,-1.2950000000000288e-05,-0.5601901618495484
zuo_fast_30s,2028,2.0,1.0,1.0,average,-4.775000000000005e-05,-1.030224225695699,0.0,0.0,0.0,0.0,-1.2950000000000288e-05,-0.5454974346877517
zuo_fast_30s,2028,2.0,1.0,2.0,average,-0.0001070500000000009,-2.1945274505556713,0.0,0.0,0.0,0.0,-1.2950000000000288e-05,-0.51830891211163
zuo_fast_30s,2028,2.0,2.0,0.0,average,1.1549999999999061e-05,0.1373400424505474,0.0,0.0,0.0,0.0,-1.2950000000000288e-05,-0.3006419111075065
zuo_fast_30s,2028,2.0,2.0,0.1,average,5.620000000001318e-06,0.06663428751447728,0.0,0.0,0.0,0.0,-1.2950000000000288e-05,-0.29977524958315704
zuo_fast_30s,2028,2.0,2.0,0.5,average,-1.810000000000006e-05,-0.2121587267663247,0.0,0.0,0.0,0.0,-1.2950000000000288e-05,-0.2963580004645678
zuo_fast_30s,2028,2.0,2.0,1.0,average,-4.775000000000092e-05,-0.5518372617469213,0.0,0.0,0.0,0.0,-1.2950000000000288e-05,-0.2921944593612852
zuo_fast_30s,2028,2.0,2.0,2.0,average,-0.0001070500000000009,-1.2033439585313872,0.0,0.0,0.0,0.0,-1.2950000000000288e-05,-0.28420874748437486
empirical_1s,2029,0.5,0.0,0.0,average,2.45e-05,35.853658536585364,0.0,0.0,0.0,0.0,2.2833333333333324e-05,65.23809523809521
empirical_1s,2029,0.5,0.0,0.1,average,2.45e-05,35.853658536585364,0.0,0.0,0.0,0.0,2.2833333333333324e-05,65.23809523809521
empirical_1s,2029,0.5,0.0,0.5,average,2.45e-05,35.853658536585364,0.0,0.0,0.0,0.0,2.2833333333333324e-05,65.23809523809521
empirical_1s,2029,0.5,0.0,1.0,average,2.45e-05,35.853658536585364,0.0,0.0,0.0,0.0,2.2833333333333324e-05,65.23809523809521
empirical_1s,2029,0.5,0.0,2.0,average,2.45e-05,35.853658536585364,0.0,0.0,0.0,0.0,2.2833333333333324e-05,65.23809523809521
empirical_1s,2029,0.5,0.1,0.0,average,2.45e-05,5.211287577992059,0.0,0.0,0.0,0.0,1.3033333333333316e-05,5.412513842746393
empirical_1s,2029,0.5,0.1,0.1,average,2.45e-05,5.211287577992059,0.0,0.0,0.0,0.0,1.3033333333333316e-05,5.412513842746393
empirical_1s,2029,0.5,0.1,0.5,average,2.45e-05,5.211287577992059,0.0,0.0,0.0,0.0,1.3033333333333316e-05,5.412513842746393
empirical_1s,2029,0.5,0.1,1.0,average,2.45e-05,5.211287577992059,0.0,0.0,0.0,0.0,1.3033333333333316e-05,5.412513842746393
empirical_1s,2029,0.5,0.1,2.0,average,2.45e-05,5.211287577992059,0.0,0.0,0.0,0.0,1.3033333333333316e-05,5.412513842746393
empirical_1s,2029,0.5,0.5,0.0,average,2.4499999999999782e-05,1.179396662387666,0.0,0.0,0.0,0.0,0.0,0.0
empirical_1s,2029,0.5,0.5,0.1,average,2.4499999999999782e-05,1.179396662387666,0.0,0.0,0.0,0.0,0.0,0.0
empirical_1s,2029,0.5,0.5,0.5,average,2.4499999999999782e-05,1.179396662387666,0.0,0.0,0.0,0.0,0.0,0.0
empirical_1s,2029,0.5,0.5,1.0,average,2.4499999999999782e-05,1.179396662387666,0.0,0.0,0.0,0.0,0.0,0.0
empirical_1s,2029,0.5,0.5,2.0,average,2.4499999999999782e-05,1.179396662387666,0.0,0.0,0.0,0.0,0.0,0.0
empirical_1s,2029,0.5,1.0,0.0,average,2.4500000000000216e-05,0.599559507300764,0.0,0.0,0.0,0.0,0.0,0.0
empirical_1s,2029,0.5,1.0,0.1,average,2.4500000000000216e-05,0.599559507300764,0.0,0.0,0.0,0.0,0.0,0.0
empirical_1s,2029,0.5,1.0,0.5,average,2.4500000000000216e-05,0.599559507300764,0.0,0.0,0.0,0.0,0.0,0.0
empirical_1s,2029,0.5,1.0,1.0,average,2.4500000000000216e-05,0.599559507300764,0.0,0.0,0.0,0.0,0.0,0.0
empirical_1s,2029,0.5,1.0,2.0,average,2.4500000000000216e-05,0.599559507300764,0.0,0.0,0.0,0.0,0.0,0.0
empirical_1s,2029,0.5,2.0,0.0,average,2.4500000000000216e-05,0.3023074075597444,0.0,0.0,0.0,0.0,0.0,0.0
empirical_1s,2029,0.5,2.0,0.1,average,2.4500000000000216e-05,0.3023074075597444,0.0,0.0,0.0,0.0,0.0,0.0
empirical_1s,2029,0.5,2.0,0.5,average,2.4500000000000216e-05,0.3023074075597444,0.0,0.0,0.0,0.0,0.0,0.0
empirical_1s,2029,0.5,2.0,1.0,average,2.4500000000000216e-05,0.3023074075597444,0.0,0.0,0.0,0.0,0.0,0.0
empirical_1s,2029,0.5,2.0,2.0,average,2.4500000000000216e-05,0.3023074075597444,0.0,0.0,0.0,0.0,0.0,0.0
empirical_1s,2029,1.0,0.0,0.0,average,4.9e-05,35.853658536585364,0.0,0.0,0.0,0.0,4.566666666666665e-05,65.23809523809521
empirical_1s,2029,1.0,0.0,0.1,average,4.9e-05,35.853658536585364,0.0,0.0,0.0,0.0,4.566666666666665e-05,65.23809523809521
empirical_1s,2029,1.0,0.0,0.5,average,4.9e-05,35.853658536585364,0.0,0.0,0.0,0.0,4.566666666666665e-05,65.23809523809521
empirical_1s,2029,1.0,0.0,1.0,average,4.9e-05,35.853658536585364,0.0,0.0,0.0,0.0,4.566666666666665e-05,65.23809523809521
empirical_1s,2029,1.0,0.0,2.0,average,4.9e-05,35.853658536585364,0.0,0.0,0.0,0.0,4.566666666666665e-05,65.23809523809521
empirical_1s,2029,1.0,0.1,0.0,average,4.899999999999989e-05,9.099913334158702,0.0,0.0,0.0,0.0,3.58666666666666e-05,13.004592700024146
empirical_1s,2029,1.0,0.1,0.1,average,4.899999999999989e-05,9.099913334158702,0.0,0.0,0.0,0.0,3.58666666666666e-05,13.004592700024146
empirical_1s,2029,1.0,0.1,0.5,average,4.899999999999989e-05,9.099913334158702,0.0,0.0,0.0,0.0,3.58666666666666e-05,13.004592700024146
empirical_1s,2029,1.0,0.1,1.0,average,4.899999999999989e-05,9.099913334158702,0.0,0.0,0.0,0.0,3.58666666666666e-05,13.004592700024146
empirical_1s,2029,1.0,0.1,2.0,average,4.899999999999989e-05,9.099913334158702,0.0,0.0,0.0,0.0,3.58666666666666e-05,13.004592700024146
empirical_1s,2029,1.0,0.5,0.0,average,4.900000000000043e-05,2.2836725182538653,0.0,0.0,0.0,0.0,0.0,0.0
empirical_1s,2029,1.0,0.5,0.1,average,4.900000000000043e-05,2.2836725182538653,0.0,0.0,0.0,0.0,0.0,0.0
empirical_1s,2029,1.0,0.5,0.5,average,4.900000000000043e-05,2.2836725182538653,0.0,0.0,0.0,0.0,0.0,0.0
empirical_1s,2029,1.0,0.5,1.0,average,4.900000000000043e-05,2.2836725182538653,0.0,0.0,0.0,0.0,0.0,0.0
empirical_1s,2029,1.0,0.5,2.0,average,4.900000000000043e-05,2.2836725182538653,0.0,0.0,0.0,0.0,0.0,0.0
empirical_1s,2029,1.0,1.0,0.0,average,4.8999999999999565e-05,1.179396662387666,0.0,0.0,0.0,0.0,0.0,0.0
empirical_1s,2029,1.0,1.0,0.1,average,4.8999999999999565e-05,1.179396662387666,0.0,0.0,0.0,0.0,0.0,0.0
empirical_1s,2029,1.0,1.0,0.5,average,4.8999999999999565e-05,1.179396662387666,0.0,0.0,0.0,0.0,0.0,0.0
empirical_1s,2029,1.0,1.0,1.0,average,4.8999999999999565e-05,1.179396662387666,0.0,0.0,0.0,0.0,0.0,0.0
empirical_1s,2029,1.0,1.0,2.0,average,4.8999999999999565e-05,1.179396662387666,0.0,0.0,0.0,0.0,0.0,0.0
empirical_1s,2029,1.0,2.0,0.0,average,4.900000000000043e-05,0.599559507300764,0.0,0.0,0.0,0.0,0.0,0.0
empirical_1s,2029,1.0,2.0,0.1,average,4.900000000000043e-05,0.599559507300764,0.0,0.0,0.0,0.0,0.0,0.0
empirical_1s,2029,1.0,2.0,0.5,average,4.900000000000043e-05,0.599559507300764,0.0,0.0,0.0,0.0,0.0,0.0
empirical_1s,2029,1.0,2.0,1.0,average,4.900000000000043e-05,0.599559507300764,0.0,0.0,0.0,0.0,0.0,0.0
empirical_1s,2029,1.0,2.0,2.0,average,4.900000000000043e-05,0.599559507300764,0.0,0.0,0.0,0.0,0.0,0.0
empirical_1s,2029,2.0,0.0,0.0,average,9.8e-05,35.853658536585364,0.0,0.0,0.0,0.0,9.13333333333333e-05,65.23809523809521
empirical_1s,2029,2.0,0.0,0.1,average,9.8e-05,35.853658536585364,0.0,0.0,0.0,0.0,9.13333333333333e-05,65.23809523809521
empirical_1s,2029,2.0,0.0,0.5,average,9.8e-05,35.853658536585364,0.0,0.0,0.0,0.0,9.13333333333333e-05,65.23809523809521
empirical_1s,2029,2.0,0.0,1.0,average,9.8e-05,35.853658536585364,0.0,0.0,0.0,0.0,9.13333333333333e-05,65.23809523809521
empirical_1s,2029,2.0,0.0,2.0,average,9.8e-05,35.853658536585364,0.0,0.0,0.0,0.0,9.13333333333333e-05,65.23809523809521
empirical_1s,2029,2.0,0.1,0.0,average,9.799999999999989e-05,14.51565122938677,0.0,0.0,0.0,0.0,8.153333333333322e-05,23.578176209755117
empirical_1s,2029,2.0,0.1,0.1,average,9.799999999999989e-05,14.51565122938677,0.0,0.0,0.0,0.0,8.153333333333322e-05,23.578176209755117
empirical_1s,2029,2.0,0.1,0.5,average,9.799999999999989e-05,14.51565122938677,0.0,0.0,0.0,0.0,8.153333333333322e-05,23.578176209755117
empirical_1s,2029,2.0,0.1,1.0,average,9.799999999999989e-05,14.51565122938677,0.0,0.0,0.0,0.0,8.153333333333322e-05,23.578176209755117
empirical_1s,2029,2.0,0.1,2.0,average,9.799999999999989e-05,14.51565122938677,0.0,0.0,0.0,0.0,8.153333333333322e-05,23.578176209755117
empirical_1s,2029,2.0,0.5,0.0,average,9.8e-05,4.29385132174675,0.0,0.0,0.0,0.0,4.233333333333346e-05,3.621328771029381
empirical_1s,2029,2.0,0.5,0.1,average,9.8e-05,4.29385132174675,0.0,0.0,0.0,0.0,4.233333333333346e-05,3.621328771029381
empirical_1s,2029,2.0,0.5,0.5,average,9.8e-05,4.29385132174675,0.0,0.0,0.0,0.0,4.233333333333346e-05,3.621328771029381
empirical_1s,2029,2.0,0.5,1.0,average,9.8e-05,4.29385132174675,0.0,0.0,0.0,0.0,4.233333333333346e-05,3.621328771029381
empirical_1s,2029,2.0,0.5,2.0,average,9.8e-05,4.29385132174675,0.0,0.0,0.0,0.0,4.233333333333346e-05,3.621328771029381
empirical_1s,2029,2.0,1.0,0.0,average,9.800000000000086e-05,2.2836725182538653,0.0,0.0,0.0,0.0,0.0,0.0
empirical_1s,2029,2.0,1.0,0.1,average,9.800000000000086e-05,2.2836725182538653,0.0,0.0,0.0,0.0,0.0,0.0
empirical_1s,2029,2.0,1.0,0.5,average,9.800000000000086e-05,2.2836725182538653,0.0,0.0,0.0,0.0,0.0,0.0
empirical_1s,2029,2.0,1.0,1.0,average,9.800000000000086e-05,2.2836725182538653,0.0,0.0,0.0,0.0,0.0,0.0
empirical_1s,2029,2.0,1.0,2.0,average,9.800000000000086e-05,2.2836725182538653,0.0,0.0,0.0,0.0,0.0,0.0
empirical_1s,2029,2.0,2.0,0.0,average,9.799999999999913e-05,1.179396662387666,0.0,0.0,0.0,0.0,0.0,0.0
empirical_1s,2029,2.0,2.0,0.1,average,9.799999999999913e-05,1.179396662387666,0.0,0.0,0.0,0.0,0.0,0.0
empirical_1s,2029,2.0,2.0,0.5,average,9.799999999999913e-05,1.179396662387666,0.0,0.0,0.0,0.0,0.0,0.0
empirical_1s,2029,2.0,2.0,1.0,average,9.799999999999913e-05,1.179396662387666,0.0,0.0,0.0,0.0,0.0,0.0
empirical_1s,2029,2.0,2.0,2.0,average,9.799999999999913e-05,1.179396662387666,0.0,0.0,0.0,0.0,0.0,0.0
zuo_slow_30s,2029,0.5,0.0,0.0,average,-3.499999999999814e-07,-0.5121951219511923,0.0,0.0,0.0,0.0,4.458333333333338e-06,12.73809523809525
zuo_slow_30s,2029,0.5,0.0,0.1,average,-6.280000000000001e-06,-6.778465778462181,0.0,0.0,0.0,0.0,-2.0646666666666673e-06,-4.350971838801903
zuo_slow_30s,2029,0.5,0.0,0.5,average,-2.9999999999999997e-05,-15.797926960917684,0.0,0.0,0.0,0.0,-6.474999999999995e-06,-6.657070888808918
zuo_slow_30s,2029,0.5,0.0,1.0,average,-5.965000000000001e-05,-19.15153201553955,0.0,0.0,0.0,0.0,-6.475000000000008e-06,-4.0587977182975035
zuo_slow_30s,2029,0.5,0.0,2.0,average,-0.00011894999999999994,-21.448148192669695,0.0,0.0,0.0,0.0,-6.474999999999981e-06,-2.2794480039428224
zuo_slow_30s,2029,0.5,0.1,0.0,average,-3.499999999999814e-07,-0.0744469653998826,0.0,0.0,0.0,0.0,-5.3416666666666836e-06,-2.218300110741978
zuo_slow_30s,2029,0.5,0.1,0.1,average,-6.280000000000109e-06,-1.2701075074544879,0.0,0.0,0.0,0.0,-6.475000000000035e-06,-2.5567318057436768
zuo_slow_30s,2029,0.5,0.1,0.5,average,-2.999999999999997e-05,-5.070151175007529,0.0,0.0,0.0,0.0,-6.475000000000035e-06,-2.136505370135131
zuo_slow_30s,2029,0.5,0.1,1.0,average,-5.965000000000007e-05,-8.362970198010094,0.0,0.0,0.0,0.0,-6.474999999999981e-06,-1.7723701858593548
zuo_slow_30s,2029,0.5,0.1,2.0,average,-0.00011895000000000005,-12.437351438390067,0.0,0.0,0.0,0.0,-6.475000000000035e-06,-1.321806230351536
zuo_slow_30s,2029,0.5,0.5,0.0,average,-3.500000000000898e-07,-0.016848523748399704,0.0,0.0,0.0,0.0,-6.475000000000144e-06,-0.6085526315789609
zuo_slow_30s,2029,0.5,0.5,0.1,average,-6.2800000000004345e-06,-0.2988133588604315,0.0,0.0,0.0,0.0,-6.475000000000144e-06,-0.6015125602325548
zuo_slow_30s,2029,0.5,0.5,0.5,average,-3.0000000000000512e-05,-1.364319556990304,0.0,0.0,0.0,0.0,-6.475000000000144e-06,-0.5749091022095283
zuo_slow_30s,2029,0.5,0.5,1.0,average,-5.9649999999999634e-05,-2.5706073068740425,0.0,0.0,0.0,0.0,-6.475000000000144e-06,-0.5447906237116559
zuo_slow_30s,2029,0.5,0.5,2.0,average,-0.00011895000000000048,-4.639971498339588,0.0,0.0,0.0,0.0,-6.475000000000144e-06,-0.493122934214746
zuo_slow_30s,2029,0.5,1.0,0.0,average,-3.4999999999965614e-07,-0.008565135818573853,0.0,0.0,0.0,0.0,-6.47499999999971e-06,-0.30936454849496947
zuo_slow_30s,2029,0.5,1.0,0.1,average,-6.2799999999991335e-06,-0.15277402848000957,0.0,0.0,0.0,0.0,-6.47499999999971e-06,-0.30753476805227714
zuo_slow_30s,2029,0.5,1.0,0.5,average,-2.9999999999999645e-05,-0.7129449816396779,0.0,0.0,0.0,0.0,-6.47499999999971e-06,-0.3004270936520433
zuo_slow_30s,2029,0.5,1.0,1.0,average,-5.9649999999999634e-05,-1.377768915161917,0.0,0.0,0.0,0.0,-6.47499999999971e-06,-0.29199154013698625
zuo_slow_30s,2029,0.5,1.0,2.0,average,-0.00011894999999999961,-2.601368442998786,0.0,0.0,0.0,0.0,-6.47499999999971e-06,-0.27646601709604834
zuo_slow_30s,2029,0.5,2.0,0.0,average,-3.5000000000139087e-07,-0.004318677250870615,0.0,0.0,0.0,0.0,-6.4750000000005775e-06,-0.15598650927488744
zuo_slow_30s,2029,0.5,2.0,0.1,average,-6.280000000000868e-06,-0.07725763605003115,0.0,0.0,0.0,0.0,-6.4750000000005775e-06,-0.1555199494266076
zuo_slow_30s,2029,0.5,2.0,0.5,average,-2.9999999999998778e-05,-0.3647018086575604,0.0,0.0,0.0,0.0,-6.4750000000005775e-06,-0.15368128992599747
zuo_slow_30s,2029,0.5,2.0,1.0,average,-5.9649999999999634e-05,-0.7145883440039027,0.0,0.0,0.0,0.0,-6.4750000000005775e-06,-0.15144321288824023
zuo_slow_30s,2029,0.5,2.0,2.0,average,-0.00011895000000000135,-1.3846540673558598,0.0,0.0,0.0,0.0,-6.4750000000005775e-06,-0.14715708422159193
zuo_slow_30s,2029,1.0,0.0,0.0,average,-6.999999999999628e-07,-0.5121951219511923,0.0,0.0,0.0,0.0,8.916666666666676e-06,12.73809523809525
zuo_slow_30s,2029,1.0,0.0,0.1,average,-6.629999999999982e-06,-4.118532568295364,0.0,0.0,0.0,0.0,2.393666666666684e-06,2.903068010462547
zuo_slow_30s,2029,1.0,0.0,0.5,average,-3.0350000000000006e-05,-11.753012475877604,0.0,0.0,0.0,0.0,-1.2950000000000003e-05,-9.790949986768988
