block_id,month,stratum,health_case,policy,positive_steps,above_40kw_steps,negative_power_steps,assignment,assignment_first,assignment_second,error,n_steps,fc_energy_kwh,hydrogen_g,hydrogen_g_per_fc_kwh,expected_damage_increment_pct,terminal_max_damage_pct,terminal_damage_range_pct,damage_increment_range_pct,tracking_mae_kw,tracking_rmse_kw,tracking_max_abs_kw,constraint_violation_steps,safety_override_steps,total_switch_count,planning_runtime_s
external_2025-10_s1,2025-10,1,oldest_stack_0,fixed_pair,1440,0,0,"(1, 0)",1,0,,1800,16.184528759096857,819.354149371404,50.62576498626002,0.007671759444444444,7.4862396022219,6.547081767499717,0.003854981666628232,0.5977974385609169,0.8696819769817444,3.2449114133616064,0,0,2,66.67401899932884
external_2025-10_s1,2025-10,1,oldest_stack_0,health_greedy,1440,0,0,"(1, 2)",1,2,,1800,16.23314101773617,819.1499190851312,50.46157845792974,0.007860609444444446,7.482422824444445,6.543325096388928,0.004065734444351321,0.5516925993197846,0.800135493106629,3.2449078682464787,0,0,2,66.4283923022449
external_2025-10_s1,2025-10,1,oldest_stack_1,fixed_pair,1440,0,0,"(0, 1)",0,1,,1800,16.15748039222138,818.6881810466011,50.66929751254647,0.007613772500000001,7.486369255278203,6.551066402222647,0.003946430833758008,0.6107133994493574,0.8955712440793142,3.2707167005531943,0,0,2,62.16127609135583
external_2025-10_s1,2025-10,1,oldest_stack_1,health_greedy,1440,0,0,"(2, 0)",2,0,,1800,16.237117298793304,819.9224423419024,50.4967986160226,0.007606270000000001,7.482422824444445,6.5432118791666,0.003908092222288606,0.5594797624727584,0.8045019238659072,3.2449128913442635,0,0,2,61.04992840113118
external_2025-10_s2,2025-10,2,oldest_stack_2,fixed_pair,1613,0,0,"(0, 1)",0,1,,1800,18.369718450119624,928.1556144888564,50.52639304239376,0.007994601666666667,7.482422824444445,6.543290638055549,0.004165268333133465,0.5581879841994665,0.814974182999804,4.414099383383405,0,0,2,61.77801189920865
external_2025-10_s2,2025-10,2,oldest_stack_2,health_greedy,1613,0,0,"(0, 1)",0,1,,1800,18.369718450119624,928.1556144888564,50.52639304239376,0.007994601666666667,7.482422824444445,6.543290638055549,0.004165268333133465,0.5581879841994665,0.814974182999804,4.414099383383405,0,0,2,61.5223493098747
external_2025-10_s2,2025-10,2,oldest_stack_0,fixed_pair,1613,0,0,"(1, 0)",1,0,,1800,18.276200163987042,928.2976877314811,50.79270742288524,0.00780389222222222,7.486330446666308,6.547131323610795,0.0039076222218632495,0.7267354364187195,1.0059180443970699,4.414099383383405,0,0,2,62.30611160071567
external_2025-10_s2,2025-10,2,oldest_stack_0,health_greedy,1613,0,0,"(1, 2)",1,2,,1800,18.307809370079685,928.2000123771768,50.6996764940172,0.008194654444444446,7.482422824444445,6.543223701388932,0.0042983844443416075,0.6863433012955477,0.9717485747453801,4.414099383383405,0,0,2,61.128818803001195
external_2025-10_s2,2025-10,2,oldest_stack_1,fixed_pair,1613,0,0,"(0, 1)",0,1,,1800,18.23001850303857,928.4486405517696,50.929659802430606,0.007813328333333333,7.486525827778252,6.551222974722696,0.004103003333806754,0.801767978271687,1.088199464895026,4.414099383383405,0,0,2,65.13304229895584
external_2025-10_s2,2025-10,2,oldest_stack_1,health_greedy,1613,0,0,"(2, 0)",2,0,,1800,18.309826855830085,928.2976877314811,50.69942468821868,0.007989408333333335,7.482422824444445,6.543038390833259,0.0040815805556301266,0.682535308854988,0.9648817308128396,4.414099383383405,0,0,2,66.23133200616576
external_2025-10_s3,2025-10,3,oldest_stack_2,fixed_pair,1800,0,0,"(0, 1)",0,1,,1800,24.77220729321848,1294.0563712908536,52.23823440413032,0.009831643333333338,7.482422824444445,6.54214513805552,0.004974833333369677,0.6154339544740921,0.7811254012720175,5.282826342633239,0,3,2,45.783117501530796
external_2025-10_s3,2025-10,3,oldest_stack_2,health_greedy,1800,0,0,"(0, 1)",0,1,,1800,24.77220729321848,1294.0563712908536,52.23823440413032,0.009831643333333338,7.482422824444445,6.54214513805552,0.004974833333369677,0.6154339544740921,0.7811254012720175,5.282826342633239,0,3,2,48.663486004341394
external_2025-10_s3,2025-10,3,oldest_stack_0,fixed_pair,1800,0,0,"(1, 0)",1,0,,1800,24.755742084077337,1296.977752342322,52.390986621908866,0.009200455833333333,7.4867518577773176,6.546577582221761,0.00487142250000161,0.5309959990775335,0.7154646879611218,5.201552036889655,0,3,2,52.96031899889931
external_2025-10_s3,2025-10,3,oldest_stack_0,health_greedy,1800,0,0,"(1, 2)",1,2,,1800,24.770989544362802,1294.1274079121658,52.24367018501583,0.010121901666666669,7.482422824444445,6.542020926388891,0.005099044999998692,0.6200548390968353,0.7900330585172636,5.282823258756029,0,3,2,51.811924300389364
