step,demand_power_kw,stack_power_kw,tracking_error_kw
143,18.350933827239544,19.12271873253183,0.7717849052922858
144,18.341518263449274,19.12271872753258,0.7812004640833052
145,18.332102699659004,19.122718722533325,0.7906160228743211
146,18.55807623062552,19.122718717534074,0.5646424869085536
147,18.96294547360721,19.12271871253482,0.15977323892760964
148,19.367814716588885,19.122718707535565,-0.24509600905332007
149,19.772683959570568,19.122718702536304,-0.649965257034264
150,19.744437268199754,19.122718697537042,-0.6217185706627113
151,20.1750608474313,19.122718692537784,-1.0523421548935161
152,20.60333053571528,19.12271868753852,-1.4806118481767605
153,21.02924633305168,19.122718682539258,-1.9065276505124231
154,21.02924633305168,19.12271867753999,-1.9065276555116917
155,21.010553669644526,19.122718672540724,-1.887834997103802
156,20.991861006237368,20.4678804325548,-0.523980573682568
157,20.973168342830213,20.46788042564217,-0.505287917188042
158,22.237207781674186,20.467880418729543,-1.7693273629446438
159,22.20937648282353,20.46788041181691,-1.741496071006619
160,22.18154518397288,20.467880404904278,-1.7136647790686013
161,22.15371388512222,20.467880397991642,-1.6858334871305765
162,23.62877272420699,20.467880391079,-3.1608923331279897
163,23.62877272420699,20.46788038416636,-3.160892340040629
164,23.62877272420699,20.467880377253714,-3.1608923469532755
165,23.62877272420699,20.46788037034107,-3.1608923538659184
166,23.62877272420699,20.467880363428417,-3.160892360778572
167,24.023441773082542,20.467880356515767,-3.555561416566775
168,24.415849240459462,20.46788034960311,-3.9479688908563517
169,24.805995126337724,20.467880342690457,-4.338114783647267
170,24.805995126337724,20.4678803357778,-4.338114790559924
171,25.21224901105327,24.594547369808826,-0.6177016412444445
172,25.61614900482125,24.59454735980816,-1.0216016450130887
173,26.01769510764166,24.594547349807492,-1.423147757834169
174,26.045111013972157,24.594547339806823,-1.450563674165334
175,26.054249649415656,24.594547329806144,-1.4597023196095122
176,26.063388284859155,24.594547319805468,-1.4688409650536869
177,26.072526920302654,24.594547309804785,-1.4779796104978686
178,27.388490424166513,28.087729509055585,0.6992390848890722
179,27.39762905961001,28.087729498159085,0.6901004385490737
180,27.40676769505351,28.08772948726259,0.6809617922090787
181,27.415906330497005,28.08772947636609,0.6718231458690838
182,28.568620573938365,28.087729465469582,-0.48089110846878214
183,28.555016468903155,28.087729454573072,-0.4672870143300827
184,28.541412363867945,28.087729443676558,-0.4536829201913868
185,28.541412363867945,28.087729432780044,-0.4536829310879007
186,28.541412363867945,28.087729421883527,-0.45368294198441816
187,29.235221720663592,28.087729410987002,-1.1474923096765899
188,29.929031077459236,28.08772940009048,-1.8413016773687545
189,29.915426972424026,28.087729389193942,-1.8276975832300835
190,29.90182286738882,28.087729378297407,-1.8140934890914124
191,30.46530282098456,28.087729367400875,-2.377573453583686
192,31.02359036807832,28.087729356504326,-2.9358610115739943
193,31.03709062498349,31.22505873428442,0.1879681093009289
194,31.050590881888656,31.225058720031527,0.1744678381428706
195,31.03709062498349,31.225058705778622,0.18796808079513028
196,31.02359036807832,31.225058691525724,0.20146832344740417
197,31.482599102854067,31.225058677272827,-0.25754042558124013
198,31.94160783762981,31.225058663019922,-0.716549174609888
199,32.40061657240555,31.225058648767007,-1.1755579236385465
200,32.346615544784875,31.2250586345141,-1.121556910270776
201,32.36461588732511,31.225058620261187,-1.1395572670639211
202,32.38261622986534,31.225058606008268,-1.1575576238570733
203,32.40061657240555,31.22505859175535,-1.1755579806502041
204,32.40061657240555,31.225058577502427,-1.1755579949031265
205,32.40061657240555,31.225058563249505,-1.175558009156049
206,32.40061657240555,31.22505854899658,-1.1755580234089749
207,32.40061657240555,31.225058534743653,-1.1755580376619008
208,32.37361605859522,32.355772960565915,-0.01784309802930295
209,32.38261622986534,32.35577294754838,-0.026843282316960426
210,32.391616401135444,32.355772934530826,-0.0358434666046179
211,32.40061657240555,32.35577292151327,-0.04484365089228248
212,32.12458824275987,32.35577290849571,0.23118466573583873
213,32.249102150677544,32.35577289547815,0.10667074480060279
214,32.37361605859522,32.355772882460585,-0.017843176134633154
215,32.37361605859522,32.355772869443015,-0.0178431891522024
216,32.37361605859522,32.355772856425446,-0.017843202169771644
217,32.34661554478488,32.35577284340787,0.009157298622987753
218,32.319615030974546,32.35577283039029,0.03615779941574715
219,32.36011580169005,32.355772817372696,-0.004342984317354137
220,32.40061657240555,32.35577280435513,-0.044843768050427
221,32.975312124045594,32.355772791337536,-0.619539332708058
222,33.54460757292357,32.355772778319945,-1.188834794603622
223,33.50441834659818,33.11084657731503,-0.39357176928314885
224,33.4642291202728,33.11084655870625,-0.3533825615665478
225,33.49102193782305,33.11084654009746,-0.38017539772558706
226,33.51781475537331,33.11084652148867,-0.40696823388464054
227,33.82315133505243,33.110846502879866,-0.7123048321725634
228,34.12645710685524,33.11084648427106,-1.0156106225841839
229,34.427732070781694,33.11084646566225,-1.3168856051194453
230,34.5606576772326,33.11084644705342,-1.4498112301791792
231,35.003743032068904,33.110846428444596,-1.8928966036243082
232,35.446828386905224,33.110846409835766,-2.3359819770694585
233,35.889913741741545,33.110846391226914,-2.77906735051463
234,35.83674349916118,33.110846372618056,-2.725897126543124
235,35.863328620451355,33.110846354009205,-2.7524822664421507
236,35.889913741741545,33.11084633540034,-2.7790674063412055
237,36.42499123177141,33.11084631679147,-3.3141449149799342
238,36.95477246716925,36.6040280761759,-0.35074439099334853
239,36.92839504213915,36.60402805667117,-0.32436698546798226
240,36.90201761710905,36.60402803716644,-0.297989579942616
241,37.56145324286154,36.6040280176617,-0.9574252251998416
242,38.220888868614026,36.604027998156944,-1.6168608704570815
243,38.070412928186414,36.60402797865219,-1.4663849495342234
244,37.919936987758796,36.604027959147416,-1.3159090286113795
245,38.070412928186414,36.604027939642656,-1.4663849885437585
246,38.220888868614026,36.60402792013787,-1.616860948476159
247,38.7272523506879,36.604027900633085,-2.1232244500548134
248,39.228423426259795,36.604027881128296,-2.624395545131499
249,39.267678019414824,36.6040278616235,-2.6636501577913236
250,39.306932612569845,36.6040278421187,-2.7029047704511484
251,39.28076288379983,36.60402782261388,-2.6767350611859513
252,39.25459315502981,36.604027803109055,-2.650565351920754
253,39.58575330304549,40.190061339074994,0.6043080360295008
254,39.91460571483807,40.19006131892302,0.2754556040849536
255,40.24115039040754,40.19006129877104,-0.05108909163649855
256,40.5630795935308,40.19006127861907,-0.3730183149117323
257,40.89077813721183,40.19006125846708,-0.7007168787447497
258,41.21616894466975,40.190061238315096,-1.0261077063546509
259,41.53925201590456,40.1900612181631,-1.349190797741457
260,41.51328998339462,40.19006119801111,-1.3232287853835132
261,41.51328998339462,40.19006117785911,-1.3232288055355141
262,41.51328998339462,40.1900611577071,-1.3232288256875222
263,41.51328998339462,40.190061137555084,-1.3232288458395374
264,41.59117608092444,40.19006111740306,-1.4011149635213798
265,41.5652140484145,40.19006109725104,-1.3751529511634573
266,41.53925201590456,40.19006107709902,-1.3491909388055419
267,41.52627099964959,40.19006105694698,-1.3362099427026095
268,41.51328998339462,40.87816870239747,-0.6351212809971543
269,41.70540902396818,40.87816867832454,-0.8272403456436379
270,41.89773576080181,40.87816865425161,-1.0195671065501983
271,41.76949485888383,40.878168630178685,-0.8913262287051467
272,41.64134626641476,40.878168606105746,-0.7631776603090117
273,41.51328998339462,40.8781685820328,-0.6351214013618218
274,41.53925201590456,40.87816855795985,-0.6610834579447058
275,41.51328998339462,40.8781685338869,-0.6351214495077215
276,41.487327950884676,40.878168509813946,-0.6091594410707302
277,41.487327950884676,40.878168485740986,-0.6091594651436907
278,41.487327950884676,40.878168461668025,-0.6091594892166512
279,41.487327950884676,40.87816843759505,-0.6091595132896259
280,41.487327950884676,40.878168413522076,-0.6091595373626006
281,41.487327950884676,40.8781683894491,-0.6091595614355754
282,41.51328998339462,40.87816836537612,-0.635121618018502
283,41.51328998339462,40.87816834130312,-0.635121642091498
284,41.51328998339462,40.878168317230134,-0.635121666164487
285,41.51328998339462,40.878168293157145,-0.6351216902374759
286,41.51328998339462,40.87816826908414,-0.635121714310479
287,41.50463597255796,40.87816824501114,-0.6264677275468244
288,41.49598196172133,40.878168220938136,-0.6178137407831912
289,41.487327950884676,40.87816819686512,-0.6091597540195579
290,41.51328998339462,40.8781681727921,-0.63512181060252
291,41.51328998339462,40.878168148719084,-0.6351218346755374
292,41.51328998339462,40.87816812464605,-0.635121858748569
293,41.51328998339462,40.87816810057302,-0.6351218828216005
294,41.84539630326178,40.87816807649999,-0.9672282267617902
295,41.85411954618511,40.87816805242694,-0.975951493758167
296,41.862842789108456,40.87816802835391,-0.9846747607545439
297,41.871566032031794,40.87816800428085,-0.993398027750942
298,41.51328998339462,40.878167980207806,-0.6351220031868152
299,41.632669178215885,40.87816795613475,-0.7545012220811316
300,41.75209452776161,40.878167932061686,-0.8739265956999205
301,41.871566032031794,40.878167907988626,-0.9933981240431677
302,41.51328998339462,40.87816788391556,-0.6351220994790623
303,41.51328998339462,40.87816785984248,-0.6351221235521436
304,41.51328998339462,40.878167835769396,-0.6351221476252249
305,41.51328998339462,40.878167811696315,-0.6351221716983062
306,41.871566032031794,40.87816778762324,-0.993398244408553
307,41.862842789108456,40.87816776355014,-0.9846750255583174
308,41.85411954618511,40.87816773947704,-0.9759518067080677
309,41.84539630326178,40.87816771540394,-0.9672285878578393
310,41.84539630326178,40.878167691330844,-0.9672286119309348
311,41.81050333156842,40.878167667257735,-0.9323356643106848
312,41.77561035987505,40.87816764318462,-0.8974427166904348
313,41.7407173881817,40.878167619111494,-0.8625497690702062
314,41.53925201590456,40.87816759503838,-0.6610844208661817
315,41.52627099964959,40.87816757096525,-0.6481034286843368
316,41.51328998339462,40.878167546892115,-0.6351224365025061
317,41.51328998339462,40.87816752281899,-0.63512246057563
318,41.51328998339462,40.87816749874585,-0.6351224846487682
319,41.52627099964959,40.87816747467269,-0.6481035249768965
320,41.53925201590456,40.87816745059955,-0.6610845653050106
321,41.64134626641476,40.87816742652639,-0.7631788398883685
322,41.7433943622005,40.87816740245324,-0.8652269597472539
323,41.84539630326178,40.878167378380084,-0.9672289248816952
324,41.53925201590456,40.87816735430691,-0.6610846615976484
325,41.51328998339462,40.87816733023374,-0.6351226531608845
326,41.487327950884676,40.87816730616057,-0.6091606447241062
327,41.50030896713966,40.87816728208739,-0.6221416850522701
328,41.51328998339462,40.878167258014216,-0.6351227253804055
329,41.52627099964959,40.87816723394103,-0.6481037657085622
330,41.53925201590456,40.878167209867826,-0.6610848060367331
331,41.51328998339462,40.878167185794624,-0.6351227975999976
332,41.487327950884676,40.87816716172143,-0.6091607891632478
333,41.50030896713966,40.87816713764823,-0.6221418294914329
334,41.51328998339462,40.87816711357502,-0.6351228698196039
335,41.52627099964959,40.8781670895018,-0.648103910147789
336,41.53925201590456,40.878167065428585,-0.6610849504759742
337,41.53925201590456,40.87816704135536,-0.6610849745491976
338,41.53925201590456,40.87816701728214,-0.661084998622421
339,41.53925201590456,40.87816699320891,-0.6610850226956515
340,41.53925201590456,40.87816696913566,-0.6610850467688962
341,41.53925201590456,40.87816694506242,-0.661085070842141
342,41.53925201590456,40.87816692098919,-0.6610850949153715
343,41.53925201590456,40.87816689691593,-0.6610851189886304
344,41.53925201590456,40.87816687284268,-0.6610851430618823
345,41.53925201590456,40.87816684876942,-0.6610851671351412
346,41.52627099964959,40.87816682469616,-0.6481041749534313
347,41.51328998339462,40.87816680062289,-0.6351231827717285
348,41.6793431433282,40.87816677654962,-0.8011763667785772
349,41.84539630326178,40.878166752476346,-0.9672295507854329
350,41.871566032031794,40.87816672840306,-0.9933993036287347
351,41.85848116764679,40.878166704329786,-0.9803144633170007
352,41.84539630326178,40.87816668025649,-0.9672296230052879
353,41.84539630326178,40.8781666561832,-0.9672296470785824
354,41.84539630326178,40.878166632109895,-0.967229671151884
355,41.692376083648185,40.8781666080366,-0.8142094756115839
356,41.53925201590456,40.8781665839633,-0.6610854319412596
357,41.53925201590456,40.87816655988999,-0.6610854560145683
358,41.53925201590456,40.87816653581666,-0.6610854800878982
359,41.52627099964959,40.87816651174336,-0.648104487906231
360,41.51328998339462,40.87816648767003,-0.6351234957245921
361,41.51328998339462,40.8781664635967,-0.6351235197979221
362,41.51328998339462,40.878166439523376,-0.635123543871245
363,41.51328998339462,40.87816641545003,-0.6351235679445892
364,41.51328998339462,40.87816639137669,-0.6351235920179334
365,41.51328998339462,40.87816636730335,-0.6351236160912705
366,41.51328998339462,40.87816634323,-0.6351236401646219
367,41.52627099964959,40.87816631915665,-0.648104680492942
368,41.53925201590456,40.87816629508328,-0.6610857208212764
369,41.53925201590456,40.878166271009924,-0.6610857448946348
370,41.53925201590456,40.87816624693656,-0.6610857689680003
371,41.521943994231265,40.878166222863186,-0.6437777713680788
372,41.50463597255796,40.87816619878981,-0.6264697737681502
373,41.487327950884676,40.878166174716426,-0.60916177616825
374,41.51328998339462,40.87816615064304,-0.6351238327515816
375,41.623992090017005,40.87816612656965,-0.7458259634473521
376,41.73469419663939,40.878166102496266,-0.8565280941431226
377,41.84539630326178,40.878166078422865,-0.9672302248389144
378,41.6793431433282,40.878166054349464,-0.8011770889787329
379,41.51328998339462,40.878166030276056,-0.6351239531185655
380,41.51328998339462,40.87816600620265,-0.6351239771919737
381,41.51328998339462,40.87816598212923,-0.6351240012653889
382,41.51328998339462,40.87816595805582,-0.6351240253388042
383,41.52627099964959,40.87816593398239,-0.6481050656672025
384,41.53925201590456,40.87816590990896,-0.6610861059956008
385,41.53925201590456,40.87816588583553,-0.6610861300690303
386,41.53925201590456,40.878165861762085,-0.661086154142474
387,41.53925201590456,40.87816583768864,-0.6610861782159176
388,41.53925201590456,40.878165813615205,-0.6610862022893542
389,41.53925201590456,40.87816578954175,-0.6610862263628121
390,41.53925201590456,40.878165765468296,-0.6610862504362629
391,41.53925201590456,40.878165741394845,-0.6610862745097137
392,41.51328998339462,40.87816571732138,-0.635124266073241
393,41.623992090017005,40.87816569324791,-0.7458263967690968
394,41.73469419663939,40.878165669174436,-0.8565285274649526
395,41.84539630326178,40.87816564510095,-0.9672306581608296
396,41.53925201590456,40.87816562102748,-0.6610863948770813
397,41.53059800506791,40.87816559695399,-0.652432408113917
398,41.521943994231265,40.878165572880505,-0.6437784213507598
399,41.51328998339462,40.87816554880701,-0.6351244345876097
400,41.51328998339462,40.87816552473352,-0.6351244586611031
401,41.51328998339462,40.87816550066001,-0.6351244827346108
402,41.51328998339462,40.8781654765865,-0.6351245068081184
403,41.51328998339462,40.878165452512995,-0.635124530881626
404,41.51328998339462,40.87816542843947,-0.6351245549551479
405,41.51328998339462,40.87816540436596,-0.6351245790286626
406,41.51328998339462,40.87816538029243,-0.6351246031021915
407,41.51328998339462,40.8781653562189,-0.6351246271757205
408,41.53925201590456,40.87816533214537,-0.6610866837591871
409,41.53925201590456,40.87816530807184,-0.6610867078327161
410,41.53925201590456,40.87816528399829,-0.6610867319062663
411,41.53925201590456,40.87816525992474,-0.6610867559798166
412,41.81922657449176,40.878165235851185,-0.9410613386405728
413,41.832311438876765,40.87816521177764,-0.9541462270991232
414,41.84539630326178,40.87816518770407,-0.9672311155577091
415,41.6663102030082,40.87816516363051,-0.7881450393776888
416,41.487327950884676,40.878165139556955,-0.609162811327721
417,41.50030896713966,40.87816511548337,-0.6221438516562898
418,41.51328998339462,40.8781650914098,-0.6351248919848231
419,41.52627099964959,40.87816506733621,-0.6481059323133778
420,41.53925201590456,40.87816504326263,-0.6610869726419324
421,41.53925201590456,40.87816501918904,-0.6610869967155182
422,41.53925201590456,40.87816499511544,-0.6610870207891182
423,41.53059800506791,40.87816497104184,-0.6524330340260676
424,41.521943994231265,40.87816494696825,-0.6437790472630169
425,41.51328998339462,40.87816492289463,-0.6351250604999876
426,41.487327950884676,40.878164898821026,-0.60916305206365
427,41.49598196172133,40.87816487474741,-0.6178170869739148
428,41.50463597255796,40.878164850673784,-0.6264711218841796
429,41.51328998339462,40.87816482660016,-0.6351251567944587
430,41.53925201590456,40.87816480252653,-0.6610872133780319
431,41.547906026741195,40.878164778452906,-0.6697412482882896
432,41.55656003757785,40.87816475437926,-0.67839528319859
433,41.5652140484145,40.87816473030561,-0.6870493181088833
434,41.53925201590456,40.87816470623197,-0.6610873096725882
435,41.53059800506791,40.87816468215832,-0.6524333229095873
436,41.521943994231265,40.878164658084664,-0.6437793361466007
437,41.51328998339462,40.87816463401101,-0.635125349383614
438,41.51328998339462,40.878164609937336,-0.635125373457285
439,41.51328998339462,40.87816458586367,-0.635125397530949
440,41.51328998339462,40.87816456179,-0.63512542160462
441,41.51328998339462,40.878164537716316,-0.6351254456783053
442,41.487327950884676,40.87816451364263,-0.6091634372420458
443,41.50030896713966,40.87816448956895,-0.622144477570707
444,41.51328998339462,40.87816446549526,-0.6351255178993611
445,41.51328998339462,40.87816444142156,-0.6351255419730606
446,41.51328998339462,40.878164417347875,-0.6351255660467459
447,41.47434693462971,40.87816439327416,-0.5961825413555459
448,41.435403885864794,40.878164369200455,-0.5572395166643389
449,41.51328998339462,40.87816434512674,-0.6351256382678798
450,41.59117608092444,40.87816432105302,-0.7130117598714207
451,41.52627099964959,40.87816429697931,-0.6481067026702831
452,41.46136591837473,40.87816427290558,-0.5832016454691527
453,41.478673940048026,40.87816424883185,-0.6005096912161747
454,41.49598196172133,40.87816422475811,-0.6178177369632181
455,41.51328998339462,40.87816420068438,-0.6351257827102401
456,41.53925201590456,40.87816417661063,-0.661087839293927
457,41.53059800506791,40.87816415253688,-0.6524338525310256
458,41.521943994231265,40.878164128463126,-0.6437798657681384
459,41.51328998339462,40.878164104389384,-0.635125879005237
460,41.51328998339462,40.878164080315614,-0.6351259030790075
461,41.51328998339462,40.87816405624186,-0.6351259271527638
462,41.51328998339462,40.87816403216809,-0.6351259512265344
463,41.51328998339462,40.878164008094316,-0.6351259753003049
464,41.51328998339462,40.87816398402053,-0.6351259993740896
465,41.51328998339462,40.87816395994675,-0.6351260234478744
466,41.51328998339462,40.87816393587297,-0.635126047521652
467,41.51328998339462,40.87816391179918,-0.6351260715954439
468,41.53925201590456,40.87816388772538,-0.6610881281791805
469,41.53059800506791,40.878163863651565,-0.652434141416343
470,41.521943994231265,40.878163839577766,-0.6437801546534985
471,41.51328998339462,40.87816381550397,-0.6351261678906539
472,41.51328998339462,40.87816379143014,-0.6351261919644813
473,41.52627099964959,40.87816376735633,-0.6481072322932633
474,41.53925201590456,40.8781637432825,-0.6610882726220595
475,41.52627099964959,40.878163719208686,-0.6481072804409038
476,41.51328998339462,40.878163695134845,-0.6351262882597766
477,41.52627099964959,40.87816367106102,-0.6481073285885728
478,41.53925201590456,40.878163646987176,-0.6610883689173832
479,41.52627099964959,40.878163622913334,-0.648107376736256
480,41.51328998339462,40.87816359883949,-0.6351263845551287
481,41.52627099964959,40.87816357476564,-0.6481074248839533
482,41.53925201590456,40.87816355069178,-0.661088465212778
483,41.53059800506791,40.87816352661792,-0.6524344784499903
484,41.521943994231265,40.878163502544055,-0.6437804916872096
485,41.51328998339462,40.878163478470185,-0.6351265049244361
486,41.51328998339462,40.8781634543963,-0.6351265289983203
487,41.52627099964959,40.87816343032243,-0.6481075693271592
488,41.53925201590456,40.87816340624855,-0.6610886096560122
489,41.6793431433282,40.87816338217466,-0.8011797611535343
490,41.81922657449176,40.878163358100764,-0.9410632163909938
491,41.6663102030082,40.87816333402687,-0.7881468689813289
492,41.51328998339462,40.87816330995296,-0.6351266734416612
493,41.52627099964959,40.87816328587906,-0.6481077137705284
494,41.53925201590456,40.878163261805156,-0.6610887540994028
495,41.52627099964959,40.87816323773124,-0.6481077619183466
496,41.51328998339462,40.87816321365733,-0.6351267697372904
497,41.632669178215885,40.878163189583404,-0.7545059886324808
498,41.75209452776161,40.87816316550948,-0.8739313622521294
499,41.871566032031794,40.87816314143554,-0.9934028905962506
500,41.51328998339462,40.87816311736161,-0.635126866033012
501,41.51328998339462,40.87816309328767,-0.6351268901069531
502,41.51328998339462,40.87816306921372,-0.6351269141809013
503,41.51328998339462,40.87816304513977,-0.6351269382548494
504,41.84539630326178,40.878163021065824,-0.9672332821959557
505,41.73469419663939,40.87816299699186,-0.8565311996475273
506,41.623992090017005,40.8781629729179,-0.745829117099106
507,41.51328998339462,40.878162948843936,-0.6351270345506848
508,41.51328998339462,40.87816292476997,-0.6351270586246542
509,41.615315001818125,40.878162900696,-0.7371521011221276
510,41.71729386551718,40.878162876622014,-0.8391309888951639
511,41.81922657449176,40.87816285254803,-0.9410637219437277
512,41.487327950884676,40.87816282847404,-0.6091651224106371
513,41.47434693462971,40.87816280440005,-0.5961841302296591
514,41.46136591837473,40.87816278032605,-0.5832031380486811
515,41.47434693462971,40.87816275625205,-0.5961841783776549
516,41.487327950884676,40.87816273217804,-0.6091652187066359
517,41.50030896713966,40.87816270810403,-0.622146259035631
518,41.51328998339462,40.878162684030016,-0.6351272993646049
519,41.51328998339462,40.878162659956004,-0.635127323438617
520,41.51328998339462,40.87816263588198,-0.6351273475126433
521,41.52627099964959,40.87816261180795,-0.6481083878416385
522,41.53925201590456,40.87816258773392,-0.6610894281706408
523,41.692376083648185,40.878162563659885,-0.8142135199883
524,41.84539630326178,40.878162539585844,-0.9672337636759352
525,41.85848116764679,40.878162515511804,-0.9803186521349829
526,41.871566032031794,40.87816249143775,-0.9934035405940449
527,41.84539630326178,40.878162467363694,-0.9672338358980852
528,41.81922657449176,40.87816244328964,-0.9410641312021184
529,41.793056845721736,40.878162419215585,-0.9148944265061516
530,41.84539630326178,40.878162395141516,-0.9672339081202637
531,41.692376083648185,40.87816237106743,-0.8142137125807523
532,41.53925201590456,40.87816234699336,-0.6610896689111954
533,41.70540902396818,40.87816232291928,-0.8272467010488995
534,41.871566032031794,40.8781622988452,-0.9934037331865966
535,41.862842789108456,40.878162274771114,-0.9846805143373416
536,41.85411954618511,40.87816225069702,-0.9759572954880937
537,41.84539630326178,40.87816222662292,-0.9672340766388601
538,43.180052470532786,43.69051211236758,0.5104596418347924
539,43.180052470532786,43.69051205268307,0.5104595821502826
