step,demand_power_kw,stack_power_kw,tracking_error_kw
540,43.180052470532786,43.690511992998495,0.5104595224657089
541,43.180052470532786,43.690511933313886,0.5104594627810997
542,44.43619945149375,43.69051187362925,-0.7456875778645013
543,44.33604369941096,43.690511813944575,-0.645531885466383
544,44.235795637879235,43.69051175425985,-0.5452838836193834
545,44.135455266898596,43.6905116945751,-0.4449435723234956
546,44.08353120187871,43.690511634890306,-0.3930195669884071
547,44.7455630308822,43.69051157520548,-1.0550514556767254
548,45.40759485988568,43.69051151552059,-1.7170833443650864
549,45.42057587614063,43.69051145583568,-1.7300644203049487
550,45.433556892395615,43.69051139615073,-1.743045496244882
551,45.88534818213359,43.69051133646575,-2.1948368456678438
552,46.33205091349963,43.690511276780725,-2.6415396367189032
553,46.33205091349963,47.18369233535743,0.8516414218577992
554,46.33205091349963,47.18369227477641,0.8516413612767835
555,46.34492808162456,47.18369221419536,0.8387641325708017
556,46.35780524974949,47.183692153614274,0.8258869038647845
557,46.988786487871074,47.18369209303316,0.19490560516208433
558,47.61976772599267,47.18369203245197,-0.4360756935407011
559,47.61976772599267,47.18369197187078,-0.4360757541218945
560,47.61976772599267,47.18369191128953,-0.4360758147031447
561,47.61976772599267,47.18369185070824,-0.4360758752844305
562,47.61976772599267,47.183691790126915,-0.4360759358657589
563,48.08183998060459,47.18369172954557,-0.8981482510590197
564,48.53861598058448,47.18369166896416,-1.354924311620323
565,48.53861598058448,47.18369160838272,-1.3549243722017579
566,48.53861598058448,47.18369154780124,-1.3549244327832426
567,48.977374330002476,47.183691487219726,-1.7936828427827507
568,49.410940272918474,49.10569344787785,-0.3052468250406264
569,49.410940272918474,49.105693413064856,-0.305246859853618
570,49.410940272918474,49.105693378251864,-0.3052468946666096
571,49.410940272918474,49.10569334343887,-0.3052469294796012
572,49.81594798007354,49.105693308625874,-0.7102546714476645
573,50.24951392298955,49.10569327381287,-1.143820649176682
574,50.677887459403564,49.10569323899985,-1.5721942204037163
575,50.677887459403564,49.10569320418682,-1.5721942552167434
576,50.677887459403564,49.10569316937381,-1.5721942900297563
577,50.66521798753871,49.105693134560774,-1.5595248529779369
578,50.65254851567386,49.10569309974774,-1.5468554159261174
579,50.65254851567386,49.105693064934684,-1.546855450739173
580,50.65254851567386,49.105693030121635,-1.5468554855522214
581,50.65254851567386,49.10569299530858,-1.546855520365277
582,50.65254851567386,49.10569296049552,-1.5468555551783396
583,50.65254851567386,49.10569292568245,-1.5468555899914094
584,50.65254851567386,49.10569289086936,-1.5468556248044933
585,50.65254851567386,49.10569285605627,-1.5468556596175844
586,50.65254851567386,49.10569282124319,-1.5468556944306684
587,50.79094345697351,49.1056927864301,-1.685250670543411
588,50.929338398273174,49.105692751616985,-1.823645646656189
589,51.06773333957283,49.10569271680387,-1.96204062276896
590,50.677887459403564,49.105692681990774,-1.5721947774127898
591,50.66944114482699,49.10569264717765,-1.5637484976493425
592,50.66099483025044,49.10569261236451,-1.5553022178859308
593,50.65254851567386,49.10569257755138,-1.5468559381224765
594,50.677887459403564,49.10569254273824,-1.5721949166653246
595,50.8346981357636,49.10569250792509,-1.7290056278385109
596,50.99109341960347,49.10569247311193,-1.8854009464915436
597,50.79653394797399,49.105692438298775,-1.6908415096752165
598,50.601870628214456,49.105692403485605,-1.496178224728851
599,50.63987904380901,49.10569236867244,-1.5341866751365671
600,50.677887459403564,49.10569233385927,-1.5721951255442974
601,50.88558371948309,49.105692299046076,-1.7798914204370107
602,51.09327997956261,49.105692264232886,-1.987587715329724
603,50.98735488692205,49.10569222941969,-1.8816626575023605
604,50.88059900924117,49.105692194606476,-1.7749068146346971
605,50.7961358634755,49.10569215979328,-1.6904437036822202
606,50.71167271770984,49.10569212498005,-1.6059805927297859
607,50.62720957194416,49.105692090166826,-1.5215174817773303
608,50.65254851567386,49.10569205535361,-1.5468564603202495
609,50.79094345697351,49.10569202054036,-1.6852514364331483
610,50.929338398273174,49.10569198572712,-1.8236464125460543
611,51.06773333957283,49.105691950913865,-1.9620413886589674
612,51.09327997956261,49.10569191610062,-1.9875880634619918
613,51.08050665956772,49.105691881287356,-1.9748147782803613
614,51.06773333957283,49.10569184647409,-1.962041493098745
615,51.08050665956772,49.10569181166082,-1.9748148479068988
616,51.09327997956261,49.105691776847536,-1.9875882027150737
617,51.08050665956772,49.10569174203424,-1.9748149175334788
618,51.06773333957283,49.10569170722095,-1.962041632351884
619,51.06773333957283,49.10569167240766,-1.962041667165174
620,51.06773333957283,49.10569163759435,-1.9620417019784853
621,51.08050665956772,49.105691602781036,-1.9748150567866816
622,51.09327997956261,49.10569156796771,-1.9875884115948992
623,51.07624888623609,49.1056915331544,-1.9705573530816878
624,51.059217792909564,49.105691498341066,-1.9535262945684977
625,51.04218669958304,49.10569146352772,-1.9364952360553218
626,51.09327997956261,49.10569142871438,-1.9875885508482298
627,51.09327997956261,49.105691393901026,-1.9875885856615838
628,51.09327997956261,49.10569135908767,-1.9875886204749378
629,51.09327997956261,49.10569132427432,-1.9875886552882918
630,51.04218669958304,49.10569128946094,-1.9364954101220988
631,51.05496001957795,49.10569125464757,-1.9492687649303804
632,51.06773333957283,49.105691219834185,-1.9620421197386477
633,51.1060532995575,49.1056911850208,-2.000362114536699
634,51.14437325954217,49.105691150207406,-2.038682109334765
635,51.13585771287891,49.105691115393995,-2.0301665974849143
636,51.12734216621565,49.1056910805806,-2.0216510856350496
637,51.11882661955239,49.10569104576717,-2.0131355737852132
638,51.08050665956772,49.10569101095376,-1.974815648613955
639,51.04218669958304,49.10569097614034,-1.9364957234427038
640,51.09327997956261,49.1056909413269,-1.9875890382357113
641,51.08050665956772,49.10569090651346,-1.9748157530542585
642,51.06773333957283,49.10569087170002,-1.9620424678728128
643,51.07624888623609,49.105690836886566,-1.9705580493495205
644,51.08476443289935,49.10569080207311,-1.9790736308262353
645,51.09327997956261,49.105690767259645,-1.9875892123029644
646,51.09327997956261,49.10569073244618,-1.987589247116432
647,51.09327997956261,49.10569069763271,-1.9875892819298997
648,51.09327997956261,49.105690662819214,-1.9875893167433958
649,51.09327997956261,49.105690628005725,-1.9875893515568848
650,51.06773333957283,49.105690593192236,-1.9620427463805967
651,51.07092666957155,49.10569055837873,-1.9652361111928158
652,51.07411999957028,49.10569052356522,-1.9684294760050562
653,51.07731332956899,49.105690488751705,-1.9716228408172825
654,51.08050665956772,49.10569045393818,-1.974816205629537
655,51.07411999957028,49.105690419124656,-1.9684295804456227
656,51.06773333957283,49.10569038431112,-1.9620429552617153
657,51.06773333957283,49.10569034949758,-1.962042990075254
658,51.06773333957283,49.10569031468403,-1.9620430248888
659,51.06773333957283,49.10569027987048,-1.9620430597023528
660,51.09327997956261,49.105690245056934,-1.9875897345056757
661,51.08476443289935,49.10569021024336,-1.9790742226559885
662,51.07624888623609,49.105690175429785,-1.9705587108063014
663,51.06773333957283,49.105690140616204,-1.9620431989566285
664,51.06773333957283,49.10569010580262,-1.9620432337702098
665,51.07624888623609,49.10569007098903,-1.9705588152470597
666,51.08476443289935,49.10569003617543,-1.9790743967239166
667,51.09327997956261,49.105690001361836,-1.9875899782007735
668,51.06773333957283,49.105689966548226,-1.9620433730246063
669,51.06773333957283,49.1056899317346,-1.9620434078382303
670,51.06773333957283,49.10568989692098,-1.9620434426518543
671,51.06773333957283,49.105689862107354,-1.9620434774654782
672,51.06773333957283,49.105689827293716,-1.9620435122791164
673,51.06773333957283,49.10568979248008,-1.9620435470927546
674,51.06773333957283,49.105689757666426,-1.962043581906407
675,51.06773333957283,49.10568972285277,-1.9620436167200594
676,51.09327997956261,49.105689688039114,-1.987590291523496
677,51.08476443289935,49.10568965322545,-1.9790747796739012
678,51.07624888623609,49.10568961841177,-1.9705592678243136
679,51.06773333957283,49.10568958359809,-1.9620437559747401
680,51.06773333957283,49.10568954878441,-1.962043790788421
681,51.08050665956772,49.10568951397072,-1.974817145597001
682,51.09327997956261,49.105689479157014,-1.9875905004055952
683,51.08050665956772,49.10568944434331,-1.9748172152244052
684,51.06773333957283,49.1056894095296,-1.9620439300432295
685,51.06773333957283,49.10568937471588,-1.962043964856953
686,51.06773333957283,49.105689339902156,-1.9620439996706764
687,51.07624888623609,49.10568930508843,-1.9705595811476542
688,51.08476443289935,49.105689270274695,-1.9790751626246532
689,51.09327997956261,49.10568923546094,-1.9875907441016665
690,51.09327997956261,49.105689200647205,-1.9875907789154041
691,51.08476443289935,49.10568916583345,-1.9790752670659018
692,51.07624888623609,49.10568913101968,-1.9705597552164065
693,51.06773333957283,49.105689096205914,-1.9620442433669183
694,51.06773333957283,49.10568906139214,-1.9620442781806915
695,51.06773333957283,49.10568902657836,-1.9620443129944718
696,51.06773333957283,49.10568899176457,-1.9620443478082592
697,51.06773333957283,49.105688956950786,-1.9620443826220466
698,51.06773333957283,49.10568892213698,-1.9620444174358553
699,51.06773333957283,49.10568888732317,-1.962044452249664
700,51.06773333957283,49.10568885250936,-1.9620444870634728
701,51.06773333957283,49.10568881769554,-1.9620445218772957
702,51.06773333957283,49.105688782881714,-1.9620445566911187
703,51.06773333957283,49.10568874806789,-1.9620445915049416
704,51.06773333957283,49.10568871325405,-1.9620446263187858
705,51.06773333957283,49.10568867844019,-1.9620446611326443
706,51.06773333957283,49.10568864362635,-1.9620446959464815
707,51.06773333957283,49.10568860881249,-1.96204473076034
708,51.06773333957283,49.105688573998634,-1.9620447655741984
709,51.08050665956772,49.105688539184754,-1.9748181203829631
710,51.09327997956261,49.10568850437089,-1.9875914751917207
711,51.08050665956772,49.105688469556995,-1.9748181900107227
712,51.06773333957283,49.105688434743115,-1.9620449048297175
713,51.06773333957283,49.105688399929214,-1.9620449396436186
714,51.06773333957283,49.10568836511531,-1.9620449744575197
715,51.06773333957283,49.105688330301405,-1.9620450092714279
716,51.508672499721655,49.1056882954875,-2.4029842042341585
717,51.3702083263353,49.10568826067358,-2.2645200656617206
718,51.23174415294895,49.10568822585965,-2.126055927089297
719,51.09327997956261,49.105688191045715,-1.9875917885168946
720,51.508672499721655,49.10568815623178,-2.4029843434898766
721,51.49579533159672,49.10568812141782,-2.390107210178897
722,51.4829181634718,49.10568808660388,-2.3772300768679244
723,51.27532575152232,49.105688051789926,-2.169637699732391
724,51.06773333957283,49.10568801697595,-1.962045322596886
725,51.214666904897975,49.10568798216198,-2.108978922735993
726,51.361646624947596,49.105687947348,-2.255958677599594
727,51.508672499721655,49.10568791253402,-2.402984587187632
728,51.4829181634718,49.10568787772003,-2.3772302857517715
729,51.4829181634718,49.10568784290602,-2.377230320565779
730,51.4829181634718,49.10568780809203,-2.3772303553797727
731,51.4829181634718,49.10568777327802,-2.3772303901937804
732,51.4829181634718,49.105687738464006,-2.377230425007795
733,51.4829181634718,49.10568770364999,-2.37723045982181
734,51.4829181634718,49.105687668835955,-2.377230494635846
735,51.4829181634718,49.105687634021926,-2.377230529449875
736,51.4829181634718,49.10568759920788,-2.377230564263918
737,51.34452322217213,49.10568756439383,-2.2388356577782957
738,51.206128280872484,49.10568752957978,-2.1004407512927017
739,51.06773333957283,49.10568749476572,-1.9620458448071147
740,51.4829181634718,49.10568745995165,-2.377230703520148
741,51.34452322217213,49.10568742513759,-2.2388357970345396
742,51.206128280872484,49.10568739032351,-2.100440890548974
743,51.06773333957283,49.10568735550942,-1.9620459840634155
744,51.06773333957283,49.105687320695324,-1.9620460188775084
745,51.06773333957283,49.10568728588123,-1.9620460536916013
746,51.06773333957283,49.105687251067124,-1.9620460885057085
747,51.06773333957283,49.10568721625302,-1.9620461233198156
748,51.04218669958304,49.1056871814389,-1.9364995181441387
749,51.26250050746239,49.10568714662478,-2.15681336083761
750,51.4829181634718,49.10568711181065,-2.3772310516611483
751,51.27532575152232,49.1056870769965,-2.169638674525814
752,51.06773333957283,49.10568704218237,-1.962046297390465
753,51.27532575152232,49.105687007368225,-2.169638744154092
754,51.4829181634718,49.105686972554054,-2.3772311909177475
755,51.27532575152232,49.1056869377399,-2.16963881378242
756,51.06773333957283,49.10568690292574,-1.9620464366470927
757,51.27532575152232,49.10568686811156,-2.169638883410755
758,51.4829181634718,49.10568683329738,-2.3772313301744177
759,51.4829181634718,49.10568679848319,-2.37723136498861
760,51.4829181634718,49.105686763669006,-2.3772313998027954
761,51.49579533159672,49.105686728854806,-2.390108602741911
762,51.508672499721655,49.1056866940406,-2.4029858056810554
763,51.49150294222174,49.10568665922638,-2.385816282995364
764,51.47433338472184,49.10568662441217,-2.368646760309666
765,51.45716382722193,49.10568658959794,-2.351477237623996
766,51.09327997956261,49.1056865547837,-1.9875934247789075
767,51.300976239642125,49.105686519969474,-2.195289719672651
768,51.508672499721655,49.10568648515523,-2.402986014566423
769,51.508672499721655,49.105686450340976,-2.4029860493806794
770,51.508672499721655,49.10568641552672,-2.4029860841949358
771,51.500087720971706,49.105686380712456,-2.3944013402592503
772,51.49150294222174,49.10568634589819,-2.3858165963235507
773,51.4829181634718,49.105686311083915,-2.3772318523878866
774,51.508672499721655,49.10568627626964,-2.402986223452018
775,51.508672499721655,49.105686241455345,-2.40298625826631
776,51.508672499721655,49.10568620664104,-2.402986293080616
777,51.508672499721655,49.105686171826754,-2.402986327894901
778,51.4829181634718,49.10568613701244,-2.3772320264593603
779,51.49579533159672,49.105686102198135,-2.3901092293985826
780,51.508672499721655,49.105686067383814,-2.4029864323378405
781,51.49579533159672,49.10568603256948,-2.3901092990272375
782,51.4829181634718,49.10568599775516,-2.3772321657166415
783,51.49579533159672,49.10568596294081,-2.3901093686559065
784,51.508672499721655,49.10568592812647,-2.4029865715951857
785,51.508672499721655,49.10568589331212,-2.4029866064095344
786,51.508672499721655,49.105685858497765,-2.4029866412238903
787,51.521549667846585,49.1056858236834,-2.4158638441631837
788,51.534426835971516,49.105685788869025,-2.4287410471024913
789,51.521549667846585,49.10568575405466,-2.415863913791924
790,51.508672499721655,49.10568571924026,-2.402986780481392
791,51.49579533159672,49.105685684425865,-2.3901096471708527
792,51.4829181634718,49.10568564961148,-2.3772325138603208
793,51.4829181634718,49.10568561479708,-2.3772325486747192
794,51.4829181634718,49.10568557998267,-2.377232583489132
795,51.49579533159672,49.10568554516825,-2.390109786428468
796,51.508672499721655,49.10568551035384,-2.402986989367818
797,51.49579533159672,49.10568547553942,-2.3901098560573004
798,51.4829181634718,49.10568544072497,-2.3772327227468324
799,51.49579533159672,49.10568540591054,-2.3901099256861755
800,51.508672499721655,49.10568537109609,-2.4029871286255684
801,51.508672499721655,49.10568533628164,-2.4029871634400166
802,51.508672499721655,49.105685301467176,-2.402987198254479
803,51.49579533159672,49.10568526665271,-2.390110064944004
804,51.4829181634718,49.105685231838244,-2.377232931633557
805,51.4829181634718,49.10568519702376,-2.377232966448041
806,51.4829181634718,49.10568516220928,-2.3772330012625247
807,51.4829181634718,49.10568512739478,-2.3772330360770226
808,51.4829181634718,49.10568509258029,-2.3772330708915135
809,51.4829181634718,49.10568505776578,-2.3772331057060185
810,51.4829181634718,49.10568502295128,-2.3772331405205236
811,51.49579533159672,49.10568498813676,-2.390110343459959
812,51.508672499721655,49.10568495332224,-2.402987546399416
813,51.508672499721655,49.10568491850771,-2.4029875812139423
814,51.508672499721655,49.10568488369317,-2.402987616028483
815,51.508672499721655,49.10568484887864,-2.4029876508430164
816,51.4829181634718,49.10568481406409,-2.3772333494077103
817,51.4829181634718,49.10568477924952,-2.3772333842222793
818,51.4829181634718,49.10568474443497,-2.377233419036834
819,51.4829181634718,49.1056847096204,-2.377233453851403
820,51.508672499721655,49.10568467480582,-2.402987824915833
821,51.500087720971706,49.10568463999125,-2.394403080980453
822,51.49150294222174,49.10568460517666,-2.3858183370450803
823,51.4829181634718,49.10568457036209,-2.3772335931097146
824,51.508672499721655,49.10568453554748,-2.402987964174173
825,51.508672499721655,49.10568450073286,-2.4029879989887917
826,51.508672499721655,49.10568446591826,-2.402988033803396
827,51.508672499721655,49.10568443110364,-2.402988068618015
828,51.4829181634718,49.10568439628902,-2.37723376718278
829,51.500087720971706,49.10568436147438,-2.394403359497325
830,51.517257278471604,49.105684326659755,-2.4115729518118485
831,51.534426835971516,49.10568429184511,-2.4287425441264077
832,51.4829181634718,49.10568425703046,-2.37723390644134
833,51.49579533159672,49.1056842222158,-2.3901111093809178
834,51.508672499721655,49.10568418740115,-2.4029883123205025
835,51.49579533159672,49.10568415258647,-2.3901111790102476
836,51.4829181634718,49.105684117771794,-2.377234045700007
837,51.4829181634718,49.105684082957126,-2.3772340805146754
838,51.4829181634718,49.10568404814242,-2.3772341153293794
839,51.4829181634718,49.10568401332773,-2.3772341501440692
840,51.4829181634718,49.10568397851303,-2.3772341849587733
841,51.4829181634718,49.10568394369833,-2.37723421977347
842,51.4829181634718,49.10568390888361,-2.3772342545881884
843,51.49150294222174,49.105683874068895,-2.3858190681528484
844,51.500087720971706,49.105683839254176,-2.3944038817175297
845,51.508672499721655,49.10568380443944,-2.402988695282218
846,51.4829181634718,49.105683769624704,-2.377234393847097
847,51.4829181634718,49.10568373480996,-2.3772344286618434
848,51.4829181634718,49.10568369999521,-2.37723446347659
849,51.4829181634718,49.10568366518045,-2.377234498291351
850,51.4829181634718,49.10568363036569,-2.3772345331061118
851,51.4829181634718,49.10568359555092,-2.3772345679208797
852,51.4829181634718,49.10568356073614,-2.377234602735662
853,51.4829181634718,49.105683525921364,-2.377234637550437
854,51.4829181634718,49.105683491106575,-2.3772346723652262
855,51.49150294222174,49.10568345629178,-2.3858194859299644
856,51.500087720971706,49.10568342147698,-2.394404299494724
857,51.508672499721655,49.10568338666217,-2.4029891130594834
858,51.508672499721655,49.10568335184736,-2.402989147874294
859,51.49579533159672,49.10568331703254,-2.390112014564174
860,51.4829181634718,49.10568328221771,-2.3772348812540898
861,51.49579533159672,49.10568324740288,-2.390112084193838
862,51.508672499721655,49.10568321258803,-2.4029892871336216
863,51.508672499721655,49.1056831777732,-2.4029893219484535
864,51.508672499721655,49.105683142958334,-2.402989356763321
865,51.508672499721655,49.10568310814348,-2.402989391578174
866,51.508672499721655,49.105683073328606,-2.4029894263930487
867,51.49579533159672,49.105683038513746,-2.3901122930829715
868,51.4829181634718,49.105683003698864,-2.377235159772937
869,51.49150294222174,49.10568296888398,-2.3858199733377603
870,51.500087720971706,49.105682934069094,-2.394404786902612
871,51.508672499721655,49.1056828992542,-2.402989600467457
872,51.508672499721655,49.105682864439295,-2.40298963528236
873,51.508672499721655,49.105682829624385,-2.40298967009727
874,51.508672499721655,49.10568279480947,-2.402989704912187
875,51.49579533159672,49.105682759994544,-2.390112571602174
876,51.4829181634718,49.10568272517962,-2.377235438292182
877,51.508672499721655,49.10568269036469,-2.402989809356967
878,51.534426835971516,49.10568265554975,-2.4287441804217664
879,51.508672499721655,49.1056826207348,-2.4029898789868582
880,51.4829181634718,49.105682585919844,-2.377235577551957
881,51.4829181634718,49.10568255110488,-2.377235612366924
882,51.4829181634718,49.105682516289924,-2.3772356471818767
883,51.4829181634718,49.10568248147494,-2.377235681996858
884,51.4829181634718,49.10568244665997,-2.377235716811832
885,51.4829181634718,49.10568241184498,-2.37723575162682
886,51.4829181634718,49.105682377029986,-2.3772357864418154
887,51.49150294222174,49.10568234221499,-2.3858206000067526
888,51.500087720971706,49.10568230739999,-2.394405413571718
889,51.508672499721655,49.10568227258497,-2.4029902271366836
890,51.4829181634718,49.10568223776997,-2.3772359257018323
891,51.49150294222174,49.10568220295494,-2.385820739266805
892,51.500087720971706,49.10568216813991,-2.394405552831799
893,51.508672499721655,49.105682133324876,-2.4029903663967787
894,51.4829181634718,49.10568209850983,-2.37723606496197
895,51.4829181634718,49.105682063694786,-2.377236099777015
896,51.4829181634718,49.10568202887973,-2.3772361345920743
897,51.4829181634718,49.105681994064675,-2.3772361694071265
898,51.4829181634718,49.1056819592496,-2.3772362042222
899,51.4829181634718,49.10568192443452,-2.3772362390372805
900,51.4829181634718,49.10568188961945,-2.377236273852354
901,51.4829181634718,49.10568185480436,-2.3772363086674417
902,51.4829181634718,49.10568181998927,-2.3772363434825294
903,51.49579533159672,49.10568178517417,-2.3901135464225476
904,51.508672499721655,49.10568175035906,-2.402990749362594
905,51.49579533159672,49.105681715543945,-2.3901136160527727
906,51.4829181634718,49.10568168072884,-2.3772364827429584
907,51.4829181634718,49.105681645913705,-2.377236517558096
908,51.4829181634718,49.10568161109858,-2.377236552373219
909,51.4829181634718,49.105681576283445,-2.3772365871883565
910,51.4829181634718,49.1056815414683,-2.377236622003501
911,51.4829181634718,49.10568150665314,-2.37723665681866
912,51.4829181634718,49.10568147183799,-2.3772366916338115
913,51.4829181634718,49.10568143702284,-2.377236726448963
914,51.4829181634718,49.105681402207665,-2.377236761264136
915,51.4829181634718,49.105681367392485,-2.377236796079316
916,51.4829181634718,49.105681332577305,-2.3772368308944962
917,51.4829181634718,49.10568129776212,-2.3772368657096834
918,51.4829181634718,49.105681262946916,-2.377236900524885
919,51.4829181634718,49.10568122813173,-2.377236935340072
920,51.4829181634718,49.105681193316514,-2.3772369701552876
921,51.4829181634718,49.1056811585013,-2.377237004970503
922,51.4829181634718,49.10568112368608,-2.3772370397857188
923,51.4829181634718,49.10568108887085,-2.3772370746009486
924,51.4829181634718,49.10568105405562,-2.3772371094161784
925,51.4829181634718,49.10568101924039,-2.377237144231408
926,51.4829181634718,49.10568098442514,-2.3772371790466593
927,51.4829181634718,49.10568094960989,-2.3772372138619104
928,51.4829181634718,49.10568091479463,-2.3772372486771687
929,51.4829181634718,49.105680879979374,-2.377237283492427
930,51.4829181634718,49.105680845164095,-2.3772373183077065
931,51.4829181634718,49.10568081034882,-2.377237353122979
932,51.4829181634718,49.10568077553354,-2.3772373879382585
933,51.4829181634718,49.10568074071824,-2.3772374227535593
934,51.4829181634718,49.105680705902955,-2.377237457568846
935,51.49579533159672,49.105680671087654,-2.390114660509063
936,51.508672499721655,49.10568063627234,-2.4029918634493157
937,51.49579533159672,49.10568060145703,-2.390114730139686
938,51.4829181634718,49.10568056664171,-2.377237596830092
939,51.4829181634718,49.10568053182639,-2.3772376316454142
940,51.4829181634718,49.10568049701104,-2.3772376664607577
941,51.4829181634718,49.10568046219569,-2.3772377012761083
942,51.4829181634718,49.10568042738036,-2.3772377360914376
943,51.4829181634718,49.105680392565006,-2.3772377709067953
944,51.4829181634718,49.10568035774966,-2.377237805722139
945,51.4829181634718,49.10568032293429,-2.3772378405375107
946,51.45716382722193,49.10568028811892,-2.3514835391030147
947,51.46574860597189,49.10568025330353,-2.360068352668357
948,51.47433338472184,49.10568021848816,-2.3686531662336776
949,51.4829181634718,49.10568018367276,-2.377237979799041
950,51.4829181634718,49.10568014885737,-2.3772380146144343
951,51.4829181634718,49.10568011404196,-2.3772380494298417
952,51.4829181634718,49.105680079226545,-2.3772380842452563
953,51.4829181634718,49.105680044411145,-2.3772381190606566
954,51.508672499721655,49.10568000959571,-2.4029924901259463
955,51.508672499721655,49.10567997478029,-2.402992524941368
956,51.508672499721655,49.105679939964844,-2.402992559756811
957,51.508672499721655,49.1056799051494,-2.402992594572254
958,51.508672499721655,49.10567987033397,-2.4029926293876827
959,51.508672499721655,49.1056798355185,-2.402992664203154
960,51.508672499721655,49.105679800703044,-2.4029926990186112
961,51.49579533159672,49.10567976588757,-2.390115565709145
962,51.4829181634718,49.1056797310721,-2.3772384323997002
963,51.49579533159672,49.10567969625663,-2.390115635340088
964,51.508672499721655,49.105679661441144,-2.402992838280511
965,51.49579533159672,49.105679626625644,-2.3901157049710733
966,51.4829181634718,49.10567959181015,-2.3772385716616498
967,51.49579533159672,49.10567955699465,-2.390115774602066
968,51.508672499721655,49.10567952217914,-2.4029929775425174
969,51.49579533159672,49.105679487363616,-2.390115844233101
970,51.4829181634718,49.10567945254809,-2.377238710923713
971,51.49579533159672,49.10567941773257,-2.3901159138641503
972,51.508672499721655,49.10567938291703,-2.4029931168046232
973,51.508672499721655,49.105679348101475,-2.40299315162018
974,51.508672499721655,49.10567931328593,-2.4029931864357224
975,51.508672499721655,49.105679278470376,-2.402993221251279
976,51.4829181634718,49.10567924365482,-2.377238919816982
977,51.47433338472184,49.10567920883925,-2.3686541758825896
978,51.46574860597189,49.10567917402368,-2.3600694319482116
979,51.45716382722193,49.10567913920809,-2.3514846880138407
980,51.508672499721655,49.10567910439251,-2.4029933953291476
981,51.508672499721655,49.10567906957691,-2.402993430144747
982,51.508672499721655,49.10567903476131,-2.402993464960346
983,51.508672499721655,49.10567899994572,-2.4029934997759383
984,51.508672499721655,49.105678965130096,-2.402993534591559
985,51.49579533159672,49.105678930314475,-2.390116401282242
986,51.4829181634718,49.105678895498855,-2.3772392679729464
987,51.49579533159672,49.10567886068321,-2.3901164709135045
988,51.508672499721655,49.105678825867585,-2.40299367385407
989,51.49579533159672,49.10567879105194,-2.390116540544774
990,51.4829181634718,49.105678756236294,-2.377239407235507
991,51.4829181634718,49.10567872142063,-2.37723944205117
992,51.4829181634718,49.10567868660497,-2.3772394768668335
993,51.4829181634718,49.1056786517893,-2.377239511682504
994,51.4829181634718,49.10567861697363,-2.377239546498174
995,51.49150294222174,49.10567858215795,-2.3858243600637934
996,51.500087720971706,49.10567854734225,-2.3944091736294553
997,51.508672499721655,49.105678512526566,-2.4029939871950887
998,51.4829181634718,49.10567847771085,-2.377239685760948
999,51.4829181634718,49.105678442895154,-2.3772397205766467
1000,51.4829181634718,49.10567840807944,-2.3772397553923597
1001,51.4829181634718,49.105678373263714,-2.377239790208087
1002,51.4829181634718,49.105678338447994,-2.377239825023807
1003,51.4829181634718,49.10567830363226,-2.3772398598395412
1004,51.4829181634718,49.10567826881652,-2.3772398946552826
1005,51.49579533159672,49.10567823400078,-2.3901170975959403
1006,51.508672499721655,49.10567819918502,-2.4029943005366334
1007,51.4829181634718,49.105678164369266,-2.3772399991025353
1008,51.45716382722193,49.105678129553496,-2.351485697668437
1009,51.45716382722193,49.105678094737726,-2.351485732484207
1010,51.45716382722193,49.105678059921956,-2.3514857672999767
1011,51.45716382722193,49.105678025106165,-2.351485802115768
1012,51.4829181634718,49.105677990290374,-2.377240173181427
1013,51.49579533159672,49.105677955474576,-2.3901173761221415
1014,51.508672499721655,49.10567792065879,-2.402994579062863
1015,51.49579533159672,49.105677885842965,-2.390117445753752
1016,51.4829181634718,49.10567785102715,-2.3772403124446484
1017,51.49150294222174,49.105677816211326,-2.385825126010417
1018,51.500087720971706,49.105677781395514,-2.3944099395761924
1019,51.508672499721655,49.10567774657967,-2.402994753141982
1020,51.508672499721655,49.10567771176383,-2.402994787957823
1021,51.508672499721655,49.10567767694799,-2.402994822773664
1022,51.508672499721655,49.10567764213213,-2.402994857589526
1023,51.508672499721655,49.105677607316274,-2.402994892405381
1024,51.4829181634718,49.1056775725004,-2.377240590971404
1025,51.49150294222174,49.10567753768454,-2.3858254045372007
1026,51.500087720971706,49.10567750286866,-2.3944102181030473
1027,51.508672499721655,49.10567746805277,-2.402995031668887
1028,51.508672499721655,49.105677433236885,-2.4029950664847703
1029,51.508672499721655,49.10567739842098,-2.402995101300675
1030,51.508672499721655,49.10567736360508,-2.402995136116573
1031,51.508672499721655,49.10567732878917,-2.402995170932485
1032,51.508672499721655,49.105677293973244,-2.402995205748411
1033,51.49579533159672,49.10567725915733,-2.3901180724393853
1034,51.4829181634718,49.1056772243414,-2.3772409391304024
1035,51.4829181634718,49.105677189525466,-2.3772409739463356
1036,51.4829181634718,49.105677154709525,-2.377241008762276
1037,51.49579533159672,49.105677119893585,-2.3901182117031325
1038,51.508672499721655,49.10567708507762,-2.4029954146440318
1039,51.49579533159672,49.10567705026166,-2.390118281335056
1040,51.4829181634718,49.10567701544569,-2.3772411480261084
1041,51.4829181634718,49.10567698062972,-2.3772411828420843
1042,51.4829181634718,49.10567694581374,-2.37724121765806
1043,51.4829181634718,49.10567691099775,-2.3772412524740503
