block_id,month,health_case,positive_steps,above_40kw_steps,fixed_terminal_max_damage_pct,health_greedy_terminal_max_damage_pct,delta_terminal_max_damage_pct,fixed_terminal_damage_range_pct,health_greedy_terminal_damage_range_pct,delta_terminal_damage_range_pct,fixed_damage_increment_range_pct,health_greedy_damage_increment_range_pct,delta_damage_increment_range_pct,fixed_expected_damage_increment_pct,health_greedy_expected_damage_increment_pct,delta_expected_damage_increment_pct,fixed_hydrogen_g_per_fc_kwh,health_greedy_hydrogen_g_per_fc_kwh,delta_hydrogen_g_per_fc_kwh,fixed_tracking_mae_kw,health_greedy_tracking_mae_kw,delta_tracking_mae_kw,fixed_tracking_rmse_kw,health_greedy_tracking_rmse_kw,delta_tracking_rmse_kw,fixed_tracking_max_abs_kw,health_greedy_tracking_max_abs_kw,delta_tracking_max_abs_kw,fixed_safety_override_steps,health_greedy_safety_override_steps,delta_safety_override_steps,fixed_total_switch_count,health_greedy_total_switch_count,delta_total_switch_count
external_2025-07_s1,2025-07,oldest_stack_1,1440,0,7.486365819444868,7.482422824444445,-0.003942995000422833,6.551062966389312,6.54276782138883,-0.008295145000481341,0.003942995000422833,0.004352150000058841,0.00040915499963600777,0.007653314444444445,0.008344994444444444,0.0006916799999999992,51.59282341353312,51.37121238407396,-0.22161102945916156,0.41388509730402034,0.5007491803772596,0.08686408307323923,0.7062808749532871,0.7473329378490117,0.041052062895724606,4.4712850869919665,4.4712850869919665,0.0,0.0,0.0,0.0,2.0,2.0,0.0
external_2025-07_s1,2025-07,oldest_stack_2,1440,0,7.482422824444445,7.482422824444445,0.0,6.543044460277763,6.543044460277763,0.0,0.0042543199998199555,0.0042543199998199555,0.0,0.008329831111111113,0.008329831111111113,0.0,51.35686757834524,51.35686757834524,0.0,0.49611756405068874,0.49611756405068874,0.0,0.7417734552320181,0.7417734552320181,0.0,4.4712850869919665,4.4712850869919665,0.0,0.0,0.0,0.0,2.0,2.0,0.0
external_2025-07_s2,2025-07,oldest_stack_0,1800,0,7.485382824444052,7.482422824444445,-0.0029599999996072768,6.546200221388443,6.543240221388836,-0.0029599999996072768,0.0038797500000528062,0.0038797500000528062,0.0,0.00683975,0.0071357499999999945,0.0002959999999999942,53.52976918305673,53.521704976366905,-0.00806420668982355,0.44769865735332215,0.440614174926906,-0.007084482426416128,0.4756296129283325,0.4689483517981735,-0.006681261130158989,0.7969307975152375,0.7898223240054136,-0.007108473509823909,0.0,0.0,0.0,2.0,2.0,0.0
external_2025-07_s2,2025-07,oldest_stack_1,1800,0,7.485966679444988,7.482422824444445,-0.0035438550005428837,6.550663826389432,6.543055471388853,-0.007608355000578548,0.0035438550005428837,0.00406450000003622,0.000520644999493336,0.006978571666666668,0.007024500000000005,4.5928333333336395e-05,51.63149841517512,53.52171402669347,1.8902156115183502,0.8206985450495553,0.44062212152283053,-0.38007642352672477,0.8377200338768517,0.46895574024321773,-0.36876429363363394,1.032596204024962,0.789832332140314,-0.2427638718846481,0.0,0.0,0.0,2.0,2.0,0.0
external_2025-07_s2,2025-07,oldest_stack_2,1800,0,7.482422824444445,7.482422824444445,0.0,6.54342497138882,6.54342497138882,0.0,0.0036950000000692818,0.0036950000000692818,0.0,0.0068030000000000035,0.0068030000000000035,0.0,53.52169531329004,53.52169531329004,0.0,0.4406056901774126,0.4406056901774126,0.0,0.46894046067916934,0.46894046067916934,0.0,0.7898116864392009,0.7898116864392009,0.0,0.0,0.0,0.0,2.0,2.0,0.0
external_2025-07_s3,2025-07,oldest_stack_0,1440,68,7.487462010555242,7.482422824444445,-0.0050391861107970115,6.5481258741663755,6.542777063472245,-0.005348810694130179,0.0050391861107970115,0.0046915061110079925,-0.000347679999789019,0.009072469444444443,0.009034414027777781,-3.805541666666162e-05,51.89157689894707,51.61192377405414,-0.27965312489293126,1.2940445576434911,1.287475878708421,-0.006568678935070071,1.7355289887178962,1.739881986675528,0.004352997957631777,5.167567512421726,5.4825124856833725,0.31494497326164606,0.0,1.0,1.0,2.0,2.0,0.0
external_2025-07_s3,2025-07,oldest_stack_1,1440,68,7.486715571528195,7.482422824444445,-0.004292747083749937,6.551412718472639,6.542572519444386,-0.008840199028252727,0.004292747083749937,0.0045474519445030115,0.0002547048607530744,0.008136841527777779,0.008814513055555556,0.0006776715277777776,52.059838371854305,51.61193878175194,-0.4478995901023666,1.24473175085348,1.2874791399974523,0.04274738914397225,1.6811132843498866,1.7398851747811275,0.05877189043124087,5.452644550879626,5.482461261094045,0.029816710214419118,0.0,1.0,1.0,2.0,2.0,0.0
external_2025-07_s3,2025-07,oldest_stack_2,1440,68,7.482422824444445,7.482422824444445,0.0,6.5429838686110955,6.5429838686110955,0.0,0.00441599083315225,0.00441599083315225,0.0,0.008552093611111113,0.008552093611111113,0.0,51.540867478393146,51.540867478393146,0.0,1.2368781488713316,1.2368781488713316,0.0,1.6797574727924307,1.6797574727924307,0.0,5.482468591261181,5.482468591261181,0.0,1.0,1.0,0.0,2.0,2.0,0.0
external_2025-08_s1,2025-08,oldest_stack_0,1720,346,7.486957363332964,7.482422824444445,-0.0045345388885191795,6.5472040327774215,6.542668195972236,-0.004535836805185767,0.0045345388885191795,0.004851232222062851,0.0003166933335436717,0.008985016388888888,0.00930300763888889,0.0003179912500000017,52.63405427134003,52.296840376124344,-0.3372138952156831,1.4761503565891443,1.6614777207959646,0.18532736420682028,1.7056623663378825,1.9268742835111639,0.22121191717328137,5.117222644748935,5.2815797930146715,0.16435714826573644,0.0,0.0,0.0,2.0,2.0,0.0
external_2025-08_s1,2025-08,oldest_stack_1,1720,346,7.487057833611597,7.482422824444445,-0.004635009167151871,6.551754980556041,6.542458015555493,-0.009296965000547885,0.004635009167151871,0.0046619558333969024,2.694666624503128e-05,0.008873570277777777,0.009073811388888887,0.0002002411111111102,52.79093626555538,52.296840323132464,-0.4940959424229163,1.4074063539628554,1.661493745251821,0.2540873912889656,1.6447477569468691,1.9268870057764658,0.2821392488295966,5.402407437743236,5.281561167126014,-0.12084627061722131,0.0,0.0,0.0,2.0,2.0,0.0
external_2025-08_s1,2025-08,oldest_stack_2,1720,346,7.482422824444445,7.482422824444445,0.0,6.542880185277751,6.542880185277751,0.0,0.004630721666436077,0.004630721666436077,0.0,0.008870507777777778,0.008870507777777778,0.0,52.29682526003221,52.29682526003221,0.0,1.6614818207791267,1.6614818207791267,0.0,1.9268794176232333,1.9268794176232333,0.0,5.28155325527014,5.28155325527014,0.0,0.0,0.0,0.0,2.0,2.0,0.0
external_2025-08_s2,2025-08,oldest_stack_0,1800,0,7.485382824444052,7.482422824444445,-0.0029599999996072768,6.546200221388443,6.543240221388836,-0.0029599999996072768,0.0038797500000528062,0.0038797500000528062,0.0,0.00683975,0.0071357499999999945,0.0002959999999999942,53.11711728108477,52.963669079761985,-0.15344820132278159,0.919449558134536,0.7224240321196509,-0.1970255260148851,0.9273836725350676,0.7324955563008003,-0.19488811623426727,1.0478802243687824,0.8508563485241609,-0.19702387584462144,0.0,0.0,0.0,2.0,2.0,0.0
external_2025-08_s2,2025-08,oldest_stack_1,1800,0,7.485530824444991,7.482422824444445,-0.0031080000005463404,6.550227971389436,6.543055471388853,-0.007172500000582893,0.0036949999996696015,0.00406450000003622,0.00036950000036661823,0.0068030000000000035,0.007024500000000005,0.0002215000000000012,53.3407429940459,52.963667800771915,-0.3770751932739813,1.2045523264969962,0.7224223851548782,-0.48212994134211795,1.2106186006174062,0.7324939217717151,-0.4781246788456911,1.3329714600139226,0.8508546103176684,-0.48211684969625423,0.0,0.0,0.0,2.0,2.0,0.0
external_2025-08_s2,2025-08,oldest_stack_2,1800,0,7.482422824444445,7.482422824444445,0.0,6.54342497138882,6.54342497138882,0.0,0.0036950000000692818,0.0036950000000692818,0.0,0.0068030000000000035,0.0068030000000000035,0.0,52.96365872677992,52.96365872677992,0.0,0.722410700507388,0.722410700507388,0.0,0.7324824765810184,0.7324824765810184,0.0,0.8508436275788966,0.8508436275788966,0.0,0.0,0.0,0.0,2.0,2.0,0.0
external_2025-08_s3,2025-08,oldest_stack_0,1800,0,7.486445285555088,7.482422824444445,-0.004022461110642972,6.546505921249529,6.542483888888886,-0.004022032360643024,0.004636511250003417,0.004636082500003358,-4.287500000588196e-07,0.008658972361111109,0.009060789722222226,0.0004018173611111172,52.45462597465818,52.337996839421315,-0.11662913523686314,0.3293320833009721,0.3914303754530843,0.06209829215211221,0.49482292633124736,0.5283305341228448,0.03350760779159745,2.5769531194843793,2.4956744138482847,-0.08127870563609463,0.0,0.0,0.0,2.0,2.0,0.0
external_2025-08_s3,2025-08,oldest_stack_1,1800,0,7.486646408611591,7.482422824444445,-0.004223584167146299,6.551343555556036,6.542263123055497,-0.00908043250053936,0.004355199999643844,0.004856848333392616,0.000501648333748772,0.008578784166666669,0.008879309444444448,0.00030052527777777935,52.64696426367641,52.33799571998518,-0.30896854369122906,0.36980429917661933,0.39143214631828427,0.021627847141664935,0.5383118146584238,0.5283318875792682,-0.009979927079155626,2.52114011518362,2.4956744428626436,-0.025465672320976296,0.0,0.0,0.0,2.0,2.0,0.0
external_2025-08_s3,2025-08,oldest_stack_2,1800,0,7.482422824444445,7.482422824444445,0.0,6.542586054722183,6.542586054722183,0.0,0.004533916666705995,0.004533916666705995,0.0,0.008819765833333337,0.008819765833333337,0.0,52.332471446594305,52.332471446594305,0.0,0.3873270856618662,0.3873270856618662,0.0,0.5180700057048206,0.5180700057048206,0.0,2.3070234538863303,2.3070234538863303,0.0,0.0,0.0,0.0,2.0,2.0,0.0
external_2025-09_s1,2025-09,oldest_stack_0,1440,0,7.486301574444124,7.482422824444445,-0.0038787499996795205,6.547006872221931,6.543127678888918,-0.00387919333301312,0.003991849166638306,0.004264363888796918,0.00027251472215861217,0.007870599166666666,0.008256656388888891,0.0003860572222222254,51.32417218117618,51.2133092235881,-0.11086295758808262,0.8450096836119179,0.8293841438743322,-0.015625539737585625,1.1859690088826862,1.1543609738074372,-0.03160803507524901,3.6263939284642746,3.5772793372371368,-0.049114591227137794,0.0,0.0,0.0,2.0,2.0,0.0
external_2025-09_s1,2025-09,oldest_stack_1,1440,0,7.486493353611535,7.482422824444445,-0.0040705291670901644,6.551190500555979,6.5429402799999385,-0.00825022055604041,0.0040705291670901644,0.004179691388950468,0.00010916222186030389,0.007873120833333334,0.008058441388888891,0.0001853205555555574,51.47863241068763,51.22581945777743,-0.25281295291019745,0.8856033673690809,0.8261390114495666,-0.05946435591951427,1.2659020319840215,1.1485198520594457,-0.11738217992457578,3.78128054264657,3.5772810600537213,-0.20399948259284884,0.0,0.0,0.0,2.0,2.0,0.0
external_2025-09_s1,2025-09,oldest_stack_2,1440,0,7.482422824444445,7.482422824444445,0.0,6.5431995963888765,6.5431995963888765,0.0,0.004132794166487486,0.004132794166487486,0.0,0.008053169166666667,0.008053169166666667,0.0,51.03795177889967,51.03795177889967,0.0,0.7051436573538336,0.7051436573538336,0.0,0.977590150732436,0.977590150732436,0.0,3.577273179601015,3.577273179601015,0.0,0.0,0.0,0.0,2.0,2.0,0.0
external_2025-09_s2,2025-09,oldest_stack_0,1440,0,7.486121763333011,7.482422824444445,-0.0036989388885659835,6.547229126527496,6.543465764305597,-0.0037633622218988805,0.0036989388885659835,0.004066571666573537,0.0003676327780075539,0.007288722638888887,0.0077207787500000015,0.00043205611111111434,50.84733007086028,50.75730971016516,-0.09002036069512087,1.0705561376781119,1.0192196701046425,-0.051336467573469324,1.4530213453340366,1.4093336839959563,-0.04368766133808033,4.134329021158955,3.9636236026684557,-0.17070541849049903,0.0,0.0,0.0,2.0,2.0,0.0
external_2025-09_s2,2025-09,oldest_stack_1,1440,0,7.48618002194487,7.482422824444445,-0.0037571975004251357,6.550877168889315,6.543294015555489,-0.007583153333825976,0.0037571975004251357,0.0038259558334008403,6.875833297570466e-05,0.007178094722222223,0.007524894722222223,0.00034679999999999954,50.984098319115944,50.75733449393853,-0.22676382517741445,1.131731061934671,1.0192200687724644,-0.11251099316220659,1.5192664593927754,1.4093364593166056,-0.10993000007616982,3.703221890258579,3.9636272709437605,0.2604053806851816,0.0,0.0,0.0,2.0,2.0,0.0
external_2025-09_s2,2025-09,oldest_stack_2,1440,0,7.482422824444445,7.482422824444445,0.0,6.543580474166662,6.543580474166662,0.0,0.003943992499825022,0.003943992499825022,0.0,0.007483489722222223,0.007483489722222223,0.0,50.49850085731412,50.49850085731412,0.0,0.8468338406430364,0.8468338406430364,0.0,1.1891533111767425,1.1891533111767425,0.0,3.963619257946597,3.963619257946597,0.0,0.0,0.0,0.0,2.0,2.0,0.0
external_2025-09_s3,2025-09,oldest_stack_0,1440,0,7.486002402221899,7.482422824444445,-0.0035795777774545456,6.547041652499717,6.5434599163889295,-0.0035817361107870482,0.0036578966666267476,0.0039352744443510446,0.00027737777772429695,0.007237474444444444,0.007595329444444445,0.00035785500000000154,50.58163287219454,50.42452680455575,-0.15710606763879298,0.6697600973009505,0.5929924617020536,-0.07676763559889699,0.9484218639388224,0.8566578690482395,-0.09176399489058296,3.6143979608867056,3.6143980881815594,1.2729485376894445e-07,0.0,0.0,0.0,2.0,2.0,0.0
external_2025-09_s3,2025-09,oldest_stack_1,1440,0,7.486057930278205,7.482422824444445,-0.003635105833760477,6.55075507722265,6.5433531191666,-0.007401958056050262,0.003635105833760477,0.003766852222289341,0.0001317463885288639,0.007049322500000001,0.007346430000000001,0.0002971075000000002,50.601041411600825,50.453149399957404,-0.14789201164342103,0.6930064605439409,0.5993128530500331,-0.09369360749390776,0.9677527342596731,0.8593822821372469,-0.10837045212242624,3.295840697051162,3.614403043257923,0.31856234620676105,0.0,0.0,0.0,2.0,2.0,0.0
external_2025-09_s3,2025-09,oldest_stack_2,1440,0,7.482422824444445,7.482422824444445,0.0,6.543634204722217,6.543634204722217,0.0,0.0037563983331589945,0.0037563983331589945,0.0,0.007242165000000001,0.007242165000000001,0.0,50.42451869564969,50.42451869564969,0.0,0.5929888258463494,0.5929888258463494,0.0,0.8566531631735053,0.8566531631735053,0.0,3.6143891531588537,3.6143891531588537,0.0,0.0,0.0,0.0,2.0,2.0,0.0
external_2025-10_s1,2025-10,oldest_stack_0,1440,0,7.4862396022219,7.482422824444445,-0.0038167777774553713,6.547081767499717,6.543325096388928,-0.0037566711107883677,0.003854981666628232,0.004065734444351321,0.00021075277772308887,0.007671759444444444,0.007860609444444446,0.0001888500000000017,50.62576498626002,50.46157845792974,-0.16418652833028347,0.5977974385609169,0.5516925993197846,-0.04610483924113229,0.8696819769817444,0.800135493106629,-0.06954648387511542,3.2449114133616064,3.2449078682464787,-3.545115127678855e-06,0.0,0.0,0.0,2.0,2.0,0.0
external_2025-10_s1,2025-10,oldest_stack_1,1440,0,7.486369255278203,7.482422824444445,-0.003946430833758008,6.551066402222647,6.5432118791666,-0.007854523056046503,0.003946430833758008,0.003908092222288606,-3.833861146940176e-05,0.007613772500000001,0.007606270000000001,-7.502500000000113e-06,50.66929751254647,50.4967986160226,-0.1724988965238694,0.6107133994493574,0.5594797624727584,-0.051233636976598995,0.8955712440793142,0.8045019238659072,-0.09106932021340697,3.2707167005531943,3.2449128913442635,-0.025803809208930772,0.0,0.0,0.0,2.0,2.0,0.0
external_2025-10_s1,2025-10,oldest_stack_2,1440,0,7.482422824444445,7.482422824444445,0.0,6.543505804722216,6.543505804722216,0.0,0.003880928333158895,0.003880928333158895,0.0,0.007495095000000001,0.007495095000000001,0.0,50.4615704198026,50.4615704198026,0.0,0.5516910149056019,0.5516910149056019,0.0,0.8001324352272725,0.8001324352272725,0.0,3.2448988651509083,3.2448988651509083,0.0,0.0,0.0,0.0,2.0,2.0,0.0
