stack_id,cell_count,current_density_a_cm2,gross_stack_power_kw,efficiency_lhv_pct,stack_current_a,hydrogen_flow_kg_s,chemical_input_lhv_kw,net_system_power_kw,auxiliary_power_kw,efficiency_hhv_pct
stack_2,300,1.2,69.9589562898091,32.722794450422,487.2,0.0015299953360626004,183.59944032751204,60.07886747049696,9.880088819312135,27.68429410919906
stack_3,330,0.1,10.6855585929426,45.1980591673519,40.6,0.00014024957247240504,16.829948696688607,7.6068101697642865,3.0787484231783138,38.23867686635834
stack_3,330,0.15,15.0618854282307,47.7446417381243,60.9,0.00021037435870860754,25.244923045032905,12.053098064916142,3.0087873633145588,40.39314875809845
stack_3,330,0.2,19.3362734482395,48.7150835700853,81.2,0.0002804991449448101,33.659897393377214,16.39744714478867,2.9388263034508277,41.21416656978267
stack_3,330,0.25,23.5125339655527,49.0641275122303,101.5,0.0003506239311810126,42.074871741721516,20.6436687219656,2.8688652435870985,41.509466384901366
stack_3,330,0.3,27.6186516972969,49.1578989353604,121.8,0.0004207487174172151,50.48984609006581,24.819747513573567,2.7989041837233337,41.588799330041645
stack_3,330,0.35,31.5781269694134,48.9759303752025,142.1,0.0004908735036534177,58.90482043841012,28.849183845553792,2.728943123859608,41.4348494237868
stack_3,330,0.4,35.387407547258,48.616347668519,162.4,0.0005609982898896202,67.31979478675443,32.72842548326206,2.6589820639959427,41.13063355299708
stack_3,330,0.45,39.0476369592105,48.1358404608575,182.70000000000002,0.0006311230761258227,75.73476913509873,36.45556764426987,2.5920693149406304,40.724112561073696
stack_3,330,0.5,42.4991139259518,47.5106070757657,203.0,0.0007012478623620252,84.14974348344303,39.98005398168337,2.5190599442684274,40.19514964056284
stack_3,330,0.55,45.7577828144069,46.7781173526988,223.3,0.0007713726485982278,92.56471783178735,43.30003233454799,2.457750479858909,39.57544520315382
stack_3,330,0.6,49.0646423552233,45.9095781851777,243.6,0.0008414974348344302,100.97969218013162,46.3593507325893,2.7052916226340002,38.84063956803475
stack_3,330,0.65,52.8207064313249,45.0392076944404,263.90000000000003,0.0009116222210706329,109.39466652847595,49.27049106440076,3.5502153669241423,38.104284588143095
stack_3,330,0.7,56.0287094140728,44.1695671356366,284.2,0.0009817470073068353,117.80964087682024,52.036008419339495,3.9927009947333048,37.36854714873556
stack_3,330,0.75,59.194538241421,43.1914824755135,304.5,0.0010518717935430377,126.22461522516453,54.518282564761286,4.676255676659714,36.54106331523935
stack_3,330,0.8,61.5418864383929,42.2585782776338,324.8,0.0011219965797792403,134.63958957350886,56.89677635260612,4.645110085786783,35.75180327117624
stack_3,330,0.85,65.4015794539833,40.9334553848434,345.09999999999997,0.0011921213660154428,143.05456392185314,58.55717609893404,6.844403355049259,34.63071650242782
stack_3,330,0.9,67.6583587656931,39.9276087438133,365.40000000000003,0.0012622461522516454,151.46953827019746,60.478164606585,7.1801941591080976,33.779745345877714
stack_3,330,0.95,69.6288386302005,38.8854757039406,385.7,0.0013323709384878478,159.88451261854175,62.171853308646895,7.45698532155361,32.898074997690884
stack_3,330,1.0,71.5964712309497,37.7215014323025,406.0,0.0014024957247240504,168.29948696688606,63.485093386771695,8.111377844178008,31.913323951431924
stack_3,330,1.05,73.0131105408499,36.5246898758955,426.3,0.0014726205109602528,176.71446131523035,64.54440896124721,8.46870157960268,30.900791749420293
stack_3,330,1.1,74.9076429664286,35.2268835833391,446.6,0.0015427452971964557,185.1294356635747,65.21533077970011,9.692312186728486,29.80281550065169
stack_3,330,1.15,76.671847710101,33.9033267663823,466.9,0.001612870083432658,193.54441001191898,65.61799376440763,11.053853945693376,28.68305367082438
stack_3,330,1.2,78.4564989822725,32.5840414473054,487.2,0.0016829948696688603,201.95938436026324,65.806529506671,12.649969475601509,27.566905633938052
