current_a,stack_power_kw,aged_cell_voltage_v,performance_loss_cost_raw_wh_step,performance_loss_cost_clipped_wh_step,performance_loss_cost_normalized,faraday_h2_g_s
0.0,0.0,0.9060952498103316,0.0,0.0,0.0,0.0
25.0,3.4812811194420124,0.8191249692804735,0.0044235110149179,0.0044235110149179,0.0112488221557906,0.044397888320187914
90.0,11.805932244129895,0.7716295584398624,0.0292292678897581,0.0292292678897581,0.0743289290174747,0.1598323979526765
120.0,15.460267757196538,0.7578562626076734,0.0482406685310849,0.0482406685310849,0.1226742058859077,0.213109863936902
160.0,20.1833795237559,0.7420360119027904,0.0810308983585464,0.0810308983585464,0.2060585271937321,0.28414648524920266
195.0,24.1847225108308,0.7295542235544734,0.1167035712958821,0.1167035712958821,0.2967727929298197,0.34630352889746574
270.0,32.35539093375507,0.7049104778595876,0.2151185302036682,0.2151185302036682,0.5470383323372472,0.4794971938580295
370.0,42.309856696063804,0.6726527296671511,0.3932421504806876,0.3932421504806876,1.0,0.6570887471387812
