policy,effective_policy,first_boundary_crossed,second_boundary_crossed,time_to_first_boundary_h,time_to_second_boundary_h,post_first_n_plus_one_reserve_h,first_boundary_total_damage_pct,first_boundary_damage_range_pct,final_elapsed_h,final_total_damage_pct,final_damage_range_pct,start_count,assignment_change_count,crossing_order,stack_0_crossing_h,stack_1_crossing_h,stack_2_crossing_h,stack_0_final_damage_pct,stack_1_final_damage_pct,stack_2_final_damage_pct,boundary_id,boundary_label,health_limit_pct,diagnostic_current_a,voltage_loss_fraction,extrapolated,boundary_order,boundary_over_calibration,scenario_id,local_seed,initial_damage_fraction,initial_damage_absolute_pct,heterogeneity_factors,guard_source,simulation_seed
order_blend_50,order_blend_50,True,True,765.0,1401.0,636.0,18.62449365750735,4.8677120668250335,1401.0,26.217732343419215,1.852404754143694,5,3,"(np.int64(2), np.int64(1), np.int64(0))",,1401.0,765.0,7.504912349019729,9.357317103163423,9.355502891236062,lzw_calibration_endpoint,LZW endpoint,9.353028530555555,,,False,0,1.0,heterogeneity_gp_re_increased_perm_3,16,"(0.1, 0.4, 0.8)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)",fixed_pair,200016
fixed_pair,fixed_pair,True,True,636.0,1358.0,722.0,21.187758054352607,5.011390066993433,1358.0,25.879833405556663,2.191047666366421,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,636.0,1358.0,7.167314982084376,9.358362648450797,9.354155775021491,lzw_calibration_endpoint,LZW endpoint,9.353028530555555,,,False,0,1.0,heterogeneity_gp_re_increased_perm_3,17,"(0.1, 0.4, 0.8)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)",fixed_pair,200017
order_blend_50,order_blend_50,True,True,1213.0,1540.0,327.0,23.46214482433208,2.7928759948235733,1540.0,27.365000331652134,1.2908819644568954,21,19,"(np.int64(2), np.int64(1), np.int64(0))",,1540.0,1213.0,8.35828502228824,9.357548322618761,9.649166986745135,lzw_calibration_endpoint,LZW endpoint,9.353028530555555,,,False,0,1.0,heterogeneity_gp_re_increased_perm_3,17,"(0.1, 0.4, 0.8)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)",fixed_pair,200017
fixed_pair,fixed_pair,True,True,598.0,1277.0,679.0,20.71024960268217,5.484383223149881,1277.0,26.161459500309277,1.9045458403207274,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,598.0,1277.0,7.451559160373074,9.356105000693802,9.353795339242401,lzw_calibration_endpoint,LZW endpoint,9.353028530555555,,,False,0,1.0,heterogeneity_gp_re_increased_perm_3,18,"(0.1, 0.4, 0.8)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)",fixed_pair,200018
order_blend_50,order_blend_50,True,True,763.0,1309.0,546.0,18.556902899874007,4.904258631533627,1309.0,26.286018288432324,1.9288131478915833,9,7,"(np.int64(2), np.int64(1), np.int64(0))",,1309.0,763.0,7.498615132596951,9.359974875346836,9.427428280488535,lzw_calibration_endpoint,LZW endpoint,9.353028530555555,,,False,0,1.0,heterogeneity_gp_re_increased_perm_3,18,"(0.1, 0.4, 0.8)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)",fixed_pair,200018
fixed_pair,fixed_pair,True,True,648.0,1270.0,622.0,21.57315915401574,4.626969540289683,1270.0,26.84459494473137,1.2539772132598,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,648.0,1270.0,8.115882398270541,9.35885293493049,9.369859611530341,lzw_calibration_endpoint,LZW endpoint,9.353028530555555,,,False,0,1.0,heterogeneity_gp_re_increased_perm_3,19,"(0.1, 0.4, 0.8)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)",fixed_pair,200019
order_blend_50,order_blend_50,True,True,968.0,1278.0,310.0,21.60991783253135,3.2595687873986776,1278.0,26.801913539552853,1.5935522042018135,13,11,"(np.int64(2), np.int64(1), np.int64(0))",,1278.0,968.0,7.927273241968258,9.520825446170072,9.353814851414523,lzw_calibration_endpoint,LZW endpoint,9.353028530555555,,,False,0,1.0,heterogeneity_gp_re_increased_perm_3,19,"(0.1, 0.4, 0.8)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)",fixed_pair,200019
fixed_pair,fixed_pair,True,True,1625.0,2248.0,623.0,29.11383918200234,4.710424237926643,2248.0,35.400516803767786,1.2139066831521337,3,1,"(np.int64(1), np.int64(0), np.int64(2))",2248.0,1625.0,,12.210788212274416,12.192847062371088,10.996881529122282,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,reference,0,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,0
order_blend_50,order_blend_50,True,True,2359.0,2370.0,11.0,36.44978441866587,0.07184839589941738,2370.0,36.591289631118414,0.06884133245323376,33,31,"(np.int64(0), np.int64(2), np.int64(1))",2359.0,,2370.0,12.194781672336033,12.163833313164572,12.232674645617806,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,reference,0,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,0
fixed_pair,fixed_pair,True,True,1807.0,2140.0,333.0,30.1852983521533,4.7104987161785505,2140.0,34.2087826657574,2.4123705675911804,3,1,"(np.int64(1), np.int64(0), np.int64(2))",2140.0,1807.0,,12.21411584636279,12.192921540622995,9.801745278771609,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,reference,1,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,1
order_blend_50,order_blend_50,True,True,2333.0,2350.0,17.0,36.41449932540821,0.08458031792963006,2350.0,36.577202000071246,0.009554870280762628,29,27,"(np.int64(0), np.int64(2), np.int64(1))",2333.0,,2350.0,12.193088781294781,12.187279174247852,12.196834044528615,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,reference,1,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,1
fixed_pair,fixed_pair,True,True,1713.0,1901.0,188.0,30.908106752375968,4.714174170543114,1901.0,33.58228114445079,3.0053378581882058,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1901.0,1713.0,,12.194425012663876,12.196596994987559,9.191259136799353,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,reference,2,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,2
order_blend_50,order_blend_50,True,True,2111.0,2133.0,22.0,36.585033910008754,0.4482757029548381,2133.0,36.76617524427093,0.34828754977971954,26,24,"(np.int64(0), np.int64(2), np.int64(1))",2111.0,,2133.0,12.459926223118632,12.111638673338913,12.19461034781339,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,reference,2,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,2
fixed_pair,fixed_pair,True,True,1590.0,2203.0,613.0,28.51482612662841,4.713608239958619,2203.0,35.37499348253488,1.5514661544126618,3,1,"(np.int64(1), np.int64(0), np.int64(2))",2203.0,1590.0,,12.365214286272241,12.196031064403064,10.81374813185958,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,reference,3,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,3
order_blend_50,order_blend_50,True,True,2287.0,2319.0,32.0,36.3275964047596,0.15468855403151416,2319.0,36.63493335778391,0.08246653280494876,13,11,"(np.int64(2), np.int64(1), np.int64(0))",,2319.0,2287.0,12.172150090893782,12.25461662369873,12.208166643191394,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,reference,3,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,3
fixed_pair,fixed_pair,True,True,1507.0,2095.0,588.0,29.462475012979457,4.714635440462809,2095.0,35.16679416759361,1.4223168157923851,3,1,"(np.int64(1), np.int64(0), np.int64(2))",2095.0,1507.0,,12.194994453571484,12.197058264907254,10.774741449114869,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,reference,4,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,4
order_blend_50,order_blend_50,True,True,2192.0,2203.0,11.0,36.52974813521928,0.1495086272899524,2203.0,36.64087823825612,0.094673672068879,37,35,"(np.int64(2), np.int64(1), np.int64(0))",,2203.0,2192.0,12.175576734158273,12.195051097870698,12.270250406227152,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,reference,4,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,4
fixed_pair,fixed_pair,True,True,1727.0,2257.0,530.0,29.52236171323904,4.712022555770728,2257.0,35.30837394943238,1.2779362763794069,3,1,"(np.int64(1), np.int64(0), np.int64(2))",2257.0,1727.0,,12.195932422798306,12.194445380215173,10.917996146418899,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,reference,5,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,5
order_blend_50,order_blend_50,True,True,2335.0,2348.0,13.0,36.46033598427129,0.07106194086431117,2348.0,36.55842117366379,0.02628658625255298,26,24,"(np.int64(0), np.int64(2), np.int64(1))",2335.0,,2348.0,12.195555059316336,12.169268473063783,12.193597641283672,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,reference,5,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,5
fixed_pair,fixed_pair,True,True,1584.0,2082.0,498.0,29.402045888909146,4.712496258208345,2082.0,34.80967935105944,1.7968390697996934,3,1,"(np.int64(1), np.int64(0), np.int64(2))",2082.0,1584.0,,12.20579966910317,12.19491908265279,10.408960599303477,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,reference,6,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,6
order_blend_50,order_blend_50,True,True,2217.0,2222.0,5.0,36.48545614674529,0.0948513838333902,2222.0,36.53160286187082,0.07430190823852456,31,29,"(np.int64(0), np.int64(2), np.int64(1))",2217.0,,2222.0,12.205375319289566,12.131073411051041,12.195154131530217,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,reference,6,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,6
fixed_pair,fixed_pair,True,True,1562.0,2228.0,666.0,28.455323366994154,4.718778257264601,2228.0,36.43992607395438,0.15604114721715057,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1562.0,2228.0,12.045159934491895,12.201201081709046,12.193565057753442,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,reference,7,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,7
order_blend_50,order_blend_50,True,True,2226.0,2233.0,7.0,36.46361884219547,0.09188691062809262,2233.0,36.51625430186111,0.07053255684498616,28,26,"(np.int64(1), np.int64(2), np.int64(0))",,2226.0,2233.0,12.126081805060444,12.193558134895234,12.19661436190543,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,reference,7,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,7
fixed_pair,fixed_pair,True,True,1641.0,2318.0,677.0,28.448153903041646,4.710787401918505,2318.0,36.23237498635976,0.3527226008569251,3,1,"(np.int64(1), np.int64(0), np.int64(2))",2318.0,1641.0,,12.195943680426865,12.19321022636295,11.84322107956994,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,reference,8,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,8
order_blend_50,order_blend_50,True,True,2337.0,2349.0,12.0,36.480931247354135,0.05188317735234271,2349.0,36.58011160088033,0.00867730386897847,14,12,"(np.int64(0), np.int64(2), np.int64(1))",2337.0,,2349.0,12.194744092279524,12.188345102365915,12.197022406234893,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,reference,8,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,8
fixed_pair,fixed_pair,True,True,1437.0,2018.0,581.0,28.425351093619422,5.246021756565369,2018.0,36.138667396382345,1.5116592517279681,3,1,"(np.int64(1), np.int64(0), np.int64(2))",2018.0,1437.0,,12.193437486090689,12.728444581009814,11.216785329281846,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,reference,9,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,9
order_blend_50,order_blend_50,True,True,1834.0,1998.0,164.0,34.07420796573322,1.5738964322882936,1998.0,35.88161782699509,0.6977379555108172,17,15,"(np.int64(1), np.int64(2), np.int64(0))",,1834.0,1998.0,11.49539945616772,12.193137411678537,12.193080959148835,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,reference,9,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,9
fixed_pair,fixed_pair,True,True,1441.0,2098.0,657.0,28.78327981730542,4.712832449662063,2098.0,35.14309111782598,1.440338276685619,3,1,"(np.int64(1), np.int64(0), np.int64(2))",2098.0,1441.0,,12.192918846298586,12.195255274106508,10.754916997420889,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,reference,10,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,10
order_blend_50,order_blend_50,True,True,2203.0,2224.0,21.0,36.28844901020095,0.16352567613552793,2224.0,36.531473110016606,0.04983512166565873,29,27,"(np.int64(1), np.int64(2), np.int64(0))",,2203.0,2224.0,12.14398449651358,12.193819618179239,12.193668995323788,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,reference,10,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,10
fixed_pair,fixed_pair,True,True,1537.0,2312.0,775.0,27.97667836997154,4.713774749012835,2312.0,36.45478919138239,0.1323046271239896,3,1,"(np.int64(1), np.int64(0), np.int64(2))",2312.0,1537.0,,12.194698671591818,12.19619757345728,12.06389294633329,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,reference,11,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,11
order_blend_50,order_blend_50,True,True,2321.0,2323.0,2.0,36.55173758208243,0.02396589706692076,2323.0,36.56974396783193,0.014022788138086995,27,25,"(np.int64(0), np.int64(2), np.int64(1))",2321.0,,2323.0,12.19503984709807,12.181017058959982,12.193687061773883,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,reference,11,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,11
fixed_pair,fixed_pair,True,True,1521.0,2194.0,673.0,28.349403183777167,4.710896550820491,2194.0,35.822983525088716,0.7587227567146417,3,1,"(np.int64(1), np.int64(0), np.int64(2))",2194.0,1521.0,,12.194193453269211,12.193319375264936,11.43547069655457,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,reference,12,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,12
order_blend_50,order_blend_50,True,True,2255.0,2259.0,4.0,36.555253850776566,0.10514890413006306,2259.0,36.587880167893715,0.0894137304887277,22,20,"(np.int64(0), np.int64(1), np.int64(2))",2255.0,2259.0,,12.242089175265908,12.19311554785063,12.15267544477718,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,reference,12,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,12
fixed_pair,fixed_pair,True,True,1670.0,2087.0,417.0,29.864481060235107,4.712937900977824,2087.0,33.872779259758275,2.714163322480257,3,1,"(np.int64(1), np.int64(0), np.int64(2))",2087.0,1670.0,,12.19579092840813,12.195360725422269,9.481627605927873,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,reference,13,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,13
order_blend_50,order_blend_50,True,True,2303.0,2309.0,6.0,36.51293403891363,0.04348156901708755,2309.0,36.562171022639944,0.01823967552041772,37,35,"(np.int64(0), np.int64(2), np.int64(1))",2303.0,,2309.0,12.193609306061571,12.175369630541153,12.193192086037218,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,reference,13,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,13
fixed_pair,fixed_pair,True,True,1754.0,2015.0,261.0,30.733044879708235,4.74441184349506,2015.0,33.284216028941614,3.5233291252588987,3,1,"(np.int64(1), np.int64(0), np.int64(2))",2015.0,1754.0,,12.290355243130504,12.226834667939505,8.767026117871605,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,reference,14,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,14
order_blend_50,order_blend_50,True,True,2284.0,2300.0,16.0,36.424683532550546,0.09341907911553804,2300.0,36.58842645391996,0.00562816150962675,35,33,"(np.int64(0), np.int64(1), np.int64(2))",2284.0,2300.0,2300.0,12.193350043642415,12.1960982051255,12.198978205152041,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,reference,14,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,14
fixed_pair,fixed_pair,True,True,1737.0,1940.0,203.0,30.823517601420118,4.71479450341581,1940.0,32.88914708108031,3.793354930476415,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1940.0,1737.0,,12.242642341848237,12.197217327860255,8.449287411371822,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,reference,15,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,15
order_blend_50,order_blend_50,True,True,2268.0,2275.0,7.0,36.44712115272559,0.09557100419147879,2275.0,36.54971985327501,0.10489678731658003,30,28,"(np.int64(0), np.int64(1), np.int64(2))",2268.0,2275.0,,12.195130464480556,12.229743088055518,12.124846300738938,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,reference,15,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,15
fixed_pair,fixed_pair,True,True,1304.0,2126.0,822.0,27.666417783310955,4.7140118998065415,2126.0,36.59881521597675,0.2522290296200058,3,1,"(np.int64(1), np.int64(2), np.int64(0))",,1304.0,2126.0,12.075075731052879,12.196434724250986,12.327304760672884,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,reference,16,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,16
order_blend_50,order_blend_50,True,True,2126.0,2135.0,9.0,36.6227155453548,0.32350863627007165,2135.0,36.69428091977679,0.28363004982530704,15,13,"(np.int64(1), np.int64(0), np.int64(2))",2135.0,2126.0,,12.193482879761406,12.392214044920346,12.108583995095039,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,reference,16,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,16
fixed_pair,fixed_pair,True,True,1706.0,1895.0,189.0,30.986761515146842,4.714175297097718,1895.0,32.72896405565374,3.8601760747320384,3,1,"(np.int64(1), np.int64(0), np.int64(2))",1895.0,1706.0,,12.195943887301453,12.196598121542163,8.336422046810124,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,reference,17,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,17
order_blend_50,order_blend_50,True,True,2194.0,2213.0,19.0,36.483398185796,0.1499749144129776,2213.0,36.640173896611856,0.07339285330097667,32,30,"(np.int64(0), np.int64(2), np.int64(1))",2194.0,,2213.0,12.258991900816975,12.185599047515998,12.195582948278881,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,reference,17,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,17
fixed_pair,fixed_pair,True,True,1589.0,2193.0,604.0,29.18751628135644,4.710626928678735,2193.0,35.42307882373325,1.1576321975576676,3,1,"(np.int64(1), np.int64(0), np.int64(2))",2193.0,1589.0,,12.19383063408387,12.19304975312318,11.036198436526202,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,reference,18,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,18
order_blend_50,order_blend_50,True,True,2295.0,2311.0,16.0,36.48291233814783,0.16330317251095927,2311.0,36.63162033038269,0.07874629261538679,26,24,"(np.int64(0), np.int64(2), np.int64(1))",2295.0,,2311.0,12.257952401205035,12.179206108589648,12.194461820588009,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,reference,18,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,18
fixed_pair,fixed_pair,True,True,1601.0,2040.0,439.0,29.7712028276359,4.711535825323445,2040.0,34.60627964495903,2.3922331734709523,3,1,"(np.int64(1), np.int64(0), np.int64(2))",2040.0,1601.0,,12.402277084331045,12.19395864976789,10.010043910860093,370a_5pct_voltage_loss,"370 A, 5% loss",12.192754336272548,370.0,0.05,True,1,1.3036156466795592,reference,19,"(0.07670972671639076, 0.30683890686556303, 0.6136778137311261)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,19
