policy,effective_policy,first_boundary_crossed,second_boundary_crossed,time_to_first_boundary_h,time_to_second_boundary_h,post_first_n_plus_one_reserve_h,first_boundary_total_damage_pct,first_boundary_damage_range_pct,final_elapsed_h,final_total_damage_pct,final_damage_range_pct,start_count,assignment_change_count,crossing_order,stack_0_crossing_h,stack_1_crossing_h,stack_2_crossing_h,stack_0_final_damage_pct,stack_1_final_damage_pct,stack_2_final_damage_pct,boundary_id,boundary_label,health_limit_pct,diagnostic_current_a,voltage_loss_fraction,extrapolated,boundary_order,boundary_over_calibration,scenario_id,local_seed,initial_damage_fraction,initial_damage_absolute_pct,heterogeneity_factors,guard_source,simulation_seed
guarded_blend,fixed_pair,True,True,1894.0,3373.0,1479.0,36.000427182061316,10.239020322580494,3373.0,46.27366679155091,6.89020951997003,3,1,"(np.int64(1), np.int64(0), np.int64(2))",3373.0,1894.0,,17.720990017471063,17.72144314702494,10.831233627054909,195a_5pct_voltage_loss,"195 A, 5% loss",17.716327818434742,195.0,0.05,True,2,1.8941808806160478,heterogeneity_gp_re_increased_perm_3,8,"(0.05279326859612099, 0.21117307438448396, 0.4223461487689679)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)",fixed_pair,200008
guarded_blend,fixed_pair,True,True,1724.0,3545.0,1821.0,33.66094572431872,10.235759544687273,3545.0,46.962434072945896,6.191698984419181,3,1,"(np.int64(1), np.int64(0), np.int64(2))",3545.0,1724.0,,17.717768319101644,17.718182369131718,11.526483384712536,195a_5pct_voltage_loss,"195 A, 5% loss",17.716327818434742,195.0,0.05,True,2,1.8941808806160478,heterogeneity_gp_re_increased_perm_3,9,"(0.05279326859612099, 0.21117307438448396, 0.4223461487689679)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)",fixed_pair,200009
guarded_blend,fixed_pair,True,True,1602.0,3295.0,1693.0,35.05686313818566,10.238275097642237,3295.0,47.024233324100514,6.150937539879871,3,1,"(np.int64(1), np.int64(0), np.int64(2))",3295.0,1602.0,,17.727236470946853,17.720697922086682,11.576298931066981,195a_5pct_voltage_loss,"195 A, 5% loss",17.716327818434742,195.0,0.05,True,2,1.8941808806160478,heterogeneity_gp_re_increased_perm_3,10,"(0.05279326859612099, 0.21117307438448396, 0.4223461487689679)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)",fixed_pair,200010
guarded_blend,fixed_pair,True,True,1697.0,3743.0,2046.0,33.83406343711624,10.235994808451807,3743.0,47.38107804066331,5.7758334498304436,3,1,"(np.int64(1), np.int64(0), np.int64(2))",3743.0,1697.0,,17.71924692879875,17.71841763289625,11.943413478968306,195a_5pct_voltage_loss,"195 A, 5% loss",17.716327818434742,195.0,0.05,True,2,1.8941808806160478,heterogeneity_gp_re_increased_perm_3,11,"(0.05279326859612099, 0.21117307438448396, 0.4223461487689679)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)",fixed_pair,200011
guarded_blend,fixed_pair,True,True,1794.0,3451.0,1657.0,35.85330107065225,10.287009267308694,3451.0,46.43027935591726,6.826447518425274,3,1,"(np.int64(1), np.int64(0), np.int64(2))",3451.0,1794.0,,17.717862690836252,17.76943209175314,10.942984573327864,195a_5pct_voltage_loss,"195 A, 5% loss",17.716327818434742,195.0,0.05,True,2,1.8941808806160478,heterogeneity_gp_re_increased_perm_3,12,"(0.05279326859612099, 0.21117307438448396, 0.4223461487689679)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)",fixed_pair,200012
guarded_blend,fixed_pair,True,True,1713.0,3440.0,1727.0,35.77749944881762,10.238201252562508,3440.0,47.04064872248054,6.11925042227411,3,1,"(np.int64(1), np.int64(0), np.int64(2))",3440.0,1713.0,,17.71865099074074,17.720624077006953,11.601373654732843,195a_5pct_voltage_loss,"195 A, 5% loss",17.716327818434742,195.0,0.05,True,2,1.8941808806160478,heterogeneity_gp_re_increased_perm_3,13,"(0.05279326859612099, 0.21117307438448396, 0.4223461487689679)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)",fixed_pair,200013
guarded_blend,fixed_pair,True,True,1605.0,3634.0,2029.0,33.82784143535013,10.685509592680674,3634.0,48.341831828909356,5.710534070634806,3,1,"(np.int64(1), np.int64(0), np.int64(2))",3634.0,1605.0,,17.716501065293922,18.16793241712512,12.457398346490313,195a_5pct_voltage_loss,"195 A, 5% loss",17.716327818434742,195.0,0.05,True,2,1.8941808806160478,heterogeneity_gp_re_increased_perm_3,14,"(0.05279326859612099, 0.21117307438448396, 0.4223461487689679)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)",fixed_pair,200014
guarded_blend,fixed_pair,True,True,1576.0,3590.0,2014.0,33.91198250382752,10.234814491312846,3590.0,47.79352628796581,5.366428190729392,3,1,"(np.int64(1), np.int64(0), np.int64(2))",3590.0,1576.0,,17.721358581468955,17.71723731575729,12.354930390739563,195a_5pct_voltage_loss,"195 A, 5% loss",17.716327818434742,195.0,0.05,True,2,1.8941808806160478,heterogeneity_gp_re_increased_perm_3,15,"(0.05279326859612099, 0.21117307438448396, 0.4223461487689679)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)",fixed_pair,200015
guarded_blend,fixed_pair,True,True,1694.0,3885.0,2191.0,33.90147621945645,10.23783752407644,3885.0,49.923359724498674,3.2350058813678846,3,1,"(np.int64(1), np.int64(0), np.int64(2))",3885.0,1694.0,,17.717844908824787,17.720260348520885,14.485254467153,195a_5pct_voltage_loss,"195 A, 5% loss",17.716327818434742,195.0,0.05,True,2,1.8941808806160478,heterogeneity_gp_re_increased_perm_3,16,"(0.05279326859612099, 0.21117307438448396, 0.4223461487689679)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)",fixed_pair,200016
guarded_blend,fixed_pair,True,True,1678.0,3479.0,1801.0,34.27133368001767,10.235632645590321,3479.0,47.072613096589755,6.080421787239002,3,1,"(np.int64(1), np.int64(0), np.int64(2))",3479.0,1678.0,,17.716923943759227,17.718055470034766,11.637633682795764,195a_5pct_voltage_loss,"195 A, 5% loss",17.716327818434742,195.0,0.05,True,2,1.8941808806160478,heterogeneity_gp_re_increased_perm_3,17,"(0.05279326859612099, 0.21117307438448396, 0.4223461487689679)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)",fixed_pair,200017
guarded_blend,fixed_pair,True,True,1612.0,3430.0,1818.0,34.11091046791778,10.239764190402852,3430.0,46.97993699635874,6.182395833393963,3,1,"(np.int64(1), np.int64(0), np.int64(2))",3430.0,1612.0,,17.71795880005811,17.722187014847297,11.539791181453333,195a_5pct_voltage_loss,"195 A, 5% loss",17.716327818434742,195.0,0.05,True,2,1.8941808806160478,heterogeneity_gp_re_increased_perm_3,18,"(0.05279326859612099, 0.21117307438448396, 0.4223461487689679)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)",fixed_pair,200018
guarded_blend,fixed_pair,True,True,1546.0,3258.0,1712.0,34.53319686531167,10.245295917442256,3258.0,47.5910729344548,5.648857829166445,3,1,"(np.int64(1), np.int64(0), np.int64(2))",3258.0,1546.0,,17.756106010867274,17.7277187418867,12.107248181700829,195a_5pct_voltage_loss,"195 A, 5% loss",17.716327818434742,195.0,0.05,True,2,1.8941808806160478,heterogeneity_gp_re_increased_perm_3,19,"(0.05279326859612099, 0.21117307438448396, 0.4223461487689679)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 1.6281355435290994, 0.45365688105154717)",fixed_pair,200019
guarded_blend,order_blend_50,True,True,4102.0,4110.0,8.0,55.49865816947667,0.05908875336973907,4110.0,55.54934534772201,0.03217289046983751,93,91,"(np.int64(2), np.int64(0), np.int64(1))",4110.0,,4102.0,18.526996026012743,18.495088215619717,18.527261106089554,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,0,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,0
guarded_blend,order_blend_50,True,True,3973.0,3973.0,0.0,55.600321413038145,0.03792331409117722,3973.0,55.600321413038145,0.03792331409117722,82,80,"(np.int64(0), np.int64(1), np.int64(2))",3973.0,3973.0,,18.555195955837213,18.527852815454896,18.517272641746036,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,1,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,1
guarded_blend,order_blend_50,True,True,3840.0,3841.0,1.0,55.54478762741307,0.04273182393263397,3841.0,55.561606974393726,0.03900591903722983,85,83,"(np.int64(2), np.int64(0), np.int64(1))",3841.0,,3840.0,18.528448649821456,18.49707620276752,18.53608212180475,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,2,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,2
guarded_blend,order_blend_50,True,True,4049.0,4049.0,0.0,55.56688720133526,0.15490042499410706,4049.0,55.56688720133527,0.15490042499410706,67,65,"(np.int64(0), np.int64(2), np.int64(1))",4049.0,,4049.0,18.59769589793153,18.442795472937423,18.526395830466317,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,3,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,3
guarded_blend,order_blend_50,True,True,3998.0,4011.0,13.0,55.45478785278445,0.08026092480155356,4011.0,55.59191769388775,0.022581745917634066,96,94,"(np.int64(0), np.int64(2), np.int64(1))",3998.0,,4011.0,18.528833094951143,18.520251426509486,18.54283317242712,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,4,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,4
guarded_blend,order_blend_50,True,True,4093.0,4106.0,13.0,55.43593281892585,0.10100911113173794,4106.0,55.53513617228941,0.050924322269477074,91,89,"(np.int64(0), np.int64(1), np.int64(2))",4093.0,4106.0,,18.52854895579307,18.52875576938291,18.477831447113434,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,5,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,5
guarded_blend,order_blend_50,True,True,3975.0,3994.0,19.0,55.40745246928017,0.10082734466136145,3994.0,55.558565623757104,0.023708184173191427,94,92,"(np.int64(0), np.int64(1), np.int64(2))",3975.0,3994.0,,18.52655318996523,18.527860308982532,18.50415212480934,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,6,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,6
guarded_blend,order_blend_50,True,True,3748.0,3790.0,42.0,55.272135905185564,0.398875574848951,3790.0,55.61362209833989,0.2155634986738697,76,74,"(np.int64(0), np.int64(2), np.int64(1))",3748.0,,3790.0,18.65142808358618,18.43586458491231,18.526329429841404,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,7,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,7
guarded_blend,order_blend_50,True,True,4050.0,4051.0,1.0,55.56708479887297,0.01190308238181359,4051.0,55.57444037259448,0.01138966581956069,74,72,"(np.int64(2), np.int64(0), np.int64(1))",4051.0,,4050.0,18.52937148991524,18.517981824095678,18.527087058583565,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,8,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,8
guarded_blend,order_blend_50,True,True,3787.0,3790.0,3.0,55.502377235335544,0.07280820767435259,3790.0,55.524272318053455,0.06212669274670901,78,76,"(np.int64(0), np.int64(1), np.int64(2))",3787.0,3790.0,,18.527600949614715,18.529399030592725,18.467272337846016,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,9,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,9
guarded_blend,order_blend_50,True,True,3949.0,3965.0,16.0,55.45843159472237,0.07009516765704404,3965.0,55.57353223993181,0.009782117656516931,95,93,"(np.int64(0), np.int64(1), np.int64(2))",3949.0,3965.0,,18.52777123273354,18.527771562427393,18.517989444770876,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,10,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,10
guarded_blend,order_blend_50,True,True,3997.0,3998.0,1.0,55.49043552276129,0.08650538533403918,3998.0,55.500537346999195,0.08464855552557182,87,85,"(np.int64(1), np.int64(2), np.int64(0))",,3997.0,3998.0,18.444389043989055,18.527110703495516,18.529037599514627,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,11,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,11
guarded_blend,order_blend_50,True,True,3879.0,3884.0,5.0,55.5080670030368,0.05862042578260329,3884.0,55.54646449210509,0.037953736802368354,78,76,"(np.int64(2), np.int64(0), np.int64(1))",3884.0,,3879.0,18.52814568672669,18.49019194992432,18.528126855454076,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,12,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,12
guarded_blend,order_blend_50,True,True,3883.0,3916.0,33.0,55.32473119684016,0.16678608133133466,3916.0,55.593641829297866,0.047809912348146355,89,87,"(np.int64(2), np.int64(0), np.int64(1))",3916.0,,3883.0,18.552178921855162,18.504369009507016,18.53709389793569,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,13,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,13
guarded_blend,order_blend_50,True,True,3958.0,4037.0,79.0,54.627271572086414,0.5226939748756898,4037.0,55.48987601896844,0.10023687831778716,95,93,"(np.int64(1), np.int64(2), np.int64(0))",,3958.0,4037.0,18.430009078974123,18.529620982702404,18.53024595729191,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,14,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,14
guarded_blend,order_blend_50,True,True,4008.0,4017.0,9.0,55.34957116851491,0.1317988208619063,4017.0,55.615101047087336,0.17484658448650947,94,92,"(np.int64(1), np.int64(2), np.int64(0))",,4008.0,4017.0,18.455578657246935,18.529097148106956,18.630425241733445,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,15,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,15
guarded_blend,order_blend_50,True,True,3855.0,3860.0,5.0,55.48142691110509,0.0839834536656241,3860.0,55.520593917699046,0.06275402201559288,67,65,"(np.int64(0), np.int64(1), np.int64(2))",3855.0,3860.0,,18.528077354329813,18.52719323105501,18.46532333231422,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,16,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,16
guarded_blend,order_blend_50,True,True,3929.0,3933.0,4.0,55.44255649085962,0.21147922816923526,3933.0,55.474333597230206,0.19615756315739574,86,84,"(np.int64(0), np.int64(1), np.int64(2))",3929.0,3933.0,,18.572061565381514,18.526368029624575,18.375904002224118,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,17,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,17
guarded_blend,order_blend_50,True,True,4181.0,4183.0,2.0,55.71851972064255,0.17765302394437654,4183.0,55.734083695388165,0.17103436843667907,89,87,"(np.int64(2), np.int64(1), np.int64(0))",,4183.0,4181.0,18.517488430105015,18.528072466741452,18.688522798541694,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,18,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,18
guarded_blend,order_blend_50,True,True,3947.0,3952.0,5.0,55.426327632428816,0.08544469327878446,3952.0,55.52300972379041,0.06930989414683708,85,83,"(np.int64(0), np.int64(2), np.int64(1))",3947.0,,3952.0,18.527929812843542,18.462885008400015,18.532194902546852,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,reference,19,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(1.0, 1.05, 1.1)",order_blend_50,19
guarded_blend,order_blend_50,True,True,4493.0,4808.0,315.0,47.7165931653484,4.164596829002697,4808.0,51.98180080651342,3.6041230598633334,57,55,"(np.int64(0), np.int64(2), np.int64(1))",4493.0,,4808.0,18.528742516374265,14.924619456510932,18.52843883362822,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,heterogeneity_gp_re_increased_perm_2,0,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100000
guarded_blend,order_blend_50,True,True,4588.0,4988.0,400.0,49.110093923621285,3.2489012860315754,4988.0,53.271030253151615,2.3127647911363134,57,55,"(np.int64(0), np.int64(2), np.int64(1))",4588.0,,4988.0,18.52867964724838,16.215914856112068,18.526435749791165,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,heterogeneity_gp_re_increased_perm_2,1,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100001
guarded_blend,order_blend_50,True,True,4188.0,4757.0,569.0,44.81450814804104,5.534761417092994,4757.0,51.48937816035702,4.215177742732015,59,57,"(np.int64(0), np.int64(2), np.int64(1))",4188.0,,4757.0,18.588749131677847,14.373571388945832,18.52705763973334,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,heterogeneity_gp_re_increased_perm_2,2,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100002
guarded_blend,order_blend_50,True,True,4547.0,4952.0,405.0,47.94587656692798,4.04293863349961,4952.0,52.87271666246633,2.9734751278231464,59,57,"(np.int64(0), np.int64(2), np.int64(1))",4547.0,,4952.0,18.658216995527166,15.68474186770402,18.52975779923515,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,heterogeneity_gp_re_increased_perm_2,3,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100003
guarded_blend,order_blend_50,True,True,4690.0,5210.0,520.0,47.63454103813747,4.001484676965642,5210.0,52.54195490685756,3.1103687056567964,65,63,"(np.int64(0), np.int64(2), np.int64(1))",4690.0,,5210.0,18.52956332947742,15.451011435861673,18.56138014151847,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,heterogeneity_gp_re_increased_perm_2,4,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100004
guarded_blend,order_blend_50,True,True,4683.0,5166.0,483.0,48.175719767611035,3.860854526605708,5166.0,53.0758217714729,2.7624308948522156,59,57,"(np.int64(0), np.int64(2), np.int64(1))",4683.0,,5166.0,18.617140561196656,15.85470966634444,18.603971543931806,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,heterogeneity_gp_re_increased_perm_2,5,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100005
guarded_blend,order_blend_50,True,True,4582.0,4954.0,372.0,48.01531008357186,3.851737437757599,4954.0,53.02487840737502,2.5577401917647595,63,61,"(np.int64(0), np.int64(2), np.int64(1))",4582.0,,4954.0,18.526540532946317,15.970298841331973,18.528039033096732,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,heterogeneity_gp_re_increased_perm_2,6,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100006
guarded_blend,order_blend_50,True,True,4588.0,4938.0,350.0,49.2917120219141,3.185372274142866,4938.0,53.246108129812704,2.3627291811139273,63,61,"(np.int64(0), np.int64(2), np.int64(1))",4588.0,,4938.0,18.526546712215612,16.178416118241582,18.54114529935551,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,heterogeneity_gp_re_increased_perm_2,7,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100007
guarded_blend,order_blend_50,True,True,4758.0,5260.0,502.0,46.618729548421875,4.527015968366953,5260.0,52.601269953587604,3.107586463721425,59,57,"(np.int64(0), np.int64(2), np.int64(1))",4758.0,,5260.0,18.52822273441673,15.482730377724724,18.59031684144615,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,heterogeneity_gp_re_increased_perm_2,8,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100008
guarded_blend,order_blend_50,True,True,4569.0,5119.0,550.0,46.116001296936595,4.796425439546049,5119.0,52.43871755197221,3.1490920230782375,55,53,"(np.int64(0), np.int64(2), np.int64(1))",4569.0,,5119.0,18.53021186303466,15.38111983995642,18.527385848981133,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,heterogeneity_gp_re_increased_perm_2,9,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100009
guarded_blend,order_blend_50,True,True,4186.0,4860.0,674.0,45.54034392994592,5.039355527092491,4860.0,52.64315718719059,2.960061939813256,41,39,"(np.int64(0), np.int64(2), np.int64(1))",4186.0,,4860.0,18.52652962696132,15.578282810208007,18.538344750021263,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,heterogeneity_gp_re_increased_perm_2,10,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100010
guarded_blend,order_blend_50,True,True,4539.0,5071.0,532.0,46.30144128627802,4.694572866539456,5071.0,52.86482165890722,2.7226139886139897,59,57,"(np.int64(0), np.int64(2), np.int64(1))",4539.0,,5071.0,18.527395253550573,15.807406208371326,18.530020196985316,370a_10pct_voltage_loss,"370 A, 10% loss",18.526280762103205,370.0,0.1,True,3,1.9807788142182405,heterogeneity_gp_re_increased_perm_2,11,"(0.05048519263341742, 0.20194077053366968, 0.40388154106733937)","(np.float64(0.9353028530555556), np.float64(3.7412114122222224), np.float64(7.482422824444445))","(0.9182075754193537, 0.45365688105154717, 1.6281355435290994)",order_blend_50,100011
