boundary_id,scenario_id,local_seed,boundary_label,boundary_order,health_limit_pct,boundary_over_calibration,extrapolated,policy,effective_policy,first_boundary_gain_h,second_boundary_gain_h,start_count_delta,assignment_change_delta
370a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,6,"370 A, 5% loss",1,12.192754336272548,1.3036156466795592,True,order_blend_50,order_blend_50,1675.0,258.0,54,54
370a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,7,"370 A, 5% loss",1,12.192754336272548,1.3036156466795592,True,order_blend_50,order_blend_50,1361.0,57.0,36,36
370a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,8,"370 A, 5% loss",1,12.192754336272548,1.3036156466795592,True,order_blend_50,order_blend_50,1532.0,371.0,49,49
370a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,9,"370 A, 5% loss",1,12.192754336272548,1.3036156466795592,True,order_blend_50,order_blend_50,1606.0,179.0,52,52
370a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,10,"370 A, 5% loss",1,12.192754336272548,1.3036156466795592,True,order_blend_50,order_blend_50,1463.0,284.0,42,42
370a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,11,"370 A, 5% loss",1,12.192754336272548,1.3036156466795592,True,order_blend_50,order_blend_50,1769.0,192.0,60,60
370a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,12,"370 A, 5% loss",1,12.192754336272548,1.3036156466795592,True,order_blend_50,order_blend_50,1428.0,478.0,56,56
370a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,13,"370 A, 5% loss",1,12.192754336272548,1.3036156466795592,True,order_blend_50,order_blend_50,1349.0,267.0,39,39
370a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,14,"370 A, 5% loss",1,12.192754336272548,1.3036156466795592,True,order_blend_50,order_blend_50,1525.0,128.0,32,32
370a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,15,"370 A, 5% loss",1,12.192754336272548,1.3036156466795592,True,order_blend_50,order_blend_50,1554.0,231.0,44,44
370a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,16,"370 A, 5% loss",1,12.192754336272548,1.3036156466795592,True,order_blend_50,order_blend_50,1553.0,191.0,48,48
