scenario_id,local_seed,policy,effective_policy,first_boundary_gain_h,second_boundary_gain_h,start_count_delta
heterogeneity_gp_re_low_perm_0,14,guarded_blend,order_blend_50,12.0,7.0,2
heterogeneity_gp_re_low_perm_0,15,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_low_perm_0,16,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_low_perm_0,17,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_low_perm_0,18,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_low_perm_0,19,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_low_perm_1,0,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_low_perm_1,1,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_low_perm_1,2,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_low_perm_1,3,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_low_perm_1,4,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_low_perm_1,5,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_low_perm_1,6,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_low_perm_1,7,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_low_perm_1,8,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_low_perm_1,9,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_low_perm_1,10,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_low_perm_1,11,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_low_perm_1,12,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_low_perm_1,13,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_low_perm_1,14,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_low_perm_1,15,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_low_perm_1,16,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_low_perm_1,17,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_low_perm_1,18,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_low_perm_1,19,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_base_perm_0,0,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_base_perm_0,1,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_base_perm_0,2,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_base_perm_0,3,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_base_perm_0,4,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_base_perm_0,5,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_base_perm_0,6,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_base_perm_0,7,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_base_perm_0,8,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_base_perm_0,9,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_base_perm_0,10,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_base_perm_0,11,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_base_perm_0,12,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_base_perm_0,13,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_base_perm_0,14,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_base_perm_0,15,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_base_perm_0,16,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_base_perm_0,17,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_base_perm_0,18,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_base_perm_0,19,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_base_perm_1,0,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_base_perm_1,1,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_base_perm_1,2,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_base_perm_1,3,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_base_perm_1,4,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_base_perm_1,5,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_base_perm_1,6,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_base_perm_1,7,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_base_perm_1,8,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_base_perm_1,9,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_base_perm_1,10,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_base_perm_1,11,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_base_perm_1,12,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_base_perm_1,13,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_base_perm_1,14,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_base_perm_1,15,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_base_perm_1,16,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_base_perm_1,17,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_base_perm_1,18,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_base_perm_1,19,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_0,0,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_high_perm_0,1,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_high_perm_0,2,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_high_perm_0,3,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_high_perm_0,4,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_high_perm_0,5,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_high_perm_0,6,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_high_perm_0,7,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_high_perm_0,8,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_high_perm_0,9,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_high_perm_0,10,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_high_perm_0,11,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_high_perm_0,12,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_high_perm_0,13,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_high_perm_0,14,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_high_perm_0,15,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_high_perm_0,16,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_high_perm_0,17,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_high_perm_0,18,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_high_perm_0,19,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_high_perm_1,0,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_1,1,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_1,2,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_1,3,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_1,4,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_1,5,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_1,6,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_1,7,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_1,8,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_1,9,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_1,10,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_1,11,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_1,12,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_1,13,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_1,14,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_1,15,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_1,16,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_1,17,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_1,18,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_1,19,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_2,0,guarded_blend,order_blend_50,244.0,27.0,20
heterogeneity_gp_re_high_perm_2,1,guarded_blend,order_blend_50,224.0,51.0,12
heterogeneity_gp_re_high_perm_2,2,guarded_blend,order_blend_50,140.0,24.0,10
heterogeneity_gp_re_high_perm_2,3,guarded_blend,order_blend_50,137.0,24.0,14
heterogeneity_gp_re_high_perm_2,4,guarded_blend,order_blend_50,244.0,15.0,16
heterogeneity_gp_re_high_perm_2,5,guarded_blend,order_blend_50,224.0,11.0,18
heterogeneity_gp_re_high_perm_2,6,guarded_blend,order_blend_50,206.0,1.0,18
heterogeneity_gp_re_high_perm_2,7,guarded_blend,order_blend_50,210.0,79.0,10
heterogeneity_gp_re_high_perm_2,8,guarded_blend,order_blend_50,75.0,132.0,14
heterogeneity_gp_re_high_perm_2,9,guarded_blend,order_blend_50,130.0,43.0,8
heterogeneity_gp_re_high_perm_2,10,guarded_blend,order_blend_50,168.0,1.0,18
heterogeneity_gp_re_high_perm_2,11,guarded_blend,order_blend_50,82.0,44.0,14
heterogeneity_gp_re_high_perm_2,12,guarded_blend,order_blend_50,116.0,125.0,14
heterogeneity_gp_re_high_perm_2,13,guarded_blend,order_blend_50,163.0,47.0,8
heterogeneity_gp_re_high_perm_2,14,guarded_blend,order_blend_50,191.0,0.0,17
heterogeneity_gp_re_high_perm_2,15,guarded_blend,order_blend_50,186.0,62.0,16
heterogeneity_gp_re_high_perm_2,16,guarded_blend,order_blend_50,172.0,19.0,10
heterogeneity_gp_re_high_perm_2,17,guarded_blend,order_blend_50,160.0,153.0,13
heterogeneity_gp_re_high_perm_2,18,guarded_blend,order_blend_50,99.0,7.0,10
heterogeneity_gp_re_high_perm_2,19,guarded_blend,order_blend_50,222.0,-20.0,16
heterogeneity_gp_re_high_perm_3,0,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_3,1,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_3,2,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_3,3,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_3,4,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_3,5,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_3,6,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_3,7,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_3,8,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_3,9,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_3,10,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_3,11,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_3,12,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_3,13,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_3,14,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_3,15,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_3,16,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_3,17,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_3,18,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_3,19,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_4,0,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_4,1,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_4,2,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_4,3,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_4,4,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_4,5,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_4,6,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_4,7,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_4,8,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_4,9,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_4,10,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_4,11,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_4,12,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_4,13,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_4,14,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_4,15,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_4,16,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_4,17,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_4,18,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_4,19,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_5,0,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_5,1,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_5,2,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_5,3,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_5,4,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_5,5,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_5,6,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_5,7,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_5,8,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_5,9,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_5,10,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_5,11,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_5,12,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_5,13,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_5,14,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_5,15,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_5,16,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_5,17,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_5,18,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_high_perm_5,19,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_0,0,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_0,1,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_0,2,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_0,3,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_0,4,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_0,5,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_0,6,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_0,7,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_0,8,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_0,9,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_0,10,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_0,11,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_0,12,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_0,13,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_0,14,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_0,15,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_0,16,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_0,17,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_0,18,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_0,19,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_1,0,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_1,1,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_1,2,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_1,3,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_1,4,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_1,5,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_1,6,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_1,7,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_1,8,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_1,9,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_1,10,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_1,11,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_1,12,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_1,13,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_1,14,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_1,15,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_1,16,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_1,17,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_1,18,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_1,19,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_2,0,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_2,1,guarded_blend,order_blend_50,87.0,21.0,4
heterogeneity_gp_re_increased_perm_2,2,guarded_blend,order_blend_50,27.0,-15.0,4
heterogeneity_gp_re_increased_perm_2,3,guarded_blend,order_blend_50,71.0,-89.0,10
heterogeneity_gp_re_increased_perm_2,4,guarded_blend,order_blend_50,95.0,15.0,8
heterogeneity_gp_re_increased_perm_2,5,guarded_blend,order_blend_50,60.0,-6.0,8
heterogeneity_gp_re_increased_perm_2,6,guarded_blend,order_blend_50,83.0,25.0,2
heterogeneity_gp_re_increased_perm_2,7,guarded_blend,order_blend_50,54.0,48.0,2
heterogeneity_gp_re_increased_perm_2,8,guarded_blend,order_blend_50,108.0,-6.0,8
heterogeneity_gp_re_increased_perm_2,9,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_2,10,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_2,11,guarded_blend,order_blend_50,34.0,10.0,4
heterogeneity_gp_re_increased_perm_2,12,guarded_blend,order_blend_50,0.0,0.0,0
heterogeneity_gp_re_increased_perm_2,13,guarded_blend,order_blend_50,4.0,1.0,0
heterogeneity_gp_re_increased_perm_2,14,guarded_blend,order_blend_50,24.0,-70.0,2
heterogeneity_gp_re_increased_perm_2,15,guarded_blend,order_blend_50,89.0,-16.0,8
heterogeneity_gp_re_increased_perm_2,16,guarded_blend,order_blend_50,214.0,56.0,14
heterogeneity_gp_re_increased_perm_2,17,guarded_blend,order_blend_50,43.0,-55.0,2
heterogeneity_gp_re_increased_perm_2,18,guarded_blend,order_blend_50,86.0,24.0,8
heterogeneity_gp_re_increased_perm_2,19,guarded_blend,order_blend_50,207.0,77.0,8
heterogeneity_gp_re_increased_perm_3,0,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,1,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,2,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,3,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,4,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,5,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,6,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,7,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,8,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,9,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,10,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,11,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,12,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,13,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,14,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,15,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,16,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,17,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,18,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_3,19,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_4,0,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_4,1,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_4,2,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_4,3,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_4,4,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_4,5,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_4,6,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_4,7,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_4,8,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_4,9,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_4,10,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_4,11,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_4,12,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_4,13,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_4,14,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_4,15,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_4,16,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_4,17,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_4,18,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_4,19,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_5,0,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_5,1,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_5,2,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_5,3,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_5,4,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_5,5,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_5,6,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_5,7,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_5,8,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_5,9,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_5,10,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_5,11,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_5,12,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_5,13,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_5,14,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_5,15,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_5,16,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_5,17,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_5,18,guarded_blend,fixed_pair,0.0,0.0,0
heterogeneity_gp_re_increased_perm_5,19,guarded_blend,fixed_pair,0.0,0.0,0
boundary_scale_0.80,0,guarded_blend,order_blend_50,161.0,-3.0,4
