boundary_id,scenario_id,local_seed,policy,effective_policy,first_boundary_gain_h,second_boundary_gain_h,start_count_delta
195a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_2,17,guarded_blend,order_blend_50,712.0,57.0,48
195a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_2,18,guarded_blend,order_blend_50,670.0,-78.0,60
195a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_2,19,guarded_blend,order_blend_50,651.0,-43.0,50
195a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,0,guarded_blend,fixed_pair,0.0,0.0,0
195a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,1,guarded_blend,fixed_pair,0.0,0.0,0
195a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,2,guarded_blend,fixed_pair,0.0,0.0,0
195a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,3,guarded_blend,fixed_pair,0.0,0.0,0
195a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,4,guarded_blend,fixed_pair,0.0,0.0,0
195a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,5,guarded_blend,fixed_pair,0.0,0.0,0
195a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,6,guarded_blend,fixed_pair,0.0,0.0,0
195a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,7,guarded_blend,fixed_pair,0.0,0.0,0
195a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,8,guarded_blend,fixed_pair,0.0,0.0,0
195a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,9,guarded_blend,fixed_pair,0.0,0.0,0
195a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,10,guarded_blend,fixed_pair,0.0,0.0,0
195a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,11,guarded_blend,fixed_pair,0.0,0.0,0
195a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,12,guarded_blend,fixed_pair,0.0,0.0,0
195a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,13,guarded_blend,fixed_pair,0.0,0.0,0
195a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,14,guarded_blend,fixed_pair,0.0,0.0,0
195a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,15,guarded_blend,fixed_pair,0.0,0.0,0
195a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,16,guarded_blend,fixed_pair,0.0,0.0,0
195a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,17,guarded_blend,fixed_pair,0.0,0.0,0
195a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,18,guarded_blend,fixed_pair,0.0,0.0,0
195a_5pct_voltage_loss,heterogeneity_gp_re_increased_perm_3,19,guarded_blend,fixed_pair,0.0,0.0,0
370a_10pct_voltage_loss,reference,0,guarded_blend,order_blend_50,1161.0,593.0,90
370a_10pct_voltage_loss,reference,1,guarded_blend,order_blend_50,992.0,870.0,79
370a_10pct_voltage_loss,reference,2,guarded_blend,order_blend_50,999.0,987.0,82
370a_10pct_voltage_loss,reference,3,guarded_blend,order_blend_50,1325.0,557.0,64
370a_10pct_voltage_loss,reference,4,guarded_blend,order_blend_50,1208.0,760.0,93
370a_10pct_voltage_loss,reference,5,guarded_blend,order_blend_50,1096.0,813.0,88
370a_10pct_voltage_loss,reference,6,guarded_blend,order_blend_50,1113.0,808.0,91
370a_10pct_voltage_loss,reference,7,guarded_blend,order_blend_50,974.0,772.0,73
370a_10pct_voltage_loss,reference,8,guarded_blend,order_blend_50,1197.0,706.0,71
370a_10pct_voltage_loss,reference,9,guarded_blend,order_blend_50,1436.0,513.0,75
370a_10pct_voltage_loss,reference,10,guarded_blend,order_blend_50,1200.0,541.0,92
