current_a,steady_rate_pct_per_hour,steady_increment_pct_per_s,from_off_total_increment_pct,from_off_start_increment_pct,from_120a_total_increment_pct,from_120a_shift_increment_pct,damage_after_start_pct,cell_voltage_after_start_v,stack_power_after_start_kw
0.0,0.00126,3.5000000000000004e-07,0.00196035,0.00196,5.965e-05,5.93e-05,3.7431717622222225,0.9146873288593691,0.0
25.0,0.002,5.555555555555555e-07,0.0019605555555555557,0.00196,5.9855555555555554e-05,5.93e-05,3.743171967777778,0.8219254232625064,3.4931830488656526
90.0,0.002,5.555555555555555e-07,0.0019605555555555557,0.00196,5.9855555555555554e-05,5.93e-05,3.743171967777778,0.7769870789740309,11.887902308302671
120.0,0.002,5.555555555555555e-07,0.0019605555555555557,0.00196,5.555555555555555e-07,0.0,3.743171967777778,0.76448699476611,15.595534693228647
160.0,0.002,5.555555555555555e-07,0.0019605555555555557,0.00196,5.9855555555555554e-05,5.93e-05,3.743171967777778,0.7503794849331372,20.41032199018133
195.0,0.002,5.555555555555555e-07,0.0019605555555555557,0.00196,5.9855555555555554e-05,5.93e-05,3.743171967777778,0.7394031439407817,24.51121422163691
270.0,0.002,5.555555555555555e-07,0.0019605555555555557,0.00196,5.9855555555555554e-05,5.93e-05,3.743171967777778,0.717996120265974,32.95602192020821
370.0,0.00347,9.638888888888888e-07,0.0019609638888888887,0.00196,6.026388888888889e-05,5.93e-05,3.743172376111111,0.6900721684319855,43.405539394371885
